Curated Gene Symbol	gene_symbol	A? (Log2 Ratio)	A?AL (Log2 Ratio)	AL (Log2 Ratio)	RefSeq	description
PCDH15	PCDH15	-0.45	-0.63	-0.46	NM_033056	Protocadherin 15 precursor. [Source:Uniprot/SWISSPROT;Acc:Q96QU1]
		-0.06	-0.63	0.26		Hypothetical protein
		-0.08	-0.63	-0.34		Non-protein coding transcript
		0.84	-0.63	0.3	NM_182513	spindle pole body component 24 homolog [Source:RefSeq_peptide;Acc:NP_872319]
COL7A1	COL7A1	0.32	-0.62	1.21	NM_000094	Collagen alpha 1(VII) chain precursor (Long-chain collagen) (LC collagen). [Source:Uniprot/SWISSPROT;Acc:Q02388]
		-0.24	-0.62	-0.3	NM_182532	-
UNKL	UNKL	0.17	-0.62	-0.48	NM_024023	unkempt-like [Source:RefSeq_peptide;Acc:NP_076928]
		0.41	-0.62	-0.11	XM_040149	-
		-0.16	-0.62	-0.24	XM_379438	-
		0.33	-0.62	-0.03		Non-protein coding transcript
GNAQ	GNAQ	1.11	-0.62	-0.44	NM_002072	Guanine nucleotide-binding protein G(q), alpha subunit. [Source:Uniprot/SWISSPROT;Acc:P50148]
TAS1R2	TAS1R2	0	-0.62	0.6	NM_152232	Taste receptor type 1 member 2 precursor (G protein coupled receptor 71) (Sweet taste receptor T1R2). [Source:Uniprot/SWISSPROT;Acc:Q8TE23]
		-0.2	-0.62	0.56		43 kDa protein [Source:IPI;Acc:IPI00412436]
		1.43	-0.62	0.8	NM_152436	-
	Q8IUV2_HUMAN	-0.3	-0.62	0.64	NM_198471	-
TAOK2	TAOK2	-0.36	-0.62	0.39	NM_016151	TAO kinase 2 [Source:RefSeq_peptide;Acc:NP_004774]
		0.28	-0.62	-0.37	XM_379975,XM_376725	PREDICTED: hypothetical protein XP_379975 [Source:RefSeq_peptide;Acc:XP_379975]
		-0.32	-0.62	-0.06		Non-protein coding transcript
	REC16_HUMAN	0	-0.62	-0.18		HERV-K_10p14 provirus Rec protein. [Source:Uniprot/SWISSPROT;Acc:P61578]
	HTRA4_HUMAN	0	-0.62	-0.22	NM_153692	Probable serine protease HTRA4 precursor (EC 3.4.21.-). [Source:Uniprot/SWISSPROT;Acc:P83105]
		0.75	-0.62	-0.41	NM_198312,NM_152787	TAK1-binding protein 3 isoform 1 [Source:RefSeq_peptide;Acc:NP_690000]
		-0.05	-0.62	0.11	NM_152563,NM_018172	-
	Q6RGF5_HUMAN	-0.31	-0.62	0.03		P40 (Fragment). [Source:Uniprot/SPTREMBL;Acc:Q6RGF5]
		0.06	-0.62	-0.2	NM_178859	organic solute transporter beta [Source:RefSeq_peptide;Acc:NP_849190]
		0	-0.62	0.38	XM_498675	-
		-0.13	-0.62	0.23	XM_499000	-
		0.28	-0.62	0.28		Non-protein coding transcript
RHCG	RHCG	0	-0.62	0.89	NM_016321	Rhesus blood group, C glycoprotein [Source:RefSeq_peptide;Acc:NP_057405]
SPATA31E1	C9orf79	-0.17	-0.62	0.24		-
SPATA6L	C9orf68	1.77	-0.62	-0.19	NM_017985	-
	UBP32_HUMAN	0.25	-0.62	0.25	NM_032582	Ubiquitin carboxyl-terminal hydrolase 32 (EC 3.1.2.15) (Ubiquitin thiolesterase 32) (Ubiquitin-specific processing protease 32) (Deubiquitinating enzyme 32) (NY-REN-60 antigen). [Source:Uniprot/SWISSPROT;Acc:Q8NFA0]
SETX	ALS4	0.29	-0.62	-0.11	NM_015046	Probable helicase senataxin (EC 3.6.1.-) (SEN1 homolog). [Source:Uniprot/SWISSPROT;Acc:Q7Z333]
		0.1	-0.62	0.68		Hypothetical protein
		0.28	-0.62	0.06	NM_006695	RaP2 interacting protein 8 [Source:RefSeq_peptide;Acc:NP_006686]
		0.03	-0.62	0.19	XM_375608	PREDICTED: similar to hypothetical protein [Source:RefSeq_peptide;Acc:XP_375608]
RAG1	RAG1	-0.04	-0.62	-0.32	NM_000448	V(D)J recombination activating protein 1 (RAG-1) (RING finger protein 74). [Source:Uniprot/SWISSPROT;Acc:P15918]
		0.18	-0.62	-0.11		35 kDa protein [Source:IPI;Acc:IPI00477670]
		0.2	-0.62	0.03	NM_016511	C-type lectin-like receptor-1 [Source:RefSeq_peptide;Acc:NP_057595]
		0.9	-0.62	-0.06		24 kDa protein [Source:IPI;Acc:IPI00413638]
		-0.46	-0.62	-0.13	XM_497592	41 kDa protein [Source:IPI;Acc:IPI00332378]
		0.21	-0.62	0.31	NR_001286	-
		0.44	-0.62	-0.08	XM_379543	-
OLAH	THEDC1	0.3	-0.62	0.09	NM_018324	S-acyl fatty acid synthase thioesterase, medium chain (EC 3.1.2.14) (Thioesterase II) (Thioesterase domain containing protein 1). [Source:Uniprot/SWISSPROT;Acc:Q9NV23]
SOX14	SOX14	-0.02	-0.62	-0.05	NM_004189	Transcription factor SOX-14. [Source:Uniprot/SWISSPROT;Acc:O95416]
	Q96TB2_HUMAN	0	-0.62	0.81		Envelope protein (Fragment). [Source:Uniprot/SPTREMBL;Acc:Q96TB2]
AKIP1	C11orf17	0	-0.62	6.21	NM_182901,NM_020642	Proline-rich protein BCA3 (Breast cancer associated gene 3 protein). [Source:Uniprot/SWISSPROT;Acc:Q9NQ31]
		-0.04	-0.62	0	XM_499110	-
CUL5	CUL5	0.17	-0.61	-0.03	NM_003478	Cullin homolog 5 (CUL-5) (Vasopressin-activated calcium-mobilizing receptor) (VACM-1). [Source:Uniprot/SWISSPROT;Acc:Q93034]
	NARG1_HUMAN	0.21	-0.61	-0.24	NM_057175	NMDA receptor regulated protein 1 (N-terminal acetyltransferase) (Tubedown-1 protein) (Tbdn100) (Gastric cancer antigen Ga19). [Source:Uniprot/SWISSPROT;Acc:Q9BXJ9]
OR1N1	OR1N1	0.2	-0.61	2.59	NM_012363	Olfactory receptor 1N1 (Olfactory receptor 1-26) (OR1-26) (Olfactory receptor 1N3). [Source:Uniprot/SWISSPROT;Acc:Q8NGS0]
	ZFP1_HUMAN	0.52	-0.61	0.51	NM_153688	Zinc finger protein 1 homolog (Zfp-1). [Source:Uniprot/SWISSPROT;Acc:Q6P2D0]
RGS14	RGS14	0.14	-0.61	-0.46	NM_006480	Regulator of G-protein signaling 14 (RGS14). [Source:Uniprot/SWISSPROT;Acc:O43566]
OR9G4	OR9G4	0.34	-0.61	-0.48	NM_001005284	Olfactory receptor 9G4. [Source:Uniprot/SWISSPROT;Acc:Q8NGQ1]
FAM46D	FAM46D	0.99	-0.61	-0.22	NM_152630	family with sequence similarity 46, member D [Source:RefSeq_peptide;Acc:NP_689843]
		0.62	-0.61	-0.27	XM_048104	filaggrin [Source:RefSeq_peptide;Acc:NP_002007]
CD36	CD36	0.36	-0.61	0.35	NM_001001548,NM_000072	Platelet glycoprotein IV (GPIV) (Glycoprotein IIIb) (GPIIIB) (Leukocyte differentiation antigen CD36) (CD36 antigen) (PAS IV) (PAS- 4 protein) (Platelet collagen receptor) (Fatty acid translocase) (FAT) (Thrombospondin receptor). [Source:Uniprot/SWISSPROT
ANO1	TMEM16A	0.03	-0.61	-0.07		transmembrane protein 16A [Source:RefSeq_peptide;Acc:NP_060513]
NYX	NYX	0.48	-0.61	0.24	NM_022567	Nyctalopin precursor. [Source:Uniprot/SWISSPROT;Acc:Q9GZU5]
		0.13	-0.61	-0.48	NM_145809	TL132 protein (LOC220594), mRNA [Source:RefSeq_dna;Acc:NM_145809]
		-0.5	-0.61	-0.02	NM_130848	dendritic cell nuclear protein 1 [Source:RefSeq_peptide;Acc:NP_570900]
GBX1	GBX1	0.09	-0.61	0.14	XM_499494,XM_373219	Homeobox protein GBX-1 (Gastrulation and brain-specific homeobox protein 1) (Fragment). [Source:Uniprot/SWISSPROT;Acc:Q14549]
		0.45	-0.61	-0.1	NM_001010907	-
		-0.32	-0.61	-0.25	XM_098350	-
		1.85	-0.61	-0.14		Hypothetical protein
	VRK2_HUMAN	-0.49	-0.61	0.41	NM_006296	Serine/threonine-protein kinase VRK2 (EC 2.7.1.37) (Vaccinia-related kinase 2). [Source:Uniprot/SWISSPROT;Acc:Q86Y07]
		0.71	-0.61	-0.42	XM_029805	-
		0	-0.61	-0.08	XM_372614	-
		2.06	-0.61	0.14	XM_373964	-
		0.11	-0.61	-0.36		Non-protein coding transcript
	Q96LJ3_HUMAN	-0.23	-0.61	0.28		-
GABRG2	GABRG2	-0.34	-0.61	-0.35	NM_000816,NM_198904,NM_198903	Gamma-aminobutyric-acid receptor gamma-2 subunit precursor (GABA(A) receptor). [Source:Uniprot/SWISSPROT;Acc:P18507]
CHCHD5	CHCHD5	0.69	-0.61	0.4	NM_032309	coiled-coil-helix-coiled-coil-helix domain containing 5 [Source:RefSeq_peptide;Acc:NP_115685]
RNASE2	RNASE2	-0.16	-0.61	-0.06	NM_002934	Nonsecretory ribonuclease precursor (EC 3.1.27.5) (Ribonuclease US) (Eosinophil-derived neurotoxin) (RNase UpI-2) (Ribonuclease 2) (RNase 2). [Source:Uniprot/SWISSPROT;Acc:P10153]
		1.31	-0.61	0.3	NM_173807	-
TMEM41B	TMEM41B	-0.11	-0.61	0.33	XM_495866	-
NDUFAF5	C20orf7	-0.42	-0.61	0.23		-
NXPH2	NXPH2	0	-0.61	-0.13	NM_007226	Neurexophilin-2 precursor. [Source:Uniprot/SWISSPROT;Acc:O95156]
OTX2	OTX2	1.2	-0.61	-0.36	NM_021728,NM_172337	Homeobox protein OTX2. [Source:Uniprot/SWISSPROT;Acc:P32243]
	Q8WZ91_HUMAN	-0.4	-0.61	-0.36		PRbBP-39. [Source:Uniprot/SPTREMBL;Acc:Q8WZ91]
		0.15	-0.61	-0.42	XM_372757	PREDICTED: similar to helix-loop-helix transcription factor [Source:RefSeq_peptide;Acc:XP_372757]
ITLN2	ITLN2	-0.17	-0.61	0.53	NM_080878	Intelectin 2 precursor (Endothelial lectin HL-2) (UNQ2789/PRO7179). [Source:Uniprot/SWISSPROT;Acc:Q8WWU7]
		-0.2	-0.61	0.57	NM_181722	-
		0.64	-0.61	-0.11	NM_198464	tryptophan/serine protease [Source:RefSeq_peptide;Acc:NP_940866]
IL22RA2	IL22RA2	-0.02	-0.61	-0.19	NM_052962,NM_181309,NM_181310	interleukin 22-binding protein isoform 1 [Source:RefSeq_peptide;Acc:NP_443194]
	YG02_HUMAN	0.69	-0.61	-0.04		-
	Q8N9W7_HUMAN	-0.24	-0.61	-0.18	XM_496041,XM_208835,XM_496044,XM_375272	-
		-0.24	-0.61	-0.11	XM_373675	-
RNF39	RNF39	0.9	-0.61	0.13	NM_025236,NM_170769	HZFw1 protein isoform 2 [Source:RefSeq_peptide;Acc:NP_739575]
	PP11_HUMAN	0.35	-0.61	-0.06	NM_006025	Placental protein 11 precursor (EC 3.4.21.-) (PP11). [Source:Uniprot/SWISSPROT;Acc:P21128]
		0.1	-0.61	-0.11	XM_495915	-
RBM11	RBM11	0.24	-0.61	1.28	NM_144770	Putative RNA-binding protein 11 (RNA binding motif protein 11). [Source:Uniprot/SWISSPROT;Acc:P57052]
RCN3	RCN3	0.32	-0.61	0.15	NM_020650	Reticulocalbin 3 precursor (EF-hand calcium binding protein RLP49) (UNQ239/PRO272). [Source:Uniprot/SWISSPROT;Acc:Q96D15]
OR4F5	OR4F5	1.53	-0.61	0.47	NM_001005484	Olfactory receptor 4F5. [Source:Uniprot/SWISSPROT;Acc:Q8NH21]
	KRTAP81	1	-0.61	0.7	NM_175857	Keratin-associated protein 8-1 (High glycine-tyrosine keratin- associated protein 8.1). [Source:Uniprot/SWISSPROT;Acc:Q8IUC2]
	Q8N8B6_HUMAN	1.2	-0.61	1.34		-
	Q96M66_HUMAN	1.12	-0.61	0.34		-
	Q8N2E2_HUMAN	-0.18	-0.61	0.2	XM_371878,XM_374405	-
ATP4A	ATP4A	0.33	-0.6	0.1	NM_000704	Potassium-transporting ATPase alpha chain 1 (EC 3.6.3.10) (Proton pump) (Gastric H+/K+ ATPase alpha subunit). [Source:Uniprot/SWISSPROT;Acc:P20648]
CRISP1	CRISP1	0.01	-0.6	-0.26	NM_001131,NM_170609	Cysteine-rich secretory protein-1 precursor (CRISP-1) (Acidic epididymal glycoprotein homolog) (AEG-like protein) (ARP). [Source:Uniprot/SWISSPROT;Acc:P54107]
ANP32C	ANP32C	-0.33	-0.6	-0.39	NM_012403	Acidic leucine-rich nuclear phosphoprotein 32 family member C (Tumorigenic protein pp32r1). [Source:Uniprot/SWISSPROT;Acc:O43423]
		0.17	-0.6	-0.37	XM_498219,XM_499449	-
		-0.45	-0.6	-0.38		Hypothetical protein
		-0.32	-0.6	-0.06		Non-protein coding transcript
SKI	SKI	0.29	-0.6	0.1	NM_003036	Ski oncogene (C-ski). [Source:Uniprot/SWISSPROT;Acc:P12755]
		-0.06	-0.6	0.1	NM_024059	-
		-0.1	-0.6	-0.32	XM_496290	-
		-0.22	-0.6	0.71		TPR repeat containing protein
ADM	ADM	-0.38	-0.6	-0.49	NM_001124	ADM precursor [Contains: Adrenomedullin (AM); Proadrenomedullin N-20 terminal peptide (ProAM-N20) (ProAM N-terminal 20 peptide) (PAMP)]. [Source:Uniprot/SWISSPROT;Acc:P35318]
		0	-0.6	0.1		35 kDa protein [Source:IPI;Acc:IPI00332981]
		0.01	-0.6	0.1	NM_058168	gene differentially expressed in prostate [Source:RefSeq_peptide;Acc:NP_477516]
FYB	FYB	0.17	-0.6	-0.27	NM_199335,NM_001465	FYN-binding protein (FYN-T-binding protein) (FYB-120/130) (p120/p130) (SLP-76 associated phosphoprotein) (SLAP-130). [Source:Uniprot/SWISSPROT;Acc:O15117]
OPCML	OPCML	-0.2	-0.6	0.3	NM_002545	Opioid binding protein/cell adhesion molecule precursor (OBCAM) (Opioid-binding cell adhesion molecule) (OPCML). [Source:Uniprot/SWISSPROT;Acc:Q14982]
		-0.11	-0.6	-0.24		75 kDa protein [Source:IPI;Acc:IPI00477323]
		-0.17	-0.6	0.21		Hypothetical protein
	ZSrfp	-0.31	-0.6	-0.38		Zoanthus sp. SAL-2001 red fluorescent protein
FKBP11	FKBP11	-0.17	-0.6	-0.32	NM_016594	FK506 binding protein 11 precursor (EC 5.2.1.8) (Peptidyl-prolyl cis- trans isomerase) (PPIase) (Rotamase) (19 kDa FK506-binding protein) (FKBP-19) (UNQ336/PRO535). [Source:Uniprot/SWISSPROT;Acc:Q9NYL4]
SSH3	SSH3	-0.02	-0.6	1.82	NM_018276,NM_017857	slingshot homolog 3 [Source:RefSeq_peptide;Acc:NP_060746]
IL36B	IL1F8	-0.11	-0.6	0.06	NM_014438,NM_173178	Interleukin 1 family member 8 (IL-1F8) (Interleukin-1 eta) (IL-1 eta) (FIL1 eta) (Interleukin-1 homolog 2) (IL-1H2). [Source:Uniprot/SWISSPROT;Acc:Q9NZH7]
	O52L2_HUMAN	-0.32	-0.6	-0.19		Olfactory receptor 52L2. [Source:Uniprot/SWISSPROT;Acc:Q8NGH6]
SOCS4	SOCS4	-0.03	-0.6	-0.25	NM_199421,NM_080867	Suppressor of cytokine signaling 4 (Suppressor of cytokine signaling 7) (SOCS-7). [Source:Uniprot/SWISSPROT;Acc:Q8WXH5]
		0.59	-0.6	-0.09	NM_006295	-
		0.51	-0.6	0.12	XM_376684,XM_379940	-
		0.14	-0.6	-0.44	XM_371026	-
SLC10A3	SLC10A3	0.66	-0.6	-0.05	NM_019848	P3 protein. [Source:Uniprot/SWISSPROT;Acc:P09131]
	U3045_HUMAN	0.57	-0.6	0.9	NM_207409	Protein UNQ3045/PRO9861 precursor. [Source:Uniprot/SWISSPROT;Acc:Q6UWE3]
		-0.41	-0.6	0.25	XM_376160	17 kDa protein [Source:IPI;Acc:IPI00413839]
		0	-0.6	0.45		9 kDa protein [Source:IPI;Acc:IPI00514288]
		0.18	-0.6	0.13		Non-protein coding transcript
		0.96	-0.6	-0.39		Hypothetical protein
LINGO1	LRRN6A	0.28	-0.6	0.2	NM_032808	leucine-rich repeat neuronal 6A [Source:RefSeq_peptide;Acc:NP_116197]
	BNIPL_HUMAN	1.89	-0.6	0.14	NM_138279	Bcl-2/adenovirus E1B 19 kDa interacting protein 2 like protein. [Source:Uniprot/SWISSPROT;Acc:Q7Z465]
	Q9Y4M2_HUMAN	0.89	-0.6	-0.36		-
AVPR1B	AVPR1B	1.06	-0.6	-0.3	NM_000707	Vasopressin V1b receptor (V1bR) (AVPR V1b) (Vasopressin V3 receptor) (AVPR V3) (Antidiuretic hormone receptor 1b). [Source:Uniprot/SWISSPROT;Acc:P47901]
		-0.26	-0.6	0.49	XM_376386	PREDICTED: similar to DNA segment, Chr 13, Brigham & Womens Genetics 1146 expressed [Source:RefSeq_peptide;Acc:XP_376386]
		0.28	-0.6	-0.43	NM_001010909	-
CTSS	CTSS	-0.36	-0.6	1.25	NM_004079	Cathepsin S precursor (EC 3.4.22.27). [Source:Uniprot/SWISSPROT;Acc:P25774]
	Q8N9G5_HUMAN	-0.41	-0.6	-0.47		-
	TSAR1_HUMAN	0.22	-0.6	-0.46	NM_139073	Testis spermatocyte apoptosis-related gene 1 protein (Testis and spermatogenesis cell related protein 1). [Source:Uniprot/SWISSPROT;Acc:Q8NHX4]
		0.37	-0.6	0.68		Hypothetical protein
ESR1	ESR1	1.01	-0.6	-0.26	NM_000125	Estrogen receptor (ER) (Estradiol receptor) (ER-alpha). [Source:Uniprot/SWISSPROT;Acc:P03372]
RORB	RORB	0.08	-0.6	-0.46	NM_006914	Nuclear receptor ROR-beta (Nuclear receptor RZR-beta). [Source:Uniprot/SWISSPROT;Acc:Q92753]
	UBQL2_HUMAN	-0.42	-0.6	-0.47	NM_013444	Ubiquilin 2 (Protein linking IAP with cytoskeleton-2) (PLIC-2) (hPLIC- 2) (Ubiquitin-like product Chap1/Dsk2) (DSK2 homolog) (Chap1) (HRIHFB2157). [Source:Uniprot/SWISSPROT;Acc:Q9UHD9]
AKD1	C6orf199	-0.09	-0.6	-0.01	NM_145025	-
		-0.23	-0.6	0.02	NM_207315	-
		0.15	-0.6	-0.47	NM_019003	-
		-0.21	-0.6	-0.25	NM_181705	-
		-0.42	-0.6	-0.45	XM_499124	-
		-0.24	-0.59	-0.26	XM_498454,XM_499583	PREDICTED: hypothetical protein XP_499583 [Source:RefSeq_peptide;Acc:XP_499583]
		-0.28	-0.59	-0.39		43 kDa protein [Source:IPI;Acc:IPI00411477]
		-0.29	-0.59	-0.09		38 kDa protein [Source:IPI;Acc:IPI00477286]
BCL2L10	BCL2L10	-0.44	-0.59	0.49	NM_020396	Apoptosis regulator Bcl-B (Bcl-2-like 10 protein) (Anti-apoptotic protein NrH). [Source:Uniprot/SWISSPROT;Acc:Q9HD36]
BCAP29	BCAP29	0.04	-0.59	-0.02	NM_018844,NM_001008405	B-cell receptor-associated protein 29 (BCR-associated protein Bap29). [Source:Uniprot/SWISSPROT;Acc:Q9UHQ4]
SLCO1A2	SLCO1A2	-0.05	-0.59	0.15	NM_005075,NM_021094,NM_134431	Solute carrier organic anion transporter family, member 1A2 (Solute carrier family 21, member 3) (Sodium-independent organic anion transporter) (Organic anion transporting polypeptide 1) (OATP1) (OATP- A). [Source:Uniprot/SWISSPROT;Acc:P46721]
GNB1L	GNB1L	0.45	-0.59	0.24	NM_024627	Guanine nucleotide-binding protein beta subunit-like protein 1 (G protein beta-subunit like protein 1) (WD40 repeat containing protein deleted in VCFS) (WDVCF protein) (FKSG1 protein) (DGCRK3). [Source:Uniprot/SWISSPROT;Acc:Q9BYB4]
LECT1	LECT1	-0.32	-0.59	0.3	NM_007015	Chondromodulin-I precursor (ChM-I) (Leukocyte cell-derived chemotaxin 1) [Contains: Chondrosurfactant protein (CH-SP)]. [Source:Uniprot/SWISSPROT;Acc:O75829]
		-0.02	-0.59	0.05	XM_371759	-
		-0.11	-0.59	0.38	NM_206827	RAS-like, family 11, member A [Source:RefSeq_peptide;Acc:NP_996563]
	Q9P138_HUMAN	-0.24	-0.59	0.6		-
		0.27	-0.59	0.72	NM_001004339	-
		0.14	-0.59	0.37		Non-protein coding transcript
CHRM2	CHRM2	0.55	-0.59	-0.42	NM_001006631,NM_001006627,NM_001006629,NM_001006626,NM_001006630,NM_001006628,NM_000739,NM_001006632	Muscarinic acetylcholine receptor M2. [Source:Uniprot/SWISSPROT;Acc:P08172]
SH3TC2	SH3TC2	0.8	-0.59	0.17	NM_024577	SH3 domain and tetratricopeptide repeats containing protein 2 (PP12494). [Source:Uniprot/SWISSPROT;Acc:Q8TF17]
RAPGEF5	RAPGEF5	0.04	-0.59	0.16	NM_012294	Rap guanine nucleotide exchange factor 5 (Guanine nucleotide exchange factor for Rap1) (Related to Epac) (Repac) (M-Ras-regulated Rap GEF) (MR-GEF). [Source:Uniprot/SWISSPROT;Acc:Q92565]
		-0.15	-0.59	4.05	XM_376207	-
		0.23	-0.59	-0.14	XM_498508	-
		1.33	-0.59	0.41	NM_203402	similar to CG10671-like [Source:RefSeq_peptide;Acc:NP_981947]
	Q8TBB3_HUMAN	0	-0.59	1.53		-
		0.38	-0.59	-0.05	NM_182586	-
PDE6A	PDE6A	-0.19	-0.59	0.01	NM_000440	Rod cGMP-specific 3,5-cyclic phosphodiesterase alpha-subunit (EC 3.1.4.17) (GMP-PDE alpha) (PDE V-B1). [Source:Uniprot/SWISSPROT;Acc:P16499]
		0.06	-0.59	-0.03	XM_294249,XM_374600	111 kDa protein [Source:IPI;Acc:IPI00477287]
		0.3	-0.59	-0.47	NM_194294	-
ANKFY1	ANKFY1	-0.27	-0.59	0.55	NM_016376	Ankyrin repeat and FYVE domain protein 1 (Ankyrin repeats hooked to a zinc finger motif). [Source:Uniprot/SWISSPROT;Acc:Q9P2R3]
		-0.2	-0.59	0.3	NM_020765	retinoblastoma-associated factor 600 [Source:RefSeq_peptide;Acc:NP_065816]
		0.33	-0.59	-0.07	XM_498573	-
TNFSF8	TNFSF8	0.41	-0.59	-0.43	NM_001244	Tumor necrosis factor ligand superfamily member 8 (CD30 ligand) (CD30- L) (CD153 antigen). [Source:Uniprot/SWISSPROT;Acc:P32971]
LHX9	LHX9	0.31	-0.59	0.71	NM_020204	LIM/homeobox protein Lhx9. [Source:Uniprot/SWISSPROT;Acc:Q9NQ69]
SPATA13	SPATA13	0.56	-0.59	-0.07		-
TRPM2	TRPM2	0.34	-0.59	0.21	NM_003307,NM_001001188	Transient receptor potential cation channel subfamily M member 2 (Long transient receptor potential channel 2) (LTrpC2) (Transient receptor potential channel 7) (TrpC7). [Source:Uniprot/SWISSPROT;Acc:O94759]
		0.96	-0.59	-0.5		Hypothetical protein
		1.12	-0.59	0.05	NM_138358	-
SLC1A5	SLC1A5	0.32	-0.59	-0.45	NM_005628	Neutral amino acid transporter B(0) (ATB(0)) (Sodium-dependent neutral amino acid transporter type 2) (RD114/simian type D retrovirus receptor) (Baboon M7 virus receptor). [Source:Uniprot/SWISSPROT;Acc:Q15758]
	KRTAP45	-0.34	-0.59	-0.1	NM_033188,NM_031854	Keratin-associated protein 4-5 (Keratin-associated protein 4.5) (Ultrahigh sulfur keratin-associated protein 4.5). [Source:Uniprot/SWISSPROT;Acc:Q9BYR2]
		-0.06	-0.59	0.35		-
LIMS3	LIMS3	-0.05	-0.59	-0.39	NM_033514	LIM and senescent cell antigen-like domains 3 [Source:RefSeq_peptide;Acc:NP_277049]
		0.05	-0.59	-0.03	XM_497521	-
		0.07	-0.59	-0.21		Non-protein coding transcript
		0.06	-0.59	-0.41	NM_152320	-
		0.09	-0.59	-0.31	XM_495888	PREDICTED: similar to hypothetical protein [Source:RefSeq_peptide;Acc:XP_495888]
ZNF442	ZNF442	0.53	-0.59	-0.03	NM_030824	Zinc finger protein 442. [Source:Uniprot/SWISSPROT;Acc:Q9H7R0]
		0.29	-0.59	0.54	NM_194324	-
		0.42	-0.59	0.94	NM_032592	1-aminocyclopropane-1-carboxylate synthase [Source:RefSeq_peptide;Acc:NP_115981]
SLC43A3	SLC43A3	0.43	-0.59	-0.39	NM_014096,NM_017611,NM_199329	solute carrier family 43, member 3 [Source:RefSeq_peptide;Acc:NP_054815]
		0.43	-0.59	-0.39		51 kDa protein [Source:IPI;Acc:IPI00477453]
		1.39	-0.59	-0.37	NM_181620	keratin associated protein 22-1 [Source:RefSeq_peptide;Acc:NP_853651]
CATR1	CATR1	1.24	-0.59	0.01		CATR tumorigenic conversion 1 protein (CATR1.3). [Source:Uniprot/SWISSPROT;Acc:Q13166]
ASPA	ASPA	-0.35	-0.58	0.37	NM_000049	Aspartoacylase (EC 3.5.1.15) (Aminoacylase-2) (ACY-2). [Source:Uniprot/SWISSPROT;Acc:P45381]
		0.14	-0.58	0.17	XM_498601	-
ZNF286A	ZNF286	-0.37	-0.58	-0.14		Zinc finger protein 286. [Source:Uniprot/SWISSPROT;Acc:Q9HBT8]
		-0.09	-0.58	-0.48		-
		0.55	-0.58	-0.1		Hypothetical protein
		-0.04	-0.58	-0.14		Hypothetical protein
		1.01	-0.58	1.34		Hypothetical protein
		1.54	-0.58	1.08		Conserved hypothetical protein
PCDHB18	PCDHB18	0.35	-0.58	0.21	NR_001281	protocadherin beta 18 pseudogene (PCDHB18) on chromosome 5 [Source:RefSeq_dna;Acc:NR_001281]
		0.17	-0.58	0.44	NM_058173	small breast epithelial mucin [Source:RefSeq_peptide;Acc:NP_477521]
HNRNPR	HNRPR	0.01	-0.58	-0.45	NM_005826	Heterogeneous nuclear ribonucleoprotein R (hnRNP R). [Source:Uniprot/SWISSPROT;Acc:O43390]
MCOLN2	MCOLN2	0	-0.58	0.4	NM_153259	Mucolipin-2. [Source:Uniprot/SWISSPROT;Acc:Q8IZK6]
		-0.47	-0.58	0.27		Hypothetical protein
AMBP	AMBP	0.42	-0.58	-0.34	NM_001633	AMBP protein precursor [Contains: Alpha-1-microglobulin (Protein HC) (Complex-forming glycoprotein heterogeneous in charge) (Alpha-1 microglycoprotein); Inter-alpha-trypsin inhibitor light chain (ITI-LC) (Bikunin) (HI-30)]. [Source:Uniprot/SWISSPROT;Acc:P
OR4N2	OR4N2	0.65	-0.58	0.57	NM_001004723	Olfactory receptor 4N2. [Source:Uniprot/SWISSPROT;Acc:Q8NGD1]
	Q7Z470_HUMAN	0.69	-0.58	-0.03	NM_194285	-
		0.27	-0.58	-0.17	XM_497981	28 kDa protein [Source:IPI;Acc:IPI00412379]
		-0.1	-0.58	-0.05	NM_000506	-
		-0.14	-0.58	0.67		Non-protein coding transcript
ADD2	ADD2	0.21	-0.58	1.39	NM_017488,NM_001617,NM_017486,NM_017483,NM_017485	Beta adducin (Erythrocyte adducin beta subunit). [Source:Uniprot/SWISSPROT;Acc:P35612]
LAT2	WBSCR5	-0.19	-0.58	-0.15	NM_032463,NM_022040,NM_014146,NM_032464	WBSCR5 protein isoform 1 [Source:RefSeq_peptide;Acc:NP_071323]
		0.07	-0.58	-0.1	NM_032435	mixed lineage kinase 4 [Source:RefSeq_peptide;Acc:NP_115811]
		-0.03	-0.58	-0.3	NM_001004736	-
MX2	MX2	0.37	-0.58	0.73	NM_002463	Interferon-regulated resistance GTP-binding protein MxB (p78-related protein). [Source:Uniprot/SWISSPROT;Acc:P20592]
		-0.12	-0.58	0.12	XM_498042	-
		-0.13	-0.58	0.18		Hypothetical protein
CTDP1	CTDP1	-0.27	-0.58	-0.26	NM_004715,NM_048368	RNA polymerase II subunit A C-terminal domain phosphatase (EC 3.1.3.16) (TFIIF-associating CTD phosphatase). [Source:Uniprot/SWISSPROT;Acc:Q9Y5B0]
KDM6A	UTX	-0.04	-0.58	0.74	NM_021140	Ubiquitously transcribed X chromosome tetratricopeptide repeat protein (Ubiquitously transcribed TPR protein on the X chromosome). [Source:Uniprot/SWISSPROT;Acc:O15550]
		0.74	-0.58	0.04		Hypothetical protein
