Probe Set ID	Gene Title	Gene Symbol	Chromosomal Location	FFPE FD	FFPE p value	FF FD	FF p value
200803_s_at	testis enhanced gene transcript (BAX inhibitor 1)	TEGT	chr12q12-q13	-2.62988552041014	0.000656629	-1.50003898928582	0.116481921
200804_at	testis enhanced gene transcript (BAX inhibitor 1)	TEGT	chr12q12-q13	-2.42838976879009	0.002090121	-1.58556827322057	0.023724238
200905_x_at	major histocompatibility complex, class I, E	HLA-E	chr6p21.3	-3.83705647730106	0.002806979	-1.8276629004588	0.091066381
200916_at	transgelin 2	TAGLN2	chr1q21-q25	-2.51402674904366	0.000453434	-1.51047258556283	0.096564234
200954_at	ATPase, H+ transporting, lysosomal 16kDa, V0 subunit c	ATP6V0C	chr16p13.3	-2.12137548273643	0.000478706	-1.24833054890161	0.105096276
200974_at	actin, alpha 2, smooth muscle, aorta	ACTA2	chr10q23.3	-6.49801917084989	3.76311E-05	-1.97931331283041	0.177108677
200980_s_at	pyruvate dehydrogenase (lipoamide) alpha 1	PDHA1	chrXp22.2-p22.1	-2.22684323645737	0.005531834	-1.31039340385836	0.193842545
200985_s_at	CD59 molecule, complement regulatory protein	CD59	chr11p13	-2.33755449712249	0.000330849	-2.14354692507259	0.016263229
201009_s_at	thioredoxin interacting protein	TXNIP	chr1q21.1	-3.48220225318449	0.000748884	-2.62988552041014	0.031387837
201010_s_at	thioredoxin interacting protein	TXNIP	chr1q21.1	-2.5227548176625	0.001131398	-2.05622765331213	0.058014662
201015_s_at	junction plakoglobin	JUP	chr17q21	-2.30537269359773	9.23303E-05	-1.12116607802851	0.08832891
201021_s_at	destrin (actin depolymerizing factor)	DSTN	chr20p12.1	-2.42838976879009	0.000139291	-2.03495938420537	0.012483264
201058_s_at	myosin, light chain 9, regulatory	MYL9	chr20q11.23	-6.70389707734359	0.000960515	-2.54030196507758	0.076884575
201141_at	glycoprotein (transmembrane) nmb	GPNMB	chr7p15	-3.07375036257602	0.001627348	-2.62988552041014	0.279438304
201147_s_at	TIMP metallopeptidase inhibitor 3 (Sorsby fundus dystrophy, pseudoinflammatory)	TIMP3	chr22q12.1-q13.2|22q12.3	-4.85677953758018	0.000144504	-2.15098878091476	0.052435751
201148_s_at	TIMP metallopeptidase inhibitor 3 (Sorsby fundus dystrophy, pseudoinflammatory)	TIMP3	chr22q12.1-q13.2|22q12.3	-3.116658318642	0.000278946	-1.91189063518748	0.021720437
201149_s_at	TIMP metallopeptidase inhibitor 3 (Sorsby fundus dystrophy, pseudoinflammatory)	TIMP3	chr22q12.1-q13.2|22q12.3	-3.87715926774026	4.80459E-05	-2.32140782876744	0.013609687
201156_s_at	RAB5C, member RAS oncogene family	RAB5C	chr17q21.2	-2.21146130664054	0.000421091	-1.41912335620038	0.045595934
201163_s_at	insulin-like growth factor binding protein 7	IGFBP7	chr4q12	-2.18101546533052	0.008984022	-2.25792880961226	0.179271226
201169_s_at	basic helix-loop-helix domain containing, class B, 2	BHLHB2	chr3p26	-4.01388699403801	4.39329E-05	-2.91804068848035	0.018231726
201170_s_at	basic helix-loop-helix domain containing, class B, 2	BHLHB2	chr3p26	-2.86791049603165	0.007264331	-5.31474325638605	0.019897013
201171_at	ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1	ATP6V0E1	chr5q35.2	-2.59367910930202	0.001829251	-1.71713087287551	0.091832611
201172_x_at	ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1	ATP6V0E1	chr5q35.2	-2.49666109780322	0.000119518	-1.77768536233314	0.010488435
201185_at	HtrA serine peptidase 1	HTRA1	chr10q26.3	-2.02090289297353	3.02798E-05	-1.03526492384138	0.227798826
201204_s_at	ribosome binding protein 1 homolog 180kDa (dog)	RRBP1	chr20p12	-2.01391110011344	0.002872624	-1.26137740883125	0.290777895
201212_at	legumain	LGMN	chr14q32.1	-2.42838976879009	0.003736676	-2.20381023175322	0.016411262
201261_x_at	biglycan	BGN	chrXq28	-4.3319001821037	0.005078847	-2.1361308160957	0.287572994
201262_s_at	biglycan	BGN	chrXq28	-3.16016524745351	0.000909013	-1.67017583885674	0.110827521
201288_at	Rho GDP dissociation inhibitor (GDI) beta	ARHGDIB	chr12p12.3	-2.80888975147599	0.001422895	-1.85317612378074	0.056854773
201301_s_at	annexin A4	ANXA4	chr2p13	-2.43682052735038	0.005839197	-4.8065441981074	0.024051202
201452_at	Ras homolog enriched in brain	RHEB	chr7q36	-2.09943336724613	0.006936015	-1.01395947979003	0.943019456
201494_at	prolylcarboxypeptidase (angiotensinase C)	PRCP	chr11q14	-2.22684323645737	0.005378967	-2.09216987958506	0.0361517
201495_x_at	myosin, heavy chain 11, smooth muscle	MYH11	chr16p13.11	-2.04202425141439	0.000806481	-1.31950791077289	0.10034619
201502_s_at	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	NFKBIA	chr14q13	-3.00007797857164	0.000339164	-2.12874036490672	0.018407161
201557_at	vesicle-associated membrane protein 2 (synaptobrevin 2)	VAMP2	chr17p13.1	-2.04202425141439	0.000246161	-1.52097875324101	0.014403266
201605_x_at	calponin 2	CNN2	chr19p13.3	-2.61171957417784	0.00092244	-1.41912335620038	0.215946664
201615_x_at	caldesmon 1	CALD1	chr7q33	-3.97236998174814	0.000241134	-2.32946717293691	0.043143712
201616_s_at	caldesmon 1	CALD1	chr7q33	-3.6807506024995	2.31221E-05	-2.05622765331213	0.022816346
201617_x_at	caldesmon 1	CALD1	chr7q33	-2.58470566127498	0.005891543	-1.87904549842802	0.100647971
201631_s_at	immediate early response 3	IER3	chr6p21.3	-4.99332219560645	7.17346E-06	-2.1361308160957	0.0330969
201650_at	keratin 19	KRT19	chr17q21.2	-2.20381023175322	0.009531844	-3.91768119034771	0.012725872
201693_s_at	early growth response 1	EGR1	chr5q31.1	-5.97939699453975	2.97126E-05	-2.50532887724825	0.021754356
201694_s_at	early growth response 1	EGR1	chr5q31.1	-5.67649342480153	9.77491E-05	-1.74714579183339	0.129587628
201716_at	sorting nexin 1	SNX1	chr15q22.31	-3.0314331330208	0.000795551	-1.16877724856125	0.258716099
201792_at	AE binding protein 1	AEBP1	chr7p13	-5.48313121991881	0.000667667	-2.50532887724826	0.09670186
201858_s_at	serglycin	SRGN	chr10q22.1	-6.19025997416956	0.009614178	-1.79005014185594	0.32028292
201859_at	serglycin	SRGN	chr10q22.1	-4.06991876841075	0.002063934	-1.27456062731926	0.465614359
201891_s_at	beta-2-microglobulin	B2M	chr15q21-q22.2	-2.84810039119414	0.0001456	-1.21841026367519	0.24296736
201998_at	ST6 beta-galactosamide alpha-2,6-sialyltranferase 1	ST6GAL1	chr3q27-q28	-3.42238010273041	1.44425E-05	-1.71713087287551	0.010340457
202007_at	nidogen 1	NID1	chr1q43	-2.76063470679326	0.00615529	-1.38510946811093	0.324938342
202021_x_at	eukaryotic translation initiation factor 1	EIF1	chr17q21.2	-2.0491136460656	0.001808115	-1.14472416059868	0.864121361
202036_s_at	secreted frizzled-related protein 1	SFRP1	chr8p12-p11.1	-5.16941132254997	0.001461971	-2.22684323645737	0.256858134
202037_s_at	secreted frizzled-related protein 1	SFRP1	chr8p12-p11.1	-5.79576861821952	0.003412837	-2.6665973541824	0.135824317
202075_s_at	phospholipid transfer protein	PLTP	chr20q12-q13.1	-2.78948733270081	0.003379475	-2.78948733270081	0.036604721
202081_at	immediate early response 2	IER2	chr19p13.13	-3.54307007640944	0.000207249	-1.44894215455488	0.026425963
202083_s_at	SEC14-like 1 (S. cerevisiae)	SEC14L1	chr17q25.1-q25.2	-2.29739670999407	0.000430291	-1.12505848468881	0.434646713
202134_s_at	WW domain containing transcription regulator 1	WWTR1	chr3q23-q24	-2.32140782876744	0.000364148	-1.97931331283042	0.022095861
202196_s_at	dickkopf homolog 3 (Xenopus laevis)	DKK3	chr11p15.2	-2.18858740252148	0.007180373	-2.22684323645737	0.104777108
202237_at	nicotinamide N-methyltransferase	NNMT	chr11q23.1	-6.52057865922101	0.00256968	-1.6993699982773	0.562858628
202291_s_at	matrix Gla protein	MGP	chr12p13.1-p12.3	-7.94473996349629	2.59035E-06	-1.45397251732031	0.603320296
202296_s_at	RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae)	RER1	chr1pter-q24	-2.11403608112276	3.81763E-05	-1.46408569594562	0.017661845
202300_at	hepatitis B virus x interacting protein	HBXIP	chr1p13.3	-2.17346972505212	0.009262837	-1.16070391438372	0.114170683
202388_at	regulator of G-protein signaling 2, 24kDa	RGS2	chr1q31	-3.50642288526414	0.000160705	-1.54756499354239	0.17179494
202459_s_at	lipin 2	LPIN2	chr18p11.31	-2.02791895958006	0.000221504	-1.61328351844425	0.048148439
202464_s_at	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	PFKFB3	chr10p14-p15	-3.74508898973797	0.002118799	-2.9485384345822	0.188589449
202497_x_at	solute carrier family 2 (facilitated glucose transporter), member 3	SLC2A3	chr12p13.3	-3.116658318642	0.009467863	-1.76540599258131	0.996481604
202499_s_at	solute carrier family 2 (facilitated glucose transporter), member 3	SLC2A3	chr12p13.3	-5.24157361543345	0.000745594	-1.64718203453515	0.605790565
202628_s_at	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1	SERPINE1	chr7q21.3-q22	-3.54307007640944	0.005661322	-2.90794503464062	0.075234624
202637_s_at	intercellular adhesion molecule 1 (CD54), human rhinovirus receptor	ICAM1	chr19p13.3-p13.2	-3.12747857251437	0.006355906	-3.10587550000416	0.063021153
202671_s_at	pyridoxal (pyridoxine, vitamin B6) kinase	PDXK	chr21q22.3	-2.56685179512581	0.006808368	-1.06068774136822	0.685249303
202687_s_at	tumor necrosis factor (ligand) superfamily, member 10	TNFSF10	chr3q26	-6.47553773237927	7.23167E-05	-2.69446715373138	0.010215958
202688_at	tumor necrosis factor (ligand) superfamily, member 10	TNFSF10	chr3q26	-4.57889664239474	0.003701208	-2.9690471412581	0.032711599
202748_at	guanylate binding protein 2, interferon-inducible	GBP2	chr1p22.2	-4.48466431211403	0.006210316	-1.17283494923188	1
202768_at	FBJ murine osteosarcoma viral oncogene homolog B	FOSB	chr19q13.32	-9.44794129143624	0.000148761	-3.850377772407	0.011992689
202796_at	synaptopodin	SYNPO	chr5q33.1	-4.62675273562115	2.45649E-05	-3.2602893296105	0.010660848
202878_s_at	CD93 molecule	CD93	chr20p11.21	-2.31337636781058	0.002260733	-1.87904549842802	0.111970675
202912_at	adrenomedullin	ADM	chr11p15.4	-4.5630548634737	0.002383627	-3.02094517112565	0.119957425
202921_s_at	ankyrin 2, neuronal	ANK2	chr4q25-q27	-2.87786716002164	0.009756613	-2.30537269359773	0.027156565
202957_at	hematopoietic cell-specific Lyn substrate 1	HCLS1	chr3q13	-4.16986304336448	0.007121243	-2.72262823299895	0.105961017
203009_at	basal cell adhesion molecule (Lutheran blood group)	BCAM	chr19q13.2	-2	0.000393357	-1.23970769993899	0.019452019
203083_at	thrombospondin 2	THBS2	chr6q27	-4.65893434587383	0.001187095	-1.87904549842802	0.385565431
203131_at	platelet-derived growth factor receptor, alpha polypeptide	PDGFRA	chr4q11-q13	-7.70075554481401	0.000361695	-5.27803164309158	0.012729718
203242_s_at	PDZ and LIM domain 5	PDLIM5	chr4q22	-2.54912125463853	0.00586078	-2.73208051350879	0.019395367
203254_s_at	talin 1	TLN1	chr9p13	-2.41161565538152	0.003064806	-1.3995858655952	0.545854323
203323_at	caveolin 2	CAV2	chr7q31.1	-2.41161565538152	0.008941722	-2.07052984768275	0.107572579
203381_s_at	apolipoprotein E	APOE	chr19q13.2	-2.48802330659694	0.005802076	-1.6993699982773	0.016346077
203386_at	TBC1 domain family, member 4	TBC1D4	chr13q22.2	-2.5227548176625	0.001029475	-2.70382166605625	0.019753313
203424_s_at	insulin-like growth factor binding protein 5	IGFBP5	chr2q33-q36	-4.64281565753488	0.000131926	-1.58008262372675	0.101034348
203425_s_at	insulin-like growth factor binding protein 5	IGFBP5	chr2q33-q36	-4.28709385014517	0.000568856	-1.79626474576787	0.130836719
203426_s_at	insulin-like growth factor binding protein 5	IGFBP5	chr2q33-q36	-3.931282394181	0.000464717	-1.641483217621	0.121541371
203477_at	collagen, type XV, alpha 1	COL15A1	chr9q21-q22	-4.3319001821037	0.000229094	-2.33755449712249	0.14896325
203528_at	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D	SEMA4D	chr9q22-q31	-2.07052984768275	0.004323568	-1.94530989482457	0.014948461
203632_s_at	G protein-coupled receptor, family C, group 5, member B	GPRC5B	chr16p12	-2.64817782079079	0.004489686	-1.74714579183339	0.075905908
203634_s_at	carnitine palmitoyltransferase 1A (liver)	CPT1A	chr11q13.1-q13.2	-2.38667148606344	0.007761756	-2.41161565538152	0.024393476
203698_s_at	frizzled-related protein	FRZB	chr2qter	-3.54307007640944	0.000719366	-1.36131411649947	0.217937128
203725_at	growth arrest and DNA-damage-inducible, alpha	GADD45A	chr1p31.2-p31.1	-3.89061978964914	0.006298158	-2.32140782876744	0.128229121
203841_x_at	microtubule-associated protein, RP/EB family, member 3	MAPRE3	chr2p23.3-p23.1	-2	0.007214977	-1.09429370126074	0.307674631
203911_at	RAP1 GTPase activating protein	RAP1GAP	chr1p36.1-p35	-7.70075554481401	0.002242355	-2.77021893622185	0.011539498
203946_s_at	arginase, type II	ARG2	chr14q24.1-q24.3	-3.44618463884807	0.007181995	-2.30537269359773	0.042203976
204070_at	retinoic acid receptor responder (tazarotene induced) 3	RARRES3	chr11q23	-2.92817139189125	0.002916277	-2	0.01949209
204135_at	filamin A interacting protein 1-like	FILIP1L	chr3q12.1	-2.18101546533052	0.006659734	-2.9690471412581	0.011929898
204304_s_at	prominin 1	PROM1	chr4p15.32	-2.74156560995941	0.001307105	-2.68514500556053	0.079615171
204498_s_at	adenylate cyclase 9	ADCY9	chr16p13.3	-2.5227548176625	0.000302693	-1.31950791077289	0.144177991
204575_s_at	matrix metallopeptidase 19 /// similar to Matrix metalloproteinase-19 precursor (MMP-19) (Matrix metalloproteinase RASI) (MMP-18)	LOC732415 /// MMP19	chr12q14	-4.31691294601771	0.002905615	-1.38510946811092	0.391737835
204579_at	fibroblast growth factor receptor 4	FGFR4	chr5q35.1-qter	-2.21146130664054	0.002003982	-1.19747870461893	0.490961023
204627_s_at	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	ITGB3	chr17q21.32	-18.0634304768981	8.72205E-05	-6.19025997416956	0.037849432
204670_x_at	major histocompatibility complex, class II, DR beta 1 /// hypothetical protein LOC730415	HLA-DRB1 /// LOC730415	chr6p21.3	-5.46416102701758	0.000163818	-2.49666109780322	0.027224489
204740_at	connector enhancer of kinase suppressor of Ras 1	CNKSR1	chr1p36.11	-2.03495938420537	0.000166416	-1.26575659397028	0.232926357
204863_s_at	interleukin 6 signal transducer (gp130, oncostatin M receptor)	IL6ST	chr5q11	-3.18214593501967	0.000270159	-3.05251841792112	0.019063131
204908_s_at	B-cell CLL/lymphoma 3	BCL3	chr19q13.1-q13.2	-3.04195750648202	0.000534082	-1.50524674741107	0.156439143
205095_s_at	ATPase, H+ transporting, lysosomal V0 subunit a1	ATP6V0A1	chr17q21	-2.17346972505212	0.006465926	-1.61328351844425	0.025193658
205193_at	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)	MAFF	chr22q13.1	-2.93833726655662	0.000217084	-1.37554181813974	0.123794234
205266_at	leukemia inhibitory factor (cholinergic differentiation factor)	LIF	chr22q12.2	-2.63901582154579	9.88303E-05	-1.30585978708892	0.162154201
205434_s_at	AP2 associated kinase 1	AAK1	chr2p14	-2.12874036490672	0.001581274	-1.63014466480525	0.024857475
205528_s_at	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)	RUNX1T1	chr8q22	-7.67411295460211	0.000156342	-2.55797116255486	0.129052958
205547_s_at	transgelin	TAGLN	chr11q23.2	-6.91629785046292	0.001810967	-2.85798827948219	0.233992772
205729_at	oncostatin M receptor	OSMR	chr5p13.1	-5.31474325638604	0.000426041	-2.90794503464062	0.101292695
205730_s_at	actin binding LIM protein family, member 3	ABLIM3	chr5q33.1	-2.64817782079079	0.004457575	-1.13681697323601	0.639223616
205807_s_at	tuftelin 1	TUFT1	chr1q21	-3.27160823423112	0.009791523	-1.72907446261573	0.123363755
205960_at	pyruvate dehydrogenase kinase, isozyme 4	PDK4	chr7q21.3	-3.116658318642	0.000347328	-2.18858740252148	0.037090596
206028_s_at	c-mer proto-oncogene tyrosine kinase	MERTK	chr2q14.1	-2.09943336724613	0.003157951	-1.91189063518748	0.03009413
206093_x_at	tenascin XB	TNXB	chr6p21.3	-2.6665973541824	0.0018826	-1.5157165665104	0.134829224
206116_s_at	tropomyosin 1 (alpha)	TPM1	chr15q22.1	-3.12747857251438	0.002360214	-1.24401165329847	0.862904529
206284_x_at	clathrin, light chain (Lcb)	CLTB	chr4q2-q3|5q35	-2.16595009105185	0.004187058	-1.01395947979003	0.425872061
206331_at	calcitonin receptor-like	CALCRL	chr2q32.1	-2.12137548273643	0.003784007	-2.60268371088387	0.020392695
206371_at	folate receptor 3 (gamma)	FOLR3	chr11q13	-2.95877501849768	0.006951346	-1.71713087287551	0.060234279
206440_at	lin-7 homolog A (C. elegans)	LIN7A	chr12q21	-4.40762046350644	0.000515466	-1.79626474576787	0.212238482
206453_s_at	NDRG family member 2	NDRG2	chr14q11.2	-2.67585510957222	0.000273771	-1.48452357062905	0.079582196
206595_at	cystatin E/M	CST6	chr11q13	-2.32140782876744	0.000551252	-1.01395947979003	0.864824917
206681_x_at	glycoprotein 2 (zymogen granule membrane)	GP2	chr16p12	-2.07771820659533	0.007360157	-1.23970769993899	0.216548123
206701_x_at	endothelin receptor type B	EDNRB	chr13q22	-2.46228882668983	0.002872344	-2.47941539987797	0.010156796
206995_x_at	scavenger receptor class F, member 1	SCARF1	chr17p13.3	-2.30537269359773	0.006573309	-2.09943336724613	0.013601121
207518_at	diacylglycerol kinase, epsilon 64kDa	DGKE	chr17q22	-2.28152743173685	0.002948913	-1.26137740883125	0.200088319
207542_s_at	aquaporin 1 (Colton blood group)	AQP1	chr7p14	-4.09822729213121	0.003662624	-1.84676462145879	0.025170223
207643_s_at	tumor necrosis factor receptor superfamily, member 1A	TNFRSF1A	chr12p13.2	-2.07771820659533	0.002718569	-1.10573065332027	0.529467497
207749_s_at	protein phosphatase 2 (formerly 2A), regulatory subunit B, alpha	PPP2R3A	chr3q22.1	-2.69446715373138	0.005208313	-1.8276629004588	0.023368401
208116_s_at	mannosidase, alpha, class 1A, member 1	MAN1A1	chr6q22	-16.4498212264971	7.23232E-05	-3.12747857251437	0.021344265
208306_x_at	Major histocompatibility complex, class II, DR beta 1	HLA-DRB1	chr6p21.3	-3.75809099685605	0.003253708	-2.37018554188316	0.066357937
208396_s_at	phosphodiesterase 1A, calmodulin-dependent	PDE1A	chr2q32.1	-3.53081198516262	0.005716352	-1.23970769993899	0.410767363
208473_s_at	glycoprotein 2 (zymogen granule membrane)	GP2	chr16p12	-3.47015474860827	0.006078853	-1.74714579183339	0.121693452
208747_s_at	complement component 1, s subcomponent	C1S	chr12p13	-6.38638709085319	0.000270152	-1.42405019559707	0.693379669
208789_at	polymerase I and transcript release factor	PTRF	chr17q21.31	-4.53153554118319	0.0004848	-1.38031735339663	0.820493241
208790_s_at	polymerase I and transcript release factor	PTRF	chr17q21.31	-2.59367910930202	0.006259365	-1.55293775000208	0.704621446
208812_x_at	major histocompatibility complex, class I, C /// similar to major histocompatibility complex, class I, C	HLA-C /// LOC732037	chr6p21.3	-5.77571678208998	4.34948E-06	-2.04202425141439	0.012440139
208836_at	ATPase, Na+/K+ transporting, beta 3 polypeptide	ATP1B3	chr3q23	-2.1361308160957	0.000618633	-2.01391110011344	0.010802022
208894_at	major histocompatibility complex, class II, DR alpha	HLA-DRA	chr6p21.3	-5.81589006928124	6.83933E-05	-3.27160823423113	0.028388093
208949_s_at	lectin, galactoside-binding, soluble, 3	LGALS3	chr14q21-q22	-2.84810039119414	1.21718E-05	-1.81503831063432	0.026238692
208981_at	platelet/endothelial cell adhesion molecule (CD31 antigen)	PECAM1	chr17q23	-3.2602893296105	1.76271E-05	-1.86606598307362	0.016954138
208982_at	platelet/endothelial cell adhesion molecule (CD31 antigen)	PECAM1	chr17q23	-3.61751751024435	2.00461E-06	-1.56373928625719	0.048047128
208983_s_at	platelet/endothelial cell adhesion molecule (CD31 antigen)	PECAM1	chr17q23	-3.05251841792112	3.00233E-05	-1.9656411970905	0.020668574
208991_at	signal transducer and activator of transcription 3 (acute-phase response factor)	STAT3	chr17q21.31	-3.04195750648202	0.001032577	-1.87254449486898	0.258244318
