probe set	Gene	Gene	Accession	EntrezGene	CEF NY315/CEF RCAS	CEF SRA/CEF RCAS	CEF SRA/CEF NY315	min p-value
Gga.5640.1.S1_at	LOC419017	hypothetical LOC419017	CR354305.1	0	0.01	-2.09	-2.1	0.013819
GgaAffx.12721.1.S1_at	RCJMB04_21l11	transmembrane, prostate androgen induced RNA	AJ720618	428166	0.02	-2.1	-2.12	0.007906
Gga.4329.1.S1_at	GHR	growth hormone receptor	M74057.1	408184	-0.28	-2.4	-2.12	0.001286
GgaAffx.21017.1.S1_s_at	CALD1	caldesmon 1	CR523598.1	373965	-0.29	-2.45	-2.16	0.012961
Gga.5002.1.S1_at	MDK	midkine (neurite growth-promoting factor 2)	BU135684	423196	-0.61	-2.78	-2.16	0.001381
GgaAffx.12686.1.S1_at	RCJMB04_20k13	similar to C6orf37	AJ720583	421845	-0.6	-2.77	-2.17	0.00231
Gga.12310.1.S1_at	BBOX1	butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1	BX950437.1	0	-0.31	-2.53	-2.22	0.000049
Gga.13452.1.S1_at	LOC427160	similar to ADAM metallopeptidase with thrombospondin type 1 motif, 6 preproprotein	AJ394954	0	-1.11	-3.33	-2.22	0.000108
Gga.3982.1.S1_at	INHBA	inhibin, beta A (activin A, activin AB alpha polypeptide)	U42377.1	396361	-0.4	-2.64	-2.24	0.004964
Gga.1686.1.S1_s_at	TGFB3	transforming growth factor, beta 3	NM_205454.1	396438	-0.5	-2.75	-2.25	0.003288
Gga.645.1.S1_at	SKIL	SKI-like oncogene	NM_205174.1	396087	-0.24	-2.51	-2.27	0.021278
Gga.16495.1.S1_at		Finished cDNA, clone ChEST400g6	CR385134.1	0	-0.3	-2.57	-2.27	0.001754
Gga.17254.1.S1_at		Finished cDNA, clone ChEST845n11	BU420715	0	0.5	-1.78	-2.28	0.000588
GgaAffx.9368.2.S1_s_at	LOC427160	similar to ADAM metallopeptidase with thrombospondin type 1 motif, 6 preproprotein	ENSGALT00000023785.1	427160	-0.31	-2.6	-2.28	0.000258
Gga.11142.2.S1_s_at	LOC420120	similar to cartilage oligomeric matrix protein	CR353695.1	420120	0.22	-2.08	-2.29	0.000434
Gga.665.1.S1_at	CSRP2	cysteine and glycine-rich protein 2	NM_205208.1	396128	-1.17	-3.46	-2.29	0.014364
Gga.11010.1.S1_at	LOC417881	similar to orphan neurotransmitter transporter v7-3	BX931232.2	0	0.26	-2.05	-2.3	0.030542
GgaAffx.9712.1.S1_at	COL8A1	collagen, type VIII, alpha 1	ENSGALT00000024611.1	418378	0.14	-2.15	-2.3	0.006784
Gga.13535.1.S1_at	LOC776634	similar to DNA-dependent protein kinase catalytic subunit	AW198611	0	-0.23	-2.53	-2.3	0.00178
Gga.1784.1.S2_at	ITGA8	integrin, alpha 8	BU392003	396225	-0.41	-2.73	-2.32	0.000077
Gga.3745.1.S2_at			BU357254	425383	0.12	-2.22	-2.33	0.000842
Gga.4965.1.S1_a_at	COL12A1	collagen, type XII, alpha 1	D00824.1	395875	-0.22	-2.55	-2.33	0.002756
Gga.15175.1.S1_at		Finished cDNA, clone ChEST843i22	BU460539	0	-0.6	-2.97	-2.36	0.001559
Gga.919.1.S1_at	DLX5	distal-less homeobox 5	NM_204159.1	373969	-0.7	-3.07	-2.36	0.000047
Gga.16374.1.S1_at		Finished cDNA, clone ChEST84l23	BU420508	0	0.24	-2.13	-2.37	0.003842
Gga.4091.1.S2_a_at	MYLK	myosin, light chain kinase	NM_205459.1	396445	-1.6	-3.98	-2.38	0.000779
Gga.4108.1.S2_at	TPM1	tropomyosin 1 (alpha)	BU407102	396366	-0.87	-3.27	-2.4	0.005674
Gga.1444.1.S1_at			AL584098	0	-0.36	-2.78	-2.42	0.032566
Gga.4870.3.S1_a_at	LOC423298	alpha-cardiac actin	BU143248	423298	-1.19	-3.62	-2.42	0.001628
Gga.3972.1.S2_at	SEMA3D	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D	BU407384	396332	-0.55	-3	-2.45	0.001658
GgaAffx.21450.2.S1_s_at	TGFB3	transforming growth factor, beta 3	CR523165.1	396438	-0.73	-3.22	-2.48	0.000164
Gga.5751.1.S1_at	ANKRD1	ankyrin repeat domain 1 (cardiac muscle)	AB082934.1	378926	-2.52	-5	-2.48	0.00024
Gga.9684.1.S1_at	C1QTNF3	C1q and tumor necrosis factor related protein 3	CR389929.1	427430	0.98	-1.52	-2.51	0.016137
Gga.1479.1.S1_at	PTN	pleiotrophin (heparin binding growth factor 8, neurite growth-promoting factor 1)	BU230100	418125	0.58	-1.94	-2.51	0.005038
Gga.4108.2.S1_a_at	TPM1	tropomyosin 1 (alpha)	M36337.1	396366	-0.57	-3.1	-2.53	0.000112
Gga.3573.2.S1_a_at	DKK3	dickkopf homolog 3 (Xenopus laevis)	CR354079.1	396023	-0.39	-2.98	-2.59	0.003754
Gga.14467.1.S1_at		Finished cDNA, clone ChEST323d10	CR387880.1	0	-1.19	-3.77	-2.59	0.000013
GgaAffx.3525.1.S1_at	LOC429084	similar to LOC495522 protein	ENSGALT00000009017.1	429084	-0.25	-2.87	-2.63	0.000912
Gga.3013.1.S1_at	COL8A1	collagen, type VIII, alpha 1	CR387830.1	0	0.08	-2.56	-2.64	0.01185
Gga.3982.1.S2_at	INHBA	inhibin, beta A (activin A, activin AB alpha polypeptide)	BU475840	396361	-0.67	-3.31	-2.64	0.007411
Gga.16384.1.S1_at		Finished cDNA, clone ChEST229g1	BU236248	0	-0.63	-3.29	-2.66	0.002171
Gga.3562.1.S1_at	COL11A1	collagen, type XI, alpha 1	BU467929	0	0.42	-2.27	-2.69	0.003254
Gga.9233.1.S1_at	GHR	Growth hormone receptor	BU231940	408184	0.01	-2.7	-2.71	0.004264
Gga.1479.2.S1_a_at	PTN	pleiotrophin (heparin binding growth factor 8, neurite growth-promoting factor 1)	BU134777	418125	0.52	-2.21	-2.73	0.002432
Gga.7430.1.S1_at	LOC429166	hypothetical LOC429166	BU285806	426789	-0.04	-2.77	-2.74	0.029877
Gga.918.1.S1_at	KCNMB1	potassium large conductance calcium-activated channel, subfamily M, beta member 1	AF077369.1	395301	-0.71	-3.48	-2.77	0.000035
Gga.8078.1.S1_at	LOC418737	similar to growth arrest-specific 6	BU284452	418737	0.26	-2.56	-2.82	0.00508
Gga.7316.1.S1_at		Transcribed locus, strongly similar to XP_425758.1  similar to tumor endothelial marker 8 isoform 1 precursor; tumor endothelial marker 8; 2310008J16Rik; 2810405N18Rik [Gallus gallus]	BU251739	428199	0.5	-2.36	-2.86	0.004306
Gga.696.1.S1_at	BDNF	brain-derived neurotrophic factor	X61476.1	396186	-0.38	-3.24	-2.86	0.000304
Gga.6921.1.S1_a_at	LOC427391	similar to cysteine dioxygenase	BX936224.1	427391	1.02	-1.9	-2.91	0.001122
Gga.4078.1.S1_at	LUM	lumican	BX272380	417891	0.24	-2.7	-2.94	0.005498
Gga.17936.1.S1_at	SEMA3D	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D	BU458704	396332	-0.09	-3.03	-2.94	0.000151
GgaAffx.20104.1.S1_s_at	POSTN	periostin, osteoblast specific factor	AY657005.1	395429	-0.13	-3.11	-2.98	0.003227
Gga.16474.1.S1_at		Finished cDNA, clone ChEST72m20	BU321766	0	0.27	-2.76	-3.02	0.033365
Gga.3972.1.S1_at	SEMA3D	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D	NM_205373.1	396332	-0.21	-3.29	-3.08	0.003027
GgaAffx.26432.1.S1_s_at	COL11A1	collagen, type XI, alpha 1	ENSGALT00000008321.1	374046	0.01	-3.09	-3.1	0.001925
Gga.12667.2.S1_s_at	FILIP1	filamin A interacting protein 1	BX929400.1	421860	0.24	-2.89	-3.12	0.002701
Gga.18038.1.A1_at		Finished cDNA, clone ChEST184g12	CR389443.1	0	0.04	-3.08	-3.12	0.000627
Gga.2587.1.S1_at	NOV	nephroblastoma overexpressed gene	NM_205268.1	396204	-0.47	-3.67	-3.2	0.000961
Gga.3908.1.S1_at	TAGLN	transgelin	NM_205494.1	396490	-0.83	-4.06	-3.22	0.007161
Gga.14339.1.S1_s_at	LOC418833	response gene to complement 32	CR352504.1	418833	0.08	-3.19	-3.27	0.000618
Gga.9414.1.S1_at		Gga.9414.1	CD736436	0	0.06	-3.23	-3.29	0.000135
Gga.16710.2.S1_a_at	LOC419422		CN237192	419422	-0.25	-3.58	-3.34	0.001755
Gga.7900.2.S1_a_at	LOC426933	similar to RIKEN cDNA 1110018M03	CR386995.1	426933	-0.59	-3.93	-3.34	0.001032
Gga.14498.1.S1_at		Finished cDNA, clone ChEST533o24	BU258089	0	-0.32	-3.71	-3.39	0.000031
Gga.1819.1.S1_at	DIO2	deiodinase, iodothyronine, type II	NM_204114.1	373903	-0.15	-3.68	-3.53	0.001394
Gga.3731.2.S1_a_at	LOC396164	gammaFBP-A	BG710399	396164	-0.81	-4.39	-3.58	0.000149
Gga.797.1.S1_at	THBS2	thrombospondin 2	M60853.1	414837	-0.4	-4	-3.6	0.00317
Gga.13445.1.S1_at	NEXN	nexilin	CR407225.1	424552	-1.02	-4.9	-3.88	0.000023
Gga.3931.1.S1_at	LOC420120	similar to cartilage oligomeric matrix protein	BU419509	420120	0.89	-3.05	-3.93	0.001447
Gga.5962.1.S1_at			BU411659	0	-2.18	-6.16	-3.98	0.000353
GgaAffx.21822.1.S1_s_at	THBS2	thrombospondin 2	NM_001001755.1	414837	-0.47	-4.49	-4.02	0.007353
GgaAffx.25795.1.S1_s_at	LOC420120	similar to cartilage oligomeric matrix protein	ENSGALT00000005192.1	420120	0.69	-3.41	-4.1	0.000509
Gga.2582.1.S1_at	TGFBI	transforming growth factor, beta-induced, 68kDa	NM_205036.1	395897	-0.09	-4.2	-4.11	0.007678
Gga.14976.1.S1_at		Finished cDNA, clone ChEST132d10	CR386242.1	0	-0.1	-4.3	-4.2	0.003646
Gga.4329.1.S2_at	GHR	growth hormone receptor	BU413431	408184	0.71	-3.67	-4.38	0.006526
