Ensembl ID	External gene Id	Chr	Gene start (bp)	MYC-binding sites
ENSG00000143376	SNX27	1	151584541	0
ENSG00000206635	U6	1	151601800	0
ENSG00000227045	RP11-98D18.1	1	151673502	0
ENSG00000159409	TNRC4	1	151674830	0
ENSG00000178796	C1orf230	1	151682909	0
ENSG00000240510	AL589765.1	1	151682969	0
ENSG00000206980	U6	1	151720073	0
ENSG00000236940	RP11-98D18.7	1	151730135	0
ENSG00000143436	MRPL9	1	151732119	0
ENSG00000143450	OAZ3	1	151735445	0
ENSG00000249602	RP11-98D18.3	1	151735860	0
ENSG00000232937	RP11-98D18.2	1	151738185	0
ENSG00000182134	TDRKH	1	151744050	0
ENSG00000203288	RP11-98D18.9	1	151763318	0
ENSG00000213171	LINGO4	1	151772740	0
ENSG00000143365	RORC	1	151778547	0
ENSG00000225556	C2CD4D	1	151810295	0
ENSG00000201134	Y_RNA	1	151814212	0
ENSG00000234614	AL450992.2	1	151814353	0
ENSG00000196407	THEM5	1	151818220	0
ENSG00000223810	KRT8P28	1	151920401	0
ENSG00000197747	S100A10	1	151955391	0
ENSG00000229021	AL591893.1	1	151967007	0
ENSG00000240667	AL450992.6	1	151991138	0
ENSG00000163191	S100A11	1	152004982	0
ENSG00000232678	AL591893.3	1	152050428	0
ENSG00000248900	AL591893.2	1	152051988	0
ENSG00000215854	AL591893.1	1	152052033	0
ENSG00000182898	TCHHL1	1	152056618	0
ENSG00000159450	TCHH	1	152078793	0
ENSG00000226716	AL589986.2	1	152095010	0
ENSG00000233792	HDHD1CP	1	152096920	0
ENSG00000215853	RPTN	1	152126071	0
ENSG00000237975	RP1-14N1.2	1	152161827	0
ENSG00000236427	RP11-107M16.2	1	152178334	0
ENSG00000197915	HRNR	1	152184558	0
ENSG00000143631	FLG	1	152274651	0
ENSG00000143520	FLG2	1	152321213	0
ENSG00000227415	RP1-91G5.3	1	152346430	0
ENSG00000183586	RP1-91G5.1	1	152372052	0
ENSG00000143536	CRNN	1	152381719	0
ENSG00000186207	LCE5A	1	152483320	0
ENSG00000244057	LCE3C	1	152484011	0
ENSG00000169509	CRCT1	1	152486978	0
ENSG00000185966	LCE3E	1	152538130	0
ENSG00000163202	LCE3D	1	152551857	0
ENSG00000187238	LCE3B	1	152586287	0
ENSG00000185962	LCE3A	1	152595310	0
ENSG00000226947	RP1-52J10.9	1	152616869	0
ENSG00000176075	C1orf46	1	152627953	0
ENSG00000187223	LCE2D	1	152635872	0
ENSG00000187180	LCE2C	1	152647771	0
ENSG00000159455	LCE2B	1	152658599	0
ENSG00000187173	LCE2A	1	152670840	0
ENSG00000187170	LCE4A	1	152680636	0
ENSG00000198854	C1orf68	1	152691082	0
ENSG00000229713	RP1-43O17.1	1	152709994	0
ENSG00000233819	RP1-43O17.2	1	152716775	0
ENSG00000203786	KPRP	1	152730506	0
ENSG00000186226	LCE1E	1	152747646	0
ENSG00000240386	LCE1F	1	152748848	0
ENSG00000172155	LCE1D	1	152769217	0
ENSG00000197084	LCE1C	1	152777311	0
ENSG00000196734	LCE1B	1	152784837	0
ENSG00000186844	LCE1A	1	152798523	0
ENSG00000235942	LCE6A	1	152815344	0
ENSG00000163206	SMCP	1	152850793	0
ENSG00000163207	IVL	1	152881021	0
ENSG00000224308	RP1-13P20.6	1	152902516	0
ENSG00000184148	SPRR4	1	152943142	0
ENSG00000169474	SPRR1A	1	152956557	0
ENSG00000163209	SPRR3	1	152974223	0
ENSG00000252920	SNORA31	1	152984958	0
ENSG00000234262	RP1-20N18.4	1	152996438	0
ENSG00000169469	SPRR1B	1	153003678	0
ENSG00000163216	SPRR2D	1	153012201	0
ENSG00000196805	SPRR2B	1	153028589	0
ENSG00000241794	SPRR2A	1	153028589	0
ENSG00000203785	SPRR2E	1	153065611	0
ENSG00000244094	SPRR2F	1	153084590	0
ENSG00000229035	SPRR2C	1	153112967	0
ENSG00000159516	SPRR2G	1	153122058	0
ENSG00000229699	RP1-140J1.1	1	153146994	0
ENSG00000203784	LELP1	1	153175919	0
ENSG00000203783	PRR9	1	153190060	0
ENSG00000230779	RP1-140J1.4	1	153197556	0
ENSG00000203782	LOR	1	153232176	0
ENSG00000159527	PGLYRP3	1	153270338	0
ENSG00000163218	PGLYRP4	1	153302596	0
ENSG00000207321	U6	1	153304098	0
ENSG00000163220	S100A9	1	153330330	0
ENSG00000163221	S100A12	1	153346184	0
ENSG00000237008	AL591704.5	1	153352325	0
ENSG00000143546	S100A8	1	153362508	0
ENSG00000224784	AL591704.7	1	153369069	0
ENSG00000184330	S100A7A	1	153388945	0
ENSG00000203781	AL591704.9	1	153399484	0
ENSG00000197364	S100A7L2	1	153409471	0
ENSG00000143556	S100A7	1	153430220	0
ENSG00000197956	S100A6	1	153507075	0
ENSG00000196420	S100A5	1	153509623	0
ENSG00000196154	S100A4	1	153516089	0
ENSG00000247613	BX470102.1	1	153518230	0
ENSG00000188015	S100A3	1	153519805	0
ENSG00000196754	S100A2	1	153533584	0
ENSG00000188643	S100A16	1	153579362	0
ENSG00000189334	S100A14	1	153586731	0
ENSG00000160678	S100A1	1	153600402	0
ENSG00000160679	C1orf77	1	153606525	0
ENSG00000233059	RP1-178F15.3	1	153615538	0
ENSG00000143553	SNAPIN	1	153631130	0
ENSG00000169418	NPR1	1	153651113	0
ENSG00000244484	RP11-354A16.2	1	153653277	0
ENSG00000242565	AL713889.1	1	153676564	0
ENSG00000235015	RP11-216N14.1	1	153689779	0
ENSG00000199565	Y_RNA	1	153698728	0
ENSG00000243613	RP11-216N14.8	1	153719327	0
ENSG00000233222	RP11-216N14.9	1	153723459	0
ENSG00000238511	snoU13	1	153726600	0
ENSG00000143554	SLC27A3	1	153746830	0
ENSG00000228580	AL513523.1	1	153747489	0
ENSG00000231827	RP11-216N14.5	1	153767649	0
ENSG00000223599	RP11-216N14.7	1	153824582	0
ENSG00000236327	RP11-759F5.1	1	153863071	0
ENSG00000234010	AL358472.1	1	153895879	0
ENSG00000160741	CRTC2	1	153920151	0
ENSG00000143570	SLC39A1	1	153931575	0
ENSG00000143545	RAB13	1	153954127	0
ENSG00000143552	NUP210L	1	153965161	0
ENSG00000231416	RP11-422P24.9	1	153968108	0
ENSG00000252669	U3	1	153970517	0
ENSG00000200220	U6	1	154012392	0
ENSG00000231837	RP11-422P24.1	1	154051342	0
ENSG00000242446	AL513546.1	1	154089440	0
ENSG00000143549	TPM3	1	154127784	0
ENSG00000247790	AL590431.2	1	154128842	0
ENSG00000215938	hsa-mir-190b	1	154166141	0
ENSG00000163263	C1orf189	1	154171848	0
ENSG00000246604	AL590431.1	1	154183832	0
ENSG00000143569	UBAP2L	1	154192655	0
ENSG00000252817	AL590431.3	1	154226921	0
ENSG00000201129	SNORA58	1	154232203	0
ENSG00000143575	HAX1	1	154244987	0
ENSG00000252682	SNORD59	1	154260936	0
ENSG00000212292	U6	1	154267979	0
ENSG00000222457	U6	1	154270126	0
ENSG00000143595	AQP10	1	154293566	0
ENSG00000143515	ATP8B2	1	154298029	0
ENSG00000238365	U7	1	154311219	0
ENSG00000237920	RP11-350G8.4	1	154349434	0
ENSG00000226855	RP11-350G8.3	1	154350683	0
ENSG00000228013	RP11-350G8.5	1	154374804	0
ENSG00000160712	IL6R	1	154377669	0
ENSG00000228264	RP11-350G8.7	1	154386845	0
ENSG00000169291	SHE	1	154442248	0
ENSG00000163239	TDRD10	1	154474695	0
ENSG00000229780	RP11-61L14.2	1	154526085	0
ENSG00000160716	CHRNB2	1	154540257	0
ENSG00000250970	RP11-274N19.2	1	154675205	0
ENSG00000227891	AL606500.1	1	154728099	0
ENSG00000163346	PBXIP1	1	154916552	0
ENSG00000163348	PYGO2	1	154929502	0
ENSG00000160691	SHC1	1	154934774	0
ENSG00000163352	LENEP	1	154966062	0
ENSG00000163354	DCST2	1	154990996	0
ENSG00000163357	DCST1	1	155006300	0
ENSG00000232093	RP11-307C12.11	1	155017667	0
ENSG00000243364	EFNA4	1	155036207	0
ENSG00000251246	RP11-540D14.8	1	155036224	0
ENSG00000202027	Y_RNA	1	155092966	0
ENSG00000169242	EFNA1	1	155099936	0
ENSG00000169241	RAG1AP1	1	155107820	0
ENSG00000250784	RP11-540D14.6	1	155108373	0
ENSG00000179085	DPM3	1	155112367	0
ENSG00000251780	U7	1	155115747	0
ENSG00000223452	RP11-201K10.1	1	155121020	0
ENSG00000163462	TRIM46	1	155146346	0
ENSG00000185499	MUC1	1	155158300	0
ENSG00000231064	RP11-263K19.4	1	155166659	0
ENSG00000173171	MTX1	1	155178490	0
ENSG00000236263	RP11-263K19.6	1	155180942	0
ENSG00000236675	MTX1P1	1	155200766	0
ENSG00000216109	AL713999.1	1	155206540	0
ENSG00000176444	CLK2	1	155232659	0
ENSG00000143627	PKLR	1	155259086	0
ENSG00000229691	RP11-21N7.2	1	155279829	0
ENSG00000160753	RUSC1	1	155290687	0
ENSG00000207720	hsa-mir-555	1	155316141	0
ENSG00000207134	U6	1	155328503	0
ENSG00000227773	RP11-21N7.6	1	155365801	0
ENSG00000238805	snoU13	1	155385349	0
ENSG00000207144	U6	1	155389188	0
ENSG00000237872	RP11-21N7.7	1	155402969	0
ENSG00000235919	RP11-29H23.1	1	155531833	0
ENSG00000225082	RP11-29H23.2	1	155556435	0
ENSG00000223503	RP11-29H23.6	1	155560392	0
ENSG00000232519	RP11-29H23.4	1	155579339	0
ENSG00000246203	RP11-29H23.5	1	155584517	0
ENSG00000163374	YY1AP1	1	155629237	0
ENSG00000132676	DAP3	1	155657751	0
ENSG00000227673	RP11-243J18.2	1	155679889	0
ENSG00000203761	RP11-243J18.3	1	155715620	0
ENSG00000116580	GON4L	1	155719508	0
ENSG00000234937	RP11-101O6.2	1	155815158	0
ENSG00000132718	SYT11	1	155829300	0
ENSG00000201614	U4	1	155864072	0
ENSG00000143622	RIT1	1	155867599	0
ENSG00000207475	SNORA42	1	155889700	0
ENSG00000252808	SCARNA4	1	155895749	0
ENSG00000173080	RXFP4	1	155911481	0
ENSG00000116584	ARHGEF2	1	155916645	0
ENSG00000241471	RP11-336K24.4	1	155955166	0
ENSG00000227010	RP11-336K24.6	1	155966114	0
ENSG00000163479	SSR2	1	155978839	0
ENSG00000132698	RAB25	1	156030951	0
ENSG00000203759	MEX3A	1	156046280	0
ENSG00000222611	AL355388.1	1	156047164	0
ENSG00000196189	SEMA4A	1	156117157	0
ENSG00000252236	SNORA26	1	156161854	0
ENSG00000160785	SLC25A44	1	156163730	0
ENSG00000242252	BGLAP	1	156211753	0
ENSG00000160781	PAQR6	1	156213206	0
ENSG00000244859	AL135927.1	1	156219017	0
ENSG00000163472	TMEM79	1	156252726	0
ENSG00000198715	C1orf85	1	156259880	0
ENSG00000189030	VHLL	1	156268401	0
ENSG00000163468	CCT3	1	156278752	0
ENSG00000228155	AL589685.1	1	156293302	0
ENSG00000132677	RHBG	1	156339003	0
ENSG00000237390	RP11-139I14.2	1	156358018	0
ENSG00000125462	C1orf61	1	156374044	0
ENSG00000207933	hsa-mir-9-1	1	156390133	0
ENSG00000183856	IQGAP3	1	156495197	0
ENSG00000238843	snoU13	1	156499122	0
ENSG00000187862	TTC24	1	156551157	0
ENSG00000163382	APOA1BP	1	156561040	0
ENSG00000248404	RP11-284F21.5	1	156566965	0
ENSG00000132702	HAPLN2	1	156589086	0
ENSG00000132692	BCAN	1	156611182	0
ENSG00000229953	RP11-284F21.7	1	156616299	0
ENSG00000132688	NES	1	156638555	0
ENSG00000250495	AL590666.2	1	156638558	0
ENSG00000237588	RP11-66D17.3	1	156657489	0
ENSG00000143320	CRABP2	1	156669398	0
ENSG00000223356	RP11-66D17.5	1	156682004	0
ENSG00000143319	ISG20L2	1	156691683	0
ENSG00000242883	AL590666.1	1	156702981	0
ENSG00000027869	SH2D2A	1	156776035	0
ENSG00000027644	INSRR	1	156809855	0
ENSG00000187800	PEAR1	1	156863490	0
ENSG00000160838	C1orf92	1	156890442	0
ENSG00000132694	ARHGEF11	1	156904632	0
ENSG00000211581	hsa-mir-765	1	156905923	0
ENSG00000237842	RP11-110J1.2	1	157029023	0
ENSG00000224520	RP11-110J1.3	1	157043049	0
ENSG00000172018	ETV3L	1	157061836	0
ENSG00000235700	CYCSP52	1	157098154	0
ENSG00000229961	RP11-71G12.1	1	157155178	0
ENSG00000228239	RP11-85G21.1	1	157202021	0
ENSG00000237189	RP11-85G21.2	1	157257493	0
ENSG00000143297	FCRL5	1	157477385	0
ENSG00000163518	FCRL4	1	157543539	0
ENSG00000236731	RP4-801G22.2	1	157599729	0
ENSG00000233712	RP4-801G22.3	1	157606090	0
ENSG00000241609	RP11-367J7.2	1	157644111	0
ENSG00000160856	FCRL3	1	157646271	0
ENSG00000227217	RP11-367J7.3	1	157661552	0
ENSG00000231700	RP11-367J7.4	1	157678876	0
ENSG00000232366	RP11-367J7.5	1	157693970	0
ENSG00000132704	FCRL2	1	157715521	0
ENSG00000073754	CD5L	1	157800704	0
ENSG00000227425	RP11-120D12.2	1	157830987	0
ENSG00000241330	RP11-451O13.1	1	157894855	0
ENSG00000236957	RP11-444M10.1	1	157895764	0
ENSG00000183853	KIRREL	1	157963063	0
ENSG00000226520	RP11-444M10.3	1	157995340	0
ENSG00000231666	RP11-404O13.1	1	158101834	0
ENSG00000227295	RP11-404O13.2	1	158145634	0
ENSG00000158473	CD1D	1	158149737	0
ENSG00000229914	RP11-404O13.4	1	158165423	0
ENSG00000176320	RP11-404O13.5	1	158167712	0
ENSG00000158477	CD1A	1	158223927	0
ENSG00000230942	RP11-101J8.2	1	158236543	0
ENSG00000158481	CD1C	1	158259563	0
ENSG00000158485	CD1B	1	158297740	0
ENSG00000158488	CD1E	1	158323254	0
ENSG00000186306	OR10T2	1	158368312	0
ENSG00000180708	OR10K2	1	158388973	0
ENSG00000203758	OR10T1P	1	158414858	0
ENSG00000236257	RP11-144L1.2	1	158423988	0
ENSG00000173285	OR10K1	1	158435272	0
ENSG00000236656	RP11-144L1.4	1	158444244	0
ENSG00000198965	OR10R2	1	158449668	0
ENSG00000198703	OR10R3P	1	158461009	0
ENSG00000227445	OR10R1P	1	158484575	0
ENSG00000231434	RP11-144L1.8	1	158493462	0
ENSG00000197532	OR6Y1	1	158516918	0
ENSG00000186440	OR6P1	1	158532441	0
ENSG00000186400	OR10X1	1	158548709	0
ENSG00000198967	OR10Z1	1	158576229	0
ENSG00000163554	SPTA1	1	158580278	0
ENSG00000231237	OR6K1P	1	158664329	0
ENSG00000196171	OR6K2	1	158669468	0
ENSG00000203757	OR6K3	1	158686958	0
ENSG00000180437	OR6K4P	1	158693903	0
ENSG00000226949	OR6K5P	1	158711936	0
ENSG00000180433	OR6K6	1	158724510	0
ENSG00000197403	OR6N1	1	158735534	0
ENSG00000188340	OR6N2	1	158746472	0
ENSG00000229724	OR2AQ1P	1	158765804	0
ENSG00000180409	OR10AA1P	1	158778189	0
ENSG00000163563	MNDA	1	158801107	0
ENSG00000229849	RP11-393K10.1	1	158848536	0
ENSG00000163564	PYHIN1	1	158900586	0
ENSG00000163568	AIM2	1	159032274	0
ENSG00000233473	RP11-520H16.4	1	159050922	0
ENSG00000162706	CADM3	1	159141399	0
ENSG00000222552	5S_rRNA	1	159148263	0
ENSG00000225670	CTA-134P22.2	1	159165775	0
ENSG00000213088	DARC	1	159173097	0
ENSG00000215846	RP11-550P17.1	1	159246293	0
ENSG00000248642	OR10J2P	1	159248831	0
ENSG00000196266	OR10J3	1	159249338	0
ENSG00000179639	FCER1A	1	159259504	0
ENSG00000228560	RP11-550P17.5	1	159315956	0
ENSG00000248442	OR10J7P	1	159320841	0
ENSG00000196184	OR10J1	1	159320883	0
ENSG00000251686	OR10J8P	1	159335951	0
ENSG00000249197	OR10J9P	1	159375213	0
ENSG00000249730	RP11-180D21.1	1	159401994	0
ENSG00000224943	RP11-180D21.3	1	159436111	0
ENSG00000184155	OR10J5	1	159504868	0
ENSG00000231100	RP11-740C1.2	1	159527158	0
ENSG00000132703	APCS	1	159557615	0
ENSG00000158731	OR10J6P	1	159568088	0
ENSG00000223603	RP11-419N10.3	1	159674773	0
ENSG00000132693	CRP	1	159682079	0
ENSG00000235226	RP11-419N10.5	1	159728960	0
ENSG00000158716	DUSP23	1	159750722	0
ENSG00000181036	FCRL6	1	159770302	0
ENSG00000158714	SLAMF8	1	159796540	0
ENSG00000188004	C1orf204	1	159804264	0
ENSG00000212161	SNORD64	1	159821696	0
ENSG00000243284	VSIG8	1	159824106	0
ENSG00000213085	CCDC19	1	159842152	0
ENSG00000085552	IGSF9	1	159896829	0
ENSG00000162723	SLAMF9	1	159921282	0
ENSG00000224259	RP11-48O20.4	1	159931008	0
ENSG00000237409	RP11-226L15.1	1	159990090	0
ENSG00000143315	PIGM	1	159997462	0
ENSG00000177807	KCNJ10	1	160007257	0
ENSG00000250463	RP11-226L15.4	1	160010261	0
ENSG00000225279	RP11-536C5.2	1	160032278	0
ENSG00000162728	KCNJ9	1	160051360	0
ENSG00000132681	ATP1A4	1	160121352	0
ENSG00000248446	AL121987.2	1	160147311	0
ENSG00000143318	CASQ1	1	160160346	0
ENSG00000227741	RP11-536C5.7	1	160171989	0
ENSG00000162734	PEA15	1	160175127	0
ENSG00000132716	DCAF8	1	160185505	0
ENSG00000162735	PEX19	1	160209932	0
ENSG00000228606	RP11-574F21.2	1	160231534	0
ENSG00000224261	RP11-179G5.1	1	160236129	0
ENSG00000250901	AL513282.2	1	160249341	0
ENSG00000122218	COPA	1	160259063	0
ENSG00000235082	RP11-179G5.4	1	160287191	0
ENSG00000202078	Y_RNA	1	160295894	0
ENSG00000162736	NCSTN	1	160313054	0
ENSG00000171786	NHLH1	1	160336857	0
ENSG00000201608	U4	1	160362558	0
ENSG00000162738	VANGL2	1	160370376	0
ENSG00000162739	SLAMF6	1	160454820	0
ENSG00000223009	AL138930.1	1	160473166	0
ENSG00000234425	RP11-528G1.2	1	160506863	0
ENSG00000066294	CD84	1	160510888	0
ENSG00000117090	SLAMF1	1	160577890	0
ENSG00000235101	RP11-404F10.1	1	160639938	0
ENSG00000228863	RP11-404F10.2	1	160643136	0
ENSG00000026751	SLAMF7	1	160709037	0
ENSG00000250225	AL121985.1	1	160743317	0
ENSG00000122223	CD244	1	160799950	0
ENSG00000179914	ITLN1	1	160846329	0
ENSG00000213080	RP11-312J18.5	1	160864770	0
ENSG00000232188	RP11-312J18.6	1	160901529	0
ENSG00000198358	RP11-544M22.1	1	160902255	0
ENSG00000233691	RP11-312J18.7	1	160905327	0
ENSG00000158764	ITLN2	1	160914815	0
ENSG00000158769	F11R	1	160965001	0
ENSG00000232879	RP11-544M22.3	1	161004624	0
ENSG00000215845	TSTD1	1	161007421	0
ENSG00000158773	USF1	1	161009041	0
ENSG00000143217	PVRL4	1	161040785	0
ENSG00000228917	RP11-544M22.8	1	161054255	0
ENSG00000162755	KLHDC9	1	161068151	0
ENSG00000143256	PFDN2	1	161070346	0
ENSG00000158796	DEDD	1	161090764	0
ENSG00000238934	ACA64	1	161110998	0
ENSG00000224985	RP11-297K8.2	1	161123550	0
ENSG00000143258	USP21	1	161129240	0
ENSG00000158859	ADAMTS4	1	161159538	0
ENSG00000158864	NDUFS2	1	161166894	0
ENSG00000158869	FCER1G	1	161185024	0
ENSG00000237394	AL590714.1	1	161191462	0
ENSG00000158874	APOA2	1	161192082	0
ENSG00000143257	NR1I3	1	161199456	0
ENSG00000215841	AL590714.2	1	161204825	0
ENSG00000248485	PCP4L1	1	161228517	0
ENSG00000173126	AL592295.1	1	161228517	0
ENSG00000158887	MPZ	1	161274525	0
ENSG00000143252	SDHC	1	161284047	0
ENSG00000188931	C1orf192	1	161334521	0
ENSG00000235477	RP11-122G18.5	1	161337812	0
ENSG00000236484	RP11-122G18.6	1	161348497	0
ENSG00000206921	U6	1	161371079	0
ENSG00000215840	RP11-122G18.7	1	161375858	0
ENSG00000143226	FCGR2A	1	161475220	0
ENSG00000173110	HSPA6	1	161494036	0
ENSG00000224203	RP11-5K23.3	1	161506392	0
ENSG00000203747	FCGR3A	1	161511549	0
ENSG00000224515	RP11-5K23.5	1	161526080	0
ENSG00000244682	FCGR2C	1	161551129	0
ENSG00000072694	FCGR2B	1	161551136	0
ENSG00000225217	HSPA7	1	161576081	0
ENSG00000231586	RP11-25K21.5	1	161587782	0
ENSG00000162747	FCGR3B	1	161592986	0
ENSG00000231813	RP11-474I16.1	1	161607438	0
ENSG00000234211	RP11-25K21.1	1	161641768	0
ENSG00000213075	RPL31P11	1	161653485	0
ENSG00000199595	Y_RNA	1	161669296	0
ENSG00000241347	AL359541.1	1	161705598	0
ENSG00000118217	ATF6	1	161736084	0
ENSG00000229808	RP11-456P18.2	1	161860623	0
ENSG00000162745	OLFML2B	1	161952982	0
ENSG00000227818	RP11-227F8.2	1	162008806	0
ENSG00000198929	NOS1AP	1	162039566	0
ENSG00000227094	RP11-565P22.2	1	162286642	0
ENSG00000252262	5S_rRNA	1	162308433	0
ENSG00000207729	hsa-mir-556	1	162312336	0
ENSG00000251671	AL512785.2	1	162335140	0
ENSG00000171722	C1orf111	1	162343515	0
ENSG00000239887	C1orf226	1	162351520	0
ENSG00000198574	SH2D1B	1	162365056	0
ENSG00000227243	RP11-130F5.1	1	162415338	0
ENSG00000152332	UHMK1	1	162467633	0
ENSG00000227941	RP11-359K18.1	1	162511122	0
ENSG00000117143	UAP1	1	162531321	0
ENSG00000162733	DDR2	1	162601163	0
ENSG00000243173	AL445197.1	1	162747521	0
ENSG00000228562	AL445197.2	1	162754122	0
ENSG00000132196	HSD17B7	1	162760492	0
ENSG00000230739	RP11-331H2.4	1	162794585	0
ENSG00000185860	C1orf110	1	162821106	0
ENSG00000227667	RP11-331H2.3	1	162949341	0
ENSG00000117152	RGS4	1	163038396	0
ENSG00000143248	RGS5	1	163080911	0
ENSG00000232892	RP11-267N12.1	1	163131465	0
ENSG00000225755	RP11-267N12.2	1	163207004	0
ENSG00000237756	RP11-77M5.1	1	163229640	0
ENSG00000143228	NUF2	1	163291725	0
ENSG00000252740	SNORD112	1	163355655	0
ENSG00000225122	RP11-408E1.1	1	163392195	0
ENSG00000200327	5S_rRNA	1	163438286	0
ENSG00000212527	5S_rRNA	1	163479274	0
ENSG00000228289	RP4-640E24.1	1	163738576	0
ENSG00000212538	U3	1	163892907	0
ENSG00000230094	AL357512.2	1	164245661	0
ENSG00000225719	RP11-541J2.1	1	164312242	0
ENSG00000199849	U5	1	164320510	0
ENSG00000213070	RP11-541J2.2	1	164326004	0
ENSG00000185630	PBX1	1	164524821	0
ENSG00000207082	U6	1	164608802	0
ENSG00000242652	AL391001.1	1	164672263	0
ENSG00000233693	RP11-506O24.1	1	164738353	0
ENSG00000201987	Y_RNA	1	164823468	0
ENSG00000225487	RP11-403P14.1	1	164890554	0
ENSG00000201270	U6	1	164949272	0
ENSG00000212086	AL390119.3	1	164953139	0
ENSG00000252359	SNORD112	1	165041710	0
ENSG00000162761	LMX1A	1	165171104	0
ENSG00000224702	RP11-38C18.2	1	165179864	0
ENSG00000238022	RP11-38C18.3	1	165185217	0
ENSG00000143171	RXRG	1	165370159	0
ENSG00000249671	AL160058.1	1	165406386	0
ENSG00000237463	RP11-280O1.2	1	165446078	0
ENSG00000230748	RP11-541H12.1	1	165466961	0
ENSG00000162763	LRRC52	1	165513244	0
ENSG00000237783	RP11-306I1.1	1	165550850	0
ENSG00000242832	AL356441.1	1	165566150	0
ENSG00000236206	RP11-306I1.2	1	165567700	0
ENSG00000143198	MGST3	1	165600098	0
ENSG00000250899	AL356441.2	1	165614898	0
ENSG00000143149	ALDH9A1	1	165631453	0
ENSG00000206990	Y_RNA	1	165631822	0
ENSG00000230175	RP11-466F5.3	1	165640493	0
ENSG00000225272	RP11-466F5.4	1	165645547	0
ENSG00000241270	RP11-466F5.6	1	165677520	0
ENSG00000143183	TMCO1	1	165696032	0
ENSG00000230659	RP11-466F5.9	1	165788590	0
ENSG00000236364	RP11-525G13.2	1	165865116	0
ENSG00000226292	RP11-7G12.1	1	165991452	0
ENSG00000207341	5S_rRNA	1	166011481	0
ENSG00000188859	FAM78B	1	166026674	0
ENSG00000203307	RP11-375H19.2	1	166050420	0
ENSG00000230898	RP11-9L18.3	1	166117019	0
ENSG00000215952	hsa-mir-921	1	166123980	0
ENSG00000215835	RP11-7G12.2	1	166244866	0
ENSG00000229588	RP11-479J7.2	1	166304121	0
ENSG00000225325	RP11-479J7.1	1	166356964	0
ENSG00000230231	FMO7P	1	166443982	0
ENSG00000234142	RP11-276E17.2	1	166445009	0
ENSG00000238087	FMO8P	1	166535415	0
ENSG00000215834	FMO9P	1	166572912	0
ENSG00000234984	FMO10P	1	166635122	0
ENSG00000232341	RP11-54B9.2	1	166716594	0
ENSG00000232148	FMO11P	1	166732571	0
ENSG00000232223	RP1-9E21.2	1	166765503	0
ENSG00000225171	RP1-9E21.5	1	166837985	0
ENSG00000237096	RP4-782G3.1	1	166864948	0
ENSG00000143195	ILDR2	1	166887996	0
ENSG00000143194	MAEL	1	166958346	0
ENSG00000200036	5S_rRNA	1	166975196	0
ENSG00000238325	snoU13	1	167010672	0
ENSG00000227907	RP11-102C16.3	1	167021788	0
ENSG00000143167	GPA33	1	167022073	0
ENSG00000198842	DUSP27	1	167063282	0
ENSG00000213068	RP11-277B15.1	1	167131660	0
ENSG00000231605	RP11-277B15.2	1	167145154	0
ENSG00000198821	CD247	1	167399877	0
ENSG00000233411	RP11-104L21.2	1	167426620	0
ENSG00000227776	RP3-455J7.1	1	167488773	0
ENSG00000143162	CREG1	1	167498914	0
ENSG00000231029	RP3-455J7.3	1	167560629	0
ENSG00000245529	AL031733.1	1	167596622	0
ENSG00000143199	ADCY10	1	167778838	0
ENSG00000250762	RP1-313L4.4	1	167789136	0
ENSG00000232194	RP1-313L4.3	1	167789644	0
ENSG00000143164	DCAF6	1	167905021	0
ENSG00000221545	hsa-mir-1255b-2	1	167967898	0
ENSG00000224837	RP4-702J19.1	1	168025139	0
ENSG00000235471	AL033532.1	1	168048781	0
ENSG00000143147	GPR161	1	168053997	0
ENSG00000143155	TIPRL	1	168148171	0
ENSG00000237049	RP1-69E11.2	1	168179854	0
ENSG00000237131	RP1-69E11.3	1	168184643	0
ENSG00000214262	ANKRD36BL1	1	168214803	0
ENSG00000206880	U6	1	168232613	0
ENSG00000143178	TBX19	1	168250278	0
ENSG00000227722	RP5-1059H15.1	1	168338292	0
ENSG00000207974	hsa-mir-557	1	168344762	0
ENSG00000228697	RP5-968D22.1	1	168370067	0
ENSG00000215833	RP5-968D22.2	1	168418899	0
ENSG00000237658	RP5-968D22.3	1	168433452	0
ENSG00000143185	XCL2	1	168510003	0
ENSG00000227777	RP4-738P11.3	1	168511975	0
ENSG00000143184	XCL1	1	168545711	0
ENSG00000229757	RP4-738P11.4	1	168547889	0
ENSG00000143196	DPT	1	168664697	0
ENSG00000221578	AL049798.1	1	168717034	0
ENSG00000235736	RP1-10C16.1	1	168732603	0
ENSG00000225826	RP1-10C16.2	1	168756177	0
ENSG00000229612	SUMO1P2	1	168867374	0
ENSG00000203601	RP11-375F2.2	1	168873143	0
ENSG00000213063	RP11-375F2.3	1	168907657	0
ENSG00000252987	5S_rRNA	1	169036502	0
ENSG00000237707	RP5-1018K9.1	1	169073362	0
ENSG00000143153	ATP1B1	1	169074935	0
ENSG00000249350	AL031726.2	1	169102023	0
ENSG00000235575	RP4-800F24.1	1	169279903	0
ENSG00000117475	BLZF1	1	169337208	0
ENSG00000117477	C1orf114	1	169364108	0
ENSG00000234437	RP1-206D15.3	1	169411876	0
ENSG00000117479	SLC19A2	1	169433147	0
ENSG00000234604	RP1-206D15.5	1	169443301	0
ENSG00000198734	F5	1	169483404	0
ENSG00000174175	SELP	1	169558037	0
