Probe sets	Symbol	Title	P value	Fold
244811_at	244811_at	Full-length cDNA clone CS0DF025YM09 of Fetal brain of Homo sapiens (human)	0.04912	0.64
35974_at	LRMP	lymphoid-restricted membrane protein	0.04912	0.84
49452_at	ACACB	acetyl-Coenzyme A carboxylase beta	0.04912	2.13
223750_s_at	TLR10	toll-like receptor 10	0.05014	0.85
231023_at	CARS2	cysteinyl-tRNA synthetase 2, mitochondrial (putative)	0.05014	0.84
205041_s_at	ORM1 /// ORM2	orosomucoid 1 /// orosomucoid 2	0.0502	1.53
230473_s_at	HMGB4	high-mobility group box 4	0.05749	1.19
1555677_s_at	SMC1A	structural maintenance of chromosomes 1A	0.05755	1.14
244818_at	244818_at	NA	0.05761	0.86
1552724_at	OTEX	paired-like homeobox protein OTEX	0.05869	1.18
1552799_at	TSNARE1	t-SNARE domain containing 1	0.05869	0.86
1552893_at	CAMK2N2	calcium/calmodulin-dependent protein kinase II inhibitor 2	0.05869	1.15
1552970_s_at	ZMYM6	zinc finger, MYM-type 6	0.05869	0.81
1553137_s_at	KLF11	Kruppel-like factor 11	0.05869	0.68
1553257_at	GAL3ST3	galactose-3-O-sulfotransferase 3	0.05869	1.16
1553301_a_at	TMEM182	transmembrane protein 182	0.05869	0.77
1553456_at	FLJ30719	hypothetical protein FLJ30719	0.05869	1.12
1553593_a_at	TAL2	T-cell acute lymphocytic leukemia 2	0.05869	1.37
1553623_at	MGC15705	hypothetical protein MGC15705	0.05869	1.15
1553633_s_at	NHEDC1	Na+/H+ exchanger domain containing 1	0.05869	1.1
1554182_at	TRIM73 /// TRIM74	tripartite motif-containing 73 /// tripartite motif-containing 74	0.05869	1.49
1554411_at	CTNNB1	catenin (cadherin-associated protein), beta 1, 88kDa	0.05869	0.67
1554438_at	KIAA1217	KIAA1217	0.05869	0.75
1554528_at	C3orf15	chromosome 3 open reading frame 15	0.05869	1.24
1554736_at	ARHGAP29	Rho GTPase activating protein 29	0.05869	0.91
1555020_a_at	ARHGAP20	Rho GTPase activating protein 20	0.05869	1.23
1555099_at	MPP4	membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4)	0.05869	1.19
1555264_a_at	LOC646982	TTL/TEL fusion protein TTL-T	0.05869	1.16
1555365_x_at	1555365_x_at	MRNA; cDNA DKFZp564K2216 (from clone DKFZp564K2216)	0.05869	1.1
1555799_at	FCRL5	Fc receptor-like 5	0.05869	1.12
1555929_s_at	1555929_s_at	Transcribed locus	0.05869	0.73
1555943_at	PGAM5	phosphoglycerate mutase family member 5	0.05869	1.33
1556006_s_at	CSNK1A1	Casein kinase 1, alpha 1	0.05869	0.54
1556063_s_at	LOC283012	hypothetical protein LOC283012	0.05869	1.11
1556205_at	1556205_at	CDNA FLJ37227 fis, clone BRAMY2000277	0.05869	1.6
1556216_s_at	1556216_s_at	CDNA clone IMAGE:5261375	0.05869	1.27
1556536_at	hCG_2044152 /// LOC730625	hCG2044152 /// hypothetical protein LOC730625	0.05869	1.23
1556684_at	RPPH1	ribonuclease P RNA component H1	0.05869	1.12
1556781_at	1556781_at	I.M.A.G.E. clone 120151, mRNA sequence	0.05869	0.9
1556852_a_at	1556852_a_at	CDNA FLJ33171 fis, clone ADRGL2000644	0.05869	1.15
1556912_at	1556912_at	CDNA clone IMAGE:5272062	0.05869	1.11
1557515_at	1557515_at	Full length insert cDNA clone YA81F02	0.05869	1.11
1557626_at	1557626_at	CDNA FLJ39805 fis, clone SPLEN2007951	0.05869	0.69
1557762_at	1557762_at	CDNA clone IMAGE:5295914	0.05869	1.1
1558210_at	SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	0.05869	1.14
1558247_s_at	LOC126147	hypothetical protein BC018697	0.05869	1.12
1558277_at	ZNF740	zinc finger protein 740	0.05869	1.1
1558421_a_at	LOC400258	similar to RIKEN cDNA A530016L24 gene	0.05869	1.16
1558590_at	LOC731602 /// METT11D1	methyltransferase 11 domain containing 1 /// similar to methyltransferase 11 domain containing 1 isoform 2	0.05869	1.15
1559255_a_at	1559255_a_at	Full length insert cDNA clone YW26C09	0.05869	1.15
1559278_at	1559278_at	CDNA clone IMAGE:3919352	0.05869	1.11
1559382_at	CRSP7	Cofactor required for Sp1 transcriptional activation, subunit 7, 70kDa	0.05869	0.79
1559461_at	1559461_at	Homo sapiens, clone IMAGE:3852236	0.05869	1.18
1559748_at	ADAMTSL3	ADAMTS-like 3	0.05869	1.1
1559785_at	C14orf8	Chromosome 14 open reading frame 8	0.05869	1.2
1560432_at	CLRN1OS	clarin 1 opposite strand	0.05869	1.14
1560562_a_at	ZNF677	Zinc finger protein 677	0.05869	0.79
1560724_at	1560724_at	CDNA FLJ33564 fis, clone BRAMY2010135	0.05869	1.16
1560826_at	1560826_at	CDNA clone IMAGE:4151535	0.05869	1.14
1561345_at	1561345_at	CDNA clone IMAGE:4824668	0.05869	1.13
1561490_at	AAA1	asthma-associated alternatively spliced gene 1	0.05869	1.18
1561523_at	CCDC65	coiled-coil domain containing 65	0.05869	1.13
1561640_at	1561640_at	Homo sapiens, clone IMAGE:4182761, mRNA	0.05869	0.85
1562214_at	LOC151171	hypothetical protein LOC151171	0.05869	1.2
1562282_at	ZNF568	zinc finger protein 568	0.05869	1.15
1562439_at	NCOA3	Nuclear receptor coactivator 3	0.05869	1.11
1562777_at	1562777_at	CDNA FLJ40180 fis, clone TESTI2018035	0.05869	1.14
1563010_at	1563010_at	CDNA clone IMAGE:5396406	0.05869	1.14
1563036_at	1563036_at	CDNA clone IMAGE:4795841	0.05869	1.17
1563348_at	1563348_at	Full length insert cDNA clone YW18D05	0.05869	1.11
1563497_at	USP25	ubiquitin specific peptidase 25	0.05869	0.64
1563610_at	LOC157273	hypothetical protein LOC157273	0.05869	1.51
1563614_at	MTBP	Mdm2, transformed 3T3 cell double minute 2, p53 binding protein (mouse) binding protein, 104kDa	0.05869	0.88
1564207_at	FLJ35390	hypothetical protein FLJ35390	0.05869	1.3
1564262_at	1564262_at	Homo sapiens, clone IMAGE:4106638	0.05869	0.87
1564310_a_at	PARP15	poly (ADP-ribose) polymerase family, member 15	0.05869	0.84
1564601_at	LOC286123	hypothetical protein LOC286123	0.05869	0.91
1564838_a_at	LOC151760	hypothetical LOC151760	0.05869	0.9
1566039_a_at	LOC401220 /// LOC401222	hypothetical gene supported by BC036933	0.05869	1.14
1566447_at	CD6	CD6 molecule	0.05869	1.11
1566927_at	C21orf104	chromosome 21 open reading frame 104	0.05869	0.85
1566984_at	LOC651250 /// LOC729074	hypothetical protein LOC651250 /// hypothetical protein LOC729074	0.05869	1.2
1568636_a_at	1568636_a_at	NA	0.05869	1.14
1569182_at	1569182_at	Homo sapiens, clone IMAGE:4688366, mRNA	0.05869	1.12
1569401_at	CLEC12A	C-type lectin domain family 12, member A	0.05869	0.86
1569833_at	1569833_at	CDNA clone IMAGE:5271320	0.05869	1.15
1570030_at	ZNF396	zinc finger protein 396	0.05869	1.13
1570506_at	1570506_at	Homo sapiens, clone IMAGE:4093039, mRNA	0.05869	1.13
200003_s_at	RPL28	ribosomal protein L28	0.05869	0.78
200674_s_at	RPL32	ribosomal protein L32	0.05869	0.72
200928_s_at	RAB14	RAB14, member RAS oncogene family	0.05869	1.59
201148_s_at	TIMP3	TIMP metallopeptidase inhibitor 3 (Sorsby fundus dystrophy, pseudoinflammatory)	0.05869	0.68
201272_at	AKR1B1	aldo-keto reductase family 1, member B1 (aldose reductase)	0.05869	0.53
201687_s_at	API5	apoptosis inhibitor 5	0.05869	1.4
201759_at	TBCD	tubulin folding cofactor D	0.05869	1.35
201986_at	THRAP1	thyroid hormone receptor associated protein 1	0.05869	1.37
202245_at	LSS	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)	0.05869	1.91
202508_s_at	SNAP25	synaptosomal-associated protein, 25kDa	0.05869	0.32
202736_s_at	LSM4	LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)	0.05869	1.77
203112_s_at	WHSC2	Wolf-Hirschhorn syndrome candidate 2	0.05869	0.66
203211_s_at	MTMR2	myotubularin related protein 2	0.05869	0.52
203329_at	PTPRM	protein tyrosine phosphatase, receptor type, M	0.05869	0.61
203457_at	STX7	syntaxin 7	0.05869	0.84
203682_s_at	IVD	isovaleryl Coenzyme A dehydrogenase	0.05869	1.49
203880_at	COX17	COX17 cytochrome c oxidase assembly homolog (S. cerevisiae)	0.05869	1.38
203997_at	PTPN3	protein tyrosine phosphatase, non-receptor type 3	0.05869	1.5
204055_s_at	CTAGE5	CTAGE family, member 5	0.05869	1.53
204246_s_at	DCTN3	dynactin 3 (p22)	0.05869	1.47
204417_at	GALC	galactosylceramidase	0.05869	0.41
204465_s_at	INA	internexin neuronal intermediate filament protein, alpha	0.05869	1.13
205322_s_at	MTF1	metal-regulatory transcription factor 1	0.05869	1.24
205517_at	GATA4	GATA binding protein 4	0.05869	1.46
205595_at	DSG3	desmoglein 3 (pemphigus vulgaris antigen)	0.05869	1.23
205720_at	POMC	proopiomelanocortin (adrenocorticotropin/ beta-lipotropin/ alpha-melanocyte stimulating hormone/ beta-melanocyte stimulating hormone/ beta-endorphin)	0.05869	1.17
205727_at	TEP1	telomerase-associated protein 1	0.05869	0.7
205813_s_at	MAT1A	methionine adenosyltransferase I, alpha	0.05869	1.96
205956_x_at	PSMC3IP	PSMC3 interacting protein	0.05869	1.11
206037_at	CCBL1	cysteine conjugate-beta lyase; cytoplasmic (glutamine transaminase K, kyneurenine aminotransferase)	0.05869	1.76
206190_at	GPR17	G protein-coupled receptor 17	0.05869	1.14
206506_s_at	SUPT3H	suppressor of Ty 3 homolog (S. cerevisiae)	0.05869	0.66
206536_s_at	BIRC4	baculoviral IAP repeat-containing 4	0.05869	0.81
206575_at	CDKL5	cyclin-dependent kinase-like 5	0.05869	1.12
206832_s_at	SEMA3F	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F	0.05869	0.81
206925_at	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	0.05869	0.87
206936_x_at	206936_x_at	NA	0.05869	1.24
206971_at	GPR161	G protein-coupled receptor 161	0.05869	1.17
207090_x_at	ZFP30	zinc finger protein 30 homolog (mouse)	0.05869	0.74
207143_at	CDK6	cyclin-dependent kinase 6	0.05869	0.76
207153_s_at	GLMN	glomulin, FKBP associated protein	0.05869	0.7
207235_s_at	GRM5	glutamate receptor, metabotropic 5	0.05869	1.11
207731_at	207731_at	NA	0.05869	1.15
207855_s_at	CLCC1	chloride channel CLIC-like 1	0.05869	0.74
208126_s_at	CYP2C18	cytochrome P450, family 2, subfamily C, polypeptide 18	0.05869	2.52
208136_s_at	MGC3771	hypothetical protein MGC3771	0.05869	1.14
208148_at	MYH4	myosin, heavy chain 4, skeletal muscle	0.05869	2.35
208194_s_at	STAM2	signal transducing adaptor molecule (SH3 domain and ITAM motif) 2	0.05869	0.81
208201_at	##########	double homeobox, 4 /// double homeobox, 3 /// similar to double homeobox 4c /// double homeobox 4c /// similar to double homeobox, 4	0.05869	1.12
208237_x_at	ADAM22	ADAM metallopeptidase domain 22	0.05869	0.88
208248_x_at	APLP2	amyloid beta (A4) precursor-like protein 2	0.05869	0.7
208394_x_at	ESM1	endothelial cell-specific molecule 1	0.05869	2.03
208527_x_at	HIST1H2BE	histone cluster 1, H2be	0.05869	1.86
208725_at	EIF2S2	eukaryotic translation initiation factor 2, subunit 2 beta, 38kDa	0.05869	1.47
208840_s_at	G3BP2	GTPase activating protein (SH3 domain) binding protein 2	0.05869	0.65
208858_s_at	FAM62A	family with sequence similarity 62 (C2 domain containing), member A	0.05869	1.63
209133_s_at	COMMD4	COMM domain containing 4	0.05869	1.15
209358_at	TAF11	TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 28kDa	0.05869	1.29
209526_s_at	HDGFRP3	hepatoma-derived growth factor, related protein 3	0.05869	0.69
209768_s_at	GP1BB /// SEPT5	glycoprotein Ib (platelet), beta polypeptide /// septin 5	0.05869	1.18
209802_at	PHLDA2	pleckstrin homology-like domain, family A, member 2	0.05869	1.14
210054_at	C4orf15	chromosome 4 open reading frame 15	0.05869	0.55
210111_s_at	KIAA0265	KIAA0265 protein	0.05869	1.72
210113_s_at	NLRP1	NLR family, pyrin domain containing 1	0.05869	0.71
210188_at	GABPA /// GABPAP	GA binding protein transcription factor, alpha subunit 60kDa /// GA binding protein transcription factor, alpha subunit pseudogene	0.05869	0.74
210320_s_at	DDX52	DEAD (Asp-Glu-Ala-Asp) box polypeptide 52	0.05869	0.69
210437_at	LOC728269 /// MAGEA9	melanoma antigen family A, 9 /// similar to Melanoma-associated antigen 9 (MAGE-9 antigen)	0.05869	0.88
210518_at	CDH8	cadherin 8, type 2	0.05869	1.1
210594_x_at	MPZL1	myelin protein zero-like 1	0.05869	0.79
210772_at	FPRL1	formyl peptide receptor-like 1	0.05869	0.89
211220_s_at	HSF2	heat shock transcription factor 2	0.05869	0.86
211353_at	LRRC21	leucine rich repeat containing 21	0.05869	1.1
211573_x_at	TGM2	transglutaminase 2 (C polypeptide, protein-glutamine-gamma-glutamyltransferase)	0.05869	0.56
211759_x_at	TBCB	tubulin folding cofactor B	0.05869	0.74
211848_s_at	CEACAM7	carcinoembryonic antigen-related cell adhesion molecule 7	0.05869	1.11
212008_at	UBXD2	UBX domain containing 2	0.05869	0.54
212066_s_at	USP34	ubiquitin specific peptidase 34	0.05869	0.81
212110_at	SLC39A14	solute carrier family 39 (zinc transporter), member 14	0.05869	1.66
212112_s_at	STX12	syntaxin 12	0.05869	0.8
212238_at	ASXL1	additional sex combs like 1 (Drosophila)	0.05869	0.72
212261_at	TNRC15	trinucleotide repeat containing 15	0.05869	1.18
212385_at	TCF4	Transcription factor 4	0.05869	0.67
212403_at	UBE3B	ubiquitin protein ligase E3B	0.05869	1.25
212534_at	212534_at	CDNA FLJ11904 fis, clone HEMBB1000048	0.05869	1.29
212734_x_at	RPL13	ribosomal protein L13	0.05869	0.82
212752_at	CLASP1	cytoplasmic linker associated protein 1	0.05869	0.74
212794_s_at	KIAA1033	KIAA1033	0.05869	1.73
212956_at	TBC1D9	TBC1 domain family, member 9 (with GRAM domain)	0.05869	0.49
213376_at	ZBTB1	zinc finger and BTB domain containing 1	0.05869	0.65
213454_at	APITD1	apoptosis-inducing, TAF9-like domain 1	0.05869	1.55
213581_at	PDCD2	programmed cell death 2	0.05869	0.59
213594_x_at	FUSIP1 /// LOC642558 /// LOC727922	FUS interacting protein (serine/arginine-rich) 1 /// similar to FUS interacting protein (serine-arginine rich) 1 /// similar to FUS-interacting serine-arginine-rich protein 1 (TLS-associated protein with Ser-Arg repeats) (TLS-associated protein with SR repeats) (TASR) (TLS-associated serine-arginine protein) (TLS-associated SR protein) (Neural-specific SR protein...	0.05869	0.66
213787_s_at	EBP	emopamil binding protein (sterol isomerase)	0.05869	1.96
213817_at	213817_at	CDNA FLJ13601 fis, clone PLACE1010069	0.05869	0.79
214192_at	NUP88	Nucleoporin 88kDa	0.05869	1.23
214245_at	RPS14	ribosomal protein S14	0.05869	0.83
214542_x_at	HIST1H2AI	histone cluster 1, H2ai	0.05869	1.3
214698_at	ROD1	ROD1 regulator of differentiation 1 (S. pombe)	0.05869	0.87
214702_at	FN1	fibronectin 1	0.05869	0.59
214748_at	RP11-298P3.3	CG016	0.05869	0.55
214761_at	ZNF423	zinc finger protein 423	0.05869	0.75
215086_at	IBTK	inhibitor of Bruton agammaglobulinemia tyrosine kinase	0.05869	0.78
215207_x_at	LOC646208 /// LOC651015 /// LOC654174 /// LOC729148 /// YDD19	YDD19 protein /// hypothetical LOC646208 /// hypothetical protein LOC651015 /// similar to CG4775-PA /// similar to lethal (2) k00619 CG4775-PA	0.05869	0.7
215220_s_at	TPR	translocated promoter region (to activated MET oncogene)	0.05869	0.65
215339_at	NKTR	natural killer-tumor recognition sequence	0.05869	0.87
215910_s_at	FNDC3A	fibronectin type III domain containing 3A	0.05869	0.57
215935_at	FAM75A7	family with sequence similarity 75, member A7	0.05869	1.16
215948_x_at	ZMYM5	zinc finger, MYM-type 5	0.05869	0.79
216022_at	216022_at	Transcribed locus	0.05869	0.59
216184_s_at	RIMS1	regulating synaptic membrane exocytosis 1	0.05869	1.19
216191_s_at	TRA@ /// TRD@	T cell receptor alpha locus /// T cell receptor delta locus	0.05869	0.81
216344_at	NPHP4	nephronophthisis 4	0.05869	1.22
216358_at	LOC442233	similar to SWI/SNF-related matrix-associated actin-dependent regulator of chromatin e1	0.05869	1.12
216364_s_at	AFF2	AF4/FMR2 family, member 2	0.05869	1.16
216595_at	216595_at	MRNA; cDNA DKFZp564D042 (from clone DKFZp564D042)	0.05869	1.25
216918_s_at	DST	dystonin	0.05869	0.86
217037_at	217037_at	HBGT mRNA, partial sequence	0.05869	1.12
217266_at	LOC646672 /// LOC653232 /// LOC728002 /// LOC728088 /// LOC728576 /// LOC730925 /// LOC731527 /// LOC731822 /// RPL15 /// tcag7.350	ribosomal protein L15 /// similar to ribosomal protein L15	0.05869	0.76
217902_s_at	HERC2	hect domain and RLD 2	0.05869	1.28
217984_at	RNASET2	ribonuclease T2	0.05869	0.75
218527_at	APTX	aprataxin	0.05869	1.35
218673_s_at	ATG7	ATG7 autophagy related 7 homolog (S. cerevisiae)	0.05869	0.8
218702_at	SARS2	seryl-tRNA synthetase 2, mitochondrial	0.05869	0.69
218916_at	ZNF768	zinc finger protein 768	0.05869	1.85
218932_at	C1orf181	chromosome 1 open reading frame 181	0.05869	0.58
219187_at	FKBPL	FK506 binding protein like	0.05869	1.17
219405_at	TRIM68	tripartite motif-containing 68	0.05869	1.53
219690_at	TMEM149	transmembrane protein 149	0.05869	1.64
219889_at	FRAT1	frequently rearranged in advanced T-cell lymphomas	0.05869	1.54
219982_s_at	LOC728492 /// SERF1A /// SERF1B	small EDRK-rich factor 1A (telomeric) /// small EDRK-rich factor 1B (centromeric) /// similar to small EDRK-rich factor 1A, telomeric	0.05869	0.71
220004_at	DDX43	DEAD (Asp-Glu-Ala-Asp) box polypeptide 43	0.05869	0.7
220080_at	FBXL8	F-box and leucine-rich repeat protein 8	0.05869	0.85
220159_at	ABCA11	ATP-binding cassette, sub-family A (ABC1), member 11 (pseudogene)	0.05869	0.68
220165_at	FLJ20309	hypothetical protein FLJ20309	0.05869	1.2
220212_s_at	THADA	thyroid adenoma associated	0.05869	0.69
220390_at	AGBL2	ATP/GTP binding protein-like 2	0.05869	2.11
220586_at	CHD9	chromodomain helicase DNA binding protein 9	0.05869	0.87
220600_at	TMEM103	transmembrane protein 103	0.05869	0.81
220613_s_at	SYTL2	synaptotagmin-like 2	0.05869	0.81
220672_at	KIAA1622	KIAA1622	0.05869	0.74
220675_s_at	PNPLA3	patatin-like phospholipase domain containing 3	0.05869	1.79
220758_s_at	ROBO4	roundabout homolog 4, magic roundabout (Drosophila)	0.05869	0.83
220854_at	220854_at	NA	0.05869	1.17
220910_at	FRAS1	Fraser syndrome 1	0.05869	0.89
221036_s_at	APH1B	anterior pharynx defective 1 homolog B (C. elegans)	0.05869	0.74
221045_s_at	PER3	period homolog 3 (Drosophila)	0.05869	1.84
221133_s_at	CLDN18	claudin 18	0.05869	1.13
221208_s_at	C11orf61	chromosome 11 open reading frame 61	0.05869	0.68
221238_at	NSBP1	nucleosomal binding protein 1	0.05869	1.27
221252_s_at	GSG1	germ cell associated 1	0.05869	1.17
221310_at	FGF14	fibroblast growth factor 14	0.05869	0.76
221395_at	TAS2R13	taste receptor, type 2, member 13	0.05869	1.14
221470_s_at	IL1F7	interleukin 1 family, member 7 (zeta)	0.05869	1.14
221521_s_at	GINS2	GINS complex subunit 2 (Psf2 homolog)	0.05869	1.76
221575_at	SCLY	selenocysteine lyase	0.05869	1.66
221754_s_at	CORO1B	coronin, actin binding protein, 1B	0.05869	0.79
222061_at	CD58	CD58 molecule	0.05869	0.77
222089_s_at	C16orf71	chromosome 16 open reading frame 71	0.05869	1.12
222302_at	222302_at	NA	0.05869	0.8
222423_at	NDFIP1	Nedd4 family interacting protein 1	0.05869	1.61
222439_s_at	THRAP3	thyroid hormone receptor associated protein 3	0.05869	1.84
222502_s_at	UFM1	ubiquitin-fold modifier 1	0.05869	0.71
222563_s_at	TNKS2	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2	0.05869	0.78
222658_s_at	APTX	aprataxin	0.05869	1.4
222755_s_at	CHD7	chromodomain helicase DNA binding protein 7	0.05869	0.76
222954_at	FBXO40	F-box protein 40	0.05869	1.12
223050_s_at	FBXW5	F-box and WD repeat domain containing 5	0.05869	1.27
223335_at	TMEM69	transmembrane protein 69	0.05869	1.44
223562_at	PARVG	parvin, gamma	0.05869	0.78
223597_at	ITLN1	intelectin 1 (galactofuranose binding)	0.05869	1.29
223722_at	DNAJC12	DnaJ (Hsp40) homolog, subfamily C, member 12	0.05869	1.55
224185_at	224185_at	CDNA FLJ39726 fis, clone SMINT2015306	0.05869	0.66
224366_s_at	REPS1	RALBP1 associated Eps domain containing 1	0.05869	0.64
224388_s_at	COL25A1	collagen, type XXV, alpha 1	0.05869	1.17
225052_at	MGC14327	hypothetical protein MGC14327	0.05869	1.38
225151_at	RTKN	rhotekin	0.05869	0.82
225220_at	SNHG8	Small nucleolar RNA host gene (non-protein coding) 8	0.05869	0.67
225332_at	KRTAP4-7	Keratin associated protein 4-7	0.05869	1.47
225419_at	C7orf11	chromosome 7 open reading frame 11	0.05869	1.54
225632_s_at	RAB43	RAB43, member RAS oncogene family	0.05869	1.42
225716_at	225716_at	Full-length cDNA clone CS0DK008YI09 of HeLa cells Cot 25-normalized of Homo sapiens (human)	0.05869	1.84
225718_at	KIAA1715	KIAA1715	0.05869	1.24
225845_at	ZBTB44	zinc finger and BTB domain containing 44	0.05869	0.7
225866_at	BXDC1	brix domain containing 1	0.05869	0.73
225997_at	MOBKL1A	MOB1, Mps One Binder kinase activator-like 1A (yeast)	0.05869	0.58
226168_at	ZFAND2B	zinc finger, AN1-type domain 2B	0.05869	1.29
226313_at	C10orf35	chromosome 10 open reading frame 35	0.05869	0.71
226330_s_at	FAM48A	family with sequence similarity 48, member A	0.05869	0.58
226676_at	ZNF521	zinc finger protein 521	0.05869	0.64
226781_at	HSPC268	hypothetical protein HSPC268	0.05869	1.79
226835_s_at	C20orf199 /// TALDO1	transaldolase 1 /// chromosome 20 open reading frame 199	0.05869	0.53
226855_at	226855_at	CDNA FLJ40954 fis, clone UTERU2010525	0.05869	1.5
227015_at	ASPHD2	aspartate beta-hydroxylase domain containing 2	0.05869	0.81
227048_at	LAMA1	laminin, alpha 1	0.05869	0.87
227089_at	227089_at	Transcribed locus	0.05869	1.37
227150_at	MTF1	metal-regulatory transcription factor 1	0.05869	1.42
227243_s_at	EBF3	early B-cell factor 3	0.05869	1.12
227430_at	ZC3H10	zinc finger CCCH-type containing 10	0.05869	1.31
227526_at	CDON	Cdon homolog (mouse)	0.05869	0.64
227965_at	227965_at	Full-length cDNA clone CS0DJ011YE02 of T cells (Jurkat cell line) Cot 10-normalized of Homo sapiens (human)	0.05869	1.29
228015_s_at	TRIM8	Tripartite motif-containing 8	0.05869	0.85
228280_at	ZC3HAV1L	zinc finger CCCH-type, antiviral 1-like	0.05869	0.46
228316_at	FLJ31438	hypothetical protein FLJ31438	0.05869	0.8
228436_at	KCNC4	potassium voltage-gated channel, Shaw-related subfamily, member 4	0.05869	1.14
228522_at	LOC642031	hypothetical protein LOC642031	0.05869	1.3
229112_at	LOC285813	hypothetical protein LOC285813	0.05869	1.48
229261_at	229261_at	Transcribed locus	0.05869	0.64
229311_at	GKAP1	G kinase anchoring protein 1	0.05869	1.17
229342_at	229342_at	CDNA FLJ32162 fis, clone PLACE6000325	0.05869	1.54
229354_at	AHRR	aryl-hydrocarbon receptor repressor	0.05869	1.13
229681_at	229681_at	NA	0.05869	0.88
229739_s_at	FAM116B	family with sequence similarity 116, member B	0.05869	0.84
230266_at	RAB7B	RAB7B, member RAS oncogene family	0.05869	0.79
230376_at	230376_at	Transcribed locus	0.05869	1.19
230782_at	LOC653381	similar to Sorbitol dehydrogenase (L-iditol 2-dehydrogenase)	0.05869	2.77
231169_at	TXLNA	Taxilin alpha	0.05869	1.74
231401_s_at	231401_s_at	NA	0.05869	1.2
231527_at	FLJ36840	Hypothetical LOC645524	0.05869	1.21
231528_at	231528_at	CDNA FLJ30460 fis, clone BRACE2009434	0.05869	1.22
231735_s_at	PRO1073	PRO1073 protein	0.05869	2
232213_at	PELI1	Pellino homolog 1 (Drosophila)	0.05869	0.66
232383_at	TFEC	transcription factor EC	0.05869	0.79
232583_at	232583_at	CDNA FLJ11435 fis, clone HEMBA1001208	0.05869	0.71
232600_at	ANKRD42	Ankyrin repeat domain 42	0.05869	1.28
232956_at	232956_at	CDNA FLJ12293 fis, clone MAMMA1001815	0.05869	1.12
233080_s_at	PRPF40A	PRP40 pre-mRNA processing factor 40 homolog A (S. cerevisiae)	0.05869	0.77
233400_at	233400_at	CDNA FLJ13671 fis, clone PLACE1011729	0.05869	0.79
233666_at	TMEM106B	transmembrane protein 106B	0.05869	1.15
233707_at	233707_at	CDNA FLJ14174 fis, clone NT2RP2002843	0.05869	1.17
234085_at	LOC728591 /// LOC731719 /// SOHLH2	spermatogenesis and oogenesis specific basic helix-loop-helix 2 /// hypothetical protein LOC728591 /// hypothetical protein LOC731719	0.05869	1.12
234244_at	BXDC5	brix domain containing 5	0.05869	1.1
234283_at	C22orf28	chromosome 22 open reading frame 28	0.05869	1.11
234388_at	LOC731848	hypothetical protein LOC731848	0.05869	1.17
234562_x_at	LOC728678 /// LOC731914	hypothetical protein LOC728678 /// hypothetical protein LOC731914	0.05869	1.62
234938_at	BACH1	BTB and CNC homology 1, basic leucine zipper transcription factor 1	0.05869	1.2
235049_at	ADCY1	adenylate cyclase 1 (brain)	0.05869	2.53
235141_at	MARVELD2	MARVEL domain containing 2	0.05869	1.44
235580_at	ZNF141	Zinc finger protein 141	0.05869	0.78
235764_at	235764_at	Transcribed locus	0.05869	0.9
235982_at	FCRL1	Fc receptor-like 1	0.05869	1.18
236204_at	236204_at	Transcribed locus	0.05869	1.19
236238_at	236238_at	NA	0.05869	1.18
236388_at	236388_at	ELISC-1	0.05869	0.75
236460_at	236460_at	Transcribed locus	0.05869	0.8
236530_at	HS1BP3	HCLS1 binding protein 3	0.05869	0.85
236611_at	236611_at	CDNA FLJ31443 fis, clone NT2NE2000808	0.05869	1.15
236619_at	236619_at	Transcribed locus	0.05869	1.12
236698_at	236698_at	Full-length cDNA clone CS0DF025YA01 of Fetal brain of Homo sapiens (human)	0.05869	0.78
237054_at	ENPP5	Ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative function)	0.05869	0.63
237171_at	237171_at	Transcribed locus	0.05869	1.15
238245_at	ENPP7	ectonucleotide pyrophosphatase/phosphodiesterase 7	0.05869	1.98
238459_x_at	SPATA6	spermatogenesis associated 6	0.05869	0.87
238564_at	KIAA1946	KIAA1946	0.05869	1.11
238935_at	RPS27L	ribosomal protein S27-like	0.05869	1.77
238937_at	ZNF420	zinc finger protein 420	0.05869	1.4
239081_at	239081_at	Transcribed locus	0.05869	0.74
239314_at	RP11-50D16.3	similar to RIKEN cDNA 8030451K01	0.05869	0.74
239380_at	C5orf27	chromosome 5 open reading frame 27	0.05869	5.28
239508_x_at	CCDC108	coiled-coil domain containing 108	0.05869	1.2
239687_at	BTBD12	BTB (POZ) domain containing 12	0.05869	0.81
239998_at	C10orf53	chromosome 10 open reading frame 53	0.05869	1.23
240226_at	240226_at	Transcribed locus	0.05869	1.12
240531_at	240531_at	Transcribed locus, weakly similar to XP_001142614.1  hypothetical protein [Pan troglodytes]	0.05869	1.14
