Probe Set ID	Gene Title	Gene Symbol	p-value	FC Absolute	Function
222544_s_at	Wolf-Hirschhorn syndrome candidate 1-like 1	WHSC1L1	0.005	-2.09	Transcription
224076_s_at	Wolf-Hirschhorn syndrome candidate 1-like 1	WHSC1L1	0.026	-1.89	Transcription
225318_at	Wolf-Hirschhorn syndrome candidate 1-like 1	WHSC1L1	0.047	-3.34	Transcription
203112_s_at	Wolf-Hirschhorn syndrome candidate 2	WHSC2	0.004	-2.54	Transcription
34225_at	Wolf-Hirschhorn syndrome candidate 2	WHSC2	0.003	-2.18	Transcription
206238_s_at	YY1 associated factor 2	YAF2	0.002	-1.73	Transcription
243561_at	YY1 associated factor 2	YAF2	0.027	-1.6	Transcription
214659_x_at	YLP motif containing 1	YLPM1	0	-2.7	Transcription
201901_s_at	YY1 transcription factor	YY1	0.029	-1.81	Transcription
1557036_at	Zinc finger and BTB domain containing 1	ZBTB1	0.007	-1.57	Transcription
205340_at	zinc finger and BTB domain containing 24	ZBTB24	0.019	-1.69	Transcription
227047_x_at	zinc finger and BTB domain containing 4	ZBTB4	0.001	-2.74	Transcription
226962_at	zinc finger and BTB domain containing 41	ZBTB41	0.044	-3.26	Transcription
204180_s_at	zinc finger and BTB domain containing 43	ZBTB43	0.013	-1.57	Transcription
204181_s_at	zinc finger and BTB domain containing 43	ZBTB43	0.006	-1.89	Transcription
219186_at	zinc finger and BTB domain containing 7A	ZBTB7A	0.04	-2.69	Transcription
226554_at	zinc finger and BTB domain containing 7A	ZBTB7A	0.002	-2.8	Transcription
223214_s_at	zinc fingers and homeoboxes 1	ZHX1	0.031	-2.19	Transcription
202778_s_at	zinc finger, MYM-type 2	ZMYM2	0.03	-2.66	Transcription
226512_at	zinc finger, MYM-type 2	ZMYM2	0.05	-2.32	Transcription
1552633_at	zinc finger protein 101	ZNF101	0.003	-1.85	Transcription
203318_s_at	zinc finger protein 148	ZNF148	0.024	-1.77	Transcription
243559_at	zinc finger protein 148	ZNF148	0.04	-1.88	Transcription
235810_at	zinc finger protein 182	ZNF182	0.03	-1.74	Transcription
244024_at	zinc finger protein 182	ZNF182	0.023	-1.54	Transcription
207513_s_at	zinc finger protein 189	ZNF189	0.027	-2.83	Transcription
228958_at	zinc finger protein 19	ZNF19	0.001	1.67	Transcription
244406_at	zinc finger protein 20 /// zinc finger protein 625	ZNF20 /// ZNF625	0.019	-1.51	Transcription
220497_at	zinc finger protein 214	ZNF214	0.03	2	Transcription
233461_x_at	zinc finger protein 226	ZNF226	0.045	-1.8	Transcription
228185_at	zinc finger protein 25	ZNF25	0.014	-4.4	Transcription
235164_at	zinc finger protein 25	ZNF25	0.008	-2.39	Transcription
219540_at	zinc finger protein 267	ZNF267	0.03	-2.21	Transcription
240155_x_at	zinc finger protein 273 ///	ZNF273 /// ZNF493 /// ZNF738	0.027	-1.53	Transcription
	zinc finger protein 493 ///				Transcription
	zinc finger protein 738				Transcription
230789_at	zinc finger protein 280B	ZNF280B	0.033	-2.54	Transcription
239107_at	zinc finger protein 280D	ZNF280D	0.02	-1.63	Transcription
218401_s_at	zinc finger protein 281	ZNF281	0.04	-1.51	Transcription
222619_at	zinc finger protein 281	ZNF281	0.041	-1.65	Transcription
236435_at	zinc finger protein 292	ZNF292	0.008	-1.55	Transcription
229614_at	zinc finger protein 320	ZNF320	0.021	-2.1	Transcription
1569251_a_at	zinc finger protein 333	ZNF333	0.009	-1.54	Transcription
240449_at	zinc finger protein 341	ZNF341	0.016	-1.5	Transcription
228711_at	zinc finger protein 37A	ZNF37A	0	-2.29	Transcription
50376_at	zinc finger protein 444	ZNF444	0.038	-1.54	Transcription
1556060_a_at	zinc finger protein 451	ZNF451	0.001	-2.21	Transcription
226575_at	zinc finger protein 462	ZNF462	0	-1.6	Transcription
1558486_at	zinc finger protein 493	ZNF493	0.018	-2.7	Transcription
227195_at	zinc finger protein 503	ZNF503	0.002	-2.45	Transcription
226327_at	zinc finger protein 507	ZNF507	0.045	-1.66	Transcription
55872_at	zinc finger protein 512B	ZNF512B	0.003	-2.06	Transcription
242343_x_at	Zinc finger protein 518A	ZNF518A	0	-2.78	Transcription
244132_x_at	Zinc finger protein 518A	ZNF518A	0.023	-1.88	Transcription
238454_at	zinc finger protein 540	ZNF540	0.047	-1.89	Transcription
232604_at	zinc finger protein 541	ZNF541	0.032	-1.69	Transcription
228099_at	zinc finger protein 550	ZNF550	0.029	-2.16	Transcription
242864_at	zinc finger protein 554	ZNF554	0.035	-1.53	Transcription
235648_at	zinc finger protein 567	ZNF567	0.042	-1.75	Transcription
243790_at	zinc finger protein 585A	ZNF585A	0.046	-1.6	Transcription
229897_at	Zinc finger protein 641	ZNF641	0.01	-1.59	Transcription
241348_at	zinc finger protein 654	ZNF654	0.041	-1.86	Transcription
242915_at	zinc finger protein 682	ZNF682	0.045	-2.2	Transcription
220661_s_at	zinc finger protein 692	ZNF692	0.039	-1.92	Transcription
222760_at	zinc finger protein 703	ZNF703	0.01	-1.62	Transcription
229700_at	zinc finger protein 738	ZNF738	0.015	-1.81	Transcription
228652_at	zinc finger protein 776	ZNF776	0.016	-2.26	Transcription
78495_at	zinc finger family member 783	ZNF783	0.016	-1.68	Transcription
1553703_at	zinc finger protein 791	ZNF791	0.001	-2.18	Transcription
1553704_x_at	zinc finger protein 791	ZNF791	0.002	-1.99	Transcription
234991_at	ZXD family zinc finger C	ZXDC	0.015	-1.57	Transcription
1568883_at	cell division cycle associated 7-like		0.032	-1.69	Transcription
213574_s_at	cullin-associated and neddylation-dissociated 2 (putative)		0.036	-1.64	Transcription
222313_at	CCR4-NOT transcription complex, subunit 2		0.012	-1.56	Transcription
225917_at	activating transcription factor 7 interacting protein		0.035	-2.17	Transcription
235607_at	heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)		0.002	-2.03	Transcription
235999_at	heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)		0.009	-1.86	Transcription
239296_at	zinc finger E-box binding homeobox 2		0.018	-1.72	Transcription
239571_at	myocyte enhancer factor 2A		0.013	-1.73	Transcription
239716_at	tripartite motif-containing 33		0.012	-1.78	Transcription
241818_at	zinc finger protein 90 homolog (mouse)		0.007	-1.95	Transcription
242121_at	ring finger protein, LIM domain interacting; similar to ring finger protein (C3H2C3 type) 6		0.023	-2.53	Transcription
1553422_s_at	ataxin 2-binding protein 1	A2BP1	0.024	-3.51	Miscellaneous
205434_s_at	AP2 associated kinase 1	AAK1	0.043	-1.78	Miscellaneous
238100_at	AP2 associated kinase 1	AAK1	0.043	-1.75	Miscellaneous
235435_at	aminoadipate-semialdehyde dehydrogenase	AASDH	0.019	-1.65	Miscellaneous
202170_s_at	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	AASDHPPT	0.008	-2.55	Miscellaneous
202804_at	ATP-binding cassette, sub-family C (CFTR/MRP), member 1	ABCC1	0.047	-1.73	Miscellaneous
213485_s_at	ATP-binding cassette, sub-family C (CFTR/MRP), member 10	ABCC10	0.031	-2.34	Miscellaneous
202502_at	acyl-Coenzyme A dehydrogenase, C-4 to C-12 straight chain	ACADM	0.047	-2.4	Miscellaneous
225529_at	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	ACAP3	0.034	-2	Miscellaneous
206690_at	amiloride-sensitive cation channel 1, neuronal	ACCN1	0	-3.6	Miscellaneous
37953_s_at	amiloride-sensitive cation channel 2, neuronal	ACCN2	0.025	-1.83	Miscellaneous
229725_at	Acyl-CoA synthetase long-chain family member 6	ACSL6	0.031	-4.32	Miscellaneous
239837_at	ADAM metallopeptidase domain 11	ADAM11	0.042	-1.97	Miscellaneous
219150_s_at	ArfGAP with dual PH domains 1	ADAP1	0.012	-1.61	Miscellaneous
227482_at	aarF domain containing kinase 1	ADCK1	0.046	-1.62	Miscellaneous
201402_at	adrenergic, beta, receptor kinase 1	ADRBK1	0.048	-1.7	Miscellaneous
225789_at	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	AGAP3	0.025	-2.58	Miscellaneous
213926_s_at	ArfGAP with FG repeats 1	AGFG1	0.001	-2.02	Miscellaneous
223182_s_at	1-acylglycerol-3-phosphate O-acyltransferase 3	AGPAT3	0.003	-1.97	Miscellaneous
223183_at	1-acylglycerol-3-phosphate O-acyltransferase 3	AGPAT3	0.017	-2.06	Miscellaneous
226783_at	alanine-glyoxylate aminotransferase 2-like 2	AGXT2L2	0.014	-1.53	Miscellaneous
226115_at	AT hook containing transcription factor 1	AHCTF1	0.049	-2.22	Miscellaneous
221569_at	Abelson helper integration site 1	AHI1	0.033	-2.58	Miscellaneous
244699_at	Abelson helper integration site 1	AHI1	0.042	-2.71	Miscellaneous
240554_at	A kinase (PRKA) anchor protein 8-like	AKAP8L	0.001	-1.86	Miscellaneous
202053_s_at	aldehyde dehydrogenase 3 family, member A2	ALDH3A2	0.043	-1.58	Miscellaneous
220148_at	aldehyde dehydrogenase 8 family, member A1	ALDH8A1	0.045	-1.79	Miscellaneous
228817_at	asparagine-linked glycosylation 9, alpha-1,2-mannosyltransferase homolog (S. cerevisiae)	ALG9	0.036	-1.71	Miscellaneous
234302_s_at	alkB, alkylation repair homolog 5 (E. coli)	ALKBH5	0.014	-2.97	Miscellaneous
225969_at	alkB, alkylation repair homolog 6 (E. coli)	ALKBH6	0.004	-2.14	Miscellaneous
52731_at	autophagy/beclin-1 regulator 1	AMBRA1	0.023	-1.87	Miscellaneous
219437_s_at	ankyrin repeat domain 11	ANKRD11	0.003	-2.35	Miscellaneous
231999_at	ankyrin repeat domain 11	ANKRD11	0.002	-2.44	Miscellaneous
216550_x_at	ankyrin repeat domain 12	ANKRD12	0.001	-3.56	Miscellaneous
216563_at	Ankyrin repeat domain 12	ANKRD12	0.009	-2.3	Miscellaneous
238851_at	ankyrin repeat domain 13A	ANKRD13A	0.001	-1.84	Miscellaneous
238642_at	ankyrin repeat domain 13 family, member D	ANKRD13D	0.007	-1.84	Miscellaneous
1558076_at	ankyrin repeat domain 32	ANKRD32	0	-2.28	Miscellaneous
216073_at	ankyrin repeat domain 34C	ANKRD34C	0.003	-1.96	Miscellaneous
214723_x_at	ankyrin repeat domain 36	ANKRD36	0	-3.37	Miscellaneous
220940_at	ankyrin repeat domain 36B	ANKRD36B	0.005	-3.79	Miscellaneous
228257_at	ankyrin repeat domain 52	ANKRD52	0.033	-1.51	Miscellaneous
226586_at	ankyrin repeat and sterile alpha motif domain containing 6	ANKS6	0.028	-1.94	Miscellaneous
200982_s_at	annexin A6	ANXA6	0.014	-1.95	Miscellaneous
201366_at	annexin A7	ANXA7	0.013	-4.41	Miscellaneous
208710_s_at	adaptor-related protein complex 3, delta 1 subunit	AP3D1	0.002	-3.27	Miscellaneous
213215_at	adaptor-related protein complex 3, sigma 2 subunit	AP3S2	0.035	-1.65	Miscellaneous
209870_s_at	amyloid beta (A4) precursor protein-binding, family A, member 2	APBA2	0.033	-1.86	Miscellaneous
208248_x_at	amyloid beta (A4) precursor-like protein 2	APLP2	0.047	-2.82	Miscellaneous
228520_s_at	Amyloid beta (A4) precursor-like protein 2	APLP2	0.029	-2.5	Miscellaneous
206738_at	apolipoprotein C-IV	APOC4	0.022	-1.76	Miscellaneous
227448_at	arginine and glutamate rich 1	ARGLU1	0.027	-2.93	Miscellaneous
217936_at	Rho GTPase activating protein 5	ARHGAP5	0.009	-2.57	Miscellaneous
201658_at	ADP-ribosylation factor-like 1	ARL1	0.045	-2.37	Miscellaneous
202208_s_at	ADP-ribosylation factor-like 4C	ARL4C	0.015	-1.7	Miscellaneous
222550_at	armadillo repeat containing 1	ARMC1	0.021	-2.61	Miscellaneous
1554480_a_at	armadillo repeat containing 10	ARMC10	0.009	-2.34	Miscellaneous
203486_s_at	armadillo repeat containing 8	ARMC8	0.006	-1.88	Miscellaneous
236966_at	armadillo repeat containing 8	ARMC8	0.013	-1.53	Miscellaneous
217858_s_at	armadillo repeat containing, X-linked 3	ARMCX3	0.035	-2.94	Miscellaneous
222444_at	armadillo repeat containing, X-linked 3	ARMCX3	0.035	-3.48	Miscellaneous
221483_s_at	cAMP-regulated phosphoprotein, 19kDa	ARPP19	0.005	-3.07	Miscellaneous
224797_at	arrestin domain containing 3	ARRDC3	0.03	-3.04	Miscellaneous
229793_at	N-acylsphingosine amidohydrolase (non-lysosomal ceramidase) 2B	ASAH2B	0.028	-1.58	Miscellaneous
224791_at	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1	ASAP1	0.007	-4.55	Miscellaneous
224796_at	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1	ASAP1	0.001	-2.58	Miscellaneous
206414_s_at	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2	ASAP2	0.036	-2.5	Miscellaneous
226861_at	ankyrin repeat and SOCS box-containing 8	ASB8	0.025	-1.63	Miscellaneous
225497_at	arginyltransferase 1	ATE1	0.037	-4.03	Miscellaneous
222700_at	atlastin GTPase 2	ATL2	0.026	-1.7	Miscellaneous
235848_x_at	Atlastin GTPase 2	ATL2	0.024	-2.46	Miscellaneous
212297_at	ATPase type 13A3	ATP13A3	0.013	-2.92	Miscellaneous
201242_s_at	ATPase, Na+/K+ transporting, beta 1 polypeptide	ATP1B1	0.01	-4.61	Miscellaneous
212255_s_at	ATPase, Ca++ transporting, type 2C, member 1	ATP2C1	0.017	-1.75	Miscellaneous
208737_at	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1	ATP6V1G1	0.026	-2.91	Miscellaneous
238765_at	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1	ATP6V1G1	0.026	-1.71	Miscellaneous
231395_at	ATPase, aminophospholipid transporter-like, class I, type 8A, member 2	ATP8A2	0.019	-3.46	Miscellaneous
226771_at	ATPase, class I, type 8B, member 2	ATP8B2	0.007	-2.73	Miscellaneous
202622_s_at	ataxin 2	ATXN2	0.033	-1.55	Miscellaneous
227732_at	ataxin 7-like 1	ATXN7L1	0.001	-1.65	Miscellaneous
226233_at	beta-1,3-N-acetylgalactosaminyltransferase 2	B3GALNT2	0.031	-1.73	Miscellaneous
1553959_a_at	UDP-Gal:betaGal beta 1,3-galactosyltransferase polypeptide 6	B3GALT6	0.038	-1.98	Miscellaneous
222870_s_at	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2	B3GNT2	0.032	-2.05	Miscellaneous
221484_at	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5	B4GALT5	0.042	-1.65	Miscellaneous
206233_at	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6	B4GALT6	0.042	-1.67	Miscellaneous
235333_at	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6	B4GALT6	0.028	-4.64	Miscellaneous
202984_s_at	BCL2-associated athanogene 5	BAG5	0.01	-2.42	Miscellaneous
211568_at	brain-specific angiogenesis inhibitor 3	BAI3	0.019	-1.86	Miscellaneous
211944_at	BAT2 domain containing 1	BAT2D1	0.007	-2.3	Miscellaneous
211946_s_at	BAT2 domain containing 1	BAT2D1	0.033	-3.06	Miscellaneous
211947_s_at	BAT2 domain containing 1	BAT2D1	0	-2.37	Miscellaneous
211948_x_at	BAT2 domain containing 1	BAT2D1	0.015	-2.51	Miscellaneous
214052_x_at	BAT2 domain containing 1	BAT2D1	0.048	-1.61	Miscellaneous
214055_x_at	BAT2 domain containing 1	BAT2D1	0.015	-2.76	Miscellaneous
230150_at	B-cell receptor-associated protein 29	BCAP29	0.01	-1.58	Miscellaneous
205263_at	B-cell CLL/lymphoma 10	BCL10	0.012	-2.47	Miscellaneous
203795_s_at	B-cell CLL/lymphoma 7A	BCL7A	0.011	-1.53	Miscellaneous
203796_s_at	B-cell CLL/lymphoma 7A	BCL7A	0.038	-1.6	Miscellaneous
204129_at	B-cell CLL/lymphoma 9	BCL9	0.05	-1.66	Miscellaneous
232449_at	beta-carotene oxygenase 2	BCO2	0.003	-1.61	Miscellaneous
211715_s_at	3-hydroxybutyrate dehydrogenase, type 1	BDH1	0.019	-1.54	Miscellaneous
231175_at	BEN domain containing 6	BEND6	0.019	-3.43	Miscellaneous
222761_at	basic, immunoglobulin-like variable motif containing	BIVM	0.032	-2.41	Miscellaneous
229478_x_at	basic, immunoglobulin-like variable motif containing	BIVM	0.002	-2.84	Miscellaneous
229589_x_at	Basic, immunoglobulin-like variable motif containing	BIVM	0.001	-1.71	Miscellaneous
203082_at	BMS1 homolog, ribosome assembly protein (yeast)	BMS1	0.009	-1.7	Miscellaneous
225821_s_at	biorientation of chromosomes in cell division 1-like	BOD1L	0.003	-2.62	Miscellaneous
235009_at	biorientation of chromosomes in cell division 1-like	BOD1L	0.006	-2.29	Miscellaneous
242594_at	biorientation of chromosomes in cell division 1-like	BOD1L	0.008	-1.76	Miscellaneous
208685_x_at	bromodomain containing 2	BRD2	0.005	-2.34	Miscellaneous
214911_s_at	bromodomain containing 2	BRD2	0.004	-2.53	Miscellaneous
202102_s_at	bromodomain containing 4	BRD4	0.001	-2.75	Miscellaneous
222737_s_at	bromodomain containing 7	BRD7	0.028	-1.74	Miscellaneous
231220_at	bruno-like 4, RNA binding protein (Drosophila)	BRUNOL4	0	-3.12	Miscellaneous
238966_at	bruno-like 4, RNA binding protein (Drosophila)	BRUNOL4	0.043	-2.79	Miscellaneous
232416_at	bruno-like 5, RNA binding protein (Drosophila)	BRUNOL5	0.003	-2.14	Miscellaneous
218004_at	BSD domain containing 1	BSDC1	0.007	-2.11	Miscellaneous
224504_s_at	BUD13 homolog (S. cerevisiae)	BUD13	0.039	-2.03	Miscellaneous
205839_s_at	benzodiazapine receptor (peripheral) associated protein 1	BZRAP1	0.021	-2.36	Miscellaneous
226313_at	chromosome 10 open reading frame 35	C10orf35	0.02	-2.3	Miscellaneous
220539_at	chromosome 10 open reading frame 92	C10orf92	0.045	-1.65	Miscellaneous
223477_s_at	chromosome 12 open reading frame 65	C12orf65	0.027	-1.9	Miscellaneous
218060_s_at	chromosome 16 open reading frame 57	C16orf57	0.001	-1.69	Miscellaneous
225981_at	chromosome 17 open reading frame 28	C17orf28	0.027	-1.61	Miscellaneous
227694_at	chromosome 1 open reading frame 201	C1orf201	0.011	-1.57	Miscellaneous
209006_s_at	chromosome 1 open reading frame 63	C1orf63	0.025	-1.93	Miscellaneous
225551_at	chromosome 1 open reading frame 71	C1orf71	0.001	-2.25	Miscellaneous
203996_s_at	chromosome 21 open reading frame 2	C21orf2	0.024	-1.93	Miscellaneous
216555_at	chromosome 22 open reading frame 30	C22orf30	0	-2.05	Miscellaneous
217118_s_at	chromosome 22 open reading frame 9	C22orf9	0.035	-3.15	Miscellaneous
204757_s_at	C2CD2-like	C2CD2L	0.027	-2.48	Miscellaneous
230379_x_at	chromosome 2 open reading frame 56	C2orf56	0.046	-1.93	Miscellaneous
209285_s_at	chromosome 3 open reading frame 63	C3orf63	0.034	-2.26	Miscellaneous
228106_at	chromosome 4 open reading frame 30	C4orf30	0.036	-2.04	Miscellaneous
224875_at	chromosome 5 open reading frame 24	C5orf24	0.014	-2.27	Miscellaneous
225957_at	chromosome 5 open reading frame 41	C5orf41	0.03	-1.81	Miscellaneous
226301_at	chromosome 6 open reading frame 192	C6orf192	0.041	-2.08	Miscellaneous
218195_at	chromosome 6 open reading frame 211	C6orf211	0.047	-2.5	Miscellaneous
208809_s_at	chromosome 6 open reading frame 62	C6orf62	0.013	-2.58	Miscellaneous
222309_at	Chromosome 6 open reading frame 62	C6orf62	0.005	-1.77	Miscellaneous
225729_at	chromosome 6 open reading frame 89	C6orf89	0.047	-2.16	Miscellaneous
225437_s_at	chromosome 7 open reading frame 27	C7orf27	0.036	-1.52	Miscellaneous
220659_s_at	chromosome 7 open reading frame 43	C7orf43	0.001	-1.84	Miscellaneous
226434_at	chromosome 7 open reading frame 47	C7orf47	0.006	-1.63	Miscellaneous
226780_s_at	chromosome 7 open reading frame 55	C7orf55	0.035	-1.57	Miscellaneous
228174_at	chromosome 9 open reading frame 126	C9orf126	0.017	-3.64	Miscellaneous
225146_at	chromosome 9 open reading frame 25	C9orf25	0.022	-2.79	Miscellaneous
225377_at	chromosome 9 open reading frame 86	C9orf86	0.039	-2.07	Miscellaneous
204811_s_at	calcium channel, voltage-dependent, alpha 2/delta subunit 2	CACNA2D2	0.009	-2.75	Miscellaneous
210185_at	calcium channel, voltage-dependent, beta 1 subunit	CACNB1	0.026	-1.85	Miscellaneous
1559419_at	calcium channel, voltage-dependent, beta 2 subunit	CACNB2	0.004	-1.56	Miscellaneous
1559420_x_at	calcium channel, voltage-dependent, beta 2 subunit	CACNB2	0.008	-2.04	Miscellaneous
244682_at	calmodulin regulated spectrin-associated protein 1	CAMSAP1	0.006	-1.57	Miscellaneous
213547_at	cullin-associated and neddylation-dissociated 2 (putative)	CAND2	0.049	-2.61	Miscellaneous
212971_at	cysteinyl-tRNA synthetase	CARS	0.034	-3.65	Miscellaneous
238549_at	core-binding factor, runt domain, alpha subunit 2; translocated to, 2	CBFA2T2	0.002	-1.73	Miscellaneous
1553693_s_at	carbonyl reductase 4	CBR4	0.013	-1.73	Miscellaneous
1553972_a_at	cystathionine-beta-synthase	CBS	0.05	-1.93	Miscellaneous
209715_at	chromobox homolog 5 (HP1 alpha homolog, Drosophila)	CBX5	0.012	-1.92	Miscellaneous
226085_at	chromobox homolog 5 (HP1 alpha homolog, Drosophila)	CBX5	0.014	-1.97	Miscellaneous
203450_at	chibby homolog 1 (Drosophila)	CBY1	0.04	-1.66	Miscellaneous
224946_s_at	coiled-coil domain containing 115	CCDC115	0.018	-2.19	Miscellaneous
225644_at	coiled-coil domain containing 117	CCDC117	0.024	-2.37	Miscellaneous
222525_s_at	coiled-coil domain containing 25	CCDC25	0.044	-1.84	Miscellaneous
