Probe	ChipID	name	FOLD PL 21-17	FOLD AM 21-17	 RATIO AM vs PL 	P_INT_GEA_R_AGE_TR
RAE230A:1371598_at	1371598_at	"Transcribed sequence with strong similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only"	0.58	0.66	1.14	
RAE230A:1372217_at	1372217_at	"Similar to hypothetical protein MGC45714 (LOC303332), mRNA"	0.58	0.66	1.14	
RAE230A:1374693_at	1374693_at	"Hypothetical LOC315760 (LOC315760), mRNA"	0.58	0.66	1.14	
RAE230A:1369186_at	1369186_at	caspase 1	1.31	1.49	1.14	
RAE230A:1368674_at	1368674_at	liver glycogen phosphorylase	0.51	0.58	1.14	
RAE230A:1372024_at	1372024_at	Transcribed sequences	0.51	0.58	1.14	
RAE230A:1374061_at	1374061_at	"Similar to RIKEN cDNA 1110055L24 (LOC295629), mRNA"	1.97	2.24	1.14	
RAE230A:1371064_at	1371064_at	pericentriolar material 1	0.66	0.75	1.14	
RAE230A:1369941_at	1369941_at	rap7a	1.4	1.59	1.14	
RAE230A:1370098_at	1370098_at	synaptobrevin-like 1	0.59	0.67	1.14	
RAE230A:1375566_at	1375566_at	"Similar to AT1 receptor-associated protein (LOC298646), mRNA"	0.59	0.67	1.14	
RAE230A:1376790_at	1376790_at	Transcribed sequences	0.37	0.42	1.14	
RAE230A:1377151_at	1377151_at	Transcribed sequences	0.74	0.84	1.14	
RAE230A:1368943_at	1368943_at	"ribonuclease, RNase A family 4"	0.52	0.59	1.13	
RAE230A:1374019_at	1374019_at	Transcribed sequence with moderate similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase	0.67	0.76	1.13	
RAE230A:1376893_at	1376893_at	Transcribed sequences	0.6	0.68	1.13	
RAE230A:1371253_at	1371253_at	"electron transferring flavoprotein, alpha polypeptide"	0.75	0.85	1.13	
RAE230A:1389073_at	1389073_at	"Similar to RIKEN cDNA 2700029E10 (LOC306014), mRNA"	1.35	1.53	1.13	
RAE230A:1372676_at	1372676_at	"Similar to RIKEN cDNA 1110025H10 (LOC302980), mRNA"	1.51	1.71	1.13	
RAE230A:1389667_at	1389667_at	no description	1.89	2.14	1.13	
RAE230A:1388791_at	1388791_at	"Similar to 2810022L02Rik protein (LOC316426), mRNA"	0.53	0.6	1.13	
RAE230A:1387884_at	1387884_at	"proteasome (prosome, macropain) subunit, alpha type 5"	0.76	0.86	1.13	
RAE230A:1373499_at	1373499_at	growth arrest specific 5	1.45	1.64	1.13	
RAE230A:1398335_at	1398335_at	"Similar to tweety homolog 2 (LOC304315), mRNA"	0.69	0.78	1.13	
RAE230A:1388663_at	1388663_at	no description	0.69	0.78	1.13	
RAE230A:1388753_at	1388753_at	"Similar to sulfatase FP (LOC311642), mRNA"	0.46	0.52	1.13	
RAE230A:1387805_at	1387805_at	"BCL2/adenovirus E1B 19 kDa-interacting protein 3, nuclear gene for mitochondrial product"	0.46	0.52	1.13	
RAE230A:1374244_at	1374244_at	Transcribed sequences	0.46	0.52	1.13	
RAE230A:1370228_at	1370228_at	Transferrin	0.31	0.35	1.13	
RAE230A:1375345_at	1375345_at	Transcribed sequence with strong similarity to protein ref:NP_055070.1 (H.sapiens) transmembrane protein 4 [Homo sapiens]	0.62	0.7	1.13	
RAE230A:1389333_at	1389333_at	"Similar to F-box protein FBA (LOC362177), mRNA"	0.62	0.7	1.13	
RAE230A:1374628_at	1374628_at	"Similar to crystallin, zeta (LOC362061), mRNA"	0.62	0.7	1.13	
RAE230A:1389147_at	1389147_at	"Transcribed sequence with strong similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only"	0.7	0.79	1.13	
RAE230A:1367715_at	1367715_at	"tumor necrosis factor receptor superfamily, member 1a"	1.4	1.58	1.13	
RAE230A:1375933_at	1375933_at	Transcribed sequence with weak similarity to protein pir:S26689 (M.musculus) S26689 hypothetical protein hc1 - mouse	0.55	0.62	1.13	
RAE230A:1376567_at	1376567_at	Transcribed sequences	0.55	0.62	1.13	
RAE230A:1368661_at	1368661_at	"solute carrier family 13, member 2"	2.52	2.84	1.13	
RAE230A:1376640_at	1376640_at	"Similar to hypothetical protein (LOC307138), mRNA"	0.71	0.8	1.13	
RAE230A:1388776_at	1388776_at	"Similar to scotin (LOC301013), mRNA"	0.72	0.81	1.13	
RAE230A:1370351_at	1370351_at	tudor repeat associator with PCTAIRE 2	1.44	1.62	1.13	
RAE230A:1372421_at	1372421_at	"Similar to N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase precursor (Glycosylasparaginase) (Aspartylglucosaminidase) (N4-(N-acetyl-beta-glucosaminyl)-L-asparagine amidase) (AGA) (LOC290923), mRNA"	0.4	0.45	1.13	
RAE230A:1386871_at	1386871_at	glutathione peroxidase 4	0.56	0.63	1.13	
RAE230A:1382048_at	1382048_at	"Similar to ATPase, H+ transporting, V1 subunit A, isoform 1 (LOC360716), mRNA"	0.65	0.73	1.12	
RAE230A:1374804_at	1374804_at	"Similar to Autoantigen NGP-1 (LOC362593), mRNA"	0.65	0.73	1.12	
RAE230A:1389345_at	1389345_at	Transcribed sequences	0.57	0.64	1.12	
RAE230A:1368205_at	1368205_at	complement factor I	0.57	0.64	1.12	
RAE230A:1389558_at	1389558_at	Transcribed sequences	0.57	0.64	1.12	
RAE230A:1387260_at	1387260_at	Kruppel-like factor 4 (gut)	1.71	1.92	1.12	
RAE230A:1372131_at	1372131_at	"Similar to Ubqln2 protein (LOC317396), mRNA"	0.49	0.55	1.12	
RAE230A:1387651_at	1387651_at	aquaporin 1	1.47	1.65	1.12	
RAE230A:1376579_at	1376579_at	"Similar to leucine aminopeptidase (LOC289668), mRNA"	2.29	2.57	1.12	
RAE230A:1377088_at	1377088_at	"Similar to RIKEN cDNA 2310046K01 (LOC311536), mRNA"	2.62	2.94	1.12	
RAE230A:1398252_at	1398252_at	nuclear receptor binding factor 1	1.72	1.93	1.12	
RAE230A:1371932_at	1371932_at	"Similar to hypothetical protein FLJ38482 (LOC361137), mRNA"	0.41	0.46	1.12	
RAE230A:1388394_at	1388394_at	"Similar to Alanyl-tRNA synthetase (Alanine--tRNA ligase) (AlaRS) (LOC292023), mRNA"	0.66	0.74	1.12	
RAE230A:1371749_at	1371749_at	"Similar to 2210021J22Rik protein (LOC362975), mRNA"	0.66	0.74	1.12	
RAE230A:1383829_at	1383829_at	"Similar to HMG-box transcription factor BBX (LOC303970), mRNA"	0.66	0.74	1.12	
RAE230A:1371951_at	1371951_at	four and a half LIM domains 2	1.42	1.59	1.12	
RAE230A:1375363_at	1375363_at	Transcribed sequences	0.67	0.75	1.12	
RAE230A:1387048_at	1387048_at	"nuclear RNA helicase, DECD variant of DEAD box family"	1.34	1.5	1.12	
RAE230A:1367860_a_at	1367860_a_at	"matrix metalloproteinase 14, membrane-inserted"	0.59	0.66	1.12	
RAE230A:1371663_at	1371663_at	"Similar to expressed sequence AW556797 (LOC315329), mRNA"	0.59	0.66	1.12	
RAE230A:1374067_at	1374067_at	"Similar to 2700078E11Rik protein (LOC365493), mRNA"	0.68	0.76	1.12	
RAE230A:1374431_at	1374431_at	"Similar to ATPase, H+ transporting, V1 subunit A, isoform 1 (LOC360716), mRNA"	0.51	0.57	1.12	
RAE230A:1369994_at	1369994_at	calcitonin gene-related peptide-receptor component protein	0.51	0.57	1.12	
RAE230A:1370907_at	1370907_at	sialyltransferase 1	0.6	0.67	1.12	
RAE230A:1367601_at	1367601_at	"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2"	0.6	0.67	1.12	
RAE230A:1387061_at	1387061_at	junction plakoglobin	1.46	1.63	1.12	
RAE230A:1375259_at	1375259_at	Transcribed sequences	0.69	0.77	1.12	
RAE230A:1370941_at	1370941_at	"platelet derived growth factor receptor, alpha polypeptide"	0.69	0.77	1.12	
RAE230A:1388805_at	1388805_at	"protein phosphatase 2a, catalytic subunit, alpha isoform"	1.38	1.54	1.12	
RAE230A:1398445_at	1398445_at	"Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only"	0.52	0.58	1.12	
RAE230A:1388782_at	1388782_at	transcription factor 21	0.61	0.68	1.11	
RAE230A:1377385_at	1377385_at	Transcribed sequence with weak similarity to protein pir:T46471 (H.sapiens) T46471 hypothetical protein DKFZp434L0130.1 - human	1.66	1.85	1.11	
RAE230A:1368515_at	1368515_at	erythrocyte protein band 4.1-like 3	1.58	1.76	1.11	
RAE230A:1389397_at	1389397_at	Transcribed sequences	0.44	0.49	1.11	
RAE230A:1387090_a_at	1387090_a_at	LIM motif-containing protein kinase 2	0.53	0.59	1.11	
RAE230A:1388358_at	1388358_at	"Similar to RIKEN cDNA 0610009I16 (LOC292845), mRNA"	0.62	0.69	1.11	
RAE230A:1369319_at	1369319_at	glutamate transporter EAAC1 interacting protein	0.62	0.69	1.11	
RAE230A:1387664_at	1387664_at	"ATPase, H+ transporting, lysosomal (vacuolar proton pump), beta 56/58 kDa, isoform 2"	0.36	0.4	1.11	
RAE230A:1387860_at	1387860_at	calpain 2	0.45	0.5	1.11	
RAE230A:1371684_at	1371684_at	"Similar to Pelo protein (LOC294754), mRNA"	0.72	0.8	1.11	
RAE230A:1368075_at	1368075_at	"lipase A, lysosomal acid"	0.54	0.6	1.11	
RAE230A:1398925_at	1398925_at	"Similar to RIKEN cDNA 1300018I05 (LOC309656), mRNA"	0.54	0.6	1.11	
RAE230A:1373946_at	1373946_at	Transcribed sequence with weak similarity to protein ref:NP_114111.1 (H.sapiens) hypothetical protein MGC3195 [Homo sapiens]	0.63	0.7	1.11	
RAE230A:1374527_at	1374527_at	"Similar to hypothetical protein D4Ertd765e (LOC298381), mRNA"	0.63	0.7	1.11	
RAE230A:1372836_at	1372836_at	Transcribed sequences	0.63	0.7	1.11	
RAE230A:1373687_at	1373687_at	hypothetical protein	0.64	0.71	1.11	
RAE230A:1388444_at	1388444_at	"Similar to RIKEN cDNA 1300013G12 (LOC304766), mRNA"	0.74	0.82	1.11	
RAE230A:1386983_at	1386983_at	hydroxymethylbilane synthase	0.65	0.72	1.11	
RAE230A:1376191_at	1376191_at	NAD-dependent 15-hydroxyprostaglandin dehydrogenase	2.42	2.68	1.11	
RAE230A:1367834_at	1367834_at	spermidine synthase	1.49	1.65	1.11	
RAE230A:1373536_at	1373536_at	no description	0.28	0.31	1.11	
RAE230A:1389687_at	1389687_at	"Similar to Ahi-1 isoform I (LOC308923), mRNA"	0.28	0.31	1.11	
RAE230A:1368622_at	1368622_at	fructose bisphosphatase 2	0.56	0.62	1.11	
RAE230A:1386992_at	1386992_at	protein kinase C-like 1	0.66	0.73	1.11	
RAE230A:1389154_at	1389154_at	"Similar to lipoic acid synthetase (LOC305348), mRNA"	1.42	1.57	1.11	
RAE230A:1375845_at	1375845_at	"Similar to 1500031O19Rik protein (LOC292486), mRNA"	1.42	1.57	1.11	
RAE230A:1367523_at	1367523_at	"Similar to hypothetical protein, 2-6 (LOC292074), mRNA"	0.57	0.63	1.11	
RAE230A:1377040_a_at	1377040_a_at	no description	0.57	0.63	1.11	
RAE230A:1373090_at	1373090_at	"Ac2-238 mRNA, complete cds"	1.62	1.79	1.1	
RAE230A:1386890_at	1386890_at	"S-100 related protein, clone 42C"	1.25	1.38	1.1	
RAE230A:1372091_at	1372091_at	MID1 interacting G12-like protein	1.35	1.49	1.1	
RAE230A:1369922_at	1369922_at	RDCR-0918-3 protein	0.58	0.64	1.1	
RAE230A:1387132_at	1387132_at	"lipase, hormone sensitive"	1.66	1.83	1.1	
RAE230A:1376492_at	1376492_at	"Similar to hypothetical protein CAB56184 (LOC287134), mRNA"	0.59	0.65	1.1	
RAE230A:1374697_at	1374697_at	neuronal RhoA GEF protein	0.59	0.65	1.1	
RAE230A:1398369_at	1398369_at	Transcribed sequence with weak similarity to protein ref:NP_062289.1 (M.musculus) nuclear localization signals binding protein 1 [Mus musculus]	0.69	0.76	1.1	
RAE230A:1388556_at	1388556_at	syntaxin 6	0.69	0.76	1.1	
RAE230A:1375686_at	1375686_at	peptidylprolyl isomerase (cyclophilin)-like 3	1.48	1.63	1.1	
RAE230A:1372755_at	1372755_at	"mal, T-cell differentiation protein 2"	1.68	1.85	1.1	
RAE230A:1370912_at	1370912_at	heat shock 70kD protein 1A	1.39	1.53	1.1	
RAE230A:1382714_at	1382714_at	"Similar to CG11206-PA (LOC313672), mRNA"	0.3	0.33	1.1	
RAE230A:1376366_at	1376366_at	"Similar to snapin (LOC295217), mRNA"	0.7	0.77	1.1	
RAE230A:1398793_at	1398793_at	cell division cycle 5-like (S. pombe)	0.7	0.77	1.1	
RAE230A:1374516_at	1374516_at	Transcribed sequences	1.5	1.65	1.1	
RAE230A:1398441_at	1398441_at	"Similar to SH2/SH3 adaptor protein (LOC316369), mRNA"	1.41	1.55	1.1	
RAE230A:1368586_at	1368586_at	zymogen granule protein 16	1.52	1.67	1.1	
RAE230A:1375295_at	1375295_at	citrate synthase	1.42	1.56	1.1	
RAE230A:1376666_at	1376666_at	"Similar to Suppressor of cytokine signaling 6 (SOCS-6) (Cytokine-inducible SH2 protein 4) (CIS-4) (LOC307200), mRNA"	1.32	1.45	1.1	
RAE230A:1370281_at	1370281_at	"fatty acid binding protein 5, epidermal"	0.61	0.67	1.1	
RAE230A:1389467_at	1389467_at	Transcribed sequence with moderate similarity to protein ref:NP_060756.1 (H.sapiens) hypothetical protein FLJ10970 [Homo sapiens]	0.61	0.67	1.1	
RAE230A:1372884_at	1372884_at	Transcribed sequences	0.61	0.67	1.1	
RAE230A:1387024_at	1387024_at	dual specificity phosphatase 6	1.53	1.68	1.1	
RAE230A:1367636_at	1367636_at	insulin-like growth factor 2 receptor	0.41	0.45	1.1	
RAE230A:1387864_at	1387864_at	kinase D-interacting substance of 220 kDa	0.72	0.79	1.1	
RAE230A:1373055_at	1373055_at	Transcribed sequences	0.62	0.68	1.1	
RAE230A:1367843_at	1367843_at	"aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)"	0.63	0.69	1.1	
RAE230A:1390602_a_at	1390602_a_at	Transcribed sequences	0.74	0.81	1.09	
RAE230A:1398915_at	1398915_at	"Similar to CG14977-PA (LOC360776), mRNA"	0.74	0.81	1.09	
RAE230A:1374515_at	1374515_at	"Similar to RIKEN cDNA 6330409N04 (LOC290303), mRNA"	0.53	0.58	1.09	
RAE230A:1376290_at	1376290_at	Transcribed sequences	0.32	0.35	1.09	
RAE230A:1398782_at	1398782_at	N-ethylmaleimide sensitive fusion protein attachment protein alpha	0.64	0.7	1.09	
RAE230A:1374124_at	1374124_at	"Similar to carboxy terminus of Hsp70-interacting protein (LOC287155), mRNA"	0.64	0.7	1.09	
RAE230A:1389334_at	1389334_at	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 10	1.39	1.52	1.09	
RAE230A:1372843_at	1372843_at	"LOC363020 (LOC363020), mRNA"	0.75	0.82	1.09	
RAE230A:1375209_at	1375209_at	"Similar to RIKEN cDNA 9430097N02 (LOC303888), mRNA"	0.54	0.59	1.09	
RAE230A:1373846_at	1373846_at	"Similar to RIKEN cDNA 5730434I03 gene (LOC305284), mRNA"	0.65	0.71	1.09	
RAE230A:1376047_at	1376047_at	"Similar to ATP sulfurylase/APS kinase 2 (LOC294103), mRNA"	0.65	0.71	1.09	
RAE230A:1398847_at	1398847_at	diphosphoinositol polyphosphate phosphohydolase type II	1.64	1.79	1.09	
RAE230A:1370725_a_at	1370725_a_at	"glucose-6-phosphatase, catalytic"	0.22	0.24	1.09	
RAE230A:1370151_at	1370151_at	carbamoyl-phosphate synthetase 1	0.55	0.6	1.09	
RAE230A:1389551_at	1389551_at	"Similar to Lactamase, beta 2 (LOC297768), mRNA"	0.66	0.72	1.09	
RAE230A:1388206_a_at	1388206_a_at	eukaryotic initiation factor 5 (eIF-5)	0.77	0.84	1.09	
RAE230A:1367849_at	1367849_at	syndecan 1	1.66	1.81	1.09	
RAE230A:1376687_at	1376687_at	"Similar to Ubiquitin carboxyl-terminal hydrolase 1 (Ubiquitin thiolesterase 1) (Ubiquitin-specific processing protease 1) (Deubiquitinating enzyme 1) (hUBP) (LOC313387), mRNA"	1.44	1.57	1.09	
RAE230A:1369967_at	1369967_at	citrate synthase	1.33	1.45	1.09	
RAE230A:1374729_at	1374729_at	Transcribed sequences	0.67	0.73	1.09	
RAE230A:1368278_at	1368278_at	"lectin, galactoside-binding, soluble, 2 (galectin 2)"	1.23	1.34	1.09	
RAE230A:1373650_at	1373650_at	"Similar to cytidine monophospho-N-acetylneuraminic acid synthetase (LOC312826), mRNA"	0.56	0.61	1.09	
RAE230A:1398421_at	1398421_at	Transcribed sequence with strong similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase	1.35	1.47	1.09	
RAE230A:1368655_at	1368655_at	proteoglycan peptide core protein	1.47	1.6	1.09	
RAE230A:1371108_a_at	1371108_a_at	"ATPase, Na+K+ transporting, alpha 1"	1.36	1.48	1.09	
RAE230A:1390281_a_at	1390281_a_at	"Similar to RIKEN cDNA 1500041J02 (LOC362810), mRNA"	0.68	0.74	1.09	
RAE230A:1375889_at	1375889_at	"Similar to spermine synthase (LOC311561), mRNA"	0.68	0.74	1.09	
RAE230A:1370806_at	1370806_at	hypothetical protein RMT-7	0.69	0.75	1.09	
RAE230A:1374611_at	1374611_at	signal transducer and activator of transcription 5B	0.69	0.75	1.09	
RAE230A:1381968_at	1381968_at	"Similar to cellular repressor of E1A-stimulated genes CREG (LOC289185), mRNA"	0.23	0.25	1.09	
RAE230A:1383059_a_at	1383059_a_at	"Similar to testis-specific gene (LOC361202), mRNA"	0.58	0.63	1.09	
RAE230A:1376622_at	1376622_at	Transcribed sequences	1.63	1.77	1.09	
RAE230A:1373337_at	1373337_at	"Similar to glyoxylate reductase/hydroxypyruvate reductase (LOC298085), mRNA"	0.59	0.64	1.08	
RAE230A:1389622_at	1389622_at	"Similar to Calcium-binding mitochondrial carrier protein Aralar2 (Solute carrier family 25, member 13) (Citrin) (LOC296855), mRNA"	0.59	0.64	1.08	
RAE230A:1372805_at	1372805_at	"LOC363015 (LOC363015), mRNA"	0.71	0.77	1.08	
RAE230A:1376248_at	1376248_at	"Similar to cytosolic sulfotransferase (LOC292915), mRNA"	2.27	2.46	1.08	
RAE230A:1373078_at	1373078_at	Transcribed sequences	1.68	1.82	1.08	
RAE230A:1388874_at	1388874_at	Transcribed sequences	0.6	0.65	1.08	
RAE230A:1376705_a_at	1376705_a_at	"Similar to Rab24 protein (LOC361208), mRNA"	0.72	0.78	1.08	
RAE230A:1377533_at	1377533_at	Transcribed sequences	0.24	0.26	1.08	
RAE230A:1389481_at	1389481_at	similar to GI:13385412-like protein splice form I	0.73	0.79	1.08	
RAE230A:1375422_at	1375422_at	no description	0.61	0.66	1.08	
RAE230A:1368241_a_at	1368241_a_at	flotillin 1	0.61	0.66	1.08	
RAE230A:1372801_at	1372801_at	"Similar to RIKEN cDNA 2310003A05 (LOC361323), mRNA"	0.61	0.66	1.08	
RAE230A:1370265_at	1370265_at	"arrestin, beta 2"	0.61	0.66	1.08	
RAE230A:1368084_at	1368084_at	deoxyribonuclease I	8.3	8.98	1.08	
RAE230A:1370848_at	1370848_at	"solute carrier family 2,member 1"	0.49	0.53	1.08	
RAE230A:1387414_at	1387414_at	dual oxidase 2	3.21	3.47	1.08	
RAE230A:1388624_at	1388624_at	Transcribed sequence with strong similarity to protein ref:NP_077017.1 (H.sapiens) hypothetical protein EST00098 [Homo sapiens]	0.5	0.54	1.08	
RAE230A:1398923_at	1398923_at	"Similar to D11Bwg0434e protein (LOC287453), mRNA"	0.75	0.81	1.08	
RAE230A:1388128_at	1388128_at	actin-related protein 3 homolog (yeast)	1.38	1.49	1.08	
RAE230A:1390010_at	1390010_at	nuclear receptor coactivator 1	0.63	0.68	1.08	
RAE230A:1375941_at	1375941_at	"Similar to RIKEN cDNA 1300006M19 (LOC304282), mRNA"	1.4	1.51	1.08	
RAE230A:1389392_at	1389392_at	Transcribed sequences	0.39	0.42	1.08	
RAE230A:1374073_at	1374073_at	"Similar to DNA segment, Chr 11, ERATO Doi 18, expressed (LOC303333), mRNA"	1.58	1.7	1.08	
RAE230A:1374428_at	1374428_at	"Similar to Kinesin-like protein KIF3B (Microtubule plus end-directed kinesin motor 3B) (LOC296284), mRNA"	0.66	0.71	1.08	
RAE230A:1389483_at	1389483_at	"Similar to KIAA0877 protein (LOC315496), mRNA"	0.66	0.71	1.08	
RAE230A:1388616_at	1388616_at	"CDNA clone MGC:72955 IMAGE:6918453, complete cds"	1.46	1.57	1.08	
RAE230A:1367805_at	1367805_at	glutaminase	1.33	1.43	1.08	
RAE230A:1388557_at	1388557_at	Transcribed sequences	1.47	1.58	1.07	
RAE230A:1390717_at	1390717_at	"Similar to chromosome 20 open reading frame 155 (LOC298351), mRNA"	0.67	0.72	1.07	
RAE230A:1376785_at	1376785_at	synaptonemal complex protein 3	0.67	0.72	1.07	
RAE230A:1372175_at	1372175_at	Transcribed sequences	1.34	1.44	1.07	
RAE230A:1374896_at	1374896_at	Transcribed sequences	0.54	0.58	1.07	
RAE230A:1367783_at	1367783_at	GABA(A) receptor-associated protein like 2	0.68	0.73	1.07	
RAE230A:1386862_at	1386862_at	annexin 5	0.55	0.59	1.07	
RAE230A:1388619_at	1388619_at	"Similar to radixin=esp10 product (LOC315655), mRNA"	0.55	0.59	1.07	
RAE230A:1390374_at	1390374_at	fibroblast growth factor receptor-like 1	0.55	0.59	1.07	
RAE230A:1374976_a_at	1374976_a_at	acyl-coenzyme A:cholesterol acyltransferase	0.55	0.59	1.07	
RAE230A:1398814_at	1398814_at	"RAB11a, member RAS oncogene family"	0.69	0.74	1.07	
RAE230A:1390827_at	1390827_at	Transcribed sequences	0.69	0.74	1.07	
RAE230A:1374009_at	1374009_at	Transcribed sequences	0.69	0.74	1.07	
RAE230A:1370662_a_at	1370662_a_at	"adaptor-related protein complex 2, beta 1 subunit"	1.38	1.48	1.07	
RAE230A:1388440_at	1388440_at	"Similar to RIKEN cDNA 0610008A10 (LOC300802), mRNA"	0.56	0.6	1.07	
RAE230A:1376158_at	1376158_at	Transcribed sequences	0.14	0.15	1.07	
RAE230A:1370200_at	1370200_at	glutamate dehydrogenase 1	1.4	1.5	1.07	
RAE230A:1386988_at	1386988_at	DEAF-1 related transcriptional regulator (NUDR)	0.7	0.75	1.07	
RAE230A:1372042_at	1372042_at	"Similar to RIKEN cDNA 9430096L06 (LOC291813), mRNA"	0.57	0.61	1.07	
RAE230A:1370599_a_at	1370599_a_at	"protein tyrosine phosphatase, receptor type, D"	0.43	0.46	1.07	
RAE230A:1372714_at	1372714_at	Transcribed sequences	0.72	0.77	1.07	
RAE230A:1367815_at	1367815_at	"solute carrier family 5, member 6"	0.58	0.62	1.07	
RAE230A:1373894_at	1373894_at	Transcribed sequences	0.73	0.78	1.07	
RAE230A:1389118_s_at	1389118_s_at	Transcribed sequence with strong similarity to protein ref:NP_065723.1 (H.sapiens) S100-type calcium binding protein A14 [Homo sapiens]	3.55	3.79	1.07	
RAE230A:1389969_at	1389969_at	TOM40 protein	1.64	1.75	1.07	
RAE230A:1372408_at	1372408_at	"Similar to ADP-ribosylation factor binding protein GGA2 (Golgi-localized, gamma ear-containing, ARF-binding protein 2) (Gamma-adaptin related protein 2) (Vear) (VHS domain and ear domain of gamma-adaptin) (LOC293455), mRNA"	0.45	0.48	1.07	
RAE230A:1371262_at	1371262_at	"Partial mRNA for immunoglobulin heavy chain variable region (IGHV gene), clone MZ1801-17"	1.5	1.6	1.07	
RAE230A:1368460_at	1368460_at	"solute carrier family 2, member 5"	2.11	2.25	1.07	
RAE230A:1389956_a_at	1389956_a_at	no description	0.76	0.81	1.07	
RAE230A:1386909_a_at	1386909_a_at	voltage-dependent anion channel 1	1.52	1.62	1.07	
RAE230A:1390383_at	1390383_at	adipose differentiation-related protein	0.76	0.81	1.07	
RAE230A:1375303_at	1375303_at	Transcribed sequence with weak similarity to protein ref:NP_006448.1 (H.sapiens) LIM protein	2.13	2.27	1.07	
RAE230A:1374790_at	1374790_at	"Similar to hypothetical protein CAB56184 (LOC287134), mRNA"	0.61	0.65	1.07	
RAE230A:1398892_at	1398892_at	epididymal secretory protein 1	0.46	0.49	1.07	
