UID	NAME	C1	C3	C2	EH2	EH6	EH3	EH5	EH1	EH4
A_01_P013957	||  || A_01_P013957 ||  || ILLUMIGEN_MCQ_34903 Katze_MMPL1 Macaca mulatta cDNA clone IBIUW:13555 5 similar to Bases 1 to 644 highly similar to human C21orf91 (Hs.293811), mRNA sequence [CN804671] ||  ||  || 6283277	0.44	-0.31	-0.15	0.97	1.27	0.97	1.4	0.64	0.72
A_01_P005120	||  || A_01_P005120 ||  || Homo sapiens guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1 (GNB2L1), mRNA. [NM_006098] ||  ||  || 6276988	-1.23	-0.99	-1.12	-0.32	-0.32	-0.32	0.14	-0.72	-0.25
A_01_P017432	||  || A_01_P017432 ||  || Homo sapiens ST6 beta-galactosamide alpha-2,6-sialyltranferase 1 (ST6GAL1), transcript variant 2, mRNA. [NM_003032] ||  ||  || 6289149	-0.59	-0.12	-1.04	2.96	0.02	2.97	2.54	0.88	2.68
A_01_P008683	||  || A_01_P008683 ||  || Homo sapiens protein predicted by clone 23733 (HSU79274), mRNA. [NM_013300] ||  ||  || 6285213	-0.13	0.12	-0.48	0.78	0.55	0.91	0.75	0.36	0.51
A_01_P006352	||  || A_01_P006352 ||  || PREDICTED: Macaca mulatta hypothetical protein LOC711376 (LOC711376), mRNA [XR_012406] ||  ||  || 6285759	-0.8	-0.92	-0.21	0.04	0.74	0.2	0.18	0.5	0.15
A_01_P016420	||  || A_01_P016420 ||  || Homo sapiens cellular repressor of E1A-stimulated genes (CREG), mRNA [NM_003851] ||  ||  || 6272084	-1.11	-0.12	-0.47	1.06	0.33	0.41	0.91	0.35	0.31
A_01_P007197	||  || A_01_P007197 ||  || Homo sapiens hypothetical gene CG018 (CG018), mRNA [NM_052818] ||  ||  || 6288147	-2.16	-1.49	-0.93	-0.12	0.82	0.55	-0.27	0.98	-0.78
A_01_P002860	||  || A_01_P002860 ||  || Homo sapiens CGI-09 protein (CGI-09), mRNA [NM_015939] ||  ||  || 6273634	-0.62	-1.31	-1.37	0.1	-0.13	-0.44	-0.06	-0.3	-0.36
A_01_P007350	||  || A_01_P007350 ||  || Homo sapiens transforming growth factor, beta receptor I (activin A receptor type II-like kinase, 53kDa) (TGFBR1), mRNA [NM_004612] ||  ||  || 6272031	-1.23	-1.23	-0.92	0.72	0.98	0.68	-0.07	0.25	-0.71
A_01_P005473	||  || A_01_P005473 ||  || Homo sapiens hypothetical protein FLJ22649 similar to signal peptidase SPC22/23 (FLJ22649), mRNA [NM_021928] ||  ||  || 6270942	-0.87	-0.99	-0.72	1.1	0.21	1.36	1.74	-0.37	1.51
A_01_P003273	||  || A_01_P003273 ||  ||  ||  ||  || 6288218	0.36	-0.68	-0.66	0.83	1.29	0.65	0.75	0.54	0.71
A_01_P011101	||  || A_01_P011101 ||  || Homo sapiens zinc finger protein 273 (ZNF273), mRNA. [NM_021148] ||  ||  || 6284834	-1.89	-0.88	-0.72	0.54	-0.39	0.65	0.25	-0.17	0.05
A_01_P009636	||  || A_01_P009636 ||  || Homo sapiens LSM5 homolog, U6 small nuclear RNA associated (S. cerevisiae) (LSM5), mRNA. [NM_012322] ||  ||  || 6279669	-1.11	-0.17	-1.02	1.02	0.08	0.67	1.14	0.07	0.33
A_01_P009022	||  || A_01_P009022 ||  || PREDICTED: Macaca mulatta similar to Sec23 (S. cerevisiae) homolog B (LOC698440), mRNA [XR_010998] ||  ||  || 6268795	0.05	-0.67	-0.34	1.3	0.49	0.76	0.88	0.31	0.6
A_01_P018803	||  || A_01_P018803 ||  || Homo sapiens solute carrier family 22 (organic cation transporter), member 5 (SLC22A5), mRNA [NM_003060] ||  ||  || 6285151	-1.04	-2.25	-0.9	-0.23	0.17	-0.52	0.37	-0.13	-0.18
A_01_P008949	||  || A_01_P008949 ||  || Homo sapiens ribosomal protein L4 (RPL4), mRNA. [NM_000968] ||  ||  || 6284260	-1.36	-0.99	-1.13	-0.23	-0.66	-0.57	-0.38	-0.61	-0.53
A_01_P014517	||  || A_01_P014517 ||  || Homo sapiens Fc fragment of IgG, low affinity IIIa, receptor for (CD16) (FCGR3A), mRNA [NM_000569] ||  ||  || 6288365	0.77	-0.24	0.14	4.34	0.37	3.92	3.78	2.91	4.29
A_01_P001934	||  || A_01_P001934 ||  || Homo sapiens hypothetical protein LOC51061 (LOC51061), mRNA [NM_015914] ||  ||  || 6291061	-0.8	-0.64	-0.17	1.07	0.54	1.64	1.26	-0.09	1
A_01_P013789	||  || A_01_P013789 ||  || Homo sapiens SLIT and NTRK-like family, member 4 (SLITRK4), mRNA [NM_173078] ||  ||  || 6281990	-0.28	-0.29	-1.08	1.11	0.8	1.47	0.59	0.9	-0.05
A_01_P001667	||  || A_01_P001667 ||  || Homo sapiens interleukin 10 receptor, alpha (IL10RA), mRNA [NM_001558] ||  ||  || 6281129	-1.34	-0.22	-1.28	2.49	-0.39	2.26	2.3	0.62	1.84
A_01_P001871	||  || A_01_P001871 ||  || Homo sapiens zinc finger protein 435 (ZNF435), mRNA [NM_025231] ||  ||  || 6280195	0.11	0.1	-0.7	0.33	1.5	1.16	1.17	1.94	1.18
A_01_P002443	||  || A_01_P002443 ||  || Macaca mulatta LILRAb mRNA, complete cds [DQ155428] ||  ||  || 6292191	-0.44	-0.91	-0.38	2.37	-0.13	1.54	1.45	1.12	0.96
A_01_P000866	||  || A_01_P000866 ||  || Homo sapiens zinc finger protein 670 (ZNF670), mRNA. [NM_033213] ||  ||  || 6282920	-0.82	-0.78	-1.26	-0.02	-0.42	0.8	0.63	0.15	0.05
A_01_P005337	||  || A_01_P005337 ||  || Homo sapiens solute carrier organic anion transporter family, member 2B1 (SLCO2B1), mRNA [NM_007256] ||  ||  || 6266996	-1.07	0.2	0.34	2.32	0.69	2.54	1.39	1.42	1.35
A_01_P016804	||  || A_01_P016804 ||  || Homo sapiens NY-REN-58 antigen (NY-REN-58), mRNA. [NM_016122] ||  ||  || 6275911	-2.19	-2.01	-1.57	-0.86	-1.5	-0.55	-0.67	-0.73	-1.12
A_01_P005980	||  || A_01_P005980 ||  || Homo sapiens poly(A) polymerase alpha (PAPOLA), mRNA. [NM_032632] ||  ||  || 6272663	-0.85	-0.99	-1.78	0.32	-0.33	-0.31	0.49	-0.38	-0.05
A_01_P015376	||  || A_01_P015376 ||  || Homo sapiens endothelin receptor type B (EDNRB), transcript variant 1, mRNA [NM_000115] ||  ||  || 6270465	-0.87	1.22	0.39	1.82	1.84	1.66	2	1.46	1.83
A_01_P015413	||  || A_01_P015413 ||  || Homo sapiens RAB7, member RAS oncogene family-like 1 (RAB7L1), mRNA. [NM_003929] ||  ||  || 6272294	-1.82	-1.1	-0.1	0.63	-0.34	0.77	0.66	0.73	0.61
A_01_P006137	||  || A_01_P006137 ||  || Homo sapiens myoneurin (MYNN), mRNA. [NM_018657] ||  ||  || 6281829	-2.08	-1.47	-0.49	0.04	0.05	-0.58	0.14	0.27	0.01
A_01_P004970	||  || A_01_P004970 ||  || Homo sapiens 5-azacytidine induced 2 (AZI2), transcript variant 2, mRNA [NM_203326] ||  ||  || 6287345	-1.97	-1.77	-2.21	-1.4	-0.55	-0.43	-0.18	-1.37	-0.54
A_01_P006388	||  || A_01_P006388 ||  || PREDICTED: Homo sapiens leucine rich repeat and fibronectin type III domain containing 2 (LRFN2), mRNA [XM_166372] ||  ||  || 6272304	-0.89	-1.09	0.19	0.57	0.26	0.53	0.44	0.87	1
A_01_P009716	||  || A_01_P009716 ||  || Homo sapiens nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor) (NR3C1), mRNA [NM_000176] ||  ||  || 6293676	-0.02	-0.19	0.31	1.19	1.37	0.5	1.09	0.68	1.02
A_01_P007325	||  || A_01_P007325 ||  || Homo sapiens protease inhibitor 3, skin-derived (SKALP) (PI3), mRNA. [NM_002638] ||  ||  || 6281066	0.84	-0.06	-0.26	3.02	0.64	3.53	3.14	1.75	3.32
A_01_P011956	||  || A_01_P011956 ||  || Homo sapiens ligand of numb-protein X (LNX), mRNA [NM_032622] ||  ||  || 6280439	-0.8	-0.41	-1.3	0.43	1.37	0.27	0.99	-0.17	0.4
A_01_P000259	||  || A_01_P000259 ||  || Homo sapiens FLJ32363 protein (FLJ32363), mRNA. [NM_198566] ||  ||  || 6280227	-0.57	-1.3	-1.8	0.05	-0.28	-0.03	0.6	-0.34	-0.09
A_01_P006018	||  || A_01_P006018 ||  || Homo sapiens chromodomain protein, Y-like (CDYL), transcript variant 1, mRNA. [NM_004824] ||  ||  || 6277764	-1.41	-1.36	-2.49	-0.5	-0.86	-0.82	-0.28	-0.79	-0.59
A_01_P014268	||  || A_01_P014268 ||  || Homo sapiens CD40 antigen (TNF receptor superfamily member 5) (CD40), transcript variant 1, mRNA. [NM_001250] ||  ||  || 6290773	-0.38	-0.74	-1.71	0.93	-0.35	0.77	0.33	0.42	0.9
A_01_P003693	||  || A_01_P003693 ||  || PREDICTED: Macaca mulatta similar to Y55F3AM.9 (LOC703159), mRNA [XR_011118] ||  ||  || 6277409	-0.73	-0.05	-0.26	0.54	0.31	0.17	0.74	0.62	0.75
A_01_P003671	||  || A_01_P003671 ||  || Homo sapiens ribosomal protein L24 (RPL24), mRNA [NM_000986] ||  ||  || 6287650	-0.93	-0.55	-0.43	0.08	-0.03	-0.15	0.03	-0.02	0.18
A_01_P005833	||  || A_01_P005833 ||  || Homo sapiens SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1 (SMARCD1), transcript variant 1, mRNA. [NM_003076] ||  ||  || 6293240	-0.32	-0.21	-0.43	0.17	0.48	0.31	0.34	0.08	0.19
A_01_P011973	||  || A_01_P011973 ||  || Homo sapiens ribosomal protein S11 (RPS11), mRNA [NM_001015] ||  ||  || 6281511	-1.39	-0.91	-0.9	-0.23	-0.6	-0.28	0.12	-0.35	-0.09
A_01_P008295	||  || A_01_P008295 ||  || Homo sapiens ribosomal protein S9 (RPS9), mRNA [NM_001013] ||  ||  || 6269996	-1.31	-0.89	-0.86	-0.38	0.2	-0.42	0.05	-0.23	-0.36
A_01_P011393	||  || A_01_P011393 ||  || Homo sapiens peptidylprolyl isomerase (cyclophilin)-like 5 (PPIL5), transcript variant 1, mRNA. [NM_152329] ||  ||  || 6279986	0.66	0.22	-0.41	2.34	1.34	1.38	1.57	0.83	1.54
A_01_P019798	||  || A_01_P019798 ||  || PREDICTED: Homo sapiens LOC440068 (LOC440068), mRNA [XM_498527] ||  ||  || 6276937	0.09	-1	-1.27	2.07	0.27	0.49	2.05	0.76	1.25
A_01_P013240	||  || A_01_P013240 ||  || Homo sapiens peroxisome proliferative activated receptor, gamma, coactivator-related 1 (PPRC1), mRNA [NM_015062] ||  ||  || 6282293	-1.16	-1.44	-1.54	-0.47	-0.95	-0.71	-0.74	-0.75	-0.77
A_01_P013795	||  || A_01_P013795 ||  || Homo sapiens heat shock 90kDa protein 1, alpha (HSPCA), mRNA [NM_005348] ||  ||  || 6285382	-0.47	-0.51	-0.98	0.86	0.02	-0.08	0.44	0.23	0.47
A_01_P006954	||  || A_01_P006954 ||  || Homo sapiens pregnancy-associated plasma protein A, pappalysin 1 (PAPPA), mRNA. [NM_002581] ||  ||  || 6284504	-0.82	-0.65	-1.22	0.31	-0.24	0.25	-0.12	1.03	0.84
A_01_P018362	||  || A_01_P018362 ||  || Homo sapiens pleiotropic regulator 1 (PRL1homolog, Arabidopsis) (PLRG1), mRNA [NM_002669] ||  ||  || 6271130	-0.01	-1.36	-1.61	0.52	-0.11	0.31	0.52	0.31	0.72
A_01_P011386	||  || A_01_P011386 ||  || Homo sapiens hypothetical protein MGC5509 (MGC5509), mRNA [NM_024093] ||  ||  || 6270680	-1.66	-1.18	-0.37	0.47	0.43	-0.63	0.71	0.5	0.76
A_01_P002134	||  || A_01_P002134 ||  || PREDICTED: Macaca mulatta hypothetical protein LOC700276 (LOC700276), mRNA [XR_010710] ||  ||  || 6288268	-2.8	-2.02	-1.66	-0.05	-0.06	0.04	-1.01	-0.76	-1.55
A_01_P001842	||  || A_01_P001842 ||  || Homo sapiens hypothetical protein MGC4655 (MGC4655), mRNA [NM_033309] ||  ||  || 6273876	-2.53	-0.67	-2.02	0.53	-1.16	0.84	0.93	-0.03	0.58
A_01_P006316	||  || A_01_P006316 ||  || Homo sapiens ribosomal protein S20 (RPS20), mRNA [NM_001023] ||  ||  || 6281648	-1.34	-0.82	-0.72	0.2	-0.18	-0.15	0.28	-0.46	-0.07
A_01_P014916	||  || A_01_P014916 ||  || PREDICTED: Macaca mulatta hypothetical protein LOC714964 (LOC714964), mRNA [XR_013802] ||  ||  || 6274932	-0.71	-0.92	-0.96	0.51	-0.54	0.52	0.95	0.18	1.01
A_01_P009594	||  || A_01_P009594 ||  || ILLUMIGEN_MCQ_48124 Katze_MMDD Macaca mulatta cDNA clone IBIUW:17882 5 similar to Bases 5 to 981 highly similar to human CUL4B (Hs.155976), mRNA sequence [CO580858] ||  ||  || 6268604	-1.89	-1.96	-0.83	-0.38	1.04	-0.46	-0.08	0.62	-0.46
A_01_P005829	||  || A_01_P005829 ||  || Homo sapiens UDP glycosyltransferase 8 (UDP-galactose ceramide galactosyltransferase) (UGT8), mRNA. [NM_003360] ||  ||  || 6282349	-1.48	-1.05	-1.19	0.24	-0.26	0.06	1.95	0.07	1.07
A_01_P014668	||  || A_01_P014668 ||  || PREDICTED: Macaca mulatta similar to mitochondrial Ca2+-dependent solute carrier (LOC698216), mRNA [XR_011186] ||  ||  || 6270420	-0.78	-1.35	-1.21	0.63	-0.62	0.01	0.66	-0.25	0.42
A_01_P009023	||  || A_01_P009023 ||  || Homo sapiens insulin-like growth factor binding protein 7 (IGFBP7), mRNA [NM_001553] ||  ||  || 6282726	-0.83	-0.82	-0.59	0.7	0.8	0.96	-0.16	0.15	-0.06
A_01_P017967	||  || A_01_P017967 ||  || Homo sapiens hypothetical protein FLJ33318 (FLJ33318), mRNA [NM_153229] ||  ||  || 6288600	-2.45	-1.63	-1.9	0.23	-1.56	-0.34	1	1.11	1.48
A_01_P005787	||  || A_01_P005787 ||  || Homo sapiens proteasome (prosome, macropain) 26S subunit, ATPase, 6 (PSMC6), mRNA [NM_002806] ||  ||  || 6274858	-0.44	-1.56	-0.62	0.46	-0.06	0.48	0.46	-0.18	0.49
A_01_P001636	||  || A_01_P001636 ||  || Homo sapiens LATS, large tumor suppressor, homolog 2 (Drosophila) (LATS2), mRNA [NM_014572] ||  ||  || 6273067	-1.97	-2.38	-2.36	-1.3	-1.42	-1.83	-1.23	-1.53	-1
A_01_P005341	||  || A_01_P005341 ||  ||  ||  ||  || 6271156	-0.69	-0.85	-1.14	2.75	-0.98	3.13	2.7	2.15	3.23
A_01_P015893	||  || A_01_P015893 ||  || Homo sapiens C-type (calcium dependent, carbohydrate-recognition domain) lectin, superfamily member 6 (CLECSF6), transcript variant 1, mRNA [NM_016184] ||  ||  || 6274485	-1.61	0.22	-0.89	2.85	-0.27	3.28	1.77	1.56	2.55
A_01_P002461	||  || A_01_P002461 ||  || ILLUMIGEN_MCQ_3292 Katze_MMPL2 Macaca mulatta cDNA 5, mRNA sequence [CK232102] ||  ||  || 6271533	-0.36	-1.29	-0.52	0.79	0.51	0.23	0.26	0.03	0.07
A_01_P006150	||  || A_01_P006150 ||  || Homo sapiens proteasome (prosome, macropain) subunit, beta type, 8 (large multifunctional protease 7) (PSMB8), transcript variant 1, mRNA [NM_004159] ||  ||  || 6274579	-0.38	-1.12	-0.35	1.72	-0.51	2.02	2.04	1.49	2.05
A_01_P000935	||  || A_01_P000935 ||  || Homo sapiens RAP1A, member of RAS oncogene family (RAP1A), transcript variant 1, mRNA [NM_001010935] ||  ||  || 6272043	-1.28	-0.87	-1.67	-0.26	-0.39	-0.47	0.07	-0.7	0.11
A_01_P005052	||  || A_01_P005052 ||  || Homo sapiens NADPH cytochrome B5 oxidoreductase (NCB5OR), mRNA [NM_016230] ||  ||  || 6271453	-0.66	-0.64	-1.04	0.55	-0.27	0.05	0.68	-0.08	0.54
A_01_P018105	||  || A_01_P018105 ||  || Homo sapiens transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A) (TCEB3), mRNA. [NM_003198] ||  ||  || 6281796	-0.38	-0.6	-0.27	0.25	0.26	0.18	0.02	0.58	0.21
A_01_P004341	||  || A_01_P004341 ||  || Homo sapiens 2-aminoadipic 6-semialdehyde dehydrogenase (NRPS998), mRNA [NM_181806] ||  ||  || 6279663	-1.55	-1.83	-1.21	-0.61	-0.71	-0.54	-0.49	-1.11	-0.81
A_01_P000865	||  || A_01_P000865 ||  || PREDICTED: Macaca mulatta hypothetical protein LOC698668 (LOC698668), mRNA [XR_010488] ||  ||  || 6284638	-0.62	-1.47	-0.96	-0.12	0.07	-0.42	0.11	-0.29	-0.14
A_01_P007628	||  || A_01_P007628 ||  || Homo sapiens guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1 (GNAI1), mRNA. [NM_002069] ||  ||  || 6283615	-1.47	-0.89	-0.9	-0.16	-0.2	0.47	-0.03	-0.61	0.14
A_01_P014004	||  || A_01_P014004 ||  || Homo sapiens SH3-domain binding protein 5 (BTK-associated) (SH3BP5), mRNA [NM_004844] ||  ||  || 6289718	-0.96	-0.25	-0.5	1.54	0.68	0.95	0.53	-0.07	0.69
A_01_P003438	||  || A_01_P003438 ||  || Homo sapiens chromosome 6 open reading frame 166 (C6orf166), mRNA [NM_018064] ||  ||  || 6269404	-0.32	0.36	0.28	1.44	1.02	1.29	1.25	0.51	1.08
A_01_P016237	||  || A_01_P016237 ||  || Homo sapiens EphA3 (EPHA3), transcript variant 1, mRNA [NM_005233] ||  ||  || 6269739	-2.11	-1.58	-2.03	-0.71	-1.05	-0.32	-1.29	-1.24	-0.55
A_01_P011674	||  || A_01_P011674 ||  || Homo sapiens aspartyl-tRNA synthetase 2 (mitochondrial) (DARS2), mRNA. [NM_018122] ||  ||  || 6281262	-0.59	-0.52	-0.72	0.4	0.69	0.13	0.94	-0.15	1.07
A_01_P003409	||  || A_01_P003409 ||  || Homo sapiens spermatogenesis associated 5-like 1 (SPATA5L1), mRNA [NM_024063] ||  ||  || 6268352	-0.48	-1.07	-0.67	0.04	-0.31	0.3	-0.01	0.16	0.36
A_01_P011225	||  || A_01_P011225 ||  || Homo sapiens mRNA; cDNA DKFZp781I14186 (from clone DKFZp781I14186) [CR936794] ||  ||  || 6270521	-1.12	-0.71	-0.83	2.32	-0.89	2.77	1.64	2.11	2.11
A_01_P011036	||  || A_01_P011036 ||  || Homo sapiens RIO kinase 2 (yeast) (RIOK2), mRNA [NM_018343] ||  ||  || 6292716	-1.06	-0.88	-1.1	-0.11	-0.23	-0.62	-0.51	-0.43	-0.24
A_01_P004925	||  || A_01_P004925 ||  || PREDICTED: Macaca mulatta dedicator of cytokinesis 10 (DOCK10), mRNA [XR_013749] ||  ||  || 6293177	-0.61	-1.1	0.27	2.34	0.2	1.51	1.5	0.71	1.68
A_01_P004569	||  || A_01_P004569 ||  || Homo sapiens protein phosphatase 1B (formerly 2C), magnesium-dependent, beta isoform (PPM1B), transcript variant 2, mRNA [NM_177968] ||  ||  || 6279594	-0.44	-1.36	-0.69	0.25	-0.15	0.04	0.66	0	0.52
A_01_P006294	||  || A_01_P006294 ||  || Homo sapiens CD3D antigen, delta polypeptide (TiT3 complex) (CD3D), mRNA [NM_000732] ||  ||  || 6289628	-0.72	-1	-1.08	3.02	-0.75	3.33	3.08	1.22	3.17
A_01_P010840	||  || A_01_P010840 ||  || Homo sapiens SEC14-like 1 (S. cerevisiae) (SEC14L1), mRNA [NM_003003] ||  ||  || 6273118	-1.02	-0.89	-0.72	0.1	-0.02	-0.4	-0.14	-0.07	-0.46
A_01_P010998	||  || A_01_P010998 ||  ||  ||  ||  || 6288576	-1.04	0.09	-1.7	0.51	0.33	1.35	0.67	0.15	0.81
A_01_P003735	||  || A_01_P003735 ||  || Homo sapiens transient receptor potential cation channel, subfamily V, member 4 (TRPV4), transcript variant 1, mRNA. [NM_021625] ||  ||  || 6280206	-1.59	-0.65	-0.56	2.36	-0.55	3.08	1.69	1.08	1.89
A_01_P008582	||  || A_01_P008582 ||  || Homo sapiens hexamethylene bis-acetamide inducible 1 (HEXIM1), mRNA. [NM_006460] ||  ||  || 6274575	-1.31	-0.78	-1.96	0.12	-0.59	-0.32	0	-0.38	-0.4
A_01_P011601	||  || A_01_P011601 ||  || ILLUMIGEN_MCQ_30855 Katze_MMPB Macaca mulatta cDNA clone IBIUW:6483 5 similar to Bases 1 to 1036 highly similar to human BHLHB2 (Hs.171825), mRNA sequence [CN648569] ||  ||  || 6271237	-0.87	-1.91	-1.37	0.28	0.24	0.28	0.37	-1.08	0.01
A_01_P019556	||  || A_01_P019556 ||  || Homo sapiens regulator of G-protein signalling 1 (RGS1), mRNA. [NM_002922] ||  ||  || 6277463	-2.89	-0.59	-2.28	2.3	-0.69	1.03	1.38	-0.36	2.68
A_01_P016735	||  || A_01_P016735 ||  || Homo sapiens solute carrier family 1 (glial high affinity glutamate transporter), member 3 (SLC1A3), mRNA [NM_004172] ||  ||  || 6282475	-1.61	-1.89	-1.98	-0.48	-1.34	-0.39	-0.63	0.61	-0.38
A_01_P012622	||  || A_01_P012622 ||  || Homo sapiens hypothetical protein MGC20398 (MGC20398), mRNA [NM_052857] ||  ||  || 6276672	-0.29	-0.37	-0.78	0.26	0.43	0.18	0.46	0.07	0.03
A_01_P004722	||  || A_01_P004722 ||  || Homo sapiens sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) (SPOCK), mRNA. [NM_004598] ||  ||  || 6279885	-1.62	-1.65	-1.48	-0.97	-0.23	-1.21	-0.55	-0.45	-0.42
A_01_P009690	||  || A_01_P009690 ||  || Homo sapiens leucine rich repeat containing 5 (LRRC5), mRNA [NM_018103] ||  ||  || 6272042	-0.06	-0.26	-0.13	0.79	0.23	0.85	0.82	0.34	0.68
A_01_P002755	||  || A_01_P002755 ||  || PREDICTED: Homo sapiens similar to ribosomal protein S2; 40S ribosomal protein S2 (LOC286444), mRNA [XM_208423] ||  ||  || 6291420	-1.73	-1.66	-1.49	-0.56	-0.24	-0.94	-0.31	-1.23	-0.72
A_01_P002830	||  || A_01_P002830 ||  || ILLUMIGEN_MCQ_30118 Katze_MMPB Macaca mulatta cDNA clone IBIUW:22572 5 similar to Bases 1 to 42 highly similar to human RARRES3 (Hs.17466), mRNA sequence [CO645773] ||  ||  || 6272596	-0.79	-0.85	-0.84	2.6	-0.57	1.29	2.78	1.71	3.26
A_01_P016564	||  || A_01_P016564 ||  || Homo sapiens muscleblind-like 2 (Drosophila) (MBNL2), transcript variant 1, mRNA [NM_144778] ||  ||  || 6270308	-0.95	-0.3	-1.19	0.29	-0.07	0.96	1.34	0.05	0.8
A_01_P007153	||  || A_01_P007153 ||  || Homo sapiens ribosomal protein L11 (RPL11), mRNA [NM_000975] ||  ||  || 6273212	-1.24	-0.81	-0.74	-0.23	-0.21	-0.4	-0.37	0.09	-0.15
A_01_P010440	||  || A_01_P010440 ||  || Homo sapiens NudC domain containing 1 (NUDCD1), mRNA. [NM_032869] ||  ||  || 6280574	-2.77	-1.42	-0.63	0.13	-0.5	0.25	-0.08	-0.07	-0.09
A_01_P005084	||  || A_01_P005084 ||  || Homo sapiens aspartylglucosaminidase (AGA), mRNA. [NM_000027] ||  ||  || 6275163	-1.88	-1.44	-0.23	0.08	1.06	0.54	0.39	-0.01	-0.17
A_01_P018968	||  || A_01_P018968 ||  || PREDICTED: Macaca mulatta G protein-binding protein CRFG (GTPBP4), mRNA [XR_012441] ||  ||  || 6283300	-1.37	-1.43	-1.01	-0.02	-0.99	-0.07	0.15	-0.39	0.01
A_01_P015478	||  || A_01_P015478 ||  || Homo sapiens hypothetical protein FLJ20425 (LYAR), mRNA. [NM_017816] ||  ||  || 6274659	-1.59	-0.08	-1.66	1.51	-0.22	0.88	0.7	0.08	0.69
A_01_P016969	||  || A_01_P016969 ||  || Homo sapiens huntingtin interacting protein B (HYPB), transcript variant 2, mRNA [NM_012271] ||  ||  || 6285580	-2	-3.05	-2.43	-1.14	-1.14	-1.56	-1.82	-1.05	-1.68
A_01_P019443	||  || A_01_P019443 ||  || Homo sapiens hypothetical protein FLJ11259 (FLJ11259), mRNA. [NM_018370] ||  ||  || 6282068	-0.99	-1.07	-0.8	1.65	-0.77	1.96	1.35	0.63	1.36
A_01_P006014	||  || A_01_P006014 ||  || Homo sapiens claudin 1 (CLDN1), mRNA. [NM_021101] ||  ||  || 6275197	-0.79	-0.76	-0.77	1.27	-0.68	1.38	2.08	2.04	2.34
A_01_P017608	||  || A_01_P017608 ||  || Homo sapiens hypothetical protein FLJ10407 (FLJ10407), mRNA [NM_018087] ||  ||  || 6272715	-0.34	-0.97	-0.89	2	-0.5	1.21	1.75	0.85	1.44
A_01_P012822	||  || A_01_P012822 ||  || Homo sapiens zinc finger protein 17 (HPF3, KOX 10) (ZNF17), mRNA. [NM_006959] ||  ||  || 6293331	-1.55	-1.41	-1.45	-0.76	-0.43	-0.09	-0.28	-1.14	-0.52
A_01_P006921	||  || A_01_P006921 ||  || Homo sapiens zinc finger, CSL domain containing 2 (ZCSL2), mRNA [NM_206831] ||  ||  || 6279887	0.01	-0.76	-0.71	0.98	-0.11	1.1	1.12	0.51	1.29
A_01_P009981	||  || A_01_P009981 ||  || PREDICTED: Homo sapiens similar to interleukin 9 receptor (LOC400481), mRNA [XM_375284] ||  ||  || 6275058	-1.3	-0.9	-0.72	0.22	-0.17	-0.36	-0.35	0.49	0.36
A_01_P005317	||  || A_01_P005317 ||  || PREDICTED: Homo sapiens similar to RIKEN cDNA A630077B13 gene; RIKEN cDNA 2810048G17 (LOC441168), mRNA [XM_496823] ||  ||  || 6284153	-1.23	-0.64	-0.33	3.3	-0.91	4.04	3.35	2.73	3.75
A_01_P005161	||  || A_01_P005161 ||  || PREDICTED: Macaca mulatta ClpX caseinolytic protease X homolog (CLPX), mRNA [XR_013508] ||  ||  || 6268383	-0.99	-1.9	-1.37	-0.42	-0.23	-0.81	-0.61	-0.3	-0.65
A_01_P010043	||  || A_01_P010043 ||  || Homo sapiens chromosome 1 open reading frame 27 (C1orf27), mRNA. [NM_017847] ||  ||  || 6286061	-0.55	-1.16	-1.14	-0.24	0.08	0.78	0.22	0.22	-0.34
A_01_P008370	||  || A_01_P008370 ||  || Homo sapiens hypothetical protein LOC91942 (LOC91942), mRNA [NM_174889] ||  ||  || 6267558	-1.92	-0.19	-0.34	0.59	0.75	0.56	0.37	0.36	0.61
A_01_P019237	||  || A_01_P019237 ||  || Homo sapiens prolactin-induced protein (PIP), mRNA. [NM_002652] ||  ||  || 6275615	-0.83	0.39	-0.12	1.69	0.4	0.95	1.12	1.32	1.87
A_01_P010780	||  || A_01_P010780 ||  || Homo sapiens DEAD (Asp-Glu-Ala-Asp) box polypeptide 42 (DDX42), transcript variant 1, mRNA. [NM_007372] ||  ||  || 6275013	-1.97	-3.28	-3.15	-1.07	-0.85	-2.31	-1.33	-1.19	-1.34
A_01_P013259	||  || A_01_P013259 ||  || Homo sapiens BCL2-like 14 (apoptosis facilitator) (BCL2L14), transcript variant 3, mRNA [NM_138724] ||  ||  || 6292278	1.37	1.35	1.11	0	0	0	0	0	0
A_01_P011816	||  || A_01_P011816 ||  || Homo sapiens inositol polyphosphate-5-phosphatase F (INPP5F), transcript variant 3, mRNA [NM_198331] ||  ||  || 6274907	1.31	1.25	1.31	0	-0.15	-0.4	-0.17	-0.01	-0.29
