Probeset	P Value	FDR	Fold change	Direction	Symbol	Name
212638_s_at	0.0036	0.0076	1.92	UP	WWP1	WW domain containing E3 ubiquitin protein ligase 1
235222_x_at	0.0144	0.0174	1.54	UP	XIAP	X-linked inhibitor of apoptosis
208453_s_at	0.0167	0.0191	1.7	UP	XPNPEP1	Aminopeptidase P (X-prolylaminopeptidase) (XPNPEP1) (XAA-PRO)
212160_at	0.0164	0.0189	1.58	UP	XPOT	exportin, tRNA (nuclear export receptor for tRNAs)
227678_at	0.0064	0.0108	1.57	UP	XRCC6BP1	XRCC6 binding protein 1
240459_at	0.0001	0.001	1.61	UP	YTHDC1	YTH domain containing 1
214814_at	0.0043	0.0085	1.59	UP	YTHDC1	YTH domain containing 1
205836_s_at	0.0016	0.0048	2.14	UP	YTHDC2	YTH domain containing 2
222430_s_at	0.0614	0.0432	1.53	UP	YTHDF2	YTH domain family, member 2
1555613_a_at	0.0395	0.0325	1.75	UP	ZAP70	ZAP-70 tyrosine kinase
205092_x_at	0.0001	0.001	1.8	UP	ZBTB1	zinc finger and BTB domain containing 1
227162_at	0.0011	0.0037	1.58	UP	ZBTB26	zinc finger and BTB domain containing 26
219221_at	0.0146	0.0176	1.54	UP	ZBTB38	zinc finger and BTB domain containing 38
204182_s_at	0.0001	0.0007	1.66	UP	ZBTB43	zinc finger and BTB domain containing 43
204180_s_at	0.0096	0.0137	1.51	UP	ZBTB43	zinc finger and BTB domain containing 43
1554470_s_at	0.0073	0.0116	1.97	UP	ZBTB44	zinc finger and BTB domain containing 44
230332_at	0.0008	0.0031	1.53	UP	ZCCHC7	zinc finger, CCHC domain containing 7
225538_at	0.0363	0.031	1.53	UP	ZCCHC9	zinc finger, CCHC domain containing 9
220261_s_at	0.0639	0.0443	1.81	UP	ZDHHC4	zinc finger, DHHC-type containing 4
222451_s_at	0	0	1.53	UP	ZDHHC9	zinc finger, DHHC-type containing 9
212764_at	0.0001	0.001	1.55	UP	ZEB1	zinc finger E-box binding homeobox 1
239757_at	0.0041	0.0082	1.52	UP	ZFAND6	zinc finger, AN1-type domain 6
226807_at	0	0.0006	1.63	UP	ZFP1	zinc finger protein 1 homolog (mouse)
211965_at	0	0.0002	1.91	UP	ZFP36L1	zinc finger protein 36, C3H type-like 1
235698_at	0.0036	0.0076	2.05	UP	ZFP90	zinc finger protein 90 homolog (mouse)
201856_s_at	0.0338	0.0296	1.59	UP	ZFR	zinc finger RNA binding protein
229022_at	0.0007	0.003	1.73	UP	ZFX	zinc finger protein, X-linked
223214_s_at	0.0094	0.0136	1.53	UP	ZHX1	zinc fingers and homeoboxes 1
214670_at	0.0128	0.0162	1.77	UP	ZKSCAN1	zinc finger with KRAB and SCAN domains 1
219628_at	0.048	0.0368	1.66	UP	ZMAT3	zinc finger, matrin type 3
220206_at	0.0005	0.0022	1.68	UP	ZMYM1	zinc finger, MYM-type 1
210281_s_at	0.03	0.0276	1.82	UP	ZMYM2	zinc finger, MYM-type 2
206652_at	0.0007	0.0028	1.99	UP	ZMYM5	zinc finger, MYM-type 5
215948_x_at	0.0031	0.007	1.6	UP	ZMYM5	zinc finger, MYM-type 5
227594_at	0	0.0001	1.63	UP	ZMYM6	zinc finger, MYM-type 6
227595_at	0.0018	0.0052	1.89	UP	ZMYM6	zinc finger, MYM-type 6
219571_s_at	0.0063	0.0107	1.61	UP	ZNF12	zinc finger protein 12
1559881_s_at	0.0402	0.0329	1.66	UP	ZNF12	zinc finger protein 12
1557384_at	0	0.0002	1.91	UP	ZNF131	zinc finger protein 131
214741_at	0.0026	0.0063	2.01	UP	ZNF131	zinc finger protein 131
238631_at	0	0.0005	1.57	UP	ZNF140	zinc finger protein 140
204523_at	0.0036	0.0076	1.57	UP	ZNF140	zinc finger protein 140
239024_at	0.0004	0.002	1.86	UP	ZNF148	zinc finger protein 148
203319_s_at	0.0297	0.0274	2.01	UP	ZNF148	zinc finger protein 148
244024_at	0.0109	0.0148	1.62	UP	ZNF182	zinc finger protein 182
204234_s_at	0.0011	0.0039	2.1	UP	ZNF195	zinc finger protein 195
207338_s_at	0.0165	0.019	1.53	UP	ZNF200	zinc finger protein 200
231848_x_at	0.0021	0.0055	1.63	UP	ZNF207	zinc finger protein 207
229765_at	0.0038	0.0079	1.83	UP	ZNF207	zinc finger protein 207
1556035_s_at	0.0038	0.0079	1.82	UP	ZNF207	zinc finger protein 207
239937_at	0.0078	0.0122	1.7	UP	ZNF207	zinc finger protein 207
244462_at	0.0052	0.0095	1.98	UP	ZNF224	zinc finger protein 224
227689_at	0	0.0004	1.86	UP	ZNF227	zinc finger protein 227
1559449_a_at	0.0004	0.0021	1.52	UP	ZNF254	zinc finger protein 254
1558700_s_at	0.0012	0.0041	1.51	UP	ZNF260	zinc finger protein 260
205917_at	0.0099	0.014	1.55	UP	ZNF264	zinc finger protein 264
215239_x_at	0.0007	0.0029	1.61	UP	ZNF273	zinc finger protein 273
225382_at	0.0024	0.0061	1.59	UP	ZNF275	zinc finger protein 275
230789_at	0.0004	0.0021	1.52	UP	ZNF280B	zinc finger protein 280B
229360_at	0.0008	0.0031	1.54	UP	ZNF280B	zinc finger protein 280B
225539_at	0.0017	0.0049	1.52	UP	ZNF295	zinc finger protein 295
225296_at	0.0113	0.0151	1.7	UP	ZNF317	zinc finger protein 317
203521_s_at	0.0001	0.0008	1.64	UP	ZNF318	zinc finger protein 318
219228_at	0.0002	0.0013	1.56	UP	ZNF331	zinc finger protein 331
227613_at	0.0043	0.0085	1.54	UP	ZNF331	zinc finger protein 331
205427_at	0.0044	0.0085	1.53	UP	ZNF354A	zinc finger protein 354A
214714_at	0.0177	0.0198	1.68	UP	ZNF394	zinc finger protein 394
206695_x_at	0.0004	0.0022	1.51	UP	ZNF43	zinc finger protein 43
206829_x_at	0.0382	0.0319	1.76	UP	ZNF430	zinc finger protein 430
236562_at	0.0003	0.0019	1.56	UP	ZNF439	zinc finger protein 439
215359_x_at	0.018	0.02	1.52	UP	ZNF44	zinc finger protein 44
215012_at	0.0003	0.0018	1.55	UP	ZNF451	zinc finger protein 451
1558486_at	0	0.0003	1.51	UP	ZNF493	zinc finger protein 493
235729_at	0.0121	0.0157	1.65	UP	ZNF514	zinc finger protein 514
211721_s_at	0.0051	0.0094	1.59	UP	ZNF551	zinc finger protein 551
235648_at	0.0005	0.0024	1.55	UP	ZNF567	zinc finger protein 567
242429_at	0.0015	0.0046	1.87	UP	ZNF567	zinc finger protein 567
210062_s_at	0.0061	0.0104	1.58	UP	ZNF589	zinc finger protein 589
239243_at	0.0009	0.0034	1.83	UP	ZNF638	zinc finger protein 638
222623_s_at	0.0076	0.012	1.52	UP	ZNF639	zinc finger protein 639
1569107_s_at	0.0077	0.0121	1.51	UP	ZNF642	zinc finger protein 642
222580_at	0.0073	0.0117	1.6	UP	ZNF644	zinc finger protein 644
238962_at	0.001	0.0035	1.55	UP	ZNF681	zinc finger protein 681
205089_at	0.0029	0.0068	1.61	UP	ZNF7	zinc finger protein 7
206111_at	0.0096	0.0137	2.22	UP	ZNF749	zinc finger protein 749
227670_at	0.0076	0.0119	1.56	UP	ZNF75A	zinc finger protein 75a
214813_at	0.0052	0.0095	1.75	UP	ZNF75D	zinc finger protein 75D
225517_at	0.0347	0.0301	1.53	UP	ZNF770	zinc finger protein 770
242272_at	0.0001	0.001	1.5	UP	ZNF785	zinc finger protein 785
235231_at	0.0094	0.0136	1.53	UP	ZNF789	zinc finger protein 789
227122_at	0.0001	0.0006	1.52	UP	ZNF791	zinc finger protein 791
227101_at	0.0019	0.0053	1.73	UP	ZNF800	zinc finger protein 800
221645_s_at	0.001	0.0035	1.83	UP	ZNF83	zinc finger protein 83
1558826_at	0.0214	0.0222	1.6	UP	ZNF831	zinc finger protein 831
228630_at	0.0002	0.0011	1.51	UP	ZNF84	zinc finger protein 84
218932_at	0.0047	0.0089	1.52	UP	ZNHIT6	zinc finger, HIT type 6
218312_s_at	0.0233	0.0235	1.62	UP	ZSCAN18	zinc finger and SCAN domain containing 18
228330_at	0.0009	0.0034	1.54	UP	ZUFSP	zinc finger with UFM1-specific peptidase domain
