Gene	EntrezID	N_TPM	F_TPM	R_TPM
Cdh5	12562	13.65	8.9	7.2
Hist2h2be	319190	13.65	11.29	5.25
Tor2a	30933	13.65	12.15	20.57
Abcb6	74104	13.65	12.53	18.93
Rab28	100972	13.65	9.66	15.12
Cd99l2	171486	13.65	10.91	10.49
Kbtbd2	210973	13.65	12.82	11.83
Ubr2	224826	13.65	9.76	17.49
Acsf3	257633	13.65	18.75	17.28
Mrpl46	67308	13.65	13.78	23.24
Nop14	75416	13.65	15.88	25.51
4930420K17Rik	652925	13.65	24.68	13.58
Csf2rb	12983	13.55	4.88	5.04
Rnf123	84585	13.55	8.13	12.75
Cdc42bpb	217866	13.55	6.03	9.98
Wdtc1	230796	13.55	7.17	13.99
Zfr	22763	13.55	12.53	11.42
Zfand1	66361	13.55	14.25	13.99
Cuedc2	67116	13.55	15.02	12.75
Rnf111	93836	13.55	8.61	11.31
Unc119b	106840	13.55	9.18	14.4
Nubp1	26425	13.55	17.12	25.3
Dcps	69305	13.55	12.05	20.88
E130309D02Rik	231868	13.55	10.91	22.22
Arntl	11865	13.46	5.55	1.54
Ccdc84	382073	13.46	6.12	7.71
Dst	13518	13.46	8.04	14.09
Pik3r1	18708	13.46	4.88	14.61
Isoc2b	67441	13.46	14.16	6.69
Tcta	102791	13.46	11.1	7.2
BC006779	229003	13.46	10.62	6.07
Bpgm	12183	13.46	12.72	12.24
Paf1	54624	13.46	15.78	12.03
Ccnl1	56706	13.46	18.37	14.4
Pop4	66161	13.46	10.24	11.62
Wipi2	74781	13.46	8.51	15.33
Fam54b	76824	13.46	16.36	13.06
BC051227	234384	13.46	13.68	13.68
Mgat2	217664	13.46	9.37	28.8
Sirpa	19261	13.36	5.55	7.3
Mtmr3	74302	13.36	7.75	13.47
Dock6	319899	13.36	7.08	19.75
Cd9	12527	13.36	8.42	15.63
Polb	18970	13.36	10.81	16.15
Grtp1	66790	13.36	17.51	19.44
Nomo1	211548	13.36	8.32	17.9
Cox15	226139	13.36	13.68	15.02
EG665967	665967	13.36	12.44	17.07
Cacybp	12301	13.36	8.71	20.26
Cldn12	64945	13.36	11.77	22.52
OTTMUSG00000010679	100041677	13.36	10.43	22.32
1810055G02Rik	72056	13.36	59.98	15.22
Ppard	19015	13.27	4.5	3.29
Thtpa	105663	13.27	6.31	7.2
Capn1	12333	13.27	6.03	12.86
Anapc7	56317	13.27	7.46	15.02
Mrpl44	69163	13.27	5.64	10.18
Tbcel	272589	13.27	7.37	18.82
Yipf5	67180	13.27	7.94	22.63
C77080	97130	13.27	4.5	21.29
Gas6	14456	13.27	9.66	17.18
Rara	19401	13.27	8.32	16.35
Slc16a10	72472	13.27	28.89	19.13
Rars	104458	13.27	22.39	19.85
Safb	224903	13.27	20.09	11.93
Bax	12028	13.17	6.7	18.93
Dsp	109620	13.17	5.93	15.63
Blvra	109778	13.17	7.65	14.91
Lrrc68	232947	13.17	6.31	10.08
Ugcgl1	320011	13.17	3.64	11.83
Cirbp	12696	13.17	13.39	8.74
Clk4	12750	13.17	16.84	14.19
Crem	12916	13.17	10.62	10.9
Met	17295	13.17	12.44	17.9
Rfk	54391	13.17	12.15	11.62
Zfp524	66056	13.17	13.68	13.68
5730455O13Rik	70567	13.17	12.91	10.9
Ptov1	84113	13.17	9.66	18.62
Pdxk	216134	13.17	10.62	13.89
LOC100048075	100048075	13.17	16.55	16.77
Maz	17188	13.17	9.47	21.91
Lbp	16803	13.17	20.76	6.48
1810006K21Rik	69038	13.08	4.97	28.28
Cryz	12972	13.08	11.58	12.75
Npc1	18145	13.08	18.65	13.78
Slc4a2	20535	13.08	8.23	12.96
D17Wsu104e	28106	13.08	8.9	14.71
Dda1	66498	13.08	13.01	14.81
Cisd2	67006	13.08	7.94	12.45
4833420G17Rik	67392	13.08	15.31	12.24
Pex11c	69129	13.08	11.77	17.49
Tmem127	69470	13.08	12.91	16.77
Opa1	74143	13.08	9.09	13.37
Zfp12	104279	13.08	9.95	15.74
Serpina11	380780	13.08	11.38	17.69
Srebf2	20788	13.08	8.13	23.66
Hspb11	72938	13.08	7.94	20.37
Lgals4	16855	13.08	50.32	6.48
Fzd1	14362	12.98	6.79	10.08
Gart	14450	12.98	15.78	14.91
Mpdz	17475	12.98	9.28	11.01
Ccdc91	67015	12.98	9.37	15.33
Narg1	74838	12.98	12.72	17.9
C330007P06Rik	77644	12.98	8.23	14.61
Mrps27	218506	12.98	7.84	10.7
EG433281	433281	12.98	7.94	10.7
Mrpl43	94067	12.98	9.28	21.91
Nr1i2	18171	12.98	22	7.82
Bdh2	69772	12.89	3.64	20.57
Lmbr1l	74775	12.89	11.19	6.17
Hspa9	15526	12.89	13.3	13.58
Uba3	22200	12.89	9.57	14.71
Ppp2r5c	26931	12.89	9.09	10.49
Zfp410	52708	12.89	7.84	11.73
Akap8l	54194	12.89	14.54	13.89
Atg12	67526	12.89	17.22	11.11
Nr1d1	217166	12.89	16.65	24.07
Aifm2	71361	12.89	19.8	14.3
Xiap	11798	12.79	7.56	17.59
Cgn	70737	12.79	5.36	9.77
Eif1a	13664	12.79	16.36	8.43
Reln	19699	12.79	12.15	11.11
Tial1	21843	12.79	10.04	11.73
Tsg101	22088	12.79	7.94	7.61
Katna1	23924	12.79	12.05	14.09
Hsbp1	68196	12.79	13.78	14.91
Polrmt	216151	12.79	15.5	13.89
Fcgr4	246256	12.79	13.97	9.77
EG433230	433230	12.79	10.91	15.63
Ablim3	319713	12.79	20.57	9.98
Crip1	12925	12.7	4.59	12.03
Mmab	77697	12.7	6.22	20.16
Sod2	20656	12.7	15.69	13.47
Uba2	50995	12.7	11.96	15.22
Akap8	56399	12.7	14.92	16.25
Rbms1	56878	12.7	14.83	17.79
Lmbrd1	68421	12.7	9.57	9.98
Bxdc5	70285	12.7	12.05	10.29
Anks3	72615	12.7	10.71	16.15
Cds2	110911	12.7	9.57	16.15
Cog7	233824	12.7	11.1	16.56
Slc17a5	235504	12.7	8.99	8.33
Actl6a	56456	12.7	12.44	22.22
Ikbke	56489	12.7	12.82	35.48
Tspan4	64540	12.7	13.58	20.26
Pelo	105083	12.7	12.44	19.54
Gcnt2	14538	12.6	6.79	14.19
Cxxc5	67393	12.6	7.27	14.81
Arf6	11845	12.6	14.06	16.66
Hiat1	15247	12.6	8.51	13.37
Kif21a	16564	12.6	17.41	10.7
Lrrfip1	16978	12.6	10.33	11.42
Siah2	20439	12.6	10.71	18.72
Surf1	20930	12.6	14.92	12.65
Tfrc	22042	12.6	17.03	19.03
Rnf25	57751	12.6	13.2	13.37
Fbxo25	66822	12.6	10.24	16.77
Pbrm1	66923	12.6	8.99	12.03
Dhx40	67487	12.6	13.11	16.87
Dcun1d5	76863	12.6	14.25	18.31
Dgcr6	13353	12.6	11.86	20.98
5830404H04Rik	207781	12.6	13.78	19.34
Anks4b	72074	12.5	5.74	17.38
Lrfn3	233067	12.5	13.11	4.11
Birc6	12211	12.5	9.18	12.14
Smad4	17128	12.5	9.28	17.69
Sf1	22668	12.5	13.97	11.73
Tprgl	67808	12.5	10.24	12.86
Akirin1	68050	12.5	14.45	12.86
Kctd5	69259	12.5	10.81	12.14
Abhd12	76192	12.5	12.72	13.17
Farp2	227377	12.5	15.69	17.79
Ccdc124	234388	12.5	10.04	18.41
Gnl3l	237107	12.5	11.38	12.96
Dhps	330817	12.5	12.91	15.53
ENSMUSG00000057808	100039026	12.5	17.89	12.86
LOC100041622	100041622	12.5	14.83	13.06
Mov10	17454	12.5	9.85	27.36
Dpys	64705	12.5	20.09	6.89
Dnajb4	67035	12.5	31.47	22.11
Pvrl3	58998	12.41	6.41	9.77
Gmppa	69080	12.41	6.51	21.91
Ankrd56	78088	12.41	4.97	20.26
Flot2	14252	12.41	11.58	12.86
Ifngr1	15979	12.41	14.83	14.09
Mare	17168	12.41	7.75	14.71
Mapk1	26413	12.41	12.05	13.27
Ncdn	26562	12.41	9.66	13.47
2310047O13Rik	66960	12.41	10.04	15.22
Mmachc	67096	12.41	18.37	12.14
Ilkap	67444	12.41	16.26	13.27
Slc47a1	67473	12.41	14.35	13.58
Mrps11	67994	12.41	8.71	10.49
Trim44	80985	12.41	10.14	12.14
Tesk1	21754	12.41	12.44	19.75
Fam82a1	381110	12.41	7.56	22.22
Sumf1	58911	12.31	5.93	9.15
Frmd8	67457	12.31	6.22	17.79
Ncbp2	68092	12.31	6.98	12.86
Hectd3	76608	12.31	6.98	13.37
Klhdc7a	242721	12.31	4.69	12.03
LOC100047980	100047980	12.31	7.08	9.36
Upf1	19704	12.31	13.97	13.37
Ip6k1	27399	12.31	9.85	13.27
D10Wsu102e	28109	12.31	7.37	12.65
Pkp2	67451	12.31	11.67	13.37
Map3k7ip2	68652	12.31	10.91	7.61
Dhx16	69192	12.31	9.85	12.96
Kank1	107351	12.31	8.71	9.36
9030625A04Rik	210808	12.31	8.9	17.28
2310021P13Rik	268721	12.31	7.65	10.49
Klf10	21847	12.22	7.08	10.49
Atp11b	76295	12.22	6.79	15.94
Adss	11566	12.22	9.57	12.24
Sh2b1	20399	12.22	12.24	9.98
Frap1	56717	12.22	8.99	11.01
Alg2	56737	12.22	8.42	14.81
Wdr46	57315	12.22	17.31	17.18
Maea	59003	12.22	13.49	16.05
Tmem53	68777	12.22	14.83	15.43
Ncln	103425	12.22	12.15	12.55
Cpsf3	54451	12.22	9.95	20.47
Slc4a4	54403	12.22	25.16	20.26
Gbl	56716	12.12	6.7	5.97
Capn2	12334	12.12	5.26	10.49
Tmem141	51875	12.12	5.17	13.06
Nacc1	66830	12.12	6.98	10.59
Fam96b	68523	12.12	5.26	16.66
E2f3	13557	12.12	9.47	8.43
Thap11	59016	12.12	10.24	10.08
Dalrd3	67789	12.12	9.95	14.71
4933407C03Rik	74440	12.12	15.59	16.56
Zzz3	108946	12.12	7.27	13.78
Rnf20	109331	12.12	10.91	13.58
Tmem9b	56786	12.12	13.11	20.06
BC031353	235493	12.12	35.01	17.18
Tmem120a	215210	12.12	52.14	21.81
Steap3	68428	12.03	5.93	11.73
Ifit1	15957	12.03	13.39	3.29
Irf2bp2	270110	12.03	11.19	6.69
Col6a1	12833	12.03	8.23	9.46
Nfic	18029	12.03	11.58	14.91
Ube2g2	22213	12.03	13.58	15.63
Yme1l1	27377	12.03	11.29	17.59
Esam	69524	12.03	11.19	10.7
Dnajc22	72778	12.03	10.91	17.59
Slc35b2	73836	12.03	11.1	15.02
Sf3b3	101943	12.03	10.14	11.11
Cops8	108679	12.03	7.37	10.39
Usp32	237898	12.03	12.05	14.71
Trappc1	245828	12.03	7.37	12.34
Ift52	245866	12.03	12.15	10.59
5930434B04Rik	381356	12.03	11.38	13.37
Cd36	12491	12.03	15.21	19.34
Tbcb	66411	12.03	11.48	20.06
Mknk2	17347	12.03	32.14	24.89
Kdr	16542	11.93	6.7	6.58
Ash2l	23808	11.93	7.56	10.08
Nit1	27045	11.93	9.85	8.85
Mrpl50	28028	11.93	12.15	13.89
Sirt5	68346	11.93	7.65	10.18
Mcts1	68995	11.93	8.23	15.12
Pgam5	72542	11.93	8.13	12.14
Sh3bgrl3	73723	11.93	8.99	11.11
Shpk	74637	11.93	11.38	11.83
Rbm9	93686	11.93	8.23	17.79
Dusp22	105352	11.93	9.66	12.75
Mbd6	110962	11.93	11.1	11.11
Ado	211488	11.93	11.38	7.71
Rnpep	215615	11.93	7.46	12.75
Ppfia1	233977	11.93	10.71	15.12
Kctd12	239217	11.93	13.39	13.37
D030013I16Rik	328734	11.93	9.76	12.96
OTTMUSG00000015632	677379	11.93	12.72	17.07
Nab1	17936	11.93	15.98	19.54
Srp14	20813	11.93	18.27	19.23
Slc15a4	100561	11.93	21.43	10.18
Cndp2	66054	11.84	5.74	14.4
Slc25a45	107375	11.84	6.41	13.58
Abcb7	11306	11.84	9.47	11.62
Cry2	12953	11.84	12.91	14.61
Rtn3	20168	11.84	14.25	12.34
Grem2	23893	11.84	6.89	16.56
Rpl15	66480	11.84	9.66	10.08
Zfp707	69020	11.84	13.68	11.83
Raver1	71766	11.84	12.24	15.22
Klraq1	73825	11.84	8.23	16.25
Parp9	80285	11.84	15.31	14.61
Efemp1	216616	11.84	12.05	12.34
Acad9	229211	11.84	13.87	12.34
Tardbp	230908	11.84	11.1	11.62
Lage3	66192	11.84	20.57	15.63
2310039H08Rik	67101	11.84	28.32	16.05
Rnf216	108086	11.74	6.41	6.07
Unc93b1	54445	11.74	4.69	13.89
Mif4gd	69674	11.74	5.93	9.05
Fam55b	78252	11.74	5.64	8.23
Lrp3	435965	11.74	6.51	13.06
2510003E04Rik	72320	11.74	11.86	5.86
Cd38	12494	11.74	10.14	9.26
Ptgs1	19224	11.74	7.37	9.77
Ino80b	70020	11.74	8.61	13.78
Tmem55a	72519	11.74	9.57	16.87
Gpbp1l1	77110	11.74	9.57	11.73
Ars2	83701	11.74	10.52	16.35
Tmem11	216821	11.74	14.73	15.53
Zfp512	269639	11.74	10.43	11.83
LOC100047674	100047674	11.74	6.79	11.21
Tor1aip2	240832	11.74	8.61	24.68
Mpg	268395	11.74	11.96	18.51
4933426M11Rik	217684	11.74	23.92	12.96
Gmcl1	23885	11.65	4.97	14.71
Spcs3	76687	11.65	5.26	9.67
Bmp1	12153	11.65	8.8	8.43
Bub3	12237	11.65	6.98	16.25
Cfl2	12632	11.65	10.33	14.71
SEPT4	18952	11.65	8.99	11.01
Rbpms	19663	11.65	17.12	13.47
Atxn10	54138	11.65	13.49	12.75
Acadsb	66885	11.65	9.57	10.8
1110065P20Rik	68920	11.65	7.27	15.33
Stab1	192187	11.65	11.77	8.33
Dhrs11	192970	11.65	8.71	11.21
Arfgef1	211673	11.65	12.82	13.78
Ppp1r12c	232807	11.65	9.37	13.78
BC024659	108934	11.65	18.65	8.43
Smad1	17125	11.55	4.59	7.61
Psmg1	56088	11.55	6.6	12.03
Sfrs18	66625	11.55	6.7	4.94
Eln	13717	11.55	7.27	12.24
Wdr45l	66840	11.55	11.58	13.99
Cmtm8	70031	11.55	11.1	12.03
Prcc	94315	11.55	9.37	8.54
Pcmtd1	319263	11.55	8.51	17.49
Tnpo3	320938	11.55	13.01	15.63
Vnn1	22361	11.55	51.18	5.66
Il15ra	16169	11.55	23.63	13.06
Cyba	13057	11.45	6.12	11.93
Phf21a	192285	11.45	4.97	8.64
Casp6	12368	11.45	8.42	6.69
Fcgr2b	14130	11.45	12.15	9.67
Map2k1	26395	11.45	9.85	11.73
Gtf2f1	98053	11.45	11.19	13.27
AI314976	106821	11.45	6.89	9.77
Cspp1	211660	11.45	7.17	11.42
Atxn7	246103	11.45	9.09	8.85
Lcp1	18826	11.45	12.44	22.94
M6prbp1	66905	11.45	7.94	24.68
Eaf1	74427	11.45	11.29	17.9
Rogdi	66049	11.45	19.23	4.11
EG624862	624862	11.45	45.44	19.65
Rhoc	11853	11.36	6.12	12.65
Fgfr3	14184	11.36	2.49	12.55
Rsu1	20163	11.36	6.41	15.94
2810432D09Rik	69961	11.36	7.84	4.83
Bcat2	12036	11.36	13.97	8.13
Cyp2j6	13110	11.36	9.57	8.74
Eif3a	13669	11.36	14.54	14.5
Mcm7	17220	11.36	6.6	14.91
Snta1	20648	11.36	9.57	12.34
Sdc3	20970	11.36	7.08	13.47
Tjp1	21872	11.36	9.18	10.08
2500003M10Rik	66511	11.36	11.86	11.93
1190017O12Rik	68936	11.36	10.04	12.65
Tmem143	70209	11.36	9.47	12.14
Zdhhc4	72881	11.36	9.47	13.78
Prelp	116847	11.36	6.98	7.71
Trib1	211770	11.36	17.51	12.03
Smg5	229512	11.36	12.44	14.4
Urb2	382038	11.36	9.85	17.07
Rnf126	70294	11.36	10.24	18.93
Tacc1	320165	11.26	3.83	9.77
Mdfic	16543	11.26	7.65	12.55
Arih2	23807	11.26	8.71	12.14
Eif2s3y	26908	11.26	10.24	15.43
Ddx47	67755	11.26	7.94	10.49
Ssfa2	70599	11.26	7.27	15.94
Dusp11	72102	11.26	8.51	12.75
Ankrd11	77087	11.26	8.13	13.89
Trappc6b	78232	11.26	12.15	14.5
Gbf1	107338	11.26	10.24	13.78
Eea1	216238	11.26	9.28	9.57
Npepl1	228961	11.26	10.43	16.05
Nol6	230082	11.26	9.76	7.71
Atg9a	245860	11.26	9.28	15.53
Nr1d2	353187	11.26	9.85	27.87
Tigd2	68140	11.17	4.78	9.05
Ccdc21	70012	11.17	4.5	8.54
Cops2	12848	11.17	11.58	11.42
Hmox1	15368	11.17	7.84	14.09
Hspa4	15525	11.17	12.24	11.52
Esrra	26379	11.17	14.25	8.64
Mapk14	26416	11.17	11.96	11.73
Nhp2	52530	11.17	13.68	9.98
Ensa	56205	11.17	13.58	11.21
Rhog	56212	11.17	12.15	16.05
Exosc7	66446	11.17	12.53	14.19
9430016H08Rik	68115	11.17	13.49	13.06
Cgnl1	68178	11.17	6.98	8.33
Scrn3	74616	11.17	8.51	7.2
Ankrd17	81702	11.17	12.24	12.75
6720456B07Rik	101314	11.17	9.47	11.83
BC021381	212483	11.17	7.75	7.61
Alg12	223774	11.17	12.24	12.55
2810408M09Rik	381406	11.17	11	12.55
Dpp4	13482	11.17	11.38	19.95
Sars	20226	11.17	8.13	20.06
Kdelr2	66913	11.17	7.56	18.41
Usp36	72344	11.17	8.99	21.19
Cep110	26920	11.17	53.76	6.27
8430410A17Rik	232210	11.07	6.12	9.57
Ociad2	433904	11.07	4.69	10.59
Fam20c	80752	11.07	5.64	19.65
Arnt	11863	11.07	10.43	12.24
Il6st	16195	11.07	8.32	11.62
Ptprd	19266	11.07	12.05	13.68
Abcg5	27409	11.07	9.76	9.26
Pppde2	28075	11.07	9.57	12.65
Ap3m1	55946	11.07	15.5	16.46
Slc9a3r2	65962	11.07	8.42	13.99
Snw1	66354	11.07	13.78	9.77
Peli1	67245	11.07	9.57	17.38
Tmem179b	67706	11.07	8.61	8.33
Ripk4	72388	11.07	9.76	9.15
Ubr3	108054	11.07	15.98	8.33
Taf9	108143	11.07	7.56	13.47
Gabpb2	213054	11.07	6.41	6.79
Daglb	231871	11.07	13.68	13.68
Klhl21	242785	11.07	14.16	7.71
Rc3h1	381305	11.07	9.95	11.31
Cabp1	29867	10.98	5.45	9.98
Hnmt	140483	10.98	4.78	15.94
Sqle	20775	10.98	0.29	26.02
Auh	11992	10.98	16.45	14.09
Dlg1	13383	10.98	6.51	8.13
Rnaseh1	19819	10.98	9.09	11.42
Ppp2r5d	21770	10.98	9.57	14.71
Midn	59090	10.98	9.18	13.89
Sec11c	66286	10.98	6.51	15.22
Crtc2	74343	10.98	13.78	9.15
Nme3	79059	10.98	7.08	6.69
Igsf11	207683	10.98	12.34	14.61
9030612M13Rik	208292	10.98	11.58	15.22
Snx14	244962	10.98	10.62	14.71
LOC100043974	100043974	10.98	7.94	13.89
Farsa	66590	10.98	11	18.82
Tmem219	68742	10.98	16.84	17.49
3110002H16Rik	76482	10.98	9.18	18.93
Bre	107976	10.98	14.25	18.72
Rbks	71336	10.98	20.28	15.22
Eif6	16418	10.98	17.31	22.83
Alcam	11658	10.88	4.3	16.56
C1qc	12262	10.88	5.45	8.64
Nudt22	68323	10.88	4.88	15.74
Nek9	217718	10.88	6.03	16.87
Crebzf	233490	10.88	5.55	13.27
Mllt4	17356	10.88	6.31	9.15
Ndnl2	66647	10.88	7.37	8.13
2410127L17Rik	67383	10.88	7.46	10.59
Exoc1	69940	10.88	7.75	12.24
Trim39	79263	10.88	7.65	13.47
D2hgdh	98314	10.88	9.57	9.05
Scrib	105782	10.88	7.56	12.24
Rapgef6	192786	10.88	8.71	7.2
Chmp6	208092	10.88	9.09	12.24
Slc35f5	74150	10.88	13.3	22.32
Copz2	56358	10.88	17.31	9.87
Chic2	74277	10.88	18.94	10.49
Eif4g3	230861	10.88	17.6	17.07
Amdhd1	71761	10.79	16.84	5.76
Atp6v0e	11974	10.79	11	9.26
Ehd1	13660	10.79	8.04	14.19
Ing4	28019	10.79	9.66	9.15
Tspan3	56434	10.79	8.42	7.51
Sertad2	58172	10.79	8.8	12.96
Hs1bp3	58240	10.79	6.79	10.08
Arl8b	67166	10.79	15.21	12.96
Mfn1	67414	10.79	6.98	12.24
Eml2	72205	10.79	6.51	10.49
Dpp7	83768	10.79	6.79	10.08
Ptpn23	104831	10.79	8.23	13.47
Cggbp1	106143	10.79	7.65	12.14
Pank3	211347	10.79	9.66	12.55
Ncoa5	228869	10.79	8.9	10.18
OTTMUSG00000000266	433716	10.79	9.37	10.29
LOC100044900	100044900	10.79	11.38	14.91
Khsrp	16549	10.79	9.57	17.79
Apoa5	66113	10.79	21.72	6.79
1110054M08Rik	68841	10.79	19.23	8.33
Tsc1	64930	10.69	5.74	7.1
Ppp1r11	76497	10.69	5.45	9.57
Sult5a1	57429	10.69	11.67	3.7
Arhgef1	16801	10.69	11.1	12.96
Zbtb7a	16969	10.69	11	13.17
Wdr1	22388	10.69	12.63	15.02
Ndrg3	29812	10.69	7.65	8.95
Fam3a	66294	10.69	10.91	10.08
Papd4	100715	10.69	14.73	15.53
Egln2	112406	10.69	8.9	15.63
Fam120c	207375	10.69	14.92	7.51
Acsm5	272428	10.69	7.46	5.86
Snrnp200	320632	10.69	9.47	9.67
EG633057	633057	10.69	9.57	10.18
Usp5	22225	10.6	5.17	13.68
Rsbn1l	242860	10.6	5.07	8.64
LOC435565	435565	10.6	3.83	7.41
Daxx	13163	10.6	9.28	8.85
Kat2a	14534	10.6	5.93	8.95
Oit3	18302	10.6	9.66	8.13
Zc3h7b	20286	10.6	7.75	7.3
Tpst1	22021	10.6	9.76	9.57
Add3	27360	10.6	6.6	10.08
D1Bwg0212e	52846	10.6	8.13	11.52
Scoc	56367	10.6	8.32	8.64
Smarce1	57376	10.6	9.76	9.57
0610037P05Rik	66086	10.6	9.66	8.23
Nudt14	66174	10.6	11.48	11.73
Ing5	66262	10.6	7.17	9.57
Fbxo7	69754	10.6	10.71	15.33
Rrn3	106298	10.6	6.03	8.64
Zdhhc9	208884	10.6	9.95	12.03
Prmt7	214572	10.6	10.14	13.27
Ythdf1	228994	10.6	8.13	10.8
Mcart1	230125	10.6	13.58	9.46
Zfp384	269800	10.6	7.46	13.78
Vps11	71732	10.6	11	17.38
Prkra	23992	10.5	4.78	15.43
Nudcd2	52653	10.5	10.24	13.68
Pxmp4	59038	10.5	12.24	6.17
Lrp10	65107	10.5	14.06	15.12
Glod4	67201	10.5	9.18	10.18
Trrap	100683	10.5	6.6	7.61
Wdr81	192652	10.5	8.23	6.38
Bnip1	224630	10.5	6.7	9.36
Wdr24	268933	10.5	7.94	16.56
Tmem62	96957	10.5	24.68	16.15
Polr2b	231329	10.5	17.12	13.06
Ppp3ca	19055	10.4	9.18	7.71
Tk2	57813	10.4	7.65	8.54
Syap1	67043	10.4	8.8	12.96
Wdr55	67936	10.4	9.47	14.3
Rreb1	68750	10.4	13.11	11.01
1500012F01Rik	68949	10.4	13.58	5.66
Cog4	102339	10.4	10.52	14.09
Jmjd1a	104263	10.4	5.93	6.69
Papd5	214627	10.4	13.01	13.47
Lsg1	224092	10.4	8.23	14.3
Usp40	227334	10.4	13.01	9.46
LOC100047919	100047919	10.4	9.09	6.38
Gata4	14463	10.31	5.26	9.57
Ccdc104	216618	10.31	7.46	4.94
Clk2	12748	10.31	8.61	6.69
Kif13a	16553	10.31	12.53	11.42
Rad21	19357	10.31	10.52	10.49
Slc1a2	20511	10.31	9.47	11.52
Tap1	21354	10.31	7.56	11.62
Baz1b	22385	10.31	11.1	7.3
Exosc5	27998	10.31	9.76	11.73
Nagk	56174	10.31	10.24	11.31
Snx1	56440	10.31	6.98	10.8
Rae1	66679	10.31	8.13	12.55
Lmf2	105847	10.31	13.68	9.98
Sec23ip	207352	10.31	6.12	8.02
Pabpc4	230721	10.31	9.76	13.58
Atg4d	235040	10.31	15.98	14.3
Tnfaip1	21927	10.31	12.44	17.07
Apba3	57267	10.31	11.77	17.18
Itga5	16402	10.21	5.45	11.01
Slc3a1	20532	10.21	1.82	8.74
Rnf11	29864	10.21	5.17	10.8
2610301B20Rik	67157	10.21	4.5	8.02
Rab32	67844	10.21	4.97	6.99
Mmp15	17388	10.21	3.83	17.07
Il12b	16160	10.21	8.61	10.9
Ppp2r2d	52432	10.21	13.3	11.42
Tbk1	56480	10.21	10.04	7.3
Aqp11	66333	10.21	12.34	7.82
2310030G06Rik	66952	10.21	6.7	9.05
Ssna1	68475	10.21	9.47	15.74
Tradd	71609	10.21	7.94	13.78
Znfx1	98999	10.21	7.84	8.13
Brwd2	207425	10.21	11	10.39
Sbno1	243272	10.21	8.99	12.86
Qrich1	69232	10.21	10.33	19.34
Zmpste24	230709	10.21	8.51	20.67
Enho	69638	10.12	4.4	3.09
2810459M11Rik	72792	10.12	5.26	6.17
Rassf6	73246	10.12	4.59	15.02
Mboat7	77582	10.12	4.3	9.67
Qser1	99003	10.12	5.36	8.74
Erlin1	226144	10.12	3.73	13.47
AI464131	329828	10.12	4.02	12.34
Dsc2	13506	10.12	3.25	18.21
Bmp2	12156	10.12	8.51	7.82
Dpm2	13481	10.12	6.79	15.84
Sdc2	15529	10.12	6.98	6.79
Pnn	18949	10.12	10.04	13.06
Sp1	20683	10.12	11.29	6.58
Hsp90b1	22027	10.12	9.37	10.18
Prmt5	27374	10.12	9.66	9.15
Luc7l	66978	10.12	9.18	10.8
Mon2	67074	10.12	11.67	11.31
Akt1s1	67605	10.12	6.89	10.9
Cgrrf1	68755	10.12	7.84	11.21
Sec24b	99683	10.12	14.73	15.22
Nt5c3	107569	10.12	11.48	11.21
Slc25a38	208638	10.12	12.63	11.21
Rab3gap1	226407	10.12	9.57	15.94
Spg7	234847	10.12	7.17	14.71
Srxn1	76650	10.12	8.61	32.81
Exosc4	109075	10.12	10.14	18.62
Dhx33	216877	10.12	5.64	19.44
Dnajb1	81489	10.12	16.45	15.94
Zmym5	219105	10.02	5.36	7.2
Plxnb1	235611	10.02	3.35	5.66
Rbbp5	213464	10.02	5.36	17.07
Adam10	11487	10.02	9.85	10.18
Casp7	12369	10.02	7.65	15.22
Ralbp1	19765	10.02	10.04	13.06
Sgk1	20393	10.02	12.15	9.05
Orc5l	26429	10.02	9.47	13.47
Exosc9	50911	10.02	7.94	7.82
Timm50	66525	10.02	5.93	13.27
Xab2	67439	10.02	8.71	8.54
1110018G07Rik	68497	10.02	13.01	9.05
Ccdc44	70207	10.02	8.99	9.15
Ppp4r1	70351	10.02	10.14	8.54
Ddx41	72935	10.02	6.41	13.06
Vps16	80743	10.02	7.94	10.59
Btbd1	83962	10.02	13.01	11.42
L2hgdh	217666	10.02	5.64	13.78
Fndc3a	319448	10.02	10.04	19.34
Egr1	13653	9.93	2.77	0.93
Avpr1a	54140	9.93	2.77	3.6
2810408I11Rik	69941	9.93	4.69	8.54
Mapre2	212307	9.93	5.07	10.59
LOC100046343	100046343	9.93	4.78	13.17
Phf10	72057	9.93	4.59	28.39
Scnn1a	20276	9.93	6.6	4.63
Asah1	11886	9.93	5.55	15.74
Hdac6	15185	9.93	9.85	10.59
Trim27	19720	9.93	5.84	12.03
Utx	22289	9.93	12.44	12.65
Yap1	22601	9.93	9.37	10.9
Ppp1r16a	73062	9.93	7.37	7.51
Pex26	74043	9.93	8.8	13.27
Brwd1	93871	9.93	7.84	9.26
Phlpp	98432	9.93	7.65	6.38
2310065K24Rik	102122	9.93	7.46	10.39
Pom121	107939	9.93	7.65	9.26
Wdr5	140858	9.93	7.08	9.98
Nme7	171567	9.93	6.12	10.39
BC003940	192173	9.93	8.51	10.18
Spns2	216892	9.93	12.63	9.67
Sptlc1	268656	9.93	7.65	9.57
Nostrin	329416	9.93	6.89	13.17
Tatdn2	381801	9.93	12.44	11.21
LOC100046998	100046998	9.93	15.59	10.59
Ets2	23872	9.93	13.87	16.77
