Metaprobe	Entrez Gene ID	Gene Symbol	Gene Name	Chromosome	Cytoband	SAM Score	Numerator(r)	Denominator(s+s0)	Fold Change	Fold Change1	expression	DEG Jones-Lenburg	FC Jones-Lenburg
54881_at	54881	TEX10	testis expressed 10	9	9q31.1	4.32	0.57	0.13	1.5	1.5	up	N/A	N/A
54882_at	54882	ANKHD1	ankyrin repeat and KH domain containing 1	5	5q31.3	4.37	0.49	0.11	1.43	1.43	up	N/A	N/A
54888_at	54888	NSUN2	NOL1/NOP2/Sun domain family, member 2	5	5p15.31	4.23	0.62	0.15	1.57	1.57	up	N/A	N/A
54892_at	54892	NCAPG2	non-SMC condensin II complex, subunit G2	7	7q36.3	5.56	1.01	0.18	2.08	2.08	up	N/A	N/A
54906_at	54906	C10orf18	chromosome 10 open reading frame 18	10	10p15.1	6.17	0.68	0.11	1.6	1.6	up	N/A	N/A
54908_at	54908	CCDC99	coiled-coil domain containing 99	5	5q35.1	7.77	1.01	0.13	2.04	2.04	up	N/A	N/A
54941_at	54941	RNF125	ring finger protein 125	18	18q12.1	6.26	1.22	0.19	2.44	2.44	up	N/A	N/A
54969_at	54969	C4orf27	chromosome 4 open reading frame 27	4	4q33	5.21	0.62	0.12	1.56	1.56	up	N/A	N/A
54974_at	54974	THG1L	tRNA-histidine guanylyltransferase 1-like (S. cerevisiae)	5	5q33.3	5.42	1.23	0.23	2.55	2.55	up	N/A	N/A
54976_at	54976	C20orf27	chromosome 20 open reading frame 27	20	20p13	4.75	0.34	0.07	1.28	1.28	up	N/A	N/A
55013_at	55013	CCDC109B	coiled-coil domain containing 109B	4	4q25	6.12	1.85	0.3	4.16	4.16	up	N/A	N/A
55033_at	55033	FKBP14	FK506 binding protein 14, 22 kDa	7	7p15.1	5.14	0.87	0.17	1.84	1.84	up	N/A	N/A
55069_at	55069	C7orf42	chromosome 7 open reading frame 42	7	7q11.21	8.77	0.92	0.11	1.91	1.91	up	N/A	N/A
55074_at	55074	OXR1	oxidation resistance 1	8	8q23	5.06	1.03	0.2	2.12	2.12	up	N/A	N/A
2625_at	2625	GATA3	GATA binding protein 3	10	10p15	-11.36	-2.95	0.26	0.13	-7.58	down	yes	-2.39
55106_at	55106	SLFN12	schlafen family member 12	17	17q12	5.91	1.32	0.22	2.67	2.67	up	N/A	N/A
55107_at	55107	TMEM16A	transmembrane protein 16A	11	11q13.3	4.86	0.72	0.15	1.71	1.71	up	N/A	N/A
55112_at	55112	WDR60	WD repeat domain 60	7	7q36.3	7.37	0.84	0.11	1.8	1.8	up	N/A	N/A
55119_at	55119	PRPF38B	PRP38 pre-mRNA processing factor 38 (yeast) domain containing B	1	1p13.3	5.54	0.68	0.12	1.61	1.61	up	N/A	N/A
55120_at	55120	FANCL	Fanconi anemia, complementation group L	2	2p16.1	7.51	1.19	0.16	2.26	2.26	up	N/A	N/A
55125_at	55125	CEP192	centrosomal protein 192kDa	18	18p11.21	4.44	0.76	0.17	1.66	1.66	up	N/A	N/A
55127_at	55127	HEATR1	HEAT repeat containing 1	1	1q43	8.55	0.64	0.07	1.56	1.56	up	N/A	N/A
55148_at	55148	C14orf130	chromosome 14 open reading frame 130	14	14q32.12	5.37	0.84	0.16	1.85	1.85	up	N/A	N/A
5214_at	5214	PFKP	phosphofructokinase, platelet	10	10p15.3-p15.2	10.55	2.75	0.26	6.26	6.26	up	yes	9.11
55166_at	55166	CENPQ	centromere protein Q	6	6p12.3	6.74	0.71	0.11	1.65	1.65	up	N/A	N/A
55181_at	55181	C17orf71	chromosome 17 open reading frame 71	17	17q22	9.79	0.86	0.09	1.81	1.81	up	N/A	N/A
55183_at	55183	RIF1	RAP1 interacting factor homolog (yeast)	2	2q23.3	4.92	0.67	0.14	1.61	1.61	up	N/A	N/A
55196_at	55196	C12orf35	chromosome 12 open reading frame 35	12	12p11.21	5.75	1.11	0.19	2.21	2.21	up	N/A	N/A
55212_at	55212	BBS7	Bardet-Biedl syndrome 7	4	4q27	4.91	0.73	0.15	1.68	1.68	up	N/A	N/A
55215_at	55215	KIAA1794	KIAA1794	15	15q25-q26	8.8	1.18	0.13	2.32	2.32	up	N/A	N/A
55216_at	55216	C11orf57	chromosome 11 open reading frame 57	11	11q23.1	5.72	0.7	0.12	1.66	1.66	up	N/A	N/A
55226_at	55226	NAT10	N-acetyltransferase 10	11	11p13	4.52	0.61	0.14	1.56	1.56	up	N/A	N/A
55249_at	55249	YY1AP1	YY1 associated protein 1	1	1q22	4.82	0.69	0.14	1.61	1.61	up	N/A	N/A
55250_at	55250	STATIP1	signal transducer and activator of transcription 3 interacting protein 1	18	18q12.2	5	0.77	0.15	1.75	1.75	up	N/A	N/A
55255_at	55255	WDR41	WD repeat domain 41	5	5q14.1	4.46	0.88	0.2	1.95	1.95	up	N/A	N/A
55276_at	55276	PGM2	phosphoglucomutase 2	4	4p14	4.68	0.53	0.11	1.44	1.44	up	N/A	N/A
55281_at	55281	TMEM140	transmembrane protein 140	7	7q33	7.66	1.5	0.2	2.92	2.92	up	N/A	N/A
55294_at	55294	FBXW7	F-box and WD repeat domain containing 7	4	4q31.3	5.5	0.67	0.12	1.61	1.61	up	N/A	N/A
55299_at	55299	BXDC2	brix domain containing 2	5	5p13.2	4.2	0.6	0.14	1.54	1.54	up	N/A	N/A
55303_at	55303	GIMAP4	GTPase, IMAP family member 4	7	7q36.1	4.87	1.41	0.29	2.97	2.97	up	N/A	N/A
55314_at	55314	TMEM144	transmembrane protein 144	4	4q32.1	6.7	0.82	0.12	1.81	1.81	up	N/A	N/A
55319_at	55319	FLJ11184	hypothetical protein FLJ11184	4	4q32.3	4.87	1.09	0.22	2.21	2.21	up	N/A	N/A
55320_at	55320	C14orf106	chromosome 14 open reading frame 106	14	14q21.3	6.23	1.23	0.2	2.48	2.48	up	N/A	N/A
55330_at	55330	CNO	cappuccino homolog (mouse)	4	4p16.1	4.23	0.53	0.13	1.47	1.47	up	N/A	N/A
55346_at	55346	TCP11L1	t-complex 11 (mouse)-like 1	11	11p13	4.5	0.75	0.17	1.71	1.71	up	N/A	N/A
55355_at	55355	DKFZp762E1312	hypothetical protein DKFZp762E1312	2	2q37.1	4.25	0.37	0.09	1.3	1.3	up	N/A	N/A
55388_at	55388	MCM10	MCM10 minichromosome maintenance deficient 10 (S. cerevisiae)	10	10p13	6.75	0.43	0.06	1.35	1.35	up	N/A	N/A
55421_at	55421	C17orf85	chromosome 17 open reading frame 85	17	17p13.2	4.65	0.53	0.12	1.46	1.46	up	N/A	N/A
55536_at	55536	CDCA7L	cell division cycle associated 7-like	7	7p15.3	7.23	2.44	0.34	6.43	6.43	up	N/A	N/A
55571_at	55571	C2orf29	chromosome 2 open reading frame 29	2	2q11.2	4.18	0.59	0.14	1.54	1.54	up	N/A	N/A
55577_at	55577	NAGK	N-acetylglucosamine kinase	2	2p13.3	6.28	0.74	0.12	1.68	1.68	up	N/A	N/A
55589_at	55589	BMP2K	BMP2 inducible kinase	4	4q21.21	7.46	1.2	0.16	2.3	2.3	up	N/A	N/A
55591_at	55591	VEZT	vezatin, adherens junctions transmembrane protein	12	12q22	5.63	0.63	0.11	1.55	1.55	up	N/A	N/A
55596_at	55596	ZCCHC8	zinc finger, CCHC domain containing 8	12	12q24.31	5.05	0.72	0.14	1.68	1.68	up	N/A	N/A
55601_at	55601	FLJ20035	hypothetical protein FLJ20035	4	4q32.3	8.17	1.02	0.12	2.05	2.05	up	N/A	N/A
55609_at	55609	SUHW3	suppressor of hairy wing homolog 3 (Drosophila)	X	Xq25	5.09	0.59	0.12	1.53	1.53	up	N/A	N/A
55619_at	55619	DOCK10	dedicator of cytokinesis 10	2	2q36.2	10.21	1.25	0.12	2.4	2.4	up	N/A	N/A
55621_at	55621	TRMT1	TRM1 tRNA methyltransferase 1 homolog (S. cerevisiae)	19	19p13.13	5.85	0.79	0.13	1.73	1.73	up	N/A	N/A
55623_at	55623	THUMPD1	THUMP domain containing 1	16	16p12.2	4.97	0.46	0.09	1.37	1.37	up	N/A	N/A
55646_at	55646	LYAR	hypothetical protein FLJ20425	4	4p16.2	8.12	1.05	0.13	2.06	2.06	up	N/A	N/A
55656_at	55656	INTS8	integrator complex subunit 8	8	8q22.1	7.8	0.94	0.12	1.92	1.92	up	N/A	N/A
55667_at	55667	DENND4C	DENN/MADD domain containing 4C	9	9p22.1	5.48	0.83	0.15	1.82	1.82	up	N/A	N/A
54541_at	54541	DDIT4	DNA-damage-inducible transcript 4	10	10pter-q26.12	5.89	2.06	0.35	4.48	4.48	up	yes	5.45
55696_at	55696	RBM22	RNA binding motif protein 22	5	5q33.1	6.9	0.66	0.1	1.59	1.59	up	N/A	N/A
55704_at	55704	KIAA1212	KIAA1212	2	2p16.1	4.91	1.15	0.24	2.35	2.35	up	N/A	N/A
55711_at	55711	MLSTD1	male sterility domain containing 1	12	12p11.22	7.17	1.69	0.24	3.38	3.38	up	N/A	N/A
55719_at	55719	C10orf6	chromosome 10 open reading frame 6	10	10q24.31	6	0.92	0.15	1.95	1.95	up	N/A	N/A
55720_at	55720	TSR1	TSR1, 20S rRNA accumulation, homolog (S. cerevisiae)	17	17p13.3	4.34	0.55	0.13	1.5	1.5	up	N/A	N/A
55726_at	55726	C12orf11	chromosome 12 open reading frame 11	12	12p11.23	5.46	0.72	0.13	1.65	1.65	up	N/A	N/A
55762_at	55762	ZNF701	zinc finger protein 701	19	19q13.41	4.14	0.52	0.13	1.45	1.45	up	N/A	N/A
55763_at	55763	EXOC1	exocyst complex component 1	4	4q12	5.23	0.59	0.11	1.5	1.5	up	N/A	N/A
55769_at	55769	ZNF83	zinc finger protein 83	19	19q13.3	4.42	0.69	0.16	1.63	1.63	up	N/A	N/A
55770_at	55770	EXOC2	exocyst complex component 2	6	6p25.3	4.72	0.43	0.09	1.35	1.35	up	N/A	N/A
55781_at	55781	RIOK2	RIO kinase 2 (yeast)	5	5q15	5.95	0.87	0.15	1.85	1.85	up	N/A	N/A
55803_at	55803	CENTA2	centaurin, alpha 2	17	17q11.2	5.77	0.91	0.16	1.93	1.93	up	N/A	N/A
55810_at	55810	FOXJ2	forkhead box J2	12	12p13.31	4.75	0.59	0.12	1.5	1.5	up	N/A	N/A
55813_at	55813	UTP6	UTP6, small subunit (SSU) processome component, homolog (yeast)	17	17q11.2	4.93	0.8	0.16	1.76	1.76	up	N/A	N/A
55818_at	55818	JMJD1A	jumonji domain containing 1A	2	2p11.2	7.92	1.41	0.18	2.61	2.61	up	N/A	N/A
55819_at	55819	RNF130	ring finger protein 130	5	5q35.3	4.31	0.53	0.12	1.45	1.45	up	N/A	N/A
55824_at	55824	PAG1	phosphoprotein associated with glycosphingolipid microdomains 1	8	8q21.13	17.06	2.45	0.14	5.4	5.4	up	N/A	N/A
55841_at	55841	WWC3	WWC family member 3	X	Xp22.32	7.97	1.02	0.13	2.05	2.05	up	N/A	N/A
55843_at	55843	ARHGAP15	Rho GTPase activating protein 15	2	2q22.2	6.91	1.81	0.26	3.88	3.88	up	N/A	N/A
55872_at	55872	PBK	PDZ binding kinase	8	8p21.2	5.68	1.77	0.31	4.36	4.36	up	N/A	N/A
240_at	240	ALOX5	arachidonate 5-lipoxygenase	10	10q11.2	4.65	1.21	0.26	2.7	2.7	up	yes	6.2
55904_at	55904	MLL5	myeloid/lymphoid or mixed-lineage leukemia 5 (trithorax homolog, Drosophila)	7	7q22.1	7.41	0.77	0.1	1.71	1.71	up	N/A	N/A
55920_at	55920	RCC2	regulator of chromosome condensation 2	1	1p36.13	7.91	0.84	0.11	1.8	1.8	up	N/A	N/A
55973_at	55973	BCAP29	B-cell receptor-associated protein 29	7	7q22-q31	6.73	0.64	0.09	1.57	1.57	up	N/A	N/A
56005_at	56005	C19orf10	chromosome 19 open reading frame 10	19	19p13.3	4.78	0.7	0.15	1.67	1.67	up	N/A	N/A
56122_at	56122	PCDHB14	protocadherin beta 14	5	5q31	7.53	2.13	0.28	4.98	4.98	up	N/A	N/A
56126_at	56126	PCDHB10	protocadherin beta 10	5	5q31	6.92	2.6	0.38	7.73	7.73	up	N/A	N/A
56204_at	56204	KIAA1370	KIAA1370	15	15q21.2	5.23	0.84	0.16	1.76	1.76	up	N/A	N/A
56253_at	56253	CRTAM	cytotoxic and regulatory T cell molecule	11	11q22-q23	5	1.68	0.34	4.05	4.05	up	N/A	N/A
56477_at	56477	CCL28	chemokine (C-C motif) ligand 28	5	5p12	5.03	1.64	0.33	3.75	3.75	up	N/A	N/A
56672_at	56672	C11orf17	chromosome 11 open reading frame 17	11	11p15.3	4.63	0.64	0.14	1.56	1.56	up	N/A	N/A
55753_at	55753	OGDHL	oxoglutarate dehydrogenase-like	10	10q11.23	-6.49	-2.53	0.39	0.26	-3.85	down	yes	-3.02
55165_at	55165	CEP55	centrosomal protein 55kDa	10	10q23.33	6.39	1.54	0.24	3.27	3.27	up	yes	3.17
56907_at	56907	SPIRE1	spire homolog 1 (Drosophila)	18	18p11.21	9.21	1.36	0.15	2.63	2.63	up	N/A	N/A
56911_at	56911	C21orf7	chromosome 21 open reading frame 7	21	21q22.3	6.47	1.37	0.21	2.82	2.82	up	N/A	N/A
56915_at	56915	EXOSC5	exosome component 5	19	19q13.1	7.03	1.13	0.16	2.27	2.27	up	N/A	N/A
56916_at	56916	SMARCAD1	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1	4	4q22-q23	4.2	0.46	0.11	1.38	1.38	up	N/A	N/A
56919_at	56919	DHX33	DEAH (Asp-Glu-Ala-His) box polypeptide 33	17	17p13.2	4.58	0.58	0.13	1.51	1.51	up	N/A	N/A
56925_at	56925	LXN	latexin	3	3q25.32	5.21	1.18	0.23	2.32	2.32	up	N/A	N/A
56929_at	56929	FEM1C	fem-1 homolog c (C. elegans)	5	5q22	4.95	1.12	0.23	2.27	2.27	up	N/A	N/A
56937_at	56937	TMEPAI	transmembrane, prostate androgen induced RNA	20	20q13.31-q13.33	5.04	1.46	0.29	3.2	3.2	up	N/A	N/A
56950_at	56950	SMYD2	SET and MYND domain containing 2	1	1q41	8.8	1.4	0.16	2.71	2.71	up	N/A	N/A
56951_at	56951	C5orf15	chromosome 5 open reading frame 15	5	5q31.1	4.6	0.58	0.13	1.52	1.52	up	N/A	N/A
56986_at	56986	DTWD1	DTW domain containing 1	15	15q21.2	6.5	0.95	0.15	1.93	1.93	up	N/A	N/A
57007_at	57007	CXCR7	chemokine (C-X-C motif) receptor 7	2	2q37.3	6.8	2.45	0.36	5.89	5.89	up	N/A	N/A
57102_at	57102	C12orf4	chromosome 12 open reading frame 4	12	12p13.3	5.58	0.83	0.15	1.8	1.8	up	N/A	N/A
57109_at	57109	REXO4	REX4, RNA exonuclease 4 homolog (S. cerevisiae)	9	9q34.2	5.12	0.71	0.14	1.65	1.65	up	N/A	N/A
57118_at	57118	CAMK1D	calcium/calmodulin-dependent protein kinase ID	10	10p13	4.54	0.37	0.08	1.3	1.3	up	N/A	N/A
57121_at	57121	GPR92	G protein-coupled receptor 92	12	12p13.31	6.19	0.78	0.13	1.76	1.76	up	N/A	N/A
57122_at	57122	NUP107	nucleoporin 107kDa	12	12q15	5.3	0.62	0.12	1.55	1.55	up	N/A	N/A
5507_at	5507	PPP1R3C	protein phosphatase 1, regulatory (inhibitor) subunit 3C	10	10q23-q24	10.06	2.79	0.28	7.01	7.01	up	yes	3.89
57157_at	57157	PHTF2	putative homeodomain transcription factor 2	7	7q11.23-q21	5.73	0.47	0.08	1.4	1.4	up	N/A	N/A
57169_at	57169	ZNFX1	zinc finger, NFX1-type containing 1	20	20q13.13	4.65	0.7	0.15	1.66	1.66	up	N/A	N/A
57211_at	57211	GPR126	G protein-coupled receptor 126	6	6q24.1	6.13	1.35	0.22	2.65	2.65	up	N/A	N/A
57222_at	57222	ERGIC1	endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1	5	5q35.1-q35.2	4.6	0.61	0.13	1.56	1.56	up	N/A	N/A
57381_at	57381	RHOJ	ras homolog gene family, member J	14	14q23.2	4.31	0.85	0.2	1.93	1.93	up	N/A	N/A
57396_at	57396	CLK4	CDC-like kinase 4	5	5q35	6.41	1.35	0.21	2.68	2.68	up	N/A	N/A
57488_at	57488	FAM62B	family with sequence similarity 62 (C2 domain containing) member B	7	7q36.3	6.45	0.87	0.14	1.86	1.86	up	N/A	N/A
57494_at	57494	FAM80B	family with sequence similarity 80, member B	12	12p13.31	4.52	0.9	0.2	1.94	1.94	up	N/A	N/A
57508_at	57508	INTS2	integrator complex subunit 2	17	17q23.2	5.42	0.84	0.15	1.78	1.78	up	N/A	N/A
57519_at	57519	STARD9	START domain containing 9	15	15q15.2	5.4	0.9	0.17	1.93	1.93	up	N/A	N/A
57520_at	57520	HECW2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2	2	2q32.3-q33.1	5.25	1.66	0.32	3.61	3.61	up	N/A	N/A
57553_at	57553	MICAL3	microtubule associated monoxygenase, calponin and LIM domain containing 3	22	22q11.21	4.76	1.08	0.23	2.23	2.23	up	N/A	N/A
57559_at	57559	STAMBPL1	STAM binding protein-like 1	10	10q23.31	8.04	2.59	0.32	6.91	6.91	up	N/A	N/A
57561_at	57561	ARRDC3	arrestin domain containing 3	5	5q14.3	4.9	1.4	0.29	2.76	2.76	up	N/A	N/A
57568_at	57568	SIPA1L2	signal-induced proliferation-associated 1 like 2	1	1q42.2	6.47	1.29	0.2	2.56	2.56	up	N/A	N/A
57580_at	57580	PREX1	phosphatidylinositol 3,4,5-trisphosphate-dependent RAC exchanger 1	20	20q13.13	4.97	0.93	0.19	2.01	2.01	up	N/A	N/A
57587_at	57587	KIAA1430	KIAA1430	4	4q35.1	4.83	0.42	0.09	1.35	1.35	up	N/A	N/A
57665_at	57665	RDH14	retinol dehydrogenase 14 (all-trans/9-cis/11-cis)	2	2p24.2	4.2	0.52	0.12	1.43	1.43	up	N/A	N/A
57674_at	57674	RNF213	ring finger protein 213	17	17q25.3	4.62	0.54	0.12	1.48	1.48	up	N/A	N/A
57691_at	57691	KIAA1586	KIAA1586	6	6p12.1	6.73	0.78	0.12	1.75	1.75	up	N/A	N/A
57695_at	57695	USP37	ubiquitin specific peptidase 37	2	2q35	6.49	0.99	0.15	2.05	2.05	up	N/A	N/A
57696_at	57696	DDX55	DEAD (Asp-Glu-Ala-Asp) box polypeptide 55	12	12q24.31	5.41	0.56	0.1	1.5	1.5	up	N/A	N/A
57717_at	57717	PCDHB16	protocadherin beta 16	5	5q31	4.21	1.67	0.4	4.12	4.12	up	N/A	N/A
57761_at	57761	TRIB3	tribbles homolog 3 (Drosophila)	20	20p13-p12.2	4.86	1.08	0.22	2.31	2.31	up	N/A	N/A
57763_at	57763	ANKRA2	ankyrin repeat, family A (RFXANK-like), 2	5	5q12-q13	5.48	0.81	0.15	1.79	1.79	up	N/A	N/A
57801_at	57801	HES4	hairy and enhancer of split 4 (Drosophila)	1	1p36.33	4.91	1.2	0.24	2.5	2.5	up	N/A	N/A
58191_at	58191	CXCL16	chemokine (C-X-C motif) ligand 16	17	17p13	4.5	1.06	0.24	2.05	2.05	up	N/A	N/A
58472_at	58472	SQRDL	sulfide quinone reductase-like (yeast)	15	15q15	4.91	0.91	0.19	1.95	1.95	up	N/A	N/A
58475_at	58475	MS4A7	membrane-spanning 4-domains, subfamily A, member 7	11	11q12	13.97	2.53	0.18	5.7	5.7	up	N/A	N/A
58486_at	58486	ZBED5	zinc finger, BED-type containing 5	11	11p15.3	4.54	0.36	0.08	1.28	1.28	up	N/A	N/A
58487_at	58487	CREBZF	CREB/ATF bZIP transcription factor	11	11q14	5.73	0.45	0.08	1.37	1.37	up	N/A	N/A
58504_at	58504	ARHGAP22	Rho GTPase activating protein 22	10	10q11.22	6.01	0.92	0.15	1.95	1.95	up	N/A	N/A
59339_at	59339	PLEKHA2	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 2	8	8p11.23	4.55	1.24	0.27	2.52	2.52	up	N/A	N/A
59345_at	59345	GNB4	guanine nucleotide binding protein (G protein), beta polypeptide 4	3	3q26.32-q26.33	5.95	0.74	0.12	1.7	1.7	up	N/A	N/A
60489_at	60489	APOBEC3G	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3G	22	22q13.1-q13.2	5.79	2.44	0.42	6.68	6.68	up	N/A	N/A
60492_at	60492	CCDC90B	coiled-coil domain containing 90B	11	11q14.1	4.24	0.55	0.13	1.47	1.47	up	N/A	N/A
60559_at	60559	SPCS3	signal peptidase complex subunit 3 homolog (S. cerevisiae)	4	4q34.2	4.19	0.58	0.14	1.53	1.53	up	N/A	N/A
63895_at	63895	FAM38B	family with sequence similarity 38, member B	18	18p11.22	4.95	2.08	0.42	5.7	5.7	up	N/A	N/A
63901_at	63901	FAM111A	family with sequence similarity 111, member A	11	11q12.1	4.67	0.47	0.1	1.37	1.37	up	N/A	N/A
63920_at	63920	LOC63920	transposon-derived Buster3 transposase-like	5	5q33.3	4.96	1.65	0.33	3.37	3.37	up	N/A	N/A
63979_at	63979	FIGNL1	fidgetin-like 1	7	7p12.2	4.77	0.45	0.09	1.38	1.38	up	N/A	N/A
64091_at	64091	POPDC2	popeye domain containing 2	3	3q13.33	4.37	1.34	0.31	3.1	3.1	up	N/A	N/A
64092_at	64092	SAMSN1	SAM domain, SH3 domain and nuclear localization signals 1	21	21q11	5.51	1.79	0.32	3.7	3.7	up	N/A	N/A
64098_at	64098	PARVG	parvin, gamma	22	22q13.2-q13	4.57	0.55	0.12	1.48	1.48	up	N/A	N/A
64105_at	64105	CENPK	centromere protein K	5	5p15.2-q12.3	9.42	2.13	0.23	4.82	4.82	up	N/A	N/A
953_at	953	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1	10	10q24	9.17	2.14	0.23	4.8	4.8	up	yes	2.94
64127_at	64127	NOD2	nucleotide-binding oligomerization domain containing 2	16	16q21	4.99	0.66	0.13	1.63	1.63	up	N/A	N/A
64135_at	64135	IFIH1	interferon induced with helicase C domain 1	2	2q24	6.58	1.08	0.16	2.19	2.19	up	N/A	N/A
64151_at	64151	NCAPG	non-SMC condensin I complex, subunit G	4	4p15.33	4.45	0.81	0.18	1.88	1.88	up	N/A	N/A
64170_at	64170	CARD9	caspase recruitment domain family, member 9	9	9q34.3	4.43	0.59	0.13	1.51	1.51	up	N/A	N/A
64174_at	64174	DPEP2	dipeptidase 2	16	16q22.1	6.79	1.26	0.19	2.51	2.51	up	N/A	N/A
64175_at	64175	LEPRE1	leucine proline-enriched proteoglycan (leprecan) 1	1	1p34.1	4.68	0.67	0.14	1.64	1.64	up	N/A	N/A
64224_at	64224	HERPUD2	HERPUD family member 2	7	7p14.2	7.72	1	0.13	2.04	2.04	up	N/A	N/A
64231_at	64231	MS4A6A	membrane-spanning 4-domains, subfamily A, member 6A	11	11q12.1	6.98	2.38	0.34	5.54	5.54	up	N/A	N/A
64318_at	64318	NOC3L	nucleolar complex associated 3 homolog (S. cerevisiae)	10	10q23.33	4.71	0.68	0.14	1.63	1.63	up	N/A	N/A
64333_at	64333	ARHGAP9	Rho GTPase activating protein 9	12	12q14	4.96	1.03	0.21	2.19	2.19	up	N/A	N/A
64407_at	64407	RGS18	regulator of G-protein signalling 18	1	1q31.2	6.78	1.81	0.27	3.84	3.84	up	N/A	N/A
64421_at	64421	DCLRE1C	DNA cross-link repair 1C (PSO2 homolog, S. cerevisiae)	10	10p13	5.57	0.7	0.13	1.65	1.65	up	N/A	N/A
64431_at	64431	ACTR6	ARP6 actin-related protein 6 homolog (yeast)	12	12q23.1	4.53	0.57	0.13	1.5	1.5	up	N/A	N/A
64434_at	64434	NOM1	nucleolar protein with MIF4G domain 1	7	7q36.3	4.3	0.51	0.12	1.44	1.44	up	N/A	N/A
64744_at	64744	SMAP1L	stromal membrane-associated protein 1-like	1	1p35.3-p34.1	5.74	1.09	0.19	2.22	2.22	up	N/A	N/A
64746_at	64746	ACBD3	acyl-Coenzyme A binding domain containing 3	1	1q42.12	4.28	0.52	0.12	1.44	1.44	up	N/A	N/A
64761_at	64761	PARP12	poly (ADP-ribose) polymerase family, member 12	7	7q34	6.59	1.29	0.2	2.52	2.52	up	N/A	N/A
64766_at	64766	S100PBP	S100P binding protein	1	1p35.1	4.85	0.64	0.13	1.56	1.56	up	N/A	N/A
64778_at	64778	FNDC3B	fibronectin type III domain containing 3B	3	3q26.31	6.33	0.89	0.14	1.9	1.9	up	N/A	N/A
64783_at	64783	RBM15	RNA binding motif protein 15	1	1p13	5.74	0.64	0.11	1.56	1.56	up	N/A	N/A
64785_at	64785	GINS3	GINS complex subunit 3 (Psf3 homolog)	16	16q21	5.53	0.65	0.12	1.6	1.6	up	N/A	N/A
64853_at	64853	C1orf80	chromosome 1 open reading frame 80	1	1q41	5.17	1.54	0.3	2.61	2.61	up	N/A	N/A
64858_at	64858	DCLRE1B	DNA cross-link repair 1B (PSO2 homolog, S. cerevisiae)	1	1p13.2	5.32	0.5	0.09	1.42	1.42	up	N/A	N/A
64863_at	64863	METTL4	methyltransferase like 4	18	18p11.32	4.86	0.66	0.14	1.61	1.61	up	N/A	N/A
64919_at	64919	BCL11B	B-cell CLL/lymphoma 11B (zinc finger protein)	14	14q32.2	5.43	0.73	0.13	1.7	1.7	up	N/A	N/A
64921_at	64921	CASD1	CAS1 domain containing 1	7	7q21.3	4.6	0.67	0.15	1.59	1.59	up	N/A	N/A
65056_at	65056	GPBP1	GC-rich promoter binding protein 1	5	5q11.2	5.21	0.45	0.09	1.36	1.36	up	N/A	N/A
65062_at	65062	ALS2CR4	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 4	2	-	4.73	0.68	0.14	1.61	1.61	up	N/A	N/A
65084_at	65084	TMEM135	transmembrane protein 135	11	11q14.2	8	1.17	0.15	2.3	2.3	up	N/A	N/A
65109_at	65109	UPF3B	UPF3 regulator of nonsense transcripts homolog B (yeast)	X	Xq25-q26	4.45	0.76	0.17	1.76	1.76	up	N/A	N/A
79005_at	79005	SCNM1	sodium channel modifier 1	1	1q21.2	5.2	0.51	0.1	1.43	1.43	up	N/A	N/A
79019_at	79019	CENPM	centromere protein M	22	22q13.2	4.8	1.1	0.23	2.36	2.36	up	N/A	N/A
79026_at	79026	AHNAK	AHNAK nucleoprotein (desmoyokin)	11	11q12.2	7.17	0.79	0.11	1.74	1.74	up	N/A	N/A
79029_at	79029	SPATA5L1	spermatogenesis associated 5-like 1	15	15q21.1	5.77	0.75	0.13	1.67	1.67	up	N/A	N/A
79037_at	79037	PVRIG	poliovirus receptor related immunoglobulin domain containing	7	7q22.1	4.21	1.03	0.24	2.34	2.34	up	N/A	N/A
79070_at	79070	KDELC1	KDEL (Lys-Asp-Glu-Leu) containing 1	13	13q33	7.16	1.51	0.21	2.99	2.99	up	N/A	N/A
79075_at	79075	DCC1	defective in sister chromatid cohesion homolog 1 (S. cerevisiae)	8	8q24.12	4.62	0.69	0.15	1.64	1.64	up	N/A	N/A
79101_at	79101	JOSD3	Josephin domain containing 3	11	11q21	5.94	0.91	0.15	1.89	1.89	up	N/A	N/A
79139_at	79139	DERL1	Der1-like domain family, member 1	8	8q24.13	5.36	1.07	0.2	2.19	2.19	up	N/A	N/A
79157_at	79157	MFSD11	major facilitator superfamily domain containing 11	17	17q25	4.77	0.57	0.12	1.5	1.5	up	N/A	N/A
79158_at	79158	GNPTAB	N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits	12	12q23.2	4.56	0.74	0.16	1.71	1.71	up	N/A	N/A
79161_at	79161	C7orf23	chromosome 7 open reading frame 23	7	7q21.1-q21.2	4.37	0.95	0.22	2.06	2.06	up	N/A	N/A
