Index	Mutated	Normal	FC	P value	FDR	Probe set	Description	Gene symbol
4202	90,2	61,5	1,47	0,031079	0,404	214620_x_at	Peptidylglycine alpha-amidating monooxygenase	PAM
137	71,4	48,7	1,47	0,000619	0,244	209648_x_at	Suppressor of cytokine signaling 5	SOCS5
4500	90,0	61,4	1,47	0,033844	0,411	206848_at	Homeobox A7	HOXA7
1309	158	108	1,47	0,007815	0,325	206453_s_at	NDRG family member 2	NDRG2
4606	264	180	1,47	0,034808	0,412	208936_x_at	Lectin, galactoside-binding, soluble, 8 (galectin 8)	LGALS8
4755	463	316	1,46	0,036026	0,414	224694_at	Anthrax toxin receptor 1	ANTXR1
1357	549	375	1,46	0,008184	0,328	221478_at	BCL2/adenovirus E1B 19kDa interacting protein 3-like	BNIP3L
1857	65,1	44,5	1,46	0,011965	0,352	1555480_a_at	Filamin binding LIM protein 1	FBLIM1
599	136	93,0	1,46	0,003295	0,301	207956_x_at	PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae)	PDS5B
1154	55,3	37,8	1,46	0,006778	0,321	231002_s_at	Rabaptin, RAB GTPase binding effector protein 1	RABEP1
4334	136	93,0	1,46	0,032264	0,407	224726_at	Mindbomb homolog 1 (Drosophila)	MIB1
3027	59,4	40,6	1,46	0,021305	0,385	216202_s_at	Serine palmitoyltransferase, long chain base subunit 2	SPTLC2
928	18,4	12,6	1,46	0,005332	0,313	214052_x_at	BAT2 domain containing 1	BAT2D1
2334	9,58	6,55	1,46	0,015569	0,364	236558_at	Muscleblind-like (Drosophila)	MBNL1
464	322	220	1,46	0,002459	0,288	207657_x_at	Transportin 1	TNPO1
530	808	553	1,46	0,002835	0,292	229353_s_at	Nuclear casein kinase and cyclin-dependent kinase substrate 1	NUCKS1
2927	18,5	12,7	1,46	0,020511	0,383	1552627_a_at	Rho GTPase activating protein 5	ARHGAP5
1971	169	115	1,46	0,012883	0,355	202421_at	Immunoglobulin superfamily, member 3	IGSF3
1454	13,4	9,19	1,46	0,008893	0,334	219523_s_at	Odz, odd Oz/ten-m homolog 3 (Drosophila)	ODZ3
452	358	245	1,46	0,002417	0,288	207467_x_at	Calpastatin	CAST
1169	15,4	10,5	1,46	0,006876	0,321	236446_at	Transcribed locus	-
1419	25,4	17,4	1,46	0,008598	0,331	222237_s_at	Zinc finger protein 228	ZNF228
810	297	204	1,46	0,004618	0,311	222619_at	Zinc finger protein 281	ZNF281
1345	350	240	1,46	0,008066	0,328	221479_s_at	BCL2/adenovirus E1B 19kDa interacting protein 3-like	BNIP3L
4319	76,6	52,5	1,46	0,032160	0,407	1562836_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 6	DDX6
5787	147	101	1,46	0,046602	0,440	228067_at	Chromosome 2 open reading frame 55	C2orf55
3941	297	204	1,46	0,028773	0,399	208933_s_at	Lectin, galactoside-binding, soluble, 8 (galectin 8)	LGALS8
2691	197	135	1,46	0,018447	0,375	228545_at	Zinc finger protein 148	ZNF148
4372	94,4	64,8	1,46	0,032522	0,407	230085_at	Pyruvate dehydrogenase kinase, isozyme 3	PDK3
850	9,70	6,66	1,46	0,004893	0,313	236862_at	Golgi associated PDZ and coiled-coil motif containing	GOPC
2706	48,7	33,5	1,46	0,018554	0,375	1556373_a_at	Family with sequence similarity 185, member A	FAM185A
4563	14,5	9,96	1,46	0,034487	0,412	1557432_at	RAS protein activator like 2	RASAL2
883	453	311	1,45	0,005109	0,313	204517_at	Peptidylprolyl isomerase C (cyclophilin C)	PPIC
2126	24,2	16,7	1,45	0,013994	0,359	204964_s_at	Sarcospan (Kras oncogene-associated gene)	SSPN
942	40,8	28,1	1,45	0,005401	0,313	234912_at	Hypothetical protein LOC651964	LOC651964
1393	66,2	45,6	1,45	0,008424	0,330	219542_at	NIMA (never in mitosis gene a)- related kinase 11	NEK11
3112	180	124	1,45	0,021978	0,386	202379_s_at	Natural killer-tumor recognition sequence	NKTR
3412	1619	1115	1,45	0,024339	0,390	208788_at	ELOVL family member 5, elongation of long chain fatty acids	ELOVL5
3279	44,8	30,9	1,45	0,023353	0,388	204255_s_at	Vitamin D (1,25- dihydroxyvitamin D3) receptor	VDR
3857	11,4	7,87	1,45	0,028161	0,399	237733_at	KIAA0564 protein	KIAA0564
1925	10,9	7,52	1,45	0,012527	0,355	243582_at	SH3 domain containing ring finger 2	SH3RF2
5230	386	266	1,45	0,040466	0,423	214433_s_at	Selenium binding protein 1	SELENBP1
5807	8,43	5,81	1,45	0,046861	0,441	232541_at	Avian erythroblastic leukemia viral (v-erb-b) oncogene homolog	EGFR
3622	17,9	12,4	1,45	0,026148	0,395	215248_at	Growth factor receptor-bound protein 10	GRB10
573	696	480	1,45	0,003149	0,300	201218_at	C-terminal binding protein 2	CTBP2
303	129	88,9	1,45	0,001465	0,263	210596_at	Magnesium transporter 1	MAGT1
1177	156	108	1,45	0,006912	0,321	225295_at	Solute carrier family 39 (zinc transporter), member 10	SLC39A10
4695	55,5	38,3	1,45	0,035459	0,413	225178_at	Tetratricopeptide repeat domain 14	TTC14
2714	1094	755	1,45	0,018626	0,375	217845_x_at	HIG1 domain family, member 1A	HIGD1A
2454	36,6	25,3	1,45	0,016453	0,366	216682_s_at	Family with sequence similarity 48, member A	FAM48A
3126	92,1	63,6	1,45	0,022169	0,387	207233_s_at	Microphthalmia-associated transcription factor	MITF
5193	9,78	6,75	1,45	0,040022	0,421	226210_s_at	Maternally expressed 3	MEG3
174	5,84	4,03	1,45	0,000800	0,244	237951_at	Zinc finger protein 2 homlog (mouse)	ZFP2
4005	14,7	10,2	1,45	0,029314	0,400	1566442_at	Chromosome 1 open reading frame 21	C1orf21
1389	70,3	48,5	1,45	0,008388	0,330	214056_at	Myeloid cell leukemia sequence 1 (BCL2-related)	MCL1
6077	57,6	39,8	1,45	0,049587	0,446	228806_at	RAR-related orphan receptor C	RORC
4958	107	74,1	1,45	0,038042	0,419	226245_at	Potassium channel tetramerisation domain containing 1	KCTD1
3313	98,6	68,2	1,45	0,023552	0,388	213593_s_at	Transformer-2 alpha	TRA2A
2760	309	213	1,45	0,019155	0,379	211202_s_at	Jumonji, AT rich interactive domain 1B	JARID1B
4380	11,8	8,16	1,45	0,032570	0,407	209792_s_at	Kallikrein-related peptidase 10	KLK10
312	10,6	7,35	1,45	0,001564	0,272	214422_at	RAD23 homolog B (S. cerevisiae)Similar to UV excision repair protein RAD23 homolog B	RAD23BLOC131185
3023	71,5	49,5	1,44	0,021277	0,385	213956_at	Centrosomal protein 350kDa	CEP350
4094	263	182	1,44	0,030088	0,402	201616_s_at	Caldesmon 1	CALD1
2028	24,1	16,7	1,44	0,013220	0,355	208499_s_at	DnaJ (Hsp40) homolog, subfamily C, member 3	DNAJC3
131	52,4	36,3	1,44	0,000586	0,240	218849_s_at	Protein phosphatase 1, regulatory (inhibitor) subunit 13 like	PPP1R13L
1809	25,5	17,7	1,44	0,011666	0,351	232776_at	PDZ domain containing ring finger 3	PDZRN3
3596	41,8	28,9	1,44	0,025928	0,394	232333_at	Mastermind-like 2 (Drosophila)	MAML2
2815	122	84,6	1,44	0,019632	0,381	202321_at	Geranylgeranyl diphosphate synthase 1	GGPS1
1585	101	69,8	1,44	0,009867	0,340	202514_at	Discs, large homolog 1 (Drosophila)	DLG1
3131	77,0	53,4	1,44	0,022212	0,387	225968_at	Prickle homolog 2 (Drosophila)	PRICKLE2
4388	288	200	1,44	0,032699	0,407	201549_x_at	Jumonji, AT rich interactive domain 1B	JARID1B
6056	251	174	1,44	0,049403	0,446	226538_at	Mannosidase, alpha, class 2A, member 1	MAN2A1
551	109	75,5	1,44	0,002974	0,295	203127_s_at	Serine palmitoyltransferase, long chain base subunit 2	SPTLC2
3561	12,7	8,84	1,44	0,025700	0,394	239784_at	SET and MYND domain containing 3	SMYD3
1656	325	226	1,44	0,010451	0,345	221816_s_at	PHD finger protein 11	PHF11
248	157	109	1,44	0,001141	0,251	225192_at	Chromosome 10 open reading frame 46	C10orf46
3394	55,6	38,6	1,44	0,024189	0,390	228173_at	GNAS complex locus	GNAS
1556	57,8	40,1	1,44	0,009606	0,337	222679_s_at	DCUN1 domain-containing protein 1	DCUN1D1
2832	86,8	60,3	1,44	0,019764	0,381	223380_s_at	LATS, large tumor suppressor, homolog 2 (Drosophila)	LATS2
158	346	241	1,44	0,000714	0,244	201152_s_at	Muscleblind-like (Drosophila)	MBNL1
2929	69,2	48,1	1,44	0,020535	0,383	222850_s_at	DnaJ (Hsp40) homolog, subfamily B, member 14	DNAJB14
2475	103	71,2	1,44	0,016666	0,367	204345_at	Collagen, type XVI, alpha 1	COL16A1
3913	48,2	33,5	1,44	0,028564	0,399	229689_s_at	Discs, large homolog 5 (Drosophila)	DLG5
6064	35,0	24,3	1,44	0,049456	0,446	235000_at	cDNA FLJ30652 fis, clone DFNES2000011	-
208	57,8	40,2	1,44	0,000955	0,244	214001_x_at	Family with sequence similarity 110, member A	FAM110A
3939	187	130	1,44	0,028764	0,399	212387_at	Transcription factor 4	TCF4
980	6,13	4,27	1,44	0,005688	0,315	242664_at	-	-
217	754	525	1,44	0,000970	0,244	224596_at	Solute carrier family 44, member 1	SLC44A1
4053	10,6	7,37	1,44	0,029723	0,401	243140_at	Actin, alpha 2, smooth muscle, aorta	ACTA2
2311	208	145	1,44	0,015361	0,363	227322_s_at	BRCA2 and CDKN1A interacting protein	BCCIP
1721	76,0	52,9	1,44	0,011024	0,348	225988_at	Hect domain and RLD 4	HERC4
4899	10,5	7,28	1,44	0,037488	0,418	1563022_at	Coiled-coil domain containing 160	CCDC160
5926	187	130	1,44	0,048015	0,443	208934_s_at	Lectin, galactoside-binding, soluble, 8 (galectin 8)	LGALS8
3044	47,5	33,1	1,44	0,021431	0,385	1565639_a_at	Peripheral myelin protein 22	PMP22
2920	53,5	37,2	1,44	0,020492	0,383	212634_at	KIAA0776 protein	KIAA0776
84	109	75,7	1,44	0,000313	0,201	208127_s_at	Suppressor of cytokine signaling 5	SOCS5
726	5,63	3,92	1,44	0,004148	0,308	1555573_at	Chromosome 10 open reading frame 93	C10orf93
963	227	158	1,43	0,005572	0,315	218501_at	Rho guanine nucleotide exchange factor (GEF) 3	ARHGEF3
1634	7,77	5,42	1,43	0,010310	0,344	240110_at	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2 (mitochondrial)	HMGCS2
699	146	102	1,43	0,004009	0,308	222424_s_at	Nuclear casein kinase and cyclin-dependent kinase substrate 1	NUCKS1
1812	70,7	49,3	1,43	0,011684	0,351	215281_x_at	Pogo transposable element with ZNF domain	POGZ
4311	23,9	16,7	1,43	0,032096	0,407	242144_at	PAP associated domain containing 4	PAPD4
440	7,19	5,01	1,43	0,002338	0,288	231247_s_at	Hypothetical protein LOC730257Hypothetical protein LOC730256	LOC730257LOC730256
2016	523	364	1,43	0,013150	0,355	212586_at	Calpastatin	CAST
5620	19,3	13,5	1,43	0,044865	0,436	235121_at	Zinc finger protein 542	ZNF542
3522	71,0	49,5	1,43	0,025277	0,392	227931_at	INO80 complex subunit D	INO80D
5642	213	149	1,43	0,045018	0,436	201694_s_at	Early growth response 1	EGR1
3223	30,0	20,9	1,43	0,022835	0,387	1569353_at	CP110 protein	CP110
1196	133	92,8	1,43	0,007063	0,323	207266_x_at	RNA binding motif, single stranded interacting protein 1	RBMS1
2186	22,3	15,6	1,43	0,014484	0,361	210281_s_at	Zinc finger, MYM-type 2	ZMYM2
3386	1537	1073	1,43	0,024121	0,389	201312_s_at	SH3 domain binding glutamic acid-rich protein like	SH3BGRL
77	66,7	46,5	1,43	0,000292	0,201	212746_s_at	Centrosomal protein 170kDa	CEP170
4892	169	118	1,43	0,037385	0,418	223681_s_at	InaD-like (Drosophila)	INADL
2394	287	200	1,43	0,015979	0,365	206555_s_at	THUMP domain containing 1	THUMPD1
5374	13,4	9,33	1,43	0,042164	0,429	205559_s_at	Proprotein convertase subtilisin/kexin type 5	PCSK5
1725	145	101	1,43	0,011045	0,348	218149_s_at	Zinc finger protein 395	ZNF395
3225	15,0	10,5	1,43	0,022842	0,387	1565566_a_at	Syntaxin 7	STX7
1446	156	109	1,43	0,008790	0,332	201917_s_at	Solute carrier family 25, member 36	SLC25A36
2077	50,8	35,5	1,43	0,013569	0,356	220296_at	N-acetylgalactosaminyltransferase 10	GALNT10
397	482	337	1,43	0,002086	0,285	211967_at	Transmembrane protein 123	TMEM123
1803	179	125	1,43	0,011612	0,351	224889_at	Forkhead box O3	FOXO3
4435	116	81,2	1,43	0,033215	0,409	227561_at	Discoidin domain receptor family, member 2	DDR2
419	297	207	1,43	0,002195	0,286	201846_s_at	RING1 and YY1 binding protein	RYBP
286	449	314	1,43	0,001399	0,263	225010_at	Coiled-coil domain containing 6	CCDC6
3402	79,1	55,3	1,43	0,024278	0,390	226876_at	Family with sequence similarity 101, member B	FAM101B
5495	14,3	10,0	1,43	0,043490	0,433	205006_s_at	N-myristoyltransferase 2	NMT2
3530	37,5	26,3	1,43	0,025361	0,393	232994_s_at	Rho-guanine nucleotide exchange factor	RGNEF
873	250	175	1,43	0,005045	0,313	202184_s_at	Nucleoporin 133kDa	NUP133
855	20,8	14,6	1,43	0,004930	0,313	222565_s_at	Protein kinase D3	PRKD3
5158	87,2	61,0	1,43	0,039715	0,421	226899_at	Unc-5 homolog B (C. elegans)	UNC5B
2116	13,9	9,70	1,43	0,013875	0,359	236417_at	cDNA clone YI40G07	MFN1
2502	46,6	32,6	1,43	0,016840	0,367	214395_x_at	Eukaryotic translation elongation factor 1 delta	EEF1D
2688	87,6	61,3	1,43	0,018424	0,375	1568678_s_at	FGFR1 oncogene partner	FGFR1OP
5285	510	357	1,43	0,041112	0,425	209684_at	RAS and RAB interactor 2	RIN2
1903	171	120	1,43	0,012376	0,355	204290_s_at	Aldehyde dehydrogenase 6 family, member A1	ALDH6A1
4282	14,6	10,2	1,43	0,031816	0,406	233607_at	Bicaudal C homolog 1 (Drosophila)	BICC1
5555	13,4	9,37	1,43	0,044219	0,435	236322_at	Ring finger protein 145	RNF145
5073	338	237	1,43	0,039041	0,420	212492_s_at	Jumonji domain containing 2B	JMJD2B
1962	112	78,5	1,43	0,012819	0,355	201219_at	C-terminal binding protein 2	CTBP2
1033	942	661	1,43	0,006002	0,318	220942_x_at	Family with sequence similarity 162, member A	FAM162A
4593	493	345	1,43	0,034757	0,412	214709_s_at	Kinectin 1 (kinesin receptor)	KTN1
465	157	110	1,43	0,002459	0,288	224736_at	Cell division cycle and apoptosis regulator 1	CCAR1
2132	15,7	11,0	1,43	0,014015	0,359	221986_s_at	Kelch-like 24 (Drosophila)	KLHL24
2509	28,5	20,0	1,43	0,016870	0,368	235959_at	AT rich interactive domain 4B (RBP1-like)	ARID4B
346	132	92,8	1,43	0,001775	0,278	218491_s_at	Thymocyte nuclear protein 1	THYN1
5567	20,8	14,6	1,43	0,044315	0,435	204324_s_at	Golgi integral membrane protein 4	GOLIM4
4869	125	87,8	1,43	0,037158	0,417	217738_at	Pre-B-cell colony enhancing factor 1	PBEF1
5587	54,6	38,3	1,42	0,044562	0,436	222592_s_at	Acyl-CoA synthetase long-chain family member 5	ACSL5
3532	29,2	20,5	1,42	0,025384	0,393	238493_at	Zinc finger protein 506	ZNF506
3174	79,7	56,0	1,42	0,022511	0,387	229732_at	Zinc finger protein 823	ZNF823
1953	97,2	68,2	1,42	0,012763	0,355	219553_at	Nucleoside diphosphate kinase 7	NME7
1421	533	375	1,42	0,008609	0,331	208661_s_at	Tetratricopeptide repeat domain 3	TTC3
5589	69,2	48,7	1,42	0,044579	0,436	223201_s_at	Transmembrane protein 164	TMEM164
52	9,29	6,54	1,42	0,000201	0,201	207068_at	Zinc finger protein 37 homolog (mouse)	ZFP37
1980	26,2	18,5	1,42	0,012920	0,355	1556049_at	Reticulon 4	RTN4
1622	538	379	1,42	0,010180	0,343	201008_s_at	Thioredoxin interacting protein	TXNIP
692	6,73	4,74	1,42	0,003985	0,308	1559706_at	Rho-guanine nucleotide exchange factor	RGNEF
2777	272	192	1,42	0,019296	0,380	208158_s_at	Oxysterol binding protein-like 1A	OSBPL1A
2220	17,5	12,3	1,42	0,014713	0,362	236600_at	Spastic paraplegia 20	SPG20
1471	179	126	1,42	0,008991	0,334	221588_x_at	Aldehyde dehydrogenase 6 family, member A1	ALDH6A1
2743	28,2	19,9	1,42	0,018927	0,377	1565149_at	Dynein, cytoplasmic 2, heavy chain 1	DYNC2H1
4116	55,9	39,4	1,42	0,030270	0,402	205588_s_at	FGFR1 oncogene partner	FGFR1OP
3141	105	74,1	1,42	0,022294	0,387	227121_at	cDNA DKFZp586K1922	-
339	43,9	30,9	1,42	0,001733	0,277	227056_at	KIAA0141 protein	KIAA0141
846	76,7	54,1	1,42	0,004873	0,313	235889_at	Transcribed locus	-
2170	50,0	35,3	1,42	0,014349	0,361	205786_s_at	Integrin, alpha M (complement component 3 receptor 3 subunit)	ITGAM
4642	7,31	5,15	1,42	0,035008	0,412	206713_at	Netrin G1	NTNG1
5241	248	175	1,42	0,040595	0,423	218435_at	DnaJ (Hsp40) homolog, subfamily C, member 15	DNAJC15
4112	41,3	29,2	1,42	0,030216	0,402	208555_x_at	Cystatin SA	CST2
2819	73,3	51,8	1,42	0,019671	0,381	214499_s_at	BCL2-associated transcription factor 1	BCLAF1
5122	47,0	33,2	1,41	0,039430	0,421	209781_s_at	KH domain containing, RNA binding, signal transduction associated 3	KHDRBS3
4580	17,1	12,1	1,41	0,034614	0,412	239486_at	Transcribed locus	-
4560	25,8	18,3	1,41	0,034463	0,412	229276_at	Immunoglobulin superfamily, member 9	IGSF9
302	84,9	60,0	1,41	0,001464	0,263	223711_s_at	Thymocyte nuclear protein 1	THYN1
3502	210	148	1,41	0,025172	0,392	209210_s_at	Fermitin family homolog 2 (Drosophila)	FERMT2
4599	96,6	68,4	1,41	0,034777	0,412	229238_at	Chromosome 17 open reading frame 97	C17orf97
5304	41,6	29,5	1,41	0,041386	0,426	244674_at	RNA binding motif protein 6	RBM6
1491	148	105	1,41	0,009194	0,336	219622_at	RAB20, member RAS oncogene family	RAB20
4669	37,1	26,3	1,41	0,035252	0,413	234785_at	-	-
5957	231	164	1,41	0,048343	0,444	210480_s_at	Myosin VI	MYO6
3602	117	83,1	1,41	0,025977	0,394	225956_at	Adult retina protein	LOC153222
1879	24,8	17,6	1,41	0,012162	0,354	204037_at	Lysophosphatidic acid receptor 1	EDG2
2477	769	545	1,41	0,016675	0,367	222433_at	Enabled homolog (Drosophila)	ENAH
444	10,6	7,52	1,41	0,002366	0,288	212079_s_at	Myeloid/lymphoid or mixed-lineage leukemia	MLL
6051	88,0	62,4	1,41	0,049301	0,445	1553575_at	Mitochondrially encoded NADH dehydrogenase 6	MTND6
2145	13,2	9,35	1,41	0,014119	0,360	1559361_at	Metastasis associated in colon cancer 1	MACC1
4382	19,5	13,8	1,41	0,032602	0,407	227752_at	Serine palmitoyltransferase, long chain base subunit 3	SPTLC3
2588	23,7	16,8	1,41	0,017550	0,371	209293_x_at	Inhibitor of DNA binding 4, dominant negative helix-loop-helix protein	ID4
3045	43,0	30,5	1,41	0,021431	0,385	239515_at	Sperm autoantigenic protein 17	SPA17
3630	15,5	11,0	1,41	0,026233	0,395	231235_at	Natural killer-tumor recognition sequence	NKTR
1066	79,8	56,7	1,41	0,006255	0,319	211711_s_at	Phosphatase and tensin homolog	PTEN
3382	150	106	1,41	0,024073	0,389	214055_x_at	BAT2 domain containing 1	BAT2D1
3040	36,9	26,2	1,41	0,021426	0,385	230179_at	Hypothetical protein LOC285812	LOC285812
1009	13,0	9,24	1,41	0,005855	0,316	239606_at	I beta-1,6-N-acetylglucosaminyltransferase	GCNT2
1703	10,1	7,18	1,41	0,010860	0,348	232978_at	Muscleblind-like 2 (Drosophila)	MBNL2
489	16,7	11,9	1,41	0,002620	0,289	238723_at	Ataxin 3	ATXN3
5497	142	101	1,41	0,043511	0,433	213224_s_at	Non-protein coding RNA 81	NCRNA00081
3635	12,8	9,10	1,41	0,026290	0,395	236562_at	Zinc finger protein 439	ZNF439
2548	236	168	1,41	0,017216	0,369	203318_s_at	Zinc finger protein 148	ZNF148
2745	216	154	1,41	0,018992	0,378	205383_s_at	Zinc finger and BTB domain containing 20	ZBTB20
1956	246	175	1,41	0,012781	0,355	203640_at	Muscleblind-like 2 (Drosophila)	MBNL2
3690	234	166	1,41	0,026655	0,395	225258_at	Filamin binding LIM protein 1	FBLIM1
5090	6,45	4,59	1,41	0,039171	0,420	1556125_at	G patch domain containing 2	GPATCH2
5851	19,9	14,1	1,41	0,047333	0,442	237107_at	Protein kinase, interferon-inducible double stranded RNA dependent activator	PRKRAPRKRAP1
2904	53,9	38,3	1,41	0,020424	0,383	232693_s_at	Zinc finger protein 395F-box protein 16	ZNF395FBXO16
111	204	145	1,41	0,000471	0,232	209225_x_at	Transportin 1	TNPO1
2067	102	72,3	1,41	0,013504	0,356	231873_at	Bone morphogenetic protein receptor, type II	BMPR2
1799	17,8	12,6	1,40	0,011579	0,351	1561181_at	AT rich interactive domain 5B (MRF1-like)	ARID5B
2541	441	314	1,40	0,017180	0,369	202028_s_at	Ribosomal protein L38	RPL38
5112	66,8	47,6	1,40	0,039357	0,421	200841_s_at	Glutamyl-prolyl-tRNA synthetase	EPRS
4709	164	117	1,40	0,035626	0,413	209348_s_at	v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)	MAF
1013	17,1	12,2	1,40	0,005865	0,316	238693_at	Polyhomeotic homolog 3 (Drosophila)	PHC3
4426	21,0	15,0	1,40	0,033150	0,409	240758_at	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	AGAP1
2382	24,8	17,7	1,40	0,015884	0,364	222693_at	Fibronectin type III domain containing 3B	FNDC3B
1999	188	134	1,40	0,013063	0,355	203232_s_at	Ataxin 1	ATXN1
1584	18,5	13,2	1,40	0,009866	0,340	242814_at	Serpin peptidase inhibitor, clade B (ovalbumin), member 9	SERPINB9
1847	150	107	1,40	0,011890	0,352	209868_s_at	RNA binding motif, single stranded interacting protein 1	RBMS1
5339	177	126	1,40	0,041804	0,428	224595_at	Solute carrier family 44, member 1	SLC44A1
3361	41,4	29,6	1,40	0,023885	0,388	216235_s_at	Endothelin receptor type A	EDNRA
4038	4,99	3,56	1,40	0,029589	0,401	221008_s_at	Alanine-glyoxylate aminotransferase 2-like 1	AGXT2L1
5566	60,3	43,1	1,40	0,044312	0,435	229694_at	Bromodomain and WD repeat domain containing 2	BRWD2
601	147	105	1,40	0,003343	0,303	203656_at	FIG4 homolog (S. cerevisiae)	FIG4
3464	68,2	48,7	1,40	0,024821	0,392	218401_s_at	Zinc finger protein 281	ZNF281
347	105	75,2	1,40	0,001777	0,278	212604_at	Mitochondrial ribosomal protein S31	MRPS31
837	840	601	1,40	0,004801	0,313	210554_s_at	C-terminal binding protein 2	CTBP2
4431	7,34	5,24	1,40	0,033187	0,409	205871_at	Plasminogen-like B2Plasminogen-like B1	PLGLB2PLGLB1
2690	15,8	11,3	1,40	0,018445	0,375	228686_at	Hypothetical protein LOC644873	FLJ33630
1146	9,76	6,98	1,40	0,006731	0,321	207264_at	KDEL endoplasmic reticulum protein retention receptor 3	KDELR3
2641	57,0	40,7	1,40	0,018009	0,373	213056_at	FERM domain containing 4B	FRMD4B
5170	21,1	15,1	1,40	0,039831	0,421	209446_s_at	Chromosome 7 open reading frame 44	C7orf44
120	5,60	4,01	1,40	0,000550	0,240	239605_x_at	Transforming growth factor, beta receptor 1	TGFBR1
690	111	79,1	1,40	0,003949	0,308	212946_at	KIAA0564 protein	KIAA0564
6011	174	124	1,40	0,048880	0,445	214077_x_at	Meis homeobox 3 pseudogene 1	MEIS3P1
251	78,9	56,5	1,40	0,001161	0,253	1556000_s_at	BTB (POZ) domain containing 7	BTBD7
2806	20,7	14,8	1,40	0,019517	0,380	220638_s_at	Cas-Br-M (murine) ecotropic retroviral transforming sequence c	CBLC
4163	35,5	25,4	1,40	0,030772	0,404	217608_at	P18SRP protein	P18SRP
1106	163	117	1,40	0,006469	0,319	225243_s_at	Sarcolemma associated protein	SLMAP
2181	343	246	1,40	0,014427	0,361	204112_s_at	Histamine N-methyltransferase	HNMT
5523	437	313	1,40	0,043808	0,433	201259_s_at	Synaptophysin-like 1	SYPL1
2333	165	118	1,40	0,015567	0,364	229420_at	cDNA FLJ37566 fis, clone BRCOC2002085	-
3185	88,5	63,5	1,39	0,022587	0,387	223261_at	Polymerase (DNA directed) kappa	POLK
542	405	290	1,39	0,002907	0,293	203044_at	Carbohydrate (chondroitin) synthase 1	CHSY1
4327	74,5	53,4	1,39	0,032204	0,407	221123_x_at	Zinc finger protein 395	ZNF395
5949	17,3	12,4	1,39	0,048203	0,443	239449_at	Ankylosis, progressive homolog (mouse)	ANKH
2526	91,4	65,6	1,39	0,017053	0,369	206854_s_at	Mitogen-activated protein kinase kinase kinase 7	MAP3K7
