Probe set	Symbol	Title	p value	Fold
214084_x_at	LOC648998 /// LOC652625 /// LOC652699 /// NCF1 /// NCF1B /// NCF1C	similar to Neutrophil cytosol factor 1 (NCF-1) (Neutrophil NADPH oxidase factor 1) (47 kDa neutrophil oxidase factor) (p47-phox) (NCF-47K) (47 kDa autosomal chronic granulomatous disease protein) (NOXO2) /// neutrophil cytosolic factor 1, (chronic granulomatous disease, autosomal 1) /// neutrophil cytosolic factor 1B pseudogene /// neutrophil cytosolic factor 1C pseudogene	0.001821	0.76
214331_at	TSFM	Ts translation elongation factor, mitochondrial	0.001821	1.81
214336_s_at	COPA	coatomer protein complex, subunit alpha	0.001821	2.38
214359_s_at	HSP90AB1	heat shock protein 90kDa alpha (cytosolic), class B member 1	0.001821	2.11
214559_at	DRD3	dopamine receptor D3	0.001821	0.83
215030_at	GRSF1	G-rich RNA sequence binding factor 1	0.001821	1.7
215076_s_at	COL3A1	collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant)	0.001821	0.26
215093_at	NSDHL	NAD(P) dependent steroid dehydrogenase-like	0.001821	1.79
215227_x_at	ACP1	acid phosphatase 1, soluble	0.001821	1.65
215481_s_at	PEX5	peroxisomal biogenesis factor 5	0.001821	1.39
216250_s_at	LPXN	leupaxin	0.001821	0.63
216757_at	216757_at	CDNA: FLJ21342 fis, clone COL02673	0.001821	0.82
216926_s_at	KIAA0892	KIAA0892	0.001821	1.4
217045_x_at	NCR2	natural cytotoxicity triggering receptor 2	0.001821	0.81
217448_s_at	LOC285412 /// TOX4	TOX high mobility group box family member 4 /// similar to Epidermal Langerhans cell protein LCP1	0.001821	1.64
217691_x_at	SLC16A3	solute carrier family 16, member 3 (monocarboxylic acid transporter 4)	0.001821	0.63
217857_s_at	RBM8A	RNA binding motif protein 8A	0.001821	1.65
217859_s_at	SLC39A9	solute carrier family 39 (zinc transporter), member 9	0.001821	1.67
218342_s_at	ERMP1	endoplasmic reticulum metallopeptidase 1	0.001821	1.73
218643_s_at	CRIPT	cysteine-rich PDZ-binding protein	0.001821	1.53
218766_s_at	WARS2	tryptophanyl tRNA synthetase 2, mitochondrial	0.001821	1.86
219242_at	CEP63	centrosomal protein 63kDa	0.001821	1.38
220975_s_at	C1QTNF1	C1q and tumor necrosis factor related protein 1	0.001821	0.62
221638_s_at	STX16	syntaxin 16	0.001821	1.82
221902_at	GPR153	G protein-coupled receptor 153	0.001821	0.64
222171_s_at	PKNOX2	PBX/knotted 1 homeobox 2	0.001821	0.82
222360_at	DPH5	DPH5 homolog (S. cerevisiae)	0.001821	1.45
222446_s_at	BACE2	beta-site APP-cleaving enzyme 2	0.001821	0.42
222484_s_at	CXCL14	chemokine (C-X-C motif) ligand 14	0.001821	0.33
222516_at	AP3M1	adaptor-related protein complex 3, mu 1 subunit	0.001821	1.77
222550_at	ARMC1	armadillo repeat containing 1	0.001821	1.62
222735_at	TMEM38B	transmembrane protein 38B	0.001821	1.8
223008_s_at	C9orf5	chromosome 9 open reading frame 5	0.001821	1.81
223280_x_at	MS4A6A	membrane-spanning 4-domains, subfamily A, member 6A	0.001821	0.53
223303_at	URP2	UNC-112 related protein 2	0.001821	0.61
223516_s_at	C6orf49	chromosome 6 open reading frame 49	0.001821	1.61
224334_s_at	MRPL51	mitochondrial ribosomal protein L51	0.001821	1.53
224763_at	RPL37	Ribosomal protein L37	0.001821	1.73
224834_at	UBTD2	ubiquitin domain containing 2	0.001821	1.4
224941_at	PAPPA	pregnancy-associated plasma protein A, pappalysin 1	0.001821	0.69
225236_at	RBM18	RNA binding motif protein 18	0.001821	1.73
225442_at	DDR2	Discoidin domain receptor family, member 2	0.001821	0.58
225690_at	CRKRS	Cdc2-related kinase, arginine/serine-rich	0.001821	1.47
225721_at	SYNPO2	synaptopodin 2	0.001821	0.59
226515_at	CCDC127	coiled-coil domain containing 127	0.001821	1.35
226632_at	CYGB	cytoglobin	0.001821	0.5
227335_at	DIDO1	death inducer-obliterator 1	0.001821	2.01
227697_at	SOCS3	suppressor of cytokine signaling 3	0.001821	0.34
228268_at	FMO2	flavin containing monooxygenase 2 (non-functional)	0.001821	0.55
228423_at	MAP9	microtubule-associated protein 9	0.001821	0.67
229754_at	229754_at	CDNA clone IMAGE:4862812	0.001821	1.98
231036_at	231036_at	Transcribed locus	0.001821	0.85
231323_at	PSMB2	proteasome (prosome, macropain) subunit, beta type, 2	0.001821	0.81
232296_s_at	GFM1	G elongation factor, mitochondrial 1	0.001821	2.03
233244_at	233244_at	CDNA: FLJ23219 fis, clone ADSU01942	0.001821	0.78
233302_at	233302_at	CDNA FLJ10224 fis, clone HEMBB1000025	0.001821	0.65
233340_at	SPINK5L3	serine PI Kazal type 5-like 3	0.001821	0.87
234389_x_at	234389_x_at	---	0.001821	0.8
234698_at	N6AMT1	N-6 adenine-specific DNA methyltransferase 1 (putative)	0.001821	0.83
234975_at	234975_at	CDNA FLJ38048 fis, clone CTONG2014264 /// CDNA FLJ39067 fis, clone NT2RP7014910	0.001821	1.7
235020_at	TAF4B	TAF4b RNA polymerase II, TATA box binding protein (TBP)-associated factor, 105kDa	0.001821	0.66
235067_at	MKLN1	muskelin 1, intracellular mediator containing kelch motifs	0.001821	1.79
235166_at	ZNF148	zinc finger protein 148	0.001821	1.22
235986_at	235986_at	Transcribed locus	0.001821	0.88
236994_at	FBXL4	F-box and leucine-rich repeat protein 4	0.001821	1.88
238421_at	RC3H2	Ring finger and CCCH-type zinc finger domains 2	0.001821	1.61
240768_x_at	240768_x_at	Transcribed locus	0.001821	1.13
240947_at	TMEM16F	transmembrane protein 16F	0.001821	1.33
241124_at	241124_at	Transcribed locus	0.001821	0.91
241278_at	241278_at	---	0.001821	0.87
242268_at	CUGBP2	CUG triplet repeat, RNA binding protein 2	0.001821	0.7
242336_at	242336_at	MRNA; cDNA DKFZp686L15210 (from clone DKFZp686L15210)	0.001821	1.23
242397_at	242397_at	---	0.001821	0.74
242735_x_at	242735_x_at	Transcribed locus	0.001821	0.8
244785_at	244785_at	CDNA FLJ25704 fis, clone TST04756	0.001821	0.91
37831_at	SIPA1L3	signal-induced proliferation-associated 1 like 3	0.001821	0.77
1568805_at	NCOA7	nuclear receptor coactivator 7	0.001904	0.86
211592_s_at	CACNA1C	calcium channel, voltage-dependent, L type, alpha 1C subunit	0.001904	0.81
224173_s_at	MRPL30	mitochondrial ribosomal protein L30	0.00191	1.83
229658_at	BAZ1B	Bromodomain adjacent to zinc finger domain, 1B	0.00191	0.85
230133_at	RC3H2	ring finger and CCCH-type zinc finger domains 2	0.00191	1.29
206315_at	CRLF1	cytokine receptor-like factor 1	0.001911	0.85
221883_at	PKNOX1	PBX/knotted 1 homeobox 1	0.002115	1.33
1555278_a_at	CKAP5	cytoskeleton associated protein 5	0.002116	2
211626_x_at	ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	0.002116	0.74
208232_x_at	NRG1	neuregulin 1	0.002119	0.77
203846_at	TRIM32	tripartite motif-containing 32	0.002123	1.62
208273_at	ZNF695	zinc finger protein 695	0.002123	0.82
219761_at	CLEC1A	C-type lectin domain family 1, member A	0.00219	0.76
1554371_at	PKD1L2	polycystic kidney disease 1-like 2	0.002204	0.84
1552921_a_at	FIGNL1	fidgetin-like 1	0.002223	1.84
1553150_at	AOF1	amine oxidase (flavin containing) domain 1	0.002223	1.3
1553530_a_at	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	0.002223	2.54
1554449_at	MIER3	mesoderm induction early response 1, family member 3	0.002223	1.31
1554606_at	CCDC100	coiled-coil domain containing 100	0.002223	1.41
1557950_at	SDCCAG1	serologically defined colon cancer antigen 1	0.002223	1.77
1558093_s_at	LOC727839 /// MATR3	matrin 3 /// similar to Matrin-3 (Nuclear scaffold protein P130/MAT3)	0.002223	2.36
1558868_a_at	DSE	Dermatan sulfate epimerase	0.002223	0.85
1559006_at	1559006_at	CDNA clone IMAGE:4304686	0.002223	1.39
1560916_a_at	DPY19L1	dpy-19-like 1 (C. elegans)	0.002223	1.61
1562253_at	LOC641364	hypothetical protein LOC641364	0.002223	0.83
1562731_s_at	MDS2	myelodysplastic syndrome 2 translocation associated	0.002223	0.86
1564444_at	1564444_at	CDNA FLJ40178 fis, clone TESTI2017932	0.002223	0.79
1565577_s_at	1565577_s_at	CDNA FLJ34486 fis, clone HLUNG2004217	0.002223	1.61
1569406_at	1569406_at	CDNA clone IMAGE:5300502	0.002223	0.89
200797_s_at	MCL1	myeloid cell leukemia sequence 1 (BCL2-related)	0.002223	0.67
200900_s_at	M6PR	mannose-6-phosphate receptor (cation dependent)	0.002223	2.22
201081_s_at	PIP4K2B	phosphatidylinositol-5-phosphate 4-kinase, type II, beta	0.002223	1.3
201430_s_at	DPYSL3	dihydropyrimidinase-like 3	0.002223	0.72
201431_s_at	DPYSL3	dihydropyrimidinase-like 3	0.002223	0.51
201634_s_at	CYB5B	cytochrome b5 type B (outer mitochondrial membrane)	0.002223	2.17
201686_x_at	API5	apoptosis inhibitor 5	0.002223	1.34
201893_x_at	DCN	decorin	0.002223	0.21
202490_at	IKBKAP	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein	0.002223	1.38
203185_at	RASSF2	Ras association (RalGDS/AF-6) domain family 2	0.002223	0.52
203270_at	DTYMK /// LOC727761	deoxythymidylate kinase (thymidylate kinase) /// similar to deoxythymidylate kinase (thymidylate kinase)	0.002223	1.59
203356_at	CAPN7	calpain 7	0.002223	1.53
203488_at	LPHN1	latrophilin 1	0.002223	0.75
203634_s_at	CPT1A	carnitine palmitoyltransferase 1A (liver)	0.002223	2.08
203789_s_at	SEMA3C	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C	0.002223	0.4
203809_s_at	AKT2	v-akt murine thymoma viral oncogene homolog 2	0.002223	1.51
204147_s_at	TFDP1	transcription factor Dp-1	0.002223	1.62
204331_s_at	MRPS12	mitochondrial ribosomal protein S12	0.002223	2.04
204444_at	KIF11	kinesin family member 11	0.002223	2.55
204457_s_at	GAS1	growth arrest-specific 1	0.002223	0.41
204464_s_at	EDNRA	endothelin receptor type A	0.002223	0.55
205060_at	LOC727726 /// PARG	poly (ADP-ribose) glycohydrolase /// similar to poly (ADP-ribose) glycohydrolase	0.002223	1.38
205330_at	MN1	meningioma (disrupted in balanced translocation) 1	0.002223	0.72
206009_at	ITGA9	integrin, alpha 9	0.002223	0.68
206927_s_at	GUCY1A2	guanylate cyclase 1, soluble, alpha 2	0.002223	0.83
208022_s_at	CDC14B	CDC14 cell division cycle 14 homolog B (S. cerevisiae)	0.002223	2.04
208523_x_at	HIST1H2BI	histone cluster 1, H2bi	0.002223	1.88
208624_s_at	EIF4G1	eukaryotic translation initiation factor 4 gamma, 1	0.002223	2.09
208647_at	FDFT1	farnesyl-diphosphate farnesyltransferase 1	0.002223	1.91
208811_s_at	DNAJB6	DnaJ (Hsp40) homolog, subfamily B, member 6	0.002223	1.89
208879_x_at	PRPF6	PRP6 pre-mRNA processing factor 6 homolog (S. cerevisiae)	0.002223	1.61
209604_s_at	GATA3	GATA binding protein 3	0.002223	0.54
210213_s_at	EIF6	eukaryotic translation initiation factor 6	0.002223	1.44
210296_s_at	PXMP3	peroxisomal membrane protein 3, 35kDa (Zellweger syndrome)	0.002223	2.18
210529_s_at	FAM115A /// FAM115B	family with sequence similarity 115, member A /// family with sequence similarity 115, member B	0.002223	1.72
210715_s_at	SPINT2	serine peptidase inhibitor, Kunitz type, 2	0.002223	0.43
210944_s_at	CAPN3	calpain 3, (p94)	0.002223	0.45
211080_s_at	NEK2	NIMA (never in mitosis gene a)-related kinase 2	0.002223	1.73
211090_s_at	PRPF4B	PRP4 pre-mRNA processing factor 4 homolog B (yeast)	0.002223	2.45
211157_at	211157_at	---	0.002223	0.86
211312_s_at	WISP1	WNT1 inducible signaling pathway protein 1	0.002223	0.79
211318_s_at	RAE1	RAE1 RNA export 1 homolog (S. pombe)	0.002223	1.42
211801_x_at	MFN1	mitofusin 1	0.002223	1.57
211813_x_at	DCN	decorin	0.002223	0.28
211977_at	GPR107	G protein-coupled receptor 107	0.002223	1.83
211991_s_at	HLA-DPA1	major histocompatibility complex, class II, DP alpha 1	0.002223	0.48
212040_at	TGOLN2	trans-golgi network protein 2	0.002223	1.56
212381_at	USP24	ubiquitin specific peptidase 24	0.002223	1.48
212550_at	STAT5B	signal transducer and activator of transcription 5B	0.002223	1.49
212810_s_at	SLC1A4	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4	0.002223	2.03
212813_at	JAM3	junctional adhesion molecule 3	0.002223	0.59
212835_at	KIAA0157	KIAA0157	0.002223	1.76
213076_at	ITPKC	inositol 1,4,5-trisphosphate 3-kinase C	0.002223	0.7
213082_s_at	SLC35D2	solute carrier family 35, member D2	0.002223	1.89
213092_x_at	DNAJC9	DnaJ (Hsp40) homolog, subfamily C, member 9	0.002223	1.79
213180_s_at	GOSR2	golgi SNAP receptor complex member 2	0.002223	1.62
214467_at	GPR65	G protein-coupled receptor 65	0.002223	0.65
214522_x_at	HIST1H3D	histone cluster 1, H3d	0.002223	1.67
214859_at	FSTL4	follistatin-like 4	0.002223	0.83
215071_s_at	HIST1H2AC	histone cluster 1, H2ac	0.002223	2.3
215199_at	CALD1	caldesmon 1	0.002223	0.72
215769_at	TRA@	T cell receptor alpha locus /// T-cell antigen receptor alpha (TCRA) /// T-cell antigen receptor-alpha (TCRA) mRNA, partial putative cds	0.002223	0.84
215967_s_at	LY9	lymphocyte antigen 9	0.002223	0.63
216328_at	SIGLEC8	sialic acid binding Ig-like lectin 8	0.002223	0.86
217147_s_at	TRAT1	T cell receptor associated transmembrane adaptor 1	0.002223	0.65
217224_at	217224_at	---	0.002223	0.85
217489_s_at	IL6R	interleukin 6 receptor	0.002223	1.76
217937_s_at	HDAC7A	histone deacetylase 7A	0.002223	0.61
218135_at	ERGIC2	ERGIC and golgi 2	0.002223	1.89
219234_x_at	SCRN3	secernin 3	0.002223	1.71
219243_at	GIMAP4	GTPase, IMAP family member 4	0.002223	0.53
220006_at	CCDC48	coiled-coil domain containing 48	0.002223	0.72
221489_s_at	SPRY4	sprouty homolog 4 (Drosophila)	0.002223	0.61
221598_s_at	MED27	mediator complex subunit 27	0.002223	1.24
222660_s_at	RNF38	ring finger protein 38	0.002223	1.36
222719_s_at	PDGFC	platelet derived growth factor C	0.002223	1.94
222747_s_at	SCML1	sex comb on midleg-like 1 (Drosophila)	0.002223	1.74
224035_s_at	BCL2L13	BCL2-like 13 (apoptosis facilitator)	0.002223	1.42
224878_at	UBFD1	ubiquitin family domain containing 1	0.002223	1.49
224881_at	VKORC1L1	vitamin K epoxide reductase complex, subunit 1-like 1	0.002223	1.49
224922_at	CSNK2A2	casein kinase 2, alpha prime polypeptide	0.002223	1.5
224925_at	PREX1	phosphatidylinositol 3,4,5-trisphosphate-dependent RAC exchanger 1	0.002223	0.64
225055_at	225055_at	Homo sapiens, clone IMAGE:3345917, mRNA	0.002223	1.44
225242_s_at	CCDC80	coiled-coil domain containing 80	0.002223	0.27
225275_at	EDIL3	EGF-like repeats and discoidin I-like domains 3	0.002223	0.36
225901_at	PTPMT1	protein tyrosine phosphatase, mitochondrial 1	0.002223	1.58
226218_at	IL7R	interleukin 7 receptor	0.002223	0.3
226677_at	ZNF521	zinc finger protein 521	0.002223	0.64
226865_at	226865_at	MRNA; cDNA DKFZp564O0862 (from clone DKFZp564O0862)	0.002223	0.49
226933_s_at	ID4	Inhibitor of DNA binding 4, dominant negative helix-loop-helix protein	0.002223	0.77
227341_at	C10orf30	chromosome 10 open reading frame 30	0.002223	2.06
227382_at	CYB5B	cytochrome b5 type B (outer mitochondrial membrane)	0.002223	1.69
227490_at	WDFY2	WD repeat and FYVE domain containing 2	0.002223	0.72
227787_s_at	MED30	mediator complex subunit 30	0.002223	1.82
228807_at	228807_at	---	0.002223	0.7
229526_at	AQP11	aquaporin 11	0.002223	2.42
229670_at	229670_at	5.5 kb mRNA upregulated in retinoic acid treated HL-60 neutrophilic cells	0.002223	0.55
230081_at	PLCXD3	phosphatidylinositol-specific phospholipase C, X domain containing 3	0.002223	0.72
230311_s_at	PRDM6	PR domain containing 6	0.002223	0.79
230440_at	ZNF469	zinc finger protein 469	0.002223	0.79
231955_s_at	HIBADH	3-hydroxyisobutyrate dehydrogenase	0.002223	2.68
231993_at	231993_at	CDNA: FLJ23131 fis, clone LNG08502	0.002223	0.55
232201_at	NKD2	naked cuticle homolog 2 (Drosophila)	0.002223	0.71
232442_at	BCAR1	Breast cancer anti-estrogen resistance 1	0.002223	0.71
232972_at	C17orf72	chromosome 17 open reading frame 72	0.002223	0.82
233140_s_at	C14orf133	chromosome 14 open reading frame 133	0.002223	1.42
233354_at	233354_at	CDNA FLJ14188 fis, clone NT2RP2005980	0.002223	0.69
234414_at	FAM22F	family with sequence similarity 22, member F	0.002223	0.73
234545_at	OR5U1	olfactory receptor, family 5, subfamily U, member 1	0.002223	0.83
234674_at	234674_at	CDNA: FLJ23374 fis, clone HEP16126	0.002223	0.73
234992_x_at	ECT2	epithelial cell transforming sequence 2 oncogene	0.002223	1.68
235234_at	FLJ36874	FLJ36874 protein	0.002223	1.72
235440_at	SPTY2D1	SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae)	0.002223	1.47
236179_at	236179_at	Transcribed locus	0.002223	0.66
236889_at	236889_at	Transcribed locus	0.002223	0.71
237302_at	237302_at	Transcribed locus	0.002223	1.53
237318_at	237318_at	Transcribed locus	0.002223	0.71
239329_at	239329_at	Transcribed locus, weakly similar to NP_001080148.1  factor, arginine/serine-rich 6 [Xenopus laevis]	0.002223	1.53
239789_at	C11orf49	chromosome 11 open reading frame 49	0.002223	0.8
239882_at	239882_at	Non-coding transcript, polyA signal, clone 48-E/2.4Kb	0.002223	0.84
242125_at	242125_at	CDNA FLJ36209 fis, clone THYMU2000022	0.002223	0.71
242603_x_at	242603_x_at	Transcribed locus	0.002223	1.17
244350_at	244350_at	Transcribed locus	0.002223	0.83
244538_at	KCTD19	potassium channel tetramerisation domain containing 19	0.002223	0.84
244707_at	244707_at	Transcribed locus	0.002223	0.77
36829_at	PER1	period homolog 1 (Drosophila)	0.002223	0.56
51226_at	RBM12B	RNA binding motif protein 12B	0.002223	0.89
217248_s_at	SLC7A8	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8	0.002263	0.86
232045_at	PHACTR1	phosphatase and actin regulator 1	0.002297	0.78
213133_s_at	GCSH /// LOC730107	glycine cleavage system protein H (aminomethyl carrier) /// similar to Glycine cleavage system H protein, mitochondrial precursor	0.002329	1.64
228585_at	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1	0.002329	0.62
223690_at	LTBP2	latent transforming growth factor beta binding protein 2	0.00233	0.49
233565_s_at	SDCBP2	syndecan binding protein (syntenin) 2	0.00233	0.6
238926_at	238926_at	Full-length cDNA clone CS0DD009YL11 of Neuroblastoma Cot 50-normalized of Homo sapiens (human)	0.00233	0.8
223273_at	C14orf142	chromosome 14 open reading frame 142	0.002564	1.99
1555273_at	GALNT17	polypeptide N-acetylgalactosaminyltransferase 17	0.002571	0.82
234243_at	BXDC5	brix domain containing 5	0.002571	0.83
235668_at	PRDM1	PR domain containing 1, with ZNF domain	0.002571	0.68
221870_at	EHD2	EH-domain containing 2	0.002572	0.69
1563204_at	ZNF627	Zinc finger protein 627	0.002575	0.9
1558381_a_at	1558381_a_at	Homo sapiens, clone IMAGE:3830652, mRNA	0.002585	1.19
226443_at	FAM122A	family with sequence similarity 122A	0.0026	1.49
215981_at	215981_at	MRNA; cDNA DKFZp434H0211 (from clone DKFZp434H0211)	0.002678	0.86
243550_at	ZDHHC21	zinc finger, DHHC-type containing 21	0.002678	1.18
1552610_a_at	JAK1	Janus kinase 1 (a protein tyrosine kinase)	0.002698	2.35
1553235_at	PCDHAC1	protocadherin alpha subfamily C, 1	0.002698	1.28
1554471_a_at	ANKRD13C	ankyrin repeat domain 13C	0.002698	1.48
1554576_a_at	ETV4	ets variant gene 4 (E1A enhancer binding protein, E1AF)	0.002698	1.45
1554878_a_at	ABCD3	ATP-binding cassette, sub-family D (ALD), member 3	0.002698	2.92
1555231_a_at	C21orf88	chromosome 21 open reading frame 88	0.002698	0.82
1555426_a_at	OTUD5	OTU domain containing 5	0.002698	1.31
1555467_a_at	CUGBP1	CUG triplet repeat, RNA binding protein 1	0.002698	1.57
1555691_a_at	KLRC4 /// KLRK1	killer cell lectin-like receptor subfamily C, member 4 /// killer cell lectin-like receptor subfamily K, member 1	0.002698	0.75
1555814_a_at	RHOA	ras homolog gene family, member A	0.002698	2.58
1555831_s_at	LRRC41	leucine rich repeat containing 41	0.002698	1.87
1557965_at	MTERFD2	MTERF domain containing 2	0.002698	1.36
1558011_at	LOC340089 /// LOC441081 /// LOC643367 /// LOC728452 /// LOC728488 /// LOC728499 /// LOC728506 /// LOC728526 /// LOC728540 /// LOC728575 /// LOC730392	POM121 membrane glycoprotein (rat) pseudogene /// similar to Nuclear envelope pore membrane protein POM 121 (Pore membrane protein of 121 kDa) (P145)	0.002698	0.77
1560995_s_at	1560995_s_at	Full length insert cDNA clone ZD81E01	0.002698	0.88
1561167_at	1561167_at	Full length insert cDNA clone YA75A09	0.002698	0.42
1564053_a_at	YTHDF3	YTH domain family, member 3	0.002698	2.83
1564315_at	C8orf49	chromosome 8 open reading frame 49	0.002698	1.27
1569852_at	C7orf53	chromosome 7 open reading frame 53	0.002698	0.79
1570372_at	1570372_at	CDNA clone IMAGE:4827386	0.002698	0.91
200607_s_at	RAD21	RAD21 homolog (S. pombe)	0.002698	2.76
200641_s_at	LOC650083 /// YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide /// similar to tyrosine 3/tryptophan 5 -monooxygenase activation protein, zeta polypeptide	0.002698	2.55
200769_s_at	MAT2A	methionine adenosyltransferase II, alpha	0.002698	1.97
200776_s_at	BZW1 /// LOC151579	basic leucine zipper and W2 domains 1 /// similar to basic leucine zipper and W2 domains 1	0.002698	1.78
201241_at	DDX1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 1	0.002698	1.4
