Rank	Parametric p-value	FDR	Geom mean of intensities in Controls	Geom mean of intensities 1.25 Gy	Geom mean of intensities 3.75 Gy	Unique id	Description	Gene symbol
536	0.0000172	0.0006323	337.7201576	256.030406	168.722815	A_24_P364221	Homo sapiens CD5 molecule (CD5), mRNA [NM_014207]	CD5
537	0.0000174	0.0006385	222.0977538	134.4821135	96.8364369	A_23_P115482	Homo sapiens ubiquitin-conjugating enzyme E2T (putative) (UBE2T), mRNA [NM_014176]	UBE2T
538	0.0000175	0.0006397	1667.904255	2705.259745	3331.985709	A_23_P31177	Homo sapiens transmembrane protein 140 (TMEM140), mRNA [NM_018295]	TMEM140
539	0.0000175	0.0006397	4379.459985	3241.078632	2753.256669	A_24_P101402	Homo sapiens nucleolar protein 5A (56kDa with KKE/D repeat) (NOL5A), mRNA [NM_006392]	NOL5A
540	0.0000176	0.0006422	63.1675048	90.218336	88.8716286	A_23_P25515	Homo sapiens myotubularin related protein 6 (MTMR6), mRNA [NM_004685]	MTMR6
541	0.0000177	0.0006447	56.871947	60.5160272	100.6034877	A_23_P46660	Homo sapiens cDNA clone IMAGE:2906290, complete cds. [BC004969]	BC004969
542	0.0000181	0.0006568	4804.129611	5692.216989	7182.544495	A_23_P142055	PREDICTED: Homo sapiens hypothetical LOC255809, transcript variant 1 (LOC255809), mRNA [XM_172995]	LOC255809
543	0.0000181	0.0006568	844.9269434	1268.42721	1285.001409	A_23_P110362	Homo sapiens mitogen-activated protein kinase kinase 1 interacting protein 1 (MAP2K1IP1), mRNA [NM_021970]	MAP2K1IP1
544	0.0000183	0.0006628	1857.334577	3372.071039	3899.236645	A_23_P50638	Homo sapiens leucine-rich alpha-2-glycoprotein 1 (LRG1), mRNA [NM_052972]	LRG1
545	0.0000184	0.0006628	518.5200535	852.6162812	872.1700132	A_23_P72503	Homo sapiens kelch-like 2, Mayven (Drosophila) (KLHL2), mRNA [NM_007246]	KLHL2
546	0.0000184	0.0006628	465.5067024	308.1089127	243.8566592	A_23_P68072	Homo sapiens WD repeat domain 54 (WDR54), mRNA [NM_032118]	WDR54
547	0.0000184	0.0006628	4.2349757	13.1469222	10.2180849	A_24_P12397	Homo sapiens triggering receptor expressed on myeloid cells 2 (TREM2), mRNA [NM_018965]	TREM2
548	0.0000187	0.0006724	599.6635348	863.5061243	1041.797045	A_32_P212373	PREDICTED: Homo sapiens hypothetical LOC440731, transcript variant 2 (LOC440731), mRNA [XM_933693]	LOC440731
549	0.000019	0.0006807	46.7961723	56.3262378	70.1768756	A_24_P841662	Homo sapiens cDNA FLJ36324 fis, clone THYMU2005546, highly similar to ESTERASE D (EC 3.1.1.1). [AK093643]	AK093643
550	0.000019	0.0006807	3695.790862	6332.925013	6229.735503	A_23_P37484	Homo sapiens carbohydrate (chondroitin) synthase 1 (CHSY1), mRNA [NM_014918]	CHSY1
551	0.0000192	0.0006866	4215.202215	6526.801345	8093.450783	A_23_P7932	Homo sapiens triggering receptor expressed on myeloid cells-like 2 (TREML2), mRNA [NM_024807]	TREML2
552	0.0000193	0.0006889	168.5757983	99.3467065	82.9595374	A_24_P927090	Homo sapiens PRO1995 mRNA, complete cds. [AF116678]	AF116678
553	0.0000194	0.0006912	11.090823	19.9487678	18.2358652	A_32_P57877	BX433326 BX433326 Homo sapiens FETAL LIVER Homo sapiens cDNA clone CS0DM004YL09 3-PRIME, mRNA sequence [BX433326]	BX433326
554	0.0000195	0.0006936	70.7983089	31.3553674	18.9769821	A_23_P157299	Homo sapiens AE binding protein 1 (AEBP1), mRNA [NM_001129]	AEBP1
555	0.0000197	0.0006981	622.8992995	383.2475441	375.1305551	A_23_P146077	Homo sapiens zinc finger protein 395 (ZNF395), mRNA [NM_018660]	ZNF395
556	0.0000197	0.0006981	123.8369862	69.9463566	65.8671497	A_32_P36835	ALU7_HUMAN (P39194) Alu subfamily SQ sequence contamination warning entry, partial (10%) [THC2677499]	THC2677499
557	0.00002	0.0007075	261.6627002	208.1971475	156.1998897	A_24_P379512	Homo sapiens phosphatidylinositol glycan anchor biosynthesis, class K (PIGK), mRNA [NM_005482]	PIGK
558	0.0000201	0.0007082	747.2317009	1186.891136	1424.948072	A_24_P214858	Homo sapiens triggering receptor expressed on myeloid cells-like 2 (TREML2), mRNA [NM_024807]	TREML2
559	0.0000202	0.0007082	296.4010308	308.3118531	457.5042195	A_23_P30223	Homo sapiens steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1) (SRD5A1), mRNA [NM_001047]	SRD5A1
560	0.0000202	0.0007082	57.7101892	142.4017492	70.0238544	A_24_P263144	Homo sapiens BMX non-receptor tyrosine kinase (BMX), mRNA [NM_001721]	BMX
561	0.0000202	0.0007082	635.4477146	506.1354756	360.5880559	A_23_P258190	Homo sapiens aldo-keto reductase family 1, member B1 (aldose reductase) (AKR1B1), mRNA [NM_001628]	AKR1B1
562	0.0000202	0.0007082	711.2398789	570.6514255	462.0150097	A_24_P683734	Unknown	A_24_P683734
563	0.0000203	0.0007105	8413.437779	11362.34879	13139.73338	A_23_P202978	Homo sapiens caspase 1, apoptosis-related cysteine peptidase (interleukin 1, beta, convertase) (CASP1), transcript variant alpha, mRNA [NM_033292]	CASP1
564	0.0000204	0.0007127	202.2898237	168.5436277	117.5915081	A_32_P1701	Homo sapiens polymerase (DNA directed), alpha 1 (POLA1), mRNA [NM_016937]	POLA1
565	0.0000206	0.0007171	1584.498754	1204.530809	927.6029012	A_24_P322847	Homo sapiens polymerase (RNA) III (DNA directed) polypeptide H (22.9kD) (POLR3H), transcript variant 4, mRNA [NM_001018051]	POLR3H
566	0.0000206	0.0007171	155.0294851	215.2503239	292.3889809	A_24_P337575	Homo sapiens family with sequence similarity 8, member A1 (FAM8A1), mRNA [NM_016255]	FAM8A1
567	0.0000207	0.0007194	4232.591239	8072.357995	9451.672351	A_23_P127948	Homo sapiens adrenomedullin (ADM), mRNA [NM_001124]	ADM
568	0.000021	0.0007272	908.8498667	1150.734931	1649.092431	A_23_P124559	Homo sapiens MAX dimerization protein 3 (MXD3), mRNA [NM_031300]	MXD3
569	0.000021	0.0007272	650.5020847	491.840688	359.9706764	A_24_P269814	Homo sapiens pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1 (PLEKHA1), transcript variant 2, mRNA [NM_001001974]	PLEKHA1
570	0.0000211	0.0007294	34.4540988	62.2346171	54.0750249	A_24_P564462	Homo sapiens chromosome 12 open reading frame 5 (C12orf5), mRNA [NM_020375]	C12orf5
571	0.0000212	0.0007316	117.1248653	152.7184487	217.0433066	A_32_P9924	Unknown	THC2525505
572	0.0000214	0.0007372	699.1704502	678.7295342	391.4782592	A_24_P203103	Homo sapiens SH2 domain protein 1A, Duncans disease (lymphoproliferative syndrome) (SH2D1A), mRNA [NM_002351]	SH2D1A
573	0.0000221	0.00076	71239.49999	87077.44271	115577.0214	A_32_P111565	Homo sapiens ferritin, heavy polypeptide 1 (FTH1), mRNA [NM_002032]	FTH1
574	0.0000223	0.0007642	3528.542546	2182.463604	1671.132052	A_23_P138985	Homo sapiens CD3d molecule, delta (CD3-TCR complex) (CD3D), transcript variant 1, mRNA [NM_000732]	CD3D
575	0.0000223	0.0007642	187.6935942	125.7403737	87.2583494	A_23_P1374	Homo sapiens protein kinase C, theta (PRKCQ), mRNA [NM_006257]	PRKCQ
576	0.0000226	0.0007718	1527.728587	2134.695942	2695.759188	A_24_P551302	Homo sapiens cDNA clone IMAGE:5162874, partial cds. [BC038432]	BC038432
577	0.0000226	0.0007718	354.5249385	439.4286407	610.2819993	A_23_P436281	Homo sapiens histone cluster 2, H4b (HIST2H4B), mRNA [NM_001034077]	HIST2H4B
578	0.000023	0.0007841	135.182945	132.3444712	230.2057837	A_23_P73096	AW993939 RC1-BN0035-130400-013-b06 BN0035 Homo sapiens cDNA, mRNA sequence [AW993939]	AW993939
579	0.0000231	0.0007848	887.1050991	682.8806388	493.1420996	A_23_P500861	Homo sapiens spectrin repeat containing, nuclear envelope 1 (SYNE1), transcript variant longest, mRNA [NM_182961]	SYNE1
580	0.0000231	0.0007848	747.5700218	516.9219238	335.8362469	A_23_P354805	Homo sapiens Kruppel-like factor 12 (KLF12), mRNA [NM_007249]	KLF12
581	0.0000232	0.0007868	2682.171157	2683.611034	4387.000362	A_23_P51986	Homo sapiens myotubularin related protein 11 (MTMR11), mRNA [NM_181873]	MTMR11
582	0.0000234	0.0007902	926.4541187	1262.527661	1450.343613	A_24_P103886	Homo sapiens isopentenyl-diphosphate delta isomerase 1 (IDI1), mRNA [NM_004508]	IDI1
583	0.0000234	0.0007902	436.8366864	340.8755162	239.8058883	A_23_P9472	Homo sapiens vacuolar protein sorting 13 homolog A (S. cerevisiae) (VPS13A), transcript variant A, mRNA [NM_033305]	VPS13A
584	0.0000235	0.0007902	146.2871186	222.7170851	201.9073333	A_23_P357966	Homo sapiens protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 (PCMTD1), mRNA [NM_052937]	PCMTD1
585	0.0000235	0.0007902	459.0872679	353.4963436	270.3605037	A_23_P391344	Homo sapiens RasGEF domain family, member 1A, mRNA (cDNA clone MGC:26821 IMAGE:4814750), complete cds. [BC022548]	RASGEF1A
586	0.0000235	0.0007902	3547.533857	5639.466904	5169.309135	A_23_P101434	Homo sapiens NLR family, pyrin domain containing 12 (NLRP12), transcript variant 1, mRNA [NM_033297]	NLRP12
587	0.0000236	0.0007922	142.7393114	187.1630092	254.1873017	A_24_P378788	Homo sapiens solute carrier family 35, member E1 (SLC35E1), mRNA [NM_024881]	SLC35E1
588	0.0000242	0.0008109	373.8720501	533.5375366	668.5717278	A_23_P164784	Homo sapiens leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 5 (LILRB5), mRNA [NM_006840]	LILRB5
589	0.0000243	0.0008129	33.5890406	27.2590484	16.7518879	A_32_P227870	Homo sapiens cDNA clone IMAGE:4828750. [BC042520]	BC042520
590	0.0000244	0.0008149	1575.158111	1005.834592	799.076029	A_23_P146572	Homo sapiens neural proliferation, differentiation and control, 1 (NPDC1), mRNA [NM_015392]	NPDC1
591	0.0000246	0.0008202	3958.18158	6754.928533	7948.323424	A_23_P17655	Homo sapiens potassium inwardly-rectifying channel, subfamily J, member 15 (KCNJ15), transcript variant 1, mRNA [NM_170736]	KCNJ15
592	0.0000248	0.0008254	359.6191491	434.7604661	649.2086519	A_24_P50543	Homo sapiens ring finger protein 36, mRNA (cDNA clone IMAGE:5277162). [BC031266]	TRIM69
593	0.000025	0.0008307	594.5630088	827.8466975	934.3150568	A_23_P147404	Unknown	A_23_P147404
594	0.0000256	0.0008492	190.9672796	125.541784	77.3034649	A_24_P149266	Homo sapiens protein kinase C and casein kinase substrate in neurons 1 (PACSIN1), mRNA [NM_020804]	PACSIN1
595	0.0000257	0.0008511	203.4046706	257.3883154	297.1202054	A_23_P411215	Homo sapiens family with sequence similarity 91, member A1 (FAM91A1), mRNA [NM_144963]	FAM91A1
596	0.0000259	0.0008548	53.4610027	37.992552	27.3621673	A_23_P250347	Homo sapiens calcium/calmodulin-dependent protein kinase IV (CAMK4), mRNA [NM_001744]	CAMK4
597	0.0000259	0.0008548	76.8113004	49.5544692	37.9484971	A_24_P254833	T-cell receptor beta chain V region CTL-L17 precursor. [Source:Uniprot/SWISSPROT;Acc:P04435] [ENST00000360182]	ENST00000360182
598	0.000026	0.0008567	413.1932951	791.6480419	426.5699819	A_23_P167005	Homo sapiens G protein-coupled receptor 160 (GPR160), mRNA [NM_014373]	GPR160
599	0.0000264	0.0008684	101.1794103	62.8952719	43.9952611	A_24_P239664	Homo sapiens branched chain keto acid dehydrogenase E1, beta polypeptide (maple syrup urine disease) (BCKDHB), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA [NM_183050]	BCKDHB
600	0.0000265	0.0008703	540.6266722	777.7831507	906.8824945	A_23_P343671	Fos-related antigen 2. [Source:Uniprot/SWISSPROT;Acc:P15408] [ENST00000379616]	FOSL2
601	0.0000268	0.0008786	284.1889159	235.5211342	168.2230152	A_24_P113131	Homo sapiens benzodiazapine receptor (peripheral) associated protein 1 (BZRAP1), mRNA [NM_004758]	BZRAP1
602	0.0000269	0.0008805	850.012439	612.0066558	541.6698719	A_32_P49334	Homo sapiens, clone IMAGE:5164782, mRNA. [BC036909]	LOC284889
603	0.0000273	0.0008921	3845.441368	6168.76016	6338.532624	A_23_P103951	Unknown	A_23_P103951
604	0.0000274	0.0008939	499.6243052	812.1311909	770.2354603	A_24_P314179	Homo sapiens v-ets erythroblastosis virus E26 oncogene homolog 2 (avian) (ETS2), mRNA [NM_005239]	ETS2
605	0.0000277	0.0009022	342.1496547	234.6560458	198.9230252	A_23_P415643	Homo sapiens zinc finger protein 553 (ZNF553), mRNA [NM_152652]	ZNF553
606	0.000028	0.0009104	9150.393669	6935.403524	5883.047085	A_23_P44112	Homo sapiens linker for activation of T cells (LAT), transcript variant 1, mRNA [NM_014387]	LAT
607	0.0000282	0.0009154	71.9474892	68.8526371	109.2505237	A_32_P315395	Homo sapiens, clone IMAGE:5750465, mRNA. [BC043607]	MGC16275
608	0.0000283	0.0009171	5236.16048	4134.318976	2822.754612	A_23_P161280	Homo sapiens sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2 (SPOCK2), mRNA [NM_014767]	SPOCK2
609	0.0000285	0.0009221	33.5635335	23.5095044	17.7576313	A_23_P117274	Homo sapiens mitochondrial intermediate peptidase (MIPEP), nuclear gene encoding mitochondrial protein, mRNA [NM_005932]	MIPEP
610	0.0000286	0.0009223	356.9594741	496.65355	609.4737434	A_23_P162300	Homo sapiens interleukin-1 receptor-associated kinase 3 (IRAK3), mRNA [NM_007199]	IRAK3
611	0.0000286	0.0009223	55.0996918	46.1617359	26.083659	A_24_P226755	Homo sapiens thymus high mobility group box protein TOX (TOX), mRNA [NM_014729]	TOX
612	0.0000287	0.000924	401.3791991	263.5806528	213.0322063	A_23_P211207	Homo sapiens adenosine deaminase, RNA-specific, B1 (RED1 homolog rat) (ADARB1), transcript variant 1, mRNA [NM_001112]	ADARB1
613	0.0000289	0.0009289	560.7854515	811.3145184	947.0377993	A_24_P319635	Homo sapiens myeloid cell leukemia sequence 1 (BCL2-related) (MCL1), transcript variant 1, mRNA [NM_021960]	MCL1
614	0.000029	0.0009306	434.767659	607.0529641	752.4870059	A_23_P103405	Homo sapiens cDNA FLJ13024 fis, clone NT2RP3000865. [AK023086]	CNIH3
615	0.0000293	0.0009374	184.5104068	101.0444352	73.2946704	A_24_P37020	AF235005 suppression of tumorigenicity 16 protein {Homo sapiens} (exp=-1; wgp=0; cg=0), partial (13%) [THC2690931]	THC2690931
616	0.0000294	0.0009374	1071.983202	721.9090794	661.4239044	A_23_P83277	Homo sapiens interleukin 11 receptor, alpha (IL11RA), transcript variant 1, mRNA [NM_004512]	IL11RA
617	0.0000294	0.0009374	1932.929157	3127.615441	3168.274222	A_23_P69109	Homo sapiens phospholipid scramblase 1 (PLSCR1), mRNA [NM_021105]	PLSCR1
618	0.0000294	0.0009374	162.1149787	130.8440015	351.4742633	A_23_P145724	Homo sapiens chromosome 7 open reading frame 16 (C7orf16), mRNA [NM_006658]	C7orf16
619	0.0000295	0.000939	131.5606967	91.6028534	187.141839	A_24_P298179	Unknown	A_24_P298179
620	0.0000298	0.0009471	1238.898166	727.5402745	507.9869132	A_24_P402690	Homo sapiens integral membrane protein 2C (ITM2C), transcript variant 1, mRNA [NM_030926]	ITM2C
621	0.0000301	0.0009551	61.2644445	33.0062403	46.1247643	A_23_P302709	Homo sapiens nuclear receptor subfamily 1, group D, member 2 (NR1D2), mRNA [NM_005126]	NR1D2
622	0.0000305	0.0009662	2961.191064	3759.743808	4598.874408	A_24_P2584	Homo sapiens chromosome 1 open reading frame 63, mRNA (cDNA clone MGC:74698 IMAGE:6147639), complete cds. [BC065040]	C1orf63
623	0.0000306	0.0009663	27.8398521	31.0495824	56.5083676	A_23_P104493	Homo sapiens 3-phosphoadenosine 5-phosphosulfate synthase 2 (PAPSS2), transcript variant 2, mRNA [NM_001015880]	PAPSS2
624	0.0000306	0.0009663	178.1465078	150.8122771	106.6965609	A_23_P41380	Homo sapiens ATP-binding cassette, sub-family E (OABP), member 1 (ABCE1), transcript variant 1, mRNA [NM_002940]	ABCE1
625	0.0000308	0.0009695	305.3660817	198.7542636	156.6165478	A_24_P205008	Homo sapiens cDNA FLJ37147 fis, clone BRACE2025316, weakly similar to tRNA-splicing endonuclease subunit. [AK094466]	TSEN54
626	0.0000308	0.0009695	225.6289683	244.7453595	363.8949727	A_32_P86466	Homo sapiens cDNA FLJ32580 fis, clone SPLEN2000270. [AK057142]	UNQ5783
627	0.0000314	0.0009868	348.2420034	696.308667	617.1850832	A_23_P140760	Homo sapiens G protein-coupled receptor 97 (GPR97), mRNA [NM_170776]	GPR97
628	0.0000316	0.0009915	1722.228908	2827.966698	2520.04367	A_23_P251937	Homo sapiens cytoplasmic polyadenylation element binding protein 4 (CPEB4), mRNA [NM_030627]	CPEB4
629	0.0000318	0.0009962	2193.96913	3125.550607	3383.918155	A_23_P29036	Homo sapiens interferon gamma receptor 2 (interferon gamma transducer 1) (IFNGR2), mRNA [NM_005534]	IFNGR2
630	0.0000321	0.001004	396.3962431	318.5941393	200.2782306	A_23_P213620	Homo sapiens protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), beta isoform (PPP2R2B), transcript variant 1, mRNA [NM_004576]	PPP2R2B
631	0.0000322	0.0010055	93.3083888	17.2702213	11.8617613	A_32_P71876	Unknown	THC2767659
632	0.0000324	0.0010085	3059.888166	4951.38883	5014.954365	A_23_P128447	Homo sapiens leucine-rich repeat kinase 2 (LRRK2), mRNA [NM_198578]	LRRK2
633	0.0000324	0.0010085	72057.77364	93163.88388	110502.3317	A_32_P70158	Homo sapiens leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 3 (LILRB3), mRNA [NM_006864]	LILRB3
634	0.0000325	0.0010101	118.2119611	76.9816179	74.3706335	A_24_P683861	Ig gamma-1 chain C region. [Source:Uniprot/SWISSPROT;Acc:P01857] [ENST00000361266]	ENST00000361266
635	0.0000328	0.0010178	87.0154331	128.4519839	170.8052778	A_23_P127231	Homo sapiens frequently rearranged in advanced T-cell lymphomas (FRAT1), mRNA [NM_005479]	FRAT1
636	0.0000329	0.0010193	1761.366211	2635.050273	2406.747023	A_23_P98085	Homo sapiens phosphatase and tensin homolog (mutated in multiple advanced cancers 1) (PTEN), mRNA [NM_000314]	PTEN
637	0.0000334	0.0010331	286.9627227	179.5452939	152.3869948	A_23_P35205	Calcipressin-3 (Down syndrome candidate region 1-like protein 2) (Myocyte-enriched calcineurin-interacting protein 3) (MCIP3). [Source:Uniprot/SWISSPROT;Acc:Q9UKA8] [ENST00000374395]	DSCR1L2
638	0.000034	0.0010484	290.9731587	204.8015218	161.4242239	A_23_P15202	Homo sapiens dihydroorotate dehydrogenase (DHODH), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA [NM_001361]	DHODH
639	0.000034	0.0010484	493.1530678	346.6885924	313.1335357	A_23_P9465	Homo sapiens folylpolyglutamate synthase (FPGS), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA [NM_004957]	FPGS
640	0.0000342	0.0010529	6894.381899	4488.620618	2986.487767	A_23_P112531	Homo sapiens family with sequence similarity 102, member A (FAM102A), transcript variant 1, mRNA [NM_001035254]	FAM102A
641	0.0000344	0.0010574	68.3064345	46.5263649	38.8085295	A_24_P253755	Homo sapiens phosphatidylinositol glycan anchor biosynthesis, class L (PIGL), mRNA [NM_004278]	PIGL
642	0.0000347	0.001065	9293.988364	12193.08935	15674.53079	A_23_P148410	Homo sapiens ferritin, heavy polypeptide-like 17 (FTHL17), mRNA [NM_031894]	FTHL17
643	0.0000349	0.0010695	287.77775	253.8898176	174.806411	A_23_P332326	Homo sapiens Rho guanine nucleotide exchange factor (GEF) 19 (ARHGEF19), mRNA [NM_153213]	ARHGEF19
644	0.0000354	0.0010798	506.887969	868.2244977	1161.291551	A_24_P750164	Homo sapiens cDNA FLJ31315 fis, clone LIVER1000303. [AK055877]	LOC151438
645	0.0000354	0.0010798	161.9535006	267.7084663	211.4763307	A_23_P65823	Homo sapiens GABA-A receptor-associated protein mRNA, complete cds. [AF180519]	GABARAPL3
646	0.0000354	0.0010798	10942.94016	13522.96018	16422.21525	A_23_P107401	Homo sapiens TIMP metallopeptidase inhibitor 2 (TIMP2), mRNA [NM_003255]	TIMP2
647	0.0000357	0.0010872	2151.687462	1785.739943	1287.277674	A_23_P205567	Homo sapiens protein kinase C, eta (PRKCH), mRNA [NM_006255]	PRKCH
648	0.0000361	0.0010977	125.9908087	89.7100537	76.5890856	A_32_P192823	Homo sapiens phosphoribosyl pyrophosphate synthetase 1-like 1 (PRPS1L1), mRNA [NM_175886]	PRPS1L1
649	0.0000365	0.0011082	50.4481685	46.0839435	30.234133	A_32_P139113	Unknown	THC2716965
650	0.0000369	0.0011151	50.0195739	37.8708639	33.2537561	A_32_P200901	Homo sapiens cDNA clone IMAGE:3528660,  WARNING: chimeric clone . [BC013025]	BC013025
651	0.0000369	0.0011151	165.4139323	115.576868	99.1090938	A_24_P157720	BQ188033 UI-E-EJ1-aju-o-13-0-UI.r1 UI-E-EJ1 Homo sapiens cDNA clone UI-E-EJ1-aju-o-13-0-UI 5, mRNA sequence [BQ188033]	THC2713715
652	0.0000369	0.0011151	1237.100132	1856.090176	1305.263075	A_23_P121082	Homo sapiens glucan (1,4-alpha-), branching enzyme 1 (glycogen branching enzyme, Andersen disease, glycogen storage disease type IV) (GBE1), mRNA [NM_000158]	GBE1
653	0.0000376	0.0011346	165.4041705	120.1142028	103.1385449	A_24_P260346	Homo sapiens alcohol dehydrogenase 5 (class III), chi polypeptide (ADH5), mRNA [NM_000671]	ADH5
654	0.0000377	0.0011358	31.0649828	23.4282184	16.3620152	A_23_P379794	Homo sapiens phosphatidylinositol glycan anchor biosynthesis, class W (PIGW), mRNA [NM_178517]	PIGW
655	0.0000382	0.0011491	107.7118149	110.3400637	160.0446845	A_32_P175098	full-length cDNA clone CS0DI072YA21 of Placenta Cot 25-normalized of Homo sapiens (human). [CR613736]	CR613736
656	0.0000383	0.0011504	206.1735878	137.19927	96.1488178	A_32_P24059	Homo sapiens mRNA; cDNA DKFZp686C20250 (from clone DKFZp686C20250) [BX640861]	MULK
657	0.0000387	0.0011606	163.0508444	115.3701265	65.6203205	A_23_P57379	Homo sapiens CDC45 cell division cycle 45-like (S. cerevisiae) (CDC45L), mRNA [NM_003504]	CDC45L
658	0.0000388	0.0011619	6277.627567	9847.081547	9926.685292	A_23_P117582	Homo sapiens jun dimerization protein 2 (JDP2), mRNA [NM_130469]	JDP2
