Accession No.	Gene Symbol	Exon.ID	logFC	t	P.Value	adj.P.Val	B	Transcript.ID	gene_assignment
NR_003009	SCARNA8	3200631	0.300783833	3.340391431	0.004116271	0.911648439	-2.756959596	3200611	NR_003009 // SCARNA8 // small Cajal body-specific RNA 8 // 9p22.1 // 677776 /// AF533709 // FAM29A // family with sequence similarity 29, member A // 9p22.1 // 54801 /// AF537091 // FAM29A // family with sequence similarity 29, member A // 9p22.1 // 54801 /// ENST00000380502 // FAM29A // family with sequence similarity 29, member A // 9p22.1 // 54801 /// ENST00000380496 // FAM29A // family with sequence similarity 29, member A // 9p22.1 // 54801
NM_182914	SYNE2	3539795	-0.377468934	-3.339790833	0.004121502	0.911648439	-2.757508092	3539724	NM_182914 // SYNE2 // spectrin repeat containing, nuclear envelope 2 // 14q23.2 // 23224 /// NM_015180 // SYNE2 // spectrin repeat containing, nuclear envelope 2 // 14q23.2 // 23224 /// NM_182913 // SYNE2 // spectrin repeat containing, nuclear envelope 2 // 14q23.2 // 23224 /// NM_182910 // SYNE2 // spectrin repeat containing, nuclear envelope 2 // 14q23.2 // 23224 /// ENST00000358025 // SYNE2 // spectrin repeat containing, nuclear envelope 2 // 14q23.2 // 23224 /// ENST00000261678 // SYNE2 // spectrin repeat containing, nuclear envelope 2 // 14q23.2 // 23224 /// ENST00000344113 // SYNE2 // spectrin repeat containing, nuclear envelope 2 // 14q23.2 // 23224 /// AF495911 // SYNE2 // spectrin repeat containing, nuclear envelope 2 // 14q23.2 // 23224 /// ENST00000357395 // SYNE2 // spectrin repeat containing, nuclear envelope 2 // 14q23.2 // 23224 /// ENST00000394768 // SYNE2 // spectrin repeat containing, nuclear envelope 2 // 14q23.2 // 23224 /// ENST00000341472 // SYNE2 // spectrin repeat containing, nuclear envelope 2 // 14q23.2 // 23224 /// ENST00000356081 // SYNE2 // spectrin repeat containing, nuclear envelope 2 // 14q23.2 // 23224
NM_025063	C1orf129	2366906	-0.227248354	-3.339679727	0.00412247	0.911648439	-2.757609564	2366884	NM_025063 // C1orf129 // chromosome 1 open reading frame 129 // 1q24.3 // 80133 /// ENST00000367758 // C1orf129 // chromosome 1 open reading frame 129 // 1q24.3 // 80133 /// ENST00000367759 // C1orf129 // chromosome 1 open reading frame 129 // 1q24.3 // 80133
NM_005943	MOCS1	2953182	-0.568318852	-3.339497955	0.004124055	0.911648439	-2.757775574	2953139	NM_005943 // MOCS1 // molybdenum cofactor synthesis 1 // 6p21.3 // 4337 /// NM_005942 // MOCS1 // molybdenum cofactor synthesis 1 // 6p21.3 // 4337 /// NM_001075098 // MOCS1 // molybdenum cofactor synthesis 1 // 6p21.3 // 4337 /// NM_138928 // MOCS1 // molybdenum cofactor synthesis 1 // 6p21.3 // 4337 /// ENST00000373195 // MOCS1 // molybdenum cofactor synthesis 1 // 6p21.3 // 4337 /// ENST00000373186 // MOCS1 // molybdenum cofactor synthesis 1 // 6p21.3 // 4337 /// ENST00000340692 // MOCS1 // molybdenum cofactor synthesis 1 // 6p21.3 // 4337 /// ENST00000308559 // MOCS1 // molybdenum cofactor synthesis 1 // 6p21.3 // 4337 /// ENST00000373188 // MOCS1 // molybdenum cofactor synthesis 1 // 6p21.3 // 4337 /// AF034374 // MOCS1 // molybdenum cofactor synthesis 1 // 6p21.3 // 4337 /// ENST00000373175 // MOCS1 // molybdenum cofactor synthesis 1 // 6p21.3 // 4337 /// ENST00000373181 // MOCS1 // molybdenum cofactor synthesis 1 // 6p21.3 // 4337 /// ENST00000341481 // MOCS1 // molybdenum cofactor synthesis 1 // 6p21.3 // 4337
NM_004073	PLK3	2334197	0.202895305	3.339346154	0.004125379	0.911648439	-2.757914215	2334191	NM_004073 // PLK3 // polo-like kinase 3 (Drosophila) // 1p34.1 // 1263 /// ENST00000372201 // PLK3 // polo-like kinase 3 (Drosophila) // 1p34.1 // 1263 /// AJ293866 // PLK3 // polo-like kinase 3 (Drosophila) // 1p34.1 // 1263
NM_014990	GARNL1	3561148	-0.270713611	-3.338742887	0.004130645	0.911648439	-2.758465198	3561110	NM_014990 // GARNL1 // GTPase activating Rap/RanGAP domain-like 1 // 14q13.2 // 253959 /// NM_194301 // GARNL1 // GTPase activating Rap/RanGAP domain-like 1 // 14q13.2 // 253959 /// ENST00000389698 // GARNL1 // GTPase activating Rap/RanGAP domain-like 1 // 14q13.2 // 253959 /// ENST00000307138 // GARNL1 // GTPase activating Rap/RanGAP domain-like 1 // 14q13.2 // 253959 /// AY596970 // GARNL1 // GTPase activating Rap/RanGAP domain-like 1 // 14q13.2 // 253959 /// ENST00000335518 // GARNL1 // GTPase activating Rap/RanGAP domain-like 1 // 14q13.2 // 253959 /// ENST00000382366 // GARNL1 // GTPase activating Rap/RanGAP domain-like 1 // 14q13.2 // 253959 /// ENST00000258840 // GARNL1 // GTPase activating Rap/RanGAP domain-like 1 // 14q13.2 // 253959
NM_001042353	FAM110A	3873354	-0.51136936	-3.338312422	0.004134406	0.911648439	-2.758858372	3873338	NM_001042353 // FAM110A // family with sequence similarity 110, member A // 20p13 // 83541 /// NM_031424 // FAM110A // family with sequence similarity 110, member A // 20p13 // 83541 /// NM_207121 // FAM110A // family with sequence similarity 110, member A // 20p13 // 83541 /// ENST00000304189 // FAM110A // family with sequence similarity 110, member A // 20p13 // 83541 /// ENST00000381941 // FAM110A // family with sequence similarity 110, member A // 20p13 // 83541 /// ENST00000381939 // FAM110A // family with sequence similarity 110, member A // 20p13 // 83541 /// ENST00000246100 // FAM110A // family with sequence similarity 110, member A // 20p13 // 83541 /// BC022238 // FAM110A // family with sequence similarity 110, member A // 20p13 // 83541 /// AB196290 // FAM110A // family with sequence similarity 110, member A // 20p13 // 83541
NM_181642	SPINT1	3590188	0.367194979	3.338258823	0.004134875	0.911648439	-2.758907329	3590164	NM_181642 // SPINT1 // serine peptidase inhibitor, Kunitz type 1 // 15q15.1 // 6692 /// NM_003710 // SPINT1 // serine peptidase inhibitor, Kunitz type 1 // 15q15.1 // 6692 /// NM_001032367 // SPINT1 // serine peptidase inhibitor, Kunitz type 1 // 15q15.1 // 6692 /// ENST00000344051 // SPINT1 // serine peptidase inhibitor, Kunitz type 1 // 15q15.1 // 6692 /// AY358969 // SPINT1 // serine peptidase inhibitor, Kunitz type 1 // 15q15.1 // 6692
NM_130770	HTR3C	2655328	0.279926432	3.337304313	0.004143229	0.911648439	-2.759779206	2655325	NM_130770 // HTR3C // 5-hydroxytryptamine (serotonin) receptor 3, family member C // 3q27.1 // 170572 /// ENST00000318351 // HTR3C // 5-hydroxytryptamine (serotonin) receptor 3, family member C // 3q27.1 // 170572 /// AF459285 // HTR3C // 5-hydroxytryptamine (serotonin) receptor 3, family member C // 3q27.1 // 170572
NM_031294	LRRC48	3712877	-0.309312943	-3.337191957	0.004144213	0.911648439	-2.759881839	3712835	NM_031294 // LRRC48 // leucine rich repeat containing 48 // 17p11.2 // 83450 /// ENST00000313838 // LRRC48 // leucine rich repeat containing 48 // 17p11.2 // 83450 /// ENST00000399187 // LRRC48 // leucine rich repeat containing 48 // 17p11.2 // 83450 /// ENST00000399185 // LRRC48 // leucine rich repeat containing 48 // 17p11.2 // 83450 /// AK293011 // LRRC48 // leucine rich repeat containing 48 // 17p11.2 // 83450 /// ENST00000399182 // LRRC48 // leucine rich repeat containing 48 // 17p11.2 // 83450 /// ENST00000399184 // LRRC48 // leucine rich repeat containing 48 // 17p11.2 // 83450
NM_198433	AURKA	3910786	0.853298976	3.336447659	0.00415074	0.911648439	-2.760561758	3910785	NM_198433 // AURKA // aurora kinase A // 20q13.2-q13.3 // 6790 /// NM_003600 // AURKA // aurora kinase A // 20q13.2-q13.3 // 6790 /// NM_198434 // AURKA // aurora kinase A // 20q13.2-q13.3 // 6790 /// NM_198436 // AURKA // aurora kinase A // 20q13.2-q13.3 // 6790 /// NM_198435 // AURKA // aurora kinase A // 20q13.2-q13.3 // 6790 /// NM_198437 // AURKA // aurora kinase A // 20q13.2-q13.3 // 6790 /// NR_001587 // AURKAPS1 // aurora kinase A pseudogene 1 // 1q41 // 6791 /// ENST00000395915 // AURKA // aurora kinase A // 20q13.2-q13.3 // 6790 /// ENST00000347343 // AURKA // aurora kinase A // 20q13.2-q13.3 // 6790 /// ENST00000395914 // AURKA // aurora kinase A // 20q13.2-q13.3 // 6790 /// ENST00000312783 // AURKA // aurora kinase A // 20q13.2-q13.3 // 6790 /// ENST00000395913 // AURKA // aurora kinase A // 20q13.2-q13.3 // 6790 /// ENST00000395909 // AURKA // aurora kinase A // 20q13.2-q13.3 // 6790 /// ENST00000371356 // AURKA // aurora kinase A // 20q13.2-q13.3 // 6790 /// ENST00000395911 // AURKA // aurora kinase A // 20q13.2-q13.3 // 6790 /// AF011468 // AURKA // aurora kinase A // 20q13.2-q13.3 // 6790 /// ENST00000395907 // AURKA // aurora kinase A // 20q13.2-q13.3 // 6790
NM_004628	XPC	2663848	0.276839078	3.336206525	0.004152857	0.911648439	-2.760782043	2663810	NM_004628 // XPC // xeroderma pigmentosum, complementation group C // 3p25 // 7508 /// ENST00000285021 // XPC // xeroderma pigmentosum, complementation group C // 3p25 // 7508 /// D21089 // XPC // xeroderma pigmentosum, complementation group C // 3p25 // 7508
NM_173689	CRB2	3188492	-0.212760139	-3.335713852	0.004157186	0.911648439	-2.761232133	3188478	NM_173689 // CRB2 // crumbs homolog 2 (Drosophila) // 9q33.2 // 286204 /// ENST00000373631 // CRB2 // crumbs homolog 2 (Drosophila) // 9q33.2 // 286204 /// ENST00000359999 // CRB2 // crumbs homolog 2 (Drosophila) // 9q33.2 // 286204 /// ENST00000373629 // CRB2 // crumbs homolog 2 (Drosophila) // 9q33.2 // 286204 /// AK123000 // CRB2 // crumbs homolog 2 (Drosophila) // 9q33.2 // 286204
NM_000721	CACNA1E	2370542	0.32463644	3.335199066	0.004161713	0.911648439	-2.761702444	2370433	NM_000721 // CACNA1E // calcium channel, voltage-dependent, R type, alpha 1E subunit // 1q25-q31 // 777 /// ENST00000367570 // CACNA1E // calcium channel, voltage-dependent, R type, alpha 1E subunit // 1q25-q31 // 777 /// ENST00000367567 // CACNA1E // calcium channel, voltage-dependent, R type, alpha 1E subunit // 1q25-q31 // 777 /// L29384 // CACNA1E // calcium channel, voltage-dependent, R type, alpha 1E subunit // 1q25-q31 // 777 /// ENST00000367573 // CACNA1E // calcium channel, voltage-dependent, R type, alpha 1E subunit // 1q25-q31 // 777 /// ENST00000357570 // CACNA1E // calcium channel, voltage-dependent, R type, alpha 1E subunit // 1q25-q31 // 777 /// ENST00000358338 // CACNA1E // calcium channel, voltage-dependent, R type, alpha 1E subunit // 1q25-q31 // 777 /// ENST00000360108 // CACNA1E // calcium channel, voltage-dependent, R type, alpha 1E subunit // 1q25-q31 // 777
NM_004505	USP6	3707547	0.375916445	3.334890749	0.004164427	0.911648439	-2.761984134	3707498	NM_004505 // USP6 // ubiquitin specific peptidase 6 (Tre-2 oncogene) // 17p13 // 9098 /// ENST00000250066 // USP6 // ubiquitin specific peptidase 6 (Tre-2 oncogene) // 17p13 // 9098 /// ENST00000304328 // USP6 // ubiquitin specific peptidase 6 (Tre-2 oncogene) // 17p13 // 9098 /// NR_003554 // LOC220594 // TL132 protein // 17p11.2 // 220594 /// AY363305 // LOC162632 // TL132 pseudogene // 17p11.2 // 162632 /// ENST00000332776 // USP6 // ubiquitin specific peptidase 6 (Tre-2 oncogene) // 17p13 // 9098 /// ENST00000250067 // USP6 // ubiquitin specific peptidase 6 (Tre-2 oncogene) // 17p13 // 9098 /// ENST00000357482 // USP6 // ubiquitin specific peptidase 6 (Tre-2 oncogene) // 17p13 // 9098 /// ENST00000396805 // USP6 // ubiquitin specific peptidase 6 (Tre-2 oncogene) // 17p13 // 9098 /// X63547 // USP6 // ubiquitin specific peptidase 6 (Tre-2 oncogene) // 17p13 // 9098 /// BC094680 // USP32 // ubiquitin specific peptidase 32 // 17q23.2 // 84669
NM_000691	ALDH3A1	3748972	0.323011284	3.334885563	0.004164473	0.911648439	-2.761988872	3748957	NM_000691 // ALDH3A1 // aldehyde dehydrogenase 3 family, memberA1 // 17p11.2 // 218 /// ENST00000225740 // ALDH3A1 // aldehyde dehydrogenase 3 family, memberA1 // 17p11.2 // 218 /// ENST00000379258 // ALDH3A1 // aldehyde dehydrogenase 3 family, memberA1 // 17p11.2 // 218 /// ENST00000333946 // ALDH3A1 // aldehyde dehydrogenase 3 family, memberA1 // 17p11.2 // 218 /// AK091272 // ALDH3A1 // aldehyde dehydrogenase 3 family, memberA1 // 17p11.2 // 218
NM_000109	DMD	4004294	0.536597288	3.334810177	0.004165136	0.911648439	-2.762057749	4004044	NM_000109 // DMD // dystrophin (muscular dystrophy, Duchenne and Becker types) // Xp21.2 // 1756 /// NM_004010 // DMD // dystrophin (muscular dystrophy, Duchenne and Becker types) // Xp21.2 // 1756 /// NM_004006 // DMD // dystrophin (muscular dystrophy, Duchenne and Becker types) // Xp21.2 // 1756 /// NM_004009 // DMD // dystrophin (muscular dystrophy, Duchenne and Becker types) // Xp21.2 // 1756 /// NM_004007 // DMD // dystrophin (muscular dystrophy, Duchenne and Becker types) // Xp21.2 // 1756 /// NM_004012 // DMD // dystrophin (muscular dystrophy, Duchenne and Becker types) // Xp21.2 // 1756 /// NM_004011 // DMD // dystrophin (muscular dystrophy, Duchenne and Becker types) // Xp21.2 // 1756 /// NM_004013 // DMD // dystrophin (muscular dystrophy, Duchenne and Becker types) // Xp21.2 // 1756 /// NM_004021 // DMD // dystrophin (muscular dystrophy, Duchenne and Becker types) // Xp21.2 // 1756 /// NM_004022 // DMD // dystrophin (muscular dystrophy, Duchenne and Becker types) // Xp21.2 // 1756 /// NM_004020 // DMD // dystrophin (muscular dystrophy, Duchenne and Becker types) // Xp21.2 // 1756 /// NM_004023 // DMD // dystrophin (muscular dystrophy, Duchenne and Becker types) // Xp21.2 // 1756 /// NM_004014 // DMD // dystrophin (muscular dystrophy, Duchenne and Becker types) // Xp21.2 // 1756 /// NM_004015 // DMD // dystrophin (muscular dystrophy, Duchenne and Becker types) // Xp21.2 // 1756 /// NM_004016 // DMD // dystrophin (muscular dystrophy, Duchenne and Becker types) // Xp21.2 // 1756 /// NM_004017 // DMD // dystrophin (muscular dystrophy, Duchenne and Becker types) // Xp21.2 // 1756 /// NM_004018 // DMD // dystrophin (muscular dystrophy, Duchenne and Becker types) // Xp21.2 // 1756 /// NM_004019 // DMD // dystrophin (muscular dystrophy, Duchenne and Becker types) // Xp21.2 // 1756 /// ENST00000357033 // DMD // dystrophin (muscular dystrophy, Duchenne and Becker types) // Xp21.2 // 1756 /// ENST00000378687 // DMD // dystrophin (muscular dystrophy, Duchenne and Becker types) // Xp21.2 // 1756 /// ENST00000378684 // DMD // dystrophin (muscular dystrophy, Duchenne and Becker types) // Xp21.2 // 1756 /// ENST00000378682 // DMD // dystrophin (muscular dystrophy, Duchenne and Becker types) // Xp21.2 // 1756 /// ENST00000358062 // DMD // dystrophin (muscular dystrophy, Duchenne and Becker types) // Xp21.2 // 1756 /// ENST00000359836 // DMD // dystrophin (muscular dystrophy, Duchenne and Becker types) // Xp21.2 // 1756 /// ENST00000343523 // DMD // dystrophin (muscular dystrophy, Duchenne and Becker types) // Xp21.2 // 1756 /// ENST00000378705 // DMD // dystrophin (muscular dystrophy, Duchenne and Becker types) // Xp21.2 // 1756 /// ENST00000288447 // DMD // dystrophin (muscular dystrophy, Duchenne and Becker types) // Xp21.2 // 1756 /// ENST00000378677 // DMD // dystrophin (muscular dystrophy, Duchenne and Becker types) // Xp21.2 // 1756 /// ENST00000378702 // DMD // dystrophin (muscular dystrophy, Duchenne and Becker types) // Xp21.2 // 1756 /// ENST00000378723 // DMD // dystrophin (muscular dystrophy, Duchenne and Becker types) // Xp21.2 // 1756 /// ENST00000361471 // DMD // dystrophin (muscular dystrophy, Duchenne and Becker types) // Xp21.2 // 1756 /// ENST00000378680 // DMD // dystrophin (muscular dystrophy, Duchenne and Becker types) // Xp21.2 // 1756 /// M18533 // DMD // dystrophin (muscular dystrophy, Duchenne and Becker types) // Xp21.2 // 1756 /// ENST00000378707 // DMD // dystrophin (muscular dystrophy, Duchenne and Becker types) // Xp21.2 // 1756
NM_018136	ASPM	2449560	0.874236597	3.334448861	0.00416832	0.911648439	-2.762387872	2449559	NM_018136 // ASPM // asp (abnormal spindle) homolog, microcephaly associated (Drosophila) // 1q31 // 259266 /// ENST00000367409 // ASPM // asp (abnormal spindle) homolog, microcephaly associated (Drosophila) // 1q31 // 259266 /// AF509326 // ASPM // asp (abnormal spindle) homolog, microcephaly associated (Drosophila) // 1q31 // 259266 /// ENST00000294732 // ASPM // asp (abnormal spindle) homolog, microcephaly associated (Drosophila) // 1q31 // 259266 /// ENST00000367408 // ASPM // asp (abnormal spindle) homolog, microcephaly associated (Drosophila) // 1q31 // 259266 /// ENST00000367406 // ASPM // asp (abnormal spindle) homolog, microcephaly associated (Drosophila) // 1q31 // 259266
NM_139318	KCNH5	3567894	-0.386663464	-3.334415653	0.004168612	0.911648439	-2.762418214	3567873	NM_139318 // KCNH5 // potassium voltage-gated channel, subfamily H (eag-related), member 5 // 14q23.1 // 27133 /// NM_172376 // KCNH5 // potassium voltage-gated channel, subfamily H (eag-related), member 5 // 14q23.1 // 27133 /// NM_172375 // KCNH5 // potassium voltage-gated channel, subfamily H (eag-related), member 5 // 14q23.1 // 27133 /// ENST00000322893 // KCNH5 // potassium voltage-gated channel, subfamily H (eag-related), member 5 // 14q23.1 // 27133 /// ENST00000394968 // KCNH5 // potassium voltage-gated channel, subfamily H (eag-related), member 5 // 14q23.1 // 27133 /// ENST00000394964 // KCNH5 // potassium voltage-gated channel, subfamily H (eag-related), member 5 // 14q23.1 // 27133 /// BC073979 // KCNH5 // potassium voltage-gated channel, subfamily H (eag-related), member 5 // 14q23.1 // 27133
NM_024806	C11orf63	3353473	0.284442232	3.333802726	0.004174018	0.911648439	-2.76297825	3353441	NM_024806 // C11orf63 // chromosome 11 open reading frame 63 // 11q24.1 // 79864 /// NM_199124 // C11orf63 // chromosome 11 open reading frame 63 // 11q24.1 // 79864 /// ENST00000227349 // C11orf63 // chromosome 11 open reading frame 63 // 11q24.1 // 79864 /// ENST00000307257 // C11orf63 // chromosome 11 open reading frame 63 // 11q24.1 // 79864 /// BC068507 // C11orf63 // chromosome 11 open reading frame 63 // 11q24.1 // 79864
NM_182914	SYNE2	3539857	-0.338487625	-3.33363868	0.004175466	0.911648439	-2.763128144	3539724	NM_182914 // SYNE2 // spectrin repeat containing, nuclear envelope 2 // 14q23.2 // 23224 /// NM_015180 // SYNE2 // spectrin repeat containing, nuclear envelope 2 // 14q23.2 // 23224 /// NM_182913 // SYNE2 // spectrin repeat containing, nuclear envelope 2 // 14q23.2 // 23224 /// NM_182910 // SYNE2 // spectrin repeat containing, nuclear envelope 2 // 14q23.2 // 23224 /// ENST00000358025 // SYNE2 // spectrin repeat containing, nuclear envelope 2 // 14q23.2 // 23224 /// ENST00000261678 // SYNE2 // spectrin repeat containing, nuclear envelope 2 // 14q23.2 // 23224 /// ENST00000344113 // SYNE2 // spectrin repeat containing, nuclear envelope 2 // 14q23.2 // 23224 /// AF495911 // SYNE2 // spectrin repeat containing, nuclear envelope 2 // 14q23.2 // 23224 /// ENST00000357395 // SYNE2 // spectrin repeat containing, nuclear envelope 2 // 14q23.2 // 23224 /// ENST00000394768 // SYNE2 // spectrin repeat containing, nuclear envelope 2 // 14q23.2 // 23224 /// ENST00000341472 // SYNE2 // spectrin repeat containing, nuclear envelope 2 // 14q23.2 // 23224 /// ENST00000356081 // SYNE2 // spectrin repeat containing, nuclear envelope 2 // 14q23.2 // 23224
NM_012101	TRIM29	3394687	-0.251566386	-3.332773411	0.004183112	0.911648439	-2.763918807	3394660	NM_012101 // TRIM29 // tripartite motif-containing 29 // 11q22-q23 // 23650 /// ENST00000341846 // TRIM29 // tripartite motif-containing 29 // 11q22-q23 // 23650 /// L24203 // TRIM29 // tripartite motif-containing 29 // 11q22-q23 // 23650
NM_015905	TRIM24	3026644	0.479833328	3.332609829	0.004184559	0.911648439	-2.764068291	3026599	NM_015905 // TRIM24 // tripartite motif-containing 24 // 7q32-q34 // 8805 /// NM_003852 // TRIM24 // tripartite motif-containing 24 // 7q32-q34 // 8805 /// ENST00000343526 // TRIM24 // tripartite motif-containing 24 // 7q32-q34 // 8805 /// BC028689 // TRIM24 // tripartite motif-containing 24 // 7q32-q34 // 8805 /// ENST00000378381 // TRIM24 // tripartite motif-containing 24 // 7q32-q34 // 8805
