Affymetrix ID	log2_FC	log2_AveExpr	t	P-value	Adjusted p-value	logOdds_diffExpressed	FC	Symbol	Name
208729_x_at	0.326269452	11.50734903	5.26113805	0.000191835	0.006428061	0.921621895	1.253767165	HLA-B	major histocompatibility complex, class I, B
221903_s_at	0.326528009	8.759847498	4.96091785	0.000317156	0.008968523	0.420723733	1.253991882	CYLD	cylindromatosis (turban tumor syndrome)
202643_s_at	0.333304852	8.638803484	7.117685081	1.13035E-05	0.001339768	3.722799021	1.259896177	TNFAIP3	tumor necrosis factor, alpha-induced protein 3
217456_x_at	0.335634969	9.781146476	5.723925719	9.05866E-05	0.004166181	1.668102256	1.261932698	HLA-E	major histocompatibility complex, class I, E
217853_at	0.337865831	9.235610233	6.862069004	1.62385E-05	0.001590244	3.367487867	1.263885553	TNS3	tensin 3
213042_s_at	0.338159883	8.341235763	4.883722515	0.000361648	0.009734618	0.289896963	1.264143186	ATP2A3	ATPase, Ca++ transporting, ubiquitous
205306_x_at	0.338267338	9.034235782	4.590758685	0.000599522	0.013515963	-0.213770856	1.264237346	KMO	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)
208436_s_at	0.339076941	8.059271446	7.89570467	3.94515E-06	0.00080225	4.74761692	1.264947002	IRF7	interferon regulatory factor 7
202869_at	0.339242053	8.45845314	6.761527979	1.87687E-05	0.001735369	3.225133024	1.26509178	OAS1	2,5-oligoadenylate synthetase 1, 40/46kDa
214366_s_at	0.344147311	8.558482272	6.928737633	1.47624E-05	0.001529693	3.461069838	1.269400496	ALOX5	arachidonate 5-lipoxygenase
205205_at	0.344743872	8.975033438	5.47724208	0.000134628	0.005263014	1.274144027	1.269925507	RELB	v-rel reticuloendotheliosis viral oncogene homolog B
218384_at	0.345883898	10.07843361	5.775429577	8.34846E-05	0.00398878	1.749205807	1.270929407	CARHSP1	calcium regulated heat stable protein 1, 24kDa
205859_at	0.347089881	10.16670946	6.947419392	1.43749E-05	0.001522947	3.487177365	1.27199225	LY86	lymphocyte antigen 86
207957_s_at	0.348239748	8.199964968	4.793253646	0.000422228	0.010826823	0.135552861	1.273006466	PRKCB	protein kinase C, beta
200905_x_at	0.348314751	10.03161045	7.160398085	1.06482E-05	0.001297467	3.781254448	1.273072649	HLA-E	major histocompatibility complex, class I, E
204076_at	0.349624267	8.892224474	5.415801189	0.000148789	0.005593235	1.17461512	1.274228726	ENTPD4	ectonucleoside triphosphate diphosphohydrolase 4
205049_s_at	0.34980766	11.53246076	8.004093459	3.42656E-06	0.000761226	4.883855641	1.274390715	CD79A	CD79a molecule, immunoglobulin-associated alpha
219551_at	0.350432583	9.489394908	4.595424602	0.000594662	0.01343901	-0.205663566	1.274942854	EAF2	ELL associated factor 2
211635_x_at	0.35219192	8.893303928	4.357221744	0.000904134	0.017595481	-0.622852418	1.276498569	NA	NA
204440_at	0.352282229	9.88400232	4.530119398	0.000666576	0.014434708	-0.319376015	1.276578477	CD83	CD83 molecule
218231_at	0.353141542	9.440661178	6.270997494	3.87835E-05	0.002490524	2.509163633	1.277339072	NAGK	N-acetylglucosamine kinase
218600_at	0.353517535	9.430597735	4.588296109	0.000602103	0.013538512	-0.218050796	1.277672013	LIMD2	LIM domain containing 2
213007_at	0.353756337	9.657166973	3.822058575	0.002373509	0.034358651	-1.58109095	1.277883518	FANCI	Fanconi anemia, complementation group I
209140_x_at	0.355775952	13.0873782	7.246087198	9.4525E-06	0.001196761	3.897742104	1.279673668	HLA-B	major histocompatibility complex, class I, B
205484_at	0.357931951	9.981950332	4.413356131	0.00081861	0.016492842	-0.523949746	1.281587473	SIT1	signaling threshold regulating transmembrane adaptor 1
209138_x_at	0.360643133	11.45198216	3.516178572	0.004170687	0.049460041	-2.137624348	1.283998158	NA	NA
201700_at	0.36091186	10.86870711	4.836942191	0.000391748	0.010281874	0.210223783	1.284237348	CCND3	cyclin D3
203332_s_at	0.363311994	10.52043923	8.271390601	2.43441E-06	0.000638188	5.213270215	1.286375642	INPP5D	inositol polyphosphate-5-phosphatase, 145kDa
211634_x_at	0.363853828	8.97756571	4.254801513	0.001084914	0.019995971	-0.804183695	1.286858858	NA	NA
214177_s_at	0.364772475	8.948926068	5.494172044	0.000130981	0.005177096	1.301471038	1.287678536	PBXIP1	pre-B-cell leukemia homeobox interacting protein 1
201721_s_at	0.366759877	12.03733976	8.375245993	2.13619E-06	0.00060254	5.338784857	1.289453616	LAPTM5	lysosomal protein transmembrane 5
210592_s_at	0.371350278	9.628296974	7.705754535	5.06704E-06	0.000918423	4.505081749	1.293562963	SAT1	spermidine/spermine N1-acetyltransferase 1
200911_s_at	0.371375786	10.13880173	8.024059596	3.33924E-06	0.000761226	4.908782994	1.293585835	TACC1	transforming, acidic coiled-coil containing protein 1
204698_at	0.37174066	9.881476991	6.70346991	2.0418E-05	0.001749905	3.142254123	1.293913039	ISG20	interferon stimulated exonuclease gene 20kDa
204908_s_at	0.376893349	7.960942306	6.633573576	2.26104E-05	0.001872966	3.041817009	1.298542605	BCL3	B-cell CLL/lymphoma 3
202998_s_at	0.377627693	8.688488629	4.866307711	0.00037256	0.009906631	0.260271524	1.299203742	LOXL2	lysyl oxidase-like 2
207521_s_at	0.378148919	8.799851195	5.318129765	0.00017462	0.006089282	1.015253398	1.299673211	ATP2A3	ATPase, Ca++ transporting, ubiquitous
210356_x_at	0.380410571	11.28341557	6.040613968	5.51561E-05	0.003077645	2.160472178	1.301712252	MS4A1	membrane-spanning 4-domains, subfamily A, member 1
202391_at	0.38574467	10.96846911	6.988765855	1.35552E-05	0.001489755	3.544778778	1.306534001	BASP1	brain abundant, membrane attached signal protein 1
200645_at	0.38954052	10.83796398	7.237289994	9.56839E-06	0.00120459	3.885830986	1.309976127	GABARAP	GABA(A) receptor-associated protein
201739_at	0.389880498	9.007956796	3.805393111	0.002447064	0.034889604	-1.611295746	1.310284865	SGK1	serum/glucocorticoid regulated kinase 1
202822_at	0.390453727	9.162539001	5.559499919	0.000117854	0.004934568	1.406519502	1.310805587	LPP	LIM domain containing preferred translocation partner in lipoma
209734_at	0.392391868	9.533846874	4.391831134	0.000850366	0.016820569	-0.561833043	1.312567729	NCKAP1L	NCK-associated protein 1-like
217478_s_at	0.393660482	10.3297521	7.211204902	9.92103E-06	0.00123503	3.850448185	1.313722425	NA	NA
204446_s_at	0.394117304	9.87046144	6.522120547	2.66393E-05	0.002082109	2.880169439	1.314138474	ALOX5	arachidonate 5-lipoxygenase
205671_s_at	0.395072397	9.492900993	9.74188208	4.24383E-07	0.00031669	6.869583045	1.315008748	HLA-DOB	major histocompatibility complex, class II, DO beta
211559_s_at	0.39831939	8.83754765	4.642231559	0.000548127	0.012856758	-0.124482786	1.317971698	CCNG2	cyclin G2
217418_x_at	0.400582558	11.12153094	5.584722199	0.000113164	0.00481842	1.44690756	1.320040834	MS4A1	membrane-spanning 4-domains, subfamily A, member 1
202996_at	0.403872681	9.502380711	6.166643314	4.54497E-05	0.002767095	2.352210991	1.323054674	POLD4	polymerase (DNA-directed), delta 4
201720_s_at	0.405042462	11.51600122	8.294229155	2.36521E-06	0.000638188	5.240989371	1.324127882	LAPTM5	lysosomal protein transmembrane 5
202770_s_at	0.408352206	8.941501672	4.711553057	0.000486068	0.011933468	-0.004758594	1.327169104	CCNG2	cyclin G2
205552_s_at	0.412705786	8.094324729	6.812388918	1.74401E-05	0.001653693	3.297331265	1.331180113	OAS1	2,5-oligoadenylate synthetase 1, 40/46kDa
213906_at	0.41876642	9.165191685	5.667999915	9.90259E-05	0.004413188	1.579584584	1.336784046	MYBL1	v-myb myeloblastosis viral oncogene homolog (avian)-like 1
212023_s_at	0.421643632	9.071393173	7.998751698	3.45034E-06	0.000761226	4.877177671	1.339452696	MKI67	antigen identified by monoclonal antibody Ki-67
205153_s_at	0.423669962	8.732939778	7.35145914	8.17484E-06	0.001114698	4.039563236	1.34133534	CD40	CD40 molecule, TNF receptor superfamily member 5
214677_x_at	0.424860241	12.15447191	4.940280833	0.000328458	0.009126393	0.385828761	1.342442449	NA	NA
212082_s_at	0.426845623	11.2875805	5.225649922	0.000203449	0.006756576	0.863080854	1.34429114	MYL6	myosin, light chain 6, alkali, smooth muscle and non-muscle
204116_at	0.432268237	10.34846029	6.966942229	1.39815E-05	0.001508689	3.51440624	1.349353393	IL2RG	interleukin 2 receptor, gamma
209685_s_at	0.438283464	9.412000809	7.349286564	8.19924E-06	0.001114698	4.036654914	1.354991183	PRKCB	protein kinase C, beta
212020_s_at	0.440839622	9.584126204	6.529311924	2.63576E-05	0.002075359	2.890655221	1.357394076	MKI67	antigen identified by monoclonal antibody Ki-67
207419_s_at	0.445898031	9.653756935	6.830499837	1.69914E-05	0.001620545	3.322948677	1.362161754	RAC2	ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)
204265_s_at	0.446838072	9.809047394	10.99017209	1.12557E-07	0.000224222	8.091576349	1.36304961	GPSM3	G-protein signaling modulator 3
211742_s_at	0.464685359	9.480840709	7.652429485	5.44001E-06	0.000939687	4.436119022	1.380016349	EVI2B	ecotropic viral integration site 2B
202644_s_at	0.466030458	9.111599987	8.981082409	1.01978E-06	0.000432207	6.044347604	1.38130361	TNFAIP3	tumor necrosis factor, alpha-induced protein 3
208998_at	0.477495578	11.59093041	6.854799198	1.64087E-05	0.001596511	3.35724419	1.392324585	UCP2	uncoupling protein 2 (mitochondrial, proton carrier)
208997_s_at	0.486079476	10.87156043	8.155906254	2.8191E-06	0.000693281	5.072083496	1.400633478	UCP2	uncoupling protein 2 (mitochondrial, proton carrier)
210538_s_at	0.486992003	9.443263183	4.846051117	0.000385688	0.010170741	0.225760492	1.40151968	BIRC3	baculoviral IAP repeat-containing 3
213603_s_at	0.492304427	11.21520279	9.22287684	7.67154E-07	0.000431494	6.313712832	1.406689998	RAC2	ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)
207522_s_at	0.502296996	9.487522296	10.45585496	1.95532E-07	0.000250153	7.587403226	1.416467004	ATP2A3	ATPase, Ca++ transporting, ubiquitous
217783_s_at	0.51109462	8.892876924	7.378037187	7.88254E-06	0.001111687	4.075088438	1.425131079	YPEL5	yippee-like 5 (Drosophila)
205861_at	0.51374954	11.06459416	8.012145112	3.39106E-06	0.000761226	4.893914281	1.427756092	SPIB	Spi-B transcription factor (Spi-1/PU.1 related)
204192_at	0.520994018	10.91541757	10.38493296	2.10767E-07	0.000250153	7.518413394	1.434943584	CD37	CD37 molecule
201236_s_at	0.539038324	10.65295774	10.54767862	1.77539E-07	0.000250153	7.675991835	1.453003647	BTG2	BTG family, member 2
201678_s_at	0.53944765	9.405511088	6.132596543	4.78792E-05	0.002861555	2.30064879	1.453415957	C3orf37	chromosome 3 open reading frame 37
202769_at	0.542472597	9.26691654	8.057449914	3.19848E-06	0.000750229	4.95035339	1.456466579	CCNG2	cyclin G2
213036_x_at	0.560664118	10.54032542	12.62077112	2.37393E-08	0.00013024	9.474728203	1.474948026	ATP2A3	ATPase, Ca++ transporting, ubiquitous
205297_s_at	0.578229179	11.09709399	6.954127218	1.42384E-05	0.001518063	3.496539125	1.493015537	CD79B	CD79b molecule, immunoglobulin-associated beta
215925_s_at	0.604563912	8.644851908	12.36351004	2.99881E-08	0.00013024	9.27089184	1.520519072	CD72	CD72 molecule
207339_s_at	0.825592969	9.472084335	7.51609617	6.53327E-06	0.001025218	4.258038781	1.772263315	LTB	lymphotoxin beta (TNF superfamily, member 3)
219841_at	0.832403203	9.355526968	7.408259549	7.56364E-06	0.001087358	4.11536471	1.780649051	AICDA	activation-induced cytidine deaminase
214084_x_at	0.880103117	9.887958916	15.23819463	2.72391E-09	3.02372E-05	11.28945575	1.840506847	NA	NA
204961_s_at	0.950467538	9.798047989	18.62015618	2.61218E-10	5.82071E-06	13.07993986	1.932498826	NA	NA
