GID	yorf	NAME	GWEIGHT	155 A	67 A	17 A	218 A	117 A	146 A	148 A	149 A	145 A	203 B	203 A	148 B	152 A	152 B	201 A	202 A	227 A	263 A	90 A	21 A	262 B	30 A	30 B	175 A	125 A	61 A	70 A	141 A	123 A	262 A	151 A	123 B	223 B	217 B	217 A	202 B	263 B	228 B	216 A	216 B	228 A	125 B	90 B	201 B	218 B	145 B	175 B	227 B	67 B	P3 B	61 B	138 A	138 B	39 B	39 A	64 A	64 B	P3 A	155 B	223 A	141 B	146 B	21 B	117 B	17 B	70 B	149 B	151 B
GENE121X	HSI136B08	EST		0.8495	0.8085	1.361	0.7331	1.98	0.7754	0.686	0.3872	1.703	-0.3205	0.7547	0.4152	-0.3274	-1.229	0.3277	1.973	1.743	1.973	0.5314	1.245	-0.6885	-0.1692	-1.119	0.6284	-0.6702	-0.5793	-0.2454	1.034	0.8903	1.327	0.522	0.4063	-0.5382	-0.4726	0.6936	0.8311	-1.129	0.1686	-0.4009	-0.9569	-0.7711	-0.1821	-0.04811	0.1738	-0.3795	-1.539	-1.044	-0.5973	0.1153	-0.364	-1.251	-2.298	-1.693	-2.108	-1.461	-0.9545	-1.832	-0.5566	0.3945	-0.1928	0.03512	0.009307	1.341	0.6303	0.1875	-0.6093	-0.436	-0.4713
GENE142X	HSI182A08	STC2		0.01976	0.6164	1.627	0.8203	0.1377	0.913	0.05474	0.2854	1.478	-0.596	0.8251	-0.3123	-1.26	-0.8764	1.55	1.483	0.9513	1.767	0.6381	0.64	0.1145	-0.7207	-1.182	-0.593	0.5332	0.9581	-0.4156	-0.2277	0.8498	1.335	1.052	-0.08482	0.6437	1.686	1.683	1.343	-0.03411	0.2431	-0.1475	-1.463	-1.597	0.4058	-0.3266	0.8956	1.464	-1.276	-1.039	-1.325	-0.3745	-1.474	0.2203	-1.74	-1.801	-0.6538	-0.1185	-1.462	-1.732	-1.49	-0.6909	-0.6686	-0.7898	0.7208	0.2368	-0.4314	0.1639	-0.7287	-0.37	-0.3538
GENE83X	HSI028G02	ELOVL2		-0.8545	-0.5006	-0.7536	1.077	0.5215	0.1509	0.6252	0.7266	0.9718	1.043	2.469	0.6013	0.504	-0.1892	1.411	1.187	1.916	0.3994	1.143	-0.9729	0.2738	-0.09885	-1.02	-0.4751	1.129	-0.3391	0.6813	0.04902	0.867	1.316	0.5103	-0.3786	-0.7277	0.8104	3.523	0.1593	-0.2229	0.04095	-0.6759	-1.117	-1.16	0.3397	0.1997	-0.2861	2.24	-0.4871	-0.9198	-1.223	-0.7755	-0.8872	-0.4473	-0.7856	-0.5502	-0.7983	-0.8796	-1.129	-1.166	-0.666	-1.588	-0.9097	-0.9724	-0.4411	-1.229	0.1669	-0.92	-0.5414	0.01703	0.01888
GENE402X	HSI008E12	SIAH2		-0.6939	-0.9425	1.14	1.386	0.3211	2.216	1.064	1.495	2.271	-0.3293	0.1207	-0.4621	0.565	0.5595	0.3843	0.2937	0.3754	0.9296	1.475	3.209	0.68	0.5505	-0.6655	-0.3797	-0.07849	-0.02039	-0.002918	-1.516	-0.5564	1.396	0.9822	-0.09625	-0.781	0.5783	1.698	0.2072	0.8254	-0.5711	-0.2215	-0.5496	-1.209	-0.005681	1.049	0.8423	0.2523	-0.6627	-1.046	0.04424	-0.9932	-1.026	-0.1227	-1.907	-0.6151	-1.062	-0.2685	-0.81	-1.031	-0.693	-1.196	-0.2296	-1.766	-0.5279	-0.9299	-0.6481	-0.2021	-0.5042	-0.7586	-0.8316
GENE39X	HSI047B01	PDZK1		2.408	1.49	-0.4504	2.912	0.3899	-0.4346	0.4046	0.5253	1.209	0.1932	1.333	-0.5487	2.011	0.5045	-0.0604	-0.2896	0.8551	2.344	0.8298	-1.148	0.1374	0.8641	0.1744	-0.287	1.748	0.651	-0.4669	-0.6815	0.8855	2.029	0.8278	-0.8361	-0.8303	0.3596	0.2625	-0.7971	-0.04531	0.4401	0.1483	-0.8044	-0.8501	-0.06833	-0.7367	-0.5973	-0.2595	-0.7112	-1.199	-0.8235	0.1536	-1.121	-0.6541	-0.7668	-1.065	-1.216	-0.8788	-0.3024	-0.9187	-0.8382	1.164	0.3177	-1.028	-1.093	-1.262	-0.8685	-0.9344	-0.7802	-0.3609	-0.5583
GENE184X	HSI075H09	AGR2		0.9061	-0.1394	-0.1242	0.8697	0.5566	-0.6018	0.8899	1.025	0.7167	0.5144	0.5599	-0.4732	1.805	1.235	0.3151	2.322	1.36	1.689	0.5884	0.9981	-0.02127	0.1374	0.1835	0.5671	0.2374	0.08617	0.4641	0.5451	0.4283	1.063	0.47	-0.6894	-0.3368	0.3557	1.23	2.204	-0.3562	-0.7083	0.3783	0.01336	-1.096	0.2863	-0.2431	-0.6845	-0.1358	-1.061	-0.702	-2.032	-2.094	-0.6024	-0.9606	-2.076	-2.102	-2.224	-1.778	-0.6363	-0.4556	-0.1931	0.1689	-0.1323	-0.2383	-1.481	-0.8842	0.3011	0.7379	0.001671	-0.4764	-0.4707
GENE156X	HSI167G06	RTN4RL1		0.164	0.2471	-1.221	0.9669	-1.068	-0.3169	0.9365	1.413	1.76	-0.04303	0.6391	-0.9823	1.298	-0.1705	0.203	2.763	3.063	1.705	0.5239	1.468	-0.9031	0.8131	-1.036	1.252	-0.6953	1.107	1.108	-0.4536	0.7606	-0.4385	-0.2034	-0.5744	-0.3258	1.305	0.4424	0.6959	0.2165	-0.1961	-0.2486	-0.4404	-1.386	-0.4294	-0.5339	-1.444	0.118	-0.1351	0.2963	0.164	-0.16	-0.8684	0.003527	-0.6739	-1.089	-1.792	-1.295	-0.6734	-1.345	-0.7801	-0.1006	0.3615	-0.5466	-1.281	-1.348	-1.237	0.02007	-0.1321	0.2707	0.4822
GENE257X	HSI059H10	LOC143381		0.4215	0.3256	-0.5316	1.217	-1.004	-1.256	1.411	1.523	2.35	-0.4905	0.5956	-0.976	0.9866	-0.1525	0.5477	2.432	2.102	1.938	0.8506	1.387	-1.061	0.8609	-1.101	1.42	-0.5117	0.7988	0.7211	-0.4241	0.6388	-0.2735	0.38	-0.268	0.1221	1.431	0.821	0.7745	-0.4452	-1.088	-0.8345	-1.303	-1.23	-0.2603	-0.4418	-0.4049	0.577	-0.396	0.5598	-0.9613	-0.06571	-0.9773	0.08278	-1.184	-1.072	-1.105	-1.016	-0.8247	-0.9905	-1.025	-0.55	0.6859	-0.9888	-1.037	-1.331	-0.9951	0.2772	-0.5121	0.3839	0.466
GENE309X	HSI183G05	SPARC		-2.663	-2.629	-1.678	-0.7138	-0.2322	-0.5865	-1.541	-1.174	-0.1814	-0.6429	-0.9439	-1.314	-1.68	-0.5089	0.4168	-0.07329	-0.1573	-0.09042	0.4515	0.627	0.223	-1.667	-0.9131	0.1255	0.7617	0.2426	-0.03255	0.7802	-0.8997	-1.157	1.162	0.5278	0.3285	-1.092	0.194	-0.2202	0.6154	0.1943	-0.2362	1.204	0.8096	1.458	0.6385	1.608	0.63	1.068	0.8701	2.627	0.7377	1.716	1.17	-0.2317	0.256	0.8333	-1.161	-0.652	-0.346	0.3896	0.1598	-0.5477	-0.1449	-0.1697	0.1671	-0.3186	0.8884	0.6232	1.012	1.081
GENE307X	HSI181E05	SPARC		-2.138	-2.876	-1.392	-0.1373	-0.02588	-0.4803	-1.024	-1.363	-0.5938	-0.7293	-1.026	-1.217	-1.57	-0.6233	0.7912	-0.07943	-0.6694	-0.108	0.6827	1.528	-0.009254	-1.356	-0.8114	0.1155	0.9484	0.1956	0.2939	1.119	-0.9373	-1.664	1.516	1.025	0.2369	-0.9933	0.2316	-0.5009	-1.123	0.2082	-0.2185	1.907	0.4335	0.9275	0.6733	1.202	0.7224	0.4616	1.068	2.44	0.6985	1.49	1.054	-0.4528	0.392	0.5988	-0.8478	-0.4542	-0.3341	0.04062	0.2285	-0.3409	-0.2005	-0.1939	0.05528	-0.6175	0.7228	0.8265	1.195	1.079
GENE216X	HSI048F10	THBS2		-2.829	-2.413	-0.9728	-1.31	-0.2278	-1.378	-1.168	-1.299	-1.431	-0.4916	-0.9265	-0.5877	-0.923	0.00684	-0.003226	-0.07463	-0.2208	-0.4789	0.9017	1.809	-0.8791	-0.9421	-0.8128	0.7164	0.5832	1.146	0.46	-0.2159	-0.8977	-1.526	0.6758	0.3184	0.8033	-0.3523	1.052	-0.6526	1.701	0.3858	-0.07447	1.236	0.7425	0.7325	0.8122	0.9102	1.161	0.9265	0.4261	2.481	0.3752	1.306	0.7156	0.3364	0.9313	0.2708	-1.043	0.368	-0.2684	-0.08998	-0.4112	-1.168	-0.3246	-0.478	-0.4182	-0.351	1.478	0.9195	0.4895	0.4607
GENE4X	HSI036F01	COL6A3		-3.085	-2.361	-1.413	-0.0789	0.1054	-1.235	-0.8783	-1.431	-1.291	-0.9306	-1.23	-0.7904	-1.221	-0.5319	0.5815	0.05231	-0.5023	0.3127	0.8197	2.292	-0.1201	-0.5889	-0.481	-0.414	0.4163	0.5565	0.4242	0.08704	-1.101	-1.563	0.5776	0.2289	0.01401	-1.087	1.062	-0.2596	1.362	0.7867	0.679	0.9933	-0.04843	1.534	1.045	1.121	1.289	0.4692	0.6733	2.507	0.9418	0.9862	0.8165	-0.2776	0.4738	0.4408	-0.4387	-0.07265	0.2054	0.2223	-0.5416	-1.159	-0.4328	-0.3028	-0.7107	-0.06699	0.6037	0.6695	0.6238	0.6723
GENE274X	HSI030F05	HTRA1		-1.494	-2.321	-1.257	-0.4758	-0.239	-1.038	-1.299	-1.229	-0.9076	-0.6685	-1.619	-0.5577	-0.6151	0.2184	-0.01691	-0.2258	-0.2036	0.5944	0.672	1.713	0.6411	-1.84	-1.096	0.1663	0.5271	0.4015	0.2188	-0.1898	-1.257	-1.272	0.3088	0.09968	0.2584	-1.421	0.9785	-0.07014	0.9511	1.294	0.7849	1.055	0.397	1.686	0.8036	1.412	1.344	1.013	0.8969	3.004	0.5831	1.449	0.7893	-0.9408	-0.2427	0.311	-1.406	-0.2884	-0.2985	0.3821	-0.221	-0.7498	-0.4571	-0.8573	-0.5873	-0.1436	0.2949	0.4227	0.8947	0.939
GENE167X	HSI074G03	COL5A1		-2.136	-1.893	-1.537	-0.5806	0.6262	-1.227	-0.9813	-1.352	-0.9132	-1.243	-1.421	-0.9022	-0.7899	-0.2416	-0.0272	-0.309	-0.2406	0.001854	1.496	2.475	0.07449	-0.4372	-0.5096	-0.5625	0.9121	0.9678	0.7157	0.0004379	-1.25	-1.183	0.731	0.1666	1.186	-1.838	0.8571	-1.228	0.4123	0.4988	-0.1697	1.011	0.2995	0.709	0.6106	0.3844	0.5753	1.141	0.2062	3.333	0.5808	1.224	0.9529	-0.02881	0.3932	0.6874	-0.4384	0.492	0.4538	-0.08402	-0.5723	-0.8198	-0.3431	-0.4696	-0.7691	-0.4023	0.5855	0.9705	0.528	0.6415
GENE102X	HSI181A08	COL1A1		-3.386	-1.903	-1.144	-0.6091	0.4744	-1.142	-1.165	-1.229	-0.9091	-0.5503	-0.6744	-1.22	-1.134	-0.1776	0.4731	0.4984	-0.6526	-0.3753	0.8911	2.435	0.4726	-0.05328	-0.8182	-0.4904	0.7777	1.231	0.4762	0.2301	-1.078	-1.09	0.5488	0.801	0.6722	-1.406	-0.02806	-0.6527	0.8843	0.178	-0.6686	0.3154	0.05575	0.433	0.5036	0.7062	-0.01946	0.9527	0.3735	3.057	0.6389	1.422	1.342	-0.2633	-0.2855	0.9711	-0.2887	0.3726	0.5247	0.2053	-0.2981	-0.5125	-0.1421	-1.405	-0.3508	-0.1372	0.4935	0.9837	0.9459	0.9182
GENE45X	HSI077B07	OLFML2B		-2.107	-2.048	-1.382	-0.6998	-0.5439	-1.293	-0.5882	-0.9188	-0.2352	-0.9039	-1.127	-0.8722	-0.8241	-0.08841	-1.025	-0.5017	-0.7043	-0.2512	0.4307	1.957	-0.4007	-1.095	-0.3046	-0.7676	0.1588	0.7111	0.4403	0.121	-1.322	-0.7971	0.437	0.4734	2.027	-1.356	0.8285	-0.4459	1.737	-0.1766	0.1931	0.99	0.2672	1.244	0.6225	0.2634	1.29	1.507	-0.07048	2.75	1.362	1.491	0.9288	-0.6369	0.5127	1.02	-0.7997	0.385	-0.1578	0.2	-1.228	-0.5078	-0.2345	-0.2557	-0.3607	-0.6071	0.4432	1.526	0.7019	0.6196
GENE20X	HSI183H01	COL5A2		-2.519	-2.061	-1.078	-0.5456	-0.6158	-1.123	-1.356	-1.348	-1.377	-0.2227	-0.4921	-1.127	-1.076	-0.3825	0.6344	0.5381	0.105	-0.3187	0.7689	0.5978	-0.5398	-1.206	-2.026	0.1923	0.4257	0.4288	-0.06441	0.137	-1.287	-1.247	-0.9255	-0.1524	-0.2332	0.08465	0.9828	0.1138	2.782	0.5825	-0.05429	1.518	1.118	0.4607	1.008	1.472	1.404	1.333	0.6253	1.937	0.3679	1.487	0.9378	-0.6349	-0.0228	0.6292	-0.7608	0.01505	-0.3105	0.3658	-0.4021	-0.5467	0.02081	-0.268	-0.3524	0.000851	1.118	0.7824	0.812	0.8887
GENE82X	HSI022G08	LUM		-3.711	-2.427	-1.543	-1.493	-0.5303	-1.161	-1.445	-1.159	-1.516	0.07596	-0.5042	-0.9838	-0.4155	-0.08861	0.4451	0.2806	-0.1867	-0.4322	0.5621	-0.1214	0.4407	-1.057	-0.7297	0.6096	-0.04024	0.4904	0.09738	-0.07665	-0.9062	-1.175	0.3678	-0.1171	-0.01177	-0.2411	0.7825	0.3996	1.733	0.8634	0.09418	0.8895	0.854	0.9836	0.6073	1.579	0.976	1.343	0.129	2.664	0.6683	0.8786	1.011	-0.6669	-0.0419	0.5647	-0.5128	0.01224	0.4443	0.5559	0.7032	-1.001	-0.2297	-0.6988	0.1593	-0.131	1.058	0.9702	0.4168	0.6429
GENE217X	HSI056B04	COL3A1		-3.488	-2.547	-1.885	-0.5563	-0.5196	-0.9043	-1.077	-1.078	-0.8492	-0.1537	-0.6695	-0.9903	-0.9418	-0.3642	0.902	0.4831	0.2977	0.3463	0.3749	1.542	-0.05145	-1.11	-1.342	-0.6388	0.3875	-0.4369	-0.4822	0.1707	-1.547	-0.5811	0.3659	0.2448	0.06014	-0.5159	0.9285	0.265	0.6137	0.5998	0.1456	1.622	0.5744	1.318	0.9605	1.786	1.182	1.523	0.937	2.114	0.8026	0.9909	1.002	-0.8436	0.5492	0.3742	-1.026	-0.1936	0.136	-0.2596	0.1751	-0.2835	-0.1796	-0.146	-0.4352	-0.2182	0.2444	0.4821	0.8595	0.9532
GENE343X	HSI101E05	ODF2L		-3.146	-2.261	-1.706	-0.81	-0.5505	-1.025	-1.461	-1.215	-1.074	-0.1755	-0.6721	-1.02	-1.028	-0.2767	0.5473	0.2504	0.3421	0.1365	0.5431	1.177	-0.1753	-1.182	-1.46	-0.4925	0.4702	-0.2757	-0.3623	0.1504	-1.365	-1.135	0.173	0.1061	-0.3018	-0.3138	0.8337	0.5952	1.65	0.7313	0.2142	1.526	0.7037	1.736	1	1.724	1.24	1.471	1.18	2.071	0.7871	0.6671	0.9692	-0.7256	0.6255	0.5927	-0.8534	-0.1648	0.1514	-0.3214	-0.1931	-0.4578	-0.1442	-0.1849	-0.2986	-0.1147	0.5023	0.5294	0.7684	0.7796
GENE323X	HSI101D05	IFT122		-3.006	-1.984	-1.666	-0.8955	-0.4668	-1.26	-1.36	-1.267	-1.214	-0.3215	-0.817	-1.097	-1.051	-0.03268	0.7205	0.2507	0.6396	-0.02354	0.5662	1.281	0.2321	-1.225	-1.357	-0.1037	0.4586	-0.1736	-0.2844	-0.1527	-1.466	-1.167	0.02746	-0.4725	-0.1438	-0.5551	0.8432	0.2893	1.56	0.7801	0.14	1.17	0.7818	0.9281	0.7191	1.881	1.174	1.697	1.194	2.59	1.068	0.9271	0.8058	-0.7097	0.3222	0.7508	-0.8905	-0.1113	0.2542	0.2357	-0.1386	-0.5159	-0.04371	-0.2877	-0.3235	-0.1231	0.6736	0.477	0.6268	0.6416
GENE278X	HSI082D05	RNH1		-3.57	-2.116	-1.839	-0.9309	-0.4244	-0.9359	-0.9551	-1.04	-0.6601	-0.4375	-0.7333	-1.077	-1.231	-0.2628	0.6723	0.1385	0.485	-0.1085	0.5174	1.339	0.1192	-1.228	-1.278	-0.3673	0.6082	-0.1228	-0.2476	0.1222	-1.344	-1.029	0.4372	0.05686	-0.1576	-0.5386	0.9793	-0.05285	0.9463	0.6113	0.2141	1.397	0.7718	1.175	0.7585	1.793	1.193	1.54	1.045	2.554	0.7566	1.297	0.7164	-0.5502	0.5202	0.66	-0.974	-0.1009	0.1086	0.04458	-0.2306	-0.5893	-0.1828	-0.2222	-0.3938	-0.2922	0.6645	0.5239	0.6961	0.7593
GENE387X	HSI049B12	COL1A2		-3.755	-2.459	-1.495	-0.6669	-0.1233	-1.035	-1.19	-0.8746	-0.8487	0.08001	-0.5214	-1.118	-0.9199	-0.6708	0.8428	0.8242	-0.3493	0.106	0.591	1.493	-0.124	-1.109	-1.516	-0.3022	0.4606	-0.01564	0.01105	0.5949	-1.107	-1.065	0.8424	0.7453	0.1529	-0.7065	0.6036	0.1393	1.729	0.3665	-0.3736	1.246	0.3771	1.168	0.8378	1.555	0.9207	1.249	0.6076	2.35	0.8746	0.8381	1.154	-0.3853	-0.003422	0.7512	-0.8794	-0.1563	0.2023	-0.6005	0.2339	-0.6088	-0.1104	-0.1702	-0.1442	-0.289	0.5418	0.5859	0.8917	-0.2744
GENE296X	HSI061C05	NID2		0.1342	-1.322	-0.5258	-0.5948	-0.6332	-0.6287	-1.578	-1.786	-1.452	-0.7112	-1.374	-1.335	-1.751	0.0195	-0.292	-0.8738	-0.4055	-0.6157	0.5888	0.6416	-1.886	-1.076	-0.986	-0.6464	0.6496	0.01492	-0.7287	-0.08217	-0.9198	-1.486	-0.309	-0.1189	1.1	0.5799	0.9799	-0.5884	1.279	-0.1263	0.08104	1.622	0.7133	1.015	0.7925	1.531	1.363	1.741	0.7382	3.1	1.166	0.9361	0.8533	-0.4404	0.5948	0.4861	-0.7767	-0.1646	0.167	-0.3363	1.636	-0.3941	-0.315	-0.0834	0.8369	0.03961	1.101	0.5174	0.09218	0.2335
GENE47X	HSI156H01	RAB6B		-1.087	-1.205	-0.7987	0.6272	-0.4531	-0.9266	-1.742	-1.48	-1.424	-0.5144	-1.371	-0.7992	-0.7506	0.5816	1.692	0.7839	0.2975	-0.4166	0.6847	1.156	-1.192	-1.767	-1.658	-0.4232	0.1627	0.6274	-0.07351	0.02476	-0.7238	-2.054	0.3207	-0.2565	0.3631	-0.611	0.5509	-0.272	-0.06279	-0.09334	-1.15	1.716	1.203	0.04702	0.3837	2.362	1.162	1.813	-0.7895	2.318	0.2405	1.519	1.121	-0.5331	0.2901	0.5003	-0.6876	0.5123	0.4663	-0.3531	-0.3383	0.3441	-0.1955	-0.2138	-0.1259	-0.9706	1.189	0.819	0.7864	0.8459
GENE206X	HSI152C03	EST		-1.586	-1.694	-1.281	-0.722	-0.3722	-1.335	-1.677	-1.654	-0.42	-0.687	-1.107	-1.402	-1.217	-0.1735	0.2916	0.06487	-0.6157	-0.3314	0.02478	1.231	-0.1031	-1.579	-1.548	-0.7713	0.443	-0.6234	-0.5159	-0.5729	-0.3702	-1.118	-0.5052	-0.3941	-0.3338	-0.7237	0.9665	-0.1627	0.2072	0.6647	0.1885	0.991	0.75	1.799	0.9988	0.8765	1.498	2.586	1.179	2.661	0.8231	1.474	1.209	-0.1296	0.5059	0.5663	0.2394	0.1166	0.8918	-0.306	0.4861	-0.6026	-0.1647	0.09586	-0.4	0.005517	0.6683	0.3617	1.046	1.289
GENE30X	HSI082C07	NRP2		-1.62	-1.658	-1.63	-0.9504	-0.7977	-1.035	-0.891	-0.6442	-0.7913	-0.314	-0.6092	-0.001347	-1.034	0.5697	0.04243	-0.3035	-0.2113	-1.011	-0.2532	0.1469	-0.388	-1.099	-0.866	-0.4363	0.8	-0.3491	-0.539	-0.5246	-0.8472	-2.375	-0.3931	-0.4577	-0.2308	0.1021	0.6475	-0.3531	0.4451	0.09102	0.5865	1.584	0.7654	1.022	0.1802	1.403	1.323	3.293	0.8558	3.015	0.7061	1.001	0.8519	0.3462	0.866	1.553	-0.3534	-0.1684	1.003	-0.2272	-0.4262	-0.9402	-0.5945	-0.2878	0.2819	-0.8328	1.042	0.7305	0.7051	0.4847
GENE91X	HSI061G02	SFN		-1.783	-1.59	-1.594	-0.1456	-0.6988	-1.584	-1.551	-1.59	-1.31	-0.3858	-0.8388	-1.019	-1.168	0.4122	-0.01608	-0.4693	-0.01044	-0.6394	0.02146	1.001	-1.317	-0.9892	-0.7356	-0.5495	0.9843	0.4196	-0.3108	0.501	-0.9423	-1.778	-0.11	-0.6782	1.062	-0.4132	1.056	-0.382	1.056	-0.02721	0.3358	1.746	0.8956	1.036	0.009648	1.47	1.306	2.031	0.5226	2.906	0.9449	1.251	1.143	-0.3928	0.01528	0.715	-0.6552	0.2297	0.899	-0.05134	-0.2098	-0.2908	-0.1187	-0.7721	0.2655	-0.08159	1.179	0.7574	0.4401	0.5813
GENE239X	HSI129E10	ADAM12		-1.729	-1.703	-1.874	-0.7768	-0.3309	-1.042	-1.264	-1.379	-1.36	-0.8942	-0.9772	-0.698	-1.044	-0.5435	0.08873	-0.1528	0.3401	-0.2878	0.8745	0.09537	-0.6802	-1.103	-0.7987	-0.5023	0.7202	-0.1067	0.05788	-0.5098	-1.115	-1.323	0.1638	-0.2127	0.335	-0.5611	1.341	-0.2127	0.6577	0.7116	0.4525	1.759	1.012	0.7748	1.026	1.248	1.654	2.863	0.754	2.904	0.3438	1.546	0.9984	-0.428	0.1359	0.6561	-0.6732	0.142	0.2661	0.3875	-0.5494	-0.6065	-0.7422	-0.1468	-0.6468	-0.2194	0.4578	0.7835	0.8031	0.8403
GENE171X	HSI139G09	ADAMTS2		-2.286	-1.875	-2.11	-0.7363	0.06854	-1.285	-1.207	-1.567	-1.413	-0.5782	-1.158	-0.6053	-0.8723	-0.0192	0.09859	-0.00562	0.1373	-0.1435	0.6559	2.272	1.123	-0.4269	-0.5861	-0.5412	0.5106	0.005766	-0.02664	-0.05263	-1.292	-1.377	-0.2588	-0.4645	0.1227	-0.263	1.2	-0.2573	0.2702	0.5861	0.1508	1.413	1.022	0.8628	0.4577	1.501	0.9979	1.703	0.4372	3.15	0.5811	1.303	1.232	-0.4151	0.06383	0.3862	-0.6392	0.3658	0.8517	0.04404	-0.8724	-0.8613	-0.1643	-0.3435	-0.6107	-0.4872	0.8515	0.439	0.3914	0.5466
GENE41X	HSI064B01	DLX6		-2.34	-1.549	-1.412	-0.8289	-0.5315	-0.9898	-1.07	-0.8729	-1.254	-0.3901	-0.6573	-1.256	-0.8515	0.1232	-0.2723	0.1938	-0.03705	-0.915	1.164	1.569	-0.2495	-1.31	-1.334	-0.8289	1.29	-0.2862	0.1988	0.2433	-1.274	-1.576	0.8336	-0.2576	0.7938	-0.3916	0.2529	0.1748	-0.3786	0.1091	0.02898	1.836	1.167	0.9567	0.8193	0.5983	0.8992	1.957	0.8465	2.538	0.5473	1.268	1.289	-0.003238	0.8371	0.8323	-0.8166	-0.008409	0.1058	-0.07967	-1.221	-0.7129	0.1001	-0.8637	-0.2818	-0.6711	1.393	1.07	1.012	0.7235
GENE57X	HSI049G07	DCN		-4.197	-2.259	-1.523	-1.611	-0.09682	-0.8694	-0.7047	-0.9135	-0.8368	0.1863	-1.105	-0.7348	-0.7525	-0.3214	0.1125	0.01058	-0.3482	0.1855	0.4358	0.7847	0.8978	-1.131	0.09081	0.3967	0.2409	0.5418	0.05835	0.301	-0.6412	-0.2868	0.8562	0.06591	0.3283	-0.8635	0.6216	0.6066	-1.414	0.8631	0.5887	0.5931	0.6201	1.571	0.5655	1.472	0.7873	0.5655	0.4275	2.474	1.162	0.8486	0.8228	-0.2262	0.3023	0.7427	-0.5636	-0.1447	0.6193	0.2093	0.9958	-1.302	-0.6571	-1.561	0.01149	-0.386	0.7192	0.8516	0.4244	0.4911
GENE134X	HSI055C08	C1R		-3.424	-2.343	-2.451	-1.544	-0.2517	-1.479	-0.6466	-0.7957	-0.3231	0.02309	-0.8056	0.2636	-0.7637	0.001733	0.5063	-0.09251	-0.1907	0.191	0.3708	1.277	1.156	-0.8284	0.3123	-0.5739	0.3134	0.6197	0.3672	-0.2157	-0.6479	-0.4855	-0.4728	0.1815	1.169	-0.7494	0.1165	0.7215	0.9048	0.9604	1.283	1.008	0.7293	0.5931	-0.05293	1.65	0.7557	0.802	0.3777	2.072	0.8836	0.7783	0.955	-0.6233	-0.1557	1.322	0.3219	0.306	0.8431	-0.1183	0.2301	-1.296	-1.37	-2.024	-0.2738	-0.803	0.5508	0.4898	0.1951	0.1981
GENE25X	HSI056A07	DNAPTP6		-1.388	-1.262	-2.82	-0.9986	-0.5896	-2.458	-0.5985	-1.217	-1.052	1.376	0.2339	-0.8964	-0.3607	0.5682	-0.643	-0.7154	-0.4219	-0.9893	0.2893	0.7591	-0.6863	-0.4353	0.6837	-0.1037	0.2986	0.6672	0.5055	-0.5162	-0.6895	-0.9922	0.6756	-0.1402	1.258	-0.1462	0.8524	-0.9607	1.17	1.232	1.408	1.484	1.594	1.023	0.156	1.613	0.7486	0.9412	-0.0854	1.679	0.5073	1.045	0.9943	-1.005	-0.293	0.6338	0.2892	0.3918	-0.03274	1.229	-0.8274	-1.092	-1.016	-1.538	-1.335	-0.2855	0.68	0.9544	0.3266	0.3238
GENE128X	HSI035A02	HEPH		-0.7663	-1.762	-1.835	-1.069	0.9616	-1.142	-1.808	-0.4506	-1.503	-0.554	-1.19	0.2819	-0.9584	0.5123	-0.3439	0.1325	0.3019	-0.743	0.188	1.699	-1.188	-1.305	-1.093	-0.2599	1.036	-0.873	-0.3702	0.2559	-0.03615	-1.417	-0.3854	0.1635	0.3964	-0.4704	-0.1535	-0.1344	1.303	0.5696	0.5288	1.907	1.282	0.4679	-0.03274	1.471	0.7802	1.574	-0.3095	1.969	0.2888	0.7857	0.5897	0.5352	0.8639	0.9545	0.2218	0.6039	0.1584	-0.9978	1.006	-1.404	-0.6988	-2.57	0.4789	0.97	1.151	0.9589	0.04023	0.4369
GENE130X	HSI043A02	F13A1		-1.147	-1.859	-1.334	-1.005	-0.1219	-1.368	-2.127	-1.15	-1.255	0.3928	0.3192	0.7009	-0.9854	-0.7137	-0.1663	0.04294	0.3458	-0.5645	0.6762	2.16	-0.8936	-1.589	-0.4393	-0.4386	0.5333	-0.2225	-0.06694	-0.3834	-0.5777	-1.145	0.4401	-0.2068	0.9599	-0.05311	0.6093	1.146	1.187	0.9472	0.5419	0.9542	0.7678	1.162	-0.1629	1.274	0.9885	1.171	0.8963	2.638	0.9197	0.2485	0.3785	-0.7583	0.1509	-0.05301	-0.1459	0.004888	0.07689	0.002114	1.353	-1.087	-1.347	-2.546	0.62	-0.8143	1.29	0.8415	0.02315	-0.03503
GENE227X	HSI003A10	ANGPTL2		-1.602	-1.837	-1.92	-1.546	-0.157	-1.229	-0.7239	-0.9525	0.03646	-1.338	-1.424	-0.153	-1.519	0.01412	0.1169	-1.151	-0.5753	0.5008	0.3992	2.536	1.453	-0.9979	-0.2466	-0.4509	0.4801	1.028	0.208	0.5182	-0.8948	-1.193	0.3792	0.8074	0.8221	-1.356	-0.28	0.02996	-1.365	-0.3418	-0.2505	0.6983	0.01968	1.479	0.6111	1.384	0.6349	1.048	0.367	0.2995	1.972	1.845	1.465	-1.105	0.2106	1.1	-0.2407	0.2063	-0.2918	0.383	-0.6095	-0.857	-0.12	0.3678	-0.5763	-0.1318	0.9627	1.341	0.8156	0.8933
