Affymetrix Gene ID	Entrez Gene Name	Full Gene Name	Contrast Analysis	2 Month A	2 Month B	6 Month A	6 Month B	12 Month A	12 Month B	21 Month A	21 Month B
1460645_at	Chordc1	cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1	-5.3	11.72	11.99	11.84	12.27	12.84	11.96	13.02	13.15
1422452_at	Bag3	Bcl2-associated athanogene 3	-5.29	6.94	6.26	6.73	7.46	8.87	7.55	8.8	8.71
1454626_at	Cltc	clathrin, heavy polypeptide (Hc)	-5.29	10.5	10.5	10.67	10.82	11.4	10.82	11.37	12.02
1418187_at	Ramp2	receptor (calcitonin) activity modifying protein 2	-5.29	5.67	5.65	5.67	5.63	6.88	6.3	6.79	7.47
1431238_at	2310009N05Rik	RIKEN cDNA 2310009N05 gene	-5.29	3.86	3.51	3.64	3.72	4.41	3.78	4.81	4.53
1417214_at	Rab27b	RAB27b, member RAS oncogene family	-5.28	7.06	6.69	6.84	6.65	7.71	6.9	8.03	7.94
1438759_x_at	AL024210	expressed sequence AL024210	-5.28	8.12	8.02	8.15	8.94	9.79	8.37	9.69	9.7
1415796_at	Dazap2	DAZ associated protein 2	-5.28	11.91	12.09	12.17	12.8	13	12.15	13.15	13.15
1417192_at	D16Wsu109e	DNA segment, Chr 16, Wayne State University 109, expressed	-5.28	7.22	7.57	8.12	7.77	9.02	7.85	8.79	9.42
1425385_a_at	Igh-1a	immunoglobulin heavy chain 1a (serum IgG2a)	-5.28	4.66	4.87	4.54	9.44	4.53	5.24	8.27	7.05
1418102_at	Hes1	hairy and enhancer of split 1 (Drosophila)	-5.26	5.83	5.39	6.11	6.37	6.95	5.91	8.02	7.48
1435382_at	Ndn	necdin	-5.26	10.49	10.38	10.87	10.13	11.35	10.64	11.58	11.54
1452560_a_at	Nfya	nuclear transcription factor-Y alpha	-5.25	8.58	7.88	8.37	9.12	8.95	8.04	10.04	9.71
1426819_at	Hipk3	homeodomain interacting protein kinase 3	-5.25	10.09	9.66	10.13	10.45	11.23	10.49	11.34	12.04
1422743_at	Phka1	phosphorylase kinase alpha 1	-5.24	3.27	3.29	2.87	3.15	3.92	3.53	4.62	4.07
1417927_at	Ddx19	DEAD (Asp-Glu-Ala-Asp) box polypeptide 19	-5.24	7.51	6.41	6.92	6.87	8.8	7.94	8.75	8.82
1421814_at	Msn	moesin	-5.24	9.54	9.47	9.11	10.79	11.6	10.45	11.39	11.46
1452432_at	Tfpi	tissue factor pathway inhibitor	-5.22	5.78	5.29	6.6	5.87	6.73	6.62	6.97	6.66
1419392_at	Pclo	piccolo (presynaptic cytomatrix protein)	-5.22	4.36	3.97	5.62	4.14	5.69	6.99	6.07	6.55
1438910_a_at	Epb7.2	erythrocyte protein band 7.2	-5.22	6.47	7.47	7.87	8.21	8.35	7.75	8.45	8.78
1449408_at	Jam2	junction adhesion molecule 2	-5.22	7.58	8.45	9.07	7.97	9.37	9.9	9.96	10.71
1451067_at	Sgta	small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha	-5.22	6.24	6.51	6.36	6.44	8.1	6.06	7.46	7.29
1425466_at	Senp2	SUMO/sentrin specific protease 2	-5.22	6.07	6.53	6.64	7.01	7.92	6.08	7.78	7.87
1448957_at	Rbpsuh	recombining binding protein suppressor of hairless (Drosophila)	-5.22	7.75	7.87	7.24	7.59	8.32	8.03	9.2	8.69
1424403_a_at	D5Bwg0860e	DNA segment, Chr 5, Brigham & Womens Genetics 0860 expressed	-5.22	4.31	4.01	4.73	4.66	4.75	4.56	5.22	5.43
1422845_at	Canx	calnexin	-5.21	6.45	6.33	6.83	6.68	6.83	6.54	7.33	7.7
1416803_at	Fkbp7	FK506 binding protein 7	-5.2	6.88	6.53	7.37	6.76	7.22	6.98	7.91	7.61
1428326_s_at	Hrsp12	heat-responsive protein 12	-5.2	7.37	7.24	7.69	7.64	8.21	7.59	8.79	8.21
1418587_at	Traf3	Tnf receptor-associated factor 3	-5.2	6.25	7.13	6.29	6.9	7.48	7.58	7.42	7.7
1428870_at	Nolc1	nucleolar and coiled-body phosphoprotein 1	-5.2	6	5.32	5.96	6.15	7.57	5.43	7.61	7.34
1451783_a_at	Kifap3	kinesin-associated protein 3	-5.2	7.16	6.69	7.09	7.75	8.39	8.01	8.23	8.13
1418616_at	Mafk	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein K (avian)	-5.2	7.53	7.06	7.56	7.95	9.17	7.98	8.91	8.69
1428510_at	Lphn1	latrophilin 1	-5.2	6.4	6.93	6.44	6.63	7.34	7.3	7.51	7.45
1449297_at	Casp12	caspase 12	-5.2	6.26	5.37	8.09	6.62	7.32	7.85	8.09	7.64
1425462_at	Fbxw1b	F-box and WD-40 domain protein 1B	-5.19	8.96	9.41	9.09	9.34	10.33	9.14	10.39	10.46
1448460_at	Acvr1	activin A receptor, type 1	-5.19	6.32	6.9	7.01	7.84	8.01	7.27	8.15	8.32
1452288_at	BB128963	expressed sequence BB128963	-5.19	7.69	8.28	7.71	8.11	8.97	8.53	8.92	9.29
1451026_at	Ftsj3	FtsJ homolog 3 (E. coli)	-5.18	4.76	4.27	4.7	4.72	7	4.45	6.09	5.86
1416369_at	5730414C17Rik	RIKEN cDNA 5730414C17 gene	-5.18	5.49	5.96	5.59	6.95	7.94	6.51	8.36	8.68
1426724_at	Cnn3	calponin 3, acidic	-5.18	6.22	6.15	6.89	6.52	7.14	6.34	7.37	7.84
1420913_at	Slco2a1	solute carrier organic anion transporter family, member 2a1	-5.18	5.08	5.07	6.34	6.15	6	6.63	6.14	6.53
1426710_at	Calm2	calmodulin 2	-5.18	5.33	6.03	6.59	7.81	7.99	5.69	7.89	7.73
1428320_at	5830462I21Rik	RIKEN cDNA 5830462I21 gene	-5.17	6.53	6.45	6.42	6.08	7.35	7.26	7.37	7.49
1460729_at	Rock1	Rho-associated coiled-coil forming kinase 1	-5.17	5.03	4.5	8.96	7.99	8.34	4.77	9.02	9.23
1423089_at	Tmod3	tropomodulin 3	-5.16	5.8	7.73	7.7	8.21	8.43	7.3	9.29	9.09
1417329_at	Slc23a2	solute carrier family 23 (nucleobase transporters), member 2	-5.15	6.42	6.16	5.39	6.42	6.58	6.2	7.21	7.35
1419228_at	NA	NA	-5.15	6.17	5.57	5.65	5.53	8.19	5.62	7.38	7.19
1428119_a_at	Rap2c	RAP2C, member of RAS oncogene family	-5.15	8.37	8.64	8.9	8.67	8.77	9	9.49	9.83
1422414_a_at	Calm2	calmodulin 2	-5.15	9.33	9.16	10.25	10.2	10.68	7.53	11.98	11.32
1424358_at	BC016265	cDNA sequence BC016265	-5.14	7.49	6.84	7.44	7.94	9.25	8.17	9.18	9.05
1439018_at	6330505N24Rik	RIKEN cDNA 6330505N24 gene	-5.14	5.1	5.54	6.16	5.96	6.45	7.12	6.95	6.5
1419403_at	Fn5	FN5 protein	-5.14	5.13	4.72	4.82	5.12	5.72	5.1	6.21	6.03
1435326_at	AW112037	expressed sequence AW112037	-5.13	6.89	7.13	7.21	6.34	8.12	8.1	8	8.65
1425075_at	C430014D17Rik	RIKEN cDNA C430014D17 gene	-5.13	4.68	5	5.62	5.02	5.32	5.41	5.75	6.86
1415710_at	BC038311	cDNA sequence BC038311	-5.13	5.85	6.28	5.85	5.92	7.75	5.27	7.38	7.23
1455836_at	Papola	poly (A) polymerase alpha	-5.12	5.47	6.02	5.99	5.93	5.21	7.33	7.19	7.07
1418259_a_at	Entpd2	ectonucleoside triphosphate diphosphohydrolase 2	-5.11	4.37	4.78	4.79	4.93	5.49	5.17	5.45	6.01
1421955_a_at	Nedd4	neural precursor cell expressed, developmentally down-regulted gene 4	-5.11	5.9	6.04	8.82	6.19	6.33	4.81	7.91	8.7
1422559_at	Ube2n	ubiquitin-conjugating enzyme E2N	-5.11	6.14	6.08	5.83	5.66	7.56	5.91	7.95	7.42
1448377_at	Slpi	secretory leukocyte protease inhibitor	-5.1	5.95	6.11	5.69	6.04	6.39	6.06	7.24	6.8
1432042_a_at	2610203K23Rik	RIKEN cDNA 2610203K23 gene	-5.1	7.88	7.99	8.01	8.78	9.69	7.33	9.69	9.57
1418649_at	Egln3	EGL nine homolog 3 (C. elegans)	-5.1	7.54	8.17	8.32	8.17	9.26	8.73	9.12	8.85
1434138_at	9230112O05Rik	RIKEN cDNA 9230112O05 gene	-5.1	5.19	5.5	5.5	5.43	7.01	5.27	6.93	6.51
1422755_at	Btk	Bruton agammaglobulinemia tyrosine kinase	-5.1	3.9	3.94	3.73	4.85	6.19	4.54	6.41	5.94
1433805_at	Jak1	Janus kinase 1	-5.09	8.47	8.75	9.26	9.15	9.82	8.05	9.8	9.52
1427881_at	AA408582	expressed sequence AA408582	-5.09	7.45	7.51	8.86	7.9	9.64	7.79	9.45	9.26
1438758_at	AL024210	expressed sequence AL024210	-5.09	8.04	7.87	8.13	8.79	9.58	8.29	9.68	9.39
1418016_at	Pum2	pumilio 2 (Drosophila)	-5.08	10.04	10.23	9.92	10.44	11.46	9.83	11.45	11.54
1426365_at	2810403A07Rik	RIKEN cDNA 2810403A07 gene	-5.08	8.36	8.29	8.08	8.65	8.77	9.29	9.16	9.54
1415686_at	Rab14	RAB14, member RAS oncogene family	-5.08	8.56	8.68	8.8	9.21	9.82	8.19	9.82	9.64
1416372_at	Ptdss1	phosphatidylserine synthase 1	-5.08	8.69	8.72	8.16	9.1	9.83	8.59	10.12	10.19
1421709_a_at	Fmo5	flavin containing monooxygenase 5	-5.08	4.29	4.2	4.28	4.25	5.45	4.74	5	5.31
1454815_at	Sertad2	SERTA domain containing 2	-5.08	7.96	8.25	8.45	8.07	9.11	7.79	9.28	9.39
1426827_at	A730098D12Rik	RIKEN cDNA A730098D12 gene	-5.07	8.72	7.7	9.29	9.06	9.54	8.48	9.81	10.16
1415981_at	5031400M07Rik	RIKEN cDNA 5031400M07 gene	-5.07	9.21	9.58	10.34	9.11	10.21	9.72	10.59	10.92
1418253_a_at	Osp94	osmotic stress protein	-5.06	7.99	7.7	8.26	8.02	9.37	8.11	9.27	8.88
1426911_at	Dsc2	desmocollin 2	-5.06	4.35	4.59	4.62	3.98	6.16	5.31	5.63	6.17
1431827_a_at	Tlk2	tousled-like kinase 2 (Arabidopsis)	-5.06	5.78	6.07	7.46	7.59	7.68	6.25	7.92	7.92
1422629_s_at	Shrm	shroom	-5.06	6.13	7.34	7.03	6.65	7.44	7.89	7.38	7.33
1450112_a_at	Gas2	growth arrest specific 2	-5.06	5.12	4.59	5.61	4.92	6.09	5.82	5.98	7.23
1417136_s_at	Srpk2	serine/arginine-rich protein specific kinase 2	-5.05	8.35	8.31	8.77	8.27	8.72	6.64	9.99	9.52
1416496_at	9130413I22Rik	RIKEN cDNA 9130413I22 gene	-5.05	11.16	11.26	11.09	11.79	12.89	10.9	12.78	12.75
1421858_at	na	similar to tumor necrosis factor alpha converting enzyme	-5.05	8	7.49	7.6	8.4	8.93	8.43	9.13	9.6
1422859_a_at	Rpl23	ribosomal protein L23	-5.05	9.86	9.89	10.06	10.24	10.63	9.51	11.14	10.81
1423982_at	Fusip1	FUS interacting protein (serine-arginine rich) 1	-5.05	9.15	8.85	9.19	9.69	10.34	9.6	10.06	10.39
1419599_s_at	Ms4a6d	membrane-spanning 4-domains, subfamily A, member 6D	-5.05	3.89	4.08	4.07	3.81	3.91	4.34	4.43	6.29
1417721_s_at	Laptm5	lysosomal-associated protein transmembrane 5	-5.04	6.68	7.09	8.56	9.08	8.35	6.95	10.18	10.15
1428875_at	Golph4	golgi phosphoprotein 4	-5.04	4.89	5.82	6.08	6.31	7.89	5.98	7.68	8.5
1427471_at	Fbxl3a	F-box and leucine-rich repeat protein 3a	-5.03	4.82	3.98	4.99	4.85	5.69	5.44	5.38	5.08
1449195_s_at	Cxcl16	chemokine (C-X-C motif) ligand 16	-5.02	5.56	5.96	6.46	6.08	6.96	7.02	6.68	7.2
1422884_at	Snrpd3	small nuclear ribonucleoprotein D3	-5.02	8.45	8.06	8.14	9.81	8.12	8.47	10.06	9.6
1423112_at	Ube2d3	ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog, yeast)	-5.02	5.35	5.09	5.11	4.76	6.33	5.29	6.71	6.27
1427475_a_at	Nrap	nebulin-related anchoring protein	-5.02	8.08	8.49	8.25	8.36	9.33	8.89	9.29	9.73
1418835_at	Phlda1	pleckstrin homology-like domain, family A, member 1	-5.02	9.47	8.61	9.06	8.61	9.97	9.84	10.53	10.03
1425330_a_at	Ppm1b	protein phosphatase 1B, magnesium dependent, beta isoform	-5.01	6.15	5.72	5.99	6.29	7.18	5.71	7.17	7.39
1456226_x_at	Ddr1	discoidin domain receptor family, member 1	-5	7.2	7.17	6.99	6.63	8.69	8.46	8.6	9.23
1416000_a_at	Prdx1	peroxiredoxin 1	-5	11.73	11.74	11.97	11.7	12.87	11.69	12.94	12.64
1417341_a_at	Ppp1r2	protein phosphatase 1, regulatory (inhibitor) subunit 2	-5	4.86	4.71	4.55	4.59	5.36	5.36	6.35	5.08
1450399_at	Psen1	presenilin 1	-4.98	4.78	4.67	4.89	5.35	6.7	4.78	6.09	6.47
1450847_at	Ncbp2	nuclear cap binding protein subunit 2	-4.98	7.55	7.89	7.35	7.87	9.03	7.7	8.87	9.11
1450950_at	Cspg6	chondroitin sulfate proteoglycan 6	-4.98	7.46	7.74	7.65	8.71	7.98	7.62	8.89	8.56
1415700_a_at	0610038P07Rik	RIKEN cDNA 0610038P07 gene	-4.97	9.66	9.99	10.12	10.85	11.46	9.5	11.62	11.48
1419544_at	Atp6v1c1	ATPase, H+ transporting, V1 subunit C, isoform 1	-4.97	6.64	6.18	6.49	6.73	7.71	6.49	7.72	7.56
1416201_at	Crk	v-crk sarcoma virus CT10 oncogene homolog (avian)	-4.97	5.9	5.72	7.46	6.91	7.08	5.55	8.16	8.66
1419386_at	Ly64	lymphocyte antigen 64	-4.97	7.88	7.78	8.1	8.55	10.22	7.58	9.39	9.15
1424222_s_at	Srrm1	serine/arginine repetitive matrix 1	-4.97	8.14	7.47	7.39	8.77	10.82	7.64	11.09	11.32
1418301_at	Irf6	interferon regulatory factor 6	-4.96	8.95	9.78	9.58	9.43	10.16	9.54	10.54	10.58
1425626_at	Gstm1	glutathione S-transferase, mu 1	-4.96	5.94	5.37	5.53	6.11	6.97	6.32	6.69	6.93
1420474_at	Mtpn	myotrophin	-4.96	11.35	11.05	12.11	11.93	12.31	10.55	12.93	12.55
1428388_at	5430432P15Rik	RIKEN cDNA 5430432P15 gene	-4.96	11.15	11.57	10.93	11.59	12.17	11.61	12.35	12.37
1418248_at	Gla	galactosidase, alpha	-4.95	4.81	3.67	6.59	5.03	6.07	4.29	7.09	6.53
1418946_at	Siat4a	sialyltransferase 4A (beta-galactoside alpha-2,3-sialytransferase)	-4.95	4.23	4.75	4.59	4.94	6.06	5.24	5.38	5.46
1429227_x_at	Nap1l1	nucleosome assembly protein 1-like 1	-4.95	9.77	9.78	10.23	10	10.6	10.12	11.08	10.71
1460434_at	4833415N24Rik	RIKEN cDNA 4833415N24 gene	-4.95	5.17	4.42	4.49	4.98	7.52	5.19	6.54	6.38
1421847_at	Wsb2	WD repeat and SOCS box-containing 2	-4.94	8.96	8.97	8.58	8.25	9.91	9.43	9.77	10.03
1420967_at	Slc25a15	solute carrier family 25 (mitochondrial carrier; ornithine transporter), member 15	-4.94	7.68	7.48	8.04	7.6	8.91	7.33	8.79	8.8
1423053_at	Arf4	ADP-ribosylation factor 4	-4.94	6.51	6.27	7.04	6.34	7.68	5.2	8.89	8.25
1423237_at	Galnt1	UDP-N-acetyl-alpha-D-galactosamine	-4.93	5.41	4.57	5.39	5.61	6.07	5.53	6.68	7.32
1429723_at	6330409N04Rik	RIKEN cDNA 6330409N04 gene	-4.93	6.63	6.75	7.36	6.85	8.17	6.35	8.16	7.93
1422676_at	Smarce1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	-4.93	8.7	8.71	8.78	9.45	9.93	7.66	9.8	9.84
1416543_at	Nfe2l2	nuclear factor, erythroid derived 2, like 2	-4.93	10.49	11.06	11.47	11.57	12.17	11.7	12.07	12.66
1424130_a_at	2310075E07Rik	RIKEN cDNA 2310075E07 gene	-4.92	6.72	6.44	6.74	7.42	9.09	6.11	8.58	8.32
1416525_at	Spop	speckle-type POZ protein	-4.92	3.89	4.42	4.36	5.49	5.05	4.01	6.13	5.63
1423132_a_at	5730427N09Rik	RIKEN cDNA 5730427N09 gene	-4.92	8.99	9.17	10.74	9.89	9.08	9.94	10.38	10.37
1426861_at	9130023F12Rik	RIKEN cDNA 9130023F12 gene	-4.91	9.21	9.39	9.47	10.26	11.17	9.44	11.18	10.92
1450755_at	Pafah1b2	platelet-activating factor acetylhydrolase, isoform 1b, alpha2 subunit	-4.9	7.92	8.33	8.43	8.85	9.92	7.31	9.67	9.69
1448546_at	Rassf3	Ras association (RalGDS/AF-6) domain family 3	-4.89	5.04	5.13	4.95	5.66	8.28	5.1	7.34	8.28
1422079_at	Prkch	protein kinase C, eta	-4.89	4.48	4.15	4.18	4.88	6.97	4.3	6.11	6.18
1421945_a_at	Bxdc1	brix domain containing 1	-4.89	3.97	4.16	4.24	4.5	5.13	4.4	6.04	5.14
1418895_at	Scap2	src family associated phosphoprotein 2	-4.88	9.83	9.9	9.58	10.93	11.83	9.98	12.16	12.08
1427916_at	St7l	suppression of tumorigenicity 7-like	-4.88	4.26	4.27	5.05	4.85	5.49	5.06	5.67	5.07
1452102_at	Copb2	coatomer protein complex, subunit beta 2 (beta prime)	-4.88	5.88	6.57	6.82	7.35	8.55	6.63	8.41	7.96
1424948_x_at	H2-K	histocompatibility 2, K region	-4.87	11.19	11.22	10.96	11.94	12.82	11.24	12.97	12.89
1415725_at	AL023001	expressed sequence AL023001	-4.86	7.71	7.44	7.67	7.72	9.02	6.94	8.78	8.54
1450388_s_at	Twsg1	twisted gastrulation homolog 1 (Drosophila)	-4.86	7.41	7.97	8.53	7.67	9.53	7.59	9.95	9.92
1450396_at	Stag2	stromal antigen 2	-4.86	5.06	5.12	4.74	5.12	6.68	5.69	6.19	5.84
1418827_at	3110010F15Rik	RIKEN cDNA 3110010F15 gene	-4.85	6.64	6.9	6.87	6.93	8.34	6.61	7.76	8.12
1422537_a_at	Idb2	inhibitor of DNA binding 2	-4.84	2.53	2.47	3.06	2.33	2.98	3.18	3.48	4.27
1417027_at	Trim2	tripartite motif protein 2	-4.83	2.88	3.25	3.46	2.56	3.84	3.37	4.19	4.27
1423916_s_at	Mlf2	myeloid leukemia factor 2	-4.83	4.05	4.09	4.53	5.49	8.21	3.91	7.65	6.85
1434336_s_at	D12Wsu95e	DNA segment, Chr 12, Wayne State University 95, expressed	-4.83	10.25	10.31	10.21	10.51	11.53	10.85	11.11	11.68
1427062_at	9930104E21Rik	RIKEN cDNA 9930104E21 gene	-4.82	4.02	4.73	5.32	5.24	5.37	5	5.83	5.97
1421947_at	Gng12	guanine nucleotide binding protein (G protein), gamma 12	-4.82	5.3	6.17	6.16	6.25	6.98	4.92	7.47	7.67
1418057_at	Tiam1	T-cell lymphoma invasion and metastasis 1	-4.82	7.19	6.42	6.31	7.12	8.06	7.41	8	8.43
1450077_at	Chd1	chromodomain helicase DNA binding protein 1	-4.82	7.09	7.19	6.07	6.84	7.9	7.41	8.06	7.89
1433593_at	na	similar to Yippee homolog (CGI-127)	-4.81	7.55	7.68	8.05	7.36	9.59	7.35	9.12	9.09
1417510_at	Vps4a	vacuolar protein sorting 4a (yeast)	-4.81	6.95	7.03	7.09	7.49	8.62	6.96	8.31	8.08
1424397_at	Dhx36	DEAH (Asp-Glu-Ala-His) box polypeptide 36	-4.81	4.25	4.85	5.51	5.97	6.99	5.2	6.58	6.39
1448339_at	2010200I23Rik	RIKEN cDNA 2010200I23 gene	-4.81	9.88	9.82	10.32	10.07	10.45	9.81	10.81	11.3
1415740_at	Psmc5	protease (prosome, macropain) 26S subunit, ATPase 5	-4.81	7.42	7.48	7.96	8.51	9.96	6.49	9.61	9.12
1424426_at	Mtap	methylthioadenosine phosphorylase	-4.81	6.91	6.15	7.36	7.99	8.88	6.39	9.1	9.08
1434690_at	na	similar to HSRG1849	-4.81	7.23	7.49	7.34	8.12	8.48	8.01	8.36	8.52
1428196_a_at	1200015F23Rik	RIKEN cDNA 1200015F23 gene	-4.8	9.16	8.67	8.77	8.74	10.14	9.37	9.84	9.78
1451740_at	Paip1	polyadenylate binding protein-interacting protein 1	-4.8	7.37	6.89	7.6	7.93	8.14	6.87	8.58	8.24
1423130_a_at	Sfrs5	splicing factor, arginine/serine-rich 5 (SRp40, HRS)	-4.8	11.02	11.3	11.48	12.31	11.79	11.68	12.89	12.3
1417292_at	Ifi47	interferon gamma inducible protein	-4.79	9.66	9.37	9.98	10.44	10.65	9.73	10.91	10.56
1450534_x_at	H2-D1	histocompatibility 2, D region locus 1	-4.79	9.53	9.48	9.37	9.8	10.7	9.43	10.54	10.81
1429585_s_at	Mynn	myoneurin	-4.79	6.81	7.3	6.83	7.53	8.24	7.65	8	8.27
1452058_a_at	Rnf11	ring finger protein 11	-4.79	8.57	8.96	9.08	9.16	9.08	8.76	10.76	10.28
1416150_a_at	Sfrs3	splicing factor, arginine/serine-rich 3 (SRp20)	-4.79	10.35	10.1	10.84	10.23	11.57	10	11.76	11.58
1426355_a_at	1700001A24Rik	RIKEN cDNA 1700001A24 gene	-4.78	10.83	10.85	10.63	11.2	11.76	10.83	11.89	11.83
1425484_at	Tox	thymocyte selection-associated HMG box gene	-4.78	6.18	5.95	6.22	6.09	6.59	6.87	7.32	6.82
1452159_at	2310001A20Rik	RIKEN cDNA 2310001A20 gene	-4.78	8.25	8.92	8.59	9.33	10.58	7.79	10.82	11.06
1428573_at	Chn2	chimerin (chimaerin) 2	-4.77	4.27	4.85	5.77	5.85	6	4.59	6.57	6.42
1450778_a_at	Phax	phosphorylated adaptor for RNA export	-4.77	7.16	7.12	8.31	7.81	7.99	6.74	8.54	8.26
1417965_at	AA960558	expressed sequence AA960558	-4.77	6.84	7.26	7.22	7.42	8.07	6.7	8.12	8.48
1415838_at	Tde2	tumor differentially expressed 2	-4.77	7.73	8.65	9.03	8.36	10.94	8.17	10.87	10.77
1418621_at	Rab2	RAB2, member RAS oncogene family	-4.77	11.09	11.01	10.8	11.33	12.28	10.5	12.25	12.21
1460702_at	1810015M01Rik	RIKEN cDNA 1810015M01 gene	-4.77	5.98	5.46	5.35	5.65	6.56	6.41	6.86	6.58
1427548_a_at	Clns1a	chloride channel, nucleotide-sensitive, 1A	-4.76	6.08	6.09	6.03	6.64	6.99	5.13	7.61	7.31
1427009_at	Lama5	laminin, alpha 5	-4.76	3.59	4.12	3.83	4.04	4.74	4.91	4.54	4.83
1449622_s_at	AI316502	expressed sequence AI316502	-4.76	9.11	8.68	8.36	9.73	10.88	9.41	10.93	11.06
1418560_at	Pdha1	pyruvate dehydrogenase E1 alpha 1	-4.75	10.32	10.62	10.56	10.88	11.73	10.27	11.63	11.57
1423114_at	Ube2d3	ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog, yeast)	-4.75	7.87	7.35	8.07	7.86	8.75	7	9.07	8.79
1425568_a_at	1600019D15Rik	RIKEN cDNA 1600019D15 gene	-4.75	9.37	9.06	8.93	9.48	10.18	9.33	10.3	10.4
1421223_a_at	Anxa4	annexin A4	-4.75	8.94	8.64	8.93	10.11	11.07	9.23	11.49	10.97
1452249_at	Prickle1	prickle like 1 (Drosophila)	-4.75	4.09	4.33	4.37	4.68	5.2	4.63	5.03	6.15
1416988_at	Msh2	mutS homolog 2 (E. coli)	-4.74	7.47	7.35	7.53	7.62	9.6	6.9	8.95	8.43
1424595_at	F11r	F11 receptor	-4.73	7.2	7.31	6.63	8.05	9.73	6.76	9.87	10.12
1434554_at	Trim37	tripartite motif protein 37	-4.73	5.01	5.7	5.85	5.45	7.01	4.72	7.51	7.05
1454955_at	NA	NA	-4.73	9.67	10.4	9.98	10.53	10.88	9.59	12.4	12.06
1415695_at	Psma1	proteasome (prosome, macropain) subunit, alpha type 1	-4.73	10.41	10.65	10.74	10.91	11.54	9.68	11.97	11.5
1415692_s_at	Canx	calnexin	-4.73	12.02	12.23	12.59	12.16	13.32	11.59	13.29	13.31
1422457_s_at	Smt3h1	SMT3 (supressor of mif two, 3) homolog 1 (S. cerevisiae)	-4.72	9.83	10.12	9.7	10.66	12.28	9.58	12.25	11.96
1419869_s_at	Hdlbp	high density lipoprotein (HDL) binding protein	-4.72	9.21	9.41	9.1	9.34	10.57	9.39	10.46	10.15
1424029_at	2610102M01Rik	RIKEN cDNA 2610102M01 gene	-4.71	6.15	5.43	7.02	6.15	7.06	5.68	7.62	7.47
1422593_at	Ap3s1	adaptor-related protein complex 3, sigma 1 subunit	-4.71	9.26	9.5	9.8	9.13	10.25	9.65	10.94	10.51
1416015_s_at	Abce1	ATP-binding cassette, sub-family E (OABP), member 1	-4.71	9.08	9.05	9.52	9.92	10.64	9.32	10.55	10.15
1425114_at	C030034J04Rik	RIKEN cDNA C030034J04 gene	-4.7	8.8	9.09	9.79	9.17	10.34	8.29	10.29	10.47
1450731_s_at	Tnfrsf21	tumor necrosis factor receptor superfamily, member 21	-4.7	6.71	6.2	6.75	8.08	7.86	6.85	8.32	8.06
1425185_at	5830417C01Rik	RIKEN cDNA 5830417C01 gene	-4.69	9.32	9.65	9.28	9.58	10.78	8.99	10.74	10.53
1426343_at	1300006C19Rik	RIKEN cDNA 1300006C19 gene	-4.69	7.31	8.02	7.19	7.68	8.86	8.21	8.38	8.74
1421571_a_at	Ly6c	lymphocyte antigen 6 complex, locus C	-4.68	7.86	6.82	6.93	8.2	8.81	7.41	10.14	10.94
1451838_a_at	Mtac2d1	membrane targeting (tandem) C2 domain containing 1	-4.68	4.64	4.67	4.76	4.2	5.74	5.67	5.09	6.22
1415799_at	Wbp11	WW domain binding protein 11	-4.68	7.94	8.65	8.67	8.53	9.47	8.98	9.36	9.09
1452030_a_at	NA	NA	-4.68	6.19	6.53	6.92	7.88	6.77	6.48	7.94	7.9
1426585_s_at	Mapk1	mitogen activated protein kinase 1	-4.67	8.73	8.38	8.35	8.9	10.1	6.97	10.31	10.17
1416405_at	Bgn	biglycan	-4.66	8.12	8.76	8.97	7.92	10.88	9.5	9.44	9.18
1417225_at	Arl6ip5	ADP-ribosylation factor-like 6 interacting protein 5	-4.66	8.19	8.1	7.49	8.5	9.25	7.87	10.11	9.77
1417361_at	Asb3	ankyrin repeat and SOCS box-containing protein 3	-4.66	5.09	4.77	4.9	4.96	6.87	5.71	6.25	6.75
1418326_at	Slc7a5	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	-4.66	7.67	6.73	6.49	8.42	8.95	8.18	9.52	9.7
1417101_at	Hspa2	heat shock protein 2	-4.66	6.79	7.85	8.22	6.98	8.44	8.45	8.63	8.84
1418981_at	Casp12	caspase 12	-4.66	6.57	6.8	8.37	7.47	7.75	8.1	8.59	7.98
1423958_a_at	2900001O04Rik	RIKEN cDNA 2900001O04 gene	-4.66	7.52	7.24	7.66	8.43	9.27	7.48	9.04	9
1415704_a_at	Cdv3	carnitine deficiency-associated gene expressed in ventricle 3	-4.65	9.78	10.21	10.39	10.32	11.33	9.98	11.39	11.07
1423951_at	1110025I09Rik	RIKEN cDNA 1110025I09 gene	-4.65	5.75	5.57	5.57	6.32	7.04	5.78	7.11	7.09
1449740_s_at	Dsg2	desmoglein 2	-4.64	6.21	6.46	7.1	6.17	6.9	7.87	7.72	7.81
1424373_at	1200004E24Rik	RIKEN cDNA 1200004E24 gene	-4.64	8.98	8.9	8.93	9.8	10.46	9.2	10.56	10.4
