GID	yorf	NAME	GWEIGHT	216 A	216 B	228 A	228 B	125 B	175 B	217 B	217 A	218 B	201 B	202 B	145 B	263 B	39 A	39 B	138 A	138 B	64 A	64 B	262 B	21 A	227 B	155 A	155 B	218 A	223 A	67 A	17 A	21 B	146 A	146 B	117 A	117 B	30 A	30 B	148 B	148 A	149 A	70 A	70 B	223 B	61 A	175 A	125 A	17 B	141 A	141 B	123 A	123 B	151 A	145 A	262 A	61 B	67 B	90 A	90 B	149 B	151 B	P3 A	P3 B	201 A	202 A	227 A	263 A	203 A	203 B	152 A	152 B
GENE747X	HSI053A08	GPLD1		-1.506	-1.126	-0.8021	-1.235	-0.2153	-0.7417	-1.511	-1.331	-1.217	-1.638	-1.569	-2.068	-1.109	0.9701	0.6339	2.076	0.3669	0.2655	-0.6621	-1.289	-0.1234	-0.9538	-0.197	-0.09597	-0.7097	0.07273	0.677	-0.2843	0.2129	0.09326	-1.196	0.02767	0.4576	0.574	0.9021	-0.1344	-0.2678	1.058	1.202	0.891	1.304	2.26	2.457	0.9278	1.109	0.7561	0.169	1.509	1.253	1.899	0.7891	1.215	-0.5163	-0.2733	-0.06817	-0.6041	0.3985	0.4887	-0.2667	-0.5027	-0.0051	-0.6063	-0.585	-0.4416	-0.1161	-0.5465	0.1873	-0.6862
GENE386X	HSI094E01	MED8		-1.68	-1.395	-0.3866	-1.011	-0.01118	-0.3068	-2.022	-1.881	-1.048	-1.696	-1.254	-1.82	0.2125	0.895	0.8606	1.624	0.6344	-0.1241	-0.9235	-0.7592	-0.5061	-1.091	-0.1769	-0.5558	-0.5582	0.1901	0.2359	0.1033	0.2293	0.6967	-1.422	-0.04237	0.4343	0.3775	0.1199	-0.2884	-0.3981	1.579	0.6618	0.7081	1.389	0.9161	2.13	0.7698	1.126	0.7089	-0.006512	1.482	1.247	2.442	0.9215	2.389	-0.4587	-0.4608	-0.1357	-0.7736	0.3708	0.3597	-0.1243	-0.3339	-0.4606	0.02127	-0.03523	0.2701	-0.4717	-1.16	0.2551	-0.5801
GENE326X	HSI031A01	ZNF264		-1.537	-1.255	-0.449	-1.051	-0.4299	-0.4055	-2.146	-1.947	-1.138	-1.655	-1.794	-2.142	0.2271	0.7868	0.7831	1.401	0.2967	-0.0462	-0.7151	-1.009	-0.3726	-0.6247	-0.4538	-0.2152	-0.6427	0.2172	0.7136	-0.1362	0.09235	0.08213	-1.227	-0.2001	0.1539	0.3007	0.8141	-0.2531	-0.003476	1.077	1.133	1.043	1.67	2.057	2.322	0.7628	1.208	0.7135	0.06138	1.512	1.116	1.385	0.2712	2.262	-0.5019	-0.3681	-0.1027	-0.7724	0.4254	0.2505	-0.3806	-0.6798	-0.3871	0.3513	-0.185	0.2444	0.2562	-0.3716	0.3029	-0.6992
GENE384X	HSI065C07	CLTC		-1.643	-1.206	-0.3846	-1.133	-0.4141	-0.3469	-1.884	-1.74	-1.385	-2.11	-1.842	-1.995	-0.01317	0.7378	0.7241	1.417	0.6033	0.1008	-0.7767	-0.7592	-0.2121	-0.7521	-0.5413	-0.6408	-0.6691	0.1106	0.9434	0.1129	0.06539	0.7449	-0.8701	-0.01532	0.4553	0.1995	0.5802	-0.2642	0.4346	1.328	0.8588	0.939	1.799	1.739	2.296	0.704	0.9188	0.6415	0.2007	1.096	1.245	1.687	0.6385	2.423	-0.4784	-0.4553	-0.1629	-0.7936	0.2359	0.1676	-0.2799	-0.3707	-0.5437	-0.1082	-0.1159	0.008303	-0.2733	-0.7723	0.3167	-0.5212
GENE1363X	HSI046C10	BMPR1A		-1.515	-1.538	-0.3285	-1.009	-0.4609	-0.4723	-2.009	-1.989	-1.506	-2.039	-1.847	-1.964	0.1438	0.6353	0.8232	1.662	0.5678	0.09116	-0.6176	-0.7561	-0.2744	-0.5573	-0.5459	-0.3872	-0.789	-0.2576	0.634	0.05091	-0.07754	0.1419	-0.05664	-0.1422	0.225	0.647	0.4753	-0.1557	0.7498	1.489	0.9034	0.8218	1.854	1.407	2.09	0.7718	0.8952	0.2613	-0.05242	1.363	1.353	1.882	0.6279	2.328	-0.1942	-0.4883	0.1391	-0.4898	0.1607	0.1981	0.03418	-0.3436	-0.7788	-0.2889	-0.233	0.02585	-0.21	-0.8183	0.3555	-0.6159
GENE1624X	HSI180E04	UBE2D3		-1.586	-1.191	-0.3686	-0.9778	-1.51	-0.819	-1.627	-1.942	-1.413	-1.485	-1.594	-1.572	-0.912	0.7811	0.8217	2.144	-0.7535	0.3982	-0.5373	-1.053	-0.5774	-0.9864	-0.1496	-1.318	-1.081	-0.4172	0.4685	-0.03386	0.4954	0.0008102	0.1911	-0.02496	0.5401	0.3791	1.144	1.001	1.045	0.4107	1.072	0.523	2.357	1.754	1.694	1.008	1.077	1.176	0.6022	1.58	0.06917	0.9868	0.47	1.132	-0.1116	-0.6248	-0.01037	-0.8913	0.252	0.2481	0.3987	-0.1358	0.6092	0.1036	0.08818	-0.9405	0.2281	-0.443	0.5399	-0.7026
GENE933X	HSI028E09	SLC35E1		-1.452	-1.467	-0.2007	-1.356	-0.8071	-0.5376	-1.568	-1.958	-1.201	-1.31	-1.608	-1.863	-0.3324	0.9191	0.6241	1.94	0.3907	0.3982	-0.366	-0.8394	-0.5202	-1.145	-0.6326	-1.027	-1.466	0.1657	0.963	-0.2104	0.268	-0.2434	-0.5004	-0.03373	0.2836	0.4908	0.8624	-0.04924	0.3273	0.7812	1.576	1.116	2.277	2.108	2.008	1.074	1.27	0.6831	0.4041	1.621	0.5647	1.228	0.3138	1.256	-0.1529	-0.4654	0.07592	-0.6111	0.4764	0.482	0.00143	-0.2749	-0.09117	-0.4587	0.05921	-0.476	-0.3436	-0.7306	0.08166	-0.7911
GENE1358X	HSI044G04	GCLC		-1.842	-1.639	-0.6463	-1.22	-0.9095	-0.5658	-1.358	-1.857	-1.316	-0.8918	-1.645	-1.895	-1.102	0.8994	0.6846	1.59	0.03472	0.4308	-0.6292	-1.456	-0.4314	-1.532	-0.1007	-0.5709	-1.224	0.06774	1.121	0.164	0.2239	-0.3763	0.1908	-0.06477	0.817	0.5517	0.631	0.2345	0.6967	0.5002	0.9969	1.117	1.991	2.201	2.35	0.64	1.202	0.4263	0.6351	1.432	0.945	1.339	0.2101	1.181	-0.2185	-0.2827	0.1589	-0.4559	0.336	0.4355	-0.06403	-0.09122	0.1467	-0.4642	-0.4288	-0.7371	-0.3593	-0.662	0.7171	-0.2635
GENE1213X	HSI174A03	EST		-1.607	-1.009	-0.65	-1.366	-0.8162	-0.3605	-1.729	-1.758	-1.193	-1.932	-1.811	-2.107	-1.044	1.091	0.9548	2.001	0.1009	0.222	-0.4826	-1.151	-0.3398	-1.119	-0.2505	-0.7241	-0.7116	0.3659	0.548	0.0275	0.6368	-0.2034	0.1106	0.02852	0.6353	0.27	1.056	-0.3394	0.326	0.4203	1.178	0.7157	2.185	1.052	2.134	1.1	1.188	0.4379	0.5918	1.909	0.6995	0.9178	0.3012	1.593	-0.5025	-0.3756	-0.3168	-0.8841	0.4844	0.7607	-0.1752	-0.5884	0.1145	0.6263	-0.1179	-0.251	0.001465	-0.8956	0.4354	-0.4083
GENE1425X	HSI068C10	KLHL8		-1.363	-1.115	-0.676	-1.309	-1.368	-0.7309	-1.711	-1.722	-1.449	-1.848	-1.505	-2.212	-1.456	0.8572	0.8077	1.759	-0.06878	0.4214	-0.1293	-0.6203	0.07498	-0.6796	-0.5104	-1.393	-0.898	-0.0632	0.7318	0.1714	0.3563	-0.314	0.07268	0.2678	0.6895	0.8801	1.098	0.08514	0.6625	0.3914	1.331	1.043	2.289	1.455	1.764	1.159	0.9066	0.1538	0.4899	1.409	0.419	1.535	0.179	1.546	0.1013	-0.3794	0.1136	-0.8232	0.5224	0.5791	0.3826	-0.1185	-0.2476	0.2427	-0.4559	-0.4994	-0.3867	-0.8029	0.4442	-0.5369
GENE664X	HSI081H08	PGS1		-1.657	-1.338	-0.626	-1.303	-1.165	-0.8936	-2.006	-2.024	-1.735	-1.328	-1.573	-2.03	-0.4799	1.172	0.7849	1.986	0.2319	0.5298	-0.5804	-1.351	0.03886	-0.3457	-0.06549	-0.08066	-0.8585	-0.1439	0.6347	-0.2851	0.1947	-0.2935	-0.2993	0.1314	0.3025	0.5811	1.381	-0.2005	0.7681	0.3056	1.556	1.211	2.265	1.847	1.243	1.286	0.8848	0.172	0.3039	1.718	0.6181	1.028	0.8195	0.7542	-0.2984	-0.2052	0.06407	-1.128	0.3185	0.3189	-0.2146	-0.4392	0.1378	0.3112	-0.579	-0.5349	0.3446	-0.1342	0.4821	-0.5291
GENE428X	HSI032H08	COL20A1		-1.61	-1.165	-0.6587	-1.184	-0.686	-0.7678	-1.626	-2.072	-0.9185	-1.733	-1.684	-2.369	0.2575	0.6631	0.7567	1.862	-0.2475	0.08979	-0.677	-1.587	-0.5708	-0.7593	-0.04826	0.07563	-0.7363	0.2393	0.3525	-0.2348	0.2132	0.02231	0.1116	-0.1014	0.8166	0.3249	0.8444	-0.286	0.4141	0.6156	1.219	0.9758	2.425	1.807	2.021	0.8748	1.216	0.4221	0.4917	1.576	0.7796	0.9854	0.5066	1.986	-0.3848	-0.4922	-0.09201	-0.7385	0.02744	0.301	-0.4152	-0.3353	-0.1945	0.3808	0.005388	-0.5711	-0.1731	-0.5152	0.5958	-0.6183
GENE610X	HSI006D08	NFATC3		-1.451	-1.118	-0.6522	-1.333	-1.195	-0.9284	-1.295	-1.815	-1.077	-1.623	-1.662	-2.239	-0.1823	0.8048	0.3111	1.754	-0.5104	0.4278	-0.5191	-1.29	-0.3899	-1.162	-0.3042	-0.4017	-0.9231	-0.1859	1.068	-0.2357	0.1033	0.05234	0.2173	0.1539	0.6341	0.8302	0.9911	-0.1534	0.8738	0.4083	1.563	1.164	2.448	2.354	2.009	0.6719	0.882	0.6597	0.4481	1.577	0.8131	0.794	0.7232	0.851	-0.49	-0.5091	0.02351	-0.7893	0.3802	0.3986	0.0002812	-0.5426	0.1512	0.07138	-0.2974	-0.7856	-0.05212	-0.4881	0.4782	-0.4911
GENE1244X	HSI030D04	SULT4A1		-1.852	-1.698	-0.7246	-1.273	-1.465	-0.3756	-2.037	-2.196	-1.108	-1.614	-1.116	-2.162	-0.583	0.4983	0.357	1.504	-0.199	0.09592	-0.7609	-1.547	-0.6345	-0.95	-0.1564	0.1388	-0.375	0.3284	0.454	0.1695	0.1333	0.2093	-0.09344	-0.2011	0.25	0.1981	0.5228	-0.4011	0.6271	1.23	0.8836	0.7411	1.869	2.041	1.696	0.7647	1.111	0.3943	0.289	1.443	1.033	1.662	0.5204	1.976	-0.2734	-0.6173	-0.1645	-0.6993	0.3642	0.4702	-0.1075	-0.2246	0.09043	0.6169	0.5266	-0.2328	0.5694	0.1417	0.5422	-0.622
GENE178X	HSI171E07	EST		-1.408	-1.236	-0.5224	-1.394	-0.7587	-0.4356	-1.594	-2.004	-1.108	-1.974	-2.008	-2.267	-1.025	1.179	1.07	1.75	-0.1607	0.105	-0.774	-1.362	-0.1091	-0.8044	-0.04915	-0.2085	-0.5478	0.2998	0.2656	-0.09619	0.1838	0.4661	-0.1014	-0.1663	0.3993	0.4385	0.9498	-0.1509	0.9499	0.6236	0.9009	0.9297	2.114	1.685	1.519	0.9028	0.9301	0.5119	0.3273	1.347	1.217	1.149	0.8678	2.21	-0.5374	-0.1114	-0.501	-0.7969	0.07246	0.2551	-0.2449	-0.53	0.0773	0.2028	-0.2189	-0.005917	0.09463	-0.6417	0.5513	-0.6904
GENE219X	HSI033F01	EST		-1.49	-1.092	-0.5376	-1.436	-1.098	-0.8331	-1.173	-1.692	-1.089	-1.878	-1.518	-2.237	-1.057	0.6262	0.3537	2.095	-0.6538	0.1164	-0.8148	-1.484	-0.4698	-1.002	-0.3285	-0.04833	-0.6893	0.2494	0.3399	-0.2383	0.1997	0.4156	0.002326	-0.1866	0.2891	0.1985	0.8658	-0.2381	1.11	1.259	1.202	0.9545	2.206	2.063	0.7834	1.126	1.082	0.8506	0.2903	1.82	0.9334	1.295	1.013	1.746	-0.4061	-0.2664	-0.02165	-0.8873	0.1279	-0.1531	-0.1461	-0.3578	0.4049	0.1127	-0.1373	-0.3978	0.1601	-0.5239	0.6553	-0.3635
GENE1909X	HSI065B11	KIAA1529		-1.525	-1.109	-0.6553	-1.413	-0.543	-0.4277	-1.444	-1.427	-0.844	-2.369	-2.623	-2.009	-0.3953	0.7929	0.7108	1.934	-0.3284	0.09755	-0.7908	-1.055	-0.06978	-0.5811	-0.1501	-0.09909	-0.8197	0.06455	0.5646	0.2558	0.3019	0.8559	0.4125	0.2388	0.003339	0.6549	0.7518	-0.1183	1.065	0.9436	0.8343	0.04785	1.9	1.477	1.864	0.863	1.153	0.3712	0.2323	1.678	-0.05848	1.842	0.7848	1.965	-0.5064	-0.3448	-0.3682	-0.7603	0.4803	0.6748	-0.02401	-0.492	-0.3238	-0.1821	-0.3496	0.02627	-0.5332	-0.8838	0.3831	-0.6008
GENE2025X	HSI005B12	RASIP1		-1.279	-1.301	-0.5668	-1.103	-0.9198	-0.6052	-2.008	-1.946	-1.357	-1.53	-1.806	-1.816	-0.4153	0.8306	0.7053	1.454	0.1654	0.2118	-0.5271	-0.8754	-0.2164	-0.7261	-0.5334	-0.355	-0.7649	-0.1121	0.8938	-0.05074	0.04472	0.7934	0.2472	0.2122	0.9276	0.6347	1.072	-0.3076	0.5329	0.3708	1.431	0.7677	2.141	2.17	3.057	0.8589	1.105	0.3098	0.04584	1.527	-0.3508	1.079	0.6984	1.334	-0.4126	-0.05598	0.122	-0.5128	0.09874	0.09859	-0.2708	-0.6308	-0.3149	-0.1104	-0.4637	-0.3818	-0.3267	-0.7279	0.327	-0.5872
GENE2027X	HSI007B12	DDB2		-1.464	-1.374	-0.6054	-1.182	-0.8751	-0.5567	-1.874	-1.938	-1.221	-1.71	-1.655	-2.117	-0.4194	0.6818	0.5075	1.457	0.1631	0.1731	-0.7128	-1.126	-0.138	-0.7317	-0.3048	-0.2351	-0.4923	-0.06949	1.028	-0.07621	-0.2104	0.2219	0.2383	0.03271	0.6049	0.8506	0.8721	-0.1232	0.8225	1.05	1.407	1.115	1.992	1.881	2.743	0.5414	0.9726	0.4607	0.1851	1.172	0.06184	1.967	0.5236	1.516	-0.4827	0.08701	-0.03115	-0.6902	0.2529	0.2922	-0.04491	-0.3737	-0.2826	-0.2638	-0.4658	-0.2743	-0.5043	-0.8779	0.2936	-0.6664
GENE9X	HSI015B01	JMJD2B		-1.324	-1.593	-0.602	-1.241	-2.054	-0.749	-1.562	-1.891	-1.45	-1.487	-1.296	-1.658	-1.072	0.5237	0.1365	1.436	-0.8085	0.118	-0.6061	-0.9778	0.0902	-0.4435	-0.1124	-0.3116	-0.2269	-0.3037	1.506	0.5171	0.3269	-0.5874	-0.4529	0.2171	0.0669	0.7989	0.9816	-0.4057	0.5208	0.02658	1.218	0.7802	2.126	1.961	1.138	0.7992	0.5163	1.581	0.4663	1.56	0.9271	2.369	0.5893	1.777	-0.3409	-0.5809	-0.06813	-0.7848	0.296	0.3589	-0.1443	-0.3244	0.1948	-0.3502	-0.14	0.3995	0.1109	-0.4588	0.353	-0.3805
GENE1484X	HSI059D10	SMPDL3B		-1.684	-2.001	-0.9461	-1.384	-1.605	-0.7116	-1.866	-1.74	-1.681	-1.813	-1.827	-1.394	-0.2818	1.174	0.96	1.514	0.09856	0.3801	-0.2113	-0.8382	0.01079	-0.5984	-0.3025	-0.4283	-0.05539	0.1058	1.095	0.5441	0.4657	-0.5966	0.0635	1.019	0.3264	0.7512	0.8999	0.0345	0.2261	0.6082	1.592	0.5109	1.728	2.161	2.219	0.8975	0.9499	0.3914	0.1376	1.373	0.6185	1.462	-0.1588	0.8923	-0.3564	-0.5484	0.3403	-0.5263	0.2656	0.2605	-0.2119	-0.5525	-0.01097	-0.3461	-0.3626	0.1059	-0.5163	-0.4863	0.4598	-0.5993
GENE81X	HSI181F07	EST		-1.631	-1.577	-0.2666	-1.168	-0.9921	-0.316	-1.527	-2.168	-0.8922	-1.508	-1.747	-2.018	-0.1713	0.6096	0.727	2.106	0.139	-0.1951	-0.987	-1.158	-0.6697	-0.7131	-0.368	-0.9145	-0.3644	0.3398	0.6371	0.09684	0.2115	0.2871	0.5	-0.03777	0.4294	0.2801	0.8094	-0.312	0.5455	0.6133	0.8929	0.6688	1.925	1.976	2.32	0.6914	1.224	0.8939	0.2081	1.354	0.8779	0.5423	0.8118	2.248	-0.6377	-0.4603	-0.3833	-0.6461	0.6053	0.6401	-0.3691	-0.5575	0.2017	0.4044	-0.1966	-0.1439	-0.4114	-0.2215	-0.01405	-1.074
GENE293X	HSI180B07	EST		-1.867	-1.626	-0.4359	-0.9705	-1.036	-0.4188	-2.173	-1.567	-1.111	-1.561	-1.351	-2.012	0.5219	0.8626	0.8887	2.199	-0.9643	0.005523	-0.9477	-1.656	-0.8859	-0.8841	-0.02925	-0.5455	-0.4821	0.2802	0.7726	0.425	0.4697	0.5674	0.5153	0.0806	0.4095	0.5074	0.7728	-0.5926	0.5528	0.2429	0.7942	0.8486	1.931	1.889	1.166	0.3005	1.13	0.6307	0.3094	1.365	0.8641	-0.01283	0.9339	2.453	-0.446	-0.103	-0.415	-0.6052	0.5277	0.2171	0.005021	-0.8354	0.4928	0.7131	-0.2444	-0.5301	0.4916	-0.03326	-0.03856	-0.7564
GENE45X	HSI078B07	KIAA1377		-1.451	-1.56	-0.4562	-0.7516	-0.7072	-0.07761	-2.624	-1.977	-1.109	-1.287	-1.516	-1.935	-1.06	0.4067	0.729	1.511	-0.8613	-0.1144	-1.008	-1.984	-0.424	-0.5496	0.1886	-0.1525	-0.0463	0.6304	0.6177	0.4466	0.22	1.472	0.8102	-0.1881	0.3515	0.1542	0.508	0.001326	0.6219	0.8924	0.487	0.5296	1.782	1.653	1.092	0.4515	0.9219	1.339	0.5586	1.387	1.119	1.877	0.9287	1.691	-0.5508	0.09307	-0.5585	-0.3137	0.5579	0.6109	-0.6094	-0.7402	0.1926	0.1531	-0.1535	-0.1904	-0.6582	-1.153	0.2079	-0.4277
GENE75X	HSI108F07	CASR		-1.714	-1.25	-0.6741	-1.167	-0.5507	-0.0263	-1.978	-2.19	-1.049	-1.961	-1.709	-2.065	-1.434	0.9789	0.8026	1.467	0.2386	0.4964	-0.3747	-1.444	-0.4103	-0.9455	-0.5316	-1.542	-0.04532	0.7943	0.85	0.705	0.331	0.7984	0.7757	0.1875	0.4617	0.1389	0.5576	-0.0766	0.5533	0.93	0.7609	0.6444	1.467	1.406	1.714	0.8582	0.8456	0.7588	0.7453	1.096	1.126	1.246	0.935	1.423	-0.852	-0.299	-0.4599	-0.7657	0.6309	0.4793	-0.4997	-1.05	0.1191	0.6278	-0.2349	-0.03907	0.1718	-0.7206	0.3865	-0.4479
GENE153X	HSI082C01	SPTLC2		-1.503	-1.031	-0.813	-1.156	-0.6131	-0.07303	-1.815	-1.918	-1.01	-1.359	-1.411	-1.982	-1.082	0.5453	0.6726	2.288	0.371	-0.1881	-1.005	-1.467	-0.6798	-0.9952	-0.1408	-0.3809	-0.2374	0.3933	-0.1194	-0.06882	-0.04218	-0.4665	-0.4738	-0.3682	0.2474	0.06177	0.622	0.3773	-0.06146	1.375	0.7672	0.7136	1.634	1.731	2.071	0.996	1.291	1.021	-0.1181	1.44	1.302	1.613	0.6318	2.128	-0.617	-0.4993	-0.399	-0.8841	0.6667	0.8046	-0.2606	-0.4951	0.3644	0.205	-0.3942	0.4974	0.01816	-0.5083	0.2381	-0.4505
GENE77X	HSI181D01	CRR9		-1.199	-1.326	-0.7039	-0.9171	-0.08895	-0.3969	-1.764	-1.921	-1.279	-2.169	-2.007	-2.104	-1.258	0.5985	0.9553	1.916	1.101	-0.02708	-0.6386	-1.889	-0.9165	-0.3947	-0.1774	-0.7211	-0.3102	0.3607	0.1907	0.1868	0.1974	0.466	0.4686	-0.05442	0.2434	0.3235	0.8551	0.0389	0.7355	0.7924	0.6115	0.6332	1.592	1.724	1.666	0.4304	0.8509	0.6497	0.1698	0.8022	1.117	1.698	0.8369	2.237	-0.5305	0.2237	-0.4833	-0.5222	0.6039	0.6417	-0.09995	-0.6945	0.2191	-0.2376	-0.444	0.4017	0.1669	-0.3556	-0.08375	-0.9894
GENE30X	HSI061H01	NMT2		-1.484	-1.315	-0.5687	-1.498	-0.5679	-0.3573	-2.146	-2.014	-1.113	-1.458	-1.624	-1.774	-0.599	0.4568	0.9708	2.057	1.091	-0.2005	-0.645	-1.29	-0.6905	-1.006	-0.6938	-0.9685	-0.8036	-0.2014	0.225	-0.2719	0.2575	0.2558	0.3537	-0.1389	0.1152	0.356	0.7227	-0.2106	0.7456	0.6449	0.9175	0.7751	1.988	1.079	1.936	0.8106	1.202	0.7644	0.04425	1.569	1.28	1.708	0.9353	2.032	-0.2551	-0.4286	-0.2707	-0.6737	0.4149	0.6719	-0.06302	-0.4749	0.218	0.07764	-0.2095	0.1571	0.2295	-0.2211	-0.03006	-0.7977
GENE2021X	HSI180E05	ANKRD12		-1.496	-1.334	-0.5284	-0.996	-0.9681	-0.2325	-1.751	-2.286	-1.015	-1.427	-1.947	-2.133	-0.9765	0.4517	0.801	1.892	0.3472	-7.99E-05	-0.9671	-1.59	-0.6091	-0.9871	-0.09935	-0.5408	-0.5076	0.2765	0.5817	0.4434	0.2816	0.1621	0.3478	-0.1236	0.217	0.6129	0.5722	0.007865	0.7731	0.8432	0.5738	0.6393	1.69	1.653	1.846	0.5085	0.949	0.6905	0.309	1.164	1.08	1.93	0.6423	2.414	-0.442	-0.5879	-0.4819	-0.736	0.5449	0.6478	0.009585	-0.428	0.3038	0.2045	-0.4629	0.06795	0.2403	-0.3147	0.005101	-0.754
GENE898X	HSI098F09	KLHDC5		-1.75	-1.111	-0.5242	-1.379	-0.8618	-0.06527	-1.897	-1.988	-0.8205	-1.593	-1.815	-2.196	0.3758	0.6947	0.8094	1.649	0.1571	-0.3045	-0.9515	-1.396	-0.4877	-1.138	0.1565	-0.418	-0.2723	0.5335	0.9765	0.2631	0.1439	0.9394	0.4579	0.2038	0.2565	0.288	0.6058	-0.3587	-0.5974	0.5555	0.8221	0.5818	2.494	0.9751	1.425	0.8664	1.236	0.8741	0.09081	1.345	0.7949	1.531	0.6441	2.193	-1.014	-0.2534	-0.3264	-1.221	0.1703	0.2603	-0.4602	-0.865	0.21	0.7328	0.08944	0.3828	0.1204	-0.547	0.2046	-0.4984
GENE388X	HSI107E01	EST		-1.919	-1.13	-0.6508	-1.132	-0.5546	0.2669	-1.693	-2.173	-0.6785	-1.559	-1.714	-1.914	-0.8737	0.527	0.6782	1.611	0.6057	0.06585	-0.7599	-1.617	-0.4618	-1.163	-0.02893	0.1927	-0.3506	0.5855	0.7801	0.3104	0.1811	0.483	-0.6078	-0.1136	0.5565	-0.2837	0.3833	-0.5357	-0.4422	0.9202	0.6163	0.8034	1.947	1.147	1.805	0.7041	0.8439	0.7372	0.4358	1.43	1.724	2.077	0.5535	1.737	-0.7546	-0.454	-0.6416	-1.02	0.5429	0.6207	-0.7513	-0.8666	0.3747	1.07	-0.2663	0.257	0.1851	-0.3818	0.06906	-0.3352
GENE488X	HSI175F02	QSCN6L1		-1.703	-1.239	-0.7265	-1.357	-0.5748	-0.09812	-1.799	-2.082	-0.8447	-1.786	-1.705	-2.025	-0.6528	0.7221	0.7105	1.616	0.5589	-0.06371	-0.6271	-1.105	-0.7534	-1.149	0.1403	-0.0811	-0.2907	0.3218	0.387	-0.1209	0.08268	0.189	0.1729	0.07785	0.7941	0.1682	0.893	-0.2815	0.1624	0.5382	0.6862	0.6058	2.199	1.254	2.177	0.7453	1.109	0.8313	0.2455	1.688	1.266	1.357	0.2946	2.342	-0.7594	-0.3419	-0.6281	-0.8222	0.4401	0.5845	-0.3097	-0.6551	0.1182	0.2244	-0.09476	0.6026	-0.06321	-1.056	0.1191	-0.6288
GENE489X	HSI110H08	SVIL		-1.637	-1.048	-0.845	-1.479	-0.8509	-0.1407	-1.989	-2.027	-1.222	-1.793	-1.823	-2.191	-0.7855	0.8893	0.8217	1.566	0.5269	0.05676	-0.7031	-1.3	-0.4266	-1.121	0.2495	0.07	-0.225	0.394	0.6658	0.4488	0.1697	0.4394	0.339	0.02007	0.4252	0.2554	0.6428	-0.2693	0.3348	0.7338	0.7573	0.6461	1.8	1.178	1.736	0.7377	0.9578	0.828	0.406	1.604	1.282	1.951	0.5136	1.956	-0.7025	-0.497	-0.5931	-0.9992	0.429	0.6188	-0.533	-0.7055	0.1394	0.4153	-0.2966	0.1707	0.126	-0.7789	0.08455	-0.4036
GENE290X	HSI107B07	GREM1		-1.726	-0.9929	-0.6433	-1.226	-0.1948	0.04787	-1.794	-1.903	-1.107	-2.094	-1.943	-2.426	-1.172	0.8296	1.097	1.65	0.9953	0.1588	-0.478	-1.574	-0.6243	-1.154	-0.02183	-0.3761	-0.4909	0.4048	0.2222	0.354	0.3862	0.7658	0.6323	0.08367	0.4974	0.1	0.4291	-0.1094	0.3928	0.8596	0.5806	0.705	1.7	1.043	1.585	0.4949	0.8058	0.6727	0.4847	1.408	1.479	1.408	0.659	2.074	-0.6044	-0.1711	-0.4941	-0.8364	0.6673	0.6082	-0.4334	-0.784	0.1962	0.1474	-0.1747	0.2673	-0.1184	-0.9498	0.3375	-0.615
GENE389X	HSI107A07	STXBP6		-1.748	-0.9672	-0.5508	-1.171	0.3094	0.09582	-1.894	-1.859	-1.029	-2.023	-1.852	-2.261	-1.383	0.8644	1.005	1.461	0.6235	0.2148	-0.532	-1.326	-0.485	-1.344	0.1123	-0.08353	-0.2779	0.5292	0.3001	0.4277	0.5396	0.6383	-0.6472	0.06003	0.6114	0.03246	0.3237	-0.1325	-0.3906	0.9834	0.624	0.5989	1.608	1.142	1.96	0.7113	0.8848	0.637	0.404	1.417	1.323	1.526	0.2769	2.395	-0.5864	-0.3957	-0.3846	-0.8379	0.6969	0.6011	-0.3745	-0.5889	0.1034	0.2152	-0.1792	0.4912	-0.08879	-1.056	0.2792	-0.5782
GENE626X	HSI027D08	TAT		-1.383	-1.472	-0.5532	-0.7288	-0.35	-0.3771	-1.833	-2.095	-1.172	-1.514	-1.51	-1.811	-0.2465	0.1001	0.3843	1.128	0.8135	-0.3574	-0.8203	-1.514	-0.4369	-0.4498	-0.6081	-0.7138	-0.8683	0.05333	0.9396	2.421	0.3595	0.5638	0.1779	-0.2214	-0.0885	-0.08049	-0.1387	-0.1907	0.8222	1.58	0.004125	0.3987	1.061	0.5121	1.172	0.07643	0.1792	2.738	0.5135	0.8825	1.154	2.249	0.9054	2.332	-0.4474	0.4461	-0.4618	-0.5377	0.2815	0.3453	-0.6191	-0.6712	-0.1917	0.2683	-0.3694	0.509	0.165	-0.2861	0.1669	-0.5824
GENE1469X	HSI027D10	C18orf8		-1.453	-1.453	-0.499	-1.197	-0.3234	-0.3976	-1.678	-1.862	-1.148	-1.518	-1.578	-1.73	-0.5421	0.1752	0.3996	1.221	0.9121	-0.1358	-0.698	-1.397	-0.8099	-0.8937	-0.6184	-0.4771	-1.003	0.03463	1.431	2.399	0.2849	0.4159	0.191	-0.05701	0.08199	0.03265	0.07478	-0.1498	0.8532	1.527	0.3299	0.3542	1.431	0.9118	1.294	0.3014	0.218	2.693	0.6793	0.9086	1.301	2.037	0.8771	1.711	-0.35	0.4622	-0.2664	-0.5378	0.2727	0.3624	-0.4986	-0.483	-0.1971	-0.08502	-0.3877	-0.2878	-0.5058	-0.3095	0.2585	-0.9105
