Affy ID	Accession	Gene Symbol	Description	Ctrl mean	Ctrl SD	SD/mean Ctrl	BC mean	BC SD	SD/mean BC	BC/ctrl	direction	P-value
234574_at	AK024563		CDNA: FLJ20910 fis, clone ADSE00492	1.14	0.20	0.18	1.03	0.30	0.29	0.91	down	0.048269105
234723_x_at	AK024881		CDNA: FLJ21228 fis, clone COL00739	0.93	0.20	0.22	1.16	0.23	0.20	1.25	down	0.038369689
234969_s_at	AK024117		enhancer of polycomb homolog 1 (Drosophila)	1.13	0.14	0.12	1.06	0.24	0.23	0.94	down	0.036191734
234985_at	AW043782	LOC143458	hypothetical protein LOC143458	0.92	0.26	0.29	1.07	0.26	0.25	1.16	down	0.045648446
234986_at	AA630626	GCLM	glutamate-cysteine ligase, modifier subunit	0.80	0.18	0.23	1.37	0.79	0.58	1.71	down	0.001063909
235010_at	AA833832		Clone IMAGE:5296353, mRNA	1.06	0.09	0.09	0.96	0.07	0.08	0.91	down	0.011846416
235103_at	AA029155	MAN2A1	mannosidase, alpha, class 2A, member 1	0.93	0.26	0.28	1.07	0.20	0.19	1.15	down	0.038369689
235123_at	AI951144		Transcribed sequence with weak  similarity to protein ref:NP_060312.1 (H.sapiens)  hypothetical protein FLJ20489 [Homo sapiens]	1.17	0.19	0.16	1.14	0.43	0.37	0.97	down	0.038369689
235179_at	BF541598		hypothetical protein FLJ31295	0.83	0.19	0.23	1.09	0.27	0.24	1.32	down	0.004283246
235264_at	AW956392		Transcribed sequences	0.80	0.25	0.31	1.01	0.23	0.23	1.27	down	0.015718787
235292_at	BE875232	na	CDNA FLJ32255 fis, clone PROST1000226	1.26	0.25	0.20	1.08	0.31	0.29	0.86	down	0.005964279
235333_at	BG503479	B4GALT6	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6	0.86	0.26	0.30	1.10	0.25	0.23	1.27	down	0.009497343
235346_at	BF033615	MGC51029	FUN14 domain containing 1	1.15	0.20	0.17	0.96	0.20	0.21	0.83	down	0.02664114
235372_at	AW575245	FREB	Fc receptor homolog expressed in B cells	1.71	0.85	0.49	1.14	0.50	0.44	0.66	down	0.005494224
235385_at	AI935334	FLJ20668	hypothetical protein FLJ20668	0.79	0.20	0.25	1.02	0.37	0.36	1.29	down	0.005964279
235388_at	BG538482	BC022889	hypothetical protein BC022889	0.83	0.34	0.41	1.25	0.57	0.46	1.49	down	0.012730241
235435_at	BF433048		2-aminoadipic 6-semialdehyde dehydrogenase	0.84	0.40	0.47	1.07	0.26	0.25	1.27	down	0.034071627
235452_at	AV708945		Transcribed sequences	1.10	0.16	0.14	1.03	0.10	0.10	0.93	down	0.023455726
235457_at	AI769569	MAML2	mastermind-like 2 (Drosophila)	1.15	0.13	0.12	0.96	0.39	0.40	0.83	down	0.025024684
235502_at	BF030448	PPP2CA	protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform	1.20	0.22	0.18	0.98	0.24	0.25	0.82	down	0.032073358
235507_at	AA461195	LOC115294	similar to hypothetical protein FLJ10883	0.90	0.13	0.14	1.12	0.28	0.25	1.25	down	0.011846416
235508_at	AW291023		Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only	1.23	0.26	0.21	1.02	0.27	0.26	0.83	down	0.015718787
235513_at	AW131450		Transcribed sequence with moderate similarity to protein sp:P39192 (H.sapiens) ALU5_HUMAN Alu subfamily SC sequence contamination warning entry	1.18	0.26	0.22	1.02	0.30	0.30	0.87	down	0.045648446
235595_at	AW299534		rho/rac guanine nucleotide exchange factor (GEF) 2	1.16	0.24	0.21	0.97	0.22	0.23	0.84	down	0.005494224
235607_at	BF970044	HNRPD	heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)	1.25	0.43	0.34	0.91	0.22	0.25	0.73	down	0.032073358
235653_s_at	BF685315	MGC30052	THAP domain containing 6	0.83	0.19	0.23	1.10	0.20	0.18	1.32	down	0.009506378
235679_at	AI598222	ENSA	CDNA FLJ26214 fis, clone ADG07946	1.09	0.18	0.16	1.00	0.18	0.18	0.92	down	0.016836046
235786_at	AI806781		Transcribed sequences	1.19	0.23	0.19	1.01	0.37	0.37	0.85	down	0.043092809
235796_at	AI927957		Transcribed sequences	1.12	0.23	0.21	1.02	0.19	0.19	0.90	down	0.040676371
235837_at	AA813998		Transcribed sequence with moderate similarity to protein sp:P39190 (H.sapiens) ALU3_HUMAN Alu subfamily SB1 sequence contamination warning entry	1.15	0.20	0.17	1.02	0.14	0.14	0.89	down	0.005494224
235848_x_at	N35250	ARL6IP2	---	1.30	0.41	0.32	1.13	0.28	0.25	0.87	down	0.034071627
236002_at	BE178502		STE20-like kinase	1.20	0.25	0.21	1.00	0.27	0.27	0.83	down	0.004658583
236229_at	AW014345	FLJ20813	CDNA FLJ34031 fis, clone FCBBF2003895	1.24	0.24	0.20	1.05	0.30	0.29	0.85	down	0.006454409
236249_at	BF057681	FLJ31051	IKK interacting protein	1.15	0.16	0.14	1.04	0.34	0.33	0.91	down	0.038369689
236314_at	AW162758		Transcribed sequence with weak  similarity to protein sp:P39195 (H.sapiens) ALU8_HUMAN Alu subfamily SX sequence contamination warning entry	1.12	0.26	0.23	0.95	0.21	0.23	0.84	down	0.020589577
236327_at	AA767373		Transcribed sequences	0.81	0.39	0.48	1.20	0.33	0.28	1.48	down	0.013668535
236356_at	AI808395	NDUFS1	NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase)	0.85	0.28	0.33	1.22	0.66	0.54	1.45	down	0.011024637
236379_at	AW771958		Transcribed sequence with moderate similarity to protein sp:P39191 (H.sapiens) ALU4_HUMAN Alu subfamily SB2 sequence contamination warning entry	1.18	0.16	0.14	1.04	0.38	0.36	0.88	down	0.013668535
236495_at	AI681868		Transcribed sequence with moderate similarity to protein sp:P39191 (H.sapiens) ALU4_HUMAN Alu subfamily SB2 sequence contamination warning entry	0.73	0.56	0.77	1.71	1.75	1.02	2.34	down	0.036191734
236524_at	AA737437		CDNA FLJ37319 fis, clone BRAMY2018027	0.85	0.37	0.44	1.14	0.33	0.29	1.34	down	0.030171071
236620_at	AU150841	FLJ10599	telomere-associated protein RIF1 homolog	0.78	0.35	0.45	1.11	0.46	0.42	1.43	down	0.001438145
236715_x_at	BF056139	UACA	Transcribed sequence with weak  similarity to protein ref:NP_060312.1 (H.sapiens)  hypothetical protein FLJ20489 [Homo sapiens]	1.16	0.22	0.19	1.02	0.32	0.31	0.88	down	0.030171071
236808_at	AA947475	DKFZP564O1863	FGFR1 oncogene partner 2	0.96	0.74	0.77	1.23	0.57	0.46	1.28	down	0.030171071
236841_at	BE464132		CDNA clone IMAGE:6102590, partial cds	0.85	0.40	0.47	1.09	0.27	0.25	1.28	down	0.01467616
237239_at	AW183655		Transcribed sequences	1.26	0.23	0.18	0.84	0.33	0.39	0.67	down	1.53E-04
237759_at	AI378026	CD48	CD48 antigen (B-cell membrane protein)	0.84	0.21	0.25	1.10	0.29	0.26	1.31	down	0.018018373
237768_x_at	AA825925	TAF15	---	1.32	0.33	0.25	1.07	0.33	0.31	0.81	down	0.002530978
238002_at	BF342391	GOLPH4	golgi phosphoprotein 4	0.86	0.32	0.37	1.09	0.36	0.33	1.27	down	0.043092809
238055_at	BG505277	ATP8B1	ATPase, Class I, type 8B, member 1	1.12	0.17	0.15	1.01	0.31	0.30	0.90	down	0.028380669
238142_at	AW029203		CDNA FLJ37584 fis, clone BRCOC2004950	1.24	0.20	0.16	1.02	0.28	0.27	0.82	down	0.002309612
238295_at	N22706	FLJ22729	hypothetical protein FLJ22729	1.20	0.29	0.24	1.07	0.30	0.28	0.89	down	0.038369689
238530_at	BF695396		nicotinamide nucleotide transhydrogenase	0.89	0.25	0.28	1.04	0.18	0.17	1.18	down	0.036191734
238534_at	AA262583	LRRFIP1	leucine rich repeat (in FLII) interacting protein 1	0.87	0.32	0.37	1.36	0.48	0.35	1.56	down	0.025024684
238549_at	AI420611	CBFA2T2	core-binding factor, runt domain, alpha subunit 2; translocated to, 2	1.21	0.27	0.23	1.02	0.29	0.29	0.85	down	0.011846416
238558_at	AI445833		Transcribed sequences	0.95	0.36	0.38	1.52	0.70	0.46	1.60	down	0.023455726
238563_at	AV762916	SSH3BP1	abl-interactor 1	0.95	0.80	0.84	1.18	0.37	0.31	1.24	down	0.018018373
238656_at	AA877043	RAD50	RAD50 homolog (S. cerevisiae)	1.23	0.34	0.28	0.99	0.28	0.29	0.80	down	0.012730241
238811_at	AA639797	ATP11B	ATPase, Class VI, type 11B	0.81	0.27	0.33	1.27	0.57	0.45	1.57	down	0.019283461
238879_at	R11899	RP42	RP42 homolog	0.88	0.16	0.18	1.01	0.24	0.24	1.15	down	0.043092809
238929_at	N30132	SRP46	Splicing factor, arginine/serine-rich, 46kD	1.10	0.18	0.17	0.92	0.21	0.22	0.84	down	0.036191734
238999_at	AI610347		Transcribed sequences	1.32	0.46	0.35	1.09	0.47	0.43	0.83	down	0.032094185
239049_at	BF514509		---	0.89	0.50	0.56	1.20	0.42	0.35	1.34	down	0.040700539
239053_at	BE543518	CIAO1	WD40 protein Ciao1	1.13	0.19	0.17	1.03	0.14	0.14	0.91	down	0.043092809
239072_at	BE080109	na	CDNA FLJ46881 fis, clone UTERU3015647, moderately  similar to Embigin precursor	0.89	0.22	0.25	2.05	2.17	1.06	2.32	down	0.038369689
239122_at	AI638155	IL24	interleukin 24	1.17	0.17	0.15	0.97	0.26	0.27	0.83	down	0.001916633
239243_at	AA279654	NP_220	NP220 nuclear protein	1.24	0.34	0.28	1.05	0.36	0.35	0.85	down	0.012730241
239251_at	AW963634		Transcribed sequence with weak  similarity to protein sp:P39188 (H.sapiens) ALU1_HUMAN Alu subfamily J sequence contamination warning entry	0.92	0.15	0.16	1.13	0.20	0.18	1.23	down	0.02664114
239512_at	R05895		Transcribed sequence with weak  similarity to protein sp:P39194 (H.sapiens) ALU7_HUMAN Alu subfamily SQ sequence contamination warning entry	1.09	0.30	0.28	0.98	0.23	0.23	0.89	down	0.045648446
239679_at	AI871160		Transcribed sequences	1.34	0.30	0.22	0.98	0.32	0.33	0.73	down	7.00E-04
239808_at	AI084489		Transcribed sequences	1.28	0.35	0.27	0.98	0.30	0.31	0.77	down	0.009497343
239824_s_at	BF971873	MGC10744	hypothetical protein MGC10744	0.89	0.18	0.20	1.06	0.18	0.17	1.18	down	0.02664114
239866_at	AA705933		CDNA FLJ14392 fis, clone HEMBA1003166	1.14	0.24	0.21	0.99	0.19	0.19	0.87	down	0.043092809
240146_at	AW418562	CAPZA2	capping protein (actin filament) muscle Z-line, alpha 2	0.80	0.43	0.53	1.25	0.35	0.28	1.56	down	0.009506378
240155_x_at	AI122756	LOC115648	similar to hypothetical protein FLJ13659	1.18	0.22	0.19	1.09	0.31	0.28	0.92	down	0.023455726
240170_at	H71224		Transcribed sequences	1.08	0.20	0.19	0.93	0.24	0.26	0.86	down	0.019268589
240205_x_at	AW188170		Transcribed sequence with weak  similarity to protein ref:NP_060265.1 (H.sapiens)  hypothetical protein FLJ20378 [Homo sapiens]	0.91	0.17	0.19	1.18	0.25	0.21	1.30	down	0.048269105
240271_at	AL038191		Transcribed sequences	0.91	0.66	0.73	1.31	0.56	0.42	1.45	down	0.048269105
240481_at	BE502509		Transcribed sequences	1.19	0.30	0.25	1.04	0.28	0.27	0.88	down	0.016849603
240859_at	N20928	ZFYVE16	zinc finger, FYVE domain containing 16	0.78	0.46	0.59	1.19	0.42	0.36	1.53	down	0.043092809
241041_at	BF223010		Transcribed sequences	0.82	0.37	0.46	1.37	0.58	0.42	1.68	down	0.016849603
241294_at	AI939422		Transcribed sequences	0.89	0.33	0.37	1.23	0.38	0.31	1.38	down	0.032094185
241630_at	AA742279		Transcribed sequences	0.83	0.34	0.41	1.19	0.24	0.20	1.43	down	0.019283461
241751_at	AW292752	OFD1	oral-facial-digital syndrome 1	1.28	0.30	0.23	1.02	0.35	0.34	0.79	down	0.003934113
241817_at	AA729235		FLJ43654 protein	1.12	0.14	0.12	1.04	0.29	0.28	0.93	down	0.02664114
241838_at	AA699443		Transcribed sequences	1.12	0.22	0.20	1.12	0.54	0.49	1.00	down	0.025024684
241860_at	AI221707		CDNA FLJ40724 fis, clone THYMU2028724	0.89	0.60	0.68	1.19	0.41	0.34	1.34	down	0.004658583
241908_at	AI277098		hypothetical protein FLJ32421	1.14	0.23	0.20	0.93	0.18	0.19	0.82	down	0.032073358
241928_at	AL047522		Transcribed sequences	0.90	0.17	0.19	1.16	0.32	0.27	1.28	down	0.018018373
242113_at	AW468298		Transcribed sequence with moderate similarity to protein ref:NP_055301.1 (H.sapiens)  neuronal thread protein [Homo sapiens]	1.30	0.29	0.22	0.93	0.18	0.19	0.71	down	6.30E-04
242287_at	AI090487		restin (Reed-Steinberg cell-expressed intermediate filament-associated protein)	1.15	0.27	0.24	0.92	0.26	0.28	0.80	down	0.028380669
242312_x_at	AV736963		Transcribed sequences	0.86	0.28	0.33	1.23	0.48	0.39	1.43	down	0.036169262
242369_x_at	AI561070		MRNA; cDNA DKFZp313O038 (from clone DKFZp313O038)	0.88	0.17	0.20	1.28	0.41	0.32	1.46	down	0.028380669
242482_at	AI682905	PRKAR1A	protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)	1.15	0.13	0.11	1.08	0.39	0.36	0.94	down	0.008807338
242539_at	AW665509		Transcribed sequence with weak  similarity to protein ref:NP_110386.1 (H.sapiens)  nuclear receptor binding factor-2 [Homo sapiens]	1.37	0.47	0.34	1.05	0.51	0.49	0.77	down	0.028361428
242617_at	AI290654		hypothetical protein LOC283578	0.82	0.29	0.36	1.12	0.19	0.17	1.36	down	0.008807338
242644_at	BE676000	EVER2	epidermodysplasia verruciformis 2	1.32	0.24	0.18	1.00	0.27	0.27	0.76	down	2.22E-04
242646_at	AA702946	CGI-85	CGI-85 protein	1.08	0.13	0.12	0.95	0.21	0.22	0.88	down	0.023455726
242778_at	AA250935	LPXN	leupaxin	1.14	0.25	0.22	0.99	0.20	0.20	0.87	down	0.048269105
242812_at	AW294604		MRNA; cDNA DKFZp564D193 (from clone DKFZp564D193)	0.90	0.22	0.25	1.17	0.27	0.23	1.31	down	0.043092809
242837_at	AI435248		Transcribed sequence with weak  similarity to protein sp:P39194 (H.sapiens) ALU7_HUMAN Alu subfamily SQ sequence contamination warning entry	1.11	0.13	0.11	1.04	0.19	0.19	0.93	down	0.01467616
242844_at	AA989220	PGGT1B	protein geranylgeranyltransferase type I, beta subunit	0.89	0.22	0.24	1.08	0.35	0.32	1.21	down	0.043092809
242875_at	AI659439		H.sapiens mRNA within CEPH Mega-YAC 788H12, clone 21	0.86	0.41	0.47	1.30	0.48	0.37	1.52	down	0.016836046
242903_at	AI458949		interferon gamma receptor 1	0.86	0.58	0.67	1.31	0.47	0.36	1.53	down	0.004288241
242931_at	AI218358		Transcribed sequences	0.82	0.20	0.24	1.08	0.39	0.36	1.31	down	0.011846416
242946_at	AW293276	CD53	CD53 antigen	1.26	0.24	0.19	1.16	0.37	0.32	0.93	down	0.030171071
242969_at	AI288679		Transcribed sequences	1.15	0.31	0.27	0.94	0.21	0.22	0.82	down	0.036169262
242974_at	AA446657	FZD9	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)	1.48	0.49	0.33	1.09	0.29	0.27	0.74	down	0.015718787
242990_at	AL038704		Transcribed sequences	1.20	0.16	0.14	1.05	0.22	0.21	0.88	down	0.003308497
243016_at	AW271958	TYMS	thymidylate synthetase	1.25	0.48	0.39	0.94	0.32	0.34	0.75	down	0.038369689
243109_at	AA748418	FLJ11175	hypothetical protein FLJ11175	0.65	0.43	0.67	1.48	0.62	0.42	2.27	down	0.004288241
243154_at	AA215381		Transcribed sequences	1.20	0.31	0.25	0.96	0.34	0.35	0.80	down	0.048269105
243249_at	AL040360		Transcribed sequence with moderate similarity to protein sp:P39193 (H.sapiens) ALU6_HUMAN Alu subfamily SP sequence contamination warning entry	1.15	0.17	0.15	0.98	0.23	0.23	0.85	down	0.006992892
243329_at	AI074450		Clone IMAGE:121662 mRNA sequence	0.86	0.29	0.34	1.11	0.28	0.25	1.30	down	0.028380669
243484_x_at	AA404260		Transcribed sequence with moderate similarity to protein sp:P39193 (H.sapiens) ALU6_HUMAN Alu subfamily SP sequence contamination warning entry	1.07	0.08	0.07	0.97	0.17	0.18	0.91	down	0.022000545
243495_s_at	AL036450	KIAA0924	KIAA0924 protein	0.72	0.43	0.59	0.92	0.38	0.41	1.28	down	0.036191734
243768_at	AA026388	SUSP1	Transcribed sequence with moderate similarity to protein sp:P39192 (H.sapiens) ALU5_HUMAN Alu subfamily SC sequence contamination warning entry	0.92	0.56	0.61	1.13	0.28	0.25	1.23	down	0.018018373
244103_at	AW963092	FLJ35382	hypothetical protein FLJ35382	1.13	0.21	0.19	0.94	0.18	0.19	0.84	down	0.011846416
244669_at	T16443		LOC389414 (LOC389414), mRNA	0.92	0.33	0.36	1.13	0.52	0.46	1.24	down	0.048269105
31799_at	4863505_RC		Clone 24627 mRNA sequence	1.22	0.33	0.27	0.88	0.28	0.32	0.72	down	0.023455726
33304_at	4866504		interferon stimulated gene 20kDa	1.13	0.17	0.15	1.12	0.26	0.23	1.00	down	0.038369689
35201_at	4870829		heterogeneous nuclear ribonucleoprotein L	0.89	0.15	0.16	1.03	0.19	0.19	1.16	down	0.018018373
35685_at	4871877		ring finger protein 1 /// ring finger protein 1	0.92	0.13	0.14	0.99	0.14	0.14	1.08	down	0.045622534
36545_s_at	4874038		KIAA0542 gene product	1.18	0.26	0.22	1.03	0.37	0.36	0.87	down	0.048269105
37254_at	4875534		zinc finger protein 133 (clone pHZ-13)	1.18	0.26	0.22	0.95	0.19	0.20	0.81	down	0.011014583
37950_at	4876728_RC		prolyl endopeptidase	0.86	0.17	0.19	1.04	0.23	0.22	1.20	down	0.011014583
37986_at	4876922_RC		erythropoietin receptor	1.12	0.18	0.16	0.97	0.12	0.13	0.86	down	0.01467616
40446_at	4884570_RC		PHD finger protein 1	1.12	0.14	0.13	0.95	0.20	0.21	0.85	down	0.003614061
44790_s_at	4838516_RC		chromosome 13 open reading frame 18	1.44	0.56	0.39	1.10	0.40	0.37	0.76	down	0.012730241
48808_at	4878663_RC		dihydrofolate reductase	0.88	0.15	0.17	1.57	1.25	0.80	1.78	down	0.013668535
49878_at	4841656		peroxisomal biogenesis factor 16	1.06	0.09	0.08	1.01	0.10	0.10	0.95	down	0.022000545
51228_at	4871752_RC		similar to RIKEN cDNA 3000004N20	0.88	0.16	0.18	1.13	0.21	0.19	1.29	down	0.002770437
60528_at	4854686_RC		phospholipase A2, group IVB (cytosolic)	1.06	0.15	0.14	0.92	0.17	0.18	0.87	down	0.021984286
65472_at	4865207		CDNA FLJ42818 fis, clone BRCAN2015371	1.13	0.19	0.16	0.95	0.13	0.14	0.84	down	0.002309612
65635_at	4871130_RC		endo-beta-N-acetylglucosaminidase	1.12	0.17	0.15	1.02	0.21	0.20	0.90	down	0.030171071
81811_at	4830372_RC		programmed cell death 6	1.08	0.14	0.13	0.96	0.24	0.25	0.89	down	0.036169262
AFFX-HUMGAPDH/M33197_5_at	AFFX-HUMGAPDH/M33197_5		glyceraldehyde-3-phosphate dehydrogenase /// glyceraldehyde-3-phosphate dehydrogenase	0.88	0.11	0.13	1.12	0.40	0.36	1.27	down	0.012741388
