geneid	symbol	description	pvalue	zscore	probe	w_pvalue	signed_p(negative--down, positive--up in LSC)
3695	ITGB7	integrin, beta 7	0.013106	-2.223065	227331_at;205718_at;205718_at;	0.266666667;0.005594406;0.016666667;	0.903691
79685	SAP30L	SAP30-like	0.013119	-2.222659	219129_s_at;222831_at;219129_s_at;	0.266666667;0.016666667;0.005594406;	0.903691
5927	JARID1A	jumonji, AT rich interactive domain 1A	0.011782	-2.264152	226367_at;230226_s_at;202040_s_at;	0.183333333;0.089192418;0.016666667;	0.903603
3535		immunoglobulin lambda locus	0.01321	-2.219996	234366_x_at;216365_x_at;215121_x_at;	0.170160003;0.116666667;0.002797203;	0.903459
11252	PACSIN2	protein kinase C and casein kinase substrate in neurons 2	0.013177	-2.220961	233705_at;1554691_a_at;201651_s_at;	0.266666667;0.006850503;0.016666667;	0.903272
22879	MON1B	MON1 homolog B (yeast)	0.013177	-2.220961	233557_s_at;233557_s_at;203644_s_at;	0.266666667;0.006850503;0.016666667;	0.903272
55293	UEVLD	UEV and lactate/malate dehyrogenase domains	0.02838	-1.905151	220775_s_at;220775_s_at;	0.183333333;0.010463883;	0.903101
5937	RBMS1	RNA binding motif, single stranded interacting protein 1	0.012146	-2.252484	215127_s_at;238185_at;225269_s_at;	0.183333333;0.074371753;0.033333333;	0.902987
25829	TMEM184B	transmembrane protein 184B	0.028423	-1.904487	202027_at;202027_at;	0.183333333;0.010787449;	0.90294
662	BNIP1	BCL2/adenovirus E1B 19kDa interacting protein 1	0.028477	-1.903664	37226_at;204930_s_at;	0.183333333;0.011188811;	0.902739
9813	KIAA0494	KIAA0494	0.028477	-1.903664	201776_s_at;201777_s_at;	0.183333333;0.011188811;	0.902739
23524	SRRM2	serine/arginine repetitive matrix 2	0.027969	-1.911525	208610_s_at;1554671_a_at;	0.170160003;0.024462011;	0.902689
7132	TNFRSF1A	tumor necrosis factor receptor superfamily, member 1A	0.011783	-2.264138	241944_x_at;207643_s_at;207643_s_at;	0.170160003;0.106293706;0.016666667;	0.902293
81545	FBXO38	F-box protein 38	0.009641	-2.340043	221257_x_at;224369_s_at;221257_x_at;	0.26013986;0.016666667;0.016666667;	0.902176
283871	LOC283871	hypothetical protein LOC283871	0.013439	-2.213288	218410_s_at;222622_at;222622_at;	0.266666667;0.016666667;0.011188811;	0.901826
60489	APOBEC3G	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3G	0.023347	-1.989065	214995_s_at;204205_at;	0.164334109;0.033333333;	0.901166
89846	FGD3	FYVE, RhoGEF and PH domain containing 3	0.043032	-1.716534	1555407_s_at;227811_at;	0.164334109;0.033333333;	0.901166
129303	TMEM150	transmembrane protein 150	0.043032	-1.716534	226239_at;226239_at;	0.164334109;0.033333333;	0.901166
55154	MSTO1	misato homolog 1 (Drosophila)	0.011436	-2.275558	218296_x_at;224233_s_at;218296_x_at;	0.148251748;0.03963481;0.109530972;	0.900861
10084	PQBP1	polyglutamine binding protein 1	0.028309	-1.906256	214527_s_at;210499_s_at;	0.166232763;0.032129575;	0.900819
7375	USP4	ubiquitin specific peptidase 4 (proto-oncogene)	0.011487	-2.273868	235376_at;202681_at;202681_at;	0.116666667;0.148251748;0.033333333;	0.900583
71	ACTG1	actin, gamma 1	0.010594	-2.304618	227583_at;227583_at;211983_x_at;	0.216411753;0.066666667;0.016666667;	0.900085
9611	NCOR1	nuclear receptor co-repressor 1	0.013194	-2.220462	234313_at;200857_s_at;200855_at;	0.183333333;0.05034965;0.066666667;	0.899883
54454	ATAD2B	ATPase family, AAA domain containing 2B	0.013194	-2.220462	232908_at;213387_at;213387_at;	0.183333333;0.05034965;0.066666667;	0.899883
254531	AGPAT7	1-acylglycerol-3-phosphate O-acyltransferase 7 (lysophosphatidic acid acyltransferase, eta)	0.013194	-2.220462	239608_at;213078_x_at;40472_at;	0.183333333;0.05034965;0.066666667;	0.899883
23250	ATP11A	ATPase, class VI, type 11A	0.0132	-2.220273	213582_at;230875_s_at;1562898_at;	0.183333333;0.066666667;0.05034965;	0.899883
64754	SMYD3	SET and MYND domain containing 3	0.0132	-2.220273	218788_s_at;240160_x_at;218788_s_at;	0.183333333;0.066666667;0.05034965;	0.899883
5579	PRKCB1	protein kinase C, beta 1	0.013313	-2.216955	227824_at;227824_at;209685_s_at;	0.183333333;0.052443187;0.066666667;	0.899186
79871	RPAP2	RNA polymerase II associated protein 2	0.014208	-2.191497	243563_at;243563_at;219504_s_at;	0.266666667;0.002797203;0.033333333;	0.899068
8227	SFRS17A	splicing factor, arginine/serine-rich 17A	0.014213	-2.191362	228447_at;203624_at;210269_s_at;	0.183333333;0.116666667;0.002797203;	0.899068
9209	LRRFIP2	leucine rich repeat (in FLII) interacting protein 2	0.014213	-2.191362	232705_at;220610_s_at;236500_at;	0.183333333;0.116666667;0.002797203;	0.899068
5337	PLD1	phospholipase D1, phosphatidylcholine-specific	0.014217	-2.191254	226636_at;205203_at;177_at;	0.116666667;0.183333333;0.002797203;	0.899068
8847	DLEU2	deleted in lymphocytic leukemia, 2	0.014222	-2.191119	216856_s_at;243474_at;1556820_a_at;	0.266666667;0.033333333;0.002797203;	0.899068
51128	SAR1B	SAR1 gene homolog B (S. cerevisiae)	0.014222	-2.191119	218254_s_at;223512_at;218254_s_at;	0.266666667;0.033333333;0.002797203;	0.899068
8635	RNASET2	ribonuclease T2	0.013931	-2.19923	217984_at;232722_at;232722_at;	0.266666667;0.01958042;0.016666667;	0.899029
9581	PREPL	prolyl endopeptidase-like	0.013931	-2.19923	212216_at;212216_at;244402_at;	0.266666667;0.01958042;0.016666667;	0.899029
57706	DENND1A	DENN/MADD domain containing 1A	0.013931	-2.19923	219763_at;219763_at;226849_at;	0.266666667;0.01958042;0.016666667;	0.899029
915	CD3D	CD3d molecule, delta (CD3-TCR complex)	0.029617	-1.886446	213539_at;213539_at;	0.183333333;0.01958042;	0.898543
5366	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1	0.029617	-1.886446	204286_s_at;204286_s_at;	0.183333333;0.01958042;	0.898543
9477	MED20	mediator complex subunit 20	0.029617	-1.886446	212872_s_at;212872_s_at;	0.183333333;0.01958042;	0.898543
54951	COMMD8	COMM domain containing 8	0.029617	-1.886446	218351_at;218351_at;	0.183333333;0.01958042;	0.898543
103910	MRLC2	myosin regulatory light chain MRLC2	0.029617	-1.886446	221474_at;221474_at;	0.183333333;0.01958042;	0.898543
648852	LOC648852	T-cell gamma precursor protein	0.029617	-1.886446	216298_at;216298_at;	0.183333333;0.01958042;	0.898543
375346	TMEM110	transmembrane protein 110	0.012614	-2.23788	213851_at;213851_at;227078_at;	0.104714455;0.183333333;0.016666667;	0.898429
90634	N4BP2L1	NEDD4 binding protein 2-like 1	0.014387	-2.186568	243843_at;213375_s_at;214906_x_at;	0.116666667;0.183333333;0.005594406;	0.898135
7204	TRIO	triple functional domain (PTPRF interacting)	0.014392	-2.186433	209011_at;244793_at;209013_x_at;	0.266666667;0.033333333;0.005594406;	0.898135
64651	AXUD1	AXIN1 up-regulated 1	0.044588	-1.699758	243326_at;243326_at;	0.164334109;0.03963481;	0.898016
6370	CCL25	chemokine (C-C motif) ligand 25	0.027352	-1.921227	206988_at;206988_at;	0.089192418;0.116666667;	0.89707
9869	SETDB1	SET domain, bifurcated 1	0.027352	-1.921227	214197_s_at;214197_s_at;	0.089192418;0.116666667;	0.89707
80381	CD276	CD276 molecule	0.049588	-1.648861	224859_at;224859_at;	0.116666667;0.089192418;	0.89707
143153	FLJ31958	hypothetical protein FLJ31958	0.049588	-1.648861	232803_at;232803_at;	0.116666667;0.089192418;	0.89707
51363	GALNAC4S-6ST	B cell RAG associated protein	0.013399	-2.214434	244874_at;203066_at;203066_at;	0.116666667;0.075524476;0.116666667;	0.897047
828	CAPS	calcyphosine	0.046797	-1.676738	231728_at;231710_at;	0.140480752;0.066666667;	0.896426
221416	C6orf223	chromosome 6 open reading frame 223	0.046797	-1.676738	239137_x_at;234234_at;	0.140480752;0.066666667;	0.896426
2055	CLN8	ceroid-lipofuscinosis, neuronal 8 (epilepsy, progressive with mental retardation)	0.014729	-2.177304	223912_s_at;219340_s_at;229958_at;	0.183333333;0.116666667;0.011188811;	0.89627
84820	POLR2J4	polymerase (RNA) II (DNA directed) polypeptide J, 13.3kDa pseudogene	0.014729	-2.177304	224517_at;214740_at;1561749_at;	0.183333333;0.116666667;0.011188811;	0.89627
50999	TMED5	transmembrane emp24 protein transport domain containing 5	0.013095	-2.22337	239283_at;1558814_s_at;202195_s_at;	0.183333333;0.106293706;0.022245497;	0.896042
114885	OSBPL11	oxysterol binding protein-like 11	0.01366	-2.206922	229527_s_at;222586_s_at;218304_s_at;	0.170160003;0.075524476;0.066666667;	0.895883
54744	DKFZp566H0824	hypothetical protein DKFZp566H0824	0.030382	-1.875204	207470_at;207470_at;	0.183333333;0.02505989;	0.895803
8826	IQGAP1	IQ motif containing GTPase activating protein 1	0.01477	-2.176205	243321_at;210840_s_at;210840_s_at;	0.266666667;0.033566434;0.016666667;	0.894367
8729	GBF1	golgi-specific brefeldin A resistance factor 1	0.014785	-2.1758	201439_at;233114_at;233114_at;	0.266666667;0.033566434;0.016666667;	0.894367
10241	CALCOCO2	calcium binding and coiled-coil domain 2	0.014785	-2.1758	210817_s_at;210817_s_at;235076_at;	0.266666667;0.033566434;0.016666667;	0.894367
91304	C19orf6	chromosome 19 open reading frame 6	0.014785	-2.1758	213985_s_at;228008_at;228008_at;	0.266666667;0.033566434;0.016666667;	0.894367
51594	NAG	neuroblastoma-amplified protein	0.014233	-2.19079	202926_at;242049_s_at;242049_s_at;	0.183333333;0.066666667;0.06794917;	0.894017
5058	PAK1	p21/Cdc42/Rac1-activated kinase 1 (STE20 homolog, yeast)	0.015261	-2.163247	226507_at;209615_s_at;209615_s_at;	0.183333333;0.01958042;0.116666667;	0.893473
8741	TNFSF13	tumor necrosis factor (ligand) superfamily, member 13	0.015261	-2.163247	229326_at;211495_x_at;211495_x_at;	0.183333333;0.01958042;0.116666667;	0.893473
6650	SOLH	small optic lobes homolog (Drosophila)	0.01527	-2.163004	204275_at;230295_at;230295_at;	0.266666667;0.033333333;0.01958042;	0.893473
79817	MOBKL2B	MOB1, Mps One Binder kinase activator-like 2B (yeast)	0.01527	-2.163004	219265_at;226844_at;219265_at;	0.266666667;0.033333333;0.01958042;	0.893473
1616	DAXX	death-associated protein 6	0.032317	-1.847788	201763_s_at;201763_s_at;	0.208615206;0.005594406;	0.892895
1089	CEACAM4	carcinoembryonic antigen-related cell adhesion molecule 4	0.026602	-1.933258	207205_at;207205_at;	0.148251748;0.066666667;	0.892541
1230	CCR1	chemokine (C-C motif) receptor 1	0.026602	-1.933258	205098_at;205098_at;	0.148251748;0.066666667;	0.892541
2876	GPX1	glutathione peroxidase 1	0.026602	-1.933258	200736_s_at;200736_s_at;	0.148251748;0.066666667;	0.892541
3601	IL15RA	interleukin 15 receptor, alpha	0.026602	-1.933258	207375_s_at;207375_s_at;	0.148251748;0.066666667;	0.892541
5261	PHKG2	phosphorylase kinase, gamma 2 (testis)	0.026602	-1.933258	1556369_a_at;203709_at;	0.148251748;0.066666667;	0.892541
7701	ZNF142	zinc finger protein 142	0.026602	-1.933258	204474_at;37586_at;	0.148251748;0.066666667;	0.892541
8698	EDG6	endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor, 6	0.026602	-1.933258	206437_at;206437_at;	0.148251748;0.066666667;	0.892541
9636	ISG15	ISG15 ubiquitin-like modifier	0.026602	-1.933258	205483_s_at;205483_s_at;	0.148251748;0.066666667;	0.892541
11133	KPTN	kaptin (actin binding protein)	0.026602	-1.933258	220160_s_at;220160_s_at;	0.148251748;0.066666667;	0.892541
54458	PRR13	proline rich 13	0.026602	-1.933258	217794_at;217794_at;	0.148251748;0.066666667;	0.892541
54663	WDR74	WD repeat domain 74	0.026602	-1.933258	218278_at;221712_s_at;	0.148251748;0.066666667;	0.892541
644096	LOC644096	hypothetical protein LOC644096	0.026602	-1.933258	44669_at;221855_at;	0.148251748;0.066666667;	0.892541
27433	TOR2A	torsin family 2, member A	0.048377	-1.660794	227972_at;227972_at;	0.148251748;0.066666667;	0.892541
51239	ANKRD39	ankyrin repeat domain 39	0.048377	-1.660794	223532_at;223532_at;	0.148251748;0.066666667;	0.892541
54567	DLL4	delta-like 4 (Drosophila)	0.048377	-1.660794	223525_at;223525_at;	0.148251748;0.066666667;	0.892541
57701	KIAA1602	KIAA1602	0.048377	-1.660794	231865_at;231865_at;	0.148251748;0.066666667;	0.892541
84066	C1orf49	chromosome 1 open reading frame 49	0.048377	-1.660794	223938_at;223938_at;	0.148251748;0.066666667;	0.892541
93587	RG9MTD2	RNA (guanine-9-) methyltransferase domain containing 2	0.048377	-1.660794	231877_at;230243_at;	0.148251748;0.066666667;	0.892541
114971	PTPMT1	protein tyrosine phosphatase, mitochondrial 1	0.048377	-1.660794	223808_s_at;229535_at;	0.148251748;0.066666667;	0.892541
126308	MOBKL2A	MOB1, Mps One Binder kinase activator-like 2A (yeast)	0.048377	-1.660794	235163_at;235163_at;	0.148251748;0.066666667;	0.892541
131870	NUDT16	nudix (nucleoside diphosphate linked moiety X)-type motif 16	0.048377	-1.660794	235054_at;235002_at;	0.148251748;0.066666667;	0.892541
284131	FLJ35220	hypothetical protein FLJ35220	0.048377	-1.660794	238402_s_at;238402_s_at;	0.148251748;0.066666667;	0.892541
359948	IRF2BP2	interferon regulatory factor 2 binding protein 2	0.048377	-1.660794	224569_s_at;225854_x_at;	0.148251748;0.066666667;	0.892541
730184	LOC730184	hypothetical protein LOC730184	0.048377	-1.660794	241053_at;241053_at;	0.148251748;0.066666667;	0.892541
4261	CIITA	class II, major histocompatibility complex, transactivator	0.024814	-1.963159	210925_at;205101_at;	0.198601399;0.016666667;	0.892366
6837	MED22	mediator complex subunit 22	0.024814	-1.963159	206593_s_at;206593_s_at;	0.198601399;0.016666667;	0.892366
23108	GARNL4	GTPase activating Rap/RanGAP domain-like 4	0.024814	-1.963159	213280_at;213280_at;	0.198601399;0.016666667;	0.892366
51054	PLEKHA9	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 9	0.024814	-1.963159	220157_x_at;220157_x_at;	0.198601399;0.016666667;	0.892366
9622	KLK4	kallikrein-related peptidase 4	0.045457	-1.690595	224062_x_at;231782_s_at;	0.198601399;0.016666667;	0.892366
118424	UBE2J2	ubiquitin-conjugating enzyme E2, J2 (UBC6 homolog, yeast)	0.045457	-1.690595	224347_x_at;224347_x_at;	0.198601399;0.016666667;	0.892366
221908	C7orf47	chromosome 7 open reading frame 47	0.045457	-1.690595	226434_at;226434_at;	0.198601399;0.016666667;	0.892366
3018	HIST1H2BB	histone cluster 1, H2bb	0.031602	-1.857751	208547_at;208547_at;	0.183333333;0.033566434;	0.89155
4637	MYL6	myosin, light chain 6, alkali, smooth muscle and non-muscle	0.031602	-1.857751	214002_at;212082_s_at;	0.183333333;0.033566434;	0.89155
4664	NAB1	NGFI-A binding protein 1 (EGR1 binding protein 1)	0.031602	-1.857751	211139_s_at;211139_s_at;	0.183333333;0.033566434;	0.89155
4905	NSF	N-ethylmaleimide-sensitive factor	0.031602	-1.857751	202395_at;202395_at;	0.183333333;0.033566434;	0.89155
7167	TPI1	triosephosphate isomerase 1	0.031602	-1.857751	210050_at;200822_x_at;	0.183333333;0.033566434;	0.89155
8367	HIST1H4E	histone cluster 1, H4e	0.031602	-1.857751	206951_at;206951_at;	0.183333333;0.033566434;	0.89155
8487	SIP1	survival of motor neuron protein interacting protein 1	0.031602	-1.857751	211114_x_at;205063_at;	0.183333333;0.033566434;	0.89155
10817	FRS3	fibroblast growth factor receptor substrate 3	0.031602	-1.857751	219907_at;219907_at;	0.183333333;0.033566434;	0.89155
11024	LILRA1	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 1	0.031602	-1.857751	210660_at;210660_at;	0.183333333;0.033566434;	0.89155
11056	DDX52	DEAD (Asp-Glu-Ala-Asp) box polypeptide 52	0.031602	-1.857751	210320_s_at;210320_s_at;	0.183333333;0.033566434;	0.89155
23268	DNMBP	dynamin binding protein	0.031602	-1.857751	212838_at;212838_at;	0.183333333;0.033566434;	0.89155
27352	SGSM3	small G protein signaling modulator 3	0.031602	-1.857751	203014_x_at;215519_x_at;	0.183333333;0.033566434;	0.89155
29780	PARVB	parvin, beta	0.031602	-1.857751	37965_at;37966_at;	0.183333333;0.033566434;	0.89155
29935	RPA4	replication protein A4, 34kDa	0.031602	-1.857751	221143_at;221143_at;	0.183333333;0.033566434;	0.89155
54788	DNAJB12	DnaJ (Hsp40) homolog, subfamily B, member 12	0.031602	-1.857751	202867_s_at;214338_at;	0.183333333;0.033566434;	0.89155
58526	MID1IP1	MID1 interacting protein 1 (gastrulation specific G12 homolog (zebrafish))	0.031602	-1.857751	218251_at;218251_at;	0.183333333;0.033566434;	0.89155
79081	C11orf48	chromosome 11 open reading frame 48	0.031602	-1.857751	221637_s_at;221637_s_at;	0.183333333;0.033566434;	0.89155
153718			0.031602	-1.857751	209327_s_at;209327_s_at;	0.183333333;0.033566434;	0.89155
64499	TPSB2	tryptase beta 2	0.033095	-1.837133	207134_x_at;207134_x_at;	0.208615206;0.010787449;	0.890299
3932	LCK	lymphocyte-specific protein tyrosine kinase	0.031988	-1.85234	204891_s_at;204890_s_at;	0.183333333;0.036203362;	0.890232
2710	GK	glycerol kinase	0.032103	-1.850742	214681_at;215975_x_at;	0.183333333;0.036982017;	0.889842
79948	PRG2	plasticity-related gene 2	0.032103	-1.850742	220798_x_at;220798_x_at;	0.183333333;0.036982017;	0.889842
84861	KLHL22	kelch-like 22 (Drosophila)	0.032103	-1.850742	222141_at;222141_at;	0.183333333;0.036982017;	0.889842
1457	CSNK2A1	casein kinase 2, alpha 1 polypeptide	0.013858	-2.20128	206075_s_at;237907_at;212075_s_at;	0.148251748;0.066666667;0.116666667;	0.889472
5051	PAFAH2	platelet-activating factor acetylhydrolase 2, 40kDa	0.02942	-1.88938	205233_s_at;205233_s_at;	0.104714455;0.116666667;	0.889309
222255	ATXN7L1	ataxin 7-like 1	0.016179	-2.139952	227732_at;1560747_at;216144_at;	0.266666667;0.033566434;0.033333333;	0.888811
3720	JARID2	jumonji, AT rich interactive domain 2	0.016185	-2.139817	240828_at;232835_at;203298_s_at;	0.183333333;0.033566434;0.116666667;	0.888811
3052	HCCS	holocytochrome c synthase (cytochrome c heme-lyase)	0.029638	-1.88614	203746_s_at;203746_s_at;	0.106293706;0.116666667;	0.88852
6708	SPTA1	spectrin, alpha, erythrocytic 1 (elliptocytosis 2)	0.029638	-1.88614	206937_at;206937_at;	0.106293706;0.116666667;	0.88852
7702	ZNF143	zinc finger protein 143	0.029638	-1.88614	215711_s_at;215711_s_at;	0.106293706;0.116666667;	0.88852
7804	LRP8	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor	0.029638	-1.88614	1566903_at;205282_at;	0.106293706;0.116666667;	0.88852
9435	CHST2	carbohydrate (N-acetylglucosamine-6-O) sulfotransferase 2	0.029638	-1.88614	203921_at;203921_at;	0.106293706;0.116666667;	0.88852
11319	ECD	ecdysoneless homolog (Drosophila)	0.029638	-1.88614	203013_at;203013_at;	0.106293706;0.116666667;	0.88852
51510	CHMP5	chromatin modifying protein 5	0.029638	-1.88614	218085_at;219356_s_at;	0.106293706;0.116666667;	0.88852
54552	GNL3L	guanine nucleotide binding protein-like 3 (nucleolar)-like	0.029638	-1.88614	205010_at;205010_at;	0.106293706;0.116666667;	0.88852
116496	FAM129A	family with sequence similarity 129, member A	0.029638	-1.88614	217967_s_at;217967_s_at;	0.106293706;0.116666667;	0.88852
119016	CTGLF1	centaurin, gamma-like family, member 1	0.029638	-1.88614	221850_x_at;221971_x_at;	0.106293706;0.116666667;	0.88852
652128	LOC652128	similar to Ig heavy chain V-II region ARH-77 precursor	0.029638	-1.88614	211637_x_at;211637_x_at;	0.106293706;0.116666667;	0.88852
1998	ELF2	E74-like factor 2 (ets domain transcription factor)	0.01691	-2.122203	226138_s_at;203822_s_at;210361_s_at;	0.116666667;0.208615206;0.011188811;	0.887843
9450	LY86	lymphocyte antigen 86	0.016164	-2.140334	244158_at;205859_at;205859_at;	0.170160003;0.05034965;0.116666667;	0.887608
8220	DGCR14	DiGeorge syndrome critical region gene 14	0.013427	-2.213639	32032_at;241748_x_at;204383_at;	0.198601399;0.116666667;0.022245497;	0.887495
26036	ZNF451	zinc finger protein 451	0.015573	-2.155202	215012_at;215012_at;232029_at;	0.183333333;0.089192418;0.066666667;	0.886936
89910	UBE3B	ubiquitin protein ligase E3B	0.015275	-2.162889	232301_at;212403_at;212403_at;	0.116666667;0.106293706;0.116666667;	0.886791
3985	LIMK2	LIM domain kinase 2	0.03324	-1.835178	210582_s_at;210582_s_at;	0.183333333;0.044568465;	0.886049
