Kegg Pathway	Pathway description	Gene symbol	Parametric p-value	Hazard Ratio
hsa04810	Regulation of actin cytoskeleton	FGF13	0.0528225	0.582
hsa04810	Regulation of actin cytoskeleton	CSK	0.0538248	0.713
hsa04810	Regulation of actin cytoskeleton	BAIAP2	0.0569787	0.653
hsa04810	Regulation of actin cytoskeleton	PIK3R5	0.0572576	0.603
hsa04810	Regulation of actin cytoskeleton	HRAS	0.0580522	1.443
hsa04810	Regulation of actin cytoskeleton	PIK3CD	0.0585009	0.638
hsa04810	Regulation of actin cytoskeleton	ITGB2	0.0644824	0.709
hsa04810	Regulation of actin cytoskeleton	CYFIP2	0.0688386	0.639
hsa04810	Regulation of actin cytoskeleton	KRAS	0.0713768	1.402
hsa04810	Regulation of actin cytoskeleton	ARHGEF6	0.0756288	0.731
hsa04810	Regulation of actin cytoskeleton	FGF19	0.0778302	0.78
hsa04810	Regulation of actin cytoskeleton	MYH10	0.0843796	1.217
hsa04810	Regulation of actin cytoskeleton	PIP5K3	0.0846737	1.569
hsa04810	Regulation of actin cytoskeleton	ITGA11	0.0894677	1.238
hsa04810	Regulation of actin cytoskeleton	ITGAX	0.0945205	0.66
hsa04810	Regulation of actin cytoskeleton	ARHGEF7	0.0961901	1.481
hsa04810	Regulation of actin cytoskeleton	PDGFRA	0.0980182	1.162
hsa04810	Regulation of actin cytoskeleton	MOS	0.0998467	1.212
hsa04810	Regulation of actin cytoskeleton	WASL	0.1021485	1.335
hsa04810	Regulation of actin cytoskeleton	MYH14	0.1025863	0.601
hsa04810	Regulation of actin cytoskeleton	GSN	0.1029204	0.829
hsa04810	Regulation of actin cytoskeleton	FGF18	0.1045337	1.187
hsa04810	Regulation of actin cytoskeleton	ITGB1	0.1057269	1.341
hsa04810	Regulation of actin cytoskeleton	APC2	0.106551	0.678
hsa04810	Regulation of actin cytoskeleton	PAK3	0.108398	0.796
hsa04810	Regulation of actin cytoskeleton	PPP1CC	0.1085484	1.309
hsa04810	Regulation of actin cytoskeleton	ARPC5	0.115432	1.289
hsa04810	Regulation of actin cytoskeleton	FGF7	0.1155744	0.562
hsa04810	Regulation of actin cytoskeleton	PFN2	0.1221025	1.208
hsa04810	Regulation of actin cytoskeleton	PDGFB	0.1280621	0.711
hsa04810	Regulation of actin cytoskeleton	GNA13	0.1294987	1.251
hsa04810	Regulation of actin cytoskeleton	ITGAE	0.1353017	1.219
hsa04810	Regulation of actin cytoskeleton	ITGAD	0.1364804	0.674
hsa04810	Regulation of actin cytoskeleton	INS	0.1374912	0.699
hsa04810	Regulation of actin cytoskeleton	ARPC1A	0.1406082	1.322
hsa04810	Regulation of actin cytoskeleton	PAK6	0.1436089	0.777
hsa04810	Regulation of actin cytoskeleton	FGFR2	0.1517296	1.18
hsa04810	Regulation of actin cytoskeleton	PIK3R1	0.1535051	1.237
hsa04810	Regulation of actin cytoskeleton	FGD3	0.1607951	0.767
hsa04810	Regulation of actin cytoskeleton	PIK3CA	0.1618617	1.272
hsa04810	Regulation of actin cytoskeleton	PPP1R12B	0.1624481	0.635
hsa04810	Regulation of actin cytoskeleton	CFL1	0.1652542	0.418
hsa04810	Regulation of actin cytoskeleton	PIK3CB	0.1713162	1.262
hsa04810	Regulation of actin cytoskeleton	ITGA8	0.1715342	0.813
hsa04810	Regulation of actin cytoskeleton	CDC42	0.1805217	1.493
hsa04810	Regulation of actin cytoskeleton	CRK	0.184572	0.7
hsa04810	Regulation of actin cytoskeleton	CHRM4	0.1869891	0.83
hsa04810	Regulation of actin cytoskeleton	PFN4	0.1878947	1.272
hsa04810	Regulation of actin cytoskeleton	PIP5K2B	0.1972945	1.419
hsa04810	Regulation of actin cytoskeleton	NCKAP1L	0.2014242	0.79
hsa04810	Regulation of actin cytoskeleton	CFL2	0.2019153	0.695
hsa04810	Regulation of actin cytoskeleton	SSH3	0.2116185	0.768
hsa04810	Regulation of actin cytoskeleton	FGF22	0.2117491	0.817
hsa04810	Regulation of actin cytoskeleton	PIP5K1B	0.2187544	1.329
hsa04810	Regulation of actin cytoskeleton	MATK	0.2285044	0.74
hsa04810	Regulation of actin cytoskeleton	DIAPH3	0.2303783	1.265
hsa04810	Regulation of actin cytoskeleton	VAV3	0.2374676	1.192
hsa04810	Regulation of actin cytoskeleton	MAP2K2	0.2388039	0.813
hsa04810	Regulation of actin cytoskeleton	MYL3	0.2388102	1.283
hsa04810	Regulation of actin cytoskeleton	F2	0.2800186	1.411
hsa04810	Regulation of actin cytoskeleton	FN1	0.2815089	1.094
hsa04810	Regulation of actin cytoskeleton	ABI2	0.2817727	1.243
hsa04810	Regulation of actin cytoskeleton	PIK3CG	0.2843974	0.808
hsa04810	Regulation of actin cytoskeleton	EGFR	0.3011526	0.73
hsa04810	Regulation of actin cytoskeleton	PAK2	0.3066076	1.147
hsa04810	Regulation of actin cytoskeleton	BRAF	0.3082256	0.799
hsa04810	Regulation of actin cytoskeleton	ARHGEF4	0.31016	0.828
hsa04810	Regulation of actin cytoskeleton	ARPC2	0.3121451	1.226
hsa04810	Regulation of actin cytoskeleton	PTK2	0.3200313	0.749
hsa04810	Regulation of actin cytoskeleton	TMSB4Y	0.3202241	0.819
hsa04810	Regulation of actin cytoskeleton	F2R	0.3211859	1.113
hsa04810	Regulation of actin cytoskeleton	FGF17	0.3288278	1.178
hsa04810	Regulation of actin cytoskeleton	ITGA2	0.3531399	0.806
hsa04810	Regulation of actin cytoskeleton	BDKRB2	0.3605986	1.152
hsa04810	Regulation of actin cytoskeleton	FGF10	0.366482	1.135
hsa04810	Regulation of actin cytoskeleton	ARPC3	0.3765567	0.86
hsa04810	Regulation of actin cytoskeleton	ITGAL	0.3931017	0.804
hsa04810	Regulation of actin cytoskeleton	ITGA9	0.4043342	0.806
hsa04810	Regulation of actin cytoskeleton	NRAS	0.4092444	1.22
hsa04810	Regulation of actin cytoskeleton	SOS2	0.4307275	0.829
hsa04810	Regulation of actin cytoskeleton	DIAPH2	0.4345977	0.888
hsa04810	Regulation of actin cytoskeleton	MYH9	0.4365881	1.137
hsa04810	Regulation of actin cytoskeleton	ACTN4	0.4383939	1.148
hsa04810	Regulation of actin cytoskeleton	VAV2	0.4386342	0.782
hsa04810	Regulation of actin cytoskeleton	WAS	0.4468088	0.858
hsa04810	Regulation of actin cytoskeleton	FGF2	0.4551407	1.216
hsa04810	Regulation of actin cytoskeleton	WASF1	0.4600984	0.8
hsa04810	Regulation of actin cytoskeleton	PDGFRB	0.4923498	1.246
hsa04810	Regulation of actin cytoskeleton	FGF11	0.4932894	0.863
hsa04810	Regulation of actin cytoskeleton	TIAM2	0.4990982	1.208
hsa04810	Regulation of actin cytoskeleton	FGF5	0.5048362	0.881
hsa04810	Regulation of actin cytoskeleton	LIMK1	0.522722	0.865
hsa04810	Regulation of actin cytoskeleton	CD14	0.5252951	0.927
hsa04810	Regulation of actin cytoskeleton	PIP5K1C	0.5268978	0.859
hsa04810	Regulation of actin cytoskeleton	MYLK	0.5307506	1.08
hsa04810	Regulation of actin cytoskeleton	CHRM2	0.5344744	1.171
hsa04810	Regulation of actin cytoskeleton	APC	0.5396907	1.13
hsa04810	Regulation of actin cytoskeleton	FGF4	0.5413363	1.095
hsa04810	Regulation of actin cytoskeleton	GRLF1	0.5451601	0.905
hsa04810	Regulation of actin cytoskeleton	PFN1	0.5458235	1.279
hsa04810	Regulation of actin cytoskeleton	MAP2K1	0.5508973	0.853
hsa04810	Regulation of actin cytoskeleton	GIT1	0.5590978	0.878
hsa04810	Regulation of actin cytoskeleton	SLC9A1	0.5621169	0.91
hsa04810	Regulation of actin cytoskeleton	IQGAP2	0.5699378	1.101
hsa04810	Regulation of actin cytoskeleton	SSH1	0.5741314	0.858
hsa04810	Regulation of actin cytoskeleton	PAK7	0.5914194	1.17
hsa04810	Regulation of actin cytoskeleton	FGF3	0.59194	0.966
hsa04810	Regulation of actin cytoskeleton	MYL1	0.5919824	0.85
hsa04810	Regulation of actin cytoskeleton	ARPC4	0.5957691	1.145
hsa04810	Regulation of actin cytoskeleton	PXN	0.5960312	1.102
hsa04810	Regulation of actin cytoskeleton	PPP1CA	0.6079341	1.084
hsa04810	Regulation of actin cytoskeleton	TIAM1	0.6097644	0.844
hsa04810	Regulation of actin cytoskeleton	FGF14	0.6139368	0.882
hsa04810	Regulation of actin cytoskeleton	PAK1	0.6144111	1.064
hsa04810	Regulation of actin cytoskeleton	FGF23	0.6159843	1.12
hsa04810	Regulation of actin cytoskeleton	FGF6	0.6331888	0.888
hsa04810	Regulation of actin cytoskeleton	VAV1	0.6332961	0.906
hsa04810	Regulation of actin cytoskeleton	NCKAP1	0.6468591	1.176
hsa04810	Regulation of actin cytoskeleton	GNG12	0.6505177	0.865
hsa04810	Regulation of actin cytoskeleton	ITGAV	0.6538645	1.113
hsa04810	Regulation of actin cytoskeleton	MYLK2	0.6708255	1.083
hsa04810	Regulation of actin cytoskeleton	RAF1	0.6873123	1.093
hsa04810	Regulation of actin cytoskeleton	C3orf10	0.6889667	0.939
hsa04810	Regulation of actin cytoskeleton	PAK4	0.7010096	1.058
hsa04810	Regulation of actin cytoskeleton	PIK3R2	0.7194276	0.934
hsa04810	Regulation of actin cytoskeleton	ARPC5L	0.7352055	1.044
hsa04810	Regulation of actin cytoskeleton	BCAR1	0.7480454	0.949
hsa04810	Regulation of actin cytoskeleton	ITGA5	0.7652399	1.046
hsa04810	Regulation of actin cytoskeleton	PIP5K2C	0.7913231	1.039
hsa04810	Regulation of actin cytoskeleton	ITGA4	0.7957444	0.955
hsa04810	Regulation of actin cytoskeleton	MAPK3	0.8000766	1.041
hsa04810	Regulation of actin cytoskeleton	MSN	0.801095	0.946
hsa04810	Regulation of actin cytoskeleton	PIK3R3	0.8013442	1.037
hsa04810	Regulation of actin cytoskeleton	FGF12	0.8074617	1.049
hsa04810	Regulation of actin cytoskeleton	ITGA7	0.8096257	1.032
hsa04810	Regulation of actin cytoskeleton	SOS1	0.816573	0.941
hsa04810	Regulation of actin cytoskeleton	TTN	0.8181609	0.939
hsa04810	Regulation of actin cytoskeleton	FGF9	0.8213282	1.035
hsa04810	Regulation of actin cytoskeleton	ACTN2	0.8258777	0.964
hsa04810	Regulation of actin cytoskeleton	CHRM3	0.8260787	1.029
hsa04810	Regulation of actin cytoskeleton	SSH2	0.8299915	1.075
hsa04810	Regulation of actin cytoskeleton	VCL	0.8308262	1.032
hsa04810	Regulation of actin cytoskeleton	RRAS	0.834549	0.967
hsa04810	Regulation of actin cytoskeleton	DOCK1	0.8448567	1.033
hsa04810	Regulation of actin cytoskeleton	CHRM5	0.8488456	0.962
hsa04810	Regulation of actin cytoskeleton	ITGB8	0.8516351	1.021
hsa04810	Regulation of actin cytoskeleton	ACTN1	0.8536555	0.969
hsa04810	Regulation of actin cytoskeleton	BDKRB1	0.8620653	1.022
hsa04810	Regulation of actin cytoskeleton	ACTB	0.8820674	1.07
hsa04810	Regulation of actin cytoskeleton	ITGA2B	0.8888366	0.962
hsa04810	Regulation of actin cytoskeleton	VIL2	0.8984628	0.984
hsa04810	Regulation of actin cytoskeleton	MAPK1	0.9052701	0.982
hsa04810	Regulation of actin cytoskeleton	TMSB4X	0.9062814	1.033
hsa04810	Regulation of actin cytoskeleton	CRKL	0.9089294	1.018
hsa04810	Regulation of actin cytoskeleton	FGF8	0.9126569	1.025
hsa04810	Regulation of actin cytoskeleton	ARPC1B	0.9134249	0.983
hsa04810	Regulation of actin cytoskeleton	ITGA10	0.9190743	0.969
hsa04810	Regulation of actin cytoskeleton	CYFIP1	0.9218836	0.975
hsa04810	Regulation of actin cytoskeleton	CHRM1	0.9269665	0.985
hsa04810	Regulation of actin cytoskeleton	ARHGEF12	0.934255	1.023
hsa04810	Regulation of actin cytoskeleton	ITGA3	0.9393344	1.018
hsa04810	Regulation of actin cytoskeleton	PIP5K1A	0.9437055	0.977
hsa04810	Regulation of actin cytoskeleton	IQGAP1	0.9480986	1.008
hsa04810	Regulation of actin cytoskeleton	ITGA6	0.9712541	0.991
hsa04810	Regulation of actin cytoskeleton	RAC3	0.9752804	0.992
hsa04810	Regulation of actin cytoskeleton	FGFR4	0.9773402	0.991
hsa04810	Regulation of actin cytoskeleton	PIP5K2A	0.9842017	0.996
hsa04910	Insulin signaling pathway	GSK3B	0.0014928	0.489
hsa04910	Insulin signaling pathway	RHEB	0.0039269	1.609
hsa04910	Insulin signaling pathway	PRKAA1	0.0151926	1.573
hsa04910	Insulin signaling pathway	MAPK10	0.0195041	0.641
hsa04910	Insulin signaling pathway	CBL	0.0262495	0.701
hsa04910	Insulin signaling pathway	CBLB	0.0309153	0.575
hsa04910	Insulin signaling pathway	MKNK2	0.0341678	0.619
hsa04910	Insulin signaling pathway	PCK2	0.0390802	0.719
hsa04910	Insulin signaling pathway	RHOQ	0.0512488	1.422
hsa04910	Insulin signaling pathway	PRKACB	0.0559549	0.649
hsa04910	Insulin signaling pathway	PIK3R5	0.0572576	0.603
hsa04910	Insulin signaling pathway	HRAS	0.0580522	1.443
hsa04910	Insulin signaling pathway	PIK3CD	0.0585009	0.638
hsa04910	Insulin signaling pathway	CBLC	0.0592546	0.696
hsa04910	Insulin signaling pathway	MAPK8	0.059392	1.327
hsa04910	Insulin signaling pathway	PRKAR1A	0.0629193	1.292
hsa04910	Insulin signaling pathway	PRKAR2A	0.0638263	1.517
hsa04910	Insulin signaling pathway	PHKG1	0.0651814	1.254
hsa04910	Insulin signaling pathway	CALM2	0.0663217	1.424
hsa04910	Insulin signaling pathway	KRAS	0.0713768	1.402
hsa04910	Insulin signaling pathway	FRAP1	0.0817358	1.404
hsa04910	Insulin signaling pathway	PFKM	0.1057341	1.316
hsa04910	Insulin signaling pathway	PPP1CC	0.1085484	1.309
hsa04910	Insulin signaling pathway	FBP1	0.1175094	0.817
hsa04910	Insulin signaling pathway	PRKACA	0.1184354	0.8
hsa04910	Insulin signaling pathway	SREBF1	0.1270919	0.789
hsa04910	Insulin signaling pathway	INS	0.1374912	0.699
hsa04910	Insulin signaling pathway	IKBKB	0.1454419	0.754
hsa04910	Insulin signaling pathway	PIK3R1	0.1535051	1.237
hsa04910	Insulin signaling pathway	IRS2	0.1590808	0.757
hsa04910	Insulin signaling pathway	PIK3CA	0.1618617	1.272
hsa04910	Insulin signaling pathway	PRKAB1	0.1662476	1.352
hsa04910	Insulin signaling pathway	PIK3CB	0.1713162	1.262
hsa04910	Insulin signaling pathway	CRK	0.184572	0.7
hsa04910	Insulin signaling pathway	FLOT2	0.1859653	1.246
hsa04910	Insulin signaling pathway	GYS1	0.2108674	0.827
hsa04910	Insulin signaling pathway	SHC1	0.2176552	1.266
hsa04910	Insulin signaling pathway	RPS6KB1	0.2290422	1.234
hsa04910	Insulin signaling pathway	PHKA2	0.2335463	0.795
hsa04910	Insulin signaling pathway	GCK	0.2368403	1.407
hsa04910	Insulin signaling pathway	MAP2K2	0.2388039	0.813
hsa04910	Insulin signaling pathway	PRKAA2	0.2647585	0.893
hsa04910	Insulin signaling pathway	PFKL	0.268548	1.263
hsa04910	Insulin signaling pathway	SLC2A4	0.2712254	1.261
hsa04910	Insulin signaling pathway	GYS2	0.2716872	1.284
hsa04910	Insulin signaling pathway	EIF4E2	0.2746399	1.227
hsa04910	Insulin signaling pathway	PHKA1	0.2843749	0.768
hsa04910	Insulin signaling pathway	PIK3CG	0.2843974	0.808
hsa04910	Insulin signaling pathway	AKT3	0.2936963	1.132
hsa04910	Insulin signaling pathway	TRIP10	0.3052688	1.243
hsa04910	Insulin signaling pathway	PYGM	0.3065436	0.749
hsa04910	Insulin signaling pathway	BAD	0.3167386	1.286
hsa04910	Insulin signaling pathway	MKNK1	0.3222722	0.923
hsa04910	Insulin signaling pathway	IRS4	0.3331596	0.825
hsa04910	Insulin signaling pathway	SOCS3	0.350403	0.828
hsa04910	Insulin signaling pathway	SOCS6	0.3529566	0.783
hsa04910	Insulin signaling pathway	SHC3	0.3541398	0.841
hsa04910	Insulin signaling pathway	PRKCZ	0.3547073	0.878
hsa04910	Insulin signaling pathway	SOCS1	0.373097	0.821
hsa04910	Insulin signaling pathway	TSC1	0.3743162	0.829
hsa04910	Insulin signaling pathway	SORBS1	0.3780846	0.734
hsa04910	Insulin signaling pathway	PDPK1	0.3789063	0.902
hsa04910	Insulin signaling pathway	NRAS	0.4092444	1.22
hsa04910	Insulin signaling pathway	PPP1R3A	0.4290126	0.851
hsa04910	Insulin signaling pathway	SOS2	0.4307275	0.829
hsa04910	Insulin signaling pathway	RPS6	0.4442325	1.15
hsa04910	Insulin signaling pathway	PPARGC1A	0.4670654	0.858
hsa04910	Insulin signaling pathway	PKM2	0.4841533	1.103
hsa04910	Insulin signaling pathway	PKLR	0.5022971	0.815
hsa04910	Insulin signaling pathway	AKT2	0.523606	1.125
hsa04910	Insulin signaling pathway	MAP2K1	0.5508973	0.853
hsa04910	Insulin signaling pathway	TSC2	0.5589233	1.11
hsa04910	Insulin signaling pathway	SHC2	0.5656277	1.133
hsa04910	Insulin signaling pathway	PPP1R3C	0.5675354	0.911
hsa04910	Insulin signaling pathway	SOCS2	0.5799365	1.089
hsa04910	Insulin signaling pathway	RAPGEF1	0.5891719	1.06
hsa04910	Insulin signaling pathway	EIF4E	0.5901934	1.122
hsa04910	Insulin signaling pathway	LIPE	0.5971904	1.125
hsa04910	Insulin signaling pathway	PPP1CA	0.6079341	1.084
hsa04910	Insulin signaling pathway	ACACA	0.6162222	1.083
hsa04910	Insulin signaling pathway	PDE3A	0.625919	1.098
hsa04910	Insulin signaling pathway	PRKACG	0.6309917	0.869
hsa04910	Insulin signaling pathway	RPS6KB2	0.6318295	1.097
hsa04910	Insulin signaling pathway	MAPK9	0.6404316	0.914
hsa04910	Insulin signaling pathway	FBP2	0.6455216	0.899
hsa04910	Insulin signaling pathway	AKT1	0.6488743	1.21
hsa04910	Insulin signaling pathway	EIF4EBP1	0.6529201	0.934
hsa04910	Insulin signaling pathway	PRKY	0.6529573	1.136
hsa04910	Insulin signaling pathway	PRKAB2	0.6812614	0.909
hsa04910	Insulin signaling pathway	PCK1	0.6851974	0.953
hsa04910	Insulin signaling pathway	RAF1	0.6873123	1.093
hsa04910	Insulin signaling pathway	PRKAR2B	0.6923413	0.944
hsa04910	Insulin signaling pathway	FASN	0.7125096	0.963
hsa04910	Insulin signaling pathway	PRKAG1	0.7165628	1.056
hsa04910	Insulin signaling pathway	PIK3R2	0.7194276	0.934
hsa04910	Insulin signaling pathway	PYGB	0.7558179	0.932
hsa04910	Insulin signaling pathway	PHKB	0.7593759	0.898
hsa04910	Insulin signaling pathway	INSR	0.767248	1.045
hsa04910	Insulin signaling pathway	CALML3	0.7746025	0.97
hsa04910	Insulin signaling pathway	CALM3	0.7789745	0.953
hsa04910	Insulin signaling pathway	ACACB	0.7945071	0.947
hsa04910	Insulin signaling pathway	MAPK3	0.8000766	1.041
hsa04910	Insulin signaling pathway	PIK3R3	0.8013442	1.037
hsa04910	Insulin signaling pathway	PPP1R3D	0.8112779	0.959
hsa04910	Insulin signaling pathway	SOS1	0.816573	0.941
hsa04910	Insulin signaling pathway	G6PC	0.8220213	1.068
hsa04910	Insulin signaling pathway	ELK1	0.8326871	0.951
hsa04910	Insulin signaling pathway	PTPN1	0.8556624	1.032
hsa04910	Insulin signaling pathway	PTPRF	0.8657378	1.021
hsa04910	Insulin signaling pathway	IRS1	0.8912037	1.036
hsa04910	Insulin signaling pathway	PHKG2	0.9034288	0.975
hsa04910	Insulin signaling pathway	MAPK1	0.9052701	0.982
hsa04910	Insulin signaling pathway	CRKL	0.9089294	1.018
hsa04910	Insulin signaling pathway	CALML6	0.915578	1.013
hsa04910	Insulin signaling pathway	GRB2	0.9285442	1.019
hsa04910	Insulin signaling pathway	PPP1R3B	0.9447258	0.979
hsa04910	Insulin signaling pathway	PFKP	0.952378	0.99
hsa04910	Insulin signaling pathway	PRKCI	0.9641149	0.995
hsa04910	Insulin signaling pathway	PRKAR1B	0.9652377	0.992
hsa04910	Insulin signaling pathway	PDE3B	0.9738432	0.993
hsa04910	Insulin signaling pathway	PYGL	0.9771689	0.994
hsa04910	Insulin signaling pathway	PRKAG3	0.989383	1.002
