ProbeID (Affymetrix)	Fold Change(CLDN1 transfectants/Mock)	Gene Symbol	Common Name	Description	Location	Function	Genbank	UniGene	RefSeq	Pathways	GO biological process	GO molecular function	GO cellular component	Map_
204858_s_at	0.372	ECGF1	TP; MNGIE; PDECGF; hPD-ECGF	endothelial cell growth factor 1 (platelet-derived)	Extracellular Space	growth factor	NM_001953	Hs.546251	NM_001953	KEGG pathway: Purine metabolism 00230; KEGG pathway: Pyrimidine metabolism 00240; Reactome Event:Nucleotide metabolism 15869	GO:6260(DNA replication); GO:1525(angiogenesis); GO:30154(cell differentiation); GO:7166(cell surface receptor linked signal transduction); GO:7267(cell-cell signaling); GO:6935(chemotaxis); GO:8152(metabolism); GO:2(mitochondrial genome maintenance); GO:6206(pyrimidine base metabolism); GO:6220(pyrimidine nucleotide metabolism); GO:7600(sensory perception)	GO:8083(growth factor activity); GO:5161(platelet-derived growth factor receptor binding); GO:9032(thymidine phosphorylase activity); GO:16757(transferase activity, transferring glycosyl groups)	GO:5615(extracellular space); GO:5625(soluble fraction)	22q13
244640_at	0.373	LOC342892	LOC342892	Hypothetical protein LOC342892	Unknown	other	AW440392	Hs.406307	XM_292740					19q13.12
1560208_at	0.373			Homo sapiens cDNA FLJ40299 fis, clone TESTI2028997.			AK097618
209035_at	0.374	MDK	MK; NEGF2; FLJ27379	midkine (neurite growth-promoting factor 2)	Extracellular Space	growth factor	M69148	Hs.82045	NM_001012333		GO:30325(adrenal gland development); GO:30154(cell differentiation); GO:8283(cell proliferation); GO:7267(cell-cell signaling); GO:7399(nervous system development); GO:74(regulation of progression through cell cycle); GO:9611(response to wounding); GO:7165(signal transduction)	GO:5125(cytokine activity); GO:8083(growth factor activity); GO:8201(heparin binding)	GO:5615(extracellular space)	11p11.2
225946_at	0.374	RASSF8	C12orf2	Ras association (RalGDS/AF-6) domain family 8	Unknown	other	BG484552	Hs.269941	NM_007211					12p12.3
204950_at	0.375	CARD8	DACAR; NDPP1; TUCAN; CARDINAL; KIAA0955	caspase recruitment domain family, member 8	Nucleus	other	NM_014959	Hs.446146	NM_014959		GO:42981(regulation of apoptosis)	GO:5515(protein binding)	GO:5634(nucleus)	19q13.32
201010_s_at	0.375	TXNIP	THIF; VDUP1; HHCPA78; EST01027	thioredoxin interacting protein	Cytoplasm	other	NM_006472	Hs.533977	NM_006472		GO:4(biological process unknown)	GO:5554(molecular function unknown)	GO:8372(cellular component unknown)	1q21.1
228045_at	0.375			MRNA; cDNA DKFZp451K063 (from clone DKFZp451K063)			BF438106	Hs.547396						13
228492_at	0.376	USP9Y	USP9Y	Ubiquitin specific peptidase 9, Y-linked (fat facets-like, Drosophila)	Cytoplasm	peptidase	AV681765	Hs.165856	NM_004654					Yq11.2
235843_at	0.377	DGKG	DGKG	Diacylglycerol kinase, gamma 90kDa	Cytoplasm	kinase	BF448158	Hs.171499	NM_001346	Glycerolipid metabolism ; KEGG ; Glycerophospholipid metabolism ; KEGG ; Phosphatidylinositol signaling system ; KEGG				3q27-q28
231832_at	0.378	GALNT4	GALNT4	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 4 (GalNAc-T4)	Cytoplasm	enzyme	AI890347	Hs.567377	NM_003774	O-Glycan biosynthesis ; KEGG				12q21.3-q22
203695_s_at	0.379	DFNA5	ICERE-1	deafness, autosomal dominant 5	Unknown	other	NM_004403	Hs.520708	NM_004403		GO:7605(sensory perception of sound)			7p15
225273_at	0.382	WWC3	KIAA1280; BM042	KIAA1280 protein	Unknown	other	AB033106	Hs.527524	NM_015691					Xp22.32
206581_at	0.383	BNC1	BNC; BSN1; HsT19447	basonuclin 1	Nucleus	transcription regulator	NM_001717	Hs.459153	NM_001717		GO:8544(epidermis development); GO:8284(positive regulation of cell proliferation); GO:6355(regulation of transcription, DNA-dependent); GO:6350(transcription)	GO:46872(metal ion binding); GO:3700(transcription factor activity); GO:8270(zinc ion binding)	GO:5634(nucleus)	15q25.2
229893_at	0.383	FRMD3	FRMD3	FERM domain containing 3	Unknown	other	BF589413	Hs.127535	NM_174938					9q21.32
231618_s_at	0.383	SUNC1	SUNC1	Sad1 and UNC84 domain containing 1	Unknown	other	AI221329	Hs.406741	NM_001030019 ; NM_152782					7p12.3
202759_s_at	0.384	AKAP2	PALM2-AKAP2	Paralemmin 2	Cytoplasm	other	BE879367	Hs.259461	NM_007203 ; NM_147150	G_Protein_Signaling ; GenMAPP				9q31-q33
203390_s_at	0.384	KIF3C	KIF3C	kinesin family member 3C	Cytoplasm	other	NM_002254	Hs.21611	NM_002254		GO:7018(microtubule-based movement)	GO:5524(ATP binding); GO:3777(microtubule motor activity); GO:166(nucleotide binding)	GO:5871(kinesin complex); GO:5874(microtubule)	2p23
229150_at	0.384	MLPH	MLPH	Melanophilin	Cytoplasm	other	AI810764	Hs.102406	NM_024101					2q37.3
233092_s_at	0.386	DKFZP434B061	DKFZP434B061	DKFZP434B061 protein	Unknown	other	AL133561	Hs.448583	XM_375042					13p13
211651_s_at	0.386	LAMB1	LAMB1	laminin, beta 1	Extracellular Space	other	M20206	Hs.489646	NM_002291	KEGG pathway: Cell Communication 01430; KEGG pathway: ECM-receptor interaction 04512; KEGG pathway: Focal adhesion 04510; KEGG pathway: Prion disease 05060	GO:7155(cell adhesion)	GO:5515(protein binding); GO:5198(structural molecule activity)	GO:5604(basement membrane)	7q22
230875_s_at	0.387	ATP11A	ATP11A	ATPase, Class VI, type 11A	Plasma Membrane	transporter	AW068936	Hs.29189	NM_015205 ; NM_032189					13q34
219563_at	0.387	C14ORF139	FLJ21276	chromosome 14 open reading frame 139	Unknown	other	NM_024633	Hs.41502	NM_024633					14q32.13
227140_at	0.387		INHBA	Inhibin, beta A (activin A, activin AB alpha polypeptide)			AI343467	Hs.28792	NM_002192	TGF_Beta_Signaling_Pathway ; GenMAPP				7p15-p13
212906_at	0.388	SF3A3	KIAA1201	GRAM domain containing 1B	Nucleus	other	BE044440	Hs.144725	XM_370660					11q24.1
239572_at	0.39	GJA3		Transcribed locus	Plasma Membrane	transporter	BF726530	Hs.130313						13
212522_at	0.39	PDE8A	PDE8A	Phosphodiesterase 8A	Cytoplasm	enzyme	W73272	Hs.9333	NM_002605 ; NM_173454 ; NM_173455 ; NM_173456 ; NM_173457	G_Protein_Signaling ; GenMAPP ; Purine metabolism ; KEGG				15q25.3
226064_s_at	0.391	DGAT2	DGAT2	Diacylglycerol O-acyltransferase homolog 2 (mouse)	Cytoplasm	enzyme	AW469523	Hs.334305	NM_032564					11q13.5
218034_at	0.392	FIS1	Fis1; CGI-135	tetratricopeptide repeat domain 11	Cytoplasm	other	NM_016068	Hs.423968	NM_016068		GO:6915(apoptosis)	GO:5488(binding)	GO:16021(integral to membrane); GO:5739(mitochondrion)	7q22.1
222421_at	0.392	UBE2H	UBE2H	Ubiquitin-conjugating enzyme E2H (UBC8 homolog, yeast)	Cytoplasm	enzyme	BF435617	Hs.344165	NM_003344 ; NM_182697	Ubiquitin mediated proteolysis ; KEGG ;  ; KEGG				7q32
211379_x_at	0.393	B3GALNT1	P; P1; GLCT3; galT3; Gb4Cer; B3GALNT1; beta3Gal-T3	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 3	Cytoplasm	enzyme	AB050855	Hs.418062	NM_003781	KEGG pathway: Globoside metabolism 00603	GO:6486(protein amino acid glycosylation)	GO:8499(UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity); GO:47273(galactosylgalactosylglucosylceramide beta-D-acetylgalactosaminyltransferase activity); GO:8378(galactosyltransferase activity); GO:287(magnesium ion binding); GO:16757(transferase activity, transferring glycosyl groups)	GO:5795(Golgi stack); GO:16021(integral to membrane); GO:16020(membrane)	3q25
201008_s_at	0.393	TXNIP	TXNIP	Thioredoxin interacting protein	Cytoplasm	other	AA812232	Hs.533977	NM_006472					1q21.1
220060_s_at	0.394	C12ORF48	FLJ20641	hypothetical protein FLJ20641	Unknown	other	NM_017915	Hs.330663	NM_017915					12q23.3
230871_at	0.395	DHX30	DHX30	DEAH (Asp-Glu-Ala-His) box polypeptide 30	Nucleus	enzyme	H67762	Hs.517948	NM_014966 ; NM_138614 ; NM_138615					3p21.31
216236_s_at	0.395	SLC2A3	GLUT3	solute carrier family 2 (facilitated glucose transporter), member 3	Plasma Membrane	transporter	AL110298	Hs.210227	NM_006931	Reactome Event:Metabolism of sugars 71387	GO:5975(carbohydrate metabolism); GO:8643(carbohydrate transport); GO:15758(glucose transport)	GO:5355(glucose transporter activity); GO:5351(sugar porter activity); GO:5215(transporter activity)	GO:16021(integral to membrane); GO:16020(membrane); GO:5624(membrane fraction)	12p13.3
242521_at	0.395			CDNA clone IMAGE:30349460			BF512556	Hs.549563						19
223690_at	0.396	LTBP2	LTBP3; MSTP031; C14orf141	latent transforming growth factor beta binding protein 2	Extracellular Space	other	AF113211	Hs.512776	NM_000428		GO:6858(extracellular transport); GO:9306(protein secretion); GO:6605(protein targeting); GO:74(regulation of progression through cell cycle); GO:7179(transforming growth factor beta receptor signaling pathway)	GO:5509(calcium ion binding); GO:19838(growth factor binding)	GO:5578(extracellular matrix (sensu Metazoa)); GO:5615(extracellular space)	14q24
222784_at	0.396	SMOC1	SMOC1	SPARC related modular calcium binding 1	Extracellular Space	other	AJ249900	Hs.497349	NM_001034852			GO:5509(calcium ion binding)	GO:5604(basement membrane)	14q24.2
226694_at	0.397	AKAP2	PALM2-AKAP2	Paralemmin 2	Cytoplasm	other	BG540494	Hs.259461	NM_007203 ; NM_147150	G_Protein_Signaling ; GenMAPP				9q31-q33
219644_at	0.398	CCDC41	NY-REN-58	coiled-coil domain containing 41	Unknown	other	NM_016122	Hs.279209	NM_016122					12q22
226129_at	0.398	FAM83H	FLJ46072	FLJ46072 protein	Unknown	other	AI949095	Hs.67776	NM_198488					8q24.3
223827_at	0.399	TNFRSF19	TAJ; TROY; TRADE; TAJ-alpha	tumor necrosis factor receptor superfamily, member 19	Plasma Membrane	transmembrane receptor	AF246998	Hs.149168	NM_018647	KEGG pathway: Cytokine-cytokine receptor interaction 04060	GO:7254(JNK cascade); GO:6915(apoptosis); GO:6917(induction of apoptosis)	GO:5515(protein binding); GO:4872(receptor activity); GO:5031(tumor necrosis factor receptor activity)	GO:16021(integral to membrane)	13q12.11-q12.3
201009_s_at	0.399	TXNIP	TXNIP	Thioredoxin interacting protein	Cytoplasm	other	AI439556	Hs.533977	NM_006472					1q21.1
202897_at	0.4	SIRPA	BIT; MFR; P84; SIRP; MYD-1; SHPS1; SHPS-1; SIRPalpha; SIRPalpha2; SIRP-ALPHA-1	protein tyrosine phosphatase, non-receptor type substrate 1	Plasma Membrane	phosphatase	AB023430	Hs.128846	NM_080792	; KEGG ; Calcium signaling pathway ; KEGG ; Type I diabetes mellitus ; KEGG				20p13
225912_at	0.4	TP53INP1	TP53INP1	Tumor protein p53 inducible nuclear protein 1	Nucleus	other	AW341649	Hs.492261	NM_033285					8q22
215149_at	0.4			CDNA clone IMAGE:5260262			AF052109	Hs.12473						1
1556134_a_at	0.401	B3GNT5	B3GNT5	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5	Unknown	enzyme	BC013229	Hs.208267	NM_015078					3q28
223510_at	0.403	NRP2	NP2; NPN2; PRO2714; MGC126574; VEGF165R2	neuropilin 2	Plasma Membrane	kinase	AF280545	Hs.471200	NM_003872		GO:1525(angiogenesis); GO:7411(axon guidance); GO:7155(cell adhesion); GO:30154(cell differentiation); GO:6118(electron transport); GO:7399(nervous system development)	GO:5489(electron transporter activity); GO:4872(receptor activity); GO:17154(semaphorin receptor activity); GO:5021(vascular endothelial growth factor receptor activity)	GO:16021(integral to membrane); GO:16020(membrane); GO:5624(membrane fraction)	2q33.3
222582_at	0.403	PRKAG2	AAKG; WPWS; AAKG2; H91620p	protein kinase, AMP-activated, gamma 2 non-catalytic subunit	Unknown	kinase	AF087875	Hs.549162	NM_016203	KEGG pathway: Adipocytokine signaling pathway 04920; KEGG pathway: Insulin signaling pathway 04910; Reactome Event:Energy Metabolism 163685	GO:6695(cholesterol biosynthesis); GO:6633(fatty acid biosynthesis)	GO:5554(molecular function unknown)	GO:8372(cellular component unknown)	7q35-q36
213923_at	0.403	RAP2B	RAP2B	RAP2B, member of RAS oncogene family	Plasma Membrane	enzyme	AW005535	Hs.98643	NM_002886					3q25.2
201331_s_at	0.403	STAT6	STAT6B; STAT6C; D12S1644; IL-4-STAT	signal transducer and activator of transcription 6, interleukin-4 induced	Nucleus	transcription regulator	BC004973	Hs.524518	NM_003153	KEGG pathway: Jak-STAT signaling pathway 04630	GO:7242(intracellular signaling cascade); GO:6357(regulation of transcription from RNA polymerase II promoter); GO:6355(regulation of transcription, DNA-dependent); GO:7165(signal transduction); GO:6350(transcription)	GO:5509(calcium ion binding); GO:4871(signal transducer activity); GO:3700(transcription factor activity)	GO:5634(nucleus)	12q13
227780_s_at	0.403			Transcribed locus, strongly similar to XP_549577.2 PREDICTED: hypothetical protein XP_549577 [Canis familiaris]			AI422211	Hs.483538						5
218627_at	0.404	FLJ11259	FLJ11259	hypothetical protein FLJ11259	Unknown	other	NM_018370	Hs.525634	NM_018370					12q23.3
218885_s_at	0.404	GALNT12	FLJ21212; GalNAc-T10	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 12 (GalNAc-T12)	Cytoplasm	enzyme	NM_024642	Hs.47099	NM_024642	KEGG pathway: O-Glycan biosynthesis 00512		GO:5509(calcium ion binding); GO:30145(manganese ion binding); GO:4653(polypeptide N-acetylgalactosaminyltransferase activity); GO:5529(sugar binding); GO:16757(transferase activity, transferring glycosyl groups)	GO:5795(Golgi stack); GO:16021(integral to membrane)	9q22.33
219241_x_at	0.404	SSH3	SSH-3; FLJ10928; FLJ20515	slingshot homolog 3 (Drosophila)	Unknown	phosphatase	NM_017857	Hs.29173	NM_017857	KEGG pathway: Regulation of actin cytoskeleton 04810	GO:6470(protein amino acid dephosphorylation)	GO:8138(protein tyrosine/serine/threonine phosphatase activity)		11q13.2
201645_at	0.404	TNC	TN; HXB	tenascin C (hexabrachion)	Extracellular Space	other	NM_002160	Hs.143250	NM_002160	KEGG pathway: Cell Communication 01430; KEGG pathway: ECM-receptor interaction 04512; KEGG pathway: Focal adhesion 04510	GO:7155(cell adhesion)	GO:5515(protein binding)	GO:5578(extracellular matrix (sensu Metazoa))	9q33
205067_at	0.405	IL1B	IL-1; IL1F2; IL1-BETA	interleukin 1, beta	Extracellular Space	cytokine	NM_000576	Hs.126256	NM_000576	KEGG pathway: Apoptosis 04210; KEGG pathway: Cytokine-cytokine receptor interaction 04060; KEGG pathway: Hematopoietic cell lineage 04640; KEGG pathway: MAPK signaling pathway 04010; KEGG pathway: Toll-like receptor signaling pathway 04620; KEGG pathway: Type I diabetes mellitus 04940	GO:19735(antimicrobial humoral response (sensu Vertebrata)); GO:6915(apoptosis); GO:8283(cell proliferation); GO:7267(cell-cell signaling); GO:1660(fever); GO:8285(negative regulation of cell proliferation); GO:74(regulation of progression through cell cycle); GO:7165(signal transduction)	GO:5149(interleukin-1 receptor binding); GO:4871(signal transducer activity)	GO:5615(extracellular space)	2q14
223687_s_at	0.405	LY6K	LY6K	Lymphocyte antigen 6 complex, locus K	Unknown	other	AA723810	Hs.69517	NM_017527					8q24.3
1557690_x_at	0.405	NPAS2	NPAS2	Neuronal PAS domain protein 2	Nucleus	transcription regulator	BU683708	Hs.156832	NM_002518					2q11.2
227314_at	0.406	ITGA2	ITGA2	Integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)	Plasma Membrane	other	N95414	Hs.482077	NM_002203	Integrin-mediated_cell_adhesion_KEGG ; GenMAPP				5q23-q31
203233_at	0.407	IL4R	CD124; IL4RA	interleukin 4 receptor	Plasma Membrane	transmembrane receptor	NM_000418	Hs.513457	NM_000418	KEGG pathway: Cytokine-cytokine receptor interaction 04060; KEGG pathway: Hematopoietic cell lineage 04640; KEGG pathway: Jak-STAT signaling pathway 04630	GO:6955(immune response); GO:7165(signal transduction)	GO:4896(hematopoietin/interferon-class (D200-domain) cytokine receptor activity); GO:4913(interleukin-4 receptor activity); GO:5515(protein binding); GO:4872(receptor activity); GO:5057(receptor signaling protein activity)	GO:5887(integral to plasma membrane); GO:16020(membrane)	16p11.2-p12.1
242871_at	0.407	PAQR5	MPRG	Progestin and adipoQ receptor family member V	Unknown	other	AI934557	Hs.512990	NM_017705					15q23
226529_at	0.407	TMEM106B	FLJ11273	Hypothetical protein FLJ11273	Unknown	other	BF513060	Hs.396358	NM_018374					7p21.3
225521_at	0.409	ANAPC7	APC7	anaphase promoting complex subunit 7	Unknown	other	AL137586	Hs.529280	NM_016238	KEGG pathway: Cell cycle 04110; KEGG pathway: Ubiquitin mediated proteolysis 04120	GO:51301(cell division); GO:7067(mitosis); GO:74(regulation of progression through cell cycle); GO:6512(ubiquitin cycle)	GO:5488(binding)	GO:5680(anaphase-promoting complex)	12q24.11
200838_at	0.411	CTSB	APPS; CPSB	cathepsin B	Cytoplasm	peptidase	NM_001908	Hs.520898	NM_001908		GO:6508(proteolysis)	GO:4213(cathepsin B activity)	GO:5622(intracellular); GO:5764(lysosome)	8p22
205404_at	0.411	HSD11B1	HDL; 11-DH; HSD11; HSD11B; HSD11L; MGC13539; 11-beta-HSD1	hydroxysteroid (11-beta) dehydrogenase 1	Cytoplasm	enzyme	NM_005525	Hs.195040	NM_005525	KEGG pathway: Androgen and estrogen metabolism 00150; KEGG pathway: C21-Steroid hormone metabolism 00140	GO:8211(glucocorticoid metabolism); GO:6629(lipid metabolism); GO:8152(metabolism)	GO:3845(11-beta-hydroxysteroid dehydrogenase activity); GO:16491(oxidoreductase activity)	GO:5789(endoplasmic reticulum membrane); GO:16021(integral to membrane); GO:5792(microsome)	1q32-q41
213988_s_at	0.411	SAT1	SAT	Spermidine/spermine N1-acetyltransferase	Cytoplasm	enzyme	BE971383	Hs.28491	NM_002970	Nucleotide_Metabolism ; GenMAPP ; Arginine and proline metabolism ; KEGG				Xp22.1
228618_at	0.412	PEAR1	FLJ00193	Platelet endothelial aggregation receptor 1	Unknown	other	AL040178	Hs.142003	XM_371320					1q23.1
206907_at	0.412	TNFSF9	4-1BB-L	tumor necrosis factor (ligand) superfamily, member 9	Extracellular Space	cytokine	NM_003811	Hs.1524	NM_003811	KEGG pathway: Cytokine-cytokine receptor interaction 04060	GO:6915(apoptosis); GO:8283(cell proliferation); GO:7267(cell-cell signaling); GO:6955(immune response); GO:7165(signal transduction)	GO:5164(tumor necrosis factor receptor binding)	GO:5615(extracellular space); GO:5887(integral to plasma membrane); GO:16020(membrane)	19p13.3
1552946_at	0.412	ZNF114	MGC17986	zinc finger protein 114	Unknown	other	NM_153608	Hs.511883	NM_153608		GO:6355(regulation of transcription, DNA-dependent)	GO:46872(metal ion binding); GO:3676(nucleic acid binding); GO:8270(zinc ion binding)	GO:5634(nucleus)	19q13.32
226722_at	0.413	FAM20C		601488922F1 NIH_MGC_69 Homo sapiens cDNA clone IMAGE:3891220 5, mRNA sequence.	Extracellular Space	other	BE874872	Hs.134742	NM_020223					7p22.3
218469_at	0.414	GREM1	DRM; PIG2; DAND2; IHG-2; GREMLIN; CKTSF1B1; MGC126660	gremlin 1, cysteine knot superfamily, homolog (Xenopus laevis)	Extracellular Space	other	NM_013372	Hs.40098	NM_013372		GO:7275(development); GO:7399(nervous system development)	GO:5125(cytokine activity); GO:5515(protein binding)	GO:5615(extracellular space)	15q13-q15
206034_at	0.415	SERPINB8	PI8; CAP2	serpin peptidase inhibitor, clade B (ovalbumin), member 8	Cytoplasm	other	NM_002640	Hs.368077	NM_001031848			GO:5515(protein binding); GO:4867(serine-type endopeptidase inhibitor activity)	GO:5829(cytosol)	18q21.3
222173_s_at	0.415	TBC1D2	PARIS1; PARIS-1; TBC1D2A; FLJ10702; FLJ16244; FLJ42782; DKFZp761D1823	TBC1 domain family, member 2	Unknown	other	AK026105	Hs.371016	NM_018421			GO:5096(GTPase activator activity)		9q22.33
219265_at	0.416	MOBKL2B	MOB3B; FLJ13204; FLJ23916; MGC32960	MOB1, Mps One Binder kinase activator-like 2B (yeast)	Unknown	other	NM_024761	Hs.369022	NM_024761			GO:46872(metal ion binding); GO:8270(zinc ion binding)		9p21.2
222277_at	0.416	PCOTH		Prostate collagen triple helix	Cytoplasm	other	BG032839	Hs.569275	NM_001014442					13
224327_s_at	0.418	DGAT2	HMFN1045; DKFZp686A15125	diacylglycerol O-acyltransferase homolog 2 (mouse)	Cytoplasm	enzyme	AB048286	Hs.334305	NM_032564					11q13.5
229845_at	0.42	MAPKAP1	MAPKAP1	Mitogen-activated protein kinase associated protein 1	Unknown	other	BF939919	Hs.495138	NM_001006617 ; NM_001006618 ; NM_001006619 ; NM_001006620 ; NM_001006621 ; NM_024117					9q33.3
225914_s_at	0.421	CAB39L	CAB39L	Calcium binding protein 39-like	Unknown	other	AW242839	Hs.87159	NM_001031724 ; NM_030925					13q14.2
235195_at	0.422	FBXW2	FBXW2	F-box and WD-40 domain protein 2	Cytoplasm	enzyme	BG109988	Hs.494985	NM_012164	Wnt_signaling ; GenMAPP				9q34
