Probe Set	Unigene acc. No.	Gene symbol	Gene	Fold Change	log2 Fold Change	std	p_value	lower cl	upper cl	Detection call
93095_at	Mm.16421	Hmgb1	high mobility group box 1	4.78	2.26	0.08	0	2	2.51	PP PPA
93250_r_at	Mm.1693	Hmgb2	high mobility group box 2	5.56	2.48	0.21	0	1.82	3.13	PP PPA
98038_at	Mm.340	Hmgb3	high mobility group box 3	6	2.59	0.19	0	1.99	3.18	PP PPP
94325_at	Mm.61526	Hmgcs1	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1	1.64	0.72	0.12	0.01	0.35	1.09	PP PPA
96699_at	Mm.2756	Hmgn1	high mobility group nucleosomal binding domain 1	3.47	1.79	0.07	0	1.59	2	PP PPP
101589_at	Mm.911	Hmgn2	high mobility group nucleosomal binding domain 2	3.04	1.6	0.1	0	1.27	1.93	PP PPA
101062_at	Mm.710	Hmox2	heme oxygenase (decycling) 2	-1.97	-0.98	0.11	0	-1.32	-0.64	PP PPP
97272_at	Mm.27927	Hnrpa1	heterogeneous nuclear ribonucleoprotein A1	2.17	1.12	0.18	0.01	0.54	1.7	PP PPA
93117_at	Mm.155896	Hnrpa2b1	heterogeneous nuclear ribonucleoprotein A2/B1	3.45	1.79	0.13	0	1.38	2.19	PP PPP
94303_at	Mm.156892	Hnrpd	heterogeneous nuclear ribonucleoprotein D	3.87	1.95	0.13	0	1.53	2.37	PP PPP
96083_s_at	Mm.195310	Hnrpdl	heterogeneous nuclear ribonucleoprotein D-like	3.61	1.85	0.12	0	1.48	2.23	PP PPP
93990_at	Mm.21740	Hnrph1	heterogeneous nuclear ribonucleoprotein H1	4.99	2.32	0.11	0	1.98	2.66	PP PPP
94041_at	Mm.142872	Hnrpk	heterogeneous nuclear ribonucleoprotein K	2.58	1.37	0.11	0	1.03	1.71	AP APP
104499_at	Mm.30386	Homer1	homer homolog 1 (Drosophila)	-3.09	-1.63	0.24	0.01	-2.38	-0.88	PP PPP
102014_at	Mm.10022	Homer3	homer homolog 3 (Drosophila)	-2.08	-1.06	0.17	0.01	-1.59	-0.53	PP PPP
96672_at	Mm.181852	Hop-pending	homeodomain only protein	-2.48	-1.31	0.12	0	-1.7	-0.92	PP PPP
102864_at	Mm.147	Hoxa7	homeo box A7	-2.28	-1.19	0.17	0.01	-1.73	-0.65	PP PPP
103445_at	Mm.215	Hoxb6	homeo box B6	1.55	0.63	0.08	0	0.38	0.87	PP PPP
103952_at	Mm.258271	Hoxb9	homeo box B9	-2.13	-1.09	0.19	0.01	-1.7	-0.47	PP PPP
96257_at	Mm.29822	Hp1bp3	heterochromatin protein 1, binding protein 3	1.58	0.66	0.12	0.01	0.28	1.04	PP PPP
99944_at	Mm.43587	Hpca	hippocalcin	-1.84	-0.88	0.16	0.01	-1.38	-0.38	PP PPP
103835_f_at	Mm.20937	Hpcal1	hippocalcin-like 1	-1.5	-0.58	0.08	0.01	-0.84	-0.33	PP PPP
100620_at	Mm.6584	Hpd	4-hydroxyphenylpyruvic acid dioxygenase	-1.84	-0.88	0.16	0.01	-1.39	-0.36	PP PPP
160107_at	Mm.18675	Hprt	hypoxanthine guanine phosphoribosyl transferase	2.46	1.3	0.1	0	0.97	1.63	PP PPP
160427_at	Mm.34606	Hrb2	HIV-1 Rev binding protein 2	2.98	1.57	0.12	0	1.19	1.96	PP PPP
96696_at	Mm.27545	Hrmt1l2	heterogeneous nuclear ribonucleoproteins  methyltransferase-like 2 (S. cerevisiae)	9.29	3.22	0.12	0	2.82	3.61	PP PPP
101096_s_at	Mm.7401	Hs1bp1	HS1 binding protein	4.38	2.13	0.08	0	1.87	2.39	PP PPP
93743_at	Mm.21069	Hsbp1	heat shock factor binding protein 1	-1.85	-0.89	0.12	0.01	-1.28	-0.5	PP PPP
103072_at	Mm.140811	Hsd3b1	hydroxysteroid dehydrogenase-1, delta<5>-3-beta	-3.2	-1.68	0.17	0	-2.21	-1.15	PP PPP
160104_at	Mm.157103	Hsd3b7	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7	-3.25	-1.7	0.18	0	-2.26	-1.14	PP PPP
98111_at	Mm.34828	Hsp105	heat shock protein 105	5.04	2.33	0.14	0	1.9	2.77	AP APP
92571_at	Mm.260658	Hspa4	heat shock protein 4	3.7	1.89	0.14	0	1.44	2.34	PP PPP
96594_at	Mm.260658	Hspa4	heat shock protein 4	2.01	1	0.09	0	0.73	1.28	PP PPP
101955_at	Mm.918	Hspa5	heat shock 70kD protein 5 (glucose-regulated protein)	4.3	2.1	0.12	0	1.72	2.49	PP PPP
96564_at	Mm.197551	Hspa8	heat shock protein 8	2.68	1.42	0.11	0	1.06	1.78	PP PPP
97914_at	Mm.2849	Hspa9a	heat shock protein, A	5.13	2.36	0.11	0	2.01	2.7	PP PPP
93747_at	Mm.21092	Hspc121-pending	butyrate-induced transcript 1	2.82	1.49	0.12	0	1.12	1.87	PP PPP
161869_i_at	Mm.1843	Hspca	heat shock protein 1, alpha	-3.85	-1.95	0.17	0	-2.5	-1.39	PP PPP
95282_at	Mm.1843	Hspca	heat shock protein 1, alpha	8.15	3.03	0.13	0	2.62	3.43	PP PPP
95359_at	Mm.2180	Hspcb	heat shock protein 1, beta	2.39	1.26	0.05	0	1.09	1.43	PP PPP
93277_at	Mm.1777	Hspd1	heat shock protein 1 (chaperonin)	8.23	3.04	0.11	0	2.68	3.4	PP PPP
92829_at	Mm.215667	Hspe1	heat shock protein 1 (chaperonin 10)	6.86	2.78	0.16	0	2.25	3.3	PP PPP
102230_at	Mm.10305	Hyal1	hyaluronidase 1	-2.89	-1.53	0.19	0	-2.12	-0.94	PP PPP
98002_at	Mm.249937	Icsbp1	interferon consensus sequence binding protein 1	-1.99	-0.99	0.1	0	-1.31	-0.68	PP PPP
100050_at	Mm.444	Idb1	inhibitor of DNA binding 1	1.9	0.92	0.12	0	0.54	1.31	PP PPA
94534_at	Mm.196043	Idh3a	isocitrate dehydrogenase 3 (NAD+) alpha	2.3	1.2	0.15	0	0.74	1.67	PP PPP
93029_at	Mm.14825	Idh3g	isocitrate dehydrogenase 3 (NAD+), gamma	2.28	1.19	0.11	0	0.83	1.55	PP PPP
96269_at	Mm.29847	Idi1	isopentenyl-diphosphate delta isomerase	2.95	1.56	0.17	0	1.02	2.1	PP PPP
104500_at	Mm.3054	Idua	iduronidase, alpha-L-	-2.13	-1.09	0.14	0	-1.54	-0.64	AP APP
94384_at	Mm.25613	Ier3	immediate early response 3	1.56	0.64	0.11	0.01	0.28	1	PP PPP
92773_at	Mm.12246	Ier5	immediate early response 5	-3.27	-1.71	0.22	0	-2.42	-1	PP PPP
160251_at	Mm.27804	Ierepo4-pending	immediate early response, erythropoietin 4	2.4	1.26	0.14	0	0.83	1.69	PP PPP
98465_f_at	Mm.212870	Ifi204	interferon activated gene 204	2.35	1.23	0.09	0	0.94	1.52	PP PPP
94224_s_at	Mm.255414	Ifi205	interferon activated gene 205	3.58	1.84	0.1	0	1.53	2.15	PP PPP
101790_f_at	Mm.57128	Ifna4	interferon alpha family, gene 4	-2.26	-1.18	0.21	0.01	-1.84	-0.52	PP PPP
102148_f_at	Mm.46794	Ifna9	interferon alpha family, gene 9	-1.63	-0.7	0.08	0	-0.95	-0.46	PP PPP
100552_at	Mm.549	Ifngr	interferon gamma receptor	-2.04	-1.03	0.12	0	-1.41	-0.65	PP PPP
104760_at	Mm.181740	Ifrd2	interferon-related developmental regulator 2	3.6	1.85	0.21	0	1.18	2.52	PP PPP
95546_g_at	Mm.268521	Igf1	insulin-like growth factor 1	-2.06	-1.04	0.23	0.02	-1.78	-0.3	PP PPP
98627_at	Mm.141936	Igfbp2	insulin-like growth factor binding protein 2	-2.36	-1.24	0.18	0.01	-1.8	-0.67	PP PPP
160527_at	Mm.233470	Igfbp7	insulin-like growth factor binding protein 7	-1.99	-1	0.17	0.01	-1.55	-0.44	PP PPP
102722_g_at	Mm.259062	Igh-4	immunoglobulin heavy chain 4 (serum IgG1)	-2.1	-1.07	0.17	0.01	-1.61	-0.54	PP PPP
102723_at	Mm.259062	Igh-4	immunoglobulin heavy chain 4 (serum IgG1)	-2.12	-1.08	0.15	0.01	-1.57	-0.6	PP PPP
101640_f_at	Mm.104747	Igk-V8	immunoglobulin kappa chain variable 8 (V8)	-1.56	-0.64	0.09	0.01	-0.94	-0.34	PP PPP
97567_f_at	Mm.104747	Igk-V8	immunoglobulin kappa chain variable 8 (V8)	-1.79	-0.84	0.12	0.01	-1.22	-0.46	PP PPP
97566_f_at	Mm.104747	Igk-V8	immunoglobulin kappa chain variable 8 (V8)	-3.14	-1.65	0.11	0	-2	-1.3	PP PPP
102157_f_at	Mm.104747	Igk-V8	immunoglobulin kappa chain variable 8 (V8)	-2.74	-1.45	0.15	0	-1.94	-0.97	PP PPP
100683_r_at	Mm.104747	Igk-V8	immunoglobulin kappa chain variable 8 (V8)	-2.58	-1.37	0.18	0	-1.93	-0.81	PP PPP
100682_f_at	Mm.104747	Igk-V8	immunoglobulin kappa chain variable 8 (V8)	-1.61	-0.69	0.12	0.01	-1.08	-0.31	PP PPA
96972_f_at	Mm.104747	Igk-V8	immunoglobulin kappa chain variable 8 (V8)	-1.57	-0.66	0.12	0.01	-1.04	-0.27	PP PPP
93639_r_at	Mm.780	Igl-V1	immunoglobulin lambda chain, variable 1	-2.5	-1.32	0.2	0.01	-1.95	-0.69	PP PPP
93604_f_at	Mm.248549	Igsf4	immunoglobulin superfamily, member 4	-2.39	-1.26	0.18	0.01	-1.82	-0.7	PP PPP
93605_r_at	Mm.248549	Igsf4	immunoglobulin superfamily, member 4	-1.83	-0.87	0.15	0.01	-1.36	-0.38	PP PPP
104023_at	Mm.2699	Igsf7	immunoglobulin superfamily, member 7	-3.47	-1.8	0.13	0	-2.19	-1.4	PP PPP
160397_at	Mm.30234	Ik	IK cytokine	1.97	0.98	0.12	0	0.59	1.37	PP PPA
93706_at	Mm.28269	Ikbkb	inhibitor of kappaB kinase beta	-1.87	-0.9	0.18	0.02	-1.49	-0.32	PP PPP
92301_at	Mm.37672	Ikbke	inhibitor of kappaB kinase epsilon	-1.48	-0.56	0.09	0.01	-0.85	-0.28	PP PPP
99491_at	Mm.4154	Il10rb	interleukin 10 receptor, beta	-3.74	-1.9	0.1	0	-2.21	-1.6	PP PPP
92266_at	Mm.35814	Il11	interleukin 11	-2.06	-1.05	0.16	0.01	-1.54	-0.55	PP PPP
100773_at	Mm.103783	Il12a	interleukin 12a	-1.78	-0.83	0.17	0.02	-1.39	-0.28	PP PPP
103723_at	Mm.24208	Il13ra1	interleukin 13 receptor, alpha 1	1.71	0.78	0.1	0	0.46	1.09	PP PPA
103486_at	Mm.222830	Il1b	interleukin 1 beta	-2.39	-1.25	0.13	0	-1.67	-0.84	PP PPP
104436_at	Mm.29261	Il1f5	interleukin 1 family, member 5 (delta)	-2.13	-1.09	0.17	0.01	-1.63	-0.55	PP PPP
161689_f_at	Mm.1349	Il1r2	interleukin 1 receptor, type II	-2	-1	0.22	0.02	-1.7	-0.3	PP PPP
96318_at	Mm.29925	Il25	interleukin 25	2.22	1.15	0.08	0	0.91	1.39	PP PPP
102021_at	Mm.233802	Il4ra	interleukin 4 receptor, alpha	-1.97	-0.98	0.09	0	-1.27	-0.69	PP PPP
160657_at	Mm.20935	Ilf3	interleukin enhancer binding factor 3	2.93	1.55	0.16	0	1.03	2.07	PP PPP
101499_at	Mm.8131	Ilk	integrin linked kinase	-2.02	-1.01	0.15	0.01	-1.5	-0.52	PP PPP
94428_at	Mm.2644	Ilvbl	ilvB (bacterial acetolactate synthase)-like	-1.69	-0.76	0.13	0.01	-1.17	-0.35	AP APP
100578_at	Mm.6065	Impdh2	inosine 5-phosphate dehydrogenase 2	8.57	3.1	0.15	0	2.64	3.56	PP PPP
94335_r_at	Mm.226805	Ina	internexin neuronal intermediate filament protein, alpha	-2.39	-1.26	0.18	0.01	-1.82	-0.69	AP APA
93758_at	Mm.29755	Incenp	inner centromere protein	2.71	1.44	0.11	0	1.09	1.79	PP PPP
94398_s_at	Mm.25777	Inpp5b	inositol polyphosphate-5-phosphatase B	1.8	0.85	0.06	0	0.65	1.04	PP PPP
94399_at	Mm.25777	Inpp5b	inositol polyphosphate-5-phosphatase B	1.76	0.82	0.1	0	0.5	1.13	PP PPP
102884_at	Mm.15105	Inpp5d	inositol polyphosphate-5-phosphatase D	1.84	0.88	0.09	0	0.61	1.15	PP PPP
97658_f_at	Mm.46269	Ins1	insulin I	-2.28	-1.19	0.17	0.01	-1.73	-0.64	PP PPP
101873_at	Mm.249645	Insl3	insulin-like 3	-2.06	-1.04	0.15	0.01	-1.51	-0.57	PP PPP
98279_at	Mm.42041	Insrr	insulin receptor-related receptor	-2.29	-1.2	0.19	0.01	-1.81	-0.59	PP PPP
95035_at	Mm.27546	Ipo4	importin 4	1.63	0.7	0.13	0.01	0.29	1.12	PP PPP
100561_at	Mm.256552	Iqgap1	IQ motif containing GTPase activating protein 1	-2.05	-1.04	0.11	0	-1.4	-0.67	PP PPP
104669_at	Mm.3233	Irf7	interferon regulatory factor 7	2.11	1.07	0.13	0	0.65	1.5	PP PPP
103432_at	Mm.19029	Isg20	interferon-stimulated protein	3.15	1.65	0.18	0	1.1	2.21	AP APA
160337_at	Mm.29357	Isyna1-pending	myo-inositol 1-phosphate synthase A1	5.1	2.35	0.11	0	2	2.7	PP PPP
104210_at	Mm.57035	Itga3	integrin alpha 3	-2.13	-1.09	0.15	0.01	-1.58	-0.6	PP PPP
104211_at	Mm.57035	Itga3	integrin alpha 3	-1.98	-0.98	0.17	0.01	-1.52	-0.45	PP PPP
93961_at	Mm.96	Itgae	integrin, alpha E, epithelial-associated	-2.35	-1.23	0.23	0.01	-1.95	-0.51	PP PPP
94764_at	Mm.1618	Itgal	integrin alpha L	2.04	1.03	0.14	0.01	0.57	1.48	PP PPP
98828_at	Mm.262106	Itgam	integrin alpha M	-3.98	-1.99	0.17	0	-2.52	-1.47	PP PPP
104308_at	Mm.22378	Itgax	integrin alpha X	-1.9	-0.93	0.18	0.01	-1.51	-0.35	PP PPP
100123_f_at	Mm.4712	Itgb1	integrin beta 1 (fibronectin receptor beta)	-3.46	-1.79	0.11	0	-2.13	-1.45	PP PPP
100124_r_at	Mm.4712	Itgb1	integrin beta 1 (fibronectin receptor beta)	-2.86	-1.52	0.1	0	-1.82	-1.21	PP PPP
100990_g_at	Mm.273333	Itgb1bp1	integrin beta 1 binding protein 1	1.99	0.99	0.11	0	0.65	1.33	PP PPP
102353_at	Mm.1137	Itgb2	integrin beta 2	-12.48	-3.64	0.1	0	-3.98	-3.31	PP PPP
94171_at	Mm.12872	Itgb2l	integrin beta 2-like	-1.76	-0.81	0.16	0.01	-1.31	-0.32	PP PPP
100601_at	Mm.6424	Itgb5	integrin beta 5	-1.61	-0.68	0.08	0	-0.95	-0.42	PP PPP
100906_at	Mm.58	Itgb7	integrin beta 7	-7.74	-2.95	0.19	0	-3.57	-2.33	PP PPP
162193_f_at	Mm.58	Itgb7	integrin beta 7	-2.08	-1.06	0.11	0	-1.41	-0.71	PP PPP
161285_r_at	Mm.2863	Itm1	intergral membrane protein 1	-2.51	-1.33	0.22	0.01	-2.04	-0.62	PP PPP
101123_at	Mm.4266	Itm2b	integral membrane protein 2B	-4.36	-2.12	0.16	0	-2.64	-1.61	PP PPP
93795_at	Mm.21399	Itpa	inosine triphosphatase (nucleoside triphosphate pyrophosphatase)	1.64	0.71	0.11	0.01	0.35	1.07	PP PPP
101441_i_at	Mm.7800	Itpr5	inositol 1,4,5-triphosphate receptor 5	1.88	0.91	0.11	0	0.56	1.26	PP PPA
104522_at	Mm.40546	Itsn	intersectin (SH3 domain protein 1A)	-1.63	-0.71	0.13	0.01	-1.12	-0.29	PP PPP
92739_at	Mm.156955	Ivl	involucrin	-4.06	-2.02	0.15	0	-2.5	-1.54	PP PPP
97302_at	Mm.33764	Ivns1abp	influenza virus NS1A binding protein	3.29	1.72	0.18	0	1.15	2.29	PP PPA
98957_at	Mm.28770	Jam3	junction adhesion molecule 3	-2.65	-1.4	0.18	0	-1.99	-0.82	PP PPP
95033_at	Mm.260479	Jmjd1	jumonji domain containing 1	1.49	0.58	0.07	0	0.37	0.79	PP PPP
102364_at	Mm.1175	Jund1	Jun proto-oncogene related gene d1	-2.45	-1.29	0.13	0	-1.69	-0.89	PP PPP
104121_at	Mm.21990	Jup	junction plakoglobin	-1.65	-0.72	0.11	0.01	-1.06	-0.37	PP PPP
92584_at	Mm.10586	Kbras2-pending	I-kappa-B-interacting Ras-like protein 2	-1.53	-0.61	0.08	0.01	-0.88	-0.35	PP PPP
94719_at	Mm.14104	Kcna6	potassium voltage-gated channel, shaker-related, subfamily, member 6	-2.04	-1.03	0.16	0.01	-1.53	-0.53	PP PPA
94193_at	Mm.12955	Kcna7	potassium voltage-gated channel, shaker-related subfamily, member 7	-2.01	-1.01	0.16	0.01	-1.52	-0.49	PP PPP
101308_at	Mm.54162	Kcnb1	potassium voltage gated channel, Shab-related subfamily, member 1	-1.9	-0.93	0.17	0.01	-1.47	-0.39	PP PPP
92347_at	Mm.39092	Kcnc3	potassium voltage gated channel, Shaw-related subfamily, member 3	-2.09	-1.06	0.2	0.01	-1.71	-0.41	PP PPP
98380_at	Mm.4489	Kcnh1	potassium voltage-gated channel, subfamily H (eag-related), member 1	-1.87	-0.9	0.15	0.01	-1.39	-0.42	PP PPP
103973_at	Mm.153837	Kcnj1	potassium inwardly-rectifying channel, subfamily J, member 1	-2.7	-1.43	0.19	0	-2.03	-0.84	PP PPP
92522_at	Mm.140760	Kcnj4	potassium inwardly-rectifying channel, subfamily J, member 4	-1.87	-0.9	0.18	0.02	-1.49	-0.31	PP PPP
98332_at	Mm.274634	Kcnj9	potassium inwardly-rectifying channel, subfamily J, member 9	-2.05	-1.04	0.16	0.01	-1.53	-0.54	PP PPP
97100_at	Mm.32074	Kcnn1	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1	-2.2	-1.13	0.18	0.01	-1.72	-0.55	PP PPP
102198_at	Mm.9911	Kcnn4	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4	-3.06	-1.61	0.15	0	-2.09	-1.14	PP PPP
97268_i_at	Mm.177991	Kcp2-pending	keratinocytes associated protein 2	2.95	1.56	0.08	0	1.32	1.8	PP PPP
97269_f_at	Mm.177991	Kcp2-pending	keratinocytes associated protein 2	3.87	1.95	0.18	0	1.38	2.52	PP PPP
101922_at	Mm.181880	Kdelr2	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2	2.52	1.33	0.1	0	1	1.66	PP PPP
102644_at	Mm.1314	Kdt1	kidney cell line derived transcript 1	-2.12	-1.09	0.14	0	-1.54	-0.63	PP PPP
160501_at	Mm.258846	Kif20a	kinesin family member 20A	2.37	1.24	0.26	0.02	0.41	2.07	AP APA
95118_r_at	Mm.192352	Kif22	kinesin family member 22	2.29	1.2	0.26	0.02	0.36	2.03	PP PPP
96168_at	Mm.259374	Kif23	kinesin family member 23	5.48	2.45	0.19	0	1.85	3.06	PP PPA
160755_at	Mm.27828	Kif2c	kinesin family member 2C	2.23	1.16	0.13	0	0.73	1.58	PP PPA
104644_at	Mm.3130	Kif4	kinesin family member 4	2.77	1.47	0.18	0	0.9	2.04	AP APA
93890_at	Mm.891	Kifc2	kinesin family member C2	-1.59	-0.67	0.12	0.01	-1.06	-0.27	PP PPP
99577_at	Mm.4235	Kitl	kit ligand	-1.97	-0.98	0.15	0.01	-1.47	-0.49	PP PPA
160617_at	Mm.41170	Klf13	Kruppel-like factor 13	-1.58	-0.66	0.08	0	-0.91	-0.41	PP PPP
96109_at	Mm.26938	Klf2	Kruppel-like factor 2 (lung)	-1.76	-0.81	0.12	0.01	-1.19	-0.44	PP PPP
100010_at	Mm.28787	Klf3	Kruppel-like factor 3 (basic)	-2.71	-1.44	0.17	0	-1.98	-0.9	PP PPP
99370_at	Mm.56899	Klrc1	killer cell lectin-like receptor subfamily C, member 1	-1.85	-0.88	0.16	0.01	-1.4	-0.37	PP PPP
92790_at	Mm.12508	Kpna2	karyopherin (importin) alpha 2	7.4	2.89	0.15	0	2.4	3.38	PP PPA
96010_at	Mm.25548	Kpna3	karyopherin (importin) alpha 3	2.7	1.43	0.09	0	1.16	1.7	PP PPP
93111_at	Mm.251013	Kpnb1	karyopherin (importin) beta 1	2.17	1.11	0.11	0	0.76	1.47	PP PPP
104071_at	Mm.220357	Kpnb2b-pending	karyopherin (importin) beta 2b	2.21	1.14	0.12	0	0.75	1.54	PP PPP
93070_at	Mm.151329	Kpnb3	karyopherin (importin) beta 3	2.71	1.44	0.15	0	0.97	1.9	AP APP
94149_at	Mm.1274	Krc	kappa B and Rss recognition component	-2.52	-1.33	0.18	0	-1.89	-0.77	PP PPP
103589_at	Mm.19889	Krt1-16	keratin complex 1, acidic, gene 16	-3.03	-1.6	0.16	0	-2.11	-1.09	PP PPP
162328_f_at	Mm.25292	Krt2-16	keratin complex 2, basic, gene 16	-2.24	-1.17	0.19	0.01	-1.77	-0.56	PP PPP
92764_at	Mm.4745	Ksr	kinase suppressor of ras	-1.9	-0.93	0.17	0.01	-1.45	-0.4	PP PPP
92765_s_at	Mm.4745	Ksr	kinase suppressor of ras	-1.83	-0.87	0.16	0.01	-1.38	-0.37	PP PPP
101359_at	Mm.68887	Lamb2	laminin, beta 2	-2.88	-1.53	0.18	0	-2.1	-0.96	PP PPP
160089_at	Mm.16716	Lamp1	lysosomal membrane glycoprotein 1	-3.23	-1.69	0.07	0	-1.92	-1.47	PP PPP
100136_at	Mm.486	Lamp2	lysosomal membrane glycoprotein 2	-2.52	-1.33	0.1	0	-1.65	-1.01	PP PPP
97750_at	Mm.4071	Lamr1	laminin receptor 1 (ribosomal protein SA)	3.88	1.96	0.1	0	1.65	2.27	PP PPP
100012_at	Mm.4554	Laptm5	lysosomal-associated protein transmembrane 5	-2.51	-1.33	0.15	0	-1.81	-0.84	PP PPP
103276_at	Mm.20872	Large	like-glycosyltransferase	-2.16	-1.11	0.17	0.01	-1.65	-0.56	PP PPP
103630_at	Mm.20290	Lars	leucyl-tRNA synthetase	2.37	1.24	0.15	0	0.78	1.71	PP PPP
93793_at	Mm.247530	Lasp1	LIM and SH3 protein 1	-2.72	-1.44	0.08	0	-1.69	-1.19	PP PPP
160890_at	Mm.4538	Lbr	lamin B receptor	4.27	2.09	0.18	0	1.51	2.68	PP PPP
99236_at	Mm.12867	Lcn5	lipocalin 5	-2.16	-1.11	0.18	0.01	-1.69	-0.53	PP PPA
101327_at	Mm.153911	Lcp1	lymphocyte cytosolic protein 1	1.54	0.62	0.08	0	0.37	0.88	PP PPP
102957_at	Mm.1781	Lcp2	lymphocyte cytosolic protein 2	1.7	0.77	0.08	0	0.52	1.02	PP PPA
160498_at	Mm.4524	Ldb1	LIM domain binding 1	-2.7	-1.43	0.17	0	-1.97	-0.89	PP PPP
96072_at	Mm.29324	Ldh1	lactate dehydrogenase 1, A chain	2.04	1.03	0.07	0	0.82	1.24	PP PPP
160339_at	Mm.29379	Leftb	left-right determination, factor B	2.49	1.31	0.15	0	0.84	1.79	PP PPP
98443_at	Mm.34519	Lep	leptin	-2.07	-1.05	0.17	0.01	-1.6	-0.49	PP PPP
99669_at	Mm.43831	Lgals1	lectin, galactose binding, soluble 1	-6.29	-2.65	0.13	0	-3.07	-2.24	PP PPP
95706_at	Mm.2970	Lgals3	lectin, galactose binding, soluble 3	-5.61	-2.49	0.1	0	-2.81	-2.17	PP PPP
93261_at	Mm.17185	Lgmn	legumain	-1.81	-0.86	0.11	0	-1.22	-0.5	PP PPP
162190_r_at	Mm.24542	Limr-pending	lipocalin-interacting membrane receptor	1.65	0.72	0.12	0.01	0.35	1.09	PP PPP
96230_at	Mm.28774	Lip8-pending	LYST-interacting protein LIP8	-2.18	-1.12	0.23	0.02	-1.85	-0.39	PP PPP
98962_at	Mm.362	Lipc	lipase, hepatic	-1.89	-0.92	0.19	0.02	-1.53	-0.31	PP PPP
93753_at	Mm.21119	Litaf	LPS-induced TN factor	-4.06	-2.02	0.15	0	-2.49	-1.56	PP PPP
93993_at	Mm.38868	Lman2	lectin, mannose-binding 2	2.84	1.5	0.12	0	1.12	1.89	PP PPP
160517_at	Mm.4105	Lmnb1	lamin B1	3.71	1.89	0.13	0	1.48	2.3	PP PPA
101414_at	Mm.7362	Lmnb2	lamin B2	1.48	0.56	0.06	0	0.36	0.77	PP PPP
101775_at	Mm.57111	Lmx1b	LIM homeobox transcription factor 1 beta	-2.14	-1.1	0.16	0.01	-1.61	-0.58	PP PPP
93939_at	Mm.200936	Lnk	linker of T-cell receptor pathways	1.84	0.88	0.09	0	0.58	1.18	PP PPP
103871_at	Mm.21163	LOC207352	hypothetical protein LOC207352	2.08	1.06	0.12	0	0.68	1.44	AP APA
95023_at	Mm.27490	LOC214597	hypothetical protein LOC214597	-1.55	-0.63	0.08	0	-0.89	-0.37	PP PPP
103442_at	Mm.21475	LOC216820	similar to DKFZP566O084 protein	2.1	1.07	0.11	0	0.73	1.41	PP PPP
93057_at	Mm.1538	LOC218490	similar to Transcription factor BTF3 (RNA polymerase B transcription factor 3)	2.59	1.37	0.12	0	0.98	1.76	PP PPP
99617_at	Mm.173119	LOC218811	hypothetical protein LOC218811	1.58	0.66	0.1	0.01	0.33	0.99	PP PPP
104246_at	Mm.275887	LOC228790	additional sex combs like 1	1.68	0.75	0.07	0	0.52	0.97	PP PPP
96584_f_at	Mm.233864	LOC236219	2-cell-stage, variable group, member 1	-1.96	-0.97	0.21	0.02	-1.65	-0.29	AP APA
96762_at	Mm.23829	LOC238799	hypothetical protein LOC238799	2.42	1.28	0.07	0	1.04	1.51	PP PPP
99196_at	Mm.41939	LOC328694	hypothetical protein LOC328694	1.73	0.79	0.12	0.01	0.42	1.16	PP PPP
104264_at	Mm.28458	Lrba	LPS-responsive beige-like anchor	2.15	1.1	0.12	0	0.73	1.47	PP PPP
101835_at	Mm.843	Lrmp	lymphoid-restricted membrane protein	1.69	0.76	0.13	0.01	0.34	1.17	PP PPP
101073_at	Mm.7221	Lrp1	low density lipoprotein receptor-related protein 1	-4.27	-2.09	0.1	0	-2.4	-1.78	PP PPP
101083_s_at	Mm.7312	Lsm2	LSM2 homolog, U6 small nuclear RNA associated (S. cerevisiae)	1.86	0.9	0.18	0.01	0.34	1.45	PP PPP
104093_at	Mm.2183	Lsp1	lymphocyte specific 1	-4.11	-2.04	0.14	0	-2.49	-1.59	PP PPP
160737_at	Mm.55075	Lss	lanosterol synthase	1.73	0.79	0.1	0	0.48	1.09	PP PPP
103571_at	Mm.19379	Lst1	leukocyte specific transcript 1	4.08	2.03	0.16	0	1.5	2.55	PP PPP
102940_at	Mm.1715	Ltb	lymphotoxin B	4.09	2.03	0.17	0	1.5	2.56	PP PPP
92401_at	Mm.4088	Ltc4s	leukotriene C4 synthase	-10.76	-3.43	0.22	0	-4.13	-2.72	PP PPP
96065_at	Mm.2632	Lxn	latexin	-2.64	-1.4	0.14	0	-1.85	-0.95	PP PPP
93078_at	Mm.263124	Ly6a	lymphocyte antigen 6 complex, locus A	-1.95	-0.96	0.2	0.02	-1.59	-0.33	PP PPP
101487_f_at	Mm.788	Ly6e	lymphocyte antigen 6 complex, locus E	4.42	2.14	0.15	0	1.66	2.62	PP PPP
100467_at	Mm.4925	Lyl1	lymphoblastomic leukemia	1.77	0.82	0.11	0.01	0.46	1.18	PP PPP
100468_g_at	Mm.4925	Lyl1	lymphoblastomic leukemia	2.97	1.57	0.21	0	0.91	2.24	PP PPP
101946_at	Mm.245681	Lypla1	lysophospholipase 1	2.27	1.18	0.1	0	0.86	1.5	PP PPP
