Target ID	UniGene ID	Probe ID	Entrez ID	t-test	fold change (clear cell/nose)
C4ORF26		1820315	152816	1.99E-05	-5.643702625
PMP22		7560138	5376	0.000252794	-5.653329414
IFI6		5090215	2537	0.000946278	-5.662993293
C9ORF19		830278	152007	0.000218636	-5.665136688
ENC1		7150563	8507	0.000680328	-5.666463151
SEMA3C		5670246	10512	0.0006314	-5.671516945
TSC22D1		380689	8848	0.000439594	-5.690652611
RCAN1		2850551	1827	5.50E-05	-5.69370214
SRPX		4900133	8406	0.000260314	-5.729311838
TRO		1500301	7216	4.05E-05	-5.737523337
CTGF		2640292	1490	0.000929001	-5.76443572
IQCA		5050561	79781	3.17E-08	-5.780995509
WSB2		6550703	55884	2.81E-06	-5.805129907
CASP1		450491	834	7.35E-06	-5.807628975
KAL1		6620008	3730	1.12E-06	-5.821209466
NBL1		7100010	4681	2.82E-05	-5.829677638
DKK3		5390451	27122	0.002144605	-5.87286021
CCND2		3460520	894	0.001395079	-5.898471597
COL22A1		4250408	169044	1.20E-06	-5.90887286
MMP23B		2450110	8510	9.53E-10	-5.943267566
GAS6		70730	2621	0.000585195	-5.946480664
RECK		4060619	8434	1.30E-07	-5.951058831
CXCL14		3520246	9547	0.000282485	-5.956808304
EFEMP1		6900408	2202	0.000297241	-5.96891256
HK2		6060730	3099	2.31E-07	-5.990468044
GALNT12		4880544	79695	1.22E-07	-5.993380077
ABI3BP		6980739	25890	0.000423593	-6.01444697
SLC15A3		4220044	51296	0.000222548	-6.014660584
HBD		1450358	3045	0.001970045	-6.01581416
DFNA5		580403	1687	0.000329885	-6.020107828
NFIX		5720129	4784	5.70E-05	-6.02997952
C1R		5260474	715	0.001184228	-6.100110238
FAM101A		2510451	144347	2.08E-08	-6.101896816
UBA6		2070019	55236	6.41E-05	-6.13122193
TUBB2A		2940403	7280	9.57E-08	-6.153052517
VEGFC		7320039	7424	4.17E-05	-6.155658505
BNIP3L		620047	665	2.82E-05	-6.165537914
C3		4860494	718	9.82E-05	-6.172238245
	Hs.444329	450754	0	1.04E-09	-6.173242875
CUL4B		5860368	8450	2.99E-07	-6.199505333
ANKRD37		240682	353322	2.80E-07	-6.206877052
PAPSS1		1820528	9061	2.61E-05	-6.207509693
TNFAIP8L3		5820474	388121	3.12E-14	-6.214512914
NAP5		7400270	344148	5.18E-07	-6.215002934
ZFPM2		3170280	23414	3.84E-08	-6.227511846
CLIC4		3890193	25932	2.72E-05	-6.228304766
ANTXR1		5700025	84168	9.43E-07	-6.234112196
C1R		2370670	715	0.00106399	-6.23412492
ARSI		4230161	340075	5.11E-11	-6.256422517
MT3		3060273	4504	4.33E-06	-6.261121193
MEIS1		4040753	4211	1.43E-05	-6.343341513
LHFPL2		360132	10184	8.99E-08	-6.37137005
NTNG1		6940053	22854	4.81E-05	-6.373095757
ZFP36L1		830164	677	1.20E-05	-6.380552544
ACTA2		6480059	59	0.000441873	-6.393704273
SNAI2		6330730	6591	1.49E-05	-6.413592373
DDIT4L		380019	115265	3.62E-05	-6.414667874
CNN1		4850630	1264	1.93E-08	-6.427538453
UCHL1		4640500	7345	0.00042168	-6.434742598
CALD1		4230328	800	6.33E-05	-6.456674899
GAS6		4280632	2621	0.000401654	-6.458222886
CD14		6370369	929	2.16E-06	-6.459819949
COL4A5		5310333	1287	1.38E-05	-6.52006529
TNFAIP3		3360681	7128	1.20E-06	-6.536359092
IGFBP2		4200674	3485	0.000180809	-6.547702304
CTGF		5690687	1490	0.000536699	-6.578629264
CNTN1		3390372	1272	1.56E-06	-6.637286344
GPR1		6860369	2825	3.63E-12	-6.639589786
GATA5		6250403	140628	1.06E-06	-6.655514015
BHLHB3		2900220	79365	4.55E-09	-6.674096566
FBXO32		1430598	114907	3.84E-05	-6.678395315
VTN		1090008	7448	2.20E-05	-6.698720052
WSB1		6110091	26118	1.56E-07	-6.7010589
RARB		5720441	5915	7.72E-08	-6.714777161
LPAR5		2260241	57121	2.48E-11	-6.725366398
IL8		1340743	3576	0.003214533	-6.728078049
WT1		7380603	7490	3.58E-09	-6.767462094
TMEM132A		1690370	54972	4.98E-10	-6.779948667
EFEMP1		6250563	2202	5.61E-05	-6.800869611
DKK3		4070133	27122	0.001132667	-6.80195273
	Hs.19193	360291	0	3.98E-08	-6.853205102
PDLIM5		6040608	10611	4.54E-09	-6.868373909
NKX31		1110632	4824	1.62E-07	-6.891417763
CCND2		1570348	894	0.000363865	-6.903894635
COL8A1		3780706	1295	3.37E-11	-6.915155684
GBP1		6840035	2633	4.50E-06	-6.934081698
BCHE		7400433	590	5.96E-06	-6.956263027
TSPAN13		6660131	27075	0.006682477	-6.975263782
SYT11		5910500	23208	5.83E-05	-7.004860619
TRO		5260561	7216	9.41E-07	-7.043659509
IGFL2		4730523	147920	0.000677713	-7.085482424
SYNC1		5220452	81493	2.01E-08	-7.101982594
SCG2		4900520	7857	4.98E-05	-7.123965185
ETS1		6370435	2113	1.08E-07	-7.125944658
PLOD2		7040477	5352	0.00189548	-7.136436731
CD248		2490113	57124	2.68E-05	-7.14867838
BEX1		6480468	55859	0.000183424	-7.153161404
ATP2B4		6900630	493	9.43E-06	-7.159061665
P4HA1		4220731	5033	4.36E-06	-7.200198238
FEZ1		360427	9638	7.56E-08	-7.207353475
VAMP5		2630195	10791	9.15E-08	-7.211639539
ITM2A		1580576	9452	1.53E-07	-7.218847045
HAS2		840204	3037	0.000814511	-7.219887798
LOC653110		4920528	653110	2.12E-06	-7.222277953
CXCL1		3400292	2919	0.001394654	-7.244132437
EFEMP1		1260040	2202	5.59E-05	-7.265295146
TPM2		160370	7169	0.000112763	-7.288073721
CPE		5390687	1363	1.34E-05	-7.357775838
UAP1		3460187	6675	7.32E-06	-7.370929849
	Hs.99472	2470730	0	2.90E-10	-7.397215817
DSC3		1440465	1825	2.54E-09	-7.426126238
MX1		1690066	4599	0.002002999	-7.433750295
TGFB2		7510195	7042	3.28E-05	-7.451276882
SPRR2F		2230500	6705	0.00040598	-7.500749686
ITGA5		6330338	3678	3.24E-07	-7.504011436
GJA1		6940017	2697	0.000762707	-7.590786207
FAM38B		2510753	63895	1.17E-13	-7.617632773
RFTN1		1260497	23180	0.0003146	-7.626771287
RARRES2		5290608	5919	0.000466675	-7.659815896
GBP1		2190148	2633	2.17E-06	-7.735080972
FEZ1		3290458	9638	3.05E-05	-7.796253814
LOC653879		5560195	653879	0.000106569	-7.817878446
ALDH1A3		4920148	220	0.002596323	-7.829600258
MARCKS		6060484	4082	0.00024891	-7.926565864
LOXL4		4150477	84171	4.64E-06	-7.942006523
COL4A5		270706	1287	8.19E-05	-8.036472206
PTGES		1510181	9536	5.79E-05	-8.153962749
MLLT11		2630474	10962	6.61E-05	-8.187980944
F3		10079	2152	1.43E-06	-8.200554267
ANXA2P1		3370202	0	1.26E-07	-8.230005146
TNC		6940102	3371	1.75E-08	-8.291042236
ALDH1A3		2360551	220	0.002136872	-8.3034655
TSPAN8		4560543	7103	0.005943584	-8.327277911
CLIC4		270653	25932	1.12E-07	-8.358227931
CPA4		520682	51200	8.52E-05	-8.363548401
FAM14A		1940274	83982	2.09E-06	-8.382594539
FLJ35258		840040	284297	1.79E-08	-8.403053495
ST6GALNAC3		1230524	256435	2.79E-11	-8.410857147
IFFO		6620050	25900	8.20E-07	-8.467371825
NR2F1		7150768	7025	1.02E-05	-8.509896656
IL8		1570553	3576	0.003220952	-8.527832712
MAP1LC3A		5490240	84557	2.70E-05	-8.555960169
4-Mar		3290332	115123	2.76E-09	-8.556880607
HSPA1A		6380717	3303	4.55E-05	-8.597220716
WT1		4290278	7490	2.28E-09	-8.60083874
SH3PXD2A		3460451	9644	8.59E-05	-8.639224883
LAMA4		5130435	3910	2.83E-06	-8.660797954
KCNAB1		2970279	7881	0.000228237	-8.664163937
TSPAN18		1820279	90139	8.41E-07	-8.726843968
CFH		6250484	3075	1.12E-12	-8.747217679
PTHLH		6900414	5744	0.000177927	-8.834118419
CA9		6040626	768	1.29E-07	-8.966125259
ANTXR2		10685	118429	5.62E-05	-8.997551833
ALPK2		5270519	115701	5.76E-06	-9.029449043
IFI6		1010246	2537	0.00073176	-9.035448546
TIMP3		2030577	7078	1.56E-05	-9.052154269
KCTD8		1980079	386617	1.06E-13	-9.158486747
SAMD9		1240142	54809	7.75E-06	-9.160638318
RGS5		4670082	8490	2.01E-06	-9.170430496
RAB7B		3290639	338382	7.72E-05	-9.172874121
FLRT2		4610056	23768	5.17E-09	-9.396253532
LOC643431		4880440	643431	3.65E-05	-9.471257955
SLC2A10		6520598	81031	3.53E-08	-9.483959419
RGS5		160445	8490	2.34E-05	-9.530263518
GYPC		7210398	2995	1.86E-06	-9.55486101
TMEM154		1110300	201799	1.95E-06	-9.564559979
SLC2A3		3800168	6515	2.56E-06	-9.582425318
MYL9		2480327	10398	4.20E-13	-9.702448039
TMEM45A		6280520	55076	1.83E-07	-9.717586373
RAB8B		1740497	51762	1.15E-05	-9.804995586
MFAP2		5090615	4237	1.10E-07	-9.838460737
DAB2		610152	1601	0.000120971	-9.842438544
FGF2		3890343	2247	6.27E-07	-9.885723643
CLIC4		3170762	25932	1.87E-08	-9.914727867
DPYSL4		50309	10570	1.17E-07	-9.919133257
MN1		6480259	4330	2.78E-14	-9.962585546
STMN2		2030026	11075	5.55E-08	-10.03917149
GYPC		7000577	2995	1.45E-06	-10.10410685
SYNPO2L		1850082	79933	1.67E-07	-10.1233114
RCAN1		620239	1827	9.69E-06	-10.15155939
ABCA8		2710392	10351	1.99E-08	-10.17393816
RAC2		110382	5880	3.13E-05	-10.2035912
OXTR		7050768	5021	1.19E-07	-10.21070674
WNT5A		1820343	7474	9.71E-07	-10.27029256
SERPINB2		5810095	5055	4.47E-05	-10.27659637
SPOCK1		6380669	6695	0.000132682	-10.34008453
CCDC80		2650162	151887	4.34E-07	-10.46560721
SLC39A8		2320358	64116	9.40E-06	-10.46591106
CDH10		2260424	1008	5.59E-07	-10.47878935
BEX4		1110615	56271	9.69E-08	-10.8896969
ANXA2P1		270609	0	6.63E-07	-10.91133014
FGF2		290593	2247	1.86E-06	-10.95040513
TMEM98		6040600	26022	1.27E-08	-11.03158145
IQCA		7320064	79781	2.91E-08	-11.24833909
CHD5		1500563	26038	3.70E-07	-11.4652545
MYL9		5310437	10398	1.37E-12	-11.49446277
LOC728473		4610041	728473	3.11E-08	-11.67325453
TPR		6400288	7175	0.00050649	-11.67423943
FILIP1L		4490709	11259	1.84E-07	-11.67822746
PDGFRA		3130240	5156	4.33E-06	-11.70147323
NAV1		940685	89796	2.00E-07	-11.73447327
IGFBP4		7510414	3487	3.07E-05	-11.75759223
TCEAL7		3310273	56849	3.23E-17	-11.84395607
LXN		60670	56925	1.46E-05	-11.90658342
RPESP		2600397	157869	0.000566649	-11.96965065
REC8		4830338	9985	1.93E-10	-12.03876084
BEXL1		4490180	56271	5.37E-06	-12.04161778
FN1		6180528	2335	1.10E-05	-12.07712005
PDLIM3		770463	27295	2.71E-07	-12.21747292
PPP1R3C		6580593	5507	2.03E-11	-12.27703277
IGJ		2680605	3512	4.30E-08	-12.48385374
CD200		7330452	4345	4.63E-10	-12.54531172
CLIP3		650689	25999	5.83E-08	-12.68015922
IGFBP6		7380719	3489	5.65E-06	-12.85902407
PRICKLE2		1570168	166336	7.97E-08	-12.88870014
TSPAN13		3420452	27075	0.000456557	-12.8899194
MAF		3610440	4094	1.26E-06	-12.89524154
STMN2		830672	11075	1.25E-07	-12.99690259
IL1A		1980672	3552	0.000191943	-13.02760581
COL4A6		6480433	1288	6.89E-09	-13.127205
ANXA8L2		7330132	244	1.53E-08	-13.13845641
PDE5A		1770333	8654	3.51E-08	-13.26526596
SPOCD1		2120537	90853	7.26E-08	-13.31852251
PDGFRA		6940609	5156	2.03E-09	-13.3788285
PTGS2		2260477	5743	0.000438413	-13.490169
GAS1		6270411	2619	1.37E-05	-13.49583292
WNT4		6840202	54361	4.06E-07	-13.49767951
ADAM19		6900209	8728	2.12E-05	-13.56029793
SLC12A8		3710075	84561	2.55E-08	-13.7651873
ANTXR1		20647	84168	3.83E-06	-13.81992188
FAP		5090626	2191	9.93E-08	-13.97241972
FLNC		580491	2318	6.87E-05	-14.17303879
RECK		3390487	8434	2.47E-10	-14.2165493
PYCARD		6860687	29108	2.45E-17	-14.5234711
COL16A1		5360743	1307	9.14E-06	-14.55755604
FN1		4040592	2335	7.97E-06	-14.59565639
OSR1		3940500	130497	3.32E-05	-14.88053772
HEG1		3290347	57493	1.96E-09	-15.24116691
CFH		3360279	3075	2.36E-10	-15.42314679
GLIPR1		6220746	11010	7.55E-07	-15.82292206
PDLIM3		6330008	27295	1.59E-07	-16.0785288
DAB2		3930367	1601	1.90E-05	-16.20327493
TNC		1470669	3371	4.32E-06	-16.42970111
CHI3L2		610598	1117	8.49E-06	-16.70871327
4-Mar		4670255	115123	6.47E-09	-16.77463582
BCHE		2030414	590	1.03E-06	-17.02302756
APOA1		4570364	335	1.20E-06	-17.20786406
TPM2		3390128	7169	8.86E-07	-17.46843628
SLC22A3		6200333	6581	1.20E-12	-17.51357984
BTBD11		6510608	121551	1.10E-06	-17.72163136
FILIP1L		650458	11259	6.94E-08	-18.10664645
CXCR7		450424	57007	2.80E-09	-18.11086121
PLXDC2		5900497	84898	3.57E-11	-18.16372581
BAMBI		430050	25805	1.43E-05	-18.18778911
CFH		380424	3075	3.80E-08	-18.43367221
MXRA5		4490020	25878	9.60E-06	-18.46898613
C13ORF33		3390543	84935	2.16E-12	-18.58398068
TMEM200A		4780523	114801	6.28E-07	-18.85015051
PLOD2		460338	5352	2.96E-06	-18.97658068
TGFBI		7650358	7045	6.74E-05	-19.23564144
LDB2		4830148	9079	2.73E-07	-19.37359271
4-Mar		6760167	115123	2.04E-08	-19.68485143
VCAM1		4290390	7412	3.66E-07	-19.83988884
FILIP1L		110307	11259	7.42E-07	-19.90431004
REC8		70541	9985	1.79E-10	-20.00982506
GJB2		5260095	2706	4.75E-05	-20.47058195
OSAP		1660673	84709	2.92E-08	-20.47363669
SLC39A8		3120543	64116	5.90E-06	-20.49531977
SCG5		5260343	6447	8.81E-09	-20.61371197
BMP2		4280577	650	9.35E-10	-20.72039434
HSPB8		6180259	26353	5.04E-15	-20.83436624
PDPN		3420288	10630	2.40E-08	-21.12902338
OSAP		3830608	84709	2.55E-08	-21.42345578
VCAM1		4290064	7412	2.46E-07	-21.42475265
COL1A2		6060612	1278	7.34E-07	-21.94373623
IGFBP5		2190674	3488	4.68E-05	-22.02388208
PTGS2		1820632	5743	6.30E-05	-22.05845981
COL1A2		4040671	1278	8.67E-07	-22.23012887
TAGLN		650678	6876	6.40E-06	-22.25770697
TMEM98		5390333	26022	3.50E-06	-22.46394016
GAS1		360047	2619	7.68E-05	-23.11542344
IL1B		840685	3553	9.92E-05	-23.6662059
APCDD1L		130138	164284	7.24E-08	-23.96963366
AADAC		6200619	13	3.74E-07	-24.14542789
IFI27		3990170	3429	2.92E-06	-24.51339392
C20ORF75		4810398	164312	6.32E-08	-25.43334661
	Hs.25318	7040682	0	2.00E-07	-25.80951717
PLOD2		4640187	5352	1.67E-08	-26.14307057
SERPINE1		770408	5054	1.79E-06	-26.8921114
DCN		7650296	1634	1.62E-07	-27.03372827
EFEMP2		6100180	30008	1.28E-08	-27.08663154
DIRAS3		6370221	9077	2.46E-07	-27.17383767
THY1		6480204	7070	4.82E-09	-27.75143026
SERPINB2		6350209	5055	5.42E-05	-28.27087856
CXCL6		6620487	6372	1.34E-05	-28.32790784
TCEAL2		3940424	140597	2.61E-09	-28.64585057
IGFBP5		2120524	3488	9.51E-06	-29.36872365
DPYSL3		4290431	1809	8.61E-07	-29.42848153
TAGLN		2360326	6876	2.65E-08	-29.69239049
SVEP1		6180554	79987	2.24E-08	-30.88655889
COL1A1		6960142	1277	1.11E-06	-30.93008143
COL8A1		3360452	1295	3.96E-09	-31.08448669
MALL		620102	7851	7.64E-09	-31.30910346
COL5A1		4920369	1289	1.35E-08	-31.37621323
RGS4		1710142	5999	1.09E-06	-31.39657945
SULF1		2570240	23213	3.26E-12	-32.09403804
BDKRB1		6940500	623	5.33E-11	-32.10635532
LUM		2490364	4060	1.33E-10	-33.26677206
C10ORF116		6290168	10974	1.14E-09	-33.36485135
CDH2		1170709	1000	4.45E-07	-33.65463167
MEG3		3360113	0	5.89E-13	-34.00748253
POSTN		510246	10631	1.15E-07	-36.96907112
COL8A1		2510091	1295	1.09E-07	-37.50683291
ANXA8		2490682	653145	3.72E-10	-37.6626869
SPARC		5050382	6678	5.73E-07	-38.9254621
COL5A2		4490292	1290	4.91E-10	-43.08619929
LOC652846		6420274	652846	8.19E-10	-46.56200648
CLDN11		3400431	5010	1.35E-09	-46.86480918
KLK11		5900008	11012	1.56E-06	-48.00040858
VCAM1		2900390	7412	3.79E-07	-48.7399745
THBS2		2600164	7058	1.41E-15	-49.92925339
RARRES1		1010132	5918	2.26E-08	-52.9479062
PAPPA		730754	5069	1.62E-08	-53.29926851
NPY		4880138	4852	8.75E-06	-65.27787412
CXCL6		60192	6372	1.04E-07	-68.15599978
C1QTNF1		5090079	114897	5.44E-13	-68.93031475
NDN		60184	4692	4.84E-20	-70.15391339
ANXA8		1400711	244	5.41E-12	-70.93144082
CALB2		5860039	794	2.74E-10	-79.84495523
RARRES1		2340681	5918	2.86E-08	-80.19166264
POSTN		1050747	10631	1.57E-16	-84.43730714
IL33		270681	90865	1.12E-16	-87.56525268
PTGIS		7150762	5740	1.06E-13	-99.6986213
CDH11		2650709	1009	1.48E-17	-101.1332646
ANXA10		1050242	11199	5.28E-11	-102.2574813
CCL2		1030333	6347	3.95E-11	-120.190906
NPPB		4290040	4879	2.69E-19	-123.6086783
COL3A1		2120021	1281	4.74E-17	-167.4358045
