Gene Title	Gene Symbol	RefSeq Transcript Id	p-value(TREATMENTS)	p-value(Let7b - negative control1)	ratio (Let7b - negative control1)	p-value(Let7b - negative control2)	ratio (Let7b - negative control2)
lectin, galactoside-binding, soluble, 3 (galectin 3) /// galectin-3 internal gen	LGALS3 /// GALIG	NM_002306 /// NM_194327	1.22E-14	5.25E-12	1.28449	2.68E-12	1.35981
SAR1 gene homolog B (S. cerevisiae)	SAR1B	NM_001033503 /// NM_016103	1.94E-09	2.08E-09	1.28531	4.22E-10	1.47573
HMG-box transcription factor 1	HBP1	NM_012257	4.17E-11	3.05E-11	1.28577	1.33E-10	1.13415
family with sequence similarity 61, member A	FAM61A	NM_015578	4.10E-14	1.77E-11	1.28714	6.66E-14	2.06152
NA	NA	NA	4.27E-09	2.91E-08	1.28985	1.52E-09	1.67266
tumor protein p53 inducible nuclear protein 1	TP53INP1	NM_033285	6.22E-13	4.80E-11	1.28998	1.67E-10	1.15933
cysteine-rich protein 1 (intestinal)	CRIP1	NM_001311	7.40E-11	3.58E-10	1.29007	3.06E-10	1.30754
DnaJ (Hsp40) homolog, subfamily C, member 12	DNAJC12	NM_021800 /// NM_201262	3.39E-09	1.96E-09	1.29119	1.53E-09	1.31962
solute carrier family 23 (nucleobase transporters), member 2	SLC23A2	NM_005116 /// NM_203327	1.05E-10	2.36E-10	1.29162	8.27E-11	1.41278
insulin-like growth factor binding protein 1	IGFBP1	NM_000596 /// NM_001013029	5.94E-11	2.96E-07	1.2922	2.55E-07	1.31025
cortactin	CTTN	NM_005231 /// NM_138565	4.81E-10	1.11E-09	1.29359	2.95E-10	1.45003
tumor protein p53 inducible protein 3	TP53I3	NM_004881 /// NM_147184	2.19E-15	1.06E-11	1.29455	8.87E-12	1.31462
optineurin	OPTN	NM_001008211 /// NM_001008212 /// NM_001008213 /// NM_021980	4.44E-09	1.84E-08	1.29457	3.64E-07	0.988287
hypothetical protein LOC144501	LOC144501	NM_182507	6.93E-10	8.39E-10	1.29539	2.42E-10	1.44177
guanylate binding protein 3	GBP3	NM_018284	3.43E-07	2.73E-07	1.29775	2.62E-06	1.04856
glucosamine (N-acetyl)-6-sulfatase (Sanfilippo disease IIID)	GNS	NM_002076	1.87E-12	6.02E-13	1.29866	1.10E-12	1.23409
hypothetical protein LOC162993	LOC162993	XM_091914	2.31E-06	9.45E-07	1.29965	1.13E-06	1.27784
hypothetical protein FLJ31306	FLJ31306	XM_495990	8.58E-09	4.25E-08	1.30047	1.33E-07	1.17354
aspartate beta-hydroxylase	ASPH	NM_004318 /// NM_020164 /// NM_032466 /// NM_032467 /// NM_032468	8.29E-15	2.30E-15	1.30551	2.03E-14	1.08817
plasminogen activator, urokinase	PLAU	NM_002658	1.83E-08	2.13E-08	1.30583	4.88E-09	1.48719
Mitogen-activated protein kinase kinase 1 interacting protein 1	MAP2K1IP1	NM_021970	6.89E-11	1.79E-08	1.30955	4.16E-09	1.48911
WD repeat domain 45	WDR45	NM_001029896 /// NM_007075	3.60E-11	3.74E-11	1.31347	1.89E-11	1.3918
arylacetamide deacetylase (esterase)	AADAC	NM_001086	1.55E-09	7.04E-09	1.31555	1.48E-08	1.23214
zinc finger protein 708 (KOX8)	ZNF708	NM_021269	2.08E-06	1.11E-06	1.31696	6.36E-07	1.38737
decay accelerating factor for complement (CD55, Cromer blood group system)	DAF	NM_000574	8.59E-11	4.41E-10	1.31896	1.24E-10	1.47105
zinc finger, DHHC-type containing 2	ZDHHC2	NM_016353	1.21E-08	1.64E-08	1.31958	1.84E-08	1.30633
POU domain, class 6, transcription factor 1	ASH1L	NM_018489	3.35E-11	3.97E-12	1.32202	1.49E-10	0.971196
Hypothetical protein FLJ14681	FLJ14681	NM_032824	1.94E-10	9.15E-10	1.32401	3.25E-10	1.44777
filamin binding LIM protein 1	FBLIM1	NM_001024215 /// NM_001024216 /// NM_017556	7.05E-09	9.70E-09	1.32575	4.88E-09	1.40823
zinc finger protein 680	ZNF680	NM_178558	4.56E-08	6.42E-08	1.32629	3.40E-07	1.13919
RAB31, member RAS oncogene family	RAB31	NM_006868	2.99E-08	8.58E-07	1.32757	1.13E-06	1.29342
synaptotagmin-like 1	SYTL1	NM_032872	4.23E-13	4.12E-10	1.33096	1.01E-10	1.50202
hypothetical protein FLJ90586	FLJ90586	NM_153345	8.62E-06	3.37E-06	1.33277	7.23E-06	1.23618
iduronate 2-sulfatase (Hunter syndrome)	IDS	NM_000202 /// NM_006123	2.68E-10	1.76E-09	1.33314	1.45E-09	1.35581
cytoplasmic linker 2 /// cytoplasmic linker 2	CYLN2	NM_003388 /// NM_032421	2.74E-09	8.06E-09	1.33327	1.77E-08	1.24378
aldehyde oxidase 1	AOX1	NM_001159	2.20E-11	1.30E-10	1.33418	5.92E-10	1.17124
glycerol kinase	GK	NM_000167 /// NM_203391	1.21E-09	4.68E-09	1.33916	8.47E-09	1.27116
solute carrier family 7, (cationic amino acid transporter, y+ system) member 11	SLC7A11	NM_014331	7.51E-12	1.73E-09	1.34338	6.32E-08	0.977728
amyloid beta (A4) precursor protein (peptidase nexin-II, Alzheimer disease)	APP	NM_000484 /// NM_201413 /// NM_201414	2.95E-07	2.04E-06	1.3441	3.58E-07	1.58371
hect domain and RLD 4	HERC4	NM_001017972 /// NM_015601 /// NM_022079	9.41E-11	1.11E-10	1.34553	9.91E-11	1.35908
CDNA FLJ34585 fis, clone KIDNE2008758	NA	NA	3.42E-05	0.000153116	1.34638	0.00211982	0.966822
trophoblast-derived noncoding RNA	TncRNA	NA	4.67E-11	3.09E-09	1.34786	1.45E-09	1.43953
ras homolog gene family, member Q	RHOQ	NM_012249	7.34E-10	4.04E-09	1.34944	1.50E-09	1.47147
Translocation associated membrane protein 1	TRAM1	NM_014294	5.41E-05	3.67E-05	1.35108	1.34E-05	1.50056
epithelial membrane protein 2	EMP2	NM_001424	1.44E-08	6.62E-08	1.35113	5.98E-09	1.67288
selenoprotein M	SELM	NM_080430	4.66E-06	1.93E-06	1.35259	4.28E-06	1.25179
aspartate beta-hydroxylase	ASPH	NM_004318 /// NM_020164 /// NM_032466 /// NM_032467 /// NM_032468	6.39E-07	5.81E-07	1.35265	4.54E-07	1.38422
ATP-binding cassette, sub-family C (CFTR/MRP), member 3	ABCC3	NM_003786 /// NM_020037 /// NM_020038	3.30E-14	7.28E-14	1.35469	1.66E-13	1.26379
Zinc finger protein 224	ZNF224	NM_013398	1.48E-08	6.39E-09	1.35814	8.29E-09	1.32743
androgen-induced 1	AIG1	NM_016108	3.09E-11	2.06E-11	1.36048	1.42E-11	1.40405
Interleukin 6 signal transducer (gp130, oncostatin M receptor)	IL6ST	NM_002184 /// NM_175767	1.98E-13	3.87E-12	1.36059	1.51E-12	1.47343
limkain b1	LKAP	NM_014647	2.92E-09	1.97E-09	1.36175	1.40E-09	1.40257
transmembrane protein 55A	TMEM55A	NM_018710	5.88E-07	5.04E-06	1.36309	5.14E-06	1.36039
hypothetical protein FLJ22313	FLJ22313	NM_022373	3.32E-09	1.98E-08	1.36354	1.67E-08	1.38424
chromosome 17 open reading frame 27	C17orf27	NM_020914	3.44E-08	8.52E-08	1.36658	1.50E-07	1.29773
plasminogen activator, urokinase /// plasminogen activator, urokinase	PLAU	NM_002658	8.88E-10	4.10E-10	1.36935	9.38E-10	1.27491
Transcribed locus, weakly similar to NP_872601.1 tetratricopeptide repeat protei	NA	NA	1.86E-07	6.47E-08	1.37148	1.04E-07	1.31413
histone 2, H2be	HIST2H2BE	NM_003528	4.00E-13	6.64E-09	1.37284	9.45E-09	1.33085
rabaptin, RAB GTPase binding effector protein 2	RABEP2	NM_024816	1.26E-08	1.07E-08	1.37442	6.98E-09	1.4266
guanine nucleotide binding protein (G protein), beta polypeptide 1	GNB1	NM_002074	8.70E-14	6.46E-12	1.37477	5.66E-13	1.68863
ribonucleotide reductase M2 B (TP53 inducible)	RRM2B	NM_015713	3.18E-10	5.21E-10	1.37529	2.19E-10	1.48186
Thymidylate synthetase	TYMS	NM_001071	2.53E-07	2.63E-07	1.37621	1.84E-07	1.42224
solute carrier family 22 (organic cation transporter), member 18	SLC22A18	NM_002555 /// NM_183233	5.03E-11	1.05E-10	1.37778	1.22E-10	1.36024
EGF-like-domain, multiple 5	EGFL5	XM_376905	3.84E-10	6.77E-11	1.37978	6.10E-10	1.14263
solute carrier family 44, member 5	SLC44A5	NM_152697	1.17E-14	5.59E-12	1.37991	2.86E-12	1.46056
Docking protein 6	DOK6	NM_152721	2.12E-07	3.91E-07	1.38056	2.57E-07	1.43497
t-complex-associated-testis-expressed 1-like	TCTE1L	NM_006520	2.08E-13	1.34E-10	1.38406	1.93E-10	1.34126
hypothetical protein LOC51315	LOC51315	NM_016618	2.66E-13	2.11E-12	1.38899	1.71E-12	1.41405
guanylate binding protein 2, interferon-inducible /// guanylate binding protein	GBP2	NM_004120	2.07E-09	5.36E-09	1.38959	8.32E-09	1.33698
Trophoblast-derived noncoding RNA	TncRNA	NA	6.40E-11	6.29E-10	1.38984	8.02E-11	1.65853
solute carrier family 26, member 11	SLC26A11	NM_173626	4.71E-11	8.03E-11	1.39042	1.86E-10	1.29405
cytochrome P450, family 4, subfamily F, polypeptide 11	CYP4F11	NM_021187	8.61E-09	1.03E-09	1.39083	3.62E-08	1.01707
forkhead box O3A	FOXO3A	NM_001455 /// NM_201559	1.76E-13	7.03E-13	1.39085	1.65E-13	1.57148
Transcribed locus	NA	NA	1.65E-09	3.21E-09	1.39106	2.81E-08	1.14869
KIAA0934	KIAA0934	NM_014974	2.67E-09	1.50E-08	1.3917	1.18E-08	1.42199
Eukaryotic translation initiation factor 2C, 2	EIF2C2	NM_012154	1.03E-10	2.38E-07	1.39336	9.35E-09	1.86379
quaking homolog, KH domain RNA binding (mouse)	QKI	NM_006775 /// NM_206853 /// NM_206854 /// NM_206855	2.76E-09	1.18E-06	1.39583	1.01E-07	1.75235
transforming growth factor beta 1 induced transcript 1	TGFB1I1	NM_015927	4.83E-09	3.59E-09	1.39749	1.98E-09	1.47171
chromosome 8 open reading frame 1	C8orf1	NM_004337	2.92E-08	4.56E-08	1.39863	1.54E-08	1.54052
AXL receptor tyrosine kinase	AXL	NM_001699 /// NM_021913	2.61E-10	1.71E-10	1.39927	1.05E-10	1.45862
chondroitin polymerizing factor	CHPF	NM_024536	7.71E-10	1.12E-08	1.40051	6.53E-09	1.46913
praja 2, RING-H2 motif containing	PJA2	NM_014819	2.09E-09	1.23E-09	1.40519	6.67E-10	1.48163
chromosome 9 open reading frame 95	C9orf95	NM_017881	8.88E-13	8.43E-13	1.40627	2.80E-13	1.54301
hypothetical protein FLJ22833	FLJ22833	NM_001031716 /// NM_022837	9.86E-11	5.65E-11	1.40952	1.18E-10	1.32375
Microtubule-associated protein 1B /// Homo sapiens, clone IMAGE:5535936, mRNA	MAP1B	NM_005909 /// NM_032010	1.53E-10	5.95E-11	1.4099	6.13E-10	1.15423
La ribonucleoprotein domain family, member 6	LARP6	NM_018357 /// NM_197958	4.35E-08	1.55E-07	1.41167	2.21E-08	1.68269
guanine deaminase	GDA	NM_004293	7.79E-10	6.71E-10	1.41639	4.49E-10	1.46626
interleukin 10 receptor, beta	IL10RB	NM_000628	3.35E-09	3.58E-09	1.41934	9.17E-10	1.59789
epithelial membrane protein 2	EMP2	NM_001424	2.04E-08	4.81E-08	1.4194	1.27E-08	1.59801
Follicular lymphoma variant translocation 1	FVT1	NM_002035	4.52E-07	4.43E-07	1.42152	1.24E-07	1.59769
sequestosome 1	SQSTM1	NM_003900	1.00E-11	7.72E-10	1.42458	3.04E-09	1.26475
zinc finger protein 432	ZNF432	NM_014650	1.67E-08	1.78E-08	1.42662	1.68E-08	1.43369
chromosome 17 open reading frame 27	C17orf27	NM_020914	2.16E-07	2.28E-07	1.42863	1.74E-06	1.1812
Ras homolog gene family, member Q	RHOQ	NM_012249	5.38E-14	8.47E-12	1.43393	4.35E-12	1.51713
yippee-like 3 (Drosophila)	YPEL3	NM_031477	8.02E-12	3.80E-09	1.44075	8.59E-10	1.63942
PHD finger protein 20-like 1	PHF20L1	NM_016018 /// NM_024878 /// NM_032205 /// NM_198513	1.76E-08	4.36E-08	1.44163	6.34E-08	1.39385
cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)	CDKN2B	NM_004936 /// NM_078487	5.79E-09	2.15E-09	1.44346	6.52E-09	1.31008
SRY (sex determining region Y)-box 4	SOX4	NM_003107	3.18E-14	1.69E-14	1.44385	1.32E-14	1.4742
SMAD specific E3 ubiquitin protein ligase 2	SMURF2	NM_022739	1.11E-06	1.34E-06	1.44386	1.32E-06	1.44573
heat shock 27kDa protein 1	HSPB1	NM_001540	2.45E-11	1.00E-11	1.44651	1.09E-11	1.43684
secretory carrier membrane protein 1	SCAMP1	NM_004866 /// NM_052822	2.29E-09	2.11E-07	1.44932	4.62E-08	1.663
Transcribed locus, weakly similar to XP_517454.1 PREDICTED: similar to hypotheti	NA	NA	1.63E-08	2.65E-09	1.45019	2.73E-08	1.18098
myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); tran	MLLT11	NM_006818	3.40E-09	9.88E-10	1.45139	3.05E-09	1.31583
caveolin 2	CAV2	NM_001233 /// NM_198212	4.71E-06	3.10E-06	1.45429	1.65E-06	1.5453
ATP-binding cassette, sub-family C (CFTR/MRP), member 3	ABCC3	NM_003786 /// NM_020037 /// NM_020038	2.64E-10	4.15E-10	1.45534	9.16E-10	1.35905
CDNA FLJ38112 fis, clone D3OST2002272	NA	NA	4.27E-11	8.17E-09	1.46597	1.96E-09	1.66084
hypothetical gene supported by BC034933; BC068085	LOC440995	XM_498955	1.02E-10	1.95E-10	1.466	1.77E-10	1.47778
hypothetical protein LOC283666	LOC283666	NA	3.33E-09	1.53E-08	1.46601	1.74E-07	1.17815
Hypothetical protein MGC34646	MGC34646	NM_173519	2.05E-13	2.71E-13	1.47108	1.26E-13	1.56904
interferon-stimulated transcription factor 3, gamma 48kDa	ISGF3G	NM_006084	2.57E-11	9.20E-12	1.47627	2.00E-11	1.38204
hypothetical protein FLJ22833	FLJ22833	NM_001031716 /// NM_022837	6.07E-10	3.87E-10	1.4928	1.09E-09	1.3647
thymidine kinase 2, mitochondrial	TK2	NM_004614	1.95E-11	3.98E-10	1.49335	6.26E-11	1.74995
hypothetical protein FLJ22833	FLJ22833	NM_001031716 /// NM_022837	4.87E-07	1.71E-07	1.49448	7.50E-07	1.30348
hypothetical protein FLJ22313	FLJ22313	NM_022373	8.11E-11	3.66E-10	1.49713	1.44E-10	1.62141
SRY (sex determining region Y)-box 4	SOX4	NM_003107	4.89E-07	1.15E-06	1.49922	7.56E-07	1.56012
TIMP metallopeptidase inhibitor 2	TIMP2	NM_003255	2.68E-11	1.07E-11	1.4993	1.54E-11	1.45373
Hypothetical protein LOC201895	LOC201895	NM_174921	3.16E-11	2.25E-09	1.49955	3.11E-08	1.18986
KIAA1618	KIAA1618	NM_020954	9.54E-14	7.32E-12	1.50172	1.06E-12	1.76827
cytochrome P450, family 4, subfamily F, polypeptide 3	CYP4F3	NM_000896	4.16E-11	1.45E-10	1.50238	4.86E-09	1.10842
SRY (sex determining region Y)-box 4	SOX4	NM_003107	7.29E-10	4.80E-10	1.50319	1.26E-09	1.3826
chromosome X open reading frame 45	CXorf45	NM_024810	3.06E-09	4.09E-08	1.50366	3.44E-08	1.52714
FOS-like antigen 2	FOSL2	NM_005253	2.57E-09	1.60E-08	1.50429	2.16E-08	1.46509
intercellular adhesion molecule 2	ICAM2	NM_000873	1.50E-08	1.25E-08	1.50475	5.05E-09	1.62991
protein tyrosine phosphatase, receptor type, N polypeptide 2	PTPRN2	NM_002847 /// NM_130842 /// NM_130843	1.68E-08	1.83E-07	1.50494	7.60E-08	1.62978
Interleukin 6 signal transducer (gp130, oncostatin M receptor)	IL6ST	NM_002184 /// NM_175767	2.85E-12	2.66E-11	1.50507	9.73E-12	1.63921
neutrophil cytosolic factor 2 (65kDa, chronic granulomatous disease, autosomal 2	NCF2	NM_000433	3.99E-08	2.02E-08	1.50539	2.35E-08	1.48503
cytochrome P450, family 3, subfamily A, polypeptide 7	CYP3A7	NM_000765	6.36E-12	1.53E-09	1.50714	3.54E-09	1.40076
lectin, galactoside-binding, soluble, 7 (galectin 7)	LGALS7	NM_002307	3.82E-09	3.00E-09	1.50808	9.54E-10	1.66599
spermidine/spermine N1-acetyltransferase	SAT	NM_002970	3.08E-12	1.80E-12	1.51176	1.32E-12	1.55167
benzodiazapine receptor (peripheral)	BZRP	NM_000714 /// NM_007311	3.26E-08	1.70E-07	1.51252	1.40E-07	1.53938
trinucleotide repeat containing 6A	TNRC6A	NM_014494 /// NM_020847	5.91E-12	3.11E-11	1.51826	3.68E-11	1.49671
methionine sulfoxide reductase B3	MSRB3	NM_001031679 /// NM_198080	7.31E-07	1.09E-06	1.51882	3.43E-07	1.69177
sarcoglycan, beta (43kDa dystrophin-associated glycoprotein)	SGCB	NM_000232	7.23E-12	5.03E-11	1.51945	3.53E-11	1.56623
G protein-coupled receptor 56	GPR56	NM_005682 /// NM_201524 /// NM_201525	1.01E-12	5.33E-10	1.52011	3.39E-10	1.58041
trophoblast glycoprotein	TPBG	NM_006670	4.60E-08	1.14E-07	1.52381	8.19E-09	1.92821
Kruppel-like factor 11	KLF11	NM_003597	1.12E-11	1.59E-11	1.52643	7.02E-12	1.63577
adenylate cyclase 7	ADCY7	NM_001114	1.35E-09	1.46E-09	1.53071	6.03E-09	1.3522
zinc finger and BTB domain containing 4	ZBTB4	NM_020899	1.77E-10	1.27E-09	1.53203	7.83E-09	1.30698
nidogen 1	NID1	NM_002508	3.69E-10	2.48E-10	1.53408	1.34E-10	1.61775
yippee-like 5 (Drosophila)	YPEL5	NM_016061	3.76E-13	2.29E-13	1.53482	1.63E-13	1.5794
chromosome 9 open reading frame 152	C9orf152	NM_001012993	3.01E-10	2.03E-10	1.53497	1.08E-10	1.62088
FOS-like antigen 2	FOSL2	NM_005253	7.53E-12	3.28E-10	1.53565	5.12E-10	1.47792
histone 1, H2ac	HIST1H2AC	NM_003512	2.51E-11	1.79E-09	1.53819	1.11E-09	1.60288
chromosome 19 open reading frame 33	C19orf33	NM_033520	5.92E-10	1.71E-09	1.53877	2.52E-10	1.81547
trinucleotide repeat containing 8	TNRC8	NA	1.25E-07	1.15E-07	1.54284	1.56E-07	1.50008
PQ loop repeat containing 3	PQLC3	NM_152391	1.49E-08	1.91E-08	1.54661	8.24E-09	1.66617
matrix-remodelling associated 8	MXRA8	NM_032348	1.79E-09	9.23E-10	1.54848	6.46E-10	1.59695
RAB31, member RAS oncogene family	RAB31	NM_006868	1.54E-09	1.34E-08	1.55298	1.51E-08	1.53635
tumor differentially expressed 2-like	TDE2L	NM_178865	2.43E-10	1.16E-09	1.55532	4.70E-10	1.68121
CDNA FLJ11754 fis, clone HEMBA1005588	NA	NA	2.46E-09	1.22E-09	1.56593	1.95E-09	1.50315
cell cycle progression 1	CCPG1	NM_004748 /// NM_020739	2.80E-07	7.27E-08	1.56657	4.07E-07	1.33827
mucin 15	MUC15	NM_145650	1.38E-08	3.09E-08	1.56962	1.31E-08	1.69449
TBC1 domain family, member 3 /// TBC1 domain family, member 3C	TBC1D3 /// TBC1D3C NM_001001418 ///	NM_032258	9.16E-10	9.13E-10	1.57541	5.45E-10	1.64731
melanoma cell adhesion molecule	MCAM	NM_006500	1.16E-10	1.15E-10	1.57567	1.51E-10	1.53933
neuronal growth regulator 1	NEGR1	NM_173808	1.01E-07	3.36E-07	1.57744	1.56E-07	1.69212
low density lipoprotein receptor-related protein 10	LRP10	NM_014045	1.25E-10	2.26E-10	1.58861	6.32E-10	1.45392
paired box gene 6 (aniridia, keratitis)	PAX6	NM_000280 /// NM_001604	7.97E-10	4.83E-10	1.58944	6.65E-10	1.54629
Ras-like without CAAX 1	RIT1	NM_006912	1.65E-08	1.31E-08	1.59353	3.40E-07	1.18752
CDNA FLJ34585 fis, clone KIDNE2008758	NA	NA	1.24E-08	2.20E-09	1.59489	2.09E-08	1.30884
major vault protein	MVP	NM_005115 /// NM_017458	4.78E-10	6.93E-10	1.59512	4.10E-10	1.66894
tripartite motif-containing 22	TRIM22	NM_006074	9.03E-12	5.10E-10	1.60181	2.79E-10	1.68738
insulin-like growth factor binding protein 4	IGFBP4	NM_001552	4.87E-10	1.82E-09	1.60628	3.18E-09	1.52996
inter-alpha (globulin) inhibitor H3	ITIH3	NM_002217	2.29E-08	9.79E-09	1.60879	2.64E-08	1.47323
metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)	MALAT1	NA	1.27E-11	4.54E-12	1.61195	1.03E-11	1.50393
myosin XVB pseudogene	MYO15B	XM_496245 /// XR_000222	1.64E-10	9.25E-11	1.61585	1.22E-10	1.57857
N-myc downstream regulated gene 1	NDRG1	NM_006096	1.24E-09	4.56E-10	1.61912	7.15E-10	1.55754
cytoglobin	CYGB	NM_134268	1.93E-15	1.05E-11	1.62096	2.01E-12	1.86405
RAB31, member RAS oncogene family	RAB31	NM_006868	4.70E-13	4.95E-11	1.62549	1.60E-10	1.47044
alpha-2-glycoprotein 1, zinc	AZGP1	NM_001185	1.87E-10	2.23E-10	1.62579	3.68E-11	1.89637
protocadherin LKC	PCLKC	NM_017675	9.47E-09	6.11E-09	1.62815	2.69E-08	1.42826
Nuclear factor I/B	NFIB	NM_005596	8.39E-08	2.02E-07	1.63247	3.03E-07	1.5728
netrin 4	NTN4	NM_021229	1.34E-12	2.41E-11	1.63551	1.81E-11	1.676
chromosome 14 open reading frame 78	C14orf78	XM_290629	2.45E-08	2.41E-08	1.64653	2.19E-08	1.66055
Ras association (RalGDS/AF-6) domain family 2	RASSF2	NM_014737 /// NM_170773 /// NM_170774	3.66E-08	8.36E-08	1.65041	1.56E-07	1.55978
Transcribed locus	NA	NA	6.12E-08	2.37E-08	1.65041	5.24E-08	1.53721
Hypothetical protein FLJ14681	FLJ14681	NM_032824	3.78E-12	1.56E-11	1.66291	3.30E-12	1.89671
yippee-like 5 (Drosophila)	YPEL5	NM_016061	2.59E-11	1.84E-11	1.66398	1.67E-11	1.67724
ELOVL family member 7, elongation of long chain fatty acids (yeast)	ELOVL7	NM_024930	9.41E-12	2.94E-11	1.66719	2.86E-12	2.03129
meteorin, glial cell differentiation regulator-like	METRNL	NM_001004431	1.41E-08	4.31E-09	1.67078	1.87E-08	1.46818
ADP-ribosylation factor-like 7	ARL7	NM_005737	9.61E-05	3.11E-05	1.67556	4.33E-05	1.61824
microtubule-associated protein 1B	MAP1B	NM_005909 /// NM_032010	1.09E-06	1.48E-07	1.677	3.54E-06	1.24408
hypothetical protein FLJ22313	FLJ22313	NM_022373	6.43E-10	2.26E-09	1.69159	3.79E-09	1.61735
homeodomain interacting protein kinase 3	HIPK3	NM_005734	1.59E-07	4.97E-07	1.69674	6.65E-07	1.65112
zinc finger protein 226	ZNF226	NM_001032372 /// NM_001032373 /// NM_001032374 /// NM_001032375 /// NM_015919	2.05E-07	3.61E-07	1.69689	4.51E-07	1.66257
hypothetical gene CG018	CG018	NM_052818	2.13E-08	6.86E-09	1.69815	1.32E-07	1.30387
tripartite motif-containing 2	TRIM2	NM_015271	1.37E-08	1.20E-08	1.70078	5.33E-08	1.48972
SAM domain containing 1	LOC389432	NM_001030060	6.47E-09	3.16E-09	1.71082	9.49E-09	1.5534
nidogen 1	NID1	NM_002508	7.17E-12	1.71E-11	1.71149	1.79E-12	2.07152
mucin 15	MUC15	NM_145650	2.37E-06	1.32E-06	1.71702	8.00E-07	1.80069
p300/CBP-associated factor	PCAF	NM_003884	3.98E-08	1.77E-08	1.72486	2.19E-08	1.69212
sodium channel, voltage-gated, type IX, alpha	SCN9A	NM_002977	1.16E-10	6.96E-11	1.73061	4.71E-11	1.78937
sarcoglycan, beta (43kDa dystrophin-associated glycoprotein)	SGCB	NM_000232	1.58E-11	3.62E-11	1.73127	9.79E-11	1.59033
nuclear factor I/B	NFIB	NM_005596	6.85E-09	1.23E-08	1.73912	3.60E-08	1.58035
synaptogyrin 3	SYNGR3	NM_004209	7.11E-09	1.46E-07	1.73957	1.03E-07	1.79529
interferon, alpha-inducible protein 27	IFI27	NM_005532	1.05E-11	7.68E-12	1.74636	6.31E-12	1.77564
reversion-inducing-cysteine-rich protein with kazal motifs	RECK	NM_021111	2.17E-07	3.14E-08	1.75222	5.15E-07	1.35798
hypothetical protein LOC51315	LOC51315	NM_016618	1.53E-09	1.50E-08	1.7688	5.08E-09	1.94538
nuclear receptor subfamily 1, group D, member 2	NR1D2	NM_005126	1.66E-09	6.55E-10	1.76979	7.42E-10	1.75097
myosin XVB pseudogene	MYO15B	XM_496245 /// XR_000222	1.92E-08	5.29E-09	1.77596	1.55E-08	1.61577
nexilin (F actin binding protein)	NEXN	NM_144573	4.88E-09	3.14E-09	1.77732	1.94E-09	1.85396
myotubularin related protein 11	MTMR11	NM_006697 /// NM_181873	9.56E-12	4.42E-12	1.78745	7.34E-12	1.71226
RNA binding motif protein 24	RBM24	NM_153020	1.85E-11	4.95E-10	1.79043	1.34E-10	2.00256
Ras-like without CAAX 1	RIT1	NM_006912	7.99E-11	3.48E-11	1.7911	1.07E-10	1.62751
modulator of apoptosis 1	MOAP1	NM_022151	1.57E-11	1.14E-11	1.79742	4.75E-12	1.93575
myosin XVB pseudogene	MYO15B	XM_496245 /// XR_000222	1.18E-11	5.25E-12	1.80329	5.98E-12	1.78345
S100 calcium binding protein A6 (calcyclin)	S100A6	NM_014624	1.18E-12	9.99E-13	1.81263	5.12E-13	1.9175
solute carrier family 44, member 1	SLC44A1	NM_022109 /// NM_080546	4.49E-11	6.02E-11	1.81337	3.90E-11	1.88182
coagulation factor II (thrombin) receptor	F2R	NM_001992	1.60E-11	2.07E-10	1.82636	1.02E-11	2.35992
complement component 5	C5	NM_001735	1.77E-10	3.70E-10	1.82723	4.09E-10	1.81178
arrestin domain containing 3	ARRDC3	NM_020801	8.75E-09	1.38E-09	1.83145	5.16E-08	1.33129
cyclin G2	CCNG2	NM_004354	3.29E-14	3.35E-14	1.83586	8.32E-14	1.70107
melanoma cell adhesion molecule	MCAM	NM_006500	4.19E-11	4.54E-11	1.84633	3.11E-11	1.90667
tubulin, beta polypeptide paralog	TUBB-PARALOG	NM_178012	1.84E-09	1.77E-09	1.85099	8.15E-10	1.9796
sushi domain containing 2	SUSD2	NM_019601	4.32E-11	1.72E-11	1.85652	2.00E-11	1.83297
Transcribed locus	NA	NA	2.50E-08	2.00E-07	1.8661	4.30E-09	2.62919
chromosome 8 open reading frame 1	C8orf1	NM_004337	6.60E-14	1.56E-13	1.87107	3.78E-14	2.108
p8 protein (candidate of metastasis 1)	P8	NM_012385	7.51E-12	4.69E-12	1.87327	5.14E-12	1.85865
leukocyte-associated Ig-like receptor 2	LAIR2	NM_002288 /// NM_021270	2.13E-12	8.75E-13	1.88167	1.05E-12	1.85305
FLJ20160 protein	FLJ20160	NM_017694	2.76E-06	2.09E-06	1.8859	1.57E-06	1.93768
adult retina protein	LOC153222	NM_153607	2.10E-05	2.10E-06	1.89464	0.000496506	1.05672
cytochrome P450, family 3, subfamily A, polypeptide 5	CYP3A5	NM_000777	1.09E-12	4.63E-11	1.89632	3.66E-11	1.93469
MRNA; cDNA DKFZp586B211 (from clone DKFZp586B211)	NA	NA	4.70E-07	4.10E-07	1.89691	1.90E-06	1.64162
collagen, type IV, alpha 5 (Alport syndrome)	COL4A5	NM_000495 /// NM_033380 /// NM_033381	5.30E-16	7.07E-15	1.90107	1.26E-14	1.81076
cytidine deaminase	CDA	NM_001785	3.34E-13	7.28E-13	1.91113	1.57E-12	1.79072
