Probe ID	Fold change	p-value	GeneSymbol	GenbankAccession	Description
A_51_P126302	2.93	1.39E-04	Rbmx2	NM_173376	RNA binding motif protein, X-linked 2 (Rbmx2), mRNA [NM_173376]
A_51_P143212	2.93	1.76E-04	Smc4	AK048650	16 days embryo head cDNA, RIKEN full-length enriched library, clone:C130093K11 product:SMC4 PROTEIN homolog [Microtus arvalis], full insert sequence. [AK048650]
A_52_P252737	2.92	6.59E-08	Rangap1	NM_011241	RAN GTPase activating protein 1 (Rangap1), mRNA [NM_011241]
A_52_P69020	2.92	6.61E-05	Slc24a5	NM_175034	solute carrier family 24, member 5 (Slc24a5), mRNA [NM_175034]
A_51_P213045	2.92	3.00E-03	Smoc2	NM_022315	SPARC related modular calcium binding 2 (Smoc2), mRNA [NM_022315]
A_52_P406181	2.92	1.47E-03	AB182283	NM_001081652	cDNA sequence AB182283 (AB182283), mRNA [NM_001081652]
A_51_P188126	2.91	9.81E-04	Gca	NM_145523	grancalcin (Gca), mRNA [NM_145523]
A_51_P122238	2.91	9.72E-05	Uchl5	NM_019562	ubiquitin carboxyl-terminal esterase L5 (Uchl5), mRNA [NM_019562]
A_51_P219849	2.91	3.42E-04	Alg13	NM_026247	asparagine-linked glycosylation 13 homolog (S. cerevisiae) (Alg13), mRNA [NM_026247]
A_51_P256706	2.91	3.34E-04	Psmc3ip	NM_008949	proteasome (prosome, macropain) 26S subunit, ATPase 3, interacting protein (Psmc3ip), mRNA [NM_008949]
A_51_P342707	2.9	1.42E-04	Pold2	NM_008894	polymerase (DNA directed), delta 2, regulatory subunit (Pold2), mRNA [NM_008894]
A_51_P503345	2.89	6.27E-04	Irak1bp1	NM_022986	interleukin-1 receptor-associated kinase 1 binding protein 1 (Irak1bp1), mRNA [NM_022986]
A_52_P58024	2.89	2.98E-04	EG627488	XR_002830	PREDICTED:  similar to RNA and export factor binding protein 2 (LOC627488), mRNA [XR_002830]
A_52_P78403	2.89	8.39E-04	Traf4	NM_009423	Tnf receptor associated factor 4 (Traf4), mRNA [NM_009423]
A_51_P443693	2.89	5.06E-06	Rasl10b	NM_001013386	RAS-like, family 10, member B (Rasl10b), mRNA [NM_001013386]
A_51_P500676	2.88	7.08E-04	Dmbt1	NM_007769	deleted in malignant brain tumors 1 (Dmbt1), mRNA [NM_007769]
A_52_P36190	2.88	8.48E-06	Fbxo2	NM_176848	F-box protein 2 (Fbxo2), mRNA [NM_176848]
A_52_P166967	2.88	1.56E-05	Spast	AK044900	9.5 days embryo parthenogenote cDNA, RIKEN full-length enriched library, clone:B130010N24 product:spastic paraplegia 4 homolog (human), full insert sequence. [AK044900]
A_51_P281582	2.88	3.52E-06	Lrrc42	NM_029985	leucine rich repeat containing 42 (Lrrc42), mRNA [NM_029985]
A_52_P297062	2.88	2.77E-04	Lnx1	NM_010727	ligand of numb-protein X 1 (Lnx1), mRNA [NM_010727]
A_51_P338563	2.88	7.39E-05	Slc36a1	NM_153139	solute carrier family 36 (proton/amino acid symporter), member 1 (Slc36a1), mRNA [NM_153139]
A_52_P197965	2.88	2.10E-04	Erdr1	AJ539223	mRNA for erythroid differentiation regulator (edr gene). [AJ539223]
A_51_P341108	2.87	5.92E-04	Spint1	NM_016907	serine protease inhibitor, Kunitz type 1 (Spint1), mRNA [NM_016907]
A_52_P289231	2.87	1.14E-03	S57425	S57425	Mus sp. Fas antigen (lpr) mRNA, partial cds; and transposon ETn, complete sequence. [S57425]
A_51_P234303	2.86	1.45E-03	Rpa2	D00812	mRNA for 30-kDa subunit of replication protein A, complete cds. [D00812]
A_52_P424462	2.86	8.38E-04	Ero1lb	NM_026184	ERO1-like beta (S. cerevisiae) (Ero1lb), mRNA [NM_026184]
A_52_P52946	2.86	1.01E-04	4922501L14Rik	AK076632	adult male testis cDNA, RIKEN full-length enriched library, clone:4922501L14 product:hypothetical Serine-rich region containing protein, full insert sequence [AK076632]
A_51_P356762	2.86	1.44E-05	Mcm4	NM_008565	minichromosome maintenance deficient 4 homolog (S. cerevisiae) (Mcm4), mRNA [NM_008565]
A_51_P510156	2.86	3.76E-05	Lcn2	NM_008491	lipocalin 2 (Lcn2), mRNA [NM_008491]
A_51_P135939	2.86	1.22E-03	2610206B13Rik	NM_026047	RIKEN cDNA 2610206B13 gene (2610206B13Rik), mRNA [NM_026047]
A_52_P275233	2.86	2.03E-02	Nup205	XM_133073	PREDICTED:  nucleoporin 205, transcript variant 1 (Nup205), mRNA [XM_133073]
A_51_P372456	2.86	1.33E-05	2810046M22Rik	NM_001081441	RIKEN cDNA 2810046M22 gene (2810046M22Rik), mRNA [NM_001081441]
A_52_P472686	2.86	8.38E-05	Myef2	NM_010852	myelin basic protein expression factor 2, repressor (Myef2), mRNA [NM_010852]
A_51_P296517	2.86	1.12E-05	Rbm35b	AK168488	17 days pregnant adult female amnion cDNA, RIKEN full-length enriched library, clone:I920028B02 product:Hypothetical RNA-binding domain (Fragment), full insert sequence. [AK168488]
A_52_P244193	2.86	7.47E-06	Cd24a	NM_009846	CD24a antigen (Cd24a), mRNA [NM_009846]
A_52_P71261	2.86	9.45E-05	TC1615264
A_52_P567167	2.85	1.33E-05	Nptxr	NM_030689	neuronal pentraxin receptor (Nptxr), mRNA [NM_030689]
A_51_P317376	2.85	2.59E-02	Synpo	AK141564	adult male hippocampus cDNA, RIKEN full-length enriched library, clone:C630029A17 product:synaptopodin, full insert sequence. [AK141564]
A_51_P421140	2.85	6.06E-04	Tubb6	NM_026473	tubulin, beta 6 (Tubb6), mRNA [NM_026473]
A_52_P487686	2.85	1.15E-02	BC117090	NM_001001332	cDNA sequence BC1179090 (BC117090), mRNA [NM_001001332]
A_51_P259571	2.85	1.63E-05	Angptl6	NM_145154	angiopoietin-like 6 (Angptl6), mRNA [NM_145154]
A_51_P177371	2.85	1.21E-03	Prnd	NM_023043	prion protein dublet (Prnd), mRNA [NM_023043]
A_52_P292853	2.85	2.56E-02	AB112350	NM_178728	cDNA sequence AB112350 (AB112350), mRNA [NM_178728]
A_52_P225772	2.85	9.47E-03	6330549D23Rik	AK088233	2 days neonate thymus thymic cells cDNA, RIKEN full-length enriched library, clone:E430007L18 product:hypothetical protein, full insert sequence [AK088233]
A_52_P60353	2.84	1.34E-03	AK220484	NM_001083628	cDNA sequence AK220484 (AK220484), mRNA [NM_001083628]
A_51_P405565	2.84	1.17E-05	Msh6	NM_010830	mutS homolog 6 (E. coli) (Msh6), mRNA [NM_010830]
A_51_P490215	2.84	1.36E-05	Nudt11	NM_021431	nudix (nucleoside diphosphate linked moiety X)-type motif 11 (Nudt11), mRNA [NM_021431]
A_52_P201311	2.84	2.05E-05	Tmpo	NM_001080129	thymopoietin (Tmpo), transcript variant 3, mRNA [NM_001080129]
A_51_P219505	2.84	8.56E-05	Slc41a2	NM_177388	solute carrier family 41, member 2 (Slc41a2), mRNA [NM_177388]
A_52_P333097	2.84	4.13E-04	Mcoln3	AK033008	12 days embryo male wolffian duct includes surrounding region cDNA, RIKEN full-length enriched library, clone:6720490O21 product:weakly similar to MUCOLIPIDIN [Homo sapiens], full insert sequence [AK033008]
A_51_P398191	2.84	4.08E-05	Auts2	NM_177047	autism susceptibility candidate 2 (Auts2), mRNA [NM_177047]
A_52_P417624	2.84	5.83E-06	NAP114798-1
A_52_P386558	2.84	1.06E-03	Tanc2	DV064943	NEONATAL_24_B21.x1 FH NEONATAL  cDNA clone NEONATAL_24_B21, mRNA sequence [DV064943]
A_52_P191364	2.83	2.94E-04	A430106J12Rik	NM_176841	RIKEN cDNA A430106J12 gene (A430106J12Rik), mRNA [NM_176841]
A_51_P506792	2.83	4.66E-04	Tpd52	NM_009412	tumor protein D52 (Tpd52), transcript variant 5, mRNA [NM_009412]
A_51_P414837	2.83	2.26E-04	Faf1	NM_007983	Fas-associated factor 1 (Faf1), mRNA [NM_007983]
A_52_P18887	2.83	3.66E-03	Sprr2a	NM_011468	small proline-rich protein 2A (Sprr2a), mRNA [NM_011468]
A_51_P150433	2.83	1.33E-05	Cd8b1	M17534	Mouse T-cell membrane glycoprotein (Ly-3) mRNA, complete cds. [M17534]
A_52_P642039	2.83	3.43E-04	1110039F03Rik	AK032413	adult male olfactory brain cDNA, RIKEN full-length enriched library, clone:6430540A02 product:unclassifiable, full insert sequence [AK032413]
A_51_P268094	2.82	5.83E-03	Serpine2	NM_009255	serine (or cysteine) peptidase inhibitor, clade E, member 2 (Serpine2), mRNA [NM_009255]
A_51_P381683	2.82	1.41E-03	Aatk	NM_007377	apoptosis-associated tyrosine kinase (Aatk), mRNA [NM_007377]
A_51_P155966	2.82	1.31E-04	Mnd1	NM_029797	meiotic nuclear divisions 1 homolog (S. cerevisiae) (Mnd1), mRNA [NM_029797]
A_51_P259029	2.82	1.37E-06	Dusp26	NM_025869	dual specificity phosphatase 26 (putative) (Dusp26), mRNA [NM_025869]
A_52_P344910	2.82	3.40E-04	Ran	NM_009391	RAN, member RAS oncogene family (Ran), mRNA [NM_009391]
A_51_P334199	2.81	2.99E-04	Ephb3	NM_010143	Eph receptor B3 (Ephb3), mRNA [NM_010143]
A_52_P598674	2.81	5.60E-04	Ccdc14	BC031204	coiled-coil domain containing 14, mRNA (cDNA clone MGC:37725 IMAGE:5066612), complete cds. [BC031204]
A_51_P297771	2.81	4.61E-04	Pcgf6	NM_027654	polycomb group ring finger 6 (Pcgf6), mRNA [NM_027654]
A_51_P381208	2.81	2.72E-03	Ngfb	NM_013609	nerve growth factor, beta (Ngfb), mRNA [NM_013609]
A_52_P305061	2.81	6.25E-03	Stk32a	NM_178749	serine/threonine kinase 32A (Stk32a), mRNA [NM_178749]
A_51_P193379	2.81	1.13E-04	Mtmr7	NM_001040699	myotubularin related protein 7 (Mtmr7), mRNA [NM_001040699]
A_52_P269942	2.81	1.78E-05	Cpt1c	NM_153679	carnitine palmitoyltransferase 1c (Cpt1c), mRNA [NM_153679]
A_51_P172727	2.8	4.28E-05	5730419I09Rik	NM_029081	RIKEN cDNA 5730419I09 gene (5730419I09Rik), mRNA [NM_029081]
A_52_P416756	2.8	1.92E-04	BI555125	BI555125	603236361F1 NCI_CGAP_Mam3  cDNA clone IMAGE:5289326 5, mRNA sequence [BI555125]
A_51_P452533	2.8	5.01E-05	D1Ertd471e	BC035277	DNA segment, Chr 1, ERATO Doi 471, expressed, mRNA (cDNA clone IMAGE:5064213), partial cds [BC035277]
A_51_P253904	2.8	1.70E-04	Nme1	NM_008704	expressed in non-metastatic cells 1, protein (Nme1), mRNA [NM_008704]
A_51_P368210	2.8	3.95E-04	Phyhip	NM_145981	phytanoyl-CoA hydroxylase interacting protein (Phyhip), mRNA [NM_145981]
A_52_P301374	2.79	3.13E-04	Aaas	NM_153416	achalasia, adrenocortical insufficiency, alacrimia (Aaas), mRNA [NM_153416]
A_52_P412321	2.79	4.23E-06	Pcgf6	NM_027654	polycomb group ring finger 6 (Pcgf6), mRNA [NM_027654]
A_51_P421303	2.79	1.06E-04	Drd1ip	NM_026769	dopamine receptor D1 interacting protein (Drd1ip), mRNA [NM_026769]
A_52_P443435	2.79	2.79E-04	B930095G15Rik	AK048595	16 days embryo head cDNA, RIKEN full-length enriched library, clone:C130083F08 product:unclassifiable, full insert sequence [AK048595]
A_52_P482897	2.79	3.91E-04	Areg	NM_009704	amphiregulin (Areg), mRNA [NM_009704]
A_52_P292882	2.78	2.47E-04	Dap3	AK032275	adult male olfactory brain cDNA, RIKEN full-length enriched library, clone:6430514F02 product:death associated protein 3, full insert sequence. [AK032275]
A_52_P266320	2.78	1.12E-04	B230333C21Rik	NM_001081956	RIKEN cDNA B230333C21 gene (B230333C21Rik), mRNA [NM_001081956]
A_51_P480427	2.78	8.41E-03	Olfr430	NM_146718	olfactory receptor 430 (Olfr430), mRNA [NM_146718]
A_51_P479061	2.78	4.28E-05	4930579G24Rik	AK137776	16 days neonate thymus cDNA, RIKEN full-length enriched library, clone:A130004M03 product:survivor of motor neuron protein interacting protein 1, full insert sequence. [AK137776]
A_51_P446179	2.78	1.33E-03	Tmprss4	NM_145403	transmembrane protease, serine 4 (Tmprss4), mRNA [NM_145403]
A_52_P344160	2.78	1.32E-05	6330503K22Rik	NM_182995	RIKEN cDNA 6330503K22 gene (6330503K22Rik), mRNA [NM_182995]
A_52_P437696	2.78	2.49E-03	Grip1	AK220553	mRNA for mKIAA4223 protein. [AK220553]
A_51_P493016	2.78	3.74E-03	Cmya5	AJ575748	partial mRNA for myospryn protein. [AJ575748]
A_51_P254986	2.77	5.54E-05	Serf1	NM_011353	small EDRK-rich factor 1 (Serf1), mRNA [NM_011353]
A_52_P884550	2.77	2.38E-03	TC1658472		Q25015_9VEST (Q25015) Lysin precursor, partial (9%) [TC1658472]
A_52_P381784	2.77	5.72E-03	Whsc1	AK081480	16 days embryo head cDNA, RIKEN full-length enriched library, clone:C130020C13 product:unclassifiable, full insert sequence [AK081480]
A_52_P329256	2.76	7.72E-05	Fxn	NM_008044	frataxin (Fxn), mRNA [NM_008044]
A_52_P379474	2.76	4.16E-05	ENSMUST00000043170
A_51_P245796	2.76	1.42E-05	Ddit4	NM_029083	DNA-damage-inducible transcript 4 (Ddit4), mRNA [NM_029083]
A_51_P263310	2.75	1.87E-04	Higd1a	NM_019814	HIG1 domain family, member 1A (Higd1a), mRNA [NM_019814]
A_51_P384901	2.75	3.16E-02	Gdf8	NM_010834	growth differentiation factor 8 (Gdf8), mRNA [NM_010834]
A_51_P496074	2.75	2.74E-05	Hrbl	NM_178162	HIV-1 Rev binding protein-like (Hrbl), transcript variant 2, mRNA [NM_178162]
A_51_P248387	2.75	5.66E-05	Pcyox1l	NM_172832	prenylcysteine oxidase 1 like (Pcyox1l), mRNA [NM_172832]
A_52_P252127	2.75	3.55E-03	Trim37	NM_197987	tripartite motif protein 37 (Trim37), mRNA [NM_197987]
A_52_P158431	2.75	1.31E-04	Tshz2	NM_080455	teashirt zinc finger family member 2 (Tshz2), mRNA [NM_080455]
A_51_P496751	2.75	4.03E-05	Nol5	NM_018868	nucleolar protein 5 (Nol5), mRNA [NM_018868]
A_51_P486738	2.75	2.03E-03	Xrcc6	NM_010247	X-ray repair complementing defective repair in Chinese hamster cells 6 (Xrcc6), mRNA [NM_010247]
A_51_P470242	2.75	1.42E-04	Rasl2-9	NM_009028	RAS-like, family 2, locus 9 (Rasl2-9), mRNA [NM_009028]
A_51_P395921	2.75	7.92E-06	Uchl4	NM_033607	ubiquitin carboxyl-terminal esterase L4 (Uchl4), mRNA [NM_033607]
A_51_P191511	2.74	8.40E-04	Sfmbt1	NM_019460	Scm-like with four mbt domains 1 (Sfmbt1), mRNA [NM_019460]
A_51_P520894	2.74	7.30E-04	Slc4a3	NM_009208	solute carrier family 4 (anion exchanger), member 3 (Slc4a3), mRNA [NM_009208]
A_52_P292965	2.74	4.40E-04	9330159M07Rik	AK034149	adult male diencephalon cDNA, RIKEN full-length enriched library, clone:9330159M07 product:unclassifiable, full insert sequence [AK034149]
A_52_P39237	2.74	9.73E-05	Rad21	NM_009009	RAD21 homolog (S. pombe) (Rad21), mRNA [NM_009009]
A_51_P421244	2.74	6.75E-05	Prps2	NM_026662	phosphoribosyl pyrophosphate synthetase 2 (Prps2), mRNA [NM_026662]
A_51_P140237	2.74	3.80E-04	Fhl2	NM_010212	four and a half LIM domains 2 (Fhl2), mRNA [NM_010212]
A_52_P566337	2.74	1.64E-03	Bat2d	AK021383	0 day neonate eyeball cDNA, RIKEN full-length enriched library, clone:E130112L15 product:unclassifiable, full insert sequence. [AK021383]
A_51_P227445	2.73	4.93E-05	ENSMUST00000050829		RIKEN cDNA 2010007H06 gene [Source:MarkerSymbol;Acc:MGI:1917099] [ENSMUST00000050829]
A_52_P503663	2.73	5.26E-05	Gpr120	NM_181748	G protein-coupled receptor 120 (Gpr120), mRNA [NM_181748]
A_51_P402583	2.73	4.02E-04	Gpld1	NM_008156	glycosylphosphatidylinositol specific phospholipase D1 (Gpld1), mRNA [NM_008156]
A_51_P413597	2.73	4.50E-04	Ranbp17	NM_023146	RAN binding protein 17 (Ranbp17), mRNA [NM_023146]
A_51_P298933	2.73	2.00E-03	Anks6	AK032990	12 days embryo male wolffian duct includes surrounding region cDNA, RIKEN full-length enriched library, clone:6720486H14 product:unclassifiable, full insert sequence. [AK032990]
A_52_P127358	2.73	2.04E-03	Etv6	NM_007961	ets variant gene 6 (TEL oncogene) (Etv6), mRNA [NM_007961]
A_52_P674067	2.73	2.67E-03	D11Bwg0517e	NM_001024931	DNA segment, Chr 11, Brigham & Womens Genetics 0517 expressed (D11Bwg0517e), transcript variant 3, mRNA [NM_001024931]
A_52_P251623	2.73	1.47E-02	BC057022	NM_001004180	cDNA sequence BC057022 (BC057022), mRNA [NM_001004180]
A_51_P286665	2.72	3.74E-06	Rbl1	NM_011249	retinoblastoma-like 1 (p107) (Rbl1), mRNA [NM_011249]
A_52_P10732	2.72	1.50E-03	Mtap6	NM_001048167	microtubule-associated protein 6 (Mtap6), transcript variant 2, mRNA [NM_001048167]
A_51_P409349	2.72	6.07E-05	Trim29	NM_023655	tripartite motif protein 29 (Trim29), mRNA [NM_023655]
A_51_P458973	2.72	2.65E-05	Pygm	NM_011224	muscle glycogen phosphorylase (Pygm), mRNA [NM_011224]
A_51_P414243	2.72	1.56E-03	C85492	NM_153540	expressed sequence C85492 (C85492), mRNA [NM_153540]
A_51_P442788	2.72	1.89E-05	Igsf8	NM_080419	immunoglobulin superfamily, member 8 (Igsf8), mRNA [NM_080419]
A_52_P398432	2.72	1.66E-03	Nudt5	NM_016918	nudix (nucleoside diphosphate linked moiety X)-type motif 5 (Nudt5), mRNA [NM_016918]
A_51_P155503	2.71	1.56E-02	Klk1b8	NM_008457	kallikrein 1-related peptidase b8 (Klk1b8), mRNA [NM_008457]
A_52_P331227	2.71	9.55E-05	TC1633516		Q6IE84_MOUSE (Q6IE84) Jade1S protein, partial (11%) [TC1633516]
A_51_P428781	2.71	3.01E-04	Pbx4	NM_001024954	pre-B-cell leukemia transcription factor 4 (Pbx4), mRNA [NM_001024954]
A_52_P601757	2.71	4.41E-06	Dsg2	BC034056	desmoglein 2, mRNA (cDNA clone IMAGE:4036406), partial cds [BC034056]
A_52_P217492	2.71	4.24E-03	5031425E22Rik	AK017143	11 days pregnant adult female ovary and uterus cDNA, RIKEN full-length enriched library, clone:5031425E22 product:unclassifiable, full insert sequence [AK017143]
A_51_P489138	2.7	2.47E-04	Spnb1	NM_013675	spectrin beta 1 (Spnb1), mRNA [NM_013675]
A_51_P267194	2.7	4.56E-04	Faim	NM_011810	Fas apoptotic inhibitory molecule (Faim), mRNA [NM_011810]
A_51_P189777	2.7	7.41E-05	Ccrn4l	NM_009834	CCR4 carbon catabolite repression 4-like (S. cerevisiae) (Ccrn4l), mRNA [NM_009834]
A_51_P154684	2.7	6.92E-04	Thoc4	NM_011568	THO complex 4 (Thoc4), mRNA [NM_011568]
A_51_P487941	2.7	8.88E-03	Dhrs13	NM_183286	dehydrogenase/reductase (SDR family) member 13 (Dhrs13), mRNA [NM_183286]
A_51_P401792	2.69	8.35E-04	Ttn	NM_011652	titin (Ttn), transcript variant N2-A, mRNA [NM_011652]
A_51_P283708	2.69	2.47E-06	Msh2	NM_008628	mutS homolog 2 (E. coli) (Msh2), mRNA [NM_008628]
A_51_P145360	2.69	1.59E-02	Sdk1	NM_177879	sidekick homolog 1 (chicken) (Sdk1), mRNA [NM_177879]
A_51_P291460	2.69	1.40E-04	EG624367	AK033118	15 days embryo male testis cDNA, RIKEN full-length enriched library, clone:8030438D22 product:GLYCERALDEHYDE-3-PHOSPHATE DEHYDROGENASE GAPDH (FRAGMENT) homolog [Sus scrofa], full insert sequence [AK033118]
A_51_P396811	2.69	6.47E-05	2900009I07Rik	NM_026520	RIKEN cDNA 2900009I07 gene (2900009I07Rik), mRNA [NM_026520]
A_51_P440978	2.69	1.69E-05	AK047822	AK047822	16 days embryo head cDNA, RIKEN full-length enriched library, clone:C130002A13 product:unclassifiable, full insert sequence. [AK047822]
A_51_P215887	2.69	1.04E-03	Aldh18a1	NM_019698	aldehyde dehydrogenase 18 family, member A1 (Aldh18a1), transcript variant 1, mRNA [NM_019698]
A_51_P464822	2.69	1.98E-04	Hist1h1e	NM_015787	histone cluster 1, H1e (Hist1h1e), mRNA [NM_015787]
A_51_P485946	2.69	3.27E-04	Fdft1	NM_010191	farnesyl diphosphate farnesyl transferase 1 (Fdft1), mRNA [NM_010191]
A_52_P47121	2.69	9.75E-04	TC1717239		XM_362277 predicted protein {Magnaporthe grisea 70-15} (exp=0; wgp=1; cg=0), partial (11%) [TC1717239]
A_51_P371750	2.69	7.50E-05	Marco	NM_010766	macrophage receptor with collagenous structure (Marco), mRNA [NM_010766]
A_52_P537050	2.69	1.58E-04	Uchl3	NM_016723	ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase) (Uchl3), mRNA [NM_016723]
A_52_P78417	2.68	6.22E-05	Cpe	NM_013494	carboxypeptidase E (Cpe), mRNA [NM_013494]
A_51_P300717	2.68	1.65E-04	Stxbp1	NM_009295	syntaxin binding protein 1 (Stxbp1), mRNA [NM_009295]
A_52_P349694	2.68	2.55E-04	Copg	NM_201244	coatomer protein complex, subunit gamma (Copg), transcript variant 2, mRNA [NM_201244]
A_51_P144090	2.68	1.03E-04	Slc16a3	NM_030696	solute carrier family 16 (monocarboxylic acid transporters), member 3 (Slc16a3), mRNA [NM_030696]
A_51_P147987	2.68	8.25E-05	Itlna	NM_010584	intelectin a (Itlna), mRNA [NM_010584]
A_52_P337236	2.68	6.75E-06	Refbp2	NM_019484	RNA and export factor binding protein 2 (Refbp2), mRNA [NM_019484]
A_52_P256817	2.68	3.53E-04	Zik1	NM_009577	zinc finger protein interacting with K protein 1 (Zik1), mRNA [NM_009577]
A_51_P483617	2.67	1.91E-03	0610040J01Rik	NM_029554	RIKEN cDNA 0610040J01 gene (0610040J01Rik), mRNA [NM_029554]
A_51_P106979	2.67	2.19E-02	Slc35f2	NM_028060	solute carrier family 35, member F2 (Slc35f2), mRNA [NM_028060]
A_51_P393223	2.67	3.86E-06	Ankrd23	BC023221	ankyrin repeat domain 23, mRNA (cDNA clone IMAGE:5355604). [BC023221]
A_52_P396774	2.67	1.15E-04	2700094K13Rik	NM_001037279	RIKEN cDNA 2700094K13 gene (2700094K13Rik), transcript variant 2, mRNA [NM_001037279]
A_52_P789489	2.67	9.95E-04	AK084266	AK084266	12 days embryo eyeball cDNA, RIKEN full-length enriched library, clone:D230016B01 product:inferred: ETn insert, full insert sequence [AK084266]
A_52_P716675	2.67	4.58E-06	A_52_P716675
A_51_P385054	2.67	1.34E-04	Pak1	NM_011035	p21 (CDKN1A)-activated kinase 1 (Pak1), mRNA [NM_011035]
A_51_P348652	2.67	1.04E-05	Spast	NM_016962	spastin (Spast), mRNA [NM_016962]
A_51_P317433	2.67	2.74E-04	Mesp2	NM_008589	mesoderm posterior 2 (Mesp2), mRNA [NM_008589]
A_52_P61567	2.67	2.37E-04	Rhox4e	NM_201236	reproductive homeobox 4E (Rhox4e), mRNA [NM_201236]
A_51_P434017	2.66	8.59E-04	Spon2	NM_133903	spondin 2, extracellular matrix protein (Spon2), mRNA [NM_133903]
A_52_P669964	2.66	2.77E-05	Cchcr1	NM_146248	coiled-coil alpha-helical rod protein 1 (Cchcr1), mRNA [NM_146248]
A_52_P328304	2.66	8.29E-06	Plekhg3	NM_153804	pleckstrin homology domain containing, family G (with RhoGef domain) member 3 (Plekhg3), mRNA [NM_153804]
A_52_P434306	2.66	2.11E-03	Col22a1	XM_193814	PREDICTED:  collagen, type XXII, alpha 1, transcript variant 1 (Col22a1), mRNA [XM_193814]
A_51_P174773	2.66	5.28E-05	2900010M23Rik	NM_026063	RIKEN cDNA 2900010M23 gene (2900010M23Rik), mRNA [NM_026063]
A_51_P299475	2.66	2.27E-02	Olfr63	NM_146937	olfactory receptor 63 (Olfr63), mRNA [NM_146937]
A_51_P165185	2.66	1.62E-04	Cldn7	NM_016887	claudin 7 (Cldn7), mRNA [NM_016887]
A_52_P184398	2.66	1.08E-05	Nxt1	NM_019761	NTF2-related export protein 1 (Nxt1), mRNA [NM_019761]
A_51_P154753	2.66	3.61E-04	Klc3	NM_146182	kinesin light chain 3 (Klc3), mRNA [NM_146182]
A_52_P188172	2.66	3.58E-04	Synj2	NM_011523	synaptojanin 2 (Synj2), mRNA [NM_011523]
A_51_P247175	2.66	5.19E-03	Ints10	AK034498	adult male diencephalon cDNA, RIKEN full-length enriched library, clone:9330200H18 product:RIKEN cDNA 4921521J11 gene, full insert sequence. [AK034498]
A_51_P407606	2.66	2.70E-04	Tmem48	NM_028355	transmembrane protein 48 (Tmem48), mRNA [NM_028355]
A_52_P641762	2.65	6.16E-04	4732471D19Rik	NM_176987	RIKEN cDNA 4732471D19 gene (4732471D19Rik), mRNA [NM_176987]
A_52_P140881	2.65	9.19E-06	C78409	BC089587	expressed sequence C78409, mRNA (cDNA clone MGC:107595 IMAGE:6757541), complete cds. [BC089587]
A_51_P328539	2.65	2.31E-06	Eno3	NM_007933	enolase 3, beta muscle (Eno3), mRNA [NM_007933]
