Probe set	Gene Symbol	Gene Title	SCTUB1	SCUTUB2	SCTUB3	SGLOM1	SGLOM2	SGLOM3	MES1	MES2	MES3	RPTEC1	RPTEC2	RPTEC3
204736_s_at	CSPG4	chondroitin sulfate proteoglycan 4	71.3	34.1	12	11.2	8	20.5	369.5	397.5	263.4	4.3	7.3	5.3
204737_s_at	MYH6 /// MYH7	myosin, heavy chain 6, cardiac muscle, alpha /// myosin, heavy chain 7, cardiac muscle, beta	20.8	19.2	27.5	6.9	9.2	7.6	10.8	15.4	8.3	6.8	5.2	4.1
204743_at	TAGLN3	transgelin 3	519.7	622.2	586.6	448	702.3	674	74.2	94.6	163	303.1	321.1	289.5
204744_s_at	IARS	isoleucyl-tRNA synthetase	7584.5	6876.6	5773.8	6926.2	6799.2	9103.9	8322	8508	11955.6	15126.7	15220	14491.5
204745_x_at	MT1G	metallothionein 1G	4525.1	5186.1	2893.3	3386.9	2853.6	2902.9	549.2	1123.5	1216.6	7671.4	6214.1	7757
204777_s_at	MAL	mal, T-cell differentiation protein	4805.2	1987.4	8153.4	4500.1	6797.3	6302.1	16.7	30.1	71.6	353.1	393.3	225.9
204780_s_at	FAS	Fas (TNF receptor superfamily, member 6)	707.6	1650.2	1324.5	1705.7	1287.5	1187.1	1438.1	1701.8	1306.3	365.9	384.6	445.7
204781_s_at	FAS	Fas (TNF receptor superfamily, member 6)	495.5	795.9	899	1199.2	739	983.5	730.9	944.4	804.6	277.5	249.5	244.2
204784_s_at	MLF1	myeloid leukemia factor 1	709.5	755.9	708.5	874	667.6	714	524	586.3	521.8	872.6	883.5	984.9
204803_s_at	RRAD	Ras-related associated with diabetes	3739.7	897.4	1331.5	2087.8	1035	2156.8	18.6	18.7	14.6	4391.2	4056.8	3994.8
204823_at	NAV3	neuron navigator 3	518.3	435.7	556.2	316.5	759.3	529.5	1386.4	1431.5	834.7	89.6	120	112.3
204825_at	MELK	maternal embryonic leucine zipper kinase	618.5	516.9	839.7	837.5	658.9	647.5	1134.2	990.7	1070.1	465.8	466.9	460.6
204836_at	GLDC	glycine dehydrogenase (decarboxylating)	792.1	2129.6	1491.7	1086	1322.4	625	83.1	273	178.6	4089.2	4107.4	3475.2
204839_at	POP5	processing of precursor 5, ribonuclease P/MRP subunit (S. cerevisiae)	759.6	780.5	800.7	1063.4	1152.4	1185.8	1308.7	1137	1316.1	915.6	1015.1	1053.5
204844_at	ENPEP	glutamyl aminopeptidase (aminopeptidase A)	213.9	2780.5	307.3	1078.8	991.3	258.9	13.3	15.6	9	7613.6	8368.9	5516.1
204845_s_at	ENPEP	glutamyl aminopeptidase (aminopeptidase A)	143.9	1948.5	223.7	849.6	606.6	278.2	40.6	6.9	35.8	6063.8	5865.3	5999.5
204857_at	MAD1L1	MAD1 mitotic arrest deficient-like 1 (yeast)	279.2	156.7	235.6	182.9	174.9	220.3	443.5	470.1	417.7	129.7	142	118.3
204863_s_at	IL6ST	interleukin 6 signal transducer (gp130, oncostatin M receptor)	268.4	372.6	194.8	338.6	336.7	310.5	578.8	395.7	414.6	982.6	885.3	1109.7
204872_at	TLE4	transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila)	254.4	146.6	117.4	273.3	146	227.7	664.7	414	462.5	72.3	101	75.2
204880_at	MGMT	O-6-methylguanine-DNA methyltransferase	823	905	791	757.1	699.4	1065.8	326.9	430.6	440.9	798.1	724.3	717.5
204881_s_at	UGCG	UDP-glucose ceramide glucosyltransferase	13570.4	10171.2	11612	11304.2	10217.1	14817.4	5318.1	4455.2	4343.4	13287.4	14130.5	13371.2
204886_at	PLK4	polo-like kinase 4 (Drosophila)	14.8	6.1	11.8	68	56.5	65.5	159	101.7	146.6	32.2	35.3	15.8
204902_s_at	ATG4B /// LOC727737	ATG4 autophagy related 4 homolog B (S. cerevisiae) /// similar to APG4 autophagy 4 homolog B	214.9	194.7	98.2	334	179.7	219.4	49.8	42	38.4	205.2	136.7	128.8
204906_at	RPS6KA2	ribosomal protein S6 kinase, 90kDa, polypeptide 2	744	647.1	668.6	678.6	533.1	529.8	1493.3	1643.7	1545.6	275	214.2	282.6
204923_at	SASH3	SAM and SH3 domain containing 3	197.1	199.8	236.1	178.6	109.9	161.8	186.1	187.7	186.6	103.9	96.7	95.9
204924_at	TLR2	toll-like receptor 2	318.2	250.1	639.3	376.3	461	451.6	53.6	21.8	62.6	33.1	35.6	35.3
204932_at	TNFRSF11B	tumor necrosis factor receptor superfamily, member 11b	220.2	634.7	395.6	507.2	641.1	248.4	870.1	1015.4	1038.1	109.5	140.7	114.7
204933_s_at	TNFRSF11B	tumor necrosis factor receptor superfamily, member 11b	1321	3372.9	2059.8	1537.8	2986.8	1836.8	3738.4	3116.4	3641.1	369.2	342.6	427.4
204944_at	PTPRG	protein tyrosine phosphatase, receptor type, G	218.2	173.3	209.9	184.6	251	177.4	544.9	567	669.7	352.6	312.6	384.8
204948_s_at	FST	follistatin	87.6	176.5	50.1	104	17.1	127.4	4237.5	3761.8	4002.8	149.1	82.3	106.7
204955_at	SRPX	sushi-repeat-containing protein, X-linked	1392.3	969.1	617.4	874.3	517.2	376.3	1238.7	1756.6	1453.8	237.3	206.1	267.9
204967_at	SHROOM2	shroom family member 2	378.5	221.9	280.5	221.3	272.9	355.2	137.5	88.2	97.4	347.4	373.1	382.2
204971_at	CSTA	cystatin A (stefin A)	44.2	55.9	47.4	9.1	9.7	25.5	1960.2	2755.3	2475.5	20	24.6	22.6
204998_s_at	ATF5	activating transcription factor 5	335.6	492.6	472.3	233.4	348.6	297	389.2	251.9	350.1	125.8	138.4	121.4
205011_at	VWA5A	von Willebrand factor A domain containing 5A	800.5	727.6	839.7	856.6	856.1	780.1	146.9	261.2	213	455.3	484	384.7
205047_s_at	ASNS	asparagine synthetase	1260.1	2478.9	1781.4	1835.9	1802	1149	8838.3	7212.5	7501.4	982.4	942.4	978.6
205052_at	AUH	AU RNA binding protein/enoyl-Coenzyme A hydratase	559.1	637.3	1021	733.8	911.5	1206	395.1	306.6	451.8	1436.7	1432.4	1342.8
205066_s_at	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1	364.4	249.7	249.5	251.7	203.2	335.6	426.7	385	532.6	986.1	1020.8	1105.6
205074_at	SLC22A5	solute carrier family 22 (organic cation/carnitine transporter), member 5	255.7	353.7	474.3	539.8	466.3	348.6	201.8	86.3	165.3	921.1	1005	952.5
205105_at	MAN2A1	mannosidase, alpha, class 2A, member 1	2173.2	1752.3	2036.4	2509.2	1618.5	2072.9	752.5	749	884.7	967.5	1001.5	974.4
205120_s_at	SGCB	sarcoglycan, beta (43kDa dystrophin-associated glycoprotein)	1075.9	1611.2	1649.5	1310.9	1590.5	1469	3912.6	3359.4	3638.4	1385.7	1191	1335
205130_at	RAGE	renal tumor antigen	177.2	106.7	237.9	402.3	165.1	150.5	897.8	1055.1	901.4	148.8	87.9	136.6
205132_at	ACTC1	actin, alpha, cardiac muscle 1	208.7	165.9	266.3	73.5	186.1	196.5	1684.4	1339.8	1696.7	62.8	72.2	91.1
205153_s_at	CD40	CD40 molecule, TNF receptor superfamily member 5	671.3	339.1	379.3	340.4	431.7	392.6	39	74.8	37.1	293.9	359	265.3
205158_at	RNASE4	ribonuclease, RNase A family, 4	107.8	167	144.4	105.6	96.2	93.9	585.1	388.6	531.6	304.9	327.9	286
205168_at	DDR2	discoidin domain receptor tyrosine kinase 2	36.4	9.6	27.6	90.4	10.6	36.6	1927	2715.2	2637.4	47.1	62.5	60.8
205175_s_at	KHK	ketohexokinase (fructokinase)	10.4	9.7	17.5	12.8	8.9	11.5	15.5	14.4	18.7	4.6	5.1	5.2
205178_s_at	RBBP6	retinoblastoma binding protein 6	449.1	410.9	363.4	425.9	419.1	387.9	514.7	573.2	469.5	282.4	273.3	264.9
205190_at	PLS1	plastin 1 (I isoform)	401.9	684.5	739.3	658.5	977.2	738.8	63.1	75.2	8.3	642.6	647	647.5
205207_at	IL6	interleukin 6 (interferon, beta 2)	7973.4	13050.8	11216.9	8593.6	10535.3	10141.9	2093.1	1796.4	2054.5	466.9	310.1	420.5
205210_at	TGFBRAP1	transforming growth factor, beta receptor associated protein 1	451.7	393.7	642	482.3	405.3	639.1	167.6	98.2	141.5	244.3	270.1	268
205222_at	EHHADH	enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase	149.8	172.7	184.1	255.1	259.1	325.3	55.6	67.4	114.3	267.3	412.6	334.4
205244_s_at	SLC13A3	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3	23.9	19.4	26.9	20	17.2	19.1	34.3	23.2	12.1	217.1	197.5	179.8
205248_at	DOPEY2	dopey family member 2	482.3	450	580.7	382.5	564.9	398.7	144.1	159.7	68.5	181.6	171.3	258.5
205251_at	PER2	period homolog 2 (Drosophila)	191.9	104.8	151.1	75.1	81.1	92.9	541.1	341.9	430.3	89.9	152.6	106.6
205266_at	LIF	leukemia inhibitory factor (cholinergic differentiation factor)	2221.6	1228.9	1408.9	1395.3	1452.7	1343.6	198.3	359.6	481.9	254.1	336.1	346.9
205296_at	RBL1	retinoblastoma-like 1 (p107)	3.2	2.8	8.8	56.6	50.1	32.8	113.8	98.9	61.8	38	16.4	45.1
205313_at	HNF1B	HNF1 homeobox B	4744.7	3326.4	2399.4	4410.5	2543.9	3272.8	87.6	219.8	40.5	3665.3	3340.3	3594.1
205321_at	EIF2S3	eukaryotic translation initiation factor 2, subunit 3 gamma, 52kDa	745.7	487.8	403	436.6	505.2	783.9	619.7	618	712.7	2263.9	1864.6	1972.4
205324_s_at	FTSJ1	FtsJ homolog 1 (E. coli)	682.7	703.4	678.9	590	483.8	670.3	1091.2	1187	1154.1	735.1	638.4	672.4
205327_s_at	ACVR2A	activin A receptor, type IIA	233.9	328.1	538.2	286.9	386.7	252.4	1383.3	1041.2	1511.5	253.6	336.3	227.2
205335_s_at	SRP19	signal recognition particle 19kDa	1796.6	2551	2009.8	2571.2	2517.6	2594.6	3724	3323.1	3209.5	2142.9	1897.9	1855
205345_at	BARD1	BRCA1 associated RING domain 1	205.8	101.9	127	149.6	172	210.7	538.7	418	530.5	102.7	156	134.6
205351_at	GGCX	gamma-glutamyl carboxylase	329.7	278.7	268.2	276.5	328.4	263	573.9	517.4	621.4	399	416.8	436.7
205366_s_at	HOXB6	homeobox B6	604.7	689.6	682.8	420.3	684.8	725.6	108.4	188.3	159.9	566.6	470.9	523.6
205380_at	PDZK1	PDZ domain containing 1	142.9	59.7	198.6	533.5	373.4	400.8	71.4	5.3	8.8	3597.8	3888.4	3871
205382_s_at	CFD	complement factor D (adipsin)	15.6	12.4	28.9	39.5	23.1	9.9	969.6	809.1	702.1	53.1	87.6	74.8
205383_s_at	ZBTB20	zinc finger and BTB domain containing 20	1821.1	2308.3	2339.7	2029.5	2177.2	1896	1253	1377.1	1219	2787.1	2664.6	2605.3
205390_s_at	ANK1	ankyrin 1, erythrocytic	38.9	87	21.1	18	22	18.1	124.4	101.2	60.8	7.2	4.8	9.7
205407_at	RECK	reversion-inducing-cysteine-rich protein with kazal motifs	140.8	226.8	196.8	260.9	206.5	127.8	1243.3	1638.4	1833.6	196.2	211.3	289.8
205410_s_at	ATP2B4	ATPase, Ca++ transporting, plasma membrane 4	208.7	296.4	199.1	185.4	194.9	103.3	50.7	62.1	88.2	294.4	334.2	228.4
205422_s_at	ITGBL1	integrin, beta-like 1 (with EGF-like repeat domains)	43.6	31.3	15.5	61.2	79.3	56.7	5414.1	5038.3	5081.5	3.1	2.8	7.9
205425_at	HIP1	huntingtin interacting protein 1	93.4	130.2	138.3	114.4	87.1	114.8	689.1	563.3	478.1	134.6	111.7	123.9
205441_at	OCEL1	occludin/ELL domain containing 1	443.5	544.6	500	406.6	372.5	358.9	191.6	253.3	298.7	772.8	744.6	696
205452_at	PIGB	phosphatidylinositol glycan anchor biosynthesis, class B	552.6	569.6	547.3	497.7	573.1	559.7	366.1	405	410.4	550	565.2	599
205478_at	PPP1R1A	protein phosphatase 1, regulatory (inhibitor) subunit 1A	518.9	946.2	662.6	765.6	547.1	446	17.9	15.7	6.5	2765.1	2137.7	2217.8
205479_s_at	PLAU	plasminogen activator, urokinase	6528.7	12009.6	12663.7	8897.1	6318.9	7044.8	839.3	1004.9	759.8	1454.4	1363.8	1202.2
205490_x_at	GJB3	gap junction protein, beta 3, 31kDa	245	480.1	337.8	405.7	304	307.9	89.2	24	58.2	133.3	183.7	166.4
205501_at	PDE10A	phosphodiesterase 10A	413.6	801.8	200.3	669.7	504.7	142	37.4	25.6	6	1823.6	1706.4	1929.3
205512_s_at	AIFM1	apoptosis-inducing factor, mitochondrion-associated, 1	759.2	768.4	900.1	738.4	1033.2	1177.3	469.3	519.9	352.9	1599.4	1462.6	1592.5
205522_at	HOXD4	homeobox D4	269.1	225.3	329.3	165.9	197.8	95.5	227	181	97.3	1184.5	972.5	969
205523_at	HAPLN1	hyaluronan and proteoglycan link protein 1	9.6	3.6	10.1	34.6	41.1	8.6	719.8	496.4	905.1	2.8	2.4	7.1
205524_s_at	HAPLN1	hyaluronan and proteoglycan link protein 1	22.7	11.2	34.7	15	31.8	57.4	1265.1	1029.1	1349.8	8.1	10.1	17.9
205533_s_at	CDH6	cadherin 6, type 2, K-cadherin (fetal kidney)	169.1	142.9	100	243	196.2	174.9	59.2	13.9	78.9	524.9	776.1	728.8
205547_s_at	TAGLN	transgelin	17025.4	4089.9	3819.7	9025.2	8315.4	3689.7	24764.8	29799.7	27598	908.9	819.4	924.2
205550_s_at	BRE	brain and reproductive organ-expressed (TNFRSF1A modulator)	3058.4	1811.3	2186.5	3095.7	2915.5	2231	915.1	885.4	826.7	3096.5	2491.1	2913.7
205560_at	PCSK5	proprotein convertase subtilisin/kexin type 5	217.3	232.9	243.4	186.9	232.2	320.5	20.4	20.5	70.3	118.6	137.6	171
205565_s_at	FXN	frataxin	236.3	362.2	270.4	362.9	444.4	430.5	215.4	184.1	189.2	190.2	207.4	201.9
205579_at	HRH1	histamine receptor H1	256.4	172.1	183.3	375.1	315.8	290.1	120.3	205	102	869.4	851	867.4
205590_at	RASGRP1	RAS guanyl releasing protein 1 (calcium and DAG-regulated)	323.6	676.5	682	316.7	706	548.8	50	35.7	39.4	66.4	102.7	75.9
205607_s_at	SCYL3	SCY1-like 3 (S. cerevisiae)	156.9	141.7	151.4	187.2	184.7	131.9	170.2	208.2	196.3	72	73.6	96.4
205645_at	REPS2	RALBP1 associated Eps domain containing 2	25.8	5.5	11	45.4	14.1	7.5	74.5	62.3	94.4	887.1	887.2	855.7
205652_s_at	TTLL1	tubulin tyrosine ligase-like family, member 1	279.4	345.2	378.9	229.4	227.1	286.2	663	745.5	757.9	273.7	180.4	250.1
205659_at	HDAC9	histone deacetylase 9	510.3	524.3	386.4	400	406.5	279.9	66.3	59.3	85.8	276.7	186.9	177.4
205674_x_at	FXYD2	FXYD domain containing ion transport regulator 2	1967.9	3982.8	3288.2	3191.3	6143.5	5195.1	72.9	154.6	182.9	9130.6	9075.9	9651
205677_s_at	DLEU1	deleted in lymphocytic leukemia 1 (non-protein coding)	233.2	155.2	144	264.1	234.1	199.8	387.5	493.3	518.1	433	522.5	484.3
205679_x_at	ACAN	aggrecan	14.6	146.6	88.9	122.1	95.3	161.3	5634.1	5434.7	4948.2	183.6	91.9	115.7
205711_x_at	ATP5C1	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1	11349.6	9306.6	11890.8	12769.9	8818.8	12081.9	7805.4	7073.6	8745.4	17999	18034.1	17010.2
205712_at	PTPRD	protein tyrosine phosphatase, receptor type, D	292.1	298.4	475.9	406.1	308.8	437	33.6	132.3	69.3	643.4	765.6	528.7
205713_s_at	COMP	cartilage oligomeric matrix protein	17.5	6.3	112.8	18.7	49.7	8.9	8846.5	11070.7	8878.2	42.1	8.3	24.3
205717_x_at	PCDHGA1 /// PCDHGA10 /// PCDHGA11 /// PCDHGA12 /// PCDHGA2 /// PCDHGA3 /// PCDHGA4 /// PCDHGA5 /// PCDHGA6 /// PCDHGA7 /// PCDHGA8 /// PCDHGA9 /// PCDHGB1 /// PCDHGB2 /// PCDHGB3 /// PCDHGB4 /// PCDHGB5 /// PCDHGB6 /// PCDHGB7 /// PCDHGC3 /// PCDHGC4 /// PCDHGC5	protocadherin gamma subfamily A, 1 /// protocadherin gamma subfamily A, 10 /// protocadherin gamma subfamily A, 11 /// protocadherin gamma subfamily A, 12 /// protocadherin gamma subfamily A, 2 /// protocadherin gamma subfamily A, 3 /// protocadherin gamma subfamily A, 4 /// protocadherin gamma subfamily A, 5 /// protocadherin gamma subfamily A, 6 /// protocadherin gamma subfamily A, 7 /// protocadherin gamma subfamily A, 8 /// protocadherin gamma subfamily A, 9 /// protocadherin gamma subfamily B, 1 /// protocadherin gamma subfamily B, 2 /// protocadherin gamma subfamily B, 3 /// protocadherin gamma subfamily B, 4 /// protocadherin gamma subfamily B, 5 /// protocadherin gamma subfamily B, 6 /// protocadherin gamma subfamily B, 7 /// protocadherin gamma subfamily C, 3 /// protocadherin gamma subfamily C, 4 /// protocadherin gamma subfamily C, 5	596	664.2	620.4	588.3	714.9	633.9	1282.5	1074.3	1275.8	506.3	561.9	477.1
205729_at	OSMR	oncostatin M receptor	339.4	310.6	225.3	525.6	406.8	289.7	334.7	309.4	424.3	963.3	1059	895.6
205732_s_at	NCOA2	nuclear receptor coactivator 2	29.8	21	16.2	73.8	79.6	104.7	131	71.1	110.1	115.2	139.7	153.6
205745_x_at	ADAM17	ADAM metallopeptidase domain 17	618.2	375.5	579.3	626.5	447.1	542.9	214.2	223.1	163.7	327.8	384.5	344.1
205770_at	GSR	glutathione reductase	265.1	180	217.7	148.5	89.1	225.1	152.7	141.5	252.9	1539.8	1121.1	1061.4
205782_at	FGF7	fibroblast growth factor 7 (keratinocyte growth factor)	68.7	72.2	126.6	10.6	65.1	8.2	1441.8	1518.8	1210.8	48.9	31.7	31.7
205799_s_at	SLC3A1	solute carrier family 3 (cystine, dibasic and neutral amino acid transporters, activator of cystine, dibasic and neutral amino acid transport), member 1	403.9	549.2	822.2	1141.9	730.1	417.5	107.6	160.8	240.2	5164.6	5185.3	5115.5
205817_at	SIX1	SIX homeobox 1	55.8	39.6	27.8	53.4	11.7	35.6	440	285.9	341.7	17.6	30.8	43.9
205818_at	DBC1	deleted in bladder cancer 1	45	111.6	144.7	125.7	175.2	210.4	288.8	249.7	347	37.5	32.5	53.3
205832_at	CPA4	carboxypeptidase A4	366.4	558.9	312.4	215.2	284.4	249.2	235.8	290.2	263	115.9	99.2	137.2
205870_at	BDKRB2	bradykinin receptor B2	130.1	118.5	175.6	137.6	109.5	232.2	276.5	279.3	362.8	49.5	19.7	12.9
205872_x_at	PDE4DIP	phosphodiesterase 4D interacting protein	30	39.8	132.2	23	35.3	12.9	804.5	367.4	535	216.5	219.7	200
205880_at	PRKD1	protein kinase D1	305.1	299	436.8	353	408.2	368.2	962.9	701.3	1054.2	333	339.6	445.9
205882_x_at	ADD3	adducin 3 (gamma)	1515.4	1849.2	1563	2424.5	1510.1	2348.4	5808.6	4025	6500.5	5085.6	5835.7	4880.8
205890_s_at	GABBR1 /// UBD	gamma-aminobutyric acid (GABA) B receptor, 1 /// ubiquitin D	1358.1	458.6	399.5	1595.2	459.6	315.4	11.5	10	8	390.1	325.9	357.7
205891_at	ADORA2B	adenosine A2b receptor	714.7	563.6	530	500.7	399.3	341.8	342.4	518.7	425.1	139.7	137.2	137.9
205914_s_at	GRIN1	glutamate receptor, ionotropic, N-methyl D-aspartate 1	51	37.1	21.8	14.5	13.4	12.6	24.9	17.1	17.5	4.7	4.9	7.5
205917_at	ZNF264	zinc finger protein 264	262.1	244.9	257.6	315.3	289.2	318.6	211.6	209.6	196.6	286	316.9	344.4
205920_at	SLC6A6	solute carrier family 6 (neurotransmitter transporter, taurine), member 6	45.1	7.3	70.9	199.4	241.2	256.5	14.2	59.6	17.8	1212.5	1551.8	1147
205921_s_at	SLC6A6	solute carrier family 6 (neurotransmitter transporter, taurine), member 6	25.6	4.4	22.3	5.9	24.4	12.3	7.8	18.4	12.9	481.3	541.8	446.9
205942_s_at	ACSM3	acyl-CoA synthetase medium-chain family member 3	93.6	82.1	20.9	63.2	101.4	108.4	7.2	9.2	5.7	87.4	109.6	129.1
205952_at	KCNK3	potassium channel, subfamily K, member 3	511.5	983.4	265.9	765.7	387.6	348	12.7	20.4	9	383.2	332.4	389.6
205975_s_at	HOXD1	homeobox D1	545.9	372.4	398.4	294.7	261.8	342.8	105.5	37.5	45	394.5	438.1	373.4
205978_at	KL	klotho	386.4	215.8	382.7	443.1	403.9	788.1	16.7	8.4	13.1	235.6	315.9	463.1
205991_s_at	PRRX1	paired related homeobox 1	72	72.4	21.5	133.5	50.6	17.8	976.5	878.3	1093	75.8	62.6	48.8
206024_at	HPD	4-hydroxyphenylpyruvate dioxygenase	8.5	12.2	13.4	9.5	12.3	10.3	5.9	19.7	5.8	137.5	123.1	167.4
206050_s_at	RNH1	ribonuclease/angiogenin inhibitor 1	2229.7	2056.5	1708.8	2049.7	1664.8	2106.1	6094.2	5410.1	6303.4	2480.4	2489.9	2338.8
206059_at	ZNF91	zinc finger protein 91	434.8	971.6	845.1	635.4	821.6	851.1	141.5	182.6	216.6	646.1	463.7	420.6
206075_s_at	CSNK2A1	casein kinase 2, alpha 1 polypeptide	963.5	959	637.7	832.2	781.2	675.8	401.3	374.9	465.3	919.1	832.8	862
206094_x_at	UGT1A1 /// UGT1A10 /// UGT1A3 /// UGT1A4 /// UGT1A5 /// UGT1A6 /// UGT1A7 /// UGT1A8 /// UGT1A9	UDP glucuronosyltransferase 1 family, polypeptide A1 /// UDP glucuronosyltransferase 1 family, polypeptide A10 /// UDP glucuronosyltransferase 1 family, polypeptide A3 /// UDP glucuronosyltransferase 1 family, polypeptide A4 /// UDP glucuronosyltransferase 1 family, polypeptide A5 /// UDP glucuronosyltransferase 1 family, polypeptide A6 /// UDP glucuronosyltransferase 1 family, polypeptide A7 /// UDP glucuronosyltransferase 1 family, polypeptide A8 /// UDP glucuronosyltransferase 1 family, polypeptide A9	883.2	1504.3	2184.5	1407.8	1618.6	1477.3	128.2	126.2	61.6	3664.9	5332.9	4427.2
206100_at	CPM	carboxypeptidase M	111.4	89	98.9	147.5	181.4	343.6	8.9	37.2	11.1	1931.1	1649.3	1829.5
206101_at	ECM2	extracellular matrix protein 2, female organ and adipocyte specific	17.8	30.8	13.5	11.8	5.9	27	792.9	556.2	906.4	26.1	34.7	39.3
206116_s_at	TPM1	tropomyosin 1 (alpha)	12464.3	15266.1	9793.6	12719.1	12696.8	11149.2	16065.4	14963.3	14781.3	4786.3	4503.6	4587.9
206117_at	TPM1	tropomyosin 1 (alpha)	1291.7	582.7	418.6	919.1	578.3	745.4	1760.2	2166.1	1847.7	252.9	347.7	290
206119_at	BHMT	betaine-homocysteine methyltransferase	46.8	23.4	36.9	28.7	42.5	67.5	6.2	18.7	21.5	230.1	255.1	203.5
206133_at	XAF1	XIAP associated factor 1	159.5	85.1	183.4	89.8	132	141	274.3	211.7	206.3	51.2	37.9	29.2
206157_at	PTX3	pentraxin-related gene, rapidly induced by IL-1 beta	38.1	225.9	52.1	212.9	156.3	66.2	13762.4	14917.8	18388	70.3	37.7	58.8
206174_s_at	PPP6C	protein phosphatase 6, catalytic subunit	1041	861.8	915.6	724.4	978.7	735.8	1437.9	1321.1	1352.8	1241.2	1125.6	1208.2
206201_s_at	MEOX2	mesenchyme homeobox 2	8.6	0.8	5.3	28.4	27.6	4	304.5	264.6	170.4	0.5	0.5	0.4
206204_at	GRB14	growth factor receptor-bound protein 14	433	360.9	289.1	469.7	465.3	383.5	65.3	27.8	23.8	487.1	484.3	502
206228_at	PAX2	paired box 2	656.7	615.1	540.1	793.9	607.2	575.3	31.9	126.7	42.4	531.2	835.6	810
206247_at	MICB	MHC class I polypeptide-related sequence B	419.6	552.1	440.1	420.9	382.7	237	194.4	191.6	217.4	106.6	167.8	109.9
206284_x_at	CLTB	clathrin, light chain (Lcb)	1085.1	944.9	998.4	968.4	768.3	871.1	1105.9	1272.2	996.8	697.6	626.5	634.3
206306_at	RYR3	ryanodine receptor 3	87.6	85.3	164	147.1	105.6	94.6	11.2	9.5	5.5	25.5	13.8	68.9
206315_at	CRLF1	cytokine receptor-like factor 1	72.3	27.1	130.7	147.8	44.3	42.9	1479.1	1455.6	1256.8	5.6	9.9	7.1
206320_s_at	SMAD9	SMAD family member 9	25	31.7	26.5	29.6	13	16.9	165	141.5	123.2	73.6	45.4	76.4
206332_s_at	IFI16	interferon, gamma-inducible protein 16	252.9	330	614.1	312.6	534.7	490.2	1418.3	1379.9	1562.3	247.8	297.5	176.8
206340_at	NR1H4	nuclear receptor subfamily 1, group H, member 4	227.8	304.5	324.4	151.8	357.9	360.9	42.6	26.1	93.5	754.9	702.9	822.7
206382_s_at	BDNF	brain-derived neurotrophic factor	679.2	292.2	354.8	388	608.2	509	455.1	351.9	363.9	79.5	29	71.2
206421_s_at	SERPINB7	serpin peptidase inhibitor, clade B (ovalbumin), member 7	1614.9	3078.1	705.9	1312.4	447.2	278.8	9.4	7.9	11.8	502.5	435.1	325.9
206432_at	HAS2	hyaluronan synthase 2	46	35.3	8.2	42.5	10.4	5.4	953.7	1016.1	1139.6	2.3	7.3	3.6
206441_s_at	COMMD4	COMM domain containing 4	1138	942.1	997.3	822.5	1096.6	778.9	546.3	418.3	365.3	675.3	690.9	749
206445_s_at	PRMT1	protein arginine methyltransferase 1	4107.5	2793	2173.7	2611	2663.5	2573.4	1202.2	1164.7	1269.3	3684.8	3607.1	3338.6
206461_x_at	MT1H	metallothionein 1H	12050.5	12745.8	6506.9	6277.5	5472.2	4588	2009.3	3211.9	3099	20143.5	16217.1	16679.2
206476_s_at	NOVA2	neuro-oncological ventral antigen 2	33.3	30.6	32.3	55.1	72.5	107.5	17.1	16	5.3	7.7	5.8	4.9
206517_at	CDH16	cadherin 16, KSP-cadherin	47.3	10.5	15.3	9	13.9	25.3	12.1	140.4	20.3	1226.7	1068.9	1165
206558_at	SIM2	single-minded homolog 2 (Drosophila)	1170.7	514.1	638.7	704.5	696.7	669.3	112.1	98.4	182.7	70.1	41.2	61.4
206571_s_at	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4	779.9	574.8	687.8	825.4	686.3	855.3	1310.2	1046.7	1580.8	554.2	657.3	559.6
206580_s_at	EFEMP2	EGF-containing fibulin-like extracellular matrix protein 2	2307.1	1408.8	1430	1946.4	1463.2	1527.3	5117.1	4775.3	4700.7	1669.5	1772.6	1528
206584_at	LY96	lymphocyte antigen 96	123.8	334.6	118.8	172.8	306.4	276.9	778.1	615.2	625	42.9	32.2	41.9
206631_at	PTGER2	prostaglandin E receptor 2 (subtype EP2), 53kDa	281.5	404.6	267.8	293.7	699.8	367.8	88.7	82.3	109.3	3562.5	3580.8	3231.2
206659_at	FLJ14082	hypothetical protein FLJ14082	179.1	253.7	168.1	297	250.8	107.7	13.9	27.4	21.8	68	75.2	58.9
206687_s_at	PTPN6	protein tyrosine phosphatase, non-receptor type 6	471.2	293.3	328.4	304.6	303.3	310	109.7	157.1	103.7	294.1	245.7	271.6
206710_s_at	EPB41L3	erythrocyte membrane protein band 4.1-like 3	265.1	452.3	322.1	281.5	397.5	381.2	15.2	59.2	8.7	415	598.7	461.7
206808_at	HNRNPA3P1	heterogeneous nuclear ribonucleoprotein A3 pseudogene 1	7.5	4.1	13.3	23.1	6	16.1	95.6	100.6	99.1	3	6	3.6
206812_at	ADRB3	adrenergic, beta-3-, receptor	41.3	20.7	32.8	44.6	46.9	68.1	94.8	117.4	53.5	10.3	14.5	19.1
