Genbank ID	Gene Title	Gene symbol	5 h FC ± SEM	8 d FC ± SEM	1.5 mos FC ± SEM	6 mos FC ± SEM	Gene sequence
AV305746	phosphoribosyl pyrophosphate amidotransferase	Ppat	-1.8 ± 0.4	N.C.	N.C.	N.C.	1382
AV313469	RIKEN cDNA 1700030A21 gene	1700030A21Rik	-1.6 ± 0.4	N.C.	N.C.	N.C.	1383
AV313559	RIKEN cDNA 5830411E10 gene	5830411E10Rik	-4.2 ± 0.5	N.C.	N.C.	N.C.	1384
AV378394	transmembrane 6 superfamily member 1	Tm6sf1	-2.1 ± 0.4	N.C.	N.C.	N.C.	1387
AW060797	RIKEN cDNA E030025D05 gene	E030025D05Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	1388
AW108522	glycine amidinotransferase (L-arginine:glycine amidinotransferase)	Gatm	-1.7 ± 0.4	N.C.	N.C.	N.C.	1389
AW146388	RIKEN cDNA 2900046F13 gene	2900046F13Rik	-2.6 ± 0.4	N.C.	N.C.	N.C.	1390
AW212720	GCN5 general control of amino acid synthesis-like 2 (yeast)	Gcn5l2	-1.7 ± 0.4	N.C.	N.C.	N.C.	1391
AW259452	RIKEN cDNA 1110033O09 gene	1110033O09Rik	-1.7 ± 0.4	N.C.	N.C.	N.C.	1392
AW324327	RIKEN cDNA 3010009O07 gene	3010009O07Rik	-3.7 ± 0.4	N.C.	N.C.	N.C.	1393
AW413620	glucocorticoid induced gene 1		-1.7 ± 0.4	N.C.	N.C.	N.C.	1394
AW493291	RIKEN cDNA 2900001G08 gene	2900001G08Rik	-1.9 ± 0.4	N.C.	-1.5 ± 0.4	N.C.	1395
AW519657	RIKEN cDNA 6330407A03 gene	6330407A03Rik	N.C.	N.C.	-1.5 ± 0.3	N.C.	1396
AW540521	peptidylprolyl isomerase (cyclophilin)-like 3	Ppil3	-2.1 ± 0.4	N.C.	N.C.	N.C.	1397
AW545934	transcription termination factor 1	Ttf1	-1.7 ± 0.4	N.C.	N.C.	N.C.	1398
AW549928	RIKEN cDNA 6720475J19 gene	6720475J19Rik	-1.8 ± 0.4	N.C.	N.C.	N.C.	1399
AW556332	methyltransferase-like 3	Mettl3	-2.5 ± 0.4	N.C.	N.C.	N.C.	1400
AW701004	RIKEN cDNA 2810405F18 gene	2810405F18Rik	-1.6 ± 0.4	N.C.	N.C.	N.C.	1401
AW764291	RIKEN cDNA 4833423F13 gene	4833423F13Rik	-2.9 ± 0.5	N.C.	-1.8 ± 0.4	N.C.	1402
AW825994	ribonuclease, RNase A family, 6	Rnase6	N.C.	N.C.	-2.0 ± 0.4	N.C.	1403
AW985991	RIKEN cDNA 1810014B01 gene	1810014B01Rik	-2.0 ± 0.4	N.C.	N.C.	N.C.	1404
AY027937	damage specific DNA binding protein 2	Ddb2	-1.5 ± 0.4	N.C.	N.C.	N.C.	1406
AY033513	trimethyllysine hydroxylase, epsilon	Tmlhe	N.C.	N.C.	-1.5 ± 0.4	N.C.	1407
AY034062	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)	Sfpq	-1.5 ± 0.4	-1.8 ± 0.4	N.C.	N.C.	1408
BB121406	inhibitor of DNA binding 4	Id4	-1.5 ± 0.4	N.C.	-1.6 ± 0.4	-1.5 ± 0.4	1412
BB130716	HIV-1 Rev binding protein	Hrb	-1.9 ± 0.4	N.C.	N.C.	N.C.	1413
BB157866	FYN binding protein	Fyb	N.C.	N.C.	-2.0 ± 0.4	N.C.	1414
BB199001	membrane-spanning 4-domains, subfamily A, member 4B	Ms4a4b	-1.5 ± 0.4	N.C.	-3.3 ± 0.4	-1.5 ± 0.4	1415
BB211667	RIKEN cDNA 2810013C04 gene	2810013C04Rik	-2.4 ± 0.4	N.C.	N.C.	N.C.	1416
BB225670	translocase of outer mitochondrial membrane 70 homolog A (yeast)	Tomm70a	-1.6 ± 0.4	N.C.	N.C.	N.C.	1417
BB234837	RIKEN cDNA 5830407E08 gene	5830407E08Rik	N.C.	N.C.	-1.8 ± 0.4	N.C.	1418
BB238025	cDNA sequence BC003332	BC003332	-2.5 ± 0.4	N.C.	N.C.	N.C.	1419
BB283527	RIKEN cDNA 3100002L24 gene	3100002L24Rik	-2.8 ± 0.4	N.C.	N.C.	N.C.	1421
BB283751	mannoside acetylglucosaminyltransferase 3	Mgat3	-2.0 ± 0.4	N.C.	N.C.	N.C.	1422
BB283807	transcription termination factor, RNA polymerase II	Ttf2	-1.6 ± 0.4	N.C.	N.C.	N.C.	1423
BB303906	fucose-1-phosphate guanylyltransferase	Fpgt	-1.5 ± 0.3	N.C.	N.C.	N.C.	1424
BB305930	RIKEN cDNA C030033F14 gene	C030033F14Rik	-2.3 ± 0.4	N.C.	N.C.	-1.6 ± 0.4	1425
BB318398	RIKEN cDNA 2210018M11 gene	2210018M11Rik	-1.6 ± 0.4	N.C.	N.C.	N.C.	1426
BB373377	membrane protein, palmitoylated	Mpp1	-1.7 ± 0.3	N.C.	N.C.	N.C.	1431
BB393498	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	Atic	-1.5 ± 0.3	N.C.	N.C.	N.C.	1432
BB425379	cleavage and polyadenylation specific factor 6	Cpsf6	-1.8 ± 0.4	-2.9 ± 0.4	N.C.	N.C.	1433
BB440272	RIKEN cDNA B230354K17 gene	B230354K17Rik	-4.4 ± 0.6	N.C.	N.C.	N.C.	1435
BB440612	transcriptional adaptor 2 (ADA2 homolog, yeast)-like	Tada2l	-1.6 ± 0.4	N.C.	N.C.	N.C.	1436
BB460424	RIKEN cDNA 6330505F04 gene	6330505F04Rik	-1.6 ± 0.4	N.C.	N.C.	N.C.	1438
BB462688	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D	Sema6d	N.C.	N.C.	N.C.	-1.5 ± 0.4	1439
BB469274	RIKEN cDNA 0610010F05 gene	0610010F05Rik	-1.7 ± 0.3	N.C.	N.C.	N.C.	1440
BB484739	RIKEN cDNA 4930518I15 gene	4930518I15Rik	-2.0 ± 0.4	N.C.	N.C.	N.C.	1441
BB486127	pleckstrin homology domain containing, family A member 6	Plekha6	-2.8 ± 0.5	N.C.	-1.9 ± 0.4	N.C.	1442
BB497484	G elongation factor, mitochondrial 2	Gfm2	-1.7 ± 0.4	N.C.	N.C.	N.C.	1443
BB515259	RIKEN cDNA 2210016H18 gene	2210016H18Rik	-2.5 ± 0.4	N.C.	-1.7 ± 0.4	N.C.	1444
BB529459	RIKEN cDNA 5430439G14 gene	5430439G14Rik	-2.3 ± 0.4	N.C.	N.C.	N.C.	1446
BB624514	RIKEN cDNA 4432414F05 gene	4432414F05Rik	N.C.	N.C.	-1.6 ± 0.4	N.C.	1447
BB664131	RIKEN cDNA 6720427H10 gene	6720427H10Rik	-2.2 ± 0.4	N.C.	N.C.	N.C.	1449
BB667188	RIKEN cDNA 6820424L24 gene	6820424L24Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	1450
BB705379	RIKEN cDNA 1110003H10 gene	1110003H10Rik	-1.8 ± 0.4	N.C.	N.C.	N.C.	1453
BB737182	ribosomal protein S6 kinase, polypeptide 2	Rps6ka2	-1.6 ± 0.4	N.C.	N.C.	N.C.	1454
BB748887	RIKEN cDNA 9130004J05 gene	9130004J05Rik	-1.6 ± 0.4	N.C.	N.C.	N.C.	1455
BB750118	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	St3gal2	-1.8 ± 0.4	N.C.	N.C.	N.C.	1456
BB752416	RIKEN cDNA 1110002L01 gene	1110002L01Rik	-13.2 ± 0.6	N.C.	N.C.	N.C.	1457
BB757908	5-methyltetrahydrofolate-homocysteine methyltransferase reductase	Mtrr	-1.7 ± 0.4	N.C.	N.C.	N.C.	1458
BB770528	retinoic acid induced 2	Rai2	-2.8 ± 0.5	N.C.	N.C.	N.C.	1461
BB771462	syntaxin binding protein 4	Stxbp4	-2.4 ± 0.5	N.C.	N.C.	N.C.	1462
BB795491	DNA methyltransferase 3A	Dnmt3a	-5.7 ± 0.4	N.C.	N.C.	N.C.	1463
BB812902	deleted in lymphocytic leukemia, 2	Dleu2	-2.3 ± 0.4	N.C.	N.C.	N.C.	1465
BB829652	neural precursor cell expressed, developmentally down-regulated gene 1	Nedd1	-1.9 ± 0.4	N.C.	N.C.	N.C.	1466
BC001999	epithelial membrane protein 3	Emp3	-1.6 ± 0.3	N.C.	-1.5 ± 0.4	N.C.	1467
BC002059	cDNA sequence BC002059	BC002059	-1.8 ± 0.4	N.C.	N.C.	N.C.	1469
BC002136	coronin, actin binding protein 1A	Coro1a	N.C.	N.C.	-2.5 ± 0.4	-1.5 ± 0.4	1470
BC002154	protein tyrosine phosphatase, receptor type, J /// expressed sequence AW125753	Ptprj /// AW125753	-2.7 ± 0.4	N.C.	N.C.	N.C.	1471
BC002238	RIKEN cDNA 1200003C05 gene	1200003C05Rik	-1.6 ± 0.3	N.C.	N.C.	N.C.	1472
BC002257	cDNA sequence BC005512	BC005512	-2.3 ± 0.6	N.C.	N.C.	N.C.	1473
BC002280	RIKEN cDNA 4933412H03 gene	4933412H03Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	1474
BC002306	similar to polymerase (RNA) II (DNA directed) polypeptide H	LOC381040	-1.8 ± 0.4	N.C.	N.C.	N.C.	1475
BC003209	expressed sequence C77668	C77668	-2.6 ± 0.4	N.C.	N.C.	N.C.	1476
BC003267	cDNA sequence BC003267	BC003267	-1.6 ± 0.4	N.C.	N.C.	N.C.	1477
BC003333	RIKEN cDNA 0610033I05 gene	0610033I05Rik	-1.6 ± 0.4	N.C.	N.C.	N.C.	1478
BC003467	RIKEN cDNA 2810013M15 gene	2810013M15Rik	-1.5 ± 0.3	N.C.	N.C.	N.C.	1479
BC003491	haloacid dehalogenase-like hydrolase domain containing 3	Hdhd3	-2.9 ± 0.5	N.C.	-1.5 ± 0.4	N.C.	1480
BC003738	RAD51 associated protein 1	Rad51ap1	-1.9 ± 0.4	N.C.	-1.8 ± 0.5	N.C.	1481
BC003865	mutL homolog 3 (E coli)	Mlh3	-1.9 ± 0.4	N.C.	N.C.	N.C.	1483
BC003868	claudin 8	Cldn8	-2.3 ± 0.4	N.C.	-1.6 ± 0.4	N.C.	1484
BC003916	RIKEN cDNA 0610007P06 gene	0610007P06Rik	-1.7 ± 0.4	N.C.	N.C.	N.C.	1485
BC003967	RIKEN cDNA 4632428N05 gene	4632428N05Rik	-2.2 ± 0.4	N.C.	N.C.	N.C.	1486
BC004090	RIKEN cDNA 5730470L24 gene	5730470L24Rik	-1.9 ± 0.4	N.C.	N.C.	N.C.	1487
BC004636	cDNA sequence BC004636	BC004636	-2.0 ± 0.4	N.C.	N.C.	N.C.	1488
BC004752	RIKEN cDNA 2310061B02 gene	2310061B02Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	1489
BC004753	RIKEN cDNA 2810055F11 gene	2810055F11Rik	-2.7 ± 0.4	N.C.	N.C.	N.C.	1490
BC004773	RIKEN cDNA 4930506L13 gene	4930506L13Rik	-3.1 ± 0.5	N.C.	N.C.	N.C.	1491
BC005637	RIKEN cDNA 2410015B03 gene	2410015B03Rik	-1.9 ± 0.3	N.C.	N.C.	N.C.	1494
BC005646	NudC domain containing 2	Nudcd2	-1.7 ± 0.4	N.C.	N.C.	N.C.	1495
BC006883	SNF2 histone linker PHD RING helicase	Shprh	-3.7 ± 0.4	N.C.	N.C.	N.C.	1499
BC006902	RIKEN cDNA 1200006F02 gene	1200006F02Rik	-1.7 ± 0.4	N.C.	N.C.	N.C.	1500
BC008105	polymerase (DNA directed), kappa	Polk	-1.7 ± 0.4	N.C.	N.C.	N.C.	1501
BC008266	RIKEN cDNA 2010308M01 gene	2010308M01Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	1504
BC008532	bone marrow stromal cell antigen 2	Bst2	N.C.	N.C.	N.C.	-1.5 ± 0.4	1505
BC008638	aspartyl-tRNA synthetase	Dars	-1.5 ± 0.4	N.C.	N.C.	N.C.	1506
BC011102	nucleoporin 37	Nup37	-1.6 ± 0.4	N.C.	N.C.	N.C.	1507
BC011290	transcription elongation factor A (SII)-like 1	Tceal1	-1.5 ± 0.4	N.C.	N.C.	N.C.	1511
BC011426	cDNA sequence BC011426	BC011426	-1.8 ± 0.4	N.C.	N.C.	N.C.	1512
BC012278	cDNA sequence BC012278	BC012278	-2.9 ± 0.4	N.C.	N.C.	N.C.	1514
BC012405	RIKEN cDNA 2310001H12 gene	2310001H12Rik	-2.4 ± 0.4	N.C.	N.C.	N.C.	1515
BC012873	TAR DNA binding protein	Tardbp	-3.2 ± 0.4	N.C.	N.C.	N.C.	1517
BC013068	proprotein convertase subtilisin/kexin type 5	Pcsk5	N.C.	N.C.	-1.9 ± 0.4	-1.6 ± 0.4	1518
BC013092	RIKEN cDNA A830007P12 gene	A830007P12Rik	-1.8 ± 0.4	N.C.	N.C.	N.C.	1519
BC013623	RIKEN cDNA 5730466C23 gene	5730466C23Rik	-1.8 ± 0.4	N.C.	N.C.	N.C.	1522
BC013813	RIKEN cDNA 2610034N24 gene	2610034N24Rik	-1.6 ± 0.4	N.C.	N.C.	N.C.	1523
BC014685	cDNA sequence BC014685	BC014685	-1.5 ± 0.4	N.C.	N.C.	N.C.	1524
BC014832	RIKEN cDNA 1110064N10 gene	1110064N10Rik	-1.9 ± 0.4	N.C.	N.C.	N.C.	1525
BC016120	WD repeat domain 8	Wdr8	-1.8 ± 0.4	N.C.	N.C.	N.C.	1528
BC016194	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 1 (Hu antigen R)	Elavl1	-1.6 ± 0.4	N.C.	N.C.	N.C.	1529
BC016208	histone deacetylase 11	Hdac11	-1.7 ± 0.4	N.C.	N.C.	N.C.	1531
BC016225	RIKEN cDNA 4930556P03 gene	4930556P03Rik	-4.2 ± 0.8	N.C.	N.C.	N.C.	1532
BC016238	OMA1 homolog, zinc metallopeptidase (S. cerevisiae)	Oma1	-1.7 ± 0.4	N.C.	N.C.	N.C.	1533
BC017158	cDNA sequence BC017158	BC017158	-1.8 ± 0.4	N.C.	N.C.	N.C.	1536
BC017533	RIKEN cDNA 2900001O04 gene	2900001O04Rik	-1.6 ± 0.4	N.C.	N.C.	N.C.	1537
BC017540	DNA segment, Chr 10, Brigham & Womens Genetics 0791 expressed	D10Bwg0791e	-1.6 ± 0.4	N.C.	N.C.	N.C.	1538
BC017643	cDNA sequence BC017643	BC017643	-1.5 ± 0.4	N.C.	N.C.	N.C.	1539
BC018542	O-acetyltransferase		-1.8 ± 0.4	N.C.	N.C.	N.C.	1540
BC019123	RAD52 homolog (S. cerevisiae)	Rad52	-2.3 ± 0.5	N.C.	N.C.	N.C.	1541
BC019144	peroxisome biogenesis factor 26	Pex26	-1.7 ± 0.4	N.C.	N.C.	N.C.	1542
BC019200	arginyl aminopeptidase (aminopeptidase B)	Rnpep	-1.5 ± 0.4	N.C.	N.C.	N.C.	1544
BC019219	RIKEN cDNA 2610036F08 gene	2610036F08Rik	-3.6 ± 0.5	N.C.	N.C.	N.C.	1545
BC019410	RIKEN cDNA 1810013B01 gene	1810013B01Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	1547
BC019518	RIKEN cDNA 1810073G14 gene	1810073G14Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	1548
BC019530	plexin D1	Plxnd1	-2.7 ± 0.4	N.C.	-2.0 ± 0.4	-1.5 ± 0.4	1549
BC019635	poly(A) polymerase gamma	Papolg	-1.6 ± 0.4	N.C.	N.C.	N.C.	1550
BC019745	transmembrane protein 2	Tmem2	-1.5 ± 0.4	N.C.	N.C.	-2.1 ± 0.4	1552
BC019834	RIKEN cDNA 1600014C10 gene	1600014C10Rik	-1.6 ± 0.4	N.C.	N.C.	N.C.	1553
BC019947	DNA segment, Chr 2, Brigham & Womens Genetics 0891 expressed	D2Bwg0891e	-1.5 ± 0.4	N.C.	N.C.	N.C.	1554
BC019948	RIKEN cDNA 5430405G24 gene	5430405G24Rik	-1.9 ± 0.4	N.C.	N.C.	N.C.	1555
BC020036	dual specificity phosphatase 18	Dusp18	-1.8 ± 0.4	N.C.	N.C.	N.C.	1556
BC020067	RIKEN cDNA 5830433M19 gene	5830433M19Rik	-2.3 ± 0.4	N.C.	N.C.	N.C.	1557
BC020077	cDNA sequence BC020077	BC020077	-2.1 ± 0.4	N.C.	N.C.	N.C.	1558
BC020137	RIKEN cDNA 1500032H18 gene	1500032H18Rik	-1.6 ± 0.4	N.C.	N.C.	N.C.	1559
BC020141	RIKEN cDNA C630007L23 gene /// similar to Dmx-like 1	C630007L23Rik /// LOC328955	-1.7 ± 0.4	N.C.	N.C.	N.C.	1560
BC020180	jumonji domain containing 2C	Jmjd2c	-1.6 ± 0.4	N.C.	N.C.	N.C.	1561
BC021381	cDNA sequence BC021381	BC021381	-1.5 ± 0.4	N.C.	N.C.	N.C.	1563
BC021410	armadillo repeat containing, X-linked 1	Armcx1	-3.1 ± 0.4	N.C.	N.C.	N.C.	1564
BC021442	cDNA sequence BC021442	BC021442	-2.1 ± 0.4	N.C.	N.C.	N.C.	1565
BC021448	tetratricopeptide repeat domain 14	Ttc14	-4.1 ± 0.4	N.C.	N.C.	N.C.	1566
BC021463	RIKEN cDNA 0610039D01 gene	0610039D01Rik	-1.7 ± 0.4	N.C.	N.C.	N.C.	1567
BC021511	RIKEN cDNA 4732486I23 gene	4732486I23Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	1568
BC021831	Mus musculus, clone IMAGE:3983821, mRNA, partial cds	---	N.C.	N.C.	N.C.	-2.1 ± 0.4	1570
BC021921	cDNA sequence BC021921	BC021921	-4.6 ± 0.5	N.C.	N.C.	N.C.	1571
BC022111	cardiac lineage protein 1		-1.8 ± 0.4	N.C.	N.C.	N.C.	1572
BC022643	prickle like 1 (Drosophila)	Prickle1	-2.7 ± 0.4	N.C.	N.C.	N.C.	1573
BC022909	RIKEN cDNA 2810002D19 gene	2810002D19Rik	-2.0 ± 0.4	N.C.	N.C.	N.C.	1574
BC023107	RIKEN cDNA 5830457O10 gene	5830457O10Rik	-1.8 ± 0.4	N.C.	N.C.	N.C.	1576
BC023151	cDNA sequence BC023151	BC023151	-1.7 ± 0.4	N.C.	N.C.	N.C.	1577
BC023403	RIKEN cDNA 4632415L05 gene	4632415L05Rik	-2.3 ± 0.4	N.C.	N.C.	N.C.	1578
BC023496	pantothenate kinase 1	Pank1	-3.0 ± 0.4	N.C.	N.C.	N.C.	1579
BC023501	RIKEN cDNA 5330408N05 gene	5330408N05Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	1580
BC024118	transmembrane protein 46	Tmem46	-5.2 ± 0.6	N.C.	-2.4 ± 0.4	N.C.	1581
BC024816	suppressor of variegation 4-20 homolog 2 (Drosophila)	Suv420h2	-1.6 ± 0.4	N.C.	N.C.	N.C.	1583
BC024969	cDNA sequence BC024969	BC024969	-1.5 ± 0.4	N.C.	N.C.	N.C.	1585
BC025048	dual specificity phosphatase 7	Dusp7	-1.9 ± 0.4	N.C.	N.C.	N.C.	1586
BC025206	cDNA sequence BC025206	BC025206	-2.5 ± 0.5	N.C.	N.C.	N.C.	1588
BC025427	component of oligomeric golgi complex 6	Cog6	-1.6 ± 0.3	N.C.	N.C.	N.C.	1589
BC025568	tetraspanin 14	Tspan14	-2.0 ± 0.4	N.C.	N.C.	N.C.	1590
BC025572	ORM1-like 1 (S. cerevisiae)	Ormdl1	-1.5 ± 0.4	N.C.	N.C.	N.C.	1591
BC025600	cDNA sequence BC025600	BC025600	-1.8 ± 0.4	N.C.	-1.9 ± 0.4	-1.7 ± 0.4	1592
BC025610	tetratricopeptide repeat domain 5	Ttc5	-1.7 ± 0.4	N.C.	N.C.	N.C.	1593
BC025628	exportin 1, CRM1 homolog (yeast)	Xpo1	-2.1 ± 0.4	N.C.	N.C.	N.C.	1594
BC025823	cDNA sequence BC011467	BC011467	-2.0 ± 0.4	N.C.	-1.8 ± 0.4	-1.7 ± 0.4	1595
BC025874	retinoblastoma binding protein 6	Rbbp6	-2.3 ± 0.4	-1.8 ± 0.4	N.C.	N.C.	1596
BC025893	expressed sequence BB146404	BB146404	-2.4 ± 0.4	N.C.	N.C.	N.C.	1597
BC025911	sorting nexin 6	Snx6	-1.8 ± 0.4	N.C.	N.C.	N.C.	1598
BC025937	RIKEN cDNA 2900084M01 gene	2900084M01Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	1599
BC026397	RIKEN cDNA 8030466O12 gene	8030466O12Rik	-1.6 ± 0.4	N.C.	N.C.	N.C.	1600
BC026437	3-hydroxyisobutyryl-Coenzyme A hydrolase	Hibch	-1.9 ± 0.5	N.C.	N.C.	N.C.	1601
BC026450	cytosolic ovarian carcinoma antigen 1	Cova1	-1.7 ± 0.4	N.C.	N.C.	N.C.	1602
BC026453	Usher syndrome 1C binding protein 1	Ushbp1	-2.5 ± 0.4	N.C.	N.C.	N.C.	1603
BC026469	p53-associated parkin-like cytoplasmic protein	Parc	-1.7 ± 0.4	N.C.	N.C.	N.C.	1604
BC026507	RIKEN cDNA 2510042P03 gene	2510042P03Rik	-1.9 ± 0.4	N.C.	N.C.	N.C.	1605
BC026790	MIS12 homolog (yeast)	Mis12	-2.0 ± 0.4	N.C.	N.C.	N.C.	1606
BC027069	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17	Ddx17	-1.6 ± 0.4	N.C.	N.C.	N.C.	1607
BC027099	UBX domain containing 3	Ubxd3	-1.6 ± 0.4	N.C.	N.C.	N.C.	1608
BC027150	cDNA sequence BC014699	BC014699	N.C.	N.C.	-1.5 ± 0.4	N.C.	1609
BC027194	golgi phosphoprotein 3-like	Golph3l	-1.7 ± 0.4	N.C.	N.C.	N.C.	1610
BC027245	gamma-aminobutyric acid (GABA-A) receptor, pi	Gabrp	-1.5 ± 0.4	N.C.	N.C.	N.C.	1611
BC027296	RIKEN cDNA 4930444A02 gene	4930444A02Rik	-1.9 ± 0.4	N.C.	N.C.	N.C.	1613
BC027301	adaptor-related protein complex 3, mu 2 subunit	Ap3m2	-3.9 ± 0.5	N.C.	N.C.	N.C.	1614
BC027382	cDNA sequence BC027382	BC027382	-1.5 ± 0.4	N.C.	N.C.	N.C.	1615
BC028265	cDNA sequence BC028265	BC028265	-3.7 ± 0.3	N.C.	N.C.	N.C.	1619
BC028769	RIKEN cDNA 6030458C11 gene	6030458C11Rik	-4.5 ± 0.9	N.C.	N.C.	N.C.	1620
BC028805	peptidylglycine alpha-amidating monooxygenase COOH-terminal interactor	Pamci	-2.0 ± 0.4	N.C.	N.C.	N.C.	1621
BE134108	RNA-binding region (RNP1, RRM) containing 3	Rnpc3	-3.9 ± 0.4	N.C.	N.C.	N.C.	1622
BE197381	RIKEN cDNA 1110037N09 gene	1110037N09Rik	-1.6 ± 0.4	N.C.	N.C.	N.C.	1623
BE198251	RIKEN cDNA 3110050N22 gene	3110050N22Rik	-2.2 ± 0.4	N.C.	N.C.	N.C.	1624
BE225800	RIKEN cDNA 5830427D02 gene	5830427D02Rik	-1.7 ± 0.4	N.C.	N.C.	N.C.	1625
BE283964	dimethylarginine dimethylaminohydrolase 1	Ddah1	-1.5 ± 0.4	N.C.	N.C.	N.C.	1626
BE285362	nuclear cap binding protein subunit 2	Ncbp2	-2.5 ± 0.4	N.C.	N.C.	N.C.	1627
BE447520	DNA segment, Chr 4, Wayne State University 53, expressed	D4Wsu53e	-2.9 ± 0.4	N.C.	N.C.	-1.5 ± 0.4	1628
BE534815	glial cell line derived neurotrophic factor family receptor alpha 1	Gfra1	N.C.	N.C.	N.C.	-1.6 ± 0.4	1629
BE553944	RNA binding motif protein 10	Rbm10	-1.9 ± 0.4	N.C.	N.C.	N.C.	1630
BE632850	RIKEN cDNA A930038C07 gene	A930038C07Rik	N.C.	N.C.	-1.9 ± 0.4	-2.2 ± 0.4	1631
BE864772	RIKEN cDNA 6330411E07 gene	6330411E07Rik	-2.3 ± 0.4	N.C.	N.C.	N.C.	1633
BE865094	expressed sequence AI448196	AI448196	-4.7 ± 0.4	N.C.	-1.7 ± 0.4	N.C.	1634
BE944524	RIKEN cDNA 3321401G04 gene	3321401G04Rik	-2.2 ± 0.4	N.C.	N.C.	N.C.	1635
BE952805	NMDA receptor-regulated gene 2	Narg2	-1.6 ± 0.3	N.C.	N.C.	N.C.	1636
BE991735	coiled-coil-helix-coiled-coil-helix domain containing 5	Chchd5	-1.5 ± 0.4	N.C.	N.C.	N.C.	1639
BE992549	hypothetical protein LOC73072	LOC73072	-1.9 ± 0.4	N.C.	N.C.	N.C.	1640
BF144687	GULP, engulfment adaptor PTB domain containing 1	Gulp1	-1.6 ± 0.4	N.C.	N.C.	N.C.	1642
BF150550	RIKEN cDNA 2700008B19 gene	2700008B19Rik	-1.6 ± 0.4	N.C.	N.C.	N.C.	1643
BF168366	RIKEN cDNA 2310067E08 gene	2310067E08Rik	-1.7 ± 0.4	N.C.	N.C.	N.C.	1646
BF466918	cystin 1	Cys1	-2.0 ± 0.4	N.C.	N.C.	N.C.	1647
BF578669	smoothelin	Smtn	-1.7 ± 0.4	N.C.	N.C.	N.C.	1649
BF581250	McKusick-Kaufman syndrome protein	Mkks	-2.1 ± 0.4	N.C.	N.C.	N.C.	1650
BF582734	synaptic nuclear envelope 2	Syne2	-1.5 ± 0.4	N.C.	N.C.	N.C.	1651
BF715189	expressed sequence AW209491	AW209491	-2.5 ± 0.4	N.C.	N.C.	N.C.	1653
BG064045	TruB pseudouridine (psi) synthase homolog 2 (E. coli)	Trub2	-1.5 ± 0.4	N.C.	N.C.	N.C.	1656
BG067674	DNA segment, Chr 16, ERATO Doi 480, expressed	D16Ertd480e	-2.4 ± 0.4	N.C.	N.C.	N.C.	1657
BG068796	RIKEN cDNA 6330581L23 gene	6330581L23Rik	-2.5 ± 0.4	N.C.	N.C.	N.C.	1658
BG070068	RIKEN cDNA 2410043F08 gene	2410043F08Rik	-1.5 ± 0.3	N.C.	N.C.	N.C.	1659
BG070151	PHD finger protein 8	Phf8	-1.5 ± 0.4	-1.9 ± 0.4	N.C.	N.C.	1660
BG070720	RIKEN cDNA 2410075D05 gene	2410075D05Rik	-1.6 ± 0.4	N.C.	N.C.	N.C.	1661
BG071079	patched homolog 1	Ptch1	-2.1 ± 0.4	N.C.	N.C.	N.C.	1662
BG071333	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2	St8sia2	-2.3 ± 0.4	N.C.	-1.5 ± 0.4	-1.6 ± 0.4	1663
BG072972	RIKEN cDNA 9030425E11 gene	9030425E11Rik	N.C.	N.C.	-1.8 ± 0.4	N.C.	1664
BG073164	phosphoglucomutase 2-like 1	Pgm2l1	-2.2 ± 0.4	N.C.	N.C.	N.C.	1665
BG075800	beta galactoside alpha 2,6 sialyltransferase 1	St6gal1	-1.8 ± 0.4	N.C.	N.C.	N.C.	1666
BG076073	RIKEN cDNA 1110054O05 gene	1110054O05Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	1667
BG087157	RIKEN cDNA 1110001A23 gene	1110001A23Rik	-2.6 ± 0.4	N.C.	N.C.	N.C.	1668
BG094398	RIKEN cDNA 5830472M02 gene	5830472M02Rik	-3.0 ± 0.5	N.C.	N.C.	N.C.	1669
BG244279	angiopoietin-like 2	Angptl2	-1.9 ± 0.5	N.C.	N.C.	-1.6 ± 0.4	1670
BG694892	ash1 (absent, small, or homeotic)-like (Drosophila)	Ash1l	-1.6 ± 0.4	N.C.	N.C.	N.C.	1671
BG916066	ribulose-5-phosphate-3-epimerase	Rpe	-1.6 ± 0.4	N.C.	N.C.	N.C.	1672
BI108529	NOL1/NOP2/Sun domain family 6	Nsun6	-1.6 ± 0.4	N.C.	N.C.	N.C.	1674
