Refseq	Geneid	Gene symbol	Gene name	Fold Change	q-value (%)	Negative Fold Change
NM_024680	79733	E2F8	E2F transcription factor 8	0.2811798	2.4912595	-3.556443244
NM_004215	9166	EBAG9	estrogen receptor binding site associated, antigen, 9	0.4901513	8.7274414	-2.040186367
NM_198120	9166	EBAG9	estrogen receptor binding site associated, antigen, 9	0.4901513	8.7274414	-2.040186367
NM_006579	10682	EBP	emopamil binding protein (sterol isomerase)	1.97443431	3.9508566	NA
NM_004425	1893	ECM1	extracellular matrix protein 1	0.17000645	1.7079054	-5.882129766
NM_022664	1893	ECM1	extracellular matrix protein 1	0.17000645	1.7079054	-5.882129766
NM_015902	51366	EDD1	E3 ubiquitin protein ligase, HECT domain containing, 1	0.34702486	2.0161834	-2.881637932
NM_003792	8721	EDF1	endothelial differentiation-related factor 1	1.84871253	5.0573729	NA
NM_153200	8721	EDF1	endothelial differentiation-related factor 1	2.02053902	3.9508566	NA
NM_024329	79180	EFHD2	EF-hand domain family, member D2	2.11700075	4.3199052	NA
NM_001406	1949	EFNB3	ephrin-B3	0.56424771	6.3497914	-1.77227126
NM_201282	1956	EGFR	epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)	0.39907153	3.6724243	-2.505816438
NM_053046	112398	EGLN2	egl nine homolog 2 (C. elegans)	1.56297128	8.1979458	NA
NM_017555	112398	EGLN2	egl nine homolog 2 (C. elegans)	2.16839848	1.219488	NA
NM_080732	112398	EGLN2	egl nine homolog 2 (C. elegans)	1.56297128	8.1979458	NA
NM_001964	1958	EGR1	early growth response 1	0.35134348	5.5989565	-2.84621761
NM_014600	30845	EHD3	EH-domain containing 3	1.79925864	8.27025	NA
NM_012153	26298	EHF	ets homologous factor	1.60209664	8.0395314	NA
NM_001966	1962	EHHADH	enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase	0.33268548	3.797649	-3.005842034
NM_004879	9538	EI24	etoposide induced 2.4 mRNA	2.34762659	2.6012277	NA
NM_001007277	9538	EI24	etoposide induced 2.4 mRNA	2.34762659	2.6012277	NA
NM_014239	8892	EIF2B2	eukaryotic translation initiation factor 2B, subunit 2 beta, 39kDa	1.58881705	8.7274414	NA
NM_172195	8890	EIF2B4	eukaryotic translation initiation factor 2B, subunit 4 delta, 67kDa	1.93507427	7.2505573	NA
NM_015636	8890	EIF2B4	eukaryotic translation initiation factor 2B, subunit 4 delta, 67kDa	1.93507427	7.2505573	NA
NM_013234	27335	EIF3S12	eukaryotic translation initiation factor 3, subunit 12	1.73904899	5.5989565	NA
NM_003757	8668	EIF3S2	eukaryotic translation initiation factor 3, subunit 2 beta, 36kDa	1.7793291	4.6110465	NA
NM_003755	8666	EIF3S4	eukaryotic translation initiation factor 3, subunit 4 delta, 44kDa	2.6323576	1.4706181	NA
NM_003754	8665	EIF3S5	eukaryotic translation initiation factor 3, subunit 5 epsilon, 47kDa	1.70795482	6.5999626	NA
NM_004846	9470	EIF4E2	eukaryotic translation initiation factor 4E member 2	1.64827516	7.2505573	NA
NM_004095	1978	EIF4EBP1	eukaryotic translation initiation factor 4E binding protein 1	3.93400594	0.637618	NA
NM_003760	8672	EIF4G3	eukaryotic translation initiation factor 4 gamma, 3	0.52281188	8.1979458	-1.912733888
NM_001970	1984	EIF5A	eukaryotic translation initiation factor 5A	1.87266726	3.3991674	NA
NM_001421	2000	ELF4	E74-like factor 4 (ets domain transcription factor)	1.70486183	8.1979458	NA
NM_032377	84337	ELOF1	elongation factor 1 homolog (S. cerevisiae)	2.85264971	0.637618	NA
NM_024930	79993	ELOVL7	ELOVL family member 7, elongation of long chain fatty acids (yeast)	0.43711311	6.3497914	-2.287737378
NM_000117	2010	EMD	emerin (Emery-Dreifuss muscular dystrophy)	2.13247404	1.9982331	NA
NM_006331	10436	EMG1	EMG1 nucleolar protein homolog (S. cerevisiae)	2.97875999	0.637618	NA
NM_001423	2012	EMP1	epithelial membrane protein 1	0.49598759	3.797649	-2.016179477
NM_001424	2013	EMP2	epithelial membrane protein 2	1.90624909	2.3206861	NA
NM_207046	2029	ENSA	endosulfine alpha	2.80585452	2.3206861	NA
NM_207044	2029	ENSA	endosulfine alpha	2.15551723	3.797649	NA
NM_207042	2029	ENSA	endosulfine alpha	2.42844789	4.3199052	NA
NM_004436	2029	ENSA	endosulfine alpha	2.42844789	4.3199052	NA
NM_207047	2029	ENSA	endosulfine alpha	2.6510425	0.637618	NA
NM_207168	2029	ENSA	endosulfine alpha	1.64541343	8.7274414	NA
NM_207045	2029	ENSA	endosulfine alpha	2.80585452	2.3206861	NA
NM_207043	2029	ENSA	endosulfine alpha	2.15551723	3.797649	NA
NM_001247	955	ENTPD6	ectonucleoside triphosphate diphosphohydrolase 6 (putative function)	1.75185598	7.6537443	NA
NM_001429	2033	EP300	E1A binding protein p300	0.47721709	5.5989565	-2.095482373
NM_177996	2036	EPB41L1	erythrocyte membrane protein band 4.1-like 1	0.36174093	2.1038158	-2.764409325
NM_012156	2036	EPB41L1	erythrocyte membrane protein band 4.1-like 1	0.36174093	2.1038158	-2.764409325
NM_001431	2037	EPB41L2	erythrocyte membrane protein band 4.1-like 2	0.24971427	1.7079054	-4.004576911
NM_001978	2039	EPB49	erythrocyte membrane protein band 4.9 (dematin)	1.66621487	7.6537443	NA
NM_017449	2048	EPHB2	EPH receptor B2	1.67053624	3.9508566	NA
NM_004442	2048	EPHB2	EPH receptor B2	1.41973829	9.8653909	NA
NM_014805	9852	EPM2AIP1	EPM2A (laforin) interacting protein 1	0.38217325	1.9393426	-2.616614323
NM_001981	2060	EPS15	epidermal growth factor receptor pathway substrate 15	0.51272272	8.8660141	-1.950371928
NM_005702	26284	ERAL1	Era G-protein-like 1 (E. coli)	1.72120086	8.593663	NA
NM_202001	2067	ERCC1	excision repair cross-complementing rodent repair deficiency, complementation group 1 (includes overlapping antisense sequence)	3.78304828	0.637618	NA
NM_001983	2067	ERCC1	excision repair cross-complementing rodent repair deficiency, complementation group 1 (includes overlapping antisense sequence)	4.19914912	0.637618	NA
NM_001432	2069	EREG	epiregulin	0.16244104	1.7079054	-6.156079769
NM_004451	2101	ESRRA	estrogen-related receptor alpha	1.93293483	4.6110465	NA
NM_153448	80712	ESX1	extraembryonic, spermatogenesis, homeobox 1 homolog (mouse)	0.17850168	0	-5.60218817
NM_004453	2110	ETFDH	electron-transferring-flavoprotein dehydrogenase	0.41939899	9.6306887	-2.38436435
NM_014297	23474	ETHE1	ethylmalonic encephalopathy 1	1.99598724	2.0161834	NA
NM_004454	2119	ETV5	ets variant gene 5 (ets-related molecule)	2.13410925	5.9122677	NA
NM_005241	2122	EVI1	ecotropic viral integration site 1	2.09641155	9.0782945	NA
NM_175876	149371	EXOC8	exocyst complex component 8	0.49118949	9.6306887	-2.03587418
NM_016046	51013	EXOSC1	exosome component 1	1.74556525	5.9122677	NA
NM_016042	51010	EXOSC3	exosome component 3	2.08005909	2.9727196	NA
NM_019037	54512	EXOSC4	exosome component 4	2.34775661	1.9982331	NA
NM_020158	56915	EXOSC5	exosome component 5	3.62739016	0.637618	NA
NM_015004	23016	EXOSC7	exosome component 7	1.60579393	8.8660141	NA
NM_005033	5393	EXOSC9	exosome component 9	0.56754815	9.6306887	-1.761965042
NM_001992	2149	F2R	coagulation factor II (thrombin) receptor	0.36605057	5.9122677	-2.731862977
NM_004265	9415	FADS2	fatty acid desaturase 2	1.6603372	4.9341886	NA
NM_000137	2184	FAH	fumarylacetoacetate hydrolase (fumarylacetoacetase)	1.93382255	5.9122677	NA
NM_016044	51011	FAHD2A	fumarylacetoacetate hydrolase domain containing 2A	1.91812438	4.3199052	NA
NM_004459	2186	FALZ	fetal Alzheimer antigen	0.39667608	1.7079054	-2.520948578
NM_182641	2186	FALZ	fetal Alzheimer antigen	0.39667608	1.7079054	-2.520948578
NM_032036	83982	FAM14A	family with sequence similarity 14, member A	1.80823379	8.0395314	NA
NM_017645	54801	FAM29A	family with sequence similarity 29, member A	0.37807249	9.6306887	-2.644995408
NM_014077	26017	FAM32A	family with sequence similarity 32, member A	1.88059216	3.9508566	NA
NM_017633	55603	FAM46A	family with sequence similarity 46, member A	0.17226773	4.9341886	-5.804917729
NM_052943	115572	FAM46B	family with sequence similarity 46, member B	2.91704859	0.637618	NA
NM_030797	81553	FAM49A	family with sequence similarity 49, member A	2.27431111	0.637618	NA
NM_004699	9130	FAM50A	family with sequence similarity 50, member A	1.75080292	5.7639809	NA
NM_012135	26240	FAM50B	family with sequence similarity 50, member B	0.41773654	5.3706176	-2.393853312
NM_019557	56181	FAM54B	family with sequence similarity 54, member B	1.73708298	5.9122677	NA
NM_145037	91775	FAM55C	family with sequence similarity 55, member C	1.5043361	9.6306887	NA
NM_021238	58516	FAM60A	family with sequence similarity 60, member A	2.72636048	2.3206861	NA
NM_017938	55026	FAM70A	family with sequence similarity 70, member A	3.26977291	0	NA
NM_138435	113828	FAM83F	family with sequence similarity 83, member F	2.28024194	2.9727196	NA
NM_152832	23625	FAM89B	family with sequence similarity 89, member B	2.08137173	3.3991674	NA
NM_016062	51647	FAM96B	family with sequence similarity 96, member B	1.74582429	7.6537443	NA
NM_018062	55120	FANCL	Fanconi anemia, complementation group L	0.36415623	4.6110465	-2.746074123
NM_004461	2193	FARSLA	phenylalanine-tRNA synthetase-like, alpha subunit	2.04216557	9.8653909	NA
NM_152871	355	FAS	Fas (TNF receptor superfamily, member 6)	0.43066874	5.9122677	-2.321970246
NM_000043	355	FAS	Fas (TNF receptor superfamily, member 6)	0.45723424	8.0395314	-2.187062806
NM_152872	355	FAS	Fas (TNF receptor superfamily, member 6)	0.45201493	8.0395314	-2.212316306
NM_152876	355	FAS	Fas (TNF receptor superfamily, member 6)	0.43066874	5.9122677	-2.321970246
NM_152873	355	FAS	Fas (TNF receptor superfamily, member 6)	0.45723424	8.0395314	-2.187062806
NM_152874	355	FAS	Fas (TNF receptor superfamily, member 6)	0.45423712	8.27025	-2.201493352
NM_152877	355	FAS	Fas (TNF receptor superfamily, member 6)	0.45723424	8.0395314	-2.187062806
NM_152875	355	FAS	Fas (TNF receptor superfamily, member 6)	0.43066874	5.9122677	-2.321970246
NM_006712	10922	FASTK	Fas-activated serine/threonine kinase	2.0072658	3.9508566	NA
NM_033015	10922	FASTK	Fas-activated serine/threonine kinase	2.0072658	3.9508566	NA
NM_001436	2091	FBL	fibrillarin	2.64017936	0.637618	NA
NM_017556	54751	FBLIM1	filamin binding LIM protein 1	1.58746871	9.4283268	NA
NM_001024216	54751	FBLIM1	filamin binding LIM protein 1	1.58746871	9.4283268	NA
NM_006486	2192	FBLN1	fibulin 1	0.25999464	1.7079054	-3.846233138
NM_001999	2201	FBN2	fibrillin 2 (congenital contractural arachnodactyly)	0.31189327	2.6012277	-3.206225001
NM_153350	146330	FBXL16	F-box and leucine-rich repeat protein 16	2.01334168	6.5999626	NA
NM_012157	25827	FBXL2	F-box and leucine-rich repeat protein 2	0.35056003	3.2351467	-2.852578487
NM_012168	26232	FBXO2	F-box protein 2	3.05870063	0.637618	NA
NM_147188	26263	FBXO22	F-box protein 22	1.93623017	5.9122677	NA
NM_183420	26260	FBXO25	F-box protein 25	2.39296588	1.9393426	NA
NM_183421	26260	FBXO25	F-box protein 25	2.10181923	2.4738185	NA
NM_012173	26260	FBXO25	F-box protein 25	2.39296588	1.9393426	NA
NM_018994	54455	FBXO42	F-box protein 42	1.96284513	7.6537443	NA
NM_012164	26190	FBXW2	F-box and WD-40 domain protein 2	1.84844618	8.0395314	NA
NM_022039	6468	FBXW4	F-box and WD-40 domain protein 4	2.25711375	2.4738185	NA
NM_018998	54461	FBXW5	F-box and WD-40 domain protein 5	1.75439926	3.797649	NA
NM_006731	2218	FCMD	Fukuyama type congenital muscular dystrophy (fukutin)	0.53676689	8.593663	-1.863006118
NM_004462	2222	FDFT1	farnesyl-diphosphate farnesyltransferase 1	1.86649737	8.7274414	NA
NM_002004	2224	FDPS	farnesyl diphosphate synthase (farnesyl pyrophosphate synthetase, dimethylallyltranstransferase, geranyltranstransferase)	3.47616111	0.637618	NA
NM_005103	9638	FEZ1	fasciculation and elongation protein zeta 1 (zygin I)	2.15093572	1.4706181	NA
NM_004463	2245	FGD1	FYVE, RhoGEF and PH domain containing 1 (faciogenital dysplasia)	1.97674845	3.3991674	NA
NM_022975	2263	FGFR2	fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)	3.66850073	0	NA
NM_022972	2263	FGFR2	fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)	3.72805614	0	NA
NM_022970	2263	FGFR2	fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)	3.65530528	0	NA
NM_023028	2263	FGFR2	fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)	3.72805614	0	NA
NM_023030	2263	FGFR2	fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)	3.58209428	0	NA
NM_023029	2263	FGFR2	fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)	3.72805614	0	NA
NM_000141	2263	FGFR2	fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)	3.72805614	0	NA
NM_023031	2263	FGFR2	fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)	3.58209428	0	NA
NM_022969	2263	FGFR2	fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)	3.58209428	0	NA
NM_001449	2273	FHL1	four and a half LIM domains 1	1.6763319	9.4283268	NA
NM_004468	2275	FHL3	four and a half LIM domains 3	2.12109306	4.6110465	NA
NM_198897	9158	FIBP	fibroblast growth factor (acidic) intracellular binding protein	1.70548189	9.0782945	NA
NM_004214	9158	FIBP	fibroblast growth factor (acidic) intracellular binding protein	1.70548189	9.0782945	NA
NM_022116	63979	FIGNL1	fidgetin-like 1	0.50604304	5.7639809	-1.976116498
NM_016068	51024	FIS1	fission 1 (mitochondrial outer membrane) homolog (S. cerevisiae)	2.70739408	1.4706181	NA
NM_016594	51303	FKBP11	FK506 binding protein 11, 19 kDa	2.13383971	3.6724243	NA
NM_054014	2280	FKBP1A	FK506 binding protein 1A, 12kDa	3.11847865	1.9982331	NA
NM_000801	2280	FKBP1A	FK506 binding protein 1A, 12kDa	4.7114843	0.637618	NA
NM_054033	2281	FKBP1B	FK506 binding protein 1B, 12.6 kDa	1.65174205	8.1979458	NA
NM_004116	2281	FKBP1B	FK506 binding protein 1B, 12.6 kDa	1.65174205	8.1979458	NA
NM_016105	51661	FKBP7	FK506 binding protein 7	2.09402006	0.637618	NA
NM_181342	51661	FKBP7	FK506 binding protein 7	2.09402006	0.637618	NA
NM_012181	23770	FKBP8	FK506 binding protein 8, 38kDa	1.73298311	8.7274414	NA
NM_022110	63943	FKBPL	FK506 binding protein like	1.83921867	7.6537443	NA
NM_201398	80308	FLAD1	FAD1 flavin adenine dinucleotide synthetase homolog (S. cerevisiae)	1.77782463	9.0782945	NA
NM_025207	80308	FLAD1	FAD1 flavin adenine dinucleotide synthetase homolog (S. cerevisiae)	1.77782463	9.0782945	NA
NM_002018	2314	FLII	flightless I homolog (Drosophila)	1.94219175	8.0395314	NA
NM_018352	55319	FLJ11184	hypothetical protein FLJ11184	2.30807056	2.4738185	NA
NM_024537	79587	FLJ12118	hypothetical protein FLJ12118	2.06864898	5.9122677	NA
NM_199053	60684	FLJ12716	FLJ12716 protein	0.50017466	5.0573729	-1.999301604
NM_021942	60684	FLJ12716	FLJ12716 protein	0.53755893	6.8159167	-1.860261162
NM_032181	84141	FLJ13391	hypothetical protein FLJ13391	3.10677517	0.637618	NA
NM_024841	79899	FLJ14213	hypothetical protein FLJ14213	3.76760751	0.637618	NA
NM_032868	84954	FLJ14981	hypothetical protein FLJ14981	2.36135961	3.797649	NA
NM_207514	54849	FLJ20186	hypothetical protein FLJ20186	1.83602803	3.9508566	NA
NM_017702	54849	FLJ20186	hypothetical protein FLJ20186	2.14151864	6.5999626	NA
NM_019005	54468	FLJ20323	hypothetical protein FLJ20323	0.4823825	8.8660141	-2.073043695
NM_017842	55652	FLJ20489	hypothetical protein FLJ20489	1.70760664	8.8660141	NA
NM_017854	54958	FLJ20512	hypothetical protein FLJ20512	1.86197984	8.27025	NA
NM_017875	54977	FLJ20551	hypothetical protein FLJ20551	2.15635092	3.6724243	NA
NM_017931	55020	FLJ20699	hypothetical protein FLJ20699	1.59687569	8.0395314	NA
NM_017967	55049	FLJ20850	hypothetical protein FLJ20850	2.30876627	2.4738185	NA
NM_024556	79607	FLJ21103	hypothetical protein FLJ21103	3.18142255	0.637618	NA
NM_024675	79728	FLJ21816	hypothetical protein FLJ21816	0.47370428	6.3497914	-2.111021669
NM_021831	60509	FLJ21839	hypothetical protein FLJ21839	2.377269	3.753678	NA
NM_024854	79912	FLJ22028	hypothetical protein FLJ22028	0.4899092	5.0573729	-2.041194572
NM_025129	80199	FLJ22688	hypothetical protein FLJ22688	0.57842174	8.0395314	-1.72884235
NM_024578	79629	FLJ22709	hypothetical protein FLJ22709	2.88877021	1.9393426	NA
NM_152517	150737	FLJ30990	hypothetical protein FLJ30990	0.4673666	4.6110465	-2.139647977
NM_152458	146540	FLJ32130	hypothetical protein FLJ32130	0.59949778	9.0782945	-1.668062891
NM_147195	253650	FLJ35740	FLJ35740 protein	1.42667172	9.8653909	NA
NM_173632	284309	FLJ38288	hypothetical protein FLJ38288	0.53211743	8.27025	-1.879284428
NM_152403	133584	FLJ39155	hypothetical protein FLJ39155	1.84344577	5.5989565	NA
NM_182798	133584	FLJ39155	hypothetical protein FLJ39155	1.84344577	5.5989565	NA
NM_182799	133584	FLJ39155	hypothetical protein FLJ39155	1.84344577	5.5989565	NA
NM_182801	133584	FLJ39155	hypothetical protein FLJ39155	1.84344577	5.5989565	NA
NM_207442	400223	FLJ39779	FLJ39779 protein	0.61320156	8.8660141	-1.630785153
NM_207380	388115	FLJ43339	FLJ43339 protein	2.12557402	6.5999626	NA
NM_207395	388569	FLJ45850	FLJ45850 protein	1.52000562	9.6306887	NA
NM_207504	401459	FLJ46365	FLJ46365 protein	0.11772453	1.7079054	-8.494406391
NM_198391	23767	FLRT3	fibronectin leucine rich transmembrane protein 3	1.96434129	8.8660141	NA
NM_013281	23767	FLRT3	fibronectin leucine rich transmembrane protein 3	1.96434129	8.8660141	NA
NM_020912	84256	FLYWCH1	FLYWCH-type zinc finger 1	2.10765298	6.3497914	NA
NM_001004422	114793	FMNL2	formin-like 2	0.36528441	3.753678	-2.73759288
NM_001004421	114793	FMNL2	formin-like 2	0.36528441	3.753678	-2.73759288
NM_052905	114793	FMNL2	formin-like 2	0.36528441	3.753678	-2.73759288
NM_001004417	114793	FMNL2	formin-like 2	0.36528441	3.753678	-2.73759288
NM_015308	23360	FNBP4	formin binding protein 4	0.42574897	2.9727196	-2.348801924
NM_022763	64778	FNDC3B	fibronectin type III domain containing 3B	0.46125878	3.6724243	-2.167980412
NM_022823	64838	FNDC4	fibronectin type III domain containing 4	2.04591616	2.0161834	NA
NM_144717	152028	FNDC6	fibronectin type III domain containing 6	2.09162486	6.8159167	NA
NM_016729	2348	FOLR1	folate receptor 1 (adult)	2.53527773	2.5903232	NA
NM_000802	2348	FOLR1	folate receptor 1 (adult)	2.53527773	2.5903232	NA
NM_016725	2348	FOLR1	folate receptor 1 (adult)	2.53527773	2.5903232	NA
NM_016731	2348	FOLR1	folate receptor 1 (adult)	2.53527773	2.5903232	NA
NM_016724	2348	FOLR1	folate receptor 1 (adult)	2.53527773	2.5903232	NA
NM_016730	2348	FOLR1	folate receptor 1 (adult)	2.53527773	2.5903232	NA
NM_000804	2352	FOLR3	folate receptor 3 (gamma)	5.48783348	0.637618	NA
NM_005252	2353	FOS	v-fos FBJ murine osteosarcoma viral oncogene homolog	0.3119493	6.5999626	-3.205649123
NM_005438	8061	FOSL1	FOS-like antigen 1	2.16533385	8.1979458	NA
NM_017547	55572	FOXRED1	FAD-dependent oxidoreductase domain containing 1	2.31535131	0.637618	NA
NM_003838	8790	FPGT	fucose-1-phosphate guanylyltransferase	0.46264152	6.3497914	-2.161500766
NM_012083	23401	FRAT2	frequently rearranged in advanced T-cell lymphomas 2	2.30333743	5.9122677	NA
NM_014286	23413	FREQ	frequenin homolog (Drosophila)	1.58455438	6.8159167	NA
NM_152597	161835	FSIP1	fibrous sheath interacting protein 1	0.31983159	5.7639809	-3.126645495
NM_007085	11167	FSTL1	follistatin-like 1	0.4482226	4.9341886	-2.231034312
NM_177439	24140	FTSJ1	FtsJ homolog 1 (E. coli)	2.55430808	1.4567723	NA
NM_177434	24140	FTSJ1	FtsJ homolog 1 (E. coli)	2.55430808	1.4567723	NA
NM_012280	24140	FTSJ1	FtsJ homolog 1 (E. coli)	2.55430808	1.4567723	NA
NM_000147	2517	FUCA1	fucosidase, alpha-L- 1, tissue	0.27459767	1.7079054	-3.641691497
NM_032020	2519	FUCA2	fucosidase, alpha-L- 2, plasma	0.2642854	1.7079054	-3.783788283
NM_173794	139341	FUNDC1	FUN14 domain containing 1	1.64541274	8.27025	NA
NM_023934	65991	FUNDC2	FUN14 domain containing 2	2.65095224	0.637618	NA
NM_006625	10772	FUSIP1	FUS interacting protein (serine/arginine-rich) 1	1.92733518	5.3706176	NA
NM_012192	26515	FXC1	fracture callus 1 homolog (rat)	1.95377317	7.6537443	NA
NM_199335	2533	FYB	FYN binding protein (FYB-120/130)	2.54639467	2.1038158	NA
NM_001465	2533	FYB	FYN binding protein (FYB-120/130)	3.66547147	0.637618	NA
NM_003506	8323	FZD6	frizzled homolog 6 (Drosophila)	0.26507945	3.3991674	-3.772453881
