Probe ID	Gene symbol	Gene title	P value	Expression difference
209488_s_at	RBPMS	RNA binding protein with multiple splicing	0.006123701	4.22725896
1555730_a_at	CFL1	cofilin 1 (non-muscle)	1.10E-05	4.387304039
202527_s_at	SMAD4	SMAD family member 4	0.000815695	4.04231021
209471_s_at	FNTA	farnesyltransferase, CAAX box, alpha	0.000130851	4.291037623
210154_at	ME2	malic enzyme 2, NAD(+)-dependent, mitochondrial	0.000171198	4.581065297
1559094_at	FBXO9	F-box protein 9	0.000513145	4.535752907
210655_s_at	FOXO3	forkhead box O3	8.42E-05	4.618705232
210756_s_at	NOTCH2	Notch homolog 2 (Drosophila)	0.000125633	4.746439021
228638_at	FAM76A	Family with sequence similarity 76, member A	6.79E-05	4.504611194
1555858_at	---	CDNA FLJ36321 fis, clone THYMU2005482	0.000936939	4.874087352
201151_s_at	MBNL1	muscleblind-like (Drosophila)	0.000453452	4.701735734
222726_s_at	EXOC5	exocyst complex component 5	3.19E-05	4.695243095
224976_at	NFIA	nuclear factor I/A	0.001288611	4.140057238
202164_s_at	CNOT8	CCR4-NOT transcription complex, subunit 8	5.69E-06	4.503398965
202654_x_at	7-Mar	membrane-associated ring finger (C3HC4) 7	8.25E-06	4.696256466
1567458_s_at	RAC1	ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)	0.000123191	5.044728161
222393_s_at	NAT13	N-acetyltransferase 13	0.001416105	5.476423599
211797_s_at	NFYC	nuclear transcription factor Y, gamma	0.000858602	4.737169085
239432_at	FLJ31306	hypothetical protein FLJ31306	0.001944473	4.085761074
1561886_a_at	---	CDNA FLJ39506 fis, clone PROST2017612	3.56E-05	4.885591108
221962_s_at	UBE2H	ubiquitin-conjugating enzyme E2H (UBC8 homolog, yeast)	0.000312693	5.447839965
218036_x_at	NMD3	NMD3 homolog (S. cerevisiae)	0.000736285	4.305994549
218218_at	APPL2	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2	0.000336211	5.338350353
210830_s_at	PON2	paraoxonase 2	0.00122261	5.399208148
208627_s_at	YBX1	Y box binding protein 1	6.58E-06	5.04093679
39650_s_at	PCNXL2	pecanex-like 2 (Drosophila)	0.003165111	6.356734758
208997_s_at	UCP2	uncoupling protein 2 (mitochondrial, proton carrier)	0.001668541	5.119069859
217356_s_at	PGK1	phosphoglycerate kinase 1	6.02E-06	4.81393898
234735_s_at	USP21	ubiquitin specific peptidase 21	0.001864194	5.348100607
211317_s_at	CFLAR	CASP8 and FADD-like apoptosis regulator	0.004223671	5.355283539
1553112_s_at	CDK8	cyclin-dependent kinase 8	4.79E-05	4.863055639
222938_x_at	ENPP3	ectonucleotide pyrophosphatase/phosphodiesterase 3	0.001518206	5.119025048
223758_s_at	GTF2H2	general transcription factor IIH, polypeptide 2, 44kDa	0.000149482	5.185138754
200605_s_at	PRKAR1A	protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)	0.000182416	4.40748609
244461_at	SPECC1	sperm antigen with calponin homology and coiled-coil domains 1	0.008081378	4.24460456
224358_s_at	MS4A7	membrane-spanning 4-domains, subfamily A, member 7	8.89E-05	5.04242948
210802_s_at	DIMT1L	DIM1 dimethyladenosine transferase 1-like (S. cerevisiae)	0.000328427	5.519957621
1558111_at	MBNL1	Muscleblind-like (Drosophila)	0.001257192	5.819464667
208781_x_at	SNX3	sorting nexin 3	9.38E-05	5.246579426
218340_s_at	UBE1L2	ubiquitin-activating enzyme E1-like 2	1.03E-05	4.948630048
1554868_s_at	PCNP	PEST proteolytic signal containing nuclear protein	9.50E-05	5.176043498
210896_s_at	ASPH	aspartate beta-hydroxylase	0.001216931	5.751243057
208601_s_at	TUBB1	tubulin, beta 1	2.10E-05	4.862302843
211922_s_at	CAT	catalase	0.000140256	5.536982704
228746_s_at	CDV3	CDV3 homolog (mouse)	0.000129098	5.07425828
236224_at	RIT1	Ras-like without CAAX 1	0.000317244	5.459091387
217881_s_at	CDC27	cell division cycle 27 homolog (S. cerevisiae)	0.000269043	5.703699037
212016_s_at	PTBP1	polypyrimidine tract binding protein 1	0.000907327	5.035087618
228222_at	PPP1CB	Protein phosphatase 1, catalytic subunit, beta isoform	0.000198055	5.269156086
206146_s_at	RHAG	Rh-associated glycoprotein	1.24E-05	5.176477414
234660_s_at	DIS3	DIS3 mitotic control homolog (S. cerevisiae)	0.002557936	4.853331178
222531_s_at	C14orf108	chromosome 14 open reading frame 108	0.00013766	4.856588127
200751_s_at	HNRPC	heterogeneous nuclear ribonucleoprotein C (C1/C2)	0.000492218	4.878027199
1566303_s_at	PPP1R11	protein phosphatase 1, regulatory (inhibitor) subunit 11	0.001078732	5.441269465
1565162_s_at	MGST1	microsomal glutathione S-transferase 1	0.000224505	5.709792805
211749_s_at	VAMP3	vesicle-associated membrane protein 3 (cellubrevin)	0.001232026	5.345488324
214727_at	BRCA2	breast cancer 2, early onset	0.000103405	5.197470822
1554696_s_at	TYMS	thymidylate synthetase	7.10E-05	5.547943129
200927_s_at	RAB14	RAB14, member RAS oncogene family	1.09E-05	5.032400576
208852_s_at	CANX	calnexin	2.69E-05	5.373222744
201529_s_at	RPA1	replication protein A1, 70kDa	1.41E-05	5.061786395
204344_s_at	SEC23A	Sec23 homolog A (S. cerevisiae)	1.56E-05	5.135399681
210621_s_at	RASA1	RAS p21 protein activator (GTPase activating protein) 1	8.93E-05	5.469901383
224600_at	CGGBP1	CGG triplet repeat binding protein 1	0.001343424	6.294307203
207043_s_at	SLC6A9	solute carrier family 6 (neurotransmitter transporter, glycine), member 9	2.38E-05	5.15498146
210639_s_at	ATG5	ATG5 autophagy related 5 homolog (S. cerevisiae)	2.93E-05	5.518192167
235067_at	MKLN1	muskelin 1, intracellular mediator containing kelch motifs	0.000221073	5.68760944
222559_s_at	P15RS	hypothetical protein FLJ10656	1.32E-05	5.270005406
1555419_a_at	ASAH1	N-acylsphingosine amidohydrolase (acid ceramidase) 1	0.001170275	6.232503324
233924_s_at	EXOC6	exocyst complex component 6	0.000348631	5.224289647
1555812_a_at	ARHGDIB	Rho GDP dissociation inhibitor (GDI) beta	0.001358052	6.128491238
214484_s_at	OPRS1	opioid receptor, sigma 1	2.99E-05	5.308838039
202008_s_at	NID1	nidogen 1	0.000324799	5.828138326
210716_s_at	CLIP1	CAP-GLY domain containing linker protein 1	0.000245779	5.325942273
1555278_a_at	CKAP5	cytoskeleton associated protein 5	0.001058834	6.237178942
1554423_a_at	FBXO7	F-box protein 7	0.000485649	6.231838323
200806_s_at	HSPD1	heat shock 60kDa protein 1 (chaperonin)	6.75E-05	4.952409939
216503_s_at	MLLT10	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10	2.89E-05	5.321590803
210529_s_at	KIAA0738	KIAA0738 gene product	0.000232153	5.091487224
210692_s_at	SLC43A3	solute carrier family 43, member 3	0.000173344	5.949206105
231918_s_at	GFM2	G elongation factor, mitochondrial 2	1.58E-06	5.309590902
213470_s_at	HNRPH1	heterogeneous nuclear ribonucleoprotein H1 (H)	0.002816013	5.68935484
239512_at	SFRS4	splicing factor, arginine/serine-rich 4	0.000116006	5.300620107
233496_s_at	CFL2	cofilin 2 (muscle)	3.27E-05	5.127898044
215936_s_at	KIAA1033	KIAA1033	0.000504761	5.231220542
201617_x_at	CALD1	caldesmon 1	0.000720529	4.830454914
1559096_x_at	FBXO9	F-box protein 9	0.000417725	5.685930585
208793_x_at	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	0.003793448	5.41913988
212337_at	TI-227H	hypothetical protein TI-227H	0.001213986	4.871592397
201386_s_at	DHX15	DEAH (Asp-Glu-Ala-His) box polypeptide 15	2.01E-05	5.096188392
207265_s_at	KDELR3	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3	0.001070982	5.48694211
201435_s_at	EIF4E	eukaryotic translation initiation factor 4E	0.000197931	6.199163152
203641_s_at	COBLL1	COBL-like 1	7.71E-05	4.973067848
209055_s_at	CDC5L	CDC5 cell division cycle 5-like (S. pombe)	7.46E-07	5.419859693
201109_s_at	THBS1	thrombospondin 1	0.001523679	5.541309938
217735_s_at	EIF2AK1	eukaryotic translation initiation factor 2-alpha kinase 1	0.000251789	4.85443932
1557910_at	HSP90AB1	heat shock protein 90kDa alpha (cytosolic), class B member 1	0.000110418	5.400692914
202236_s_at	SLC16A1	solute carrier family 16, member 1 (monocarboxylic acid transporter 1)	1.21E-05	5.552305997
211985_s_at	CALM1	calmodulin 1 (phosphorylase kinase, delta)	5.93E-05	5.449527432
208894_at	HLA-DRA	major histocompatibility complex, class II, DR alpha	0.000699863	5.784162997
AFFX-r2-Bs-dap-5_at	---	---	2.84E-05	5.468366378
208811_s_at	DNAJB6	DnaJ (Hsp40) homolog, subfamily B, member 6	3.34E-05	5.954007821
1557954_at	CXorf15	chromosome X open reading frame 15	0.000871605	5.897988756
205942_s_at	ACSM3	acyl-CoA synthetase medium-chain family member 3	0.002092389	6.076051058
214119_s_at	FKBP1A	FK506 binding protein 1A, 12kDa	0.000406195	4.997851462
233655_s_at	FAM29A	family with sequence similarity 29, member A	6.82E-06	5.597959609
201104_x_at	LOC728936	neuroblastoma breakpoint family, member 14	0.002086688	4.536092941
223010_s_at	OCIAD1	OCIA domain containing 1	0.000199645	5.77628215
233303_at	---	MRNA; cDNA DKFZp564H0616 (from clone DKFZp564H0616)	5.43E-05	5.949355869
227473_at	CTTN	Cortactin	0.002059215	4.919622608
208310_s_at	C7orf28A	chromosome 7 open reading frame 28A	0.000587299	5.829753011
204917_s_at	MLLT3	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3	0.001574775	6.950954369
209754_s_at	TMPO	thymopoietin	0.002826986	6.52472449
207542_s_at	AQP1	aquaporin 1 (Colton blood group)	5.43E-05	5.753749039
205984_at	CRHBP	corticotropin releasing hormone binding protein	0.001783645	5.569161661
208703_s_at	APLP2	amyloid beta (A4) precursor-like protein 2	0.00015033	5.915418713
206075_s_at	CSNK2A1	casein kinase 2, alpha 1 polypeptide	1.62E-05	6.024458648
210425_x_at	GOLGA8B	golgi autoantigen, golgin subfamily a, 8B	0.002080054	5.239936414
212515_s_at	DDX3X	DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked	0.001564699	4.811546646
202731_at	PDCD4	programmed cell death 4 (neoplastic transformation inhibitor)	3.41E-06	5.976229211
215509_s_at	BUB1	BUB1 budding uninhibited by benzimidazoles 1 homolog (yeast)	0.000500988	6.225039982
202216_x_at	NFYC	nuclear transcription factor Y, gamma	0.000103349	5.603510559
214359_s_at	HSP90AB1	heat shock protein 90kDa alpha (cytosolic), class B member 1	1.48E-05	5.561625655
207821_s_at	PTK2	PTK2 protein tyrosine kinase 2	0.000526894	6.32936072
215832_x_at	PICALM	phosphatidylinositol binding clathrin assembly protein	0.000308978	5.738414112
225742_at	---	Full-length cDNA clone CS0CAP006YG04 of Thymus of Homo sapiens (human)	2.73E-05	5.855879886
203357_s_at	CAPN7	calpain 7	4.73E-05	6.096126358
222846_at	RAB8B	RAB8B, member RAS oncogene family	0.000374608	5.940073921
210338_s_at	HSPA8	heat shock 70kDa protein 8	1.24E-05	6.022204821
210092_at	MAGOH	mago-nashi homolog, proliferation-associated (Drosophila)	9.91E-05	6.188693135
220386_s_at	EML4	echinoderm microtubule associated protein like 4	0.000213516	6.251390069
215037_s_at	BCL2L1	BCL2-like 1	1.20E-05	5.995772831
218013_x_at	DCTN4	dynactin 4 (p62)	1.44E-05	6.310191994
1554577_a_at	PSMD10	proteasome (prosome, macropain) 26S subunit, non-ATPase, 10	4.27E-05	6.373021223
242854_x_at	DLEU2	deleted in lymphocytic leukemia, 2	0.000115503	5.926130065
221423_s_at	YIPF5	Yip1 domain family, member 5	4.39E-05	5.76445303
201523_x_at	UBE2N	ubiquitin-conjugating enzyme E2N (UBC13 homolog, yeast)	3.08E-05	6.041540834
210284_s_at	MAP3K7IP2	mitogen-activated protein kinase kinase kinase 7 interacting protein 2	3.11E-05	6.303407927
239151_at	LOC399761	hypothetical protein LOC399761	0.000370371	6.138114289
231274_s_at	SLC25A37	Solute carrier family 25, member 37	0.002094164	6.769640608
220892_s_at	PSAT1	phosphoserine aminotransferase 1	7.71E-05	6.692036554
204132_s_at	FOXO3	forkhead box O3	0.002236288	5.642579965
210559_s_at	CDC2	cell division cycle 2, G1 to S and G2 to M	0.000465265	7.113662753
203100_s_at	CDYL	chromodomain protein, Y-like	0.000463616	7.506497292
1554464_a_at	CRTAP	cartilage associated protein	2.29E-06	6.30032041
206061_s_at	DICER1	Dicer1, Dcr-1 homolog (Drosophila)	0.000117435	6.318617373
1554450_s_at	MIER3	mesoderm induction early response 1, family member 3	0.000991126	6.053594088
220037_s_at	XLKD1	extracellular link domain containing 1	0.000569331	5.55616924
212379_at	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	0.00019007	5.951265449
1555831_s_at	LRRC41	leucine rich repeat containing 41	0.000560726	7.561248668
AFFX-HSAC07/X00351_M_at	ACTB	actin, beta	2.65E-05	6.14679628
229334_at	---	Transcribed locus	0.00373167	5.993073589
206544_x_at	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	0.000448439	5.588934499
208097_s_at	TXNDC1	thioredoxin domain containing 1	9.72E-06	6.75263469
211676_s_at	IFNGR1	interferon gamma receptor 1	0.002036984	7.163301526
224236_s_at	---	---	0.001612453	6.840520856
241929_at	---	Transcribed locus	0.001229472	7.812955376
208116_s_at	MAN1A1	mannosidase, alpha, class 1A, member 1	0.000940921	7.735981579
217791_s_at	ALDH18A1	aldehyde dehydrogenase 18 family, member A1	0.00204085	5.874692679
201801_s_at	SLC29A1	solute carrier family 29 (nucleoside transporters), member 1	2.87E-05	6.917068868
1565717_s_at	FUS	fusion (involved in t(12;16) in malignant liposarcoma)	0.002051633	5.335874345
224326_s_at	PCGF6	polycomb group ring finger 6	0.000181867	5.850630728
224790_at	DDEF1	development and differentiation enhancing factor 1	1.84E-05	6.35144583
237062_at	---	Transcribed locus	0.001593851	7.54504466
242706_s_at	CRSP3	cofactor required for Sp1 transcriptional activation, subunit 3, 130kDa	0.000138279	6.52426029
1554574_a_at	CYB5R3	cytochrome b5 reductase 3	7.14E-05	7.345078298
213683_at	ACSL6	acyl-CoA synthetase long-chain family member 6	0.000594784	7.892954932
211672_s_at	ARPC4	actin related protein 2/3 complex, subunit 4, 20kDa	7.72E-06	6.617448283
201490_s_at	PPIF	peptidylprolyl isomerase F (cyclophilin F)	5.45E-05	7.264328823
225327_at	KIAA1370	KIAA1370	0.003984061	5.637440099
217811_at	SELT	selenoprotein T	7.55E-05	7.310514866
216591_s_at	hCG_1776980	succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa	0.00030392	7.32160443
65591_at	WDR48	WD repeat domain 48	8.91E-05	7.261276336
215933_s_at	HHEX	hematopoietically expressed homeobox	2.70E-05	7.343458602
224856_at	FKBP5	FK506 binding protein 5	4.50E-05	7.009178488
233878_s_at	XRN2	5-3 exoribonuclease 2	7.16E-05	6.988677582
215047_at	TRIM58	tripartite motif-containing 58	0.00154331	6.656195611
1564706_s_at	GLS2	glutaminase 2 (liver, mitochondrial)	0.002383084	8.01153801
207275_s_at	ACSL1	acyl-CoA synthetase long-chain family member 1	0.006205349	9.438008639
222507_s_at	TMEM9B	TMEM9 domain family, member B	0.000193773	8.025275226
AFFX-HUMGAPDH/M33197_5_at	GAPDH	glyceraldehyde-3-phosphate dehydrogenase	5.59E-06	6.798047188
231955_s_at	HIBADH	3-hydroxyisobutyrate dehydrogenase	1.72E-05	7.180237301
1554491_a_at	SERPINC1	serpin peptidase inhibitor, clade C (antithrombin), member 1	0.000424817	8.427536062
208867_s_at	CSNK1A1	casein kinase 1, alpha 1	9.36E-06	7.320795301
235060_at	DKFZp547E087	hypothetical gene LOC283846	0.001364358	9.266024571
227897_at	RAP2B	RAP2B, member of RAS oncogene family	8.67E-06	7.53075608
211231_x_at	CYP4A11	cytochrome P450, family 4, subfamily A, polypeptide 11	0.001487259	6.082628833
204156_at	KIAA0999	KIAA0999 protein	0.000285787	7.19750445
223670_s_at	HEMGN	hemogen	1.99E-05	7.362921807
224566_at	TncRNA	trophoblast-derived noncoding RNA	0.005076413	10.61680152
213805_at	ABHD5	abhydrolase domain containing 5	0.000467062	6.870481264
207079_s_at	MED6	mediator of RNA polymerase II transcription, subunit 6 homolog (S. cerevisiae)	9.14E-06	7.017439474
201120_s_at	PGRMC1	progesterone receptor membrane component 1	4.28E-05	7.290682752
225070_at	NUS1	nuclear undecaprenyl pyrophosphate synthase 1 homolog (S. cerevisiae)	1.95E-05	7.514127283
215150_at	YOD1	YOD1 OTU deubiquinating enzyme 1 homolog (S. cerevisiae)	0.000272306	7.646248876
216593_s_at	PIGC	phosphatidylinositol glycan anchor biosynthesis, class C	8.21E-05	7.947512789
1555996_s_at	EIF4A2	eukaryotic translation initiation factor 4A, isoform 2	0.000137717	7.614783355
200641_s_at	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide	3.34E-05	7.768057845
212143_s_at	IGFBP3	insulin-like growth factor binding protein 3	0.001800314	7.94732723
206108_s_at	SFRS6	splicing factor, arginine/serine-rich 6	0.004247588	6.779957721
215711_s_at	WEE1	WEE1 homolog (S. pombe)	8.63E-05	7.809079516
208654_s_at	CD164	CD164 molecule, sialomucin	3.74E-05	7.804468326
229713_at	---	Transcribed locus, strongly similar to XP_001145575.1  hypothetical protein [Pan troglodytes]	0.000464256	9.040815027
230352_at	PRPS2	Phosphoribosyl pyrophosphate synthetase 2	5.68E-05	8.062559889
207791_s_at	RAB1A	RAB1A, member RAS oncogene family	5.68E-05	7.460250351
217799_x_at	UBE2H	ubiquitin-conjugating enzyme E2H (UBC8 homolog, yeast)	7.03E-06	7.875334934
205321_at	EIF2S3	eukaryotic translation initiation factor 2, subunit 3 gamma, 52kDa	0.000127662	7.564273095
203289_s_at	C16orf35	chromosome 16 open reading frame 35	0.000269743	8.308212799
1552619_a_at	ANLN	anillin, actin binding protein	0.000590733	9.715444559
211080_s_at	NEK2	NIMA (never in mitosis gene a)-related kinase 2	0.000258191	8.065979726
1555175_a_at	PBLD	phenazine biosynthesis-like protein domain containing	8.66E-05	8.695980459
200730_s_at	PTP4A1	protein tyrosine phosphatase type IVA, member 1	0.002890388	10.65520837
202593_s_at	MIR16	membrane interacting protein of RGS16	7.07E-05	8.889871614
201551_s_at	LAMP1	lysosomal-associated membrane protein 1	0.000421383	8.979960262
212008_at	UBXD2	UBX domain containing 2	0.000130632	9.053801539
223005_s_at	C9orf5	chromosome 9 open reading frame 5	0.000397665	10.04814148
202583_s_at	RANBP9	RAN binding protein 9	1.59E-05	8.17563156
223341_s_at	SCOC	short coiled-coil protein	8.36E-05	8.136763755
217289_s_at	SLC37A4	solute carrier family 37 (glucose-6-phosphate transporter), member 4	5.22E-05	7.628516484
225062_at	LOC389831	hypothetical gene supported by AL713796	0.001619312	6.906218524
228030_at	RBM6	RNA binding motif protein 6	0.000488686	7.320772241
222458_s_at	C1orf108	chromosome 1 open reading frame 108	0.000408273	8.000599556
211536_x_at	MAP3K7	mitogen-activated protein kinase kinase kinase 7	2.21E-05	8.277922283
216733_s_at	GATM	glycine amidinotransferase (L-arginine:glycine amidinotransferase)	0.000315016	10.33319675
210337_s_at	ACLY	ATP citrate lyase	0.000981261	9.968344424
203210_s_at	RFC5	replication factor C (activator 1) 5, 36.5kDa	3.93E-05	9.302638698
212009_s_at	STIP1	stress-induced-phosphoprotein 1 (Hsp70/Hsp90-organizing protein)	1.63E-05	9.116006887
224582_s_at	---	CDNA clone IMAGE:4513453	2.47E-06	8.756913737
215236_s_at	PICALM	phosphatidylinositol binding clathrin assembly protein	0.000115537	9.205652329
1555345_at	SLC38A4	solute carrier family 38, member 4	0.000486123	10.20794012
210543_s_at	PRKDC	protein kinase, DNA-activated, catalytic polypeptide	0.000572851	10.89837692
220199_s_at	C1orf80	chromosome 1 open reading frame 80	4.08E-05	10.2123306
203214_x_at	CDC2	cell division cycle 2, G1 to S and G2 to M	0.00014399	9.762335686
211537_x_at	MAP3K7	mitogen-activated protein kinase kinase kinase 7	0.000116889	10.59142652
201858_s_at	SRGN	serglycin	0.000944329	11.34404537
226094_at	PIK3C2A	phosphoinositide-3-kinase, class 2, alpha polypeptide	0.000298646	10.27825267
202316_x_at	UBE4B	ubiquitination factor E4B (UFD2 homolog, yeast)	4.67E-07	9.868802846
227260_at	ANKRD10	Ankyrin repeat domain 10	4.56E-05	9.893116667
228834_at	TOB1	transducer of ERBB2, 1	0.000928392	10.46031553
204426_at	TMED2	transmembrane emp24 domain trafficking protein 2	1.83E-05	9.886896745
1555618_s_at	SAE1	SUMO1 activating enzyme subunit 1	4.44E-05	9.995593357
56748_at	TRIM10	tripartite motif-containing 10	0.000892628	13.30444895
208750_s_at	ARF1	ADP-ribosylation factor 1	1.16E-05	10.96595197
205884_at	ITGA4	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)	6.68E-05	11.86814525
227364_at	---	---	0.000536157	12.27994314
211254_x_at	RHAG	Rh-associated glycoprotein	6.65E-05	12.10426646
203032_s_at	FH	fumarate hydratase	0.000188414	9.996798855
234068_s_at	AP2A1	adaptor-related protein complex 2, alpha 1 subunit	3.47E-05	10.01829397
221428_s_at	TBL1XR1	transducin (beta)-like 1X-linked receptor 1	3.52E-07	10.93543849
221551_x_at	ST6GALNAC4	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4	0.002973922	13.72482862
209052_s_at	WHSC1	Wolf-Hirschhorn syndrome candidate 1	3.24E-05	11.3005992
212720_at	PAPOLA	poly(A) polymerase alpha	8.31E-05	11.73560521
200008_s_at	GDI2	GDP dissociation inhibitor 2	0.000260152	14.23010111
1555503_a_at	TMCC2	transmembrane and coiled-coil domain family 2	1.37E-05	11.91056858
220200_s_at	LOC647597	SET domain containing (lysine methyltransferase) 8	2.01E-06	11.51138104
1555226_s_at	C1orf43	chromosome 1 open reading frame 43	2.76E-05	12.84234196
208501_at	GFI1B	growth factor independent 1B (potential regulator of CDKN1A, translocated in CML)	0.002214264	15.11565186
1555564_a_at	CFI	complement factor I	0.003546451	11.95194062
201476_s_at	RRM1	ribonucleotide reductase M1 polypeptide	0.00012693	13.41982374
201742_x_at	SFRS1	splicing factor, arginine/serine-rich 1 (splicing factor 2, alternate splicing factor)	0.000125639	14.94899586
237215_s_at	TFRC	transferrin receptor (p90, CD71)	0.000151384	12.62242329
221039_s_at	DDEF1	development and differentiation enhancing factor 1	2.66E-06	12.65761673
1553678_a_at	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	2.46E-05	13.60004955
211090_s_at	PRPF4B	PRP4 pre-mRNA processing factor 4 homolog B (yeast)	1.08E-05	15.47785877
208925_at	CLDND1	claudin domain containing 1	0.000358361	14.55212151
218978_s_at	SLC25A37	solute carrier family 25, member 37	0.000243014	17.08327489
211450_s_at	MSH6	mutS homolog 6 (E. coli)	7.96E-06	15.93931481
208459_s_at	XPO7	exportin 7	6.03E-05	19.13678917
1555989_at	---	Transcribed locus	0.001017927	15.86457314
213562_s_at	SQLE	squalene epoxidase	6.46E-05	17.13152448
201971_s_at	ATP6V1A	ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A	1.17E-05	18.83091353
210317_s_at	YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide	7.56E-05	15.78034232
204427_s_at	TMED2	transmembrane emp24 domain trafficking protein 2	4.67E-07	17.68775702
220477_s_at	C20orf30	chromosome 20 open reading frame 30	2.57E-06	18.86605326
204128_s_at	RFC3	replication factor C (activator 1) 3, 38kDa	1.59E-08	18.91191176
204147_s_at	TFDP1	transcription factor Dp-1	6.88E-07	20.36280942
223579_s_at	APOB	apolipoprotein B (including Ag(x) antigen)	0.000391226	22.344864
AFFX-HSAC07/X00351_5_at	ACTB	actin, beta	9.23E-06	18.62376241
224237_at	---	---	0.000279501	22.5358951
217188_s_at	C14orf1	chromosome 14 open reading frame 1	1.04E-06	20.23538824
217294_s_at	ENO1	enolase 1, (alpha)	1.51E-05	19.21102476
1554768_a_at	MAD2L1	MAD2 mitotic arrest deficient-like 1 (yeast)	3.56E-06	21.41279179
1555814_a_at	RHOA	ras homolog gene family, member A	9.29E-05	18.51553175
212092_at	PEG10	paternally expressed 10	6.31E-05	20.34986861
1554679_a_at	LAPTM4B	lysosomal associated protein transmembrane 4 beta	0.001171829	26.9785084
213872_at	C6orf62	Chromosome 6 open reading frame 62	1.51E-06	33.6788011
229128_s_at	ANP32E	Acidic (leucine-rich) nuclear phosphoprotein 32 family, member E	2.72E-06	41.98660131
1564494_s_at	P4HB	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), beta polypeptide	3.71E-05	21.5395792
