Probe set	Symbol	Name	Fold-difference
211715_s_at	BDH1	3-hydroxybutyrate dehydrogenase, type 1 /// 3-hydroxybutyrate dehydrogenase, type 1	0.4846513
229453_at	PDIA3	Protein disulfide isomerase family A, member 3	0.4845849
218017_s_at	HGSNAT /// LOC643642	Heparan-alpha-glucosaminide N-acetyltransferase /// similar to transmembrane protein 76	0.4845045
207431_s_at	DEGS1	degenerative spermatocyte homolog 1, lipid desaturase (Drosophila)	0.4843871
223320_s_at	ABCB10	ATP-binding cassette, sub-family B (MDR/TAP), member 10	0.4842446
202200_s_at	SRPK1	SFRS protein kinase 1	0.484198
203075_at	SMAD2	SMAD, mothers against DPP homolog 2 (Drosophila)	0.4840742
1553212_at	KRT78	keratin 78	0.4839977
1568012_at	RSN	Restin (Reed-Steinberg cell-expressed intermediate filament-associated protein)	0.4837142
238693_at	PHC3	Polyhomeotic like 3 (Drosophila)	0.4836682
202080_s_at	TRAK1	trafficking protein, kinesin binding 1	0.4836241
202780_at	OXCT1	3-oxoacid CoA transferase 1	0.4834106
202651_at	LPGAT1	lysophosphatidylglycerol acyltransferase 1	0.4834058
219069_at	ANKRD49	ankyrin repeat domain 49	0.4833921
217761_at	ADI1	acireductone dioxygenase 1	0.4830445
214875_x_at	APLP2	amyloid beta (A4) precursor-like protein 2	0.4827874
243495_s_at	---	MRNA; cDNA DKFZp686E18224 (from clone DKFZp686E18224)	0.4822282
219864_s_at	DSCR1L2	Down syndrome critical region gene 1-like 2	0.4821329
227052_at	---	Full-length cDNA clone CS0DE011YO20 of Placenta of Homo sapiens (human)	0.4817681
221751_at	SLC2A3P1	Solute carrier family 2 (facilitated glucose transporter), member 3 pseudogene 1	0.4814074
205075_at	SERPINF2	serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 2	0.4802225
219145_at	LPHN1	latrophilin 1	0.4800413
224748_at	WDR68	WD repeat domain 68	0.4793603
230176_at	---	Transcribed locus	0.4792377
220239_at	KLHL7	kelch-like 7 (Drosophila)	0.4784575
203855_at	WDR47	WD repeat domain 47	0.478258
1559449_a_at	ZNF539	Zinc finger protein 539	0.4781188
215564_at	AREG	Amphiregulin (schwannoma-derived growth factor)	0.4780502
209807_s_at	NFIX	nuclear factor I/X (CCAAT-binding transcription factor)	0.4778522
228207_at	SPAG6	Sperm associated antigen 6	0.4775463
214987_at	---	CDNA clone IMAGE:4801326	0.4774218
225487_at	TMEM18	transmembrane protein 18	0.4767011
222270_at	SMEK2	KIAA1387 protein	0.4766312
239145_at	ZNF414	Zinc finger protein 414	0.476615
230393_at	CUL5	cullin 5	0.4765201
227476_at	---	---	0.4762956
1556194_a_at	---	CDNA FLJ33585 fis, clone BRAMY2012163	0.4761404
237061_at	ZNF347	zinc finger protein 347	0.4760676
204763_s_at	GNAO1	guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O	0.4748439
226801_s_at	LOC646890	hypothetical protein LOC646890	0.4748212
203446_s_at	OCRL	oculocerebrorenal syndrome of Lowe	0.474536
228613_at	RAB11FIP3	RAB11 family interacting protein 3 (class II)	0.474365
233751_at	ATBF1	AT-binding transcription factor 1	0.4742518
221664_s_at	F11R	F11 receptor	0.4740773
1560119_at	LOC389634	hypothetical LOC389634	0.4740115
205022_s_at	CHES1	checkpoint suppressor 1	0.4736088
223513_at	CENPJ	centromere protein J	0.4734674
229849_at	---	Transcribed locus, strongly similar to XP_519020.1 PREDICTED: similar to CR16 [Pan troglodytes]	0.4732929
1554897_s_at	RHBDL2	rhomboid, veinlet-like 2 (Drosophila)	0.473135
225624_at	LOC653761	hypothetical protein LOC653761	0.4728362
1555942_a_at	LOC642587	NPC-A-5	0.472621
238517_at	---	Transcribed locus, weakly similar to NP_114018.1 flotillin 2 [Rattus norvegicus]	0.4723448
202019_s_at	LANCL1	LanC lantibiotic synthetase component C-like 1 (bacterial)	0.4722514
209163_at	CYB561	cytochrome b-561	0.4721859
201476_s_at	RRM1	ribonucleotide reductase M1 polypeptide	0.4721372
221868_at	KIAA1155	KIAA1155 protein	0.4720231
200632_s_at	NDRG1	N-myc downstream regulated gene 1	0.471975
202730_s_at	PDCD4	programmed cell death 4 (neoplastic transformation inhibitor)	0.4719293
213301_x_at	TRIM24	tripartite motif-containing 24	0.4711466
223214_s_at	ZHX1	zinc fingers and homeoboxes 1	0.4710957
238687_x_at	ZNF770	zinc finger protein 770	0.4706066
208701_at	APLP2	Amyloid beta (A4) precursor-like protein 2	0.4704757
212640_at	PTPLB	protein tyrosine phosphatase-like (proline instead of catalytic arginine), member b	0.4701733
209633_at	PPP2R3A	protein phosphatase 2 (formerly 2A), regulatory subunit B, alpha	0.4700092
225687_at	FAM83D	family with sequence similarity 83, member D	0.4699932
203845_at	PCAF	p300/CBP-associated factor	0.4699409
231277_x_at	DTWD2	DTW domain containing 2	0.469923
235145_at	ZBTB7B	Zinc finger and BTB domain containing 7B	0.4691238
206704_at	CLCN5	chloride channel 5 (nephrolithiasis 2, X-linked, Dent disease)	0.4690661
213058_at	TTC28	tetratricopeptide repeat domain 28	0.4686642
218342_s_at	KIAA1815	KIAA1815	0.4686353
1568629_s_at	PIK3R2	phosphoinositide-3-kinase, regulatory subunit 2 (p85 beta)	0.4685692
214283_at	TMEM97	transmembrane protein 97	0.4682599
203423_at	RBP1	retinol binding protein 1, cellular	0.4678388
202667_s_at	SLC39A7	solute carrier family 39 (zinc transporter), member 7	0.4674877
219518_s_at	ELL3	elongation factor RNA polymerase II-like 3	0.4671927
213073_at	ZFYVE26	zinc finger, FYVE domain containing 26	0.467134
222478_at	VPS36	vacuolar protein sorting 36 (yeast)	0.4668222
209513_s_at	HSDL2	hydroxysteroid dehydrogenase like 2	0.4664779
220305_at	MGC3260	hypothetical protein MGC3260	0.4663911
209307_at	SWAP70	SWAP-70 protein	0.4663502
211195_s_at	TP73L	tumor protein p73-like	0.465682
225276_at	---	CDNA FLJ38048 fis, clone CTONG2014264 /// CDNA FLJ39067 fis, clone NT2RP7014910	0.4656802
226326_at	PCGF5	polycomb group ring finger 5	0.4655846
225390_s_at	KLF13	Kruppel-like factor 13	0.4655381
227489_at	SMURF2	SMAD specific E3 ubiquitin protein ligase 2	0.4654157
226792_s_at	KIFC2	kinesin family member C2	0.4650903
236379_at	EPB41	Erythrocyte membrane protein band 4.1 (elliptocytosis 1, RH-linked)	0.4644109
219817_at	C12orf47	chromosome 12 open reading frame 47	0.4642891
203956_at	MORC2	MORC family CW-type zinc finger 2	0.4638503
230815_at	LOC389765	similar to KIF27C	0.4635894
1563560_at	AHNAK	AHNAK nucleoprotein (desmoyokin)	0.4631699
226886_at	---	Clone 114 tumor rejection antigen	0.4631035
228817_at	---	CDNA: FLJ21561 fis, clone COL06415	0.4630534
221616_s_at	TAF9B	TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa	0.4625914
215926_x_at	SNAPC4	small nuclear RNA activating complex, polypeptide 4, 190kDa	0.4624976
212566_at	MAP4	microtubule-associated protein 4	0.4623876
226895_at	NFIC	Nuclear factor I/C (CCAAT-binding transcription factor)	0.4620862
206427_s_at	MLANA	melan-A	0.4620469
239488_at	---	CDNA FLJ30948 fis, clone FEBRA2007900	0.4618976
214313_s_at	EIF5B	Eukaryotic translation initiation factor 5B	0.4613686
225599_s_at	DKFZP779L1068	PRO0845	0.4611854
233903_s_at	SGEF	Src homology 3 domain-containing guanine nucleotide exchange factor	0.4609373
235848_x_at	---	Transcribed locus	0.4608749
1556111_s_at	---	CDNA FLJ39819 fis, clone SPLEN2010534	0.4605881
1562249_at	LOC285965	hypothetical protein LOC285965	0.459831
210367_s_at	PTGES	prostaglandin E synthase	0.4595981
205107_s_at	EFNA4	ephrin-A4	0.4590943
1555274_a_at	SELI	selenoprotein I	0.4589867
225157_at	MLXIP	MLX interacting protein	0.4586567
226996_at	LYCAT	lysocardiolipin acyltransferase	0.4579741
213256_at	39144	membrane-associated ring finger (C3HC4) 3	0.457747
1558714_at	ROBO1	Roundabout, axon guidance receptor, homolog 1 (Drosophila)	0.4576879
213165_at	CEP350	centrosomal protein 350kDa	0.4574646
202027_at	C22orf5	chromosome 22 open reading frame 5	0.4574637
224780_at	RBM17	RNA binding motif protein 17	0.4573999
235309_at	---	CDNA clone IMAGE:4140029	0.4573221
238190_at	TUFM	Tu translation elongation factor, mitochondrial	0.4570851
228336_at	MST101	MSTP101	0.4567875
225421_at	ACY1L2	aminoacylase 1-like 2	0.45673
226202_at	ZNF398	zinc finger protein 398	0.4565698
203803_at	PCYOX1	prenylcysteine oxidase 1	0.4564843
1554470_s_at	BTBD15	BTB (POZ) domain containing 15	0.4564034
230320_at	TBRG1	transforming growth factor beta regulator 1	0.4562694
231874_at	MGC39518	hypothetical protein MGC39518	0.4557033
242857_at	FARP2	FERM, RhoGEF and pleckstrin domain protein 2	0.455653
203744_at	HMGB3	high-mobility group box 3	0.4555667
202441_at	SPFH1	SPFH domain family, member 1	0.455206
1555060_a_at	IKZF2	IKAROS family zinc finger 2 (Helios)	0.4551396
226026_at	DIRC2	disrupted in renal carcinoma 2	0.4549908
226941_at	---	---	0.4548778
205005_s_at	NMT2	N-myristoyltransferase 2	0.4547199
225350_s_at	ZYG11B	zyg-11 homolog B (C. elegans)	0.454579
204841_s_at	EEA1	early endosome antigen 1, 162kD	0.4544635
220149_at	FLJ22671	hypothetical protein FLJ22671	0.4544425
238151_at	TUBB6	Tubulin, beta 6	0.4542177
219571_s_at	ZNF12	zinc finger protein 12	0.4541882
218968_s_at	ZFP64	zinc finger protein 64 homolog (mouse)	0.453986
228005_at	ZXDB	zinc finger, X-linked, duplicated B	0.4535031
201477_s_at	RRM1	ribonucleotide reductase M1 polypeptide	0.4528808
228551_at	MGC24039	hypothetical protein MGC24039	0.4527109
202502_at	ACADM	acyl-Coenzyme A dehydrogenase, C-4 to C-12 straight chain	0.4526605
218704_at	RNF43	ring finger protein 43	0.4525056
208732_at	RAB2	RAB2, member RAS oncogene family	0.4521506
226123_at	CHD7	chromodomain helicase DNA binding protein 7	0.4518229
1557820_at	AFG3L2	AFG3 ATPase family gene 3-like 2 (yeast)	0.451561
33850_at	MAP4	microtubule-associated protein 4	0.4513762
210087_s_at	MPZL1	myelin protein zero-like 1	0.4509776
222584_at	MSTO1	misato homolog 1 (Drosophila)	0.450721
231701_s_at	SHMT1	Serine hydroxymethyltransferase 1 (soluble)	0.4504532
201190_s_at	PITPNA	phosphatidylinositol transfer protein, alpha	0.4504448
213692_s_at	---	---	0.4503288
1562378_s_at	PROM2	prominin 2	0.4491224
226823_at	PHACTR4	phosphatase and actin regulator 4	0.4490077
239855_at	PPM1L	Protein phosphatase 1 (formerly 2C)-like	0.4487345
231039_at	---	Transcribed locus	0.4482949
238315_s_at	ZNF567	zinc finger protein 567	0.4481789
210529_s_at	KIAA0738 /// LOC653199	KIAA0738 gene product /// similar to KIAA0738 gene product	0.4480091
230210_at	UNC84A	unc-84 homolog A (C. elegans)	0.4471978
212051_at	WIRE	WIRE protein	0.447184
205231_s_at	EPM2A	epilepsy, progressive myoclonus type 2A, Lafora disease (laforin)	0.4465174
206213_at	WNT10B	wingless-type MMTV integration site family, member 10B	0.446475
211778_s_at	OVOL2	ovo-like 2 (Drosophila) /// ovo-like 2 (Drosophila)	0.4460967
1557014_a_at	C9orf122	chromosome 9 open reading frame 122	0.4460617
228295_at	WDR59	WD repeat domain 59	0.4454825
224954_at	SHMT1	serine hydroxymethyltransferase 1 (soluble)	0.4454269
223259_at	ORMDL3	ORM1-like 3 (S. cerevisiae)	0.4453194
1554667_s_at	METTL8	methyltransferase like 8	0.4451073
235857_at	KCTD11	potassium channel tetramerisation domain containing 11	0.4450082
239083_at	ZNF786	zinc finger protein 786	0.4442321
226581_at	ZFYVE20	zinc finger, FYVE domain containing 20	0.4441233
65517_at	AP1M2	adaptor-related protein complex 1, mu 2 subunit	0.4439997
228488_at	TBC1D16	TBC1 domain family, member 16	0.4439379
209191_at	TUBB6	tubulin, beta 6	0.4438231
1564093_at	NEK1	NIMA (never in mitosis gene a)-related kinase 1	0.443738
212690_at	DDHD2	DDHD domain containing 2	0.4435625
214164_x_at	CA12	carbonic anhydrase XII	0.4433438
243405_at	TXNDC5	Thioredoxin domain containing 5	0.4431949
239878_at	IPMK	inositol polyphosphate multikinase	0.4431872
220119_at	EPB41L4A	erythrocyte membrane protein band 4.1 like 4A	0.4431759
238802_at	TYSND1	trypsin domain containing 1	0.4430898
1559007_s_at	---	CDNA clone IMAGE:4304686	0.4426744
208955_at	DUT	dUTP pyrophosphatase	0.4426033
204526_s_at	TBC1D8	TBC1 domain family, member 8 (with GRAM domain)	0.4420107
202119_s_at	CPNE3	copine III	0.4419521
242123_at	PAQR7	progestin and adipoQ receptor family member VII	0.4416854
231233_at	---	---	0.4415385
212397_at	RDX	radixin	0.441305
208424_s_at	CIAPIN1	cytokine induced apoptosis inhibitor 1	0.4407446
226106_at	RNF141	ring finger protein 141	0.4405028
1559061_at	LOC253962	hypothetical protein LOC253962	0.4404202
204992_s_at	PFN2	profilin 2	0.4402956
219484_at	HCFC2	host cell factor C2	0.4401662
225991_at	TMEM41A	Transmembrane protein 41A	0.4398492
205417_s_at	DAG1	dystroglycan 1 (dystrophin-associated glycoprotein 1)	0.4396446
1569362_at	ALCAM	Activated leukocyte cell adhesion molecule	0.4394806
226441_at	---	CDNA FLJ36574 fis, clone TRACH2012376	0.4391378
1552343_s_at	PDE7A	phosphodiesterase 7A	0.4389838
212646_at	RAFTLIN	raft-linking protein	0.4389018
208939_at	SEPHS1	selenophosphate synthetase 1	0.4387478
218697_at	NCKIPSD	NCK interacting protein with SH3 domain	0.4384011
1561343_a_at	LOC150005	hypothetical protein LOC150005	0.4382685
202903_at	LSM5	LSM5 homolog, U6 small nuclear RNA associated (S. cerevisiae)	0.4381405
229312_s_at	GKAP1	G kinase anchoring protein 1	0.4381352
206949_s_at	RUSC1	RUN and SH3 domain containing 1	0.437601
212594_at	PDCD4	programmed cell death 4 (neoplastic transformation inhibitor)	0.4375799
213369_at	PCDH21	protocadherin 21	0.4374297
222940_at	SULT1E1	sulfotransferase family 1E, estrogen-preferring, member 1	0.4367623
208760_at	UBE2I	Ubiquitin-conjugating enzyme E2I (UBC9 homolog, yeast)	0.4364478
203791_at	DMXL1	Dmx-like 1	0.436291
235431_s_at	PELI3	pellino homolog 3 (Drosophila)	0.4360037
212838_at	DNMBP	dynamin binding protein	0.4355515
213734_at	---	---	0.435463
221790_s_at	LDLRAP1	low density lipoprotein receptor adaptor protein 1	0.4353131
235505_s_at	---	MRNA full length insert cDNA clone EUROIMAGE 2362292	0.4349822
235347_at	IQCG	IQ motif containing G	0.4348047
238364_x_at	GLI4	GLI-Kruppel family member GLI4	0.4342733
229347_at	---	CDNA clone IMAGE:5270438	0.434192
200951_s_at	CCND2	cyclin D2	0.434177
227772_at	---	Transcribed locus	0.4339078
223534_s_at	RPS6KL1	ribosomal protein S6 kinase-like 1	0.4338157
203551_s_at	COX11	COX11 homolog, cytochrome c oxidase assembly protein (yeast)	0.433178
227452_at	LOC146795	Hypothetical protein LOC146795	0.4330699
222290_at	OR2A20P /// OR2A9P	olfactory receptor, family 2, subfamily A, member 20 pseudogene /// olfactory receptor, family 2, subfamily A, member 9 pseudogene	0.4329782
211347_at	CDC14B	CDC14 cell division cycle 14 homolog B (S. cerevisiae)	0.4329518
1556151_at	ITFG1	Integrin alpha FG-GAP repeat containing 1	0.4324704
239250_at	ZNF542	zinc finger protein 542	0.4321732
201200_at	CREG1	cellular repressor of E1A-stimulated genes 1	0.4320709
220066_at	CARD15	caspase recruitment domain family, member 15	0.4320553
207236_at	ZNF345	zinc finger protein 345	0.4319033
202098_s_at	PRMT2	protein arginine methyltransferase 2	0.4317142
200953_s_at	CCND2	cyclin D2	0.4316141
221922_at	GPSM2	G-protein signalling modulator 2 (AGS3-like, C. elegans)	0.4313369
226509_at	ZNF641	zinc finger protein 641	0.4309991
227515_at	STAMBP	STAM binding protein	0.4307383
212507_at	TMEM131	transmembrane protein 131	0.4298705
225677_at	BCAP29	B-cell receptor-associated protein 29	0.4297846
218129_s_at	NFYB	nuclear transcription factor Y, beta	0.429648
212907_at	SLC30A1	Solute carrier family 30 (zinc transporter), member 1	0.4295718
222553_x_at	OXR1	oxidation resistance 1	0.4293745
203327_at	IDE	insulin-degrading enzyme	0.4291716
228520_s_at	APLP2	Amyloid beta (A4) precursor-like protein 2	0.4291254
234998_at	---	CDNA clone IMAGE:5313062	0.4289633
217995_at	SQRDL	sulfide quinone reductase-like (yeast)	0.4287267
224811_at	---	CDNA FLJ30652 fis, clone DFNES2000011	0.4286092
227944_at	PTPN3	protein tyrosine phosphatase, non-receptor type 3	0.4286052
1568900_a_at	ZNF568	zinc finger protein 568	0.4282912
225930_at	NKIRAS1	NFKB inhibitor interacting Ras-like 1	0.4282358
220238_s_at	KLHL7	kelch-like 7 (Drosophila)	0.4282226
222236_s_at	DDEFL1	development and differentiation enhancing factor-like 1	0.428052
1553691_at	B3GALNT2	beta-1,3-N-acetylgalactosaminyltransferase 2	0.4277146
1558687_a_at	FOXN1	Forkhead box N1	0.4270878
205709_s_at	CDS1	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1	0.4270803
213100_at	---	Full-length cDNA clone CL0BB018ZE07 of Neuroblastoma of Homo sapiens (human)	0.4270127
229008_at	WDR60	WD repeat domain 60	0.4265945
222757_s_at	ZAK	sterile alpha motif and leucine zipper containing kinase AZK	0.4265607
201811_x_at	SH3BP5	SH3-domain binding protein 5 (BTK-associated)	0.4265172
230350_at	---	Transcribed locus, moderately similar to NP_060312.1 hypothetical protein FLJ20489 [Homo sapiens]	0.4264865
239033_at	KIAA1958	KIAA1958	0.4262456
211056_s_at	SRD5A1	steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1) /// steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)	0.426117
226962_at	ZBTB41	zinc finger and BTB domain containing 41	0.4257859
219976_at	HOOK1	hook homolog 1 (Drosophila)	0.4257678
209790_s_at	CASP6	caspase 6, apoptosis-related cysteine peptidase	0.4257139
209281_s_at	ATP2B1	ATPase, Ca++ transporting, plasma membrane 1	0.4256315
218717_s_at	LEPREL1	leprecan-like 1	0.4253928
222476_at	CNOT6	CCR4-NOT transcription complex, subunit 6	0.4251484
222469_s_at	TOLLIP	toll interacting protein	0.424975
223712_at	PCBD2	pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2	0.4249078
243752_s_at	PSCD3	pleckstrin homology, Sec7 and coiled-coil domains 3	0.4243867
1553117_a_at	STK38	serine/threonine kinase 38	0.4242923
223493_at	FBXO4	F-box protein 4	0.4242765
225232_at	MTMR12	myotubularin related protein 12	0.4239201
216321_s_at	NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	0.4237317
218139_s_at	C14orf108	chromosome 14 open reading frame 108	0.4237208
228185_at	ZNF25	zinc finger protein 25	0.4236661
202539_s_at	HMGCR	3-hydroxy-3-methylglutaryl-Coenzyme A reductase	0.4236037
223326_s_at	LOC642423 /// LOC643707 /// LOC653091 /// LOC653291 /// LOC653344 /// LOC653357 /// LOC653359	similar to cis-Golgi matrix protein GM130 /// similar to cis-Golgi matrix protein GM130 /// similar to cis-Golgi matrix protein GM130 /// similar to LOC388161 /// similar to cis-Golgi matrix protein GM130 /// similar to cis-Golgi matrix protein GM130 /// similar to cis-Golgi matrix protein GM130	0.4234786
1570202_a_at	MKL2	MKL/myocardin-like 2	0.4232641
211555_s_at	GUCY1B3	guanylate cyclase 1, soluble, beta 3	0.4230817
203196_at	ABCC4	ATP-binding cassette, sub-family C (CFTR/MRP), member 4	0.4223235
233955_x_at	CXXC5	CXXC finger 5	0.4223016
225752_at	NIPA1	non imprinted in Prader-Willi/Angelman syndrome 1	0.42227
1552651_a_at	RFFL	ring finger and FYVE-like domain containing 1	0.4222033
225793_at	LIX1L	Lix1 homolog (mouse) like	0.4221142
91816_f_at	RKHD1	ring finger and KH domain containing 1	0.4220719
219267_at	GLTP	glycolipid transfer protein	0.422021
228666_at	C15orf38	chromosome 15 open reading frame 38	0.4216992
235486_at	C11orf69	chromosome 11 open reading frame 69	0.4216311
242722_at	LMO7	LIM domain 7	0.4216275
41858_at	FRAG1	FGF receptor activating protein 1	0.421157
212776_s_at	OBSL1	obscurin-like 1	0.4207973
